,Concept_ID,kl,ko
110,Abhang::N,sivinganeq,몰매
111,Abhang::N,sivingajaaq,몰매
112,Abhang::N,kussangajaaq,몰매
113,Bach::N,kuunnguaq,내
114,Fluss::N,kuuk,강
115,Ufer::N,sissap sinaa,강변
116,Ufer::N,sissap sinaa,바닷가
117,Küste::N,sineriak,해변
118,Küste::N,sineriak,해변가
119,Meer::N,imaq,바다
120,Bucht::N,ikeq,협만
121,Bucht::N,kangerluk,협만
122,Bucht::N,kangerliumaneq,협만
123,Insel::N,qeqertaq,섬
124,Blume::N,naasoq,꽃
125,Gras::N,ivigaq,풀
126,Wurzel::N,niulutaq,뿌리
127,Baum::N,orpik,나무
128,Stamm::N,kanaartaq,대
129,Rinde::N,ameraq,나무껍질
130,Ast::N,avalequt,가지
131,Zweig::N,avalequt,가지
132,Blatt::N,pilutaq,잎
133,Birke::N,patitsit,자작나무
134,Weide[Baum]::N,palleq,쉬양버들
135,Tanne::N,orsuerneq,전나무
136,Horn::N,nassuk,뿔
137,Feder::N,suluk,깃털
138,Fell::N,ameq,피혁모피
139,Flügel::N,suluk,날개
140,Flügel::N,isaroq,날개
141,Klaue::N,kukik,갈고리 발톺
142,Kralle::N,kukik,발툭
143,Schwanz::N,pamioq,꼬리
144,Schwanz::N,paperuusaq,꼬리
145,Ei::N,mannik,알
146,Nest::N,ullut,보금자리
147,Bau::N,ini,굴
148,Tier::N,uumasoq,짐승
149,Herde::N,unguukkat,가축의떼
150,Kuh::N,ussik,암소
151,Bulle::N,angukulak,황소
152,Bulle::N,anguteralak,황소
153,Bulle::N,angutikulooq,황소
154,Schaf::N,sava,양
155,Schwein::N,puuluki,돼지
156,Hund::N,qimmeq,개
157,Katze::N,puisaaq,고양이
158,Bär::N,allaq,콤
159,Eichhörnchen::N,sissinnguaq,다람쥐
160,Fuchs::N,terianniaq,여우
161,Hase::N,ukaleq,토끼
162,Maus::N,teriannguaq,쥐
163,Wolf::N,amaroq,늑대
164,Vogel::N,timmiaq,새
165,Huhn::N,kukkukooq,암탉
166,Huhn::N,marloraaqaaq,암탉
167,Hahn::N,kiasiusaq,수탉
168,Gans::N,nerleq,거위
169,Adler::N,nattoralik,수리
170,Eule::N,uppik,부엉이
171,Kranich::N,qorlorfik,두루미
172,Krähe::N,tuluatsiaq,까마귀
173,Kuckuck::N,kukkooq,뻐꾸기
174,Schwan::N,qussuk,배조
175,Fisch::N,aalisagaq,물고기
176,Schlange[Tier]::N,pulateriarsuk,뱀
177,Schlange[Tier]::N,pulateriaarsuk,뱀
178,Spinne::N,aasiaq,거미
179,Spinne::N,nissavaarsuk,거미
180,Ameise::N,uniaaluk,개미
181,Laus::N,kumak,이
182,Mücke::N,ippernaq,모기
183,Fliege::N,ippernaq,날기
184,Schmetterling::N,paluaq,나비
185,Schmetterling::N,pakkaluaq,나비
186,Schmetterling::N,utsuppaluaq,나비
187,Schmetterling::N,taqaleqisaaq,나비
188,Beere::N,paarmaq,장과
189,Beere::N,paarngaq,장과
190,Apfel::N,iipili,사과
191,Pilz::N,anngiusaq,고방이
192,Zwiebel::N,uanitsoq,양파
193,Saat::N,naatsiiassaq,씨
194,Korn::N,maannineq,알맹이
195,Schale::N,niutsivik,피상
196,Schale::N,ilulissaq qaartussaq,피상
197,Grube::N,itersaq,
198,Falle::N,pualavoq,함정
199,Schlinge::N,orseq,올가미
200,Schlinge::N,orseq,멜빵붕대
201,Schlinge::N,norloq,올가미
202,Schlinge::N,norloq,멜빵붕대
203,Spur::N,tumaa,발지국
204,Asche::N,arsat,재
205,Dreck::N,minguk,똥
206,Dreck::N,minguk,오물
207,Eisen::N,savimineq,쇠
208,Eisen::N,savimineq,철
209,Eisen::N,saffiugassaq,쇠
210,Eisen::N,saffiugassaq,철
211,Gold::N,kuulti,항금
212,Silber::N,siilviuvoq,은
213,Kohle::N,aamarsuit aamaruutissat,슻
214,Glas::N,igalaaq,유리
215,Glas::N,imertarfik,유리
216,Glas::N,igalaamineq,유리
217,Lehm::N,marraq,찰흙
218,Sand::N,sioqqat,모래
219,Mensch::N,inuk,사람
220,Mensch::N,silamiu,사람
221,Mann::N,angut,남자
222,Frau::N,arnaq,여자
223,Kind::N,meeraq,아이
224,Junge::N,nukappiaraq,소녁
225,Mädchen::N,arnannguaq,소녀
226,Familie::N,ilaqutakka,가족
227,Familie::N,ilaqutariit,가족
228,Großvater::N,aatak,할아버지
229,Großmutter::N,aanaq,할머니
230,Eltern::N,angajoqqaat,어버오
231,Vater::N,ataata,아버지
232,Vater::N,ataataq,아버지
233,Mutter::N,anaana,어머니
234,Sohn::N,erneq,아들
235,Tochter::N,panik,딸기
236,Bruder::N,ani,형제
237,Bruder::N,aqqaluk,형제
238,Bruder::N,qatanngut,형제
239,Schwester::N,naja,누이
240,Schwester::N,aleqa,누이
241,Schwester::N,qatanngut,누이
242,Onkel::N,akkak,백부
243,Tante::N,aja,아주머니
244,Tante::N,ajak,아주머니
245,Tante::N,atsak,아주머니
246,Ehemann::N,ui,남편
247,Ehefrau::N,nuliaq,아내
248,Freude::N,tipaatsussuseq,기쁨
249,Gelächter::N,illaq,웃음
250,Glück::N,usornaat,즐거움
251,Glück::N,usornarsuseq,즐거움
252,Wunsch::N,kissaat,소망
253,Lust::N,illigussuseq,
254,Lust::N,piummaseq,
255,Geist::N,anerneq,할기
256,Geist::N,toornaq,할기
257,Gedanke::N,isumassaq,상념
258,Gedächtnis::N,eqqaamannissuseq,기억
259,Verstand::N,isuma,분별
260,Verstand::N,isuma,지능
261,Verstand::N,sianissut,분별
262,Verstand::N,sianissut,지능
263,Verstand::N,misigissut,분별
264,Verstand::N,misigissut,지능
265,Verstand::N,sianissuseq,분별
266,Verstand::N,sianissuseq,지능
267,Verstand::N,silaqassuseq,분별
268,Verstand::N,silaqassuseq,지능
269,Sinn::N,isuma,센스
270,Grund::N,patsit,까닭
271,Wahrheit::N,sallusuissut,참
272,Wahrheit::N,sallusuissut,진실
273,Märchen::N,oqalualaarut,동화
274,Märchen::N,oqaluasaaq,동화
275,Erzählung::N,oqaluttuaq,이야기
276,Nachricht::N,oqaassut,
277,Nachricht::N,oqqersuut,
278,Neuigkeit::N,tusarnartaq,뉴스
279,Name::N,ateq,이름
280,Rätsel::N,nalorsitsaarut,수수께끼
281,Rede::N,oqaluuseq,연설
282,Sprache::N,oqaatsit,말
283,Stimme::N,erinaq,목소리
284,Stimme::N,qarluuseq,목소리
285,Wort::N,oqaasii,낱말
286,Zeichen::N,nalunaaqqut,신호
287,Ruf::N,qaaqqussut,부름
288,Lärm::N,perpaluk,소동
289,Laut::N,torsukattak,음성
290,Ton::N,erinaq,목소리
291,Lied::N,taalliaq,노래
292,Lied::N,erinarsuut,노래
293,Ruhe::N,qatsunganeq,쉼
294,Leute::N,inuiak,사람들
295,Leute::N,inuiaqatigiit,사람들
296,Volk::N,inuiaat,국중
297,Arbeit::N,suliaq,근로
298,Arbeit::N,suliaq,너무
299,Gast::N,qaaqqusaq,손님
300,Geschenk::N,pajugut,행하
301,Hilfe::N,annertoqqut,거들음
302,Hilfe::N,annertoqqut,보좌
303,Freund::N,tiliaq,친구
304,Freund::N,ikinngut,친구
305,Kamerad::N,tiliaq,동실자
306,Kamerad::N,ikinngut,동실자
307,Art::N,ileqquuseq,정류
308,Stück::N,nakkaalaniku,일부분
309,Teil::N,tassiaasat,몱
310,Teil::N,tassiaasat,구훠
311,Hälfte::N,affaq,2분의
312,Kreis::N,kaajaluinneq or kaajaluitsoq,고리
313,Kreuz::N,sanningasulik,열십자
314,Linie::N,tittaq,선
315,Linie::N,titarneq,선
316,Abstand::N,aku,거리
317,Abstand::N,ikiaq,거리
318,Entfernung::N,asi,거리
319,Gegend::N,nuna,곳
320,Gegend::N,nuna,부금
321,Platz::N,ini,장소
322,Platz::N,inissaq,장소
323,Ort::N,sumiiffik,장소
324,Seite::N,saneraq,옆면
325,Mitte::N,qiteq,궁간
326,Sache::N,pigisaq,뭉에
327,Rand::N,sini,가
328,Rand::N,akerfineq,가
329,Kante::N,akerfineq,귀퉁
330,Ecke::N,teqeqqoq,구석
331,Ecke::N,tikeqqoq,구석
332,Spitze::N,inngik,끝
333,Spitze::N,inngik,참단
334,Ende::N,isu,말당
335,Loch::N,putu,빙옷
336,Winkel::N,teqeqqorissaat,각도
337,Muster::N,ilisserut,본
338,Muster::N,ilisserut,견복
339,Größe::N,angissuseq,신장
340,Länge::N,takissuseq,길이긺
341,Gewicht::N,oqimaalutaq,추
342,Menge::N,amerlassuseq,수양
343,Haufen::N,eqimattat,퇴적
344,Reihe::N,allunaasaq,열
345,Boot::N,qajaq,보트
346,Boot::N,angallat,보트
347,Boot::N,umiatsiaq,보트
348,Ruder::N,iput,노
349,Schlitten::N,qamutit,썰매
350,Schlitten::N,qimusseq,썰매
351,Ski::N,ataarut,스키
352,Last::N,nammagaq,무거운짐
353,Schritt::N,allorneq,보조
354,Norden::N,avannaq,북쪽 
355,Süden::N,qava,남쪽
356,Süden::N,kujat,남쪽
357,Süden::N,kujataa,남쪽
358,Westen::N,kitaa,서쪽
359,Osten::N,kangi,동쪽
360,Holz::N,qisuk,목재
361,Brett::N,salliligaq,마루널
362,Platte::N,qaateq,탤
363,Platte::N,qaateq,금속판
364,Stütze::N,ajagutaq,버팀목
365,Stütze::N,ajaagutaq,버팀목
366,Stange::N,kaaviffik,장대
367,Stock::N,ajaappissat,막대기
368,Stab::N,ajaappissat,작대기
369,Rohr::N,sullulik,갈대
370,Haus::N,illu,집
371,Ofen::N,kissarsuut,아궁이
372,Fußboden::N,nateq,마루
373,Tisch::N,allattarfik,탁자
374,Stuhl::N,issiavik,의자
375,Stuhl::N,issiaffik,의자
376,Wiege::N,uaasoq,발상지
377,Bett::N,nallavik,침대
378,Regal::N,ilisivik,서가
379,Kiste::N,sakissat,짐궤
380,Kiste::N,illerfiusaq,짐궤
381,Fenster::N,aki,눔
382,Fenster::N,igalaaq,눔
383,Tür::N,matu,문
384,Tor::N,isaaffik,대문
385,Zaun::N,saputit,담장
386,Dach::N,qaliaq,지붕
387,Leiter::N,tummeqqat,사닥다리
388,Leiter::N,majuartarfiit,사닥다리
389,Besen::N,saligutit,비
390,Spaten::N,nivaataq,가래
391,Schaufel::N,nivaataq,삽
392,Gabel::N,qilluaq,갈래
393,Gabel::N,ajassaatit,갈래
394,Löffel::N,alussaat,숟가락
395,Messer::N,savik,나이프
396,Nagel::N,kukik,발툽
397,Netz::N,anguffaseq,그물
398,Haken::N,nissik,갈고리
399,Haken::N,qarsorsaq,갈고리
400,Haken::N,qarsorsartoq,갈고리
401,Griff::N,ipi,움켜쥠
402,Schloss::N,illussaarsuaq,자물쇠
403,Bild::N,assiliaq,그림
404,Figur::N,kisitsit,몸메
405,Puppe::N,inuusaq,인형
406,Bündel::N,qilertaq,자근다발
407,Tasche::N,pooqattaq,가방
408,Deckel::N,matu,뚜껑
409,Geschirr::N,anut,식시
410,Tasse::N,tiitorfik,차잔
411,Tasse::N,tiitorfiup ilorlia,차잔
412,Topf::N,qoqqoq,단지
413,Kessel::N,uunnaavik,주전자
414,Essen::N,igaaq,먹기
415,Nahrung::N,neqissaq,식료
416,Speise::N,nerisassat,음식물
417,Fleisch::N,neqi,고기
418,Getreide::N,maannineq,곡물
419,Brot::N,iffit,빵
420,Brot::N,iffiaq,빵
421,Scheibe::N,igalaassiaq,원반
422,Fett::N,tarnutissaq,기름
423,Fett::N,tarnutissiaq,기름
424,Butter::N,punneq,버터
425,Öl::N,uulia,올리브유
426,Salz::N,taratsut,소금
427,Suppe::N,qajoq,국
428,Suppe::N,qajoq,수프
429,Honig::N,tungusunnitsuut,감미
430,Milch::N,immuk,유즙
431,Tee::N,tii,차
432,Tee::N,teeq,차
433,Wolle::N,nuersagassiaq,양털
434,Stoff::N,milliaq,패료
435,Stoff::N,qarlissiaq,패료
436,Nadel::N,meqqut,바늘
437,Faden::N,ujalussiaq,콘실
438,Knopf::N,attat,단추
439,Knoten::N,akeroq,곁절
440,Knoten::N,qilerneq,곁절
441,Farbe::N,qalipaat,색
442,Kleidung::N,atisat,옷입기
443,Kleidung::N,annoraaq,옷입기
444,Hemd::N,ilupaaq,속옷
445,Kragen::N,qungasiinnaq,깃
446,Ärmel::N,aaq,소매
447,Hose::N,qarliit,바지
448,Gürtel::N,qiterut,밴드
449,Gürtel::N,unngersaq,밴드
450,Mütze::N,nasaq,모자
451,Schuh::N,skuu,구두
452,Schuh::N,ikernuk,구두
453,Schuh::N,ateraasaq,구두
454,Stiefel::N,kamik,장화
455,Ring::N,assammiu,고리
456,Band::N,qilerutissiaq,리본
457,Kamm::N,illaagutit,빗
458,Kamm::N,illaajaatit pl.,빗
459,Spiegel::N,tarrarsuut,거울
460,Riemen::N,allunaaq,가죽끈
461,Schnur::N,kujaaq,밧줄
462,Schnur::N,allunaasaq,밧줄
463,Leine::N,aleq,고삐줄
464,Decke::N,qipik,이부자리
465,Kissen::N,akit,깔개
466,Tuch::N,qarlissiaq,천
467,Handtuch::N,allarut,수건
468,Handtuch::N,allarterut,수건
469,Kraft::N,pissak,세력
470,Stärke::N,qerattarsaat,힘
471,Gesundheit::N,peqqisusseq,위생
472,Krankheit::N,nappaat,병
473,Schmerz::N,anniaat,아픔고통
474,Wunde::N,iki,상처
475,Fieber::N,nappaat qanimanartoq,열별
476,Arznei::N,imigassaq,약
477,Brücke::N,ikaartarfik,교량
478,Brunnen::N,tissaluttuliaq,원천
479,Weide::N,masarsuk,목장
480,Pfad::N,aqqut,좁은길
481,Weg::N,aggerfik,길
482,Straße::N,aqqusineq,길
483,Dorf::N,nunaqarfik,촌
484,Dorf::N,nunaqarfik,촌락
485,Stadt::N,illorpaat,도시
486,Stadt::N,illorpalik,도시
487,Brief::N,allagarsiaq,서한
488,Buch::N,atuakkat,책
489,Buch::N,mappersagaq,책
490,Buchstabe::N,naqinneq,문자
491,Zeitung::N,aviisi,신문
492,Leben::N,inuussuseq,삶
493,Tod::N,toqu,죽음
494,Tod::N,toquneq,죽음
495,Grab::N,iliveq,무덤
496,Grab::N,illissat,무덤
497,Kirche::N,oqaluffik,교회
498,Sünde::N,ajorti,부정
499,Arbeiter::N,sulisoq,일하는사람
500,Chef::N,ittoqut,사장
501,Meister::N,naalagaq,명인
502,Meister::N,naalagaq,대가
503,Arzt::N,katsorsaasoq,의사
504,Lehrer::N,ilinniartitsisoq,교사
505,Geld::N,aningaasat,돈
506,Geschäft::N,niuertarfik,일
507,Laden::N,niuertarfik,가게
508,Preis::N,aki,가격
509,Ware::N,qaliata pii,상품
510,Ware::N,nioqqutissaq,상품
511,Nutzen::N,iluaqut,이익
512,Welt::N,nunarsuaq,세상
513,Land::N,nuna,지방
514,König::N,kunngi,국왕
515,Macht::N,pissaassuseq,힘
516,Grenze::N,killik,국경
517,Krieg::N,sorsunneq,전쟁
518,Feind::N,akeraq,적
519,Feind::N,akerartorti,적
520,Feind::N,qinngarsuisoq,적
521,Kampf::N,sorsunneq,전투
522,Pfeil::N,qalugiusaq,화살
523,Gewehr::N,aallaat,무기
524,Fehler::N,kukkuneq,오류
525,Fehler::N,paarlaappaa,오류
526,Unglück::N,perluut,불행
527,Schuld::N,akiitsugaq,부채
528,Schuld::N,akiligassaq,부채
529,Alter::N,utoqqaq,연령
530,Schluss::N,isu,마감
531,Zeit::N,ulloq,때
532,Zeit::N,ulloq,시간
533,Zeit::N,akuttoqatigiinneq,때
534,Zeit::N,akuttoqatigiinneq,시간
535,Tag::N,ulloq,하루
536,Morgen::N,ullaaq,이침
537,Mittag::N,ulloqeqqa,대낮
538,Abend::N,unnuk,저녁
539,Nacht::N,unnuaq,밤
540,Woche::N,sapaatip akunnera,근무일
541,Monat::N,qaammat,달
542,Jahr::N,ukioq,해
543,Frühling::N,upernaaq,봄
544,Sommer::N,aasaq,여름
545,Herbst::N,ukiaq,가을
546,Winter::N,ukioq,겨울
547,Januar::N,siulleeq,일월
548,Januar::N,qaammaliaq,일월
549,Februar::N,aarlaat,이월
550,März::N,marsi,삼월
551,März::N,martsi,삼월
552,Mai::N,maaji,오월
553,Juni::N,juuni,유월
554,Juli::N,juuli,칠월
555,August::N,aggusti,팔월
556,September::N,septembari,구월
557,Oktober::N,oktobari,시월
558,November::N,novembari,십일월
559,Dezember::N,detsembari,십이월
560,Montag::N,ataasinngortoq,월요일
561,Dienstag::N,marlunngorneq,화요일
562,Mittwoch::N,pingasunngorneq,수요일
563,Donnerstag::N,sisamanngorneq,모교일
564,Freitag::N,tallimanngorneq,그묘일
565,Samstag::N,arfininngorneq,토요일
566,Sonntag::N,sapaat,일요일
567,Sonntag::N,sapaati,일요일
568,groß::A,angivoq,큰
569,klein::A,mikivoq,자근
570,lang::A,takisooq,긴
571,kurz::A,naatsoq,짧은
572,breit::A,silippoq,넓은
573,schmal::A,amitsoq,좁은
574,dicht::A,torsusooq,농밀한
575,dick[Gegenstand]::A,issuvoq,두꺼운
576,dick[Gegenstand]::A,issusooq,두꺼운
577,dünn::A,amitsoq,얇은
578,fein::A,mamarpoq,미세한
579,fest::A,tangeqarpoq,굳은
580,flach::A,nalimmappoq,얕은
581,glatt::A,quasak,반들반들한
582,hart::A,mattusooq,굳은
583,hart::A,manngerpoq,굳은
584,hart::A,titeqquluppoq,굳은
585,weich::A,nerumaarpoq,연한
586,rund::A,ammallorippoq,둥근
587,spitz::A,qummukujooq,뾰족한
588,scharf::A,ipippoq,날카로운
589,stumpf::A,anngerpoq,무딘
590,schwer::A,oqimaappoq,무거운
591,schön::A,kusanarpoq,멋진
592,heiß::A,kiappoq,뜨거운
593,warm::A,oqorpoq,따뜻한
594,kalt::A,issippoq,찬
595,kühl::A,pueqqortippoq,서늘한
596,feucht::A,isugutavoq,축축한
597,feucht::A,qaasernarpoq,축축한
598,nass::A,imerorpoq,젖은
599,trocken::A,panerpoq,마른
600,voll::A,ulikkaarpoq,완전한
601,leer::A,imaattuarpoq,빈
602,offen::A,ammavoq,열린
603,geschlossen::A,matuvoq,닫힌
604,sauber::A,eqqippoq,깨끗한
605,sauber::A,sukuluippoq,깨끗한
606,sauber::A,ipeqanngilaq,깨끗한
607,schmutzig::A,tapappoq,더러운
608,schmutzig::A,minguppoq,더러운
609,roh::A,aapavoq,날게잇의
610,reif::A,qaarulerpoq,이근
611,süß::A,tungusunnippoq,단
612,bitter::A,qasilippoq,찌르는듯한
613,hell::A,qaamavoq,밝은
614,dunkel::A,qernerpoq,어두운
615,schwarz::A,qernerpoq,검은
616,weiß::A,qaqorpoq,하얀
617,rot::A,aappaluppoq,붉은
618,gelb::A,sungaarpoq,황색
619,blau::A,tungujorpoq,푸른
620,grün::A,qorsooqqippoq,녹색의
621,grau::A,qaserpoq,회색의
622,billig::A,akikippoq,싼
623,wertvoll::A,erlinnarpoq,가치가많은
624,blind::A,tappiippoq,눈먼
625,blind::A,isigisaqanngilaq,눈먼
626,taub::A,tusilarpoq,무감간한
627,kräftig::A,pissaq,강장한
628,kräftig::A,pissarsuaq,강장한
629,stark::A,sanngivoq,강한
630,schwach::A,nakuippoq,약한
631,fett::A,pualavoq,실찐
632,schlank::A,tuappoq,호리호리한
633,hübsch::A,aatsialaq,예쁜
634,böse::A,ajorpoq,나쁜
635,dumm::A,taqajak,어리석은
636,dumm::A,sikkilluppoq,어리석은
637,dumm::A,qaatusimasaqanngilaq,어리석은
638,faul::A,eqiasuppoq,너덜너덜한
639,faul::A,eqiattortuvoq,너덜너덜한
640,fleißig::A,eqiasuippoq,근면한
641,geizig::A,iasilaarpoq,인색한
642,geizig::A,tukkuippoq,인색한
643,klug::A,mallak,
644,klug::A,ittanneq,
645,klug::A,kutaappoq,
646,klug::A,kuttaappoq,
647,klug::A,qarasagippoq,
648,lieb::A,akisooq,친애하는
649,lustig::A,piikulavoq,유쾌한
650,sanft::A,isumagippoq,온화한
651,hungrig::A,kaappoq,배고픈
652,hungrig::A,perlilerpoq,배고픈
653,krank::A,napparsimavoq,병든
654,traurig::A,aliasuppoq,슬픈
655,lebendig::A,uumavoq,살아있는
656,gut::A,ajunngilaq,좋은
657,schlecht::A,sualuppoq,나쁜
658,richtig::A,iluarpoq,바른
659,schlimm::A,amiilaarnarpoq,못된
660,wahr::A,ilumoorpoq,참된
661,alt::A,pisoqaq,늙은
662,neu::A,nutaavoq,새
663,alt[Lebewesen]::A,utoqqaq,낡은
664,jung::A,inuusuppoq,젊은
665,jung::A,kingulliarsuk,젊은
666,arm::A,piillasoq,가난한
667,arm::A,piitsuuvoq,가난한
668,reich::A,pisuuvoq,풍부한
669,berühmt::A,tusaamasaq,유명한
670,fremd::A,ajasoornarpoq,타처이
671,verschieden::A,allatut,따른
672,verschieden::A,tamalaat,따른
673,nah::A,qanippoq,가까운
674,fern::A,ungasippoq,먼
675,linker::A,saamerleq,왼쭉의
676,rechter::A,innarluissut,오른쪽의
677,erster::A,siulleq,첫째
678,zweiter::A,qataatsup tullia,둘째
679,dritter::A,pingajorarterut,셋째
680,letzter::A,kingulleq,의후자의
681,allein::ADV,kisimiippoq,훌로
682,auf einmal::ADV,tassanngaannaq,갑자기
683,zusammen::ADV,attaasa,모아서
684,zusammen::ADV,attarmik,모아서
685,lange::ADV,akuni,오래
686,plötzlich::ADV,tassanngaannaq,둘연한
687,sofort::ADV,erniinnaq,즉시
688,später::ADV,kingorna,보다늦은
689,jetzt::ADV,maanna,목하
690,jetzt::ADV,massakkut,목하
691,heute::ADV,ullumi,오늘
692,morgen::ADV,aqagu,내일
693,bald::ADV,erniinnaq,곱
694,dann::ADV,taava,그경우에
695,gestern::ADV,ippassaq,어제
696,einst::ADV,ataatsimik,옛날에
697,einst::ADV,ilaanni,옛날에
698,damals::ADV,taamani,그때에
699,damals::ADV,taamanikkut,그때에
700,damals::ADV,taassumuunakkut,그때에
701,danach::ADV,taava,그 뒤에
702,vorher::ADV,siornagut,미리
703,einmal::ADV,ilaanni,한번
704,einmal::ADV,ataatsimik,한번
705,manchmal::ADV,qaqutigu,땓대로
706,manchmal::ADV,qaqutigut,땓대로
707,oft::ADV,akulikitsumik,땓대로
708,immer::ADV,tamatigut,늘
709,hier::ADV,maani,여기
710,hierhin::ADV,maani,여기로
711,dorthin::ADV,ikuuna,저기예
712,geradeaus::ADV,narlumut,곧장
713,vorwärts::ADV,pilangavoc,앞으로
714,rückwärts::ADV,kingumut,뒤로
715,rückwärts::ADV,tunumut or tunummut,뒤로
716,zurück::ADV,kingumut,제자리로
717,zurück::ADV,tunumut or tunummut,제자리로
718,unten::ADV,kana,아래에
719,hinab::ADV,qiviu,아래쪽으로
720,überall::ADV,tamaginni,도처에
721,überall::ADV,tamani tamaani,도처에
722,kaum::ADV,qaqutigorsuaq,가의
723,sehr::ADV,assut,자주
724,noch::ADV,qeratavoq,아직
725,schon::ADV,taava-una,이미
726,wieder::ADV,kingumut,다시
727,vergebens::ADV,angiluk,헛되이
728,dies::PRN,manna,이
729,dies::PRN,matuma,이
730,das::PRN,ua,저
731,ich::PRN,uanga,나
732,du::PRN,illit,너
733,er::PRN,una,그
734,wir::PRN,uagut,우리
735,ihr::PRN,ilissi,너희들
736,sie::PRN,uku,그들
737,was::FPRN,aat?,뭣
738,wer::FPRN,kikkut,누구
739,wo::FADV,sumi,어디
740,wohin::FADV,sumut,어디로
741,wie::FADV,qanoq,어떻게
742,warum::FADV,sooq,왜
743,wieviel::FNUM,qassit,얼마만큰
744,wieviel::FNUM,qanoq atsigisumik?,얼마만큰
745,eins::NUM,ataaseq,하나
746,zwei::NUM,marluk,둘
747,drei::NUM,pingasut,셋
748,vier::NUM,sisamat,넷
749,vier::NUM,qajuusat,넷
750,fünf::NUM,tallimat,다섯
751,sechs::NUM,arfineq,여섯
752,sechs::NUM,arfinillit,여섯
753,sieben::NUM,arfineq-marluk,일곱
754,acht::NUM,arfineq pingasut,여덟
755,neun::NUM,qulingiluat,아홉
756,neun::NUM,arfineq sisamat,아홉
757,zehn::NUM,qulit,열
