,Concept_ID,la,ku
825,erscheinen::V,apparere,peyda bûn
826,verschwinden::V,discedere,wendabûn
827,sinken::V,labi,noq bûn
828,abnehmen::V,deminui,kêm bûn
829,zunehmen::V,augeri,qelew bûn
830,steigen::V,augescere,hildan
831,wachsen::V,crescere,mezin bûn
832,glänzen::V,splendere,biriqîn
833,funkeln::V,micare,çikisîn
834,lärmen::V,strepere,guşîn
835,läuten::V,sonare,lê de
836,klingeln::V,tinnire,sîl dan
837,klingeln::V,tinnire,ringerin
838,klirren::V,crepare,zingzing hat
839,brausen::V,saevire,guşîn
840,rauschen::V,crepare,guşîn
841,klingen::V,sonare,deng pe ketin
842,bellen::V,latrare,kewtîn
843,heulen::V,ululare,ûrîn
844,blasen::V,flare,puf kirin
845,pfeifen::V,sibilare,fîkandin
846,schreien::V,clamare,qîrîn
847,stöhnen::V,gemere,nalîn
848,zittern::V,tremere,hejîn
849,zittern::V,trepidare,hejîn
850,leben::V,vivere,jihîn
851,geboren werden::V,nasci,hatin dinyê
852,geboren werden::V,nasci,bûn
853,atmen::V,spirare,hilmijîn
854,trinken::V,bibere,vexwarin
855,essen::V,edere,xwarin
856,schlucken::V,devorare,daqulbandin
857,müde werden::V,fatigari,betilîln
858,müde werden::V,fatigari,qerimîn
859,einschlafen::V,obdormiscere,razan
860,schlafen::V,dormire,razan
861,schlafen::V,dormire,razandin
862,aufwachen::V,expergisci,şiyarbûn
863,aufstehen::V,exsurgere,rabûn
864,sich erholen::V,se reficere,baş bûn
865,krank werden::V,aegrescere,nexweş kêt
866,krank sein::V,aegrotare,nexweş bû
867,schmerzen::V,dolere,êşandin
868,husten::V,tussire,kuxin
869,genesen::V,convalescere,baş bûn
870,sterben::V,mori,mirin
871,umkommen::V,perire,mirin
872,sich bewegen::V,se movere,leqîn
873,sich rühren::V,micare,leqîn
874,sich erheben::V,surgere,rabûn
875,sich setzen::V,considere,runiştin
876,hinfallen::V,cadere,kêtin
877,laufen::V,vadere,meşîn
878,schreiten::V,gradi,meşkirin
879,spazierengehen::V,ambulare,gerandin
880,eilen::V,properare,lezandin
881,sich beeilen::V,festinare,zûkirin
882,sausen::V,currere,fîzîn
883,rennen::V,currere,baz dan
884,springen::V,salire,hilpekîn
885,klettern::V,niti,hilperikîn
886,schaukeln::V,oscillare,lorandin
887,kriechen::V,repere,xuşandin
888,kriechen::V,serpere,xuşandin
889,schwimmen::V,nare,avjenîn
890,schwimmen::V,natare,avjenîn
891,tauchen::V,mergere,qutxuyardin
892,tauchen::V,mergere,noqîn
893,rudern::V,remigare,qaîq ajotin
894,fahren::V,vehi,ajotin
895,fliegen::V,volare,firîn
896,gehen::V,ire,çûn
897,gehen::V,vadere,çûn
898,weggehen::V,abire,çûn
899,weggehen::V,discedere,çûn
900,abfahren::V,proficisci,çûyin
901,anhalten::V,consistere,rawestîn
902,hineingehen::V,inire,ketin hundir
903,hineingehen::V,ingredi,ketin hundir
904,eintreten::V,intrare,têketin
905,kommen::V,venire,hatin
906,ankommen::V,advenire,gihan
907,ankommen::V,advenire,gihîştin
908,zurückkommen::V,revenire,vegerandin
909,bleiben::V,manere,sekinîn
910,warten::V,opperiri,payîn
911,erwarten::V,opperiri,payîn
912,erwarten::V,expectare,payîn
913,suchen::V,quaerere,lêgerîn
914,finden::V,reperire,peyda kirin
915,versuchen::V,conari,çeribandin
916,versuchen::V,temptare,çeribandin
917,vorbereiten::V,parare,amade kirin
918,lieben::V,amare,hez kirin
919,mögen::V,amare,dil kirin
920,lachen::V,ridere,kenîn
921,rühren::V,commovere,hêjan
922,weinen::V,flere,girîn
923,schimpfen::V,increpare,pevçûn
924,sich ärgern::V,indignari,enirîn
925,sich fürchten::V,vereri,tirsîn
926,fürchten::V,timere,tirsin
927,fliehen::V,fugere,bazdan
928,flüchten::V,effugere,revîn
929,sehen::V,videre,dîtin
930,anschauen::V,aspectare,sêr kirin
931,ansehen::V,spectare,hesibandin
932,hören::V,audire,guhdar jirin
933,zuhören::V,auscultare,guhdarî kirin
934,probieren::V,gustare,tehm kirin
935,riechen::V,olfacere,bihn kirin
936,fühlen::V,sentire,hîs kirin
937,scheinen::V,videri,xoyer kir
938,zu sehen sein::V,conspici,diyar bûn
939,vernehmen::V,comperire,bihîstin
940,frieren::V,algere,qerişîn
941,tun::V,facere,kirin
942,können::V,posse,karin
943,wollen::V,velle,xwestîn
944,anfangen::V,incipere,dest pêkirin
945,beenden::V,finire,xelas kirin
946,aufhören::V,desistere,xelas kirin
947,gelingen::V,contingere,çe bûn
948,geraten::V,evenire,qewîmîn
949,öffnen::V,aperire,vekirin
950,schließen::V,claudere,girtin
951,stellen::V,sistere,danîn
952,setzen::V,ponere,rûniştin
953,legen::V,ponere,danîn
954,legen::V,ponere,razandin
955,berühren::V,tangere,lêketin
956,verbinden::V,iungere,anîn pê
957,bedecken::V,tegere,sergirtin
958,bedecken::V,operire,sergirtin
959,aufhängen::V,suspendere,aliqandin
960,anzünden::V,accendere,pêxistin
961,anzünden::V,inflammare,pêxistin
962,aufheben::V,tollere,hildan
963,zurücklassen::V,relinquere,hiştin
964,zurücklassen::V,relinquere,vehiştin
965,verlieren::V,perdere,wendakirin
966,verlieren::V,amittere,wendakirin
967,fallen lassen::V,dimittere,xistin bixe
968,fallen lassen::V,dimittere,xistin
969,machen::V,facere,kirin
970,machen::V,facere,çêkirin
971,herstellen::V,fabricare,çê kirin
972,herstellen::V,fabricare,peyda kirin
973,bauen::V,construere,lêkirin
974,reparieren::V,reparare,veherînerîn
975,verbessern::V,emendare,sererastkirin
976,ändern::V,mutare,degiş kirin
977,graben::V,fodere,kolandin
978,beugen::V,flectere,tewîn
979,beugen::V,flectere,xwar kirin
980,biegen::V,curvare,tewandin
981,biegen::V,curvare,xwarkirin
982,drehen::V,torquere,fitilandin
983,wenden::V,vertere,zivîrin
984,umdrehen::V,convertere,vegerandin
985,heben::V,tollere,hildan
986,hochheben::V,levare,hildan
987,ergreifen::V,capessere,dest avêtin
988,halten::V,tenere,hîştin
989,halten::V,tenere,sekinîn
990,drücken::V,premere,pêl kirin
991,schieben::V,promovere,damdan
992,kratzen::V,radere,xurandin
993,lecken::V,lambere,alastin
994,beißen::V,mordere,gez kirin
995,abreißen::V,avellere,hilşandin
996,abschneiden::V,desecare,jêkirin
997,binden::V,ligare,girêdan
998,stecken::V,inserere,têxistin
999,brechen::V,rumpere,şikandin
1000,klopfen::V,pultare,kutandin
1001,hauen::V,ferire,li dan
1002,kleben::V,agglutinare,zeliqîn
1003,kleben::V,agglutinare,şirêz kirin
1004,reiben::V,terere,firikandin
1005,streichen::V,oblinere,bax dan
1006,schleifen::V,acuere,çarkirin
1007,schneiden::V,secare,jêkirin
1008,rütteln::V,quassare,hejandin
1009,schütteln::V,quatere,daweşîn
1010,schwenken::V,ventilare,têwdan
1011,schütten::V,fundere,rijandin
1012,füllen::V,complere,dagirtin
1013,einwickeln::V,involvere,pêçandin
1014,tragen::V,ferre,kişandin
1015,tragen::V,ferre,rajtin
1016,tragen::V,portare,kişandin
1017,tragen::V,portare,rajtin
1018,schleppen::V,pertrahere,kişandin
1019,ziehen::V,trahere,kişandin
1020,aufbewahren::V,asservare,hilandin
1021,werfen::V,iacere,avêtin
1022,fangen::V,capere,sem kirin
1023,fangen::V,capere,girtin
1024,packen::V,capessere,pê girtin
1025,verstecken::V,abdere,hîlanin
1026,teilen::V,partiri,parvekirin
1027,teilen::V,dividere,parvekirin
1028,schicken::V,mittere,şandin
1029,bringen::V,apportare,anîn
1030,bringen::V,apportare,birin
1031,hinzufügen::V,addere,dan ser
1032,hinzufügen::V,addere,li tiştekî zêde kirin
1033,bekommen::V,adipisci,standin
1034,erhalten::V,accipere,standin
1035,nehmen::V,sumere,girtin
1036,wählen::V,eligere,ray dan
1037,auswählen::V,deligere,bijartin
1038,bewahren::V,conservare,rê li ber girtin
1039,bewahren::V,conservare,lê xwedî derketin
1040,behindern::V,impedire,bara wi
1041,verderben::V,corrumpere,heram bûn
1042,beschädigen::V,laedere,xerab kirin
1043,zerbrechen::V,rumpere,şikênandin
1044,zerbrechen::V,rumpere,perçe kirin
1045,zerbrechen::V,frangere,şikênandin
1046,zerbrechen::V,frangere,perçe kirin
1047,zerreißen::V,discindere,qelişandin
1048,zerstören::V,delere,hilşandin
1049,verbrennen::V,urere,şewitandin
1050,verbrennen::V,cremare,şewitandin
1051,geben::V,dare,dan
1052,geben::V,dare,dayin
1053,reichen::V,praebere,besbûn
1054,reichen::V,praebere,têrkirin
1055,schenken::V,donare,diyarî kirin
1056,schenken::V,largiri,diyarî kirin
1057,versprechen::V,polliceri,soz dan
1058,versprechen::V,promittere,soz dan
1059,loben::V,laudare,pesinandin
1060,küssen::V,osculari,maçkirin
1061,zudecken::V,tegere,nixumandin
1062,wecken::V,excitare,bixwe hesandin
1063,zeigen::V,monstrare,şanîdan
1064,führen::V,ducere,raber kirin
1065,lehren::V,docere,hîn kirin
1066,unterrichten::V,instituere,ders dan
1067,aufziehen::V,nutrire,mesinkirin
1068,leiten::V,ducere,rêberî kirin
1069,antreiben::V,incitare,bezandin
1070,lassen::V,iubere,berdan
1071,lassen::V,iubere,hiştin
1072,einladen::V,invitare,dawet kirin
1073,vereinigen::V,coniungere,bi yek kirin
1074,besuchen::V,visere,mêvan bûn
1075,treffen::V,convenire,rast hatin
1076,sich versammeln::V,convenire,li hev çivîn
1077,spielen::V,ludere,listin
1078,singen::V,cantare,stran
1079,tanzen::V,saltare,reqisîn
1080,sich trennen::V,digredi,hew berdan
1081,sich trennen::V,discedere,hew berdan
1082,verlassen::V,deserere,tanê hişt
1083,verlassen::V,deserere,bêkes
1084,verlassen::V,relinquere,tanê hişt
1085,verlassen::V,relinquere,bêkes
1086,retten::V,servare,rihakirin
1087,bewachen::V,custodire,raçavkirin
1088,schützen::V,tueri,hemet kirin
1089,schützen::V,tutari,hemet kirin
1090,verteidigen::V,defendere,paraztin
1091,sich schlagen::V,luctari,li hev bezîn
1092,schießen::V,iaculari,agir kirin
1093,siegen::V,vincere,biser ketin
1094,ärgern::V,irritare,xeyirandin
1095,schlagen::V,ferire,lêdan
1096,schlagen::V,ferire,lêxistin
1097,treten::V,calcare,têlekirin
1098,stechen::V,pungere,têrekirin
1099,stoßen::V,tundere,lêketin
1100,stehlen::V,furari,dizîn
1101,stehlen::V,furari,dizî birin
1102,stören::V,turbare,aciz kirin
1103,belästigen::V,obtundere,li tela yeki ketin
1104,verbergen::V,celare,veşartin
1105,verbergen::V,celare,kemîndanîn
1106,verbergen::V,occultare,veşartin
1107,verbergen::V,occultare,kemîndanîn
1108,täuschen::V,fallere,xapandin
1109,täuschen::V,fallere,lê zexeli kirin
1110,betrügen::V,fraudare,xapandin
1111,töten::V,necare,kûştin
1112,töten::V,caedere,kûştin
1113,wohnen::V,habitare,rûniştin
1114,arbeiten::V,laborare,kar kirin
1115,arbeiten::V,laborare,şêxulin
1116,sammeln::V,colligere,komkirin
1117,pflücken::V,carpere,çinîn
1118,jagen::V,venari,nêçîr kirin
1119,fischen::V,piscari,masî girtin
1120,fassen::V,capere,pê girtin
1121,fassen::V,capere,sêm kirin
1122,hüten::V,custodire,hei jê man
1123,treiben::V,agere,bêherandin
1124,anbinden::V,alligare,tewilandin
1125,füttern::V,nutrire,xwarine dan lê
1126,melken::V,mulgere,dotin
1127,hacken::V,findere,kolandin
1128,gießen::V,rigare,av dan
1129,reifen::V,maturescere,kemilîn
1130,zubereiten::V,apparare,çe kirin
1131,kochen::V,coquere,xwarin çe kirin
1132,kochen::V,coquere,kelandin
1133,backen::V,coquere,pijandin
1134,braten::V,torrere,qelandin
1135,braten::V,torrere,sor kirin
1136,umrühren::V,commovere,têvdan
1137,stricken::V,texere,hûnan
1138,nähen::V,suere,kêl kirin
1139,färben::V,tingere,boyax kirin
1140,reinigen::V,purgare,paqijkirin
1141,waschen::V,lavare,şuştin
1142,abwischen::V,abstergere,pakîj kirin
1143,spülen::V,perluere,şuştin
1144,fegen::V,verrere,maliştin
1145,kehren::V,purgare,maliştin
1146,baden::V,lavari,serîşûştin
1147,sich waschen::V,lavari,serîşûştin
1148,ausziehen::V,exuere,jê kirin
1149,anziehen::V,induere,pê kirin
1150,sich anziehen::V,vestiri,xwe kirin
1151,kämmen::V,pectere,şeh kirin
1152,schmücken::V,ornare,xemilandin
1153,schmücken::V,decorare,xemilandin
1154,sagen::V,dicere,gotin
1155,sagen::V,dicere,peyivîn
1156,sprechen::V,fari,peyivîn
1157,reden::V,loqui,axaftin
1158,sich unterhalten::V,colloqui,hev biştaxilin
1159,sich unterhalten::V,disputare,hev biştaxilin
1160,fragen::V,rogare,pirsîn
1161,fragen::V,rogare,pirs kirin
1162,fragen::V,quaerere,pirsîn
1163,fragen::V,quaerere,pirs kirin
1164,bitten::V,orare,tika kirin
1165,bitten::V,rogare,tika kirin
1166,erzählen::V,narrare,behs kirin
1167,mitteilen::V,communicare,vegotin
1168,nennen::V,appellare,bi nav kirin
1169,rufen::V,vocare,bakirin
1170,prahlen::V,gloriari,pesnê xwe dan
1171,übersetzen::V,vertere,qulibandin
1172,übersetzen::V,vertere,derbas kirin
1173,denken::V,cogitare,fikirîn
1174,glauben::V,credere,bawer bûn
1175,bemerken::V,animadvertere,bala xwe dan
1176,bemerken::V,animadvertere,çac lê ketin
1177,erkennen::V,cognoscere,pêhesîn
1178,begreifen::V,comprehendere,fêmkirin
1179,verstehen::V,intellegere,fêmkirin
1180,lernen::V,discere,halmandin
1181,lernen::V,discere,fêrbun
1182,wissen::V,scire,zanîn
1183,sich erinnern an::V,meminisse,bir bûn
1184,vergessen::V,oblivisci,ji bir kirin
1185,messen::V,metiri,pê kanîn
1186,zählen::V,numerare,hejmardin
1187,rechnen::V,reri,hesibandin
1188,rechnen::V,calculare,hesibandin
1189,lesen::V,legere,xwendin
1190,malen::V,pingere,rengandin
1191,malen::V,pingere,boyax kirin
1192,zeichnen::V,scribere,işaret kirin
1193,schreiben::V,scribere,nivîsandin
1194,besitzen::V,possidere,hebûn
1195,kaufen::V,emere,kirîn
1196,verkaufen::V,vendere,firotin
1197,bezahlen::V,pendere,pere dan
1198,zahlen::V,solvere,pere dan
1199,zahlen::V,solvere,dayin
1200,beherrschen::V,regere,zebt kirin
1201,beherrschen::V,regere,hukim kirin
1202,beherrschen::V,imperare,zebt kirin
1203,beherrschen::V,imperare,hukim kirin
1204,ertragen::V,tolerare,bihêzkirin
1205,ertragen::V,sustinere,bihêzkirin
1206,wünschen::V,,dil kirin
1207,wiegen::V,,lorandin
1208,wiegen::V,,wezinandin
