,Concept_ID,mn,fi
300,Lust::N,дур,himo
301,Lust::N,хүсэл,himo
302,Geist::N,оюун,henki
303,Gedanke::N,сэтгэл,aate
304,Gedanke::N,сэтгэл,ajatus
305,Gedächtnis::N,ой,muisti
306,Gedächtnis::N,цээж,muisti
307,Verstand::N,ухаан,äly
308,Verstand::N,ухаан,järki
309,Verstand::N,ухаан,ymmärrys
310,Sinn::N,утга,merkitys
311,Grund::N,учир,syy
312,Grund::N,учир,peruste
313,Wahrheit::N,үнэн,tosi
314,Wahrheit::N,үнэн,totuus
315,Gespräch::N,яриа,puhelu
316,Gespräch::N,яриа,keskustelu
317,Märchen::N,явган үлгэр,satu
318,Erzählung::N,тууж,tarina
319,Erzählung::N,тууж,kertomus
320,Nachricht::N,мэдээ,tieto
321,Nachricht::N,мэдээ,ilmoitus
322,Neuigkeit::N,сонин,uutinen
323,Name::N,нэр,nimi
324,Rätsel::N,оньсого,arvoitus
325,Rede::N,хэлсэн үг,puhe
326,Sprache::N,хэл,kieli
327,Stimme::N,дуу,ääni
328,Wort::N,үг,sana
329,Zeichen::N,тамга,merkki
330,Zeichen::N,тэмдэг,merkki
331,Ruf::N,дуудлага,kutsu
332,Lärm::N,шуугиан,melu
333,Lärm::N,шуугиан,hälinä
334,Lärm::N,чимээ,melu
335,Lärm::N,чимээ,hälinä
336,Laut::N,анир,ääni
337,Laut::N,дуу,ääni
338,Ton::N,авиа,sävel
339,Ton::N,аялгуу,sävel
340,Lied::N,дуу,laulu
341,Ruhe::N,энх,lepo
342,Ruhe::N,энх,rauha
343,Ruhe::N,тайван,lepo
344,Ruhe::N,тайван,rauha
345,Leute::N,хүмүүс,väki
346,Leute::N,хүмүүс,ihmiset
347,Volk::N,улс,kansa
348,Arbeit::N,ажил,työ
349,Arbeit::N,хөдөлмөр,työ
350,Gast::N,зочин,vieras
351,Gast::N,айлчин,vieras
352,Geschenk::N,бэлэг,lahja
353,Spiel::N,наадам,peli
354,Spiel::N,наадам,leikki
355,Spiel::N,тоглоом,peli
356,Spiel::N,тоглоом,leikki
357,Gesellschaft::N,хамт байх,seura
358,Hilfe::N,тусламж,apu
359,Freund::N,найз,ystävä
360,Freund::N,нөхөр,ystävä
361,Kamerad::N,хань,toveri
362,Kamerad::N,нөхөр,toveri
363,Angelegenheit::N,хэрэг,asia
364,Anzahl::N,тоо,lukumäärä
365,Art::N,төрөл,laji
366,Art::N,янз,laji
367,Stück::N,хэсэг,pala
368,Stück::N,хэсэг,kappale
369,Teil::N,хувь,osa
370,Teil::N,хэсэг,osa
371,Hälfte::N,хагас,puoli
372,Kreis::N,тойрог,ympyrä
373,Kreis::N,хүрээ,ympyrä
374,Kreuz::N,загалмай,risti
375,Linie::N,шугам,viiva
376,Strich::N,зураас,piirto
377,Abstand::N,зай,väli
378,Abstand::N,зай,väljyys
379,Entfernung::N,зай,etäisyys
380,Entfernung::N,хол ойр,etäisyys
381,Gegend::N,хавь,seutu
382,Gegend::N,газар,seutu
383,Platz::N,зай,tila
384,Platz::N,завсар,tila
385,Ort::N,газар,kohta
386,Ort::N,газар,paikka
387,Ort::N,байр,kohta
388,Ort::N,байр,paikka
389,Seite::N,тал,sivu
390,Seite::N,тал,kylki
391,Seite::N,этгээд,sivu
392,Seite::N,этгээд,kylki
393,Mitte::N,төв,keskus
394,Mitte::N,төв,puoliväli
395,Mitte::N,дунд,keskus
396,Mitte::N,дунд,puoliväli
397,Gegenstand::N,юм,kalu
398,Gegenstand::N,юм,esine
399,Sache::N,үйл,asia
400,Sache::N,хэрэг,asia
401,Rand::N,зах,ääri
402,Rand::N,зах,syrjä
403,Rand::N,хөвөө,ääri
404,Rand::N,хөвөө,syrjä
405,Kante::N,ирмэг,särmä
406,Ecke::N,өнцөг,nurkka
407,Spitze::N,үзүүр,terä
408,Spitze::N,үзүүр,kärki
409,Ende::N,зах,pää
410,Ende::N,зах,perä
411,Ende::N,үзүүр,pää
412,Ende::N,үзүүр,perä
413,Loch::N,цоорхой,kolo
414,Loch::N,цоорхой,reikä
415,Loch::N,онгорхой,kolo
416,Loch::N,онгорхой,reikä
417,Winkel::N,өнцөг,kulma
418,Muster::N,хээ,kuvio
419,Muster::N,угалз,kuvio
420,Größe::N,хэмжээ,koko
421,Größe::N,хэмжээ,suuruus
422,Länge::N,урт,pituus
423,Höhe::N,өндөр,korkeus
424,Gewicht::N,жин,paino
425,Menge::N,тоо,määrä
426,Haufen::N,бөөн,kasa
427,Reihe::N,эгнээ,rivi
428,Boot::N,завь,vene
429,Ruder::N,сэлүүр,airo
430,Schlitten::N,чарга,reki
431,Schlitten::N,чарга,kelkka
432,Ski::N,цана,suksi
433,Lagerfeuer::N,түүдэг,nuotio
434,Last::N,ачаа,kuorma
435,Gang::N,явдал,kulku
436,Gang::N,явдал,käynti
437,Schritt::N,алхам,askel
438,Norden::N,умар,pohjoinen
439,Süden::N,урд,etelä
440,Süden::N,өмнө,etelä
441,Westen::N,өрнө,länsi
442,Westen::N,баруун,länsi
443,Osten::N,зүүн,itä
444,Osten::N,дорно,itä
445,Holz::N,мод,puu
446,Brett::N,банз,lauta
447,Platte::N,хавтан,levy
448,Stütze::N,тулгуур,noja
449,Stütze::N,тулга,noja
450,Stange::N,сургааг,tanko
451,Stock::N,саваа,keppi
452,Stab::N,таяг,sauva
453,Stab::N,таяг,seiväs
454,Rohr::N,хоолой,putki
455,Haus::N,гэр,talo
456,Haus::N,байшин,talo
457,Heim::N,гэр,koti
458,Ofen::N,зуух,uuni
459,Ofen::N,пийшин,uuni
460,Fußboden::N,шал,lattia
461,Tisch::N,ширээ,pöytä
462,Stuhl::N,сандал,tuoli
463,Wiege::N,өлгий,kehto
464,Bett::N,ор,sänky
465,Regal::N,тавиур,hylly
466,Kiste::N,авдар,arkku
467,Kiste::N,авдар,kirstu
468,Kiste::N,авдар,laatikko
469,Kiste::N,хайрцаг,arkku
470,Kiste::N,хайрцаг,kirstu
471,Kiste::N,хайрцаг,laatikko
472,Fenster::N,гэгээвч,ikkuna
473,Tür::N,үүд,ovi
474,Tür::N,хаалга,ovi
475,Tor::N,хаалга,portti
476,Zaun::N,хашаа,aita
477,Dach::N,дээвэр,katto
478,Leiter::N,шат,tikkaat
479,Leiter::N,шат,tikapuut
480,Besen::N,хамуур,luuta
481,Besen::N,туужуу,luuta
482,Spaten::N,хүрз,lapio
483,Schaufel::N,хүрз,lapio
484,Gabel::N,сэрээ,haarukka
485,Löffel::N,халбага,lusikka
486,Messer::N,хутга,veitsi
487,Nagel::N,хадаас,naula
488,Netz::N,өөш,verkko
489,Netz::N,тор,verkko
490,Haken::N,гох,haka
491,Haken::N,гох,koukku
492,Griff::N,иш,ripa
493,Griff::N,иш,kahva
494,Griff::N,сэнж,ripa
495,Griff::N,сэнж,kahva
496,Schloss::N,цуурга,lukko
497,Schloss::N,цоож,lukko
498,Bild::N,зураг,kuva
499,Figur::N,баримал,kuvio
500,Puppe::N,хүүхэлдэй,nukke
501,Beutel::N,агсаа,pussi
502,Beutel::N,уут,pussi
503,Bündel::N,боодол,nippu
504,Bündel::N,боодол,kimppu
505,Tasche::N,цүнх,laukku
506,Eimer::N,хөнөг,sanko
507,Eimer::N,хөнөг,ämpäri
508,Eimer::N,хувин,sanko
509,Eimer::N,хувин,ämpäri
510,Deckel::N,таг,kansi
511,Deckel::N,хавхаг,kansi
512,Geschirr::N,сав суулга,astia
513,Sack::N,шуудай,säkki
514,Tasse::N,аяга,kuppi
515,Topf::N,тогоо,pata
516,Kessel::N,тогоо,kattila
517,Essen::N,идээ,syönti
518,Nahrung::N,хүнс,ruoka
519,Nahrung::N,хүнс,ravinto
520,Speise::N,идээ,ruoka
521,Fleisch::N,мах,liha
522,Getreide::N,будаа,vilja
523,Brei::N,богшмол,puuro
524,Brei::N,будаа,puuro
525,Brot::N,талх,leipä
526,Scheibe::N,зүсэм,viipale
527,Scheibe::N,хэрчим,viipale
528,Fett::N,өөх,rasva
529,Butter::N,тос,voi
530,Öl::N,тос,öljy
531,Salz::N,давс,suola
532,Suppe::N,шөл,keitto
533,Honig::N,бал,hunaja
534,Milch::N,сүү,maito
535,Tee::N,цай,tee
536,Leder::N,арьс,nahka
537,Leder::N,савхи,nahka
538,Wolle::N,ноос,villa
539,Wolle::N,унгас,villa
540,Stoff::N,бөс,kangas
541,Nadel::N,зүү,neula
542,Faden::N,боолт,lanka
543,Faden::N,утас,lanka
544,Knopf::N,товч,nappi
545,Knoten::N,зангилаа,solmu
546,Farbe::N,будаг,maali
547,Kleidung::N,хувцас,vaatteet
548,Hemd::N,цамц,paita
549,Kragen::N,зах заам,kaulus
550,Ärmel::N,ханцуй,hiha
551,Hose::N,өмд,housut
552,Gürtel::N,бүс,vyö
553,Mütze::N,малгай,lakki
554,Mütze::N,бүрх,lakki
555,Schuh::N,туфли,kenkä
556,Stiefel::N,гутал,saapas
557,Ring::N,бөгж,sormus
558,Band::N,тууз,nauha
559,Kamm::N,сам,kampa
560,Spiegel::N,толь,peili
561,Riemen::N,тасам,hihna
562,Riemen::N,сур,hihna
563,Schnur::N,татлага,naru
564,Schnur::N,татлага,nuora
565,Leine::N,оосор,talutushihna
566,Decke::N,хөнжил,peite
567,Decke::N,хучлага,peite
568,Kissen::N,дэр,tyyny
569,Kissen::N,дэр,pielus
570,Tuch::N,алчуур,huivi
571,Tuch::N,даавуу,huivi
572,Handtuch::N,алчуур,pyyheliina
573,Kraft::N,чадал,väki
574,Kraft::N,чадал,voima
575,Kraft::N,хүч,väki
576,Kraft::N,хүч,voima
577,Stärke::N,эрч,vahvuus
578,Stärke::N,тэнхээ,vahvuus
579,Gesundheit::N,бие,terveys
580,Gesundheit::N,эрүүл мэнд,terveys
581,Krankheit::N,эмгэг,tauti
582,Krankheit::N,эмгэг,sairaus
583,Schmerz::N,өвчин,kipu
584,Schmerz::N,өвчин,särky
585,Wunde::N,шарх,haava
586,Fieber::N,халуун,kuume
587,Arznei::N,эм,lääke
588,Brücke::N,гүүр,silta
589,Brunnen::N,худаг,kaivo
590,Weide::N,бэлчээр,laidun
591,Pfad::N,жим,polku
592,Pfad::N,зөрөг,polku
593,Weg::N,зам,tie
594,Weg::N,харгуй,tie
595,Straße::N,зам,katu
596,Straße::N,харгуй,katu
597,Dorf::N,тосгон,kylä
598,Dorf::N,гацаа,kylä
599,Stadt::N,хот,kaupunki
600,Brief::N,захидал,kirje
601,Brief::N,захиа,kirje
602,Buch::N,ном,kirja
603,Buch::N,бичиг,kirja
604,Buchstabe::N,үсэг,kirjain
605,Zeitung::N,сонин,lehti
606,Zeitung::N,сонин,sanomalehti
607,Leben::N,амь,elo
608,Leben::N,амь,elämä
609,Leben::N,амьдрал,elo
610,Leben::N,амьдрал,elämä
611,Tod::N,үхэл,kuolema
612,Grab::N,булш,hauta
613,Kirche::N,сүм,kirkko
614,Sünde::N,нүгэл,synti
615,Sünde::N,хилэнц,synti
616,Gott::N,бурхан,jumala
617,Arbeiter::N,ажилчин,työläinen
618,Arbeiter::N,хөдөлмөрчин,työläinen
619,Chef::N,дарга,päällikkö
620,Meister::N,дархан,mestari
621,Arzt::N,эмч,lääkäri
622,Lehrer::N,багш,opettaja
623,Geld::N,цаас,raha
624,Geld::N,мөнгө,raha
625,Geschäft::N,наймаа,liike
626,Laden::N,дэлгүүр,puoti
627,Laden::N,дэлгүүр,kauppa
628,Preis::N,үнэ,hinta
629,Ware::N,таваар,tavara
630,Ware::N,бараа,tavara
631,Nutzen::N,ашиг,hyöty
632,Reichtum::N,баялаг,rikkaus
633,Welt::N,дэлхий,maailma
634,Welt::N,орчлон,maailma
635,Land::N,улс,maa
636,Land::N,орон,maa
637,Staat::N,төр,valtio
638,Staat::N,гүрэн,valtio
639,König::N,ван,kuningas
640,Macht::N,засаг,mahti
641,Grenze::N,хил,raja
642,Krieg::N,дайн,sota
643,Feind::N,дайсан,vihollinen
644,Gewalt::N,хүчирхэх,väkivalta
645,Kampf::N,тэмцэл,taistelu
646,Kampf::N,байлдаан,taistelu
647,Bogen[Waffe]::N,нум,jousi
648,Pfeil::N,годил,nuoli
649,Pfeil::N,сум,nuoli
650,Gewehr::N,буу,kivääri
651,Fehler::N,эндэл,vika
652,Fehler::N,эндэл,virhe
653,Fehler::N,алдаа,vika
654,Fehler::N,алдаа,virhe
655,Lüge::N,худал,valhe
656,Schaden::N,хор,vaurio
657,Schaden::N,хор,vahinko
658,Schaden::N,хөнөөл,vaurio
659,Schaden::N,хөнөөл,vahinko
660,Unglück::N,гай,vahinko
661,Unglück::N,гай,onnettomuus
662,Unglück::N,гамшиг,vahinko
663,Unglück::N,гамшиг,onnettomuus
664,Schuld::N,гэм,syy
665,Schuld::N,буруу,syy
666,Alter::N,нас,ikä
667,Schluss::N,эцэс,loppu
668,Schluss::N,төгсгөл,loppu
669,Zeit::N,цаг,aika
670,Tag::N,өдөр,päivä
671,Morgen::N,өглөө,aamu
672,Morgen::N,өглөө,huomen
673,Mittag::N,үд,keskipäivä
674,Abend::N,үдэш,ilta
675,Nacht::N,шөнө,yö
676,Woche::N,долоо хоног,viikko
677,Monat::N,сар,kuukausi
678,Jahr::N,жил,vuosi
679,Frühling::N,хавар,kevät
680,Sommer::N,зун,kesä
681,Herbst::N,намар,syksy
682,Winter::N,өвөл,talvi
683,Januar::N,нэгдүгээр сар,tammikuu
684,Februar::N,хоёрдугаар сар,helmikuu
685,März::N,гуравдугаар сар,maaliskuu
686,April::N,дөрөвдүгээр сар,huhtikuu
687,Mai::N,тавдугаар сар,toukokuu
688,Juni::N,зургаадугаар сар,kesäkuu
689,Juli::N,долдугаар сар,heinäkuu
690,August::N,наймдугаар сар,elokuu
691,September::N,есдүгээр сар,syyskuu
692,Oktober::N,аравдугаар сар,lokakuu
693,November::N,арван нэгдүгээр сар,marraskuu
694,Dezember::N,арван хоёрдугаар сар,joulukuu
695,Montag::N,даваа,maanantai
696,Dienstag::N,мягмар,tiistai
697,Mittwoch::N,лхагва,keskiviikko
698,Donnerstag::N,пүрэв,torstai
699,Freitag::N,баасан,perjantai
700,Samstag::N,бямба,lauantai
701,Sonntag::N,ням,sunnuntai
702,groß::A,их,iso
703,groß::A,их,suuri
704,groß::A,том,iso
705,groß::A,том,suuri
706,klein::A,бага,pieni
707,klein::A,жаахан,pieni
708,lang::A,урт,pitkä
709,kurz::A,охор,lyhyt
710,kurz::A,богино,lyhyt
711,breit::A,өргөн,leveä
712,schmal::A,уйтан,kapea
713,schmal::A,нарийн,kapea
714,dicht::A,нягт,taaja
715,dicht::A,чигжүү,taaja
716,dick[Gegenstand]::A,зузаан,paksu
717,dünn::A,нимгэн,ohut
718,fein::A,нарийн,hieno
719,fest::A,бөх,luja
720,fest::A,хатуу,luja
721,flach::A,хавтгай,litteä
722,flach::A,хавтгай,tasainen
723,glatt::A,цагаан,sileä
724,glatt::A,цагаан,siloinen
725,hart::A,хатуу,kova
726,weich::A,зөөлөн,pehmeä
727,rund::A,дугуй,pyöreä
728,rund::A,дугариг,pyöreä
729,spitz::A,шовх,terävä
730,spitz::A,шовгор,terävä
731,scharf::A,хурц,terävä
732,scharf::A,иртэй,terävä
733,stumpf::A,мохоо,tylsä
734,schwer::A,хүнд,raskas
735,schwer::A,хүнд,painava
736,schön::A,гуа,kaunis
737,schön::A,сайхан,kaunis
738,heiß::A,халуун,kuuma
739,warm::A,дулаан,lämmin
740,kalt::A,хүйтэн,kylmä
741,kalt::A,хүйтэн,viluinen
742,kühl::A,сэрүүн,viileä
743,frisch::A,эрүүл,tuore
744,frisch::A,жихүүн,tuore
745,feucht::A,чийгтэй,kostea
746,nass::A,нойтон,märkä
747,trocken::A,хатсан,kuiva
748,voll::A,дүүрэн,täysi
749,leer::A,хоосон,tyhjä
750,offen::A,онгорхой,avonainen
751,geschlossen::A,битүү,suljettu
752,geschlossen::A,хаалтай,suljettu
753,sauber::A,цэвэр,puhdas
754,sauber::A,хиргүй,puhdas
755,schmutzig::A,бохир,likainen
756,schmutzig::A,хиртэй,likainen
757,roh::A,түүхий,raaka
758,reif::A,болсон,kypsä
759,lecker::A,амттай,herkullinen
760,süß::A,амттай,makea
761,süß::A,чихэрлэг,makea
762,bitter::A,гашуун,karvas
763,bitter::A,гашуун,kitkerä
764,sauer::A,эсгэлэн,hapan
765,hell::A,гэгээн,kirkas
766,hell::A,гэгээн,valoisa
767,hell::A,гэрэлтэй,kirkas
768,hell::A,гэрэлтэй,valoisa
769,dunkel::A,бараан,pimeä
770,dunkel::A,харанхуй,pimeä
771,schwarz::A,хар,musta
772,weiß::A,цагаан,valkea
773,rot::A,улаан,punainen
774,gelb::A,шар,keltainen
775,blau::A,хөх,sininen
776,blau::A,цэнхэр,sininen
777,grün::A,ногоон,vihreä
778,grau::A,орог,harmaa
779,grau::A,саарал,harmaa
780,bunt::A,эрээн,kirjava
781,billig::A,хямд,halpa
782,billig::A,хямд,huokea
783,teuer::A,үнэтэй,kallis
784,wertvoll::A,үнэт,arvokas
785,blind::A,сохор,sokea
786,taub::A,чих хатуу,kuuro
787,kräftig::A,чийрэг,väkevä
788,kräftig::A,чийрэг,voimakas
789,stark::A,хүчтэй,vahva
790,stark::A,чадалтай,vahva
791,schwach::A,сул,heikko
792,fett::A,тарган,lihava
