,Concept_ID,kl,ca
0,Auge::N,isi,ull
1,Ohr::N,siut,orella
2,Mund::N,paaq,boca
3,Mund::N,qaneq,boca
4,Zahn::N,kigut,dent
5,Zunge::N,oqaq,llēngua
6,Lippe::N,qarloq,llavi
7,Wange::N,ersaq,galta
8,Gesicht::N,kiinaq,cara
9,Stirn::N,qaaq,front
10,Haar::N,meqqoq,cabēll
11,Bart::N,umik,barba
12,Kinn::N,talloq,mentó
13,Kinn::N,talloq,barbeta
14,Kiefer[Anatomie]::N,alleroq,queix
15,Kiefer[Anatomie]::N,alleroq,mandíbula
16,Kehle::N,malaq,gola
17,Kehle::N,malaq,gorja
18,Hals::N,qungaseq,coll
19,Genick::N,pukusuk,nuca
20,Kopf::N,niaqoq,cap
21,Rücken::N,qimerlut,esquena
22,Bauch::N,naaq,panxa
23,Nabel::N,qalaseq,llombrígol
24,Busen::N,iviangeq,pit
25,Busen::N,iviangeq,mama
26,Brust::N,iviangeq,pit
27,Schulter::N,ersik,espatlla
28,Schulter::N,assaqqoq,espatlla
29,Arm::N,taleq,braç
30,Ellenbogen::N,ikusik,colze
31,Hand::N,assak,mà
32,Handfläche::N,itumak,palma
33,Finger::N,inuak,dit
34,Fingernagel::N,kikiak,ungla
35,Nagel[Anatomie]::N,kukik,ungla
36,Zeh::N,isigak,dit del peu
37,Ferse::N,kimmik,taló
38,Knie::N,seeqqoq,genoll
39,Oberschenkel::N,uppat,cuixa
40,Oberschenkel::N,quttoraq,cuixa
41,Bein::N,isigak,cama
42,Körper::N,timi,cos
43,Haut::N,mattak,pell
44,Blut::N,aak,sang
45,Ader::N,taqaq,vena
46,Sehne::N,ujalu,tendó
47,Sehne::N,ujaloq,tendó
48,Knochen::N,saanikut,os
49,Gehirn::N,qarasaq,cervell
50,Herz::N,uummat,cor
51,Magen::N,aqajaroq,estómac
52,Leber::N,tinguk,fetge
53,Atem::N,anerneq,alè
54,Atem::N,anerneq,hàlit
55,Hunger::N,kaanneq,fam
56,Hunger::N,kaanneq,gana
57,Träne::N,qia,llàgrima
58,Träne::N,qiak,llàgrima
59,Geschmack::N,qilanaartuut,gust
60,Geschmack::N,qilanaartuut,sabor
61,Geruch::N,tipi,olor
62,Geruch::N,tipik,olor
63,Traum::N,sinnattoq,somni
64,Traum::N,sinnattugaq,somni
65,Himmel::N,qilak,celm
66,Sonne::N,seqineq,sol
67,Mond::N,qaammat,lluna
68,Stern::N,ulloriaq,estel
69,Stern::N,ulloriaq,estrella
70,Luft::N,silaannaq,aire
71,Wind::N,anori,vent
72,Wind::N,anorsarik,vent
73,Welle::N,aalappaa,ona
74,Wasser::N,imeq,āigua
75,Stein::N,ujarak,pedra
76,Boden::N,nateq,sòl
77,Erde::N,issoq,terra
78,Staub::N,pujualanerit,pols
79,Staub::N,pujoralanerit,pols
80,Rauch::N,iseq,fum
81,Rauch::N,pujoq,fum
82,Funke::N,illoorneq,guspira
83,Funke::N,illoorneq,centella
84,Feuer::N,inneq,foc
85,Licht::N,qaamaneq,llum
86,Schatten::N,tarraq,ombra
87,Wetter::N,sila,temps
88,Nebel::N,pujoq,boira
89,Wolke::N,nuia,núvol
90,Regen::N,sialuk,pluja
91,Schnee::N,aput,neu
92,Eis::N,siku,gel
93,Eis::N,siku,glaç
94,Frost::N,issi,glaçada
95,Frost::N,issik,glaçada
96,Kälte::N,issi,fred
97,Hitze::N,kianneq,calor
98,Hitze::N,kiassuseq,calor
99,Raureif::N,kaneq,gebre
100,Regenbogen::N,neriusaaq,arc iris
101,Donner::N,kalleq,tro
102,Tropfen::N,kuseriarneq,gota
103,Schaum::N,qapuk,escuma
104,Schmutz::N,minguk,brutícia
105,See::N,taseq,llac
106,Sumpf::N,maqulluk,pantà
107,Wiese::N,masarsuk,prat
108,Wiese::N,masarsuk,prada
109,Hügel::N,qattuneq,puig
110,Hügel::N,qattuneq,pujol
111,Hügel::N,majuariaq,puig
112,Hügel::N,majuariaq,pujol
113,Hügel::N,majorajaaq,puig
114,Hügel::N,majorajaaq,pujol
115,Hügel::N,qaqqannguaq,puig
116,Hügel::N,qaqqannguaq,pujol
117,Berg::N,qaqqaq,muntanya
118,Höhle::N,qaarusuk,cova
119,Abhang::N,ippik,coster
120,Abhang::N,sivinganeq,coster
121,Abhang::N,sivingajaaq,coster
122,Abhang::N,kussangajaaq,coster
123,Bach::N,kuunnguaq,riera
124,Fluss::N,kuuk,riu
125,Ufer::N,sissap sinaa,riba
126,Küste::N,sineriak,costa
127,Meer::N,imaq,mar
128,Bucht::N,ikeq,cala
129,Bucht::N,ikeq,badia
130,Bucht::N,kangerluk,cala
131,Bucht::N,kangerluk,badia
132,Bucht::N,kangerliumaneq,cala
133,Bucht::N,kangerliumaneq,badia
134,Insel::N,qeqertaq,illa
135,Blume::N,naasoq,flor
136,Gras::N,ivigaq,herba
137,Wurzel::N,niulutaq,rel
138,Wurzel::N,niulutaq,arrel
139,Baum::N,orpik,arbre
140,Stamm::N,kanaartaq,tronc
141,Rinde::N,ameraq,escorça
142,Ast::N,avalequt,branca
143,Zweig::N,avalequt,ram
144,Blatt::N,pilutaq,fulla
145,Birke::N,patitsit,bedoll
146,Weide[Baum]::N,palleq,salze
147,Tanne::N,orsuerneq,avet
148,Horn::N,nassuk,corn
149,Horn::N,nassuk,banya
150,Feder::N,suluk,ploma
151,Fell::N,ameq,pell
152,Flügel::N,suluk,ala
153,Flügel::N,isaroq,ala
154,Klaue::N,kukik,urpa
155,Kralle::N,kukik,grapa
156,Schwanz::N,pamioq,cua
157,Schwanz::N,paperuusaq,cua
158,Ei::N,mannik,ou
159,Nest::N,ullut,niu
160,Bau::N,ini,cau
161,Tier::N,uumasoq,animāl
162,Herde::N,unguukkat,ramat
163,Kuh::N,ussik,vaca
164,Bulle::N,angukulak,toro
165,Bulle::N,anguteralak,toro
166,Bulle::N,angutikulooq,toro
167,Schaf::N,sava,be
168,Schaf::N,sava,ovella
169,Schwein::N,puuluki,bacó
170,Hund::N,qimmeq,ca
171,Hund::N,qimmeq,gos
172,Katze::N,puisaaq,gat
173,Bär::N,allaq,ós
174,Eichhörnchen::N,sissinnguaq,esquirol
175,Fuchs::N,terianniaq,guilla
176,Hase::N,ukaleq,llebre
177,Maus::N,teriannguaq,ratolí
178,Wolf::N,amaroq,llop
179,Vogel::N,timmiaq,au
180,Vogel::N,timmiaq,ocēll
181,Huhn::N,kukkukooq,gallina
182,Huhn::N,marloraaqaaq,gallina
183,Hahn::N,kiasiusaq,gall
184,Gans::N,nerleq,oca
185,Adler::N,nattoralik,àguila
186,Eule::N,uppik,òliba
187,Eule::N,uppik,mussol
188,Kranich::N,qorlorfik,grua
189,Krähe::N,tuluatsiaq,cornella
190,Kuckuck::N,kukkooq,cucut
191,Schwan::N,qussuk,cigne
192,Fisch::N,aalisagaq,peix
193,Schlange[Tier]::N,pulateriarsuk,serp
194,Schlange[Tier]::N,pulateriaarsuk,serp
195,Spinne::N,aasiaq,aranya
196,Spinne::N,nissavaarsuk,aranya
197,Ameise::N,uniaaluk,formiga
198,Laus::N,kumak,poll
199,Mücke::N,ippernaq,mosquit
200,Fliege::N,ippernaq,mosca
201,Schmetterling::N,paluaq,papallona
202,Schmetterling::N,pakkaluaq,papallona
203,Schmetterling::N,utsuppaluaq,papallona
204,Schmetterling::N,taqaleqisaaq,papallona
205,Beere::N,paarmaq,baia
206,Beere::N,paarngaq,baia
207,Apfel::N,iipili,poma
208,Pilz::N,anngiusaq,bolet
209,Zwiebel::N,uanitsoq,ceba
210,Saat::N,naatsiiassaq,sembra
211,Korn::N,maannineq,gra
212,Schale::N,niutsivik,closca
213,Schale::N,ilulissaq qaartussaq,closca
214,Grube::N,itersaq,sot
215,Grube::N,itersaq,clot
216,Falle::N,pualavoq,trampa
217,Schlinge::N,orseq,baga
218,Schlinge::N,norloq,baga
219,Spur::N,tumaa,traça
220,Asche::N,arsat,cendra
221,Dreck::N,minguk,llot
222,Eisen::N,savimineq,ferro
223,Eisen::N,saffiugassaq,ferro
224,Gold::N,kuulti,or
225,Silber::N,siilviuvoq,plata
226,Kohle::N,aamarsuit aamaruutissat,carbó
227,Glas::N,igalaaq,vidre
228,Glas::N,imertarfik,vidre
229,Glas::N,igalaamineq,vidre
230,Lehm::N,marraq,fang
231,Lehm::N,marraq,argila
232,Sand::N,sioqqat,arena
233,Mensch::N,inuk,humà
234,Mensch::N,inuk,persona
235,Mensch::N,silamiu,humà
236,Mensch::N,silamiu,persona
237,Mann::N,angut,home
238,Frau::N,arnaq,dona
239,Kind::N,meeraq,nen
240,Junge::N,nukappiaraq,noi
241,Mädchen::N,arnannguaq,noia
242,Familie::N,ilaqutakka,família
243,Familie::N,ilaqutariit,família
244,Großvater::N,aatak,avi
245,Großmutter::N,aanaq,àvia
246,Eltern::N,angajoqqaat,pares
247,Vater::N,ataata,pare
248,Vater::N,ataataq,pare
249,Mutter::N,anaana,mare
250,Sohn::N,erneq,fill
251,Tochter::N,panik,filla
252,Bruder::N,ani,germà
253,Bruder::N,aqqaluk,germà
254,Bruder::N,qatanngut,germà
255,Schwester::N,naja,germana
256,Schwester::N,aleqa,germana
257,Schwester::N,qatanngut,germana
258,Onkel::N,akkak,oncle
259,Tante::N,aja,tia
260,Tante::N,ajak,tia
261,Tante::N,atsak,tia
262,Ehemann::N,ui,espòs
263,Ehefrau::N,nuliaq,muller
264,Freude::N,tipaatsussuseq,goig
265,Freude::N,tipaatsussuseq,alegria
266,Gelächter::N,illaq,riallada
267,Glück::N,usornaat,felicitat
268,Glück::N,usornarsuseq,felicitat
269,Wunsch::N,kissaat,desig
270,Lust::N,illigussuseq,ganes
271,Lust::N,piummaseq,ganes
272,Geist::N,anerneq,ment
273,Geist::N,anerneq,esperit
274,Geist::N,toornaq,ment
275,Geist::N,toornaq,esperit
276,Gedanke::N,isumassaq,pensament
277,Gedächtnis::N,eqqaamannissuseq,memòria
278,Verstand::N,isuma,raó
279,Verstand::N,isuma,seny
280,Verstand::N,sianissut,raó
281,Verstand::N,sianissut,seny
282,Verstand::N,misigissut,raó
283,Verstand::N,misigissut,seny
284,Verstand::N,sianissuseq,raó
285,Verstand::N,sianissuseq,seny
286,Verstand::N,silaqassuseq,raó
287,Verstand::N,silaqassuseq,seny
288,Sinn::N,isuma,solta
289,Sinn::N,isuma,sentit
290,Grund::N,patsit,raó
291,Grund::N,patsit,causa
292,Wahrheit::N,sallusuissut,veritāt
293,Märchen::N,oqalualaarut,conte
294,Märchen::N,oqaluasaaq,conte
295,Erzählung::N,oqaluttuaq,narració
296,Nachricht::N,oqaassut,missatge
297,Nachricht::N,oqqersuut,missatge
298,Neuigkeit::N,tusarnartaq,novetat
299,Name::N,ateq,nom
300,Rätsel::N,nalorsitsaarut,endevinalla
301,Rede::N,oqaluuseq,discurs
302,Sprache::N,oqaatsit,llēngua
303,Stimme::N,erinaq,veu
304,Stimme::N,qarluuseq,veu
305,Wort::N,oqaasii,mot
306,Wort::N,oqaasii,paraula
307,Zeichen::N,nalunaaqqut,signe
308,Zeichen::N,nalunaaqqut,senyal
309,Ruf::N,qaaqqussut,crida
310,Lärm::N,perpaluk,sorōll
311,Laut::N,torsukattak,so
312,Ton::N,erinaq,to
313,Lied::N,taalliaq,cançó
314,Lied::N,erinarsuut,cançó
315,Ruhe::N,qatsunganeq,calma
316,Ruhe::N,qatsunganeq,silenci
317,Leute::N,inuiak,gent
318,Leute::N,inuiaqatigiit,gent
319,Volk::N,inuiaat,poble
320,Arbeit::N,suliaq,labor
321,Arbeit::N,suliaq,treball
322,Gast::N,qaaqqusaq,hoste
323,Geschenk::N,pajugut,regal
324,Geschenk::N,pajugut,obsequi
325,Hilfe::N,annertoqqut,ajut
326,Freund::N,tiliaq,amīc
327,Freund::N,ikinngut,amīc
328,Kamerad::N,tiliaq,company
329,Kamerad::N,tiliaq,camarada
330,Kamerad::N,ikinngut,company
331,Kamerad::N,ikinngut,camarada
332,Art::N,ileqquuseq,tipus
333,Art::N,ileqquuseq,classe
334,Stück::N,nakkaalaniku,peça
335,Teil::N,tassiaasat,part
336,Hälfte::N,affaq,meitat
337,Kreis::N,kaajaluinneq or kaajaluitsoq,cercle
338,Kreuz::N,sanningasulik,creu
339,Linie::N,tittaq,línia
340,Linie::N,titarneq,línia
341,Abstand::N,aku,distància
342,Abstand::N,ikiaq,distància
343,Entfernung::N,asi,distància
344,Gegend::N,nuna,regió
345,Gegend::N,nuna,contrada
346,Platz::N,ini,cabuda
347,Platz::N,inissaq,cabuda
348,Ort::N,sumiiffik,lloc
349,Seite::N,saneraq,banda
350,Seite::N,saneraq,costāt
351,Mitte::N,qiteq,mig
352,Mitte::N,qiteq,centre
353,Sache::N,pigisaq,cosa
354,Rand::N,sini,vora
355,Rand::N,sini,marge
356,Rand::N,akerfineq,vora
357,Rand::N,akerfineq,marge
358,Kante::N,akerfineq,caire
359,Kante::N,akerfineq,cantell
360,Ecke::N,teqeqqoq,cantonada
361,Ecke::N,tikeqqoq,cantonada
362,Spitze::N,inngik,punta
363,Ende::N,isu,cap
364,Loch::N,putu,forāt
365,Winkel::N,teqeqqorissaat,racó
366,Muster::N,ilisserut,dibuix
367,Muster::N,ilisserut,disseny
368,Größe::N,angissuseq,grandària
369,Länge::N,takissuseq,longitud
370,Gewicht::N,oqimaalutaq,pes
371,Menge::N,amerlassuseq,quantitat
372,Haufen::N,eqimattat,pila
373,Reihe::N,allunaasaq,fila
374,Boot::N,qajaq,bot
375,Boot::N,qajaq,barca
376,Boot::N,angallat,bot
377,Boot::N,angallat,barca
378,Boot::N,umiatsiaq,bot
379,Boot::N,umiatsiaq,barca
380,Ruder::N,iput,rem
381,Schlitten::N,qamutit,trineu
382,Schlitten::N,qimusseq,trineu
383,Ski::N,ataarut,esquí
384,Last::N,nammagaq,càrrega
385,Schritt::N,allorneq,pas
386,Norden::N,avannaq,nord
387,Süden::N,qava,sud
388,Süden::N,kujat,sud
389,Süden::N,kujataa,sud
390,Westen::N,kitaa,oest
391,Westen::N,kitaa,occident
392,Osten::N,kangi,est
393,Osten::N,kangi,orient
394,Holz::N,qisuk,fusta
395,Brett::N,salliligaq,taula
396,Platte::N,qaateq,placa
397,Stütze::N,ajagutaq,suport
398,Stütze::N,ajaagutaq,suport
399,Stange::N,kaaviffik,vara
400,Stock::N,ajaappissat,pal
401,Stab::N,ajaappissat,bastó
402,Rohr::N,sullulik,tub
403,Haus::N,illu,casa
404,Ofen::N,kissarsuut,estufa
405,Fußboden::N,nateq,terra
406,Tisch::N,allattarfik,taula
407,Stuhl::N,issiavik,cadira
408,Stuhl::N,issiaffik,cadira
409,Wiege::N,uaasoq,bressol
410,Bett::N,nallavik,llit
411,Regal::N,ilisivik,prestatgeria
412,Kiste::N,sakissat,caixa
413,Kiste::N,illerfiusaq,caixa
414,Fenster::N,aki,finestra
415,Fenster::N,igalaaq,finestra
416,Tür::N,matu,porta
417,Tor::N,isaaffik,portal
418,Zaun::N,saputit,tanca
419,Dach::N,qaliaq,teulada
420,Leiter::N,tummeqqat,escala
421,Leiter::N,tummeqqat,escala de mà
422,Leiter::N,majuartarfiit,escala
423,Leiter::N,majuartarfiit,escala de mà
424,Besen::N,saligutit,escombra
425,Spaten::N,nivaataq,pala
426,Schaufel::N,nivaataq,pala
427,Gabel::N,qilluaq,forquilla
428,Gabel::N,ajassaatit,forquilla
429,Löffel::N,alussaat,cullera
430,Messer::N,savik,coltell
431,Nagel::N,kukik,clau
432,Netz::N,anguffaseq,filat
433,Haken::N,nissik,ganxo
434,Haken::N,qarsorsaq,ganxo
435,Haken::N,qarsorsartoq,ganxo
436,Griff::N,ipi,puny
437,Griff::N,ipi,mànec
438,Schloss::N,illussaarsuaq,pany
439,Bild::N,assiliaq,imatge
440,Figur::N,kisitsit,figura
441,Puppe::N,inuusaq,nina
442,Bündel::N,qilertaq,feix
443,Bündel::N,qilertaq,paquet
444,Tasche::N,pooqattaq,bossa
445,Deckel::N,matu,tapa
446,Deckel::N,matu,tapadora
447,Geschirr::N,anut,vaixella
448,Tasse::N,tiitorfik,tassa
449,Tasse::N,tiitorfiup ilorlia,tassa
450,Topf::N,qoqqoq,pot
451,Topf::N,qoqqoq,olla
452,Kessel::N,uunnaavik,caldera
453,Essen::N,igaaq,àpat
454,Essen::N,igaaq,menjada
455,Nahrung::N,neqissaq,aliment
456,Speise::N,nerisassat,plat
457,Fleisch::N,neqi,carn
458,Getreide::N,maannineq,cereals
459,Brot::N,iffit,pa
460,Brot::N,iffiaq,pa
461,Scheibe::N,igalaassiaq,tall
462,Scheibe::N,igalaassiaq,llesca
463,Fett::N,tarnutissaq,greix
464,Fett::N,tarnutissiaq,greix
465,Butter::N,punneq,mantega
466,Öl::N,uulia,oli
467,Salz::N,taratsut,sal
468,Suppe::N,qajoq,sopa
469,Honig::N,tungusunnitsuut,mel
470,Milch::N,immuk,llet
471,Tee::N,tii,te
472,Tee::N,teeq,te
473,Wolle::N,nuersagassiaq,llana
474,Stoff::N,milliaq,tela
475,Stoff::N,qarlissiaq,tela
476,Nadel::N,meqqut,agulla
477,Faden::N,ujalussiaq,fil
478,Knopf::N,attat,botó
479,Knoten::N,akeroq,nus
480,Knoten::N,qilerneq,nus
481,Farbe::N,qalipaat,pintura
482,Kleidung::N,atisat,roba
483,Kleidung::N,atisat,vestits
484,Kleidung::N,annoraaq,roba
485,Kleidung::N,annoraaq,vestits
486,Hemd::N,ilupaaq,camisa
487,Kragen::N,qungasiinnaq,coll
488,Ärmel::N,aaq,màniga
489,Hose::N,qarliit,pantalōns
490,Gürtel::N,qiterut,cinturó
491,Gürtel::N,unngersaq,cinturó
492,Mütze::N,nasaq,gorra
493,Schuh::N,skuu,sabata
494,Schuh::N,ikernuk,sabata
495,Schuh::N,ateraasaq,sabata
496,Stiefel::N,kamik,bota
497,Ring::N,assammiu,anell
498,Band::N,qilerutissiaq,veta
499,Band::N,qilerutissiaq,cinta
500,Kamm::N,illaagutit,pinta
501,Kamm::N,illaajaatit pl.,pinta
502,Spiegel::N,tarrarsuut,mirāll
503,Riemen::N,allunaaq,corretja
504,Schnur::N,kujaaq,corda
505,Schnur::N,allunaasaq,corda
506,Leine::N,aleq,corretja
507,Decke::N,qipik,manta
508,Decke::N,qipik,flassada
509,Kissen::N,akit,coixí
510,Tuch::N,qarlissiaq,mocador
511,Handtuch::N,allarut,tovallola
512,Handtuch::N,allarterut,tovallola
513,Kraft::N,pissak,força
514,Stärke::N,qerattarsaat,vigor
515,Gesundheit::N,peqqisusseq,salut
516,Krankheit::N,nappaat,malaltia
517,Schmerz::N,anniaat,dolor
518,Wunde::N,iki,ferida
519,Fieber::N,nappaat qanimanartoq,febre
520,Arznei::N,imigassaq,medicament
521,Brücke::N,ikaartarfik,pont
522,Brunnen::N,tissaluttuliaq,pou
523,Weide::N,masarsuk,pastura
524,Pfad::N,aqqut,senda
525,Pfad::N,aqqut,sender
526,Weg::N,aggerfik,camí
527,Straße::N,aqqusineq,carretera
528,Dorf::N,nunaqarfik,poble
529,Stadt::N,illorpaat,ciutāt
530,Stadt::N,illorpalik,ciutāt
531,Brief::N,allagarsiaq,carta
532,Buch::N,atuakkat,llibre
533,Buch::N,mappersagaq,llibre
534,Buchstabe::N,naqinneq,lletra
535,Zeitung::N,aviisi,diāri
536,Leben::N,inuussuseq,vida
537,Tod::N,toqu,mort
538,Tod::N,toquneq,mort
539,Grab::N,iliveq,tomba
540,Grab::N,illissat,tomba
541,Kirche::N,oqaluffik,església
542,Sünde::N,ajorti,pecat
543,Arbeiter::N,sulisoq,obrer
