,Concept_ID,kl,ca
544,Chef::N,ittoqut,cap
545,Meister::N,naalagaq,mestre
546,Arzt::N,katsorsaasoq,metge
547,Lehrer::N,ilinniartitsisoq,mestre
548,Geld::N,aningaasat,dinērs
549,Geschäft::N,niuertarfik,negoci
550,Laden::N,niuertarfik,tenda
551,Laden::N,niuertarfik,botiga
552,Preis::N,aki,preu
553,Ware::N,qaliata pii,mercaderia
554,Ware::N,nioqqutissaq,mercaderia
555,Nutzen::N,iluaqut,profit
556,Welt::N,nunarsuaq,món
557,Land::N,nuna,país
558,König::N,kunngi,rei
559,Macht::N,pissaassuseq,poder
560,Macht::N,pissaassuseq,potència
561,Grenze::N,killik,frontera
562,Krieg::N,sorsunneq,guerra
563,Feind::N,akeraq,enemic
564,Feind::N,akerartorti,enemic
565,Feind::N,qinngarsuisoq,enemic
566,Kampf::N,sorsunneq,lluita
567,Pfeil::N,qalugiusaq,fletxa
568,Gewehr::N,aallaat,fusell
569,Gewehr::N,aallaat,escopeta
570,Fehler::N,kukkuneq,falta
571,Fehler::N,paarlaappaa,falta
572,Unglück::N,perluut,desgràcia
573,Schuld::N,akiitsugaq,culpa
574,Schuld::N,akiligassaq,culpa
575,Alter::N,utoqqaq,edat
576,Schluss::N,isu,fi
577,Schluss::N,isu,final
578,Zeit::N,ulloq,temps
579,Zeit::N,akuttoqatigiinneq,temps
580,Tag::N,ulloq,dia
581,Morgen::N,ullaaq,matí
582,Mittag::N,ulloqeqqa,migdia
583,Abend::N,unnuk,vespre
584,Nacht::N,unnuaq,nit
585,Woche::N,sapaatip akunnera,setmana
586,Monat::N,qaammat,mes
587,Jahr::N,ukioq,any
588,Frühling::N,upernaaq,primavera
589,Sommer::N,aasaq,estīu
590,Herbst::N,ukiaq,tardor
591,Winter::N,ukioq,hivērn
592,Januar::N,siulleeq,gener
593,Januar::N,qaammaliaq,gener
594,Februar::N,aarlaat,febrer
595,März::N,marsi,març
596,März::N,martsi,març
597,Mai::N,maaji,maig
598,Juni::N,juuni,juny
599,Juli::N,juuli,juliol
600,August::N,aggusti,agost
601,September::N,septembari,setembre
602,Oktober::N,oktobari,octubre
603,November::N,novembari,novembre
604,Dezember::N,detsembari,desembre
605,Montag::N,ataasinngortoq,dilluns
606,Dienstag::N,marlunngorneq,dimarts
607,Mittwoch::N,pingasunngorneq,dimecres
608,Donnerstag::N,sisamanngorneq,dijous
609,Freitag::N,tallimanngorneq,divendres
610,Samstag::N,arfininngorneq,dissabte
611,Sonntag::N,sapaat,diumenge
612,Sonntag::N,sapaati,diumenge
613,groß::A,angivoq,gros
614,klein::A,mikivoq,petīt
615,lang::A,takisooq,llarg
616,kurz::A,naatsoq,curt
617,breit::A,silippoq,ample
618,schmal::A,amitsoq,estret
619,dicht::A,torsusooq,dens
620,dick[Gegenstand]::A,issuvoq,gruixūt
621,dick[Gegenstand]::A,issusooq,gruixūt
622,dünn::A,amitsoq,prim
623,fein::A,mamarpoq,fi
624,fest::A,tangeqarpoq,ferm
625,fest::A,tangeqarpoq,sòlid
626,flach::A,nalimmappoq,pla
627,glatt::A,quasak,llis
628,hart::A,mattusooq,dur
629,hart::A,manngerpoq,dur
630,hart::A,titeqquluppoq,dur
631,weich::A,nerumaarpoq,tou
632,rund::A,ammallorippoq,rodó
633,spitz::A,qummukujooq,punxegut
634,scharf::A,ipippoq,agut
635,stumpf::A,anngerpoq,rom
636,stumpf::A,anngerpoq,esmussat
637,schwer::A,oqimaappoq,pesāt
638,schön::A,kusanarpoq,bonīc
639,heiß::A,kiappoq,calēnt
640,warm::A,oqorpoq,càlid
641,kalt::A,issippoq,fred
642,kühl::A,pueqqortippoq,fresc
643,feucht::A,isugutavoq,humit
644,feucht::A,qaasernarpoq,humit
645,nass::A,imerorpoq,mullat
646,trocken::A,panerpoq,sec
647,voll::A,ulikkaarpoq,ple
648,leer::A,imaattuarpoq,buit
649,offen::A,ammavoq,obert
650,geschlossen::A,matuvoq,tancat
651,sauber::A,eqqippoq,net
652,sauber::A,sukuluippoq,net
653,sauber::A,ipeqanngilaq,net
654,schmutzig::A,tapappoq,brut
655,schmutzig::A,minguppoq,brut
656,roh::A,aapavoq,cru
657,reif::A,qaarulerpoq,madur
658,süß::A,tungusunnippoq,dolç
659,bitter::A,qasilippoq,amarg
660,hell::A,qaamavoq,clar
661,dunkel::A,qernerpoq,fosc
662,schwarz::A,qernerpoq,negre
663,weiß::A,qaqorpoq,blanc
664,rot::A,aappaluppoq,vermēll
665,gelb::A,sungaarpoq,groc
666,blau::A,tungujorpoq,blau
667,grün::A,qorsooqqippoq,verd
668,grau::A,qaserpoq,gris
669,billig::A,akikippoq,barat
670,wertvoll::A,erlinnarpoq,preciós
671,blind::A,tappiippoq,cec
672,blind::A,isigisaqanngilaq,cec
673,taub::A,tusilarpoq,sord
674,kräftig::A,pissaq,fort
675,kräftig::A,pissaq,vigorós
676,kräftig::A,pissarsuaq,fort
677,kräftig::A,pissarsuaq,vigorós
678,stark::A,sanngivoq,fort
679,schwach::A,nakuippoq,feble
680,fett::A,pualavoq,gras
681,schlank::A,tuappoq,esvelt
682,hübsch::A,aatsialaq,maco
683,böse::A,ajorpoq,dolent
684,dumm::A,taqajak,ximple
685,dumm::A,taqajak,estúpid
686,dumm::A,sikkilluppoq,ximple
687,dumm::A,sikkilluppoq,estúpid
688,dumm::A,qaatusimasaqanngilaq,ximple
689,dumm::A,qaatusimasaqanngilaq,estúpid
690,faul::A,eqiasuppoq,gandūl
691,faul::A,eqiasuppoq,mandrós
692,faul::A,eqiattortuvoq,gandūl
693,faul::A,eqiattortuvoq,mandrós
694,fleißig::A,eqiasuippoq,diligēnt
695,geizig::A,iasilaarpoq,avar
696,geizig::A,tukkuippoq,avar
697,klug::A,mallak,intel·ligent
698,klug::A,ittanneq,intel·ligent
699,klug::A,kutaappoq,intel·ligent
700,klug::A,kuttaappoq,intel·ligent
701,klug::A,qarasagippoq,intel·ligent
702,lieb::A,akisooq,amat
703,lieb::A,akisooq,estimat
704,lustig::A,piikulavoq,alegre
705,sanft::A,isumagippoq,suau
706,hungrig::A,kaappoq,afamat
707,hungrig::A,perlilerpoq,afamat
708,krank::A,napparsimavoq,malālt
709,traurig::A,aliasuppoq,trist
710,lebendig::A,uumavoq,viu
711,gut::A,ajunngilaq,bo
712,schlecht::A,sualuppoq,dolēnt
713,richtig::A,iluarpoq,just
714,richtig::A,iluarpoq,correcte
715,schlimm::A,amiilaarnarpoq,greu
716,wahr::A,ilumoorpoq,vertader
717,wahr::A,ilumoorpoq,veritable
718,alt::A,pisoqaq,vell
719,neu::A,nutaavoq,nou
720,alt[Lebewesen]::A,utoqqaq,vell
721,jung::A,inuusuppoq,jove
722,jung::A,kingulliarsuk,jove
723,arm::A,piillasoq,pobre
724,arm::A,piitsuuvoq,pobre
725,reich::A,pisuuvoq,ric
726,berühmt::A,tusaamasaq,famós
727,fremd::A,ajasoornarpoq,estrany
728,verschieden::A,allatut,diferent
729,verschieden::A,tamalaat,diferent
730,nah::A,qanippoq,pròxim
731,fern::A,ungasippoq,llunyà
732,fern::A,ungasippoq,distant
733,linker::A,saamerleq,esquerre
734,rechter::A,innarluissut,dret
735,erster::A,siulleq,primer
736,zweiter::A,qataatsup tullia,segon
737,dritter::A,pingajorarterut,tercer
738,letzter::A,kingulleq,últim
739,allein::ADV,kisimiippoq,sol
740,auf einmal::ADV,tassanngaannaq,d'una vegada
741,zusammen::ADV,attaasa,junt
742,zusammen::ADV,attarmik,junt
743,lange::ADV,akuni,molt de temps
744,plötzlich::ADV,tassanngaannaq,de cop
745,plötzlich::ADV,tassanngaannaq,de sobte
746,sofort::ADV,erniinnaq,de seguida
747,später::ADV,kingorna,més tard
748,jetzt::ADV,maanna,ara
749,jetzt::ADV,massakkut,ara
750,heute::ADV,ullumi,avūi
751,morgen::ADV,aqagu,demà
752,bald::ADV,erniinnaq,aviāt
753,dann::ADV,taava,després
754,gestern::ADV,ippassaq,ahir
755,einst::ADV,ataatsimik,anteriorment
756,einst::ADV,ilaanni,anteriorment
757,damals::ADV,taamani,llavōrs
758,damals::ADV,taamani,aleshores
759,damals::ADV,taamanikkut,llavōrs
