,Concept_ID,uk,az
818,passieren::V,трапитися,baş vermək
819,beginnen::V,початися,başlamaq
820,enden::V,кінчитися,bitmək
821,wechseln::V,мінятися,dəyişmək
822,aufgehen[Sonne]::V,зійти,doğmaq
823,untergehen[Sonne]::V,зайти,batmaq
824,scheinen[Sonne]::V,світити,parlamaq
825,donnern::V,гриміти,guruldamaq
826,wehen::V,віяти,əsmək
827,strömen::V,литися,axmaq
828,fließen::V,текти,axmaq
829,sich drehen::V,обертатися,dönmək
830,schwanken::V,коливатися,yellənmək
831,schwingen::V,хитатися,yellənmək
832,schwingen::V,гойдатися,yellənmək
833,fallen::V,падати,düşmek
834,brennen::V,горіти,yanmaq
835,rauchen::V,диміти,tüstüləmək
836,regnen::V,дощити,yağmaq
837,gefrieren::V,змерзнути,donmaq
838,tauen::V,танути,ərimək
839,schmelzen::V,плавитися,ərimək
840,trocknen::V,сохнути,qurumaq
841,sieden::V,кипіти,qaynamaq
842,faulen::V,гнити,çürümək
843,verfaulen::V,згнити,çürümək
844,reißen::V,рватися,yırtılmaq
845,versinken::V,тонути,batmaq
846,vergehen::V,проходити,ötmək
847,erscheinen::V,з’явитися,görünmək
848,verschwinden::V,щезнути,yox olmaq
849,verschwinden::V,зникнути,yox olmaq
850,sinken::V,спадати,enmək
851,abnehmen::V,поменшитися,azalmaq
852,zunehmen::V,збільшуватися,artmaq
853,steigen::V,підніматися,yüksəlmək
854,wachsen::V,рости,böyümək
855,glänzen::V,блищати,parlamaq
856,funkeln::V,блискати,parıldamaq
857,lärmen::V,шуміти,səs-küy etmək
858,läuten::V,дзвонити,çalmaq
859,klingeln::V,дзвонити,zəng etmək
860,klirren::V,дзвякати,cingildəmək
861,brausen::V,бушувати,gurlamaq
862,rauschen::V,шелестіти,xışıldamaq
863,klingen::V,лунати,səslənmək
864,klingen::V,звучати,səslənmək
865,bellen::V,гавкати,hürmək
866,heulen::V,вити,ulamaq
867,blasen::V,дунути,üfləmək
868,pfeifen::V,свистіти,fit vermek
869,schreien::V,кричати,bağırmaq
870,schreien::V,кричати,qışqırmaq
871,stöhnen::V,стогнати,inləmək
872,zittern::V,тремтіти,titrəmək
873,leben::V,жити,yaşamaq
874,geboren werden::V,народитися,doğmaq
875,atmen::V,дихати,nəfəs almaq
876,trinken::V,пити,içmek
877,essen::V,їсти,yemək
878,schlucken::V,ковтати,udmaq
879,müde werden::V,втомитися,yorulmaq
880,einschlafen::V,заснути,yuxuya getmək
881,schlafen::V,спати,uyumaq
882,aufwachen::V,прокинутися,oyanmaq
883,aufstehen::V,встати,yuxudan durmaq
884,sich erholen::V,відпочивати,dincəlmək
885,krank werden::V,захворіти,xəstə olmaq
886,krank sein::V,хворіти,azarlanmaq
887,krank sein::V,хворіти,xəstələnmək
888,schmerzen::V,боліти,ağrimaq
889,husten::V,кашляти,öksürmək
890,genesen::V,одужати,sağalmaq
891,genesen::V,видужати,sağalmaq
892,sterben::V,померти,ölmək
893,sterben::V,померти,vəfat etmək
894,umkommen::V,згинути,həlak olmaq
895,sich bewegen::V,рухатися,hərəkət etmək
896,sich rühren::V,ворушитися,tərpənmək
897,sich erheben::V,встати,qalxmaq
898,sich setzen::V,сісти,oturmaq
899,hinfallen::V,упасти,yıxılmaq
900,laufen::V,ходити,yerimək
901,schreiten::V,крокувати,addım atmaq
902,spazierengehen::V,гуляти,gəzmək
903,eilen::V,спішити,atılmaq
904,sich beeilen::V,поспішати,tələsmək
905,sausen::V,мчатися,çırpmaq
906,rennen::V,бігати,qaçmaq
907,springen::V,скакати,sıçramaq
908,springen::V,стрибати,sıçramaq
909,klettern::V,лазити,dırmanmaq
910,schaukeln::V,гойдатися,sallanmaq
911,kriechen::V,повзати,sürünmək
912,schwimmen::V,пливти,üzmek
913,schwimmen::V,плавати,üzmek
914,tauchen::V,пірнати,dalmaq
915,rudern::V,гребти,avarlamaq
916,rudern::V,веслувати,avarlamaq
917,fahren::V,їхати,sürmək
918,fliegen::V,літати,uçmaq
919,gehen::V,іти,getmək
920,weggehen::V,піти,getmək
921,abfahren::V,від’їхати,yola düşmək
922,abfahren::V,відправитися,yola düşmək
923,anhalten::V,зупинитися,saxlamaq
924,hineingehen::V,входити,girmək
925,eintreten::V,увійти,girmək
926,eintreten::V,увійти,daxil olmaq
927,kommen::V,прийти,gəlmək
928,ankommen::V,прибути,gəlib çatmaq
929,zurückkommen::V,повернутися,qayıtmaq
930,bleiben::V,залишитися,qalmaq
931,warten::V,чекати,gözləmək
932,erwarten::V,чекати,bəkləmək
933,suchen::V,шукати,aramaq
934,suchen::V,шукати,axtarmaq
935,finden::V,знайти,tapmaq
936,versuchen::V,випробовувати,çalışmaq
937,vorbereiten::V,підготувати,hazırlamaq
938,lieben::V,любити,sevmək
939,mögen::V,любити,xoşlamaq
940,mögen::V,подобатися,xoşlamaq
941,lachen::V,сміятися,gülmək
942,rühren::V,розчулити,həyəcanlandırmaq
943,weinen::V,плакати,ağlamaq
944,schimpfen::V,лаятися,küfr etmək
945,sich ärgern::V,сердитися,acıqlanmaq
946,sich fürchten::V,боятися,qorxmaq
947,fürchten::V,боятися,qorxmaq
948,fliehen::V,тікати,qaçmaq
949,flüchten::V,утекти,qaçmaq
950,sehen::V,бачити,görmək
951,anschauen::V,поглянути,baxmaq
952,ansehen::V,дивитися на,baxmaq
953,hören::V,чути,duymaq
954,hören::V,чути,eşitmək
955,zuhören::V,слухати,dinləmək
956,probieren::V,покуштувати,dadına baxmaq
957,riechen::V,нюхати,qoxlamaq
958,fühlen::V,відчувати,duymaq
959,scheinen::V,здаватися,görünmək
960,zu sehen sein::V,виднітися,görünmək
961,vernehmen::V,почути,eşitmək
962,frieren::V,мерзнути,üşümək
963,tun::V,робити,etmək
964,können::V,могти,bilmək
965,können::V,могти,bacarmaq
966,wollen::V,хотіти,istəmək
967,anfangen::V,почати,başlamaq
968,beenden::V,закінчити,bitirmək
969,aufhören::V,перестати,bitmək
970,aufhören::V,перестати,qurtarmaq
971,gelingen::V,вдатися,müvəffəq olmaq
972,geraten::V,опинитися,düşmək
973,öffnen::V,відкрити,açmaq
974,schließen::V,закрити,qapamaq
975,stellen::V,поставити,qoymaq
976,setzen::V,посадити,oturtmaq
977,legen::V,класти,qoymaq
978,berühren::V,чіпати,toxunmaq
979,verbinden::V,зв’язати,bağlamaq
980,bedecken::V,покрити,örtmək
981,aufhängen::V,повісити,asmaq
982,anzünden::V,запалити,yandırmaq
983,aufheben::V,підняти,qaldırmaq
984,zurücklassen::V,залишити,buraxmaq
985,verlieren::V,загубити,itirmək
986,fallen lassen::V,упустити,düşürmək
987,machen::V,зробити,etmək
988,herstellen::V,виготовити,istehsal etmək
989,bauen::V,будувати,tikmək
990,reparieren::V,лагодити,təmir etmək
991,verbessern::V,поліпшити,düzəltmək
992,ändern::V,змінити,dəyişdirmək
993,graben::V,копати,qazımaq
994,beugen::V,зігнути,əymək
995,biegen::V,погнути,bükmək
996,drehen::V,вертіти,döndərmək
997,wenden::V,повернути,çevirmək
998,umdrehen::V,перевернути,çevirmək
999,heben::V,піднімати,qaldırmaq
1000,hochheben::V,підняти,qaldırmaq
1001,ergreifen::V,схопити,tutmaq
1002,halten::V,тримати,saxlamaq
1003,drücken::V,натискати,sıxmaq
1004,schieben::V,пхати,sürmək
1005,schieben::V,штовхати,sürmək
1006,kratzen::V,шкребти,qaşımaq
1007,lecken::V,лизати,yalamaq
1008,beißen::V,кусати,dişləmək
1009,abreißen::V,відірвати,qoparmaq
1010,abschneiden::V,відрізати,ayırmaq
1011,binden::V,в’язати,bağlamaq
1012,stecken::V,увіткнути,soxmaq
1013,brechen::V,зламати,qırmaq
1014,klopfen::V,стукати,sındırmaq
1015,hauen::V,бити,vurmaq
1016,kleben::V,клеїти,apışdırmaq
1017,reiben::V,терти,ovmaq
1018,streichen::V,намазати,sürtmək
1019,schleifen::V,точити,bülövləmək
1020,schneiden::V,різати,kəsmək
1021,rütteln::V,хитати,sirkələmək
1022,schütteln::V,трясти,çalxalamaq
1023,schwenken::V,махати,yelləmək
1024,schütten::V,налити,tökmək
1025,füllen::V,наповнити,doldurmaq
1026,einwickeln::V,загорнути,sarımaq
1027,tragen::V,нести,daşımaq
1028,schleppen::V,тягти,sürükləmək
1029,ziehen::V,тягнути,çəkmək
1030,aufbewahren::V,зберігати,gizlətmək
1031,werfen::V,кидати,atmaq
1032,fangen::V,ловити,tutmaq
1033,packen::V,схопити,yaxalamaq
1034,verstecken::V,сховати,gizlətmək
1035,teilen::V,розділити,bölmək
1036,schicken::V,посилати,yollamaq
1037,schicken::V,посилати,göndərmək
1038,bringen::V,принести,gətirmək
1039,hinzufügen::V,додати,əlavə etmək
1040,bekommen::V,дістати,almaq
1041,bekommen::V,дістати,əldə etmək
1042,erhalten::V,одержати,almaq
1043,nehmen::V,взяти,almaq
1044,wählen::V,вибрати,seçmək
1045,auswählen::V,відібрати,arımaq
1046,bewahren::V,зберегти,qorumaq
1047,behindern::V,перешкоджати,mane olmaq
1048,verderben::V,зіпсувати,pozmaq
1049,beschädigen::V,зашкодити,zədələmək
1050,zerbrechen::V,розбити,qırmaq
1051,zerbrechen::V,розбити,sındırmaq
1052,zerreißen::V,розірвати,yırtmaq
1053,zerstören::V,зруйнувати,dağıtmaq
1054,verbrennen::V,спалити,yandırmaq
1055,geben::V,дати,vermək
1056,reichen::V,передати,uzatmaq
1057,schenken::V,дарувати,vermək
1058,versprechen::V,обіцяти,vəd vermək
1059,wünschen::V,бажати,arzulamaq
1060,loben::V,хвалити,tərifləmək
1061,küssen::V,цілувати,öpmək
1062,wiegen::V,качати,tərpətmək
1063,zudecken::V,накрити,örtmək
1064,wecken::V,розбудити,oyatmaq
1065,zeigen::V,показати,göstərmək
1066,führen::V,вести,rəhbərlik etmək
1067,lehren::V,вчити,öyrətmək
1068,unterrichten::V,викладати,öyrətmək
1069,unterrichten::V,викладати,dərs vermək
1070,aufziehen::V,виховати,tərbiyə etmək
1071,leiten::V,керувати,idarə etmək
1072,antreiben::V,підганяти,bizləmək
1073,lassen::V,змусити,-tırmaq
1074,einladen::V,запросити,dəvət etmək
1075,vereinigen::V,об’єднати,birləşdirmək
1076,besuchen::V,завітати,baş çəkmək
1077,besuchen::V,завітати,ziyarət etmək
1078,besuchen::V,відвідати,baş çəkmək
1079,besuchen::V,відвідати,ziyarət etmək
1080,treffen::V,зустріти,rastlaşmaq
1081,treffen::V,зустріти,rast gəlmək
1082,sich versammeln::V,зібратися,toplanmaq
1083,spielen::V,грати,oynamaq
1084,singen::V,співати,oxumaq
1085,tanzen::V,танцювати,oynamaq
1086,tanzen::V,танцювати,rəqs etmək
1087,sich trennen::V,розлучитися,ayrılmaq
1088,verlassen::V,покинути,tərk etmək
1089,retten::V,врятувати,xilas etmək
1090,bewachen::V,охороняти,gözətmək
1091,schützen::V,уберігати,qorumaq
1092,verteidigen::V,захистити,qorumaq
1093,sich schlagen::V,битися,döyüşmək
1094,sich schlagen::V,дратися,döyüşmək
1095,schießen::V,стріляти,atmaq
1096,schießen::V,стріляти,atəş açmaq
1097,siegen::V,перемогти,yenmək
1098,ärgern::V,сердити,acışdırmaq
1099,schlagen::V,ударити,döymək
1100,treten::V,штовхати,təpmək
1101,stechen::V,вколоти,soxmaq
1102,stoßen::V,штовхнути,itələmək
1103,stehlen::V,украсти,çalmaq
1104,stehlen::V,украсти,oğurlamaq
1105,stören::V,перешкодити,pozmaq
1106,belästigen::V,докучати,narahat etmək
1107,verbergen::V,сховати,gizləmək
1108,täuschen::V,обдурити,aldatmaq
1109,betrügen::V,зшахраювати,aldatmaq
1110,töten::V,убити,öldürmək
1111,wohnen::V,жити,yaşamaq
1112,wohnen::V,мешкати,yaşamaq
1113,arbeiten::V,працювати,işləmək
1114,arbeiten::V,працювати,çalışmaq
1115,sammeln::V,зібрати,yığmaq
1116,sammeln::V,зібрати,toplamaq
1117,pflücken::V,зривати,qoparmaq
1118,jagen::V,полювати,ovlamaq
1119,fischen::V,рибалити,balıq tutmaq
1120,fassen::V,піймати,tutmaq
1121,hüten::V,пасти,güdmək
1122,treiben::V,гнати,haylamaq
1123,anbinden::V,прив’язати,bağlamaq
1124,füttern::V,годувати,bəsləmək
1125,füttern::V,харчувати,bəsləmək
1126,melken::V,доїти,sağmaq
1127,hacken::V,рубати,yarmaq
1128,gießen::V,полити,sulamaq
1129,reifen::V,дозріти,dəymək
1130,zubereiten::V,зготовити,bişirmək
1131,zubereiten::V,приготувати,bişirmək
1132,kochen::V,варити,qaynatmaq
1133,kochen::V,готувати,qaynatmaq
1134,backen::V,пекти,bişirmək
1135,braten::V,смажити,qızartmaq
1136,umrühren::V,переміщати,qarışdırmaq
1137,stricken::V,в’язати,hörmək
1138,nähen::V,шити,tikmək
1139,färben::V,пофарбувати,boyamaq
1140,reinigen::V,очистити,təmizləmək
1141,waschen::V,мити,yumaq
1142,abwischen::V,витерти,silmək
1143,spülen::V,полоскати,çalxamaq
1144,fegen::V,підмітати,süpürmək
1145,kehren::V,мести,süpürmək
1146,baden::V,купатися,çimmək
1147,sich waschen::V,митися,yuyunmaq
1148,ausziehen::V,зняти,soyunmaq
1149,anziehen::V,надіти,geymək
1150,sich anziehen::V,одягтися,geyinmək
1151,sich anziehen::V,одягнутися,geyinmək
1152,kämmen::V,зачесати,daramaq
1153,schmücken::V,оздобити,bəzəmək
1154,sagen::V,сказати,demək
1155,sagen::V,сказати,söymek
1156,sprechen::V,говорити,danışmaq
1157,reden::V,розмовляти,danışmaq
1158,sich unterhalten::V,бесідувати,söhbət etmək
1159,fragen::V,запитати,soruşmaq
1160,bitten::V,просити,diləmək
1161,bitten::V,просити,xahiş etmək
1162,erzählen::V,розповісти,bəhs etmək
1163,mitteilen::V,повідомити,bildirmək
1164,nennen::V,назвати,adlandırmaq
1165,rufen::V,кликати,çağırmaq
1166,prahlen::V,хвалитися,öyünmək
1167,übersetzen::V,перекласти,tərcümə etmək
1168,denken::V,думати,düşünmək
1169,denken::V,думати,fikirləşmək
1170,denken::V,мислити,düşünmək
1171,denken::V,мислити,fikirləşmək
1172,glauben::V,вірити,inanmaq
1173,bemerken::V,помітити,qeyd etmək
1174,erkennen::V,пізнати,tanımaq
1175,begreifen::V,осягнути,anlamaq
1176,verstehen::V,почути,duymaq
1177,lernen::V,навчатися,öyrənmək
1178,wissen::V,знати,bilmək
1179,sich erinnern an::V,пам’ятати,xatırlamaq
1180,vergessen::V,забути,unutmaq
1181,messen::V,міряти,ölçmək
1182,zählen::V,лічити,saymaq
1183,rechnen::V,рахувати,hesablamaq
1184,lesen::V,читати,oxumaq
1185,malen::V,малювати,şəkil çəkmək
1186,zeichnen::V,рисувати,cızmaq
1187,schreiben::V,писати,yazmaq
1188,besitzen::V,мати,yiyələnmək
1189,besitzen::V,мати,malik olmaq
1190,kaufen::V,купити,satın almaq
1191,verkaufen::V,продати,satmaq
1192,bezahlen::V,заплатити,ödəmək
1193,zahlen::V,платити,ödəmək
1194,beherrschen::V,володіти,idarə etmək
1195,ertragen::V,витерпіти,dözmək
