,Concept_ID,br,lbe
740,sehr::ADV,-tre,оьну
741,sehr::ADV,-tre,гужну
742,sehr::ADV,-tre,хъинну
743,sehr::ADV,-kenañ,оьну
744,sehr::ADV,-kenañ,гужну
745,sehr::ADV,-kenañ,хъинну
746,so::ADV,evel-se,укукн
747,noch::ADV,c'hoazh,гьала
748,noch::ADV,c'hoazh,уттигу
749,noch::ADV,c'hoazh,цакьинва
750,noch::ADV,c'hoazh,ттигу-шилагу
751,nur::ADV,hepken,анжагь
752,schon::ADV,dija,
753,wieder::ADV,adarre,цӏуницӏа
754,vor::PRP,dirak,хьхьичӏ
755,hinter::PRP,a-drek,махъ
756,hinter::PRP,a-dreñv,махъ
757,unter::PRP,dindan,лув
758,durch::PRP,dre,-х
759,neben::PRP,e-kichen,чӏарав
760,zwischen::PRP,etre,дянив
761,wegen::PRP,abalamour da,цӏаний
762,dies::PRN,hemañ,ва
763,das::PRN,se,та
764,das::PRN,se,кӏа
765,das::PRN,se,га
766,das::PRN,hennezh,та
767,das::PRN,hennezh,кӏа
768,das::PRN,hennezh,га
769,alles::PRN,pep tra,щала
770,ich::PRN,me,на
771,du::PRN,te,ина
772,er::PRN,eñ,му
773,wir::PRN,ni,жу
774,ihr::PRN,c'hwi,зу
775,sie::PRN,int,
776,was::FPRN,petra,ци
777,wer::FPRN,piv,цу
778,wo::FADV,pelec'h,чув
779,wohin::FADV,da belec'h,чун
780,wie::FADV,penaos,цукун
781,warum::FADV,perak,цан
782,wieviel::FNUM,pet,циксса
783,eins::NUM,unan,ца
784,zwei::NUM,daou,кӏива
785,drei::NUM,tri,шамма
786,vier::NUM,pevar,мукьа
787,vier::NUM,pevar,мукьва
788,fünf::NUM,pemp,ххюва
789,sechs::NUM,c'hwec'h,ряхва
790,sieben::NUM,seizh,арула
791,acht::NUM,eizh,мяйва
792,neun::NUM,nav,урчӏва
793,zehn::NUM,dek,ацӏва
794,elf::NUM,unnek,ацӏния цава
795,zwölf::NUM,daouzek,ацӏиия кӏива
796,zwanzig::NUM,ugent,кьува
797,dreißig::NUM,tregont,зувира
798,vierzig::NUM,daou-ugent,мукьцӏала
799,fünfzig::NUM,hanter-kant,ххюцӏала
800,sechzig::NUM,tri-ugent,ряхцӏала
801,siebzig::NUM,dek ha tri-ugent,
802,achtzig::NUM,pevar-ugent,мяйцӏала
803,neunzig::NUM,dek ha pevar-ugent,урчӏцӏала
804,hundert::NUM,kant,ттурш
805,hundert::NUM,kant,ттуршва
806,tausend::NUM,mil,азарва
807,und::CNJ,ha,-гу
808,oder::CNJ,pe,я
809,oder::CNJ,pe,ягу
810,stehen::V,bezañ a-sav,ацӏан
811,sitzen::V,azezañ,щяивкӏун икӏан
812,sitzen::V,bezañ en e goazez,щяивкӏун икӏан
813,liegen::V,bezañ en e c'hourvez,утту нвхьуну икӏан
814,hängen::V,krougañ,зурчӏай тӏун
815,werden::V,dazonet,хьун
816,passieren::V,c'hoarvezout,хьун
817,beginnen::V,stagañ,дайдишин
818,beginnen::V,stagañ,дайдирхьуну дикӏан
819,enden::V,achuiñ,къуртал дан
820,wechseln::V,cheñch,даххана хьун
821,wechseln::V,cheñch,даххана дуллан
822,aufgehen[Sonne]::V,dirouzañ,буклай бур
823,scheinen[Sonne]::V,lugernañ,битан
824,scheinen[Sonne]::V,lugernañ,чани буллан
825,donnern::V,taranal,тӏий бур
826,wehen::V,c'hwezhañ,бишлай бур
827,strömen::V,deredek,экьинан
828,fließen::V,redek,экьинан
829,sich drehen::V,troiñ,гьанан
830,schwanken::V,trantellat,хъюлчу тӏун
831,schwanken::V,trantellat,хӏуркку тӏун
832,schwingen::V,froumal,хъюлчай тӏун
833,schwingen::V,froumal,хъюлчу тӏун
834,fallen::V,kouezhañ,багьлан
835,brennen::V,deviñ,ччучлан
836,rauchen::V,divogedañ,пуркӏу тӏун
837,regnen::V,glavañ,лачӏун
838,regnen::V,glavañ,лачIлай дур
839,gefrieren::V,reviñ,микӏ лачӏун
840,tauen::V,diskornañ,баслан
841,schmelzen::V,teuziñ,баслан
842,trocknen::V,sec'hañ,кьакьан
843,sieden::V,berviñ,щаран
844,faulen::V,breinañ,аьллан
845,verfaulen::V,breinañ,аьллан
846,verfaulen::V,breinañ,аьян
847,reißen::V,darnaouiñ,ххя дукан
848,versinken::V,sodellañ,оькьлан
849,versinken::V,sodellañ,оькьан
850,vergehen::V,tremen,лялиян
851,erscheinen::V,donet war-wel,буккан
852,erscheinen::V,donet war-wel,загьир хьун
853,verschwinden::V,monet diwar wel,бат хьун
854,verschwinden::V,monet diwar wel,акъа хьун
855,sinken::V,en em izelat,чахь учин
856,abnehmen::V,nebeutaat,чан хьун
857,abnehmen::V,nebeutaat,ссуссукьу хьун
858,zunehmen::V,kreskiñ,гьарза хьун
859,steigen::V,sevel,гьаз хьун
860,wachsen::V,kreskiñ,ххяххан
861,glänzen::V,lugernañ,цӏай буккан
862,funkeln::V,elieniñ,цӏай-цӏай тӏун
863,lärmen::V,rabotat,чӏу буллан
864,lärmen::V,rabotat,аьлагъужа буллан
865,klirren::V,diridignat,
866,klirren::V,sterlinkañ,
867,brausen::V,gwegal,никъащилан
868,rauschen::V,trouzal,щурщур тӏун
869,klingen::V,seniñ,чӏу буклан
870,bellen::V,harzhal,хӏап тӏун
871,heulen::V,yudal,
872,blasen::V,c'hwezhañ,уф тӏун
873,pfeifen::V,c'hwitellat,щютӏа тӏун
874,schreien::V,huchal,чӏу бан
875,stöhnen::V,hirvoudiñ,угь-къак тӏун
876,zittern::V,krenañ,зурзу чин
877,zittern::V,krenañ,зурзу тӏун
878,leben::V,bevañ,ялапар хъанан
879,geboren werden::V,genel,ан
880,atmen::V,tennañ e anal,ссихӏ ласлан
881,atmen::V,tennañ e anal,ссихӏ бигьлан
882,trinken::V,evañ,хӏачӏан
883,trinken::V,evañ,хӏачӏлан
884,essen::V,debriñ,канан
885,schlucken::V,lonkañ,кьюлтӏа тӏун
886,müde werden::V,skuizhañ,аьхчӏин
887,einschlafen::V,menel kousket,шанан икӏан
888,schlafen::V,kousket,шанан
889,aufwachen::V,dihuniñ,чантӏ учин
890,aufstehen::V,sevel,бизан
891,sich erholen::V,diskuizhañ,бигьалаган
892,krank werden::V,klañviñ,къашай хьун
893,krank sein::V,bezañ klañv,къашай хъанан
894,krank sein::V,bezañ klañv,къашавай икӏан
895,schmerzen::V,skourjezañ,цӏун
896,husten::V,pasaat,хъугьу чин
897,husten::V,pasaat,хъугьу тӏун
898,husten::V,peudal,хъугьу чин
899,husten::V,peudal,хъугьу тӏун
900,genesen::V,pareañ,хъин хьун
901,genesen::V,pareañ,сагъ лаган
902,sterben::V,mervel,ивчӏан
903,umkommen::V,perisañ,лиллан
904,umkommen::V,perisañ,литӏлан
905,umkommen::V,perisañ,ажал биян
906,umkommen::V,perisañ,личӏи хьун
907,umkommen::V,perisañ,иакьлу хьун
908,umkommen::V,perisañ,ахир жан хъанан
909,umkommen::V,perisañ,рухӏирачӏа икӏан
910,sich bewegen::V,bouljal,сукку хьун
911,sich rühren::V,fiñval,сукку хьун
912,sich erheben::V,sevel,бизан
913,sich setzen::V,azezañ,щяикӏан
914,sich setzen::V,azezañ,щябикӏан
915,sich setzen::V,mont en e goazez,щяикӏан
916,sich setzen::V,mont en e goazez,щябикӏан
917,hinfallen::V,kouezhañ,багьан
918,laufen::V,redek,занан
919,schreiten::V,kerzhet,ша ласлан
920,spazierengehen::V,pourmen,сайр буллан
921,eilen::V,hastañ,анавар буккан
922,sich beeilen::V,hastañ,анавар буккан
923,sausen::V,karzhañ,никъа щилан
924,sausen::V,karzhañ,никъа щун
925,rennen::V,redek,лечлан
926,springen::V,lammat,тӏанкӏ дан
927,klettern::V,krimpat,лахълан
928,schaukeln::V,brañsellat,гьайжак бигьлан
929,kriechen::V,skrampañ,ххярк тӏун
930,schwimmen::V,neuial,гьузун
931,tauchen::V,splujañ,лултту уккан
932,rudern::V,roeñvat,бяхлан
933,rudern::V,roeñvat,батӏлан
934,rudern::V,roeñvat,ххялаххи дуклан
935,fahren::V,kas,гьан
936,fahren::V,bleniañ,гьан
937,fliegen::V,nijal,лехлан
938,gehen::V,mont,нан
939,weggehen::V,mont kuit,ялагьан
940,abfahren::V,mont kuit,гьан
941,anhalten::V,chom a-sav,бацӏан
942,hineingehen::V,monet e-barzh,буххан
943,eintreten::V,monet e-barzh,буххан
944,kommen::V,dont,учӏан
945,ankommen::V,erruout,биян
946,ankommen::V,erruout,бучӏан
947,zurückkommen::V,addonet,зана хъун
948,zurückkommen::V,addonet,зана бикӏан
949,bleiben::V,chom,личӏан
950,warten::V,gortoz,ялугьлан
951,erwarten::V,gortoz,ялугьлан
952,suchen::V,klask,луглан
953,finden::V,kavout,лякъин
954,versuchen::V,klask,ххал буллан
955,vorbereiten::V,aozañ,хӏадур бан
956,lieben::V,karout,эшкьи хьуиу бикӏан
957,mögen::V,karout,ххиран бикӏан
958,lachen::V,c'hoarzin,хъян
959,rühren::V,tenerañ,
960,weinen::V,gouelañ,аьтӏун
961,schimpfen::V,krozal,дяъван
962,schimpfen::V,krozal,ссугайи агьан
963,sich ärgern::V,fachañ,ссибизлан
964,sich ärgern::V,en em fachañ,ссибизлан
965,fliehen::V,tec'het,ака бан
966,flüchten::V,tuzañ,лихъан
967,sehen::V,gwelet,чӏалан
968,anschauen::V,sellout ouzh,урган
969,ansehen::V,sellout ouzh,буруглан
970,hören::V,klevet,баллан
971,zuhören::V,selaou,вичӏи дихьлан
972,probieren::V,blasa,тӏин ххал буллан
973,riechen::V,klevet,ссунтӏа тӏун
974,fühlen::V,santout,дакӏнил буслан
975,scheinen::V,diskouez bezañ,ххан
976,scheinen::V,diskouez bezañ,бизан
977,scheinen::V,diskouez bezañ,ххан бикӏлай бикӏан
978,zu sehen sein::V,bezañ gwelus,
979,vernehmen::V,merzhañ,баян
980,frieren::V,anoued,лигьулул хъанан
981,tun::V,ober,бан
982,können::V,gouzout,хьун
983,wollen::V,fellout da,
984,wollen::V,kaout c'hoant da,
985,anfangen::V,kregiñ,дайдишин
986,beenden::V,achuiñ,къуртал бан
987,aufhören::V,paouez,кьабагьан
988,öffnen::V,digeriñ,тӏитӏин
989,schließen::V,serriñ,лакьин
990,stellen::V,lakaat,дацӏан дан
991,stellen::V,lakaat,бишин
992,setzen::V,lakaat,щяитан
993,legen::V,lakaat,бишин
994,berühren::V,touch,ка щун
995,verbinden::V,eren,бахӏин
996,verbinden::V,eren,дахӏин
997,bedecken::V,goloiñ,ялтту бущин
998,bedecken::V,goloiñ,ялтту бакьин
999,aufhängen::V,istribilhañ,лахъан
1000,anzünden::V,alumiñ,лахъан
1001,anzünden::V,c'hwezzañ,лахъан
1002,aufheben::V,dastum,гьаз бан
1003,zurücklassen::V,lezel,кьаитан
1004,zurücklassen::V,lezel,битан
1005,verlieren::V,koll,дакъа дан
1006,fallen lassen::V,laoskel,рутан
1007,fallen lassen::V,lezel da gouezhel,рутан
1008,machen::V,ober,дан
1009,herstellen::V,fardañ,яраг ишла бувиу бан
1010,bauen::V,sevel,дан
1011,reparieren::V,adaozañ,дакьин дан
1012,verbessern::V,gwellaat,ххуй дан
1013,ändern::V,cheñch,баххана бан
1014,graben::V,kleuzañ,дуклан
1015,beugen::V,plegañ,лахӏан бан
1016,beugen::V,plegañ,кьус бикӏан
1017,biegen::V,krommañ,баччин
1018,biegen::V,krommañ,лахӏан бан
1019,drehen::V,treiñ,гьанан
1020,wenden::V,treiñ,кӏура баен бан
1021,umdrehen::V,treiñ,кӏура баен бан
1022,heben::V,sevel,гьаз бан
1023,hochheben::V,sevel,гьаз бан
1024,ergreifen::V,kemer,хъап дан
1025,ergreifen::V,kemer,хъап увиу угьан
1026,halten::V,dalc'hen,бугьлан
1027,drücken::V,bountañ,кьюч бигьлан
1028,schieben::V,poulzañ,щун
1029,kratzen::V,skrabat,
1030,lecken::V,lipat,ланцӏа тӏун
1031,beißen::V,kregiñ,хъапа тӏун
1032,beißen::V,kregiñ,кьацӏа тӏун
1033,abreißen::V,diframmañ,буцан
1034,abschneiden::V,troc'hañ,бухъан
1035,abschneiden::V,troc'hañ,кьукьин
1036,binden::V,stagañ,бахӏин
1037,binden::V,stagañ,дахӏин
1038,stecken::V,sankañ,
1039,brechen::V,darnaouiñ,гъагъан
1040,klopfen::V,skoiñ,кьутӏа тӏун
1041,hauen::V,dornañ,рищун
1042,kleben::V,pegañ,лачӏун буллан
1043,reiben::V,taravat,ссуку буллан
1044,reiben::V,trekiñ,ссуку буллан
1045,streichen::V,toazañ,дугъан
1046,streichen::V,toazañ,аьгъу дан
1047,schleifen::V,lemmañ,
1048,schneiden::V,troc'hañ,духълан
1049,schneiden::V,troc'hañ,кьукьлан
1050,rütteln::V,tordorosañ,
1051,schütteln::V,hejañ,хъюлчу буллан
1052,schütten::V,diskargañ,рутӏин
1053,füllen::V,kargañ,буцӏин бан
1054,einwickeln::V,gronnañ,кай-кай бан
1055,tragen::V,dougen,ларсун занан
1056,tragen::V,dougen,ларсун ачин
1057,schleppen::V,stlejal,ххилан
1058,ziehen::V,sachañ,
1059,aufbewahren::V,miret,ядан
1060,aufbewahren::V,miret,ядуллан
1061,werfen::V,teuler,личин
1062,fangen::V,tapañ,бугьан
1063,fangen::V,tapañ,бугьлан
1064,packen::V,krapat,
1065,verstecken::V,kuzhat,ладитан
1066,verstecken::V,kuzhat,кьюлтӏ дан
1067,verstecken::V,kuzhat,дахьлаган дан
1068,teilen::V,rannañ,бачӏин
1069,teilen::V,rannañ,бутӏа бан
1070,schicken::V,kas,тӏайла буккан
1071,bringen::V,degas,диян дан
1072,hinzufügen::V,lakat ouzhpenn,ххи бан
1073,bekommen::V,kaout,ласун
1074,erhalten::V,kaout,ласун
1075,nehmen::V,kemer,ласун
1076,wählen::V,choaz,бувчӏин
1077,auswählen::V,dibab,бувчӏин
1078,auswählen::V,dibab,язи бугьан
1079,bewahren::V,mirout,ядан
1080,behindern::V,diaezañ,дайщишруду дуллан
1081,verderben::V,lovrañ,зия дан
1082,beschädigen::V,gwallegañ,зарал буллан
1083,zerbrechen::V,torriñ,гьагъан
1084,zerbrechen::V,torriñ,гьагъан бан
1085,zerreißen::V,diroegiñ,ххяхха дуккан
1086,zerstören::V,distrujañ,лекьан дан
1087,verbrennen::V,deviñ,ччуччин
1088,geben::V,reiñ,дулун
1089,schenken::V,donezonañ,пишкаш дан
1090,schenken::V,donezonañ,багъишла дан
1091,schenken::V,donezonañ,ихӏсандалун дуллун
1092,versprechen::V,prometiñ,банна чин
1093,wünschen::V,hetiñ,
1094,loben::V,feurmiñ,цӏа дан
1095,küssen::V,pokat,ппай тӏун
1096,wiegen::V,pouezañ,гьуркку тӏун
1097,wiegen::V,pouezañ,гьуркку буллан
1098,wiegen::V,pouezañ,гьуркку бан
1099,zudecken::V,goloiñ,
1100,wecken::V,dihuniñ,чантӏ учин ан
1101,zeigen::V,diskouez,ккаккан бан
1102,führen::V,kas,буцин
1103,lehren::V,deskiñ,лахьхьин бан
1104,lehren::V,deskiñ,лахьхьин буллан
1105,unterrichten::V,kelenn,дарс дишаван
1106,leiten::V,bleinañ,каялувшиву дан
1107,antreiben::V,poulzañ,
1108,lassen::V,leuskel,
1109,einladen::V,pediñ,хъамалу оьвчин
1110,vereinigen::V,unisañ,ца бан
1111,besuchen::V,gweladenniñ,ялун уххан
1112,treffen::V,kejal,хьуна бакьин
1113,treffen::V,ankontrañ,хьуна бакьин
1114,sich versammeln::V,bodennañ,батӏин
1115,spielen::V,c'hoari,тӏуркӏу тӏун
1116,singen::V,kanañ,балай тӏун
1117,tanzen::V,dañsal,къавтӏун
1118,sich trennen::V,dispartiañ,ппив хьун
1119,verlassen::V,lezel,увккун гьан
1120,retten::V,saveteiñ,ххассал бан
1121,bewachen::V,mesa,къарал бан
1122,schützen::V,diwall,ябан
1123,verteidigen::V,difenn,буруччин
1124,sich schlagen::V,lopañ,биян
1125,siegen::V,trec'hiñ,ххув хьун
1126,siegen::V,trec'hiñ,ххувшаву ласун
1127,ärgern::V,hegasiñ,ссибизан уллан
1128,schlagen::V,skeiñ,рищун
1129,treten::V,botaouiñ,
1130,stechen::V,pikat,кьутӏин
1131,stoßen::V,stokañ,щун
1132,stehlen::V,laerezh,дацин
1133,stören::V,direnkañ,кьючин
1134,belästigen::V,dregasiñ,бизар уллан
1135,verbergen::V,skoachañ,лабитан
1136,verbergen::V,skoachañ,кӏучӏ бан
1137,täuschen::V,tromplañ,хъяврин ан
1138,betrügen::V,lorbañ,аьикьин ан
1139,töten::V,lazhañ,ивчӏан
1140,wohnen::V,bezañ o chom,оьрму бутлан
1141,arbeiten::V,labourat,зун
1142,sammeln::V,dastum,ттихӏин
1143,sammeln::V,dastum,вив дишин
1144,pflücken::V,kuntuilhañ,риттун
1145,jagen::V,chaseal,авли занан
1146,fischen::V,pesketa,чавахъру бугьлан
1147,fassen::V,pakañ,бугьан
1148,hüten::V,geota,урттуйн бакьлан
1149,anbinden::V,stagañ,бахӏин
1150,füttern::V,boueta,канаки буллан
1151,melken::V,goro,ттизин
1152,hacken::V,difrakal,мюрш буллан
1153,hacken::V,difrakal,мюрш бан
1154,gießen::V,dourañ,щин дишин
1155,reifen::V,azviñ,диян
1156,zubereiten::V,keginañ,хӏадур дан
1157,zubereiten::V,keginañ,хӏадур бан
1158,kochen::V,poazhañ,шашан
1159,kochen::V,poazhañ,шашан дуллан
1160,backen::V,fritañ,бишлан
1161,backen::V,fritañ,шахьлан
1162,braten::V,rostañ,цӏарайх дуллан
1163,stricken::V,stammañ,щащлан
1164,stricken::V,stammañ,щащан
1165,nähen::V,gwriat,дуруххан
1166,färben::V,livañ,ранг щун
1167,reinigen::V,naetañ,марцӏ бан
1168,waschen::V,gwalc'hiñ,шюшин
1169,abwischen::V,torchañ,лишин
1170,spülen::V,disgwalc'hiñ,вилаган
1171,fegen::V,skubañ,башин
1172,kehren::V,skubañ,бахьлан
1173,baden::V,kouronkañ,щинавун учӏлан
1174,sich waschen::V,en em walc'hiñ,диссун
1175,sich waschen::V,en em walc'hiñ,лажин диссун
1176,sich waschen::V,en em walc'hiñ,лажин дислан
1177,sich waschen::V,en em walc'hiñ,биссун
1178,sich waschen::V,en em walc'hiñ,чурх бислан
1179,sich anziehen::V,gwiskañ,янна лаххан
1180,kämmen::V,kribat,ттарал дуккан
1181,schmücken::V,kinklañ,чӏюлу бан
1182,sagen::V,larêt,учин
1183,sagen::V,lavaret,учин
1184,sprechen::V,komz,гъалгъа тӏун
1185,reden::V,kaozeal,гъалгъа тӏун
1186,sich unterhalten::V,balbotal,гъалгъа тӏун
1187,fragen::V,goulenn,цӏуххин
1188,bitten::V,goulenn,тавакъю буллан
1189,erzählen::V,kontañ,хавар бусан
1190,mitteilen::V,kemenn,баян бан
1191,mitteilen::V,kemenn,хавар бан
1192,nennen::V,anviñ,цӏа дизан
1193,rufen::V,gelver,оьвтӏун
1194,prahlen::V,fougeal,цӏа дуллан
1195,übersetzen::V,treiñ,таржума бан
1196,denken::V,soñjal,пикри буллан
1197,glauben::V,krediñ,вих хьун
1198,bemerken::V,apresevañ,хӏисав хъун
1199,erkennen::V,anavout,увчӏин
1200,begreifen::V,meizañ,бувчӏин
1201,verstehen::V,kompren,
1202,lernen::V,deskiñ,лахьлан
1203,lernen::V,deskiñ,лахьхьин
1204,wissen::V,gouzout,кӏулну бикӏан
1205,wissen::V,gouzout,хавар бикӏан
1206,sich erinnern an::V,kaout soñj e,дакӏнин бутан
1207,vergessen::V,ankouaat,хъама битан
1208,messen::V,muzuliañ,дуцин дуллан
1209,messen::V,muzuliañ,дуцин дан
1210,zählen::V,kontañ,дуккин
1211,rechnen::V,jedañ,хӏисав дан
1212,lesen::V,lenn,ккалан
1213,malen::V,livañ,сурат дуллан
1214,zeichnen::V,tresañ,сурат дуллан
1215,schreiben::V,skrivañ,чичин
1216,schreiben::V,skrivañ,чичлан
1217,besitzen::V,kaout,дуну икӏан
1218,besitzen::V,kaout,дуну дикӏан
1219,besitzen::V,kaout,заллуну икӏан
1220,kaufen::V,prenañ,машан ласун
1221,verkaufen::V,gwerzhañ,баххан
1222,bezahlen::V,paeañ,арцу дулун
1223,bezahlen::V,paeañ,багьа булун
1224,zahlen::V,paeañ,арцу дулун
1225,zahlen::V,paeañ,багьа булун
1226,beherrschen::V,mestroniañ,дуну икӏан
1227,beherrschen::V,mestroniañ,заллуну икӏан
1228,ertragen::V,anduriñ,бухӏан
1229,Grube::N,,кӏаланг
1230,Spur::N,,ша
1231,Lehm::N,,сина аьрщи
1232,Laut::N,,чӏу
1233,Winkel::N,,мурцӏу
1234,Lagerfeuer::N,,къавтӏн
1235,vergebens::ADV,,аьдада
1236,vergebens::ADV,,нахӏакь
1237,untergehen[Sonne]::V,,лаглай бур
1238,läuten::V,,занг ришлан
1239,läuten::V,,занг дуллан
1240,klingeln::V,,занг ришлан
1241,klingeln::V,,занг дуллан
1242,sich fürchten::V,,ингъауслан
1243,fürchten::V,,хӏучӏ тӏун
1244,gelingen::V,,бюхъан
1245,schwenken::V,,палцӏ дуллан
1246,reichen::V,,дулун
1247,aufziehen::V,,хъуна ан
1248,aufziehen::V,,тарбия ан
1249,schießen::V,,битлан
1250,treiben::V,,дачин дуллан
1251,treiben::V,,лихъан буллан
1252,umrühren::V,,хӏала бан
1253,ausziehen::V,,ликкан
1254,anziehen::V,,лаххан
