,Concept_ID,mhr,tt
121,Bach::N,изэҥе́р,елга
122,Fluss::N,эҥе́р,дәрья
123,Ufer::N,сер,су кырые
124,Küste::N,вӱдтӱ́р,яр буе
125,Festland::N,мла́нде,коры җир
126,Meer::N,те́ҥыз,диңгез
127,Bucht::N,икса́,бухта
128,Bucht::N,икса́,култык
129,Insel::N,отро́,атау
130,Insel::N,отро́,утрау
131,Blume::N,пеле́дыш,чәчкә
132,Gras::N,шу́до,үлән
133,Wurzel::N,вож,тамыр
134,Baum::N,пуше́ҥге,агач
135,Stamm::N,йы́тыр,кәүсә
136,Rinde::N,шӱм,кабык
137,Ast::N,укш,ботак
138,Zweig::N,торма́к,ботак
139,Zweig::N,торма́к,тармак
140,Blatt::N,лышта́ш,яфрак
141,Birke::N,куэ́,каен
142,Kiefer[Baum]::N,пӱ́нчӧ,нарат
143,Weide[Baum]::N,уа́,тал
144,Tanne::N,кож,чыршы
145,Horn::N,шур,мөгез
146,Feder::N,пы́стыл,йон
147,Fell::N,кова́ште,тире
148,Flügel::N,шу́лдыр,канат
149,Klaue::N,кӱч,тырнак
150,Kralle::N,ла́па,тырнак
151,Kralle::N,копа́,тырнак
152,Schwanz::N,поч,койрык
153,Ei::N,му́но,күкәй
154,Ei::N,му́но,йомырка
155,Nest::N,пыжа́ш,оя
156,Bau::N,пыжа́ш,өн
157,Tier::N,я́нлык,хайван
158,Tier::N,живо́тный,хайван
159,Herde::N,кӱ́тӱ,көтү
160,Herde::N,тӱшка́,көтү
161,Kuh::N,ушка́л,сыер
162,Bulle::N,ӱ́шкыж,үгез
163,Pferd::N,и́мне,ат
164,Schaf::N,шо́рык,сарык
165,Schwein::N,сӧсна́,дуңгыз
166,Hund::N,пий,эт
167,Katze::N,пы́рыс,песи
168,Bär::N,маска́,аю
169,Eichhörnchen::N,ур,тиен
170,Elch::N,шо́рдо,поши
171,Fuchs::N,ры́выж,төлке
172,Hase::N,мера́ҥ,куян
173,Maus::N,коля́,тычкан
174,Wolf::N,пи́ре,бүре
175,Vogel::N,ка́йык,кош
176,Schwarm::N,каша́к,көтү
177,Huhn::N,чы́ве,тавык
178,Hahn::N,агыта́н,әтәч
179,Gans::N,ко́мбо,каз
180,Adler::N,карагу́ш,каракош
181,Ente::N,лу́до,үрдәк
182,Eule::N,тумна́,ябалак
183,Kranich::N,турня́,торна
184,Krähe::N,кора́к,карга
185,Kuckuck::N,куку́,күке
186,Kuckuck::N,куку́,кәккүк
187,Schwan::N,йӱ́ксӧ,аккош
188,Fisch::N,кол,балык
189,Barsch::N,ола́ҥге,алабуга
190,Hecht::N,нуж,чуртан
191,Hecht::N,чорта́н,чуртан
192,Schlange[Tier]::N,ки́шке,елан
193,Wurm::N,шукш,корт
194,Spinne::N,эҥыре́мыш,үрмәкүч
195,Ameise::N,ку́тко,кырмыска
196,Laus::N,тий,бет
197,Mücke::N,шыҥа́,черки
198,Mücke::N,шыҥа́,озынборын
199,Fliege::N,ка́рме,чебен
200,Schmetterling::N,лы́ве,күбәләк
201,Beere::N,мӧр,җиләк
202,Apfel::N,олма́,алма
203,Pilz::N,по́ҥго,гөмбә
204,Zwiebel::N,шога́н,суган
205,Zwiebel::N,шога́н,суганбаш
206,Saat::N,нӧ́шмӧ,орлык
207,Saat::N,туш,орлык
208,Korn::N,шу́рно,иген
209,Korn::N,шу́рно,орлык
210,Heu::N,шу́до,печән
211,Schale::N,шӱм,кабык
212,Grube::N,выне́м,баз
213,Grube::N,выне́м,чокыр
214,Falle::N,лӧ́дӧ,тозак
215,Falle::N,лӧ́дӧ,капкын
216,Schlinge::N,о́птыш,элмәк
217,Schlinge::N,шӧрга́лтыш,элмәк
218,Spur::N,кыша́,эз
219,Asche::N,ло́мыж,көл
220,Dreck::N,лавыра́,пычрак
221,Eisen::N,кӱ́ртньӧ,тимер
222,Gold::N,шӧ́ртньӧ,алтын
223,Silber::N,ший,көмеш
224,Kohle::N,мландышӱ́й,күмер
225,Glas::N,янда́,пыяла
226,Lehm::N,шун,балчык
227,Sand::N,ошма́,ком
228,Mensch::N,еҥ,адәм
229,Mensch::N,еҥ,инсан
230,Mensch::N,айде́ме,адәм
231,Mensch::N,айде́ме,инсан
232,Mann::N,пӧръе́ҥ,ир
233,Frau::N,ӱдырама́ш,хатын
234,Kind::N,аза́,бала
235,Junge::N,рве́зе,малай
236,Mädchen::N,ӱдыра́ш,кыз
237,Familie::N,еш,гаилә
238,Großvater::N,коча́,бабай
239,Großmutter::N,кова́,әби
240,Eltern::N,ача́-ава́,ата-ана
241,Vater::N,ача́,ата
242,Mutter::N,ава́,ана
243,Sohn::N,э́рге,ул
244,Tochter::N,ӱ́дыр,кыз
245,Bruder::N,иза́,кардәш
246,Bruder::N,шо́льо,кардәш
247,Schwester::N,ака́,апа
248,Schwester::N,ака́,сеңел
249,Onkel::N,иза́,дәдә
250,Onkel::N,иза́,дәдәй
251,Tante::N,кока́,түти
252,Tante::N,кока́,тәтәй
253,Ehemann::N,мари́й,ир
254,Ehefrau::N,ва́те,хатын
255,Freude::N,куа́н,сөенеч
256,Freude::N,куаныма́ш,сөенеч
257,Gelächter::N,во́штылтыш,көлү
258,Gelächter::N,во́штылтыш,көлеш
259,Glück::N,пиа́л,бәхет
260,Kummer::N,о́йго,хәсрәт
261,Wunsch::N,ку́мыл,теләк
262,Lust::N,ку́мыл,теләк
263,Lust::N,ку́мыл,теләү
264,Geist::N,ӧрт,рух
265,Geist::N,чон,рух
266,Gedanke::N,ой,уй
267,Gedanke::N,ой,фикер
268,Gedanke::N,шоныма́ш,уй
269,Gedanke::N,шоныма́ш,фикер
270,Gedächtnis::N,шарныма́ш,хәтер
271,Verstand::N,уш,акыл
272,Sinn::N,смысл,мәгънә
273,Grund::N,ама́л,сәбәп
274,Wahrheit::N,чын,хак
275,Gespräch::N,мутланыма́ш,әңгәмә
276,Märchen::N,йома́к,әкият
277,Erzählung::N,ойлыма́ш,хикәя
278,Nachricht::N,увертарыма́ш,хәбәр
279,Neuigkeit::N,уве́р,яңалык
280,Name::N,лӱм,исем
281,Rätsel::N,ту́што,табышмак
282,Rede::N,ойлыма́ш,нотык
283,Sprache::N,йы́лме,тел
284,Stimme::N,йӱк,тавыш
285,Wort::N,ой,сүз
286,Wort::N,мут,сүз
287,Zeichen::N,ти́ште,ишарә
288,Zeichen::N,знак,ишарә
289,Ruf::N,ӱжма́ш,дәшү
290,Lärm::N,лӱшкыма́ш,шау
291,Lärm::N,йӱк-йӱа́н,шау
292,Laut::N,йӱк,аваз
293,Ton::N,йӱксе́м,шалтырату
294,Lied::N,му́ро,җыр
295,Ruhe::N,ты́мык,тынлык
296,Leute::N,еҥ-влак,халык
297,Volk::N,ка́лык,халык
298,Arbeit::N,паша́,эш
299,Arbeit::N,паша́,хезмәт
300,Gast::N,уна́,кунак
301,Geschenk::N,пӧле́к,бүләк
302,Spiel::N,мо́дыш,уен
303,Spiel::N,модма́ш,уен
304,Gesellschaft::N,тӱшка́,җәмгыять
305,Hilfe::N,по́лыш,ярдәм
306,Hilfe::N,по́лыш,булышлык
307,Freund::N,таҥ,дус
308,Freund::N,йолта́ш,дус
309,Kamerad::N,таҥ,иптәш
310,Angelegenheit::N,паша́,эш
311,Anzahl::N,чот,микъдар
312,Art::N,вид,төр
313,Stück::N,ка́тыш,кисәк
314,Stück::N,ла́стык,кисәк
315,Teil::N,ужа́ш,өлеш
316,Hälfte::N,пел,ярым
317,Hälfte::N,пе́ле,ярым
318,Kreis::N,ты́ртыш,түгәрәк
319,Kreuz::N,ыре́с,хач
320,Kreuz::N,ыре́с,тәре
321,Linie::N,ли́ний,сызык
322,Strich::N,коре́ш,сызык
323,Abstand::N,кокла́,ара
324,Entfernung::N,тора́,ераклык
325,Entfernung::N,ку́жыт,ераклык
326,Gegend::N,кунде́м,урын
327,Platz::N,ку́мдык,бушлык
328,Ort::N,вер,урын
329,Ort::N,о́лмо,урын
330,Seite::N,ӧ́рдыж,як
331,Mitte::N,покше́л,урта
332,Gegenstand::N,наста́,нәрсә
333,Sache::N,наста́,нәрсә
334,Rand::N,тӱр,чит
335,Kante::N,тӱр,кырый
336,Ecke::N,лук,почмак
337,Spitze::N,вуй,оч
338,Ende::N,муча́ш,азак
339,Loch::N,рож,тишек
340,Winkel::N,лук,почмак
341,Muster::N,пеза́к,парча
342,Muster::N,узо́р,парча
343,Muster::N,ӱ́лгӧ,парча
344,Größe::N,кӱ́кшыт,зурлык
345,Länge::N,ку́тыш,озынлык
346,Höhe::N,кӱ́кшыт,биеклек
347,Gewicht::N,не́лыт,авырлык
348,Menge::N,чот,микъдар
349,Haufen::N,кы́шыл,өем
350,Reihe::N,рада́м,рәт
351,Boot::N,пуш,каек
352,Boot::N,пуш,көймә
353,Ruder::N,эшка́к,ишкәк
354,Schlitten::N,тер,чана
355,Schlitten::N,изде́р,чана
356,Ski::N,е́че,чаңгы
357,Lagerfeuer::N,туло́то,костёр
358,Last::N,нӧ́лтыш,йөк
359,Gang::N,ошкылма́ш,йөреш
360,Schritt::N,о́шкыл,адым
361,Norden::N,йӱдйыма́л,төньяк
362,Süden::N,кечывалве́л,көньяк
363,Westen::N,касве́л,көнбатыш
364,Osten::N,эрве́л,шәрык
365,Osten::N,эрве́л,көнчыгыш
366,Holz::N,пу,агач
367,Brett::N,оҥа́,такта
368,Platte::N,аста́р,плитә
369,Stütze::N,чара́к,таяу
370,Stange::N,лома́ш,колга
371,Stock::N,тоя́,таяк
372,Stab::N,вара́,таяк
373,Stab::N,кашта́,таяк
374,Rohr::N,пуч,торба
375,Haus::N,пӧрт,өй
376,Haus::N,пӧрт,йорт
377,Heim::N,мӧ́ҥгӧ,гаилә
378,Heim::N,мӧ́ҥгӧ,нәсел
379,Ofen::N,комака́,мич
380,Fußboden::N,кӱва́р,идән
381,Tisch::N,ӱсте́л,өстәл
382,Stuhl::N,пӱке́н,утыргыч
383,Wiege::N,шепка́,бишек
384,Bett::N,ва́кшыш,ятак
385,Bett::N,ва́кшыш,урын-җир
386,Regal::N,шӧ́рлык,киштә
387,Regal::N,шӧ́рлык,шүрлек
388,Kiste::N,шо́ндык,әрҗә
389,Kiste::N,я́шлык,әрҗә
390,Fenster::N,окна́,тәрәзә
391,Tür::N,омса́,ишек
392,Tor::N,капка́,капка
393,Zaun::N,сава́р,койма
394,Dach::N,леве́дыш,түбә
395,Leiter::N,тошка́лтыш,баскыч
396,Besen::N,ӱштерво́штыр,себерке
397,Spaten::N,ко́льмо,көрәк
398,Schaufel::N,сово́к,көрәк
399,Schaufel::N,су́ско,көрәк
400,Gabel::N,ви́лке,чәннечке
401,Löffel::N,па́не,кашык
402,Löffel::N,совла́,кашык
403,Messer::N,кӱ́зӧ,пычак
404,Nagel::N,пуда́,кадак
405,Netz::N,вапш,челтәр
406,Haken::N,са́гыле,ыргак
407,Griff::N,кыл,тотка
408,Schloss::N,кӧгӧ́н,йозак
409,Bild::N,сӱре́т,рәсем
410,Bild::N,сӱре́т,картина
411,Figur::N,фигу́р,сын
412,Figur::N,фигу́р,фигура
413,Puppe::N,курча́к,курчак
414,Beutel::N,меша́к,луза
415,Bündel::N,арша́ш,бәйләм
416,Tasche::N,сумка́,букча
417,Eimer::N,ведра́,чиләк
418,Deckel::N,ко́мдыш,капкач
419,Geschirr::N,а́те,савыт-саба
420,Geschirr::N,а́те,кашык-аяк
421,Sack::N,куль,капчык
422,Sack::N,меша́к,капчык
423,Tasse::N,чу́кыр,чынаяк
424,Tasse::N,чашка́,чынаяк
425,Topf::N,ми́ске,чүлмәк
426,Kessel::N,под,казан
427,Essen::N,ко́чкыш,ашау
428,Nahrung::N,ку́рго,азык
429,Nahrung::N,ку́рго,тәгам
430,Nahrung::N,ку́рго,ашамлык
431,Speise::N,ко́чкыш,ризык
432,Fleisch::N,шыл,ит
433,Getreide::N,шу́рно,ашлык
434,Brei::N,пу́чымыш,ботка
435,Brot::N,ки́нде,ипи
436,Brot::N,ки́нде,икмәк
437,Scheibe::N,ка́тыш,телем
438,Fett::N,коя́,май
439,Butter::N,ӱй,май
440,Öl::N,ӱй,май
441,Salz::N,шинча́л,тоз
442,Suppe::N,шӱр,шулпа
443,Honig::N,мӱй,бал
444,Milch::N,шӧр,сөт
445,Tee::N,чай,чәй
446,Leder::N,сура́н,күн
447,Leder::N,шӱ́штӧ,күн
448,Wolle::N,пун,йон
449,Stoff::N,куэ́м,тукыма
450,Stoff::N,посто́,тукыма
451,Nadel::N,и́ме,энә
452,Faden::N,шӱ́ртӧ,җеп
453,Knopf::N,по́лдыш,төймә
454,Knoten::N,пышке́м,төен
455,Farbe::N,чия́,буяу
456,Kleidung::N,чие́м,кием
457,Kleidung::N,вурге́м,кием
458,Hemd::N,ту́выр,күлмәк
459,Kragen::N,сога́,яка
460,Ärmel::N,шокш,җиң
461,Hose::N,йола́ш,чалбар
462,Gürtel::N,ӱ́штӧ,билбау
463,Mütze::N,упш,бүрек
464,Schuh::N,боти́нке,башмак
465,Stiefel::N,кем,итек
466,Ring::N,шерга́ш,балдак
467,Band::N,тасма́,тасма
468,Band::N,ле́нте,тасма
469,Kamm::N,шерге́,тарак
470,Spiegel::N,вошто́нчыш,көзге
471,Riemen::N,кӱзанӱ́штӧ,каеш
472,Schnur::N,кере́м,бау
473,Schnur::N,кандыра́,бау
474,Leine::N,вӱра́ҥ,тезген
475,Decke::N,леве́дыш,юрган
476,Decke::N,одея́л,юрган
477,Kissen::N,кӱ́пчык,мендәр
478,Tuch::N,шо́выч,яулык
479,Handtuch::N,со́лык,сөлгә
480,Kraft::N,вий,егәр
481,Kraft::N,вий,дәрман
482,Kraft::N,куа́т,егәр
483,Kraft::N,куа́т,дәрман
484,Stärke::N,куа́т,көч
485,Stärke::N,куа́т,дәрман
486,Stärke::N,карма́н,көч
487,Stärke::N,карма́н,дәрман
488,Gesundheit::N,таза́лык,саулык
489,Krankheit::N,чер,чир
490,Krankheit::N,чер,хаста
491,Krankheit::N,чер,сырхау
492,Schmerz::N,ко́рштыш,авырту
493,Wunde::N,су́сыр,яра
494,Wunde::N,су́сыр,җәрәхәт
495,Fieber::N,йӱштыму́ж,бизгәк
496,Fieber::N,лихора́дке,бизгәк
497,Arznei::N,эм,дару
498,Brücke::N,кӱва́р,күпер
499,Brunnen::N,вӱдвыне́м,кое
500,Weide::N,нурше́р,утлавык
501,Pfad::N,йолго́рно,сукмак
502,Pfad::N,сокма́к,сукмак
503,Weg::N,ко́рно,юл
504,Straße::N,ко́рно,урам
505,Dorf::N,ял,авыл
506,Stadt::N,ола́,шәһәр
507,Brief::N,се́рыш,хат
508,Buch::N,книга́,китап
509,Buchstabe::N,буква́,хәреф
510,Zeitung::N,газе́т,газет
511,Zeitung::N,газе́т,газета
512,Leben::N,и́лыш,гомер
513,Leben::N,и́лыш,тормыш
514,Leben::N,и́лыш,тереклек
515,Tod::N,колыма́ш,үлем
516,Grab::N,шӱга́р,гүр
517,Grab::N,шӱга́р,кабер
518,Kirche::N,че́рке,чиркәү
519,Sünde::N,су́лык,язык
520,Sünde::N,су́лык,гөнаһ
521,Gott::N,ю́мо,алла
522,Gott::N,ю́мо,ходай
523,Arbeiter::N,паша́зе,эшче
524,Chef::N,тӧра́,башлык
525,Meister::N,маста́р,оста
526,Arzt::N,врач,врач
527,Arzt::N,врач,табиб
528,Lehrer::N,ту́ныктышо,укытучы
529,Lehrer::N,ту́ныктышо,мөгаллим
530,Geld::N,окса́,акча
531,Geschäft::N,сатулыма́ш,эш
532,Laden::N,ке́выт,кибет
533,Laden::N,ке́выт,магазин
534,Preis::N,ак,бәя
535,Preis::N,ак,бәһа
536,Ware::N,сату́,товар
537,Nutzen::N,пайда́,файда
538,Reichtum::N,поя́нлык,байлык
539,Welt::N,тӱня́,дөнья
540,Land::N,эл,ил
541,Staat::N,кугыжа́ныш,дәүләт
542,König::N,кугыжа́,патша
543,Macht::N,власть,хакимият
544,Grenze::N,грани́ца,чик
545,Krieg::N,сар,сугыш
546,Feind::N,тушма́н,дошман
547,Gewalt::N,виешлыма́ш,көчләү
548,Kampf::N,кредалма́ш,көрәш
549,Bogen[Waffe]::N,юҥе́ж,җәя
550,Pfeil::N,пикш,ук
551,Gewehr::N,пыча́л,мылтык
552,Fehler::N,йо́ҥылыш,хата
553,Lüge::N,шоя́к,ялган
554,Schaden::N,зия́н,зыян
555,Schaden::N,зия́н,зарар
556,Unglück::N,эҥге́к,бәла
557,Schuld::N,тита́к,гаеп
558,Schuld::N,йола́,гаеп
559,Alter::N,ийго́т,яшь
560,Schluss::N,муча́ш,ахыр
561,Zeit::N,жап,заман
562,Zeit::N,па́гыт,заман
563,Tag::N,ке́че,көн
564,Morgen::N,эр,иртә
565,Mittag::N,кечыва́л,өйлә
566,Abend::N,кас,кич
567,Nacht::N,йӱд,төн
568,Woche::N,арня́,атна
569,Monat::N,ты́лзе,ай
570,Jahr::N,ий,ел
571,Frühling::N,шо́шо,яз
572,Sommer::N,кеҥе́ж,җәй
573,Herbst::N,шы́же,көз
574,Winter::N,те́ле,кыш
575,Januar::N,шоркыйол,гыйнвар
576,Januar::N,идалыкву́й,гыйнвар
577,Januar::N,янва́рь,гыйнвар
578,Februar::N,пургыж,февраль
579,Februar::N,февра́ль,февраль
580,März::N,ӱярня,март
581,März::N,март,март
582,April::N,апре́ль,апрель
583,Mai::N,ага,май
584,Mai::N,май,май
585,Juni::N,пеледыш,июнь
586,Juni::N,ию́нь,июнь
587,Juli::N,сӱрем,июль
588,Juli::N,ию́ль,июль
589,August::N,сорла,август
590,August::N,агарма́н,август
591,August::N,а́вгуст,август
592,September::N,идым,сентябрь
593,September::N,сентя́брь,сентябрь
594,Oktober::N,шыжа,октябрь
595,Oktober::N,октя́брь,октябрь
596,November::N,кылме тылзе,ноябрь
597,November::N,ноя́брь,ноябрь
598,Dezember::N,дека́брь,декабрь
599,Montag::N,шо́чмо,дүшәмбе
600,Dienstag::N,ку́шкыжмо,сишәмбе
601,Mittwoch::N,вӱрге́че,чәршәмбе
602,Donnerstag::N,изарня́,атнакич
603,Donnerstag::N,изарня́,пәнҗешәмбе
604,Freitag::N,кугарня́,җомга
605,Samstag::N,шуматке́че,шимбә
606,Sonntag::N,рушарня́,якшәмбе
607,groß::A,кугу́,зур
608,klein::A,изи́,кечкенә
609,lang::A,кужу́,озын
610,kurz::A,кӱ́чык,кыска
611,breit::A,кумда́,киң
612,schmal::A,а́ҥысыр,кысык
613,dicht::A,ну́гыдо,куе
614,dick[Gegenstand]::A,кӱ́жгӧ,калын
615,dünn::A,ви́чкыж,нечкә
616,fein::A,ты́гыде,нәзакәтле
617,fest::A,чо́ткыдо,нык
618,flach::A,лапка́,яссы
619,flach::A,лапка́,ялпак
620,glatt::A,яклака́,шома
621,hart::A,пе́ҥгыде,каты
622,weich::A,пу́шкыдо,йомшак
623,rund::A,йырге́шке,түгәрәк
624,spitz::A,коша́р,очлы
625,scharf::A,пӱ́сӧ,үткен
626,stumpf::A,токма́к,үтмәс
627,schwer::A,не́ле,салмак
628,schön::A,сы́лне,гүзәл
629,heiß::A,шо́кшо,эссе
630,warm::A,ле́ве,җылы
631,kalt::A,йӱ́штӧ,суык
632,kalt::A,йӱ́штӧ,салкын
633,kühl::A,юа́лге,салкынча
634,kühl::A,южгата́,салкынча
635,frisch::A,свежа́,салкынча
636,feucht::A,вӱ́дыжгӧ,юеш
637,nass::A,нӧ́рӧ,дымлы
638,trocken::A,ку́кшо,коры
639,voll::A,тич,тулы
640,leer::A,яра́,буш
641,offen::A,виш,ачык
642,geschlossen::A,пе́тырыме,йомык
643,geschlossen::A,тӱ́чмӧ,йомык
644,sauber::A,ару́,пакь
645,sauber::A,ару́,чиста
646,sauber::A,янда́р,пакь
647,sauber::A,янда́р,чиста
648,schmutzig::A,лавыра́н,керле
649,schmutzig::A,лавыра́н,пычрак
650,schmutzig::A,ла́выргыше,керле
651,schmutzig::A,ла́выргыше,пычрак
652,roh::A,кӱ́чымӧ,чи
653,reif::A,лӧза́,өлгергән
654,lecker::A,ту́тло,тәмле
655,süß::A,ше́ре,татлы
656,bitter::A,ко́чо,ачы
657,sauer::A,шо́по,әче
658,hell::A,во́лгыдо,якты
659,dunkel::A,пычке́мыш,кара
660,schwarz::A,шола́,кара
661,weiß::A,ош,ак
662,rot::A,йошка́р,кызыл
663,gelb::A,сар,сары
664,blau::A,ка́нде,күк
665,grün::A,ужа́р,яшел
666,grau::A,сур,соры
667,bunt::A,олача́,чуар
668,billig::A,шу́лдо,арзан
669,teuer::A,ше́рге,хаклы
670,wertvoll::A,шергака́н,кыйммәтле
671,blind::A,со́кыр,сукыр
672,blind::A,со́кыр,күзсез
673,taub::A,соҥгыра́,чукрак
674,taub::A,соҥгыра́,саңгырау
675,kräftig::A,куа́тле,егәрле
676,stark::A,вия́н,нык
677,stark::A,вия́н,базык
678,schwach::A,а́лдыме,зәгыйфь
679,fett::A,коя́,симез
680,schlank::A,йоштката́,нәзек
681,schlank::A,яжу́,нәзек
682,hübsch::A,чеве́р,чибәр
683,böse::A,шы́де,усал
684,dumm::A,аҥыра́,акылсыз
685,faul::A,його,ялкау
686,faul::A,його,иренчәк
687,fleißig::A,ты́ршыше,тырыш
688,fleißig::A,ты́ршыше,тырышучан
689,geizig::A,чаҥга́,саран
690,klug::A,уша́н,акыллы
691,geschickt::A,уста́,маһир
692,lieb::A,ала́л,сөекле
693,lustig::A,весела́,күңелле
694,sanft::A,ны́жылге,басынкы
695,hungrig::A,шу́жышо,ач
696,krank::A,че́рле,чирле
697,krank::A,че́рле,сырхау
698,nackt::A,чарама́т,шәрә
699,traurig::A,ойга́н,ямансу
700,lebendig::A,и́лыше,тере
701,gut::A,сай,яхшы
702,schlecht::A,уда́,начар
703,schlecht::A,шӱ́кшӧ,начар
704,richtig::A,чы́нле,дөрес
705,schlimm::A,аля́к,әшәкә
706,schlimm::A,тыра́н,әшәкә
707,wahr::A,чы́нле,чып-чын
708,wahr::A,настоя́щий,чып-чын
709,alt::A,то́што,иске
710,neu::A,у,яңа
711,ehemalig::A,о́нчычсо,элекке
712,ehemalig::A,онда́кысе,элекке
713,alt[Lebewesen]::A,шо́нто,карт
714,jung::A,са́мырык,яшь
715,arm::A,нужна́,фәкыйрь
716,reich::A,поя́н,бай
717,bekannt::A,па́лыме,таныш
718,berühmt::A,лӱ́млӧ,атаклы
719,fremd::A,йот,ят
720,verschieden::A,тӱ́рлӧ,төрле
721,nah::A,ли́шыл,якын
722,fern::A,тора́,ерак
723,fern::A,мӱ́ндыр,ерак
724,linker::A,шола́,сул
725,rechter::A,пурла́,уң
726,anderer::A,вес,бүтән
727,anderer::A,мо́ло,бүтән
728,erster::A,и́кымше,беренче
729,zweiter::A,ко́кымшо,икенче
730,dritter::A,ку́мшо,өченче
731,letzter::A,пыта́ртыш,ахыргы
732,allein::ADV,шкет,ялгыз
733,auf einmal::ADV,икана́ште,бердән
734,zusammen::ADV,пырля́,бергә
735,lange::ADV,кужу́н,озак
736,plötzlich::ADV,кенета́,искәрмәстән
737,sofort::ADV,кызыта́к,хәзер
738,später::ADV,варара́к,соңрак
739,jetzt::ADV,ы́нде,хәзер
