,Concept_ID,ml,kl
610,glatt::A,മിനുസമുള്ള,quasak
611,hart::A,കട്ടിയുള്ള,mattusooq
612,hart::A,കട്ടിയുള്ള,manngerpoq
613,hart::A,കട്ടിയുള്ള,titeqquluppoq
614,weich::A,മൃദുവായ,nerumaarpoq
615,rund::A,വട്ടത്തിലുള്ള,ammallorippoq
616,spitz::A,മുനയുള്ള,qummukujooq
617,scharf::A,മൂർച്ചയുള്ള,ipippoq
618,stumpf::A,തുറന്നടിക്കുന്ന,anngerpoq
619,schwer::A,ഭാരമുള്ള,oqimaappoq
620,schön::A,മനോഹരമായ,kusanarpoq
621,heiß::A,ചൂടുള്ള,kiappoq
622,warm::A,ചൂടുള്ള,oqorpoq
623,kalt::A,തണുത്ത,issippoq
624,kühl::A,തണുപ്പുള്ള,pueqqortippoq
625,frisch::A,ശുദ്ധമായ,
626,feucht::A,ഈറനുള്ള,isugutavoq
627,feucht::A,ഈറനുള്ള,qaasernarpoq
628,nass::A,നനഞ്ഞ,imerorpoq
629,trocken::A,വരണ്ട,panerpoq
630,voll::A,നിറയെ,ulikkaarpoq
631,leer::A,ഒഴിഞ്ഞ,imaattuarpoq
632,offen::A,തുറന്ന,ammavoq
633,geschlossen::A,അടച്ച,matuvoq
634,sauber::A,വൃത്തിയുള്ള,eqqippoq
635,sauber::A,വൃത്തിയുള്ള,sukuluippoq
636,sauber::A,വൃത്തിയുള്ള,ipeqanngilaq
637,schmutzig::A,അഴുക്കുനിറഞ്ഞ,tapappoq
638,schmutzig::A,അഴുക്കുനിറഞ്ഞ,minguppoq
639,roh::A,അസംസ്കൃതമായ,aapavoq
640,reif::A,പഴുത്ത,qaarulerpoq
641,lecker::A,രുചികരമായ,
642,süß::A,മധുരമുള്ള,tungusunnippoq
643,bitter::A,കടുത്ത,qasilippoq
644,sauer::A,പുളിപ്പുള്ള,
645,hell::A,ജ്വലിക്കുന്ന,qaamavoq
646,dunkel::A,ഇരുണ്ട,qernerpoq
647,schwarz::A,കറുത്ത,qernerpoq
648,weiß::A,വെളുത്ത,qaqorpoq
649,rot::A,ചുവന്ന,aappaluppoq
650,gelb::A,മഞ്ഞനിറമായ,sungaarpoq
651,blau::A,നീലനിറമുള്ള,tungujorpoq
652,grün::A,പച്ചനിറമുള്ള,qorsooqqippoq
653,grau::A,ചാരനിറത്തിലുള്ള,qaserpoq
654,bunt::A,വർണ്ണശബളമായ,
655,billig::A,വിലകുറഞ്ഞ,akikippoq
656,teuer::A,ചെലവേറിയ,
657,wertvoll::A,വിലപിടിപ്പുള്ള,erlinnarpoq
658,blind::A,അന്ധനായ,tappiippoq
659,blind::A,അന്ധനായ,isigisaqanngilaq
660,taub::A,കേൾവിക്കുറവുള്ള,tusilarpoq
661,kräftig::A,ശക്തിയുള്ള,pissaq
662,kräftig::A,ശക്തിയുള്ള,pissarsuaq
663,stark::A,ബലമുള്ള,sanngivoq
664,schwach::A,ക്ഷീണിച്ച,nakuippoq
665,fett::A,കൊഴുപ്പുള്ള,pualavoq
666,schlank::A,മെലിഞ്ഞ,tuappoq
667,hübsch::A,മനോഹരമായ,aatsialaq
668,böse::A,പാപിയായ,ajorpoq
669,dumm::A,വിവരംകെട്ട,taqajak
670,dumm::A,വിവരംകെട്ട,sikkilluppoq
671,dumm::A,വിവരംകെട്ട,qaatusimasaqanngilaq
672,faul::A,അലസനായ,eqiasuppoq
673,faul::A,അലസനായ,eqiattortuvoq
674,fleißig::A,അദ്ധ്വാനശീലമുള്ള,eqiasuippoq
675,geizig::A,പിശുക്കനായ,iasilaarpoq
676,geizig::A,പിശുക്കനായ,tukkuippoq
677,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,mallak
678,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,ittanneq
679,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,kutaappoq
680,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,kuttaappoq
681,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,qarasagippoq
682,geschickt::A,പ്രതിഭാശാലി,
683,lieb::A,പ്രിയപ്പെട്ട,akisooq
684,lustig::A,ആനന്ദകരമായ,piikulavoq
685,sanft::A,സൌമ്യമായ,isumagippoq
686,hungrig::A,വിശപ്പുള്ള,kaappoq
687,hungrig::A,വിശപ്പുള്ള,perlilerpoq
688,krank::A,അസുഖമുള്ള,napparsimavoq
689,nackt::A,നഡമായ,
690,traurig::A,വിഷമമുള്ള,aliasuppoq
691,lebendig::A,ഉപജീവനം,uumavoq
692,gut::A,നല്ല,ajunngilaq
693,schlecht::A,മോശമായ,sualuppoq
694,richtig::A,ശരിയായ,iluarpoq
695,schlimm::A,വൃത്തികെട്ട,amiilaarnarpoq
696,wahr::A,ശരിയായ,ilumoorpoq
697,alt::A,പഴയ,pisoqaq
698,neu::A,പുതിയ,nutaavoq
699,ehemalig::A,മുൻ,
700,alt[Lebewesen]::A,വയസ്സുള്ള,utoqqaq
701,jung::A,കൌമാരമായ,inuusuppoq
702,jung::A,കൌമാരമായ,kingulliarsuk
703,arm::A,പാവപ്പെട്ട,piillasoq
704,arm::A,പാവപ്പെട്ട,piitsuuvoq
705,reich::A,സമ്പന്നമായ,pisuuvoq
706,bekannt::A,പരിചിതമായ,
707,berühmt::A,പ്രശസ്തനായ,tusaamasaq
708,fremd::A,വൈദേശികമായ,ajasoornarpoq
709,verschieden::A,വ്യത്യസ്തമായ,allatut
710,verschieden::A,വ്യത്യസ്തമായ,tamalaat
711,nah::A,അരികത്തുള്ള,qanippoq
712,fern::A,അകലെയുള്ള,ungasippoq
713,linker::A,അവശേഷിച്ച,saamerleq
714,rechter::A,വലത്തേ,innarluissut
715,anderer::A,മറ്റുള്ള,
716,erster::A,ആദ്യത്തെ,siulleq
717,zweiter::A,രണ്ടാം,qataatsup tullia
718,dritter::A,മൂന്നാമത്,pingajorarterut
719,letzter::A,അവസാനത്തെ,kingulleq
720,allein::ADV,തനിച്ചുള്ള,kisimiippoq
721,auf einmal::ADV,ഉടന്,tassanngaannaq
722,zusammen::ADV,ഒരുമിച്ച,attaasa
723,zusammen::ADV,ഒരുമിച്ച,attarmik
724,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,akuni
725,plötzlich::ADV,പെട്ടെന്ന്,tassanngaannaq
726,sofort::ADV,തത്ക്ഷണം,erniinnaq
727,später::ADV,പിന്നീട്,kingorna
728,jetzt::ADV,ഇപ്പോൾ,maanna
729,jetzt::ADV,ഇപ്പോൾ,massakkut
730,heute::ADV,ഇന്ന്,ullumi
731,morgen::ADV,നാളെ,aqagu
732,bald::ADV,ഉടനെ,erniinnaq
733,dann::ADV,അപ്പോൾ,taava
734,gestern::ADV,ഇന്നലെ,ippassaq
735,einst::ADV,പണ്ടൊരിക്കല്,ataatsimik
736,einst::ADV,പണ്ടൊരിക്കല്,ilaanni
737,damals::ADV,അപ്പോൾ,taamani
738,damals::ADV,അപ്പോൾ,taamanikkut
739,damals::ADV,അപ്പോൾ,taassumuunakkut
740,danach::ADV,പിന്നീട്,taava
741,vorher::ADV,മുൻപ്,siornagut
742,zuerst::ADV,ആദ്യം,
743,einmal::ADV,ഒരിക്കൽ,ilaanni
744,einmal::ADV,ഒരിക്കൽ,ataatsimik
745,manchmal::ADV,ചിലപ്പോൾ,qaqutigu
746,manchmal::ADV,ചിലപ്പോൾ,qaqutigut
747,oft::ADV,പലപ്പോഴും,akulikitsumik
748,immer::ADV,എപ്പോഴും,tamatigut
749,niemals::ADV,ഒരിക്കലും,
750,hier::ADV,ഇവിടെ,maani
751,hierhin::ADV,ഇവിടേക്ക്,maani
752,von hier::ADV,ഇവിടെനിന്ന്,
753,dort::ADV,അവിടെ,
754,dorthin::ADV,അവിടേക്ക്,ikuuna
755,geradeaus::ADV,മുമ്പിൽ,narlumut
756,geradeaus::ADV,മുമന്നോട്ട്,narlumut
757,vorwärts::ADV,മുന്നോട്ട്,pilangavoc
758,rückwärts::ADV,തലതിരിച്ച്,kingumut
759,rückwärts::ADV,തലതിരിച്ച്,tunumut or tunummut
760,zurück::ADV,പുറകിലേക്ക്,kingumut
761,zurück::ADV,പുറകിലേക്ക്,tunumut or tunummut
762,unten::ADV,താഴെ,kana
763,hinab::ADV,താഴേക്ക്,qiviu
764,oben::ADV,മുകളിൽ,
765,hinauf::ADV,മുകളിൽ,
766,überall::ADV,എല്ലായിടത്തും,tamaginni
767,überall::ADV,എല്ലായിടത്തും,tamani tamaani
768,nicht::ADV,ഇല്ല,
769,ein wenig::ADV,കുറച്ച്,
770,kaum::ADV,കഷ്ടിച്ച്,qaqutigorsuaq
771,sehr::ADV,വളരെ,assut
772,so::ADV,അങ്ങനെ,
773,noch::ADV,ഇപ്പോഴും,qeratavoq
774,nur::ADV,മാത്രം,
775,schon::ADV,നേരത്തേ തന്നെ,taava-una
776,wieder::ADV,വീണ്ടും,kingumut
777,vergebens::ADV,വിഫല,angiluk
778,vor::PRP,മുമ്പിൽ,
779,hinter::PRP,പുറകിൽ,
780,unter::PRP,കീഴിൽ,
781,durch::PRP,ഉള്ളിലൂടെ,
782,neben::PRP,അടുത്ത്,
783,zwischen::PRP,ഇടയ്ക്ക്,
784,wegen::PRP,നിമിത്തം,
785,dies::PRN,ഇത്,manna
786,dies::PRN,ഇത്,matuma
787,das::PRN,അത്,ua
788,alles::PRN,എല്ലാം,
789,ich::PRN,ഞാൻ,uanga
790,du::PRN,നിങ്ങൾ,illit
791,er::PRN,അദ്ദേഹം,una
792,er::PRN,അയാൾ,una
793,er::PRN,അവൻ,una
794,er::PRN,അവർ,una
795,er::PRN,അവൾ,una
796,wir::PRN,നമ്മൾ,uagut
797,ihr::PRN,നിങ്ങൾ,ilissi
798,sie::PRN,അവർ,uku
799,was::FPRN,എന്ത്,aat?
800,wer::FPRN,ആര്,kikkut
801,wo::FADV,എവിടെ,sumi
802,wohin::FADV,എവിടേക്ക്,sumut
803,wie::FADV,എങ്ങനെ,qanoq
804,warum::FADV,എന്തുകൊണ്ട്,sooq
805,wieviel::FNUM,എത്ര,qassit
806,wieviel::FNUM,എത്ര,qanoq atsigisumik?
807,eins::NUM,ഒന്ന്,ataaseq
808,zwei::NUM,രണ്ട്,marluk
809,drei::NUM,മൂന്ന്,pingasut
810,vier::NUM,നാല്,sisamat
811,vier::NUM,നാല്,qajuusat
812,fünf::NUM,അഞ്ച്,tallimat
813,sechs::NUM,ആറ്,arfineq
814,sechs::NUM,ആറ്,arfinillit
815,sieben::NUM,ഏഴ്,arfineq-marluk
816,acht::NUM,എട്ട്,arfineq pingasut
817,neun::NUM,ഒമ്പത്,qulingiluat
818,neun::NUM,ഒമ്പത്,arfineq sisamat
819,zehn::NUM,പത്ത്,qulit
820,elf::NUM,പതിനൊന്ന്,aqqaneq
821,zwölf::NUM,പന്ത്രണ്ട്,aqqaneq-marluk
822,zwanzig::NUM,ഇരുപത്,tyve
823,dreißig::NUM,മുപ്പത്,tredive
824,dreißig::NUM,മുപ്പത്,pingasunik qulillit
825,vierzig::NUM,നാൽപ്പത്,fyrre
826,fünfzig::NUM,അൻപത്,halvtreds
827,fünfzig::NUM,അൻപത്,tallimanik qulillit
828,sechzig::NUM,അറുപത്,tres
829,siebzig::NUM,എഴുപത്,halvfjerds
830,achtzig::NUM,എൺപത്,firs
831,neunzig::NUM,തൊണ്ണൂറ്,halvfems
832,hundert::NUM,നൂറ്,et hundrede
833,tausend::NUM,ആയിരം,et tusinde
834,und::CNJ,ഉം,aamma
835,oder::CNJ,അഥവാ,imalluunnit
836,stehen::V,നിൽക്കുക,sikingavoq
837,sitzen::V,ഇരിക്കുക,ingippoq
838,liegen::V,കിടക്കുക,nalavoq
839,liegen::V,കിടക്കുക,aqupivoq
840,hängen::V,തൂങ്ങുക,nivinngarpaa
841,werden::V,ആയിത്തീരുക,pinngorpoq
842,passieren::V,സംഭവിക്കുക,pivoq
843,beginnen::V,ആരംഭിക്കുക,aallarnerpaa
844,enden::V,അവസാനിപ്പിക്കുക,naggaserpaa
845,wechseln::V,മാറ്റുക,immikkut ilivoq
846,aufgehen[Sonne]::V,ഉയരുക,
847,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,ilioqqaasoq
848,scheinen[Sonne]::V,പ്രകാശിക്കുക,qinnorpoq
849,scheinen[Sonne]::V,പ്രകാശിക്കുക,qinngorpoq
850,donnern::V,ഇടിവെട്ടുക,kalleq
851,wehen::V,വീശുക,timmivoq
852,strömen::V,ഒഴുകുക,
853,fließen::V,ഒഴുകുക,
854,sich drehen::V,ചുറ്റുക,ipippaa
855,sich drehen::V,കറക്കുക,ipippaa
856,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,aalavoq
857,schwingen::V,ആടുക,issakajaat or issakatsiaarut
858,fallen::V,വീഴുക,quasivaa
859,brennen::V,കത്തുക,seerpoq
860,brennen::V,കത്തുക,uuppaa
861,rauchen::V,പുകയുക,pujoorpoq
862,regnen::V,മഴ_പെയ്യുക,siallerpoq
863,gefrieren::V,തണത്ത്_മരവിക്കുക,qiulerpoq
864,tauen::V,അലിയുക,aappoq
865,schmelzen::V,ഉരുകുക,aappoq
866,schmelzen::V,ഉരുകുക,aatsippaa
867,trocknen::V,വരളുക,panerserpaa
868,sieden::V,തിളപ്പിക്കുക,qalappoq
869,faulen::V,ചീയുക,
870,verfaulen::V,അഴുകുക,
871,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,qulli
872,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,alittorpaa
873,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,kimillanneq
874,versinken::V,മുക്കുക,kivivaa
875,versinken::V,മുക്കുക,apparpoq
876,vergehen::V,കടന്നുപോകുക,qaangerpaa
877,vergehen::V,കടന്നുപോകുക,sarsuppoq
878,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,takutippoq
879,verschwinden::V,അദൃശ്യമാകുക,
880,sinken::V,താഴുക,kivivaa
881,sinken::V,താഴുക,apparpoq
882,abnehmen::V,കുറിയുക,ikillipput
883,zunehmen::V,വർദ്ധിക്കുക,allisippaa
884,steigen::V,ഉയരുക,allisippaa
885,wachsen::V,വളരുക,allivoq
886,glänzen::V,മിന്നുക,qinngorpoq
887,glänzen::V,മിന്നുക,qinnorpoq
888,funkeln::V,തിളങ്ങുക,uisorilavoq
889,lärmen::V,ശബ്ദമുണ്ടാക്കുക,
890,läuten::V,മണിമുഴങ്ങുക,avilualaarpoq
891,klingeln::V,ചിലമ്പുക,aviluarpoq
892,klingeln::V,ചിലമ്പുക,aviluarpaluppoq
893,klirren::V,കിലുക്കുക,
894,brausen::V,മുഴങ്ങുക,ittuk
895,brausen::V,മുഴങ്ങുക,ittuppoq
896,brausen::V,മുഴങ്ങുക,ittuppaluppoq
897,rauschen::V,അനങ്ങുക,
898,klingen::V,മുഴക്കുക,
899,bellen::V,കുരയ്ക്കുക,qiluppoq
900,heulen::V,ഓരിയിടുക,maarpoq
901,heulen::V,ഓരിയിടുക,maalavoq
902,heulen::V,ഓരിയിടുക,miaggoorpoq
903,blasen::V,ഊതുക,aporneq
904,pfeifen::V,വിസിലടിക്കുക,siggartartitsivoq
905,pfeifen::V,വിസിലടിക്കുക,siorsulavoq
906,schreien::V,ആക്രോശിക്കുക,suaarpoq
907,stöhnen::V,അരക്കം,nipiliorpoq
908,stöhnen::V,അരക്കം,nipilliorpoq
909,stöhnen::V,ആർത്തനാദം,nipiliorpoq
910,stöhnen::V,ആർത്തനാദം,nipilliorpoq
911,zittern::V,വിറയ്ക്കുക,qarsulivik
912,leben::V,താമസിക്കുക,inuuvoq
913,geboren werden::V,ജനിക്കുക,inuuvoq
914,geboren werden::V,ജനിക്കുക,inunngorpoq
915,atmen::V,ശ്വസിക്കുക,anersaarpoq
916,trinken::V,കുടിക്കുക,imerpoq
917,essen::V,കഴിക്കുക,tamorpoq
918,schlucken::V,വിഴുങ്ങുക,tuluarnaq
919,müde werden::V,ക്ഷീണിക്കുക,
920,einschlafen::V,നിദ്രിക്കുക,sinippoq
921,schlafen::V,ഉറങ്ങുക,sinik
922,aufwachen::V,ഉണരുക,iterpoq
923,aufwachen::V,ഉണരുക,eqqumavoq
924,aufstehen::V,എഴുന്നേൽക്കുക,makippoq
925,sich erholen::V,വിശ്രമിക്കുക,qasuerserpoq
926,krank werden::V,ദീനംപിടിക്കുക,
927,krank sein::V,രോഗികളാകുക,
928,schmerzen::V,വേദനിക്കുക,anneraa
929,schmerzen::V,വേദനിക്കുക,annernarpoq
930,husten::V,ചുമയ്ക്കുക,quersorpoq
931,genesen::V,സുഖപ്പെടുക,ajunngissivoq
932,genesen::V,സുഖപ്പെടുക,ilisimmarpoq
933,genesen::V,സുഖപ്പെടുക,ilorrippoq
934,sterben::V,മരിക്കുക,toquvoq
935,umkommen::V,മരിക്കുക,
936,sich bewegen::V,സ്ഥലം_മാറുക,ingerlavoq
937,sich rühren::V,ചലിക്കുക,
938,sich erheben::V,നിൽക്കുക,
939,sich setzen::V,ഇരിക്കുക,ingippoq
940,hinfallen::V,വീഴുക,
941,laufen::V,നടക്കുക,arpappoq
942,schreiten::V,നടക്കുക,ingerlavoq
943,spazierengehen::V,ഉലാത്തുക,utertakajaarpoq
944,spazierengehen::V,ഉലാത്തുക,utertakattajaarpoq
945,eilen::V,പാഞ്ഞെത്തുക,qaa qaa
946,eilen::V,പാഞ്ഞെത്തുക,qiilasaarpoq
947,eilen::V,പാഞ്ഞെത്തുക,ingerlasaarpaa
948,sich beeilen::V,തിരിക്കുകൂട്ടുക,tuaviorpoq
949,sich beeilen::V,തിടുക്കം_കാട്ടുക,tuaviorpoq
950,sausen::V,കുതിക്കുക,uiguut
951,rennen::V,ഓടുക,igivoq
952,springen::V,ചാടുക,upernassaq
953,klettern::V,കയറുക,pilaakkeerpoq
954,schaukeln::V,ഇളകുക,aalavoq
955,kriechen::V,പതുങ്ങികയറുക,
956,schwimmen::V,നീന്തുക,naluppoq
957,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,allorpoq
958,rudern::V,തുഴയുക,ipuppaa
959,fahren::V,വാഹനം ഓടിക്കുക,qimusserpoq
960,fliegen::V,പറക്കുക,timmivoq
961,gehen::V,പോകുക,
962,weggehen::V,വിടുക,piiarpoq
963,abfahren::V,പുറപ്പെടുക,
964,anhalten::V,നിർത്തുക,unitsippaa
965,hineingehen::V,പ്രവേശിക്കുക,timaappaa
966,eintreten::V,പ്രവേശിക്കുക,allattorpaa
967,kommen::V,വരുക,qaa-
968,kommen::V,വരുക,pivaa
969,ankommen::V,എത്തിച്ചേരുക,tikippoq
970,zurückkommen::V,തിരിച്ചു വരുക,angerlarpoq
971,bleiben::V,തുടരുക,uninngavoq
972,warten::V,കാത്തിരിക്കുക,paavoq
973,warten::V,കാത്തിരിക്കുക,utaqqivoq
974,erwarten::V,പ്രതീക്ഷിക്കുക,
975,suchen::V,തിരയുക,nivivaa
976,finden::V,കണ്ടെത്തുക,nanivaa
977,versuchen::V,ശ്രമിക്കുക,uuppaa
978,versuchen::V,ശ്രമിക്കുക,ussersarpaa
979,vorbereiten::V,തയ്യാറെടുക്കുക,piareersarpaa
980,lieben::V,സ്നേഹിക്കുക,asavaa
981,mögen::V,ഇഷ്ടപ്പെടുക,akaaraa
982,lachen::V,ചിരിക്കുക,
983,rühren::V,ഹൃദയം സ്പർശിക്കുക,qeerlerpaa
984,weinen::V,തേങ്ങുക,qiavoq
985,schimpfen::V,പിറുപിറുക്കുക,qatimaarpoq
986,sich ärgern::V,കോപിക്കുക,ugguutigaa
987,sich fürchten::V,പേടിക്കുക,eqqanaarpoq
988,fürchten::V,പേടിക്കുക,ersigaa
989,fliehen::V,രക്ഷപ്പെടുക,qimaavoq
990,flüchten::V,രക്ഷപ്പെടുക,allikarfigaa
991,sehen::V,കാണുക,isigaa
992,anschauen::V,നോക്കുക,
993,ansehen::V,നോക്കുക,alaatsinaappaa
994,hören::V,കേൾക്കുക,tusarpaa
995,zuhören::V,ശ്രദ്ധിക്കുക,naalappoq
996,probieren::V,രുചിയുള്ളതായി_തോന്നുക,
997,riechen::V,മണത്തു_നോക്കുക,tipippoq
998,fühlen::V,സ്പർശിച്ചറിയുക,misigaa
999,scheinen::V,കാണപ്പെടുക,takutippoq
1000,zu sehen sein::V,വെളിച്ചപ്പെടുക,
1001,vernehmen::V,കേൾക്കുക,
1002,frieren::V,വിറയ്ക്കുക,qiiavoq
1003,tun::V,ചെയ്യുക,iliorpoq
1004,können::V,കഴിയുക,
1005,wollen::V,വേണുക,piumavaa
1006,anfangen::V,തുടങ്ങുക,pilerpoq
1007,beenden::V,പൂർത്തിയാക്കുക,naggaserpaa
1008,aufhören::V,നിർത്തുക,naammatsippaa
1009,gelingen::V,വിജയിക്കുക,
1010,geraten::V,പരിണമിക്കുക,
1011,öffnen::V,തുറക്കുക,ammarpaa
1012,schließen::V,അടയ്ക്കുക,matuaa
1013,stellen::V,വയ്ക്കുക,ilivaa
1014,stellen::V,വയ്ക്കുക,iliorarpai
1015,stellen::V,വയ്ക്കുക,ilioqqarpai
1016,setzen::V,വയ്ക്കുക,iliorarpai
1017,setzen::V,വയ്ക്കുക,ilioqqarpai
1018,legen::V,ഇടുക,ilivaa
1019,berühren::V,തൊടുക,attorpaa
1020,verbinden::V,ഘടിപ്പിക്കുക,taperserpaa
1021,bedecken::V,മുടുക,iikkerpaa
1022,bedecken::V,മുടുക,iikkersorpaa
1023,aufhängen::V,കെട്ടിതൂക്കുക,inivaa
1024,aufhängen::V,കെട്ടിതൂക്കുക,iniorarpai
1025,anzünden::V,കത്തിക്കുക,saggaavoq
1026,aufheben::V,പെറുക്കിയെടുക്കുക,allisippaa
1027,zurücklassen::V,വച്ചുപോരുക,aallarpoq
1028,verlieren::V,നഷ്ടപ്പെടുക,annaavaa
1029,fallen lassen::V,വീഴ്ത്തുക,nakkaavaa
1030,machen::V,ഉണ്ടാക്കുക,iliorpoq
1031,herstellen::V,ഉൽപാദിപ്പിക്കുക,anillatsippaa
1032,bauen::V,നിർമ്മിക്കുക,marrarterpaa
1033,reparieren::V,നന്നാക്കുക,iluarsaappaa
1034,verbessern::V,മെച്ചപ്പെടുക,naqqippaa
1035,ändern::V,മാറ്റംവരുത്തുക,
1036,graben::V,കുഴിക്കുക,assappaa
1037,beugen::V,വണങ്ങുക,qappappoq
1038,biegen::V,കുനിയുക,qappappoq
1039,drehen::V,തിരിക്കുക,
1040,wenden::V,തിരിയുക,assappaa
1041,wenden::V,തിരിയുക,assakarpoq
1042,umdrehen::V,തിരിയുക,assakartippaa
1043,heben::V,ഉയർത്തുക,kivippaa
1044,hochheben::V,ഉയർത്തുക,kissumiarpaa
1045,ergreifen::V,ബലമായി_പിടിക്കുക,isaappaa
1046,ergreifen::V,ബലമായി_പിടിക്കുക,isaguppaa
1047,halten::V,പിടിക്കുക,minarpaa
1048,drücken::V,അമർത്തുക,naqittaat
1049,schieben::V,തള്ളുക,
1050,kratzen::V,ചുരണ്ടുക,qitsuppaa
1051,lecken::V,നക്കുക,aluppaa
1052,beißen::V,കടിക്കുക,kiivaa
1053,abreißen::V,കീറിക്കളയുക,aqqarpaa
1054,abreißen::V,കീറിക്കളയുക,isaterpaa
1055,abschneiden::V,മുറിച്ചുമാറ്റുക,kipivaa
1056,binden::V,കെട്ടുക,kakkersarpaa
1057,stecken::V,തുളയ്ക്കുക,kussunneq
1058,brechen::V,ഉടയുക,nallorpaa
1059,klopfen::V,തട്ടുക,pattappaa
1060,hauen::V,അടിക്കുക,aqivaa
1061,kleben::V,ഒട്ടിക്കുക,qaappoq
1062,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,tagiarpaa
1063,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,tangiarpaa
1064,streichen::V,പടർത്തുക,erlerpoq
1065,schleifen::V,പൊടിക്കുക,sequppaa
1066,schneiden::V,മുറിക്കുക,uullivoq
1067,rütteln::V,മുട്ടുക,
1068,schütteln::V,കുലുക്കുക,aalavoq
1069,schwenken::V,ആടുക,issarpoq
1070,schütten::V,ഒഴിക്കുക,
1071,füllen::V,നിറയ്ക്കുക,immerpaa
1072,einwickeln::V,പൊതിയുക,immoqquserpaa
1073,tragen::V,വഹിക്കുക,maqippaa
1074,tragen::V,വഹിക്കുക,assartorpoq
1075,schleppen::V,വലിച്ചിഴയ്ക്കുക,assartorpoq
1076,ziehen::V,വലിക്കുക,kalippaa
1077,ziehen::V,വലിക്കുക,kalissarpoq
1078,aufbewahren::V,വയ്ക്കുക,toqqorpaa
1079,werfen::V,എറിയുക,kuivaa
1080,fangen::V,പിടിക്കുക,anguaa
1081,packen::V,തട്ടിപ്പറിക്കുക,
1082,verstecken::V,മറയ്ക്കുക,anngigaa
1083,teilen::V,വിഭജിക്കുക,agguut
1084,teilen::V,വിഭജിക്കുക,agguusersorpaa
1085,schicken::V,അയയ്ക്കുക,nassiuppaa
1086,bringen::V,കൊണ്ടുവരുക,aggiuppaa
1087,bringen::V,കൊണ്ടുവരുക,nassataraa
1088,hinzufügen::V,കൂട്ടുക,
1089,bekommen::V,കിട്ടുക,tiguaa
1090,erhalten::V,സ്വീകരിക്കുക,tiguaa
1091,nehmen::V,എടുക്കുക,pivoq
1092,nehmen::V,എടുക്കുക,tiguaa
1093,wählen::V,തിരഞ്ഞെടുക്കുക,
1094,auswählen::V,തിരഞ്ഞെടുക്കുക,
1095,bewahren::V,പുലർത്തുക,sukkunik simerserpaa
1096,behindern::V,തടയിടുക,
1097,verderben::V,നശിപ്പിക്കുക,asiutippaa
1098,verderben::V,നശിപ്പിക്കുക,piuneerunnerit
1099,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,
1100,zerbrechen::V,ഉടയുക,ukuvoq
1101,zerreißen::V,കീറുക,tisavaa
1102,zerreißen::V,കീറുക,alittorpaa
1103,zerstören::V,നശിപ്പിക്കുക,aserorpaa
1104,verbrennen::V,കത്തിനശിക്കുക,seerpoq
1105,verbrennen::V,കത്തിച്ചുകളയുക,seerpoq
1106,geben::V,കൊടുക്കുക,pivoq
1107,geben::V,തരുക,pivoq
1108,reichen::V,കൈമാറുക,
1109,schenken::V,സമ്മാനം കൊടുക്കുക,
1110,versprechen::V,വാഗ്ദാനം_നൽകുക,neriorsorpaa
1111,wünschen::V,ആഗ്രഹിക്കുക,kissaat
1112,loben::V,പുകഴ്ത്തുക,nersorpaa
1113,loben::V,പുകഴ്ത്തുക,nersornaat
1114,küssen::V,ഉമ്മവയ്ക്കുക,kunippaa
1115,küssen::V,ഉമ്മവയ്ക്കുക,kunissorpaa
1116,wiegen::V,ഇളകുക,
1117,zudecken::V,മുടുക,majorpaa
1118,wecken::V,ഉണർത്തുക,itersarpaa
1119,zeigen::V,കാണിക്കുക,tikkuuppaa
1120,führen::V,നടത്തുക,tasissiuppaa
1121,führen::V,നടത്തുക,ilitsersorpaa
1122,führen::V,നടത്തുക,tasissersuuppaa
1123,lehren::V,പഠിപ്പിക്കുക,ilinniartippaa
1124,unterrichten::V,പരിശീലിപ്പിക്കുക,ajoqerpaa
1125,unterrichten::V,പരിശീലിപ്പിക്കുക,ajoqersorpaa
1126,unterrichten::V,പരിശീലിപ്പിക്കുക,ilinniartitsivoq
1127,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,inororsarpaa
1128,leiten::V,നയിക്കുക,iluatsippaa
1129,antreiben::V,പ്രേരിപ്പിക്കുക,ikusimmippaa
1130,lassen::V,അനുവദിക്കുക,
1131,einladen::V,ക്ഷണിക്കുക,qaaqquaa
1132,einladen::V,ക്ഷണിക്കുക,qaasarpaa
1133,vereinigen::V,കൂടിച്ചേരുക,taperserpaa
1134,besuchen::V,സന്ദർശിക്കുക,tikeraarpaa
