,Concept_ID,kk,nl
822,erster::A,алғашқы,eerste
823,zweiter::A,екінші,tweede
824,dritter::A,үшінші,derde
825,letzter::A,артқы,laatste
826,letzter::A,кейінгі,laatste
827,allein::ADV,серіксіз,alleen
828,auf einmal::ADV,бірден,ineens
829,auf einmal::ADV,бірден,tegelijk
830,zusammen::ADV,бірлесіп,samen
831,zusammen::ADV,бірлесіп,bijeen
832,lange::ADV,ұзақ,lang
833,plötzlich::ADV,кенет,eensklaps
834,plötzlich::ADV,кенет,plotsklaps
835,sofort::ADV,әне-міне дегенше,terstond
836,sofort::ADV,әне-міне дегенше,aanstonds
837,sofort::ADV,әне-міне дегенше,onmiddelijk
838,später::ADV,артынан,later
839,jetzt::ADV,енді,nu
840,jetzt::ADV,енді,nou
841,jetzt::ADV,енді,thans
842,jetzt::ADV,қазір,nu
843,jetzt::ADV,қазір,nou
844,jetzt::ADV,қазір,thans
845,heute::ADV,бүгін,heden
846,heute::ADV,бүгін,vandaag
847,morgen::ADV,ертең,morgen
848,bald::ADV,тез,gauw
849,bald::ADV,тез,weldra
850,dann::ADV,онан соң,dan
851,dann::ADV,онан соң,toen
852,dann::ADV,сонан соң,dan
853,dann::ADV,сонан соң,toen
854,gestern::ADV,кеше,gisteren
855,einst::ADV,бірде,eens
856,einst::ADV,бір кезде,eens
857,damals::ADV,анада,toen
858,damals::ADV,анада,destijds
859,danach::ADV,онан соң,daarna
860,danach::ADV,сонан соң,daarna
861,vorher::ADV,бұрын,vooraf
862,vorher::ADV,бұрын,van tevoren
863,zuerst::ADV,әуелі,eerst
864,zuerst::ADV,әуелі,het eerst
865,zuerst::ADV,алдымен,eerst
866,zuerst::ADV,алдымен,het eerst
867,einmal::ADV,бір жолы,eens
868,einmal::ADV,бір жолы,eenmaal
869,manchmal::ADV,кейде,soms
870,oft::ADV,ылғи,vaak
871,oft::ADV,ылғи,dikwijls
872,immer::ADV,өнебойы,altijd
873,niemals::ADV,ешуақытта,nooit
874,hier::ADV,бұнда,hier
875,hier::ADV,осында,hier
876,hierhin::ADV,бермен,hierheen
877,von hier::ADV,бер жақтан,van hier
878,von hier::ADV,бер жақтан,hiervandaan
879,dort::ADV,анда,daar
880,dort::ADV,анда,ginds
881,dorthin::ADV,әрі,daarheen
882,geradeaus::ADV,тура,rechtuit
883,geradeaus::ADV,тура,rechtdoor
884,vorwärts::ADV,ілгері,vooruit
885,vorwärts::ADV,ілгері,voorwaarts
886,rückwärts::ADV,артқа,achteruit
887,rückwärts::ADV,артқа,achterwaarts
888,zurück::ADV,кейін қарай,terug
889,unten::ADV,төменде,beneden
890,unten::ADV,төменде,onderaan
891,hinab::ADV,астына,omlaag
892,hinab::ADV,астына,naar beneden
893,hinab::ADV,төмен,omlaag
894,hinab::ADV,төмен,naar beneden
895,oben::ADV,жоғарыда,boven
896,hinauf::ADV,өрге,omhoog
897,hinauf::ADV,өрге,naar boven
898,überall::ADV,әрқайда,alom
899,überall::ADV,әрқайда,overal
900,nicht::ADV,емес,niet
901,ein wenig::ADV,азырақ,wat
902,ein wenig::ADV,аздаған,wat
903,ein wenig::ADV,азғантай,wat
904,kaum::ADV,зорға,amper
905,kaum::ADV,зорға,nauwelijks
906,sehr::ADV,орасан,erg
907,sehr::ADV,орасан,zeer
908,so::ADV,бұлай,zo
909,so::ADV,былайша,zo
910,noch::ADV,әлі,nog
911,nur::ADV,ғана,maar
912,nur::ADV,ғана,alleen
913,schon::ADV,түге,al
914,schon::ADV,түге,reeds
915,wieder::ADV,жаңа,weer
916,wieder::ADV,жаңа,terug
917,wieder::ADV,қайта,weer
918,wieder::ADV,қайта,terug
919,wieder::ADV,жаңадан,weer
920,wieder::ADV,жаңадан,terug
921,vergebens::ADV,бекер,vergeefs
922,vergebens::ADV,бекер,tevergeefs
923,vor::PRP,алды,voor
924,hinter::PRP,артынан,achter
925,unter::PRP,түп,onder
926,unter::PRP,түп,beneden
927,unter::PRP,маңында,onder
928,unter::PRP,маңында,beneden
929,durch::PRP,арқылы,door
930,neben::PRP,іргеде,naast
931,neben::PRP,жанында,naast
932,zwischen::PRP,арада,tussen
933,wegen::PRP,үшін,wegens
934,wegen::PRP,үшін,vanwege
935,dies::PRN,бұ,dit
936,dies::PRN,осы,dit
937,das::PRN,сол,dat
938,alles::PRN,дүйім,alles
939,alles::PRN,күллі,alles
940,ich::PRN,мен,ik
941,du::PRN,сен,je
942,du::PRN,сен,jij
943,er::PRN,ол,hij
944,wir::PRN,біз,we
945,wir::PRN,біз,wij
946,ihr::PRN,сіз,jullie
947,sie::PRN,олар,ze
948,sie::PRN,олар,zij
949,was::FPRN,не,wat
950,wer::FPRN,кім,wie
951,wo::FADV,кәні,waar
952,wo::FADV,қайда,waar
953,wohin::FADV,қайда,waarheen
954,wie::FADV,калай,hoe
955,warum::FADV,неғып,waarom
956,wieviel::FNUM,неше,hoeveel
957,wieviel::FNUM,қанша,hoeveel
958,eins::NUM,бір,één
959,zwei::NUM,екі,twee
960,drei::NUM,үш,drie
961,vier::NUM,төрт,vier
962,fünf::NUM,бес,vijf
963,sechs::NUM,алты,zes
964,sieben::NUM,жеті,zeven
965,acht::NUM,сегіз,acht
966,neun::NUM,тоғыз,negen
967,zehn::NUM,он,tien
968,elf::NUM,он бір,elf
969,zwölf::NUM,он екі,twaalf
970,zwanzig::NUM,жиырма,twintig
971,dreißig::NUM,отыз,dertig
972,vierzig::NUM,қырық,veertig
973,fünfzig::NUM,елу,vijftig
974,sechzig::NUM,алпыс,zestig
975,siebzig::NUM,жетпіс,zeventig
976,achtzig::NUM,сексен,tachtig
977,neunzig::NUM,тоқсан,negentig
978,hundert::NUM,жүз,honderd
979,tausend::NUM,мың,duizend
980,und::CNJ,та,en
981,oder::CNJ,әлде,of
982,oder::CNJ,немесе,of
983,stehen::V,тұру,staan
984,sitzen::V,отыру,zitten
985,liegen::V,жату,liggen
986,hängen::V,ілу,hangen
987,werden::V,болу,worden
988,werden::V,түрегелу,worden
989,passieren::V,болу,gebeuren
990,beginnen::V,басталу,beginnen
991,enden::V,ада болу,eindigen
992,wechseln::V,құбылу,wijzigen
993,wechseln::V,құбылу,veranderen
994,wechseln::V,өзгеру,wijzigen
995,wechseln::V,өзгеру,veranderen
996,aufgehen[Sonne]::V,шығу,opgaan
997,untergehen[Sonne]::V,батыру,ondergaan
998,scheinen[Sonne]::V,жылтырау,schijnen
999,donnern::V,күркіреу,donderen
1000,wehen::V,огып тур,waaien
1001,strömen::V,сорғалау,stromen
1002,fließen::V,ағу,vloeien
1003,sich drehen::V,айналу,draaien
1004,sich drehen::V,айналу,zich draaien
1005,schwanken::V,толықсу,wankelen
1006,schwingen::V,тербелу,zwieren
1007,fallen::V,құлау,vallen
1008,fallen::V,жығылу,vallen
1009,fallen::V,төмендеу,vallen
1010,brennen::V,жану,branden
1011,rauchen::V,түтету,roken
1012,regnen::V,жауу,regenen
1013,gefrieren::V,мұздай қату,bevriezen
1014,gefrieren::V,мұз боп қату,bevriezen
1015,tauen::V,жібу,dooien
1016,schmelzen::V,еру,smelten
1017,trocknen::V,курау,drogen
1018,sieden::V,қайнау,koken
1019,sieden::V,қайнау,zieden
1020,faulen::V,иістену,rotten
1021,verfaulen::V,шіру,verrotten
1022,reißen::V,жыртылу,scheuren
1023,versinken::V,малтығу,verzinken
1024,vergehen::V,өту,vergaan
1025,erscheinen::V,көріну,opdagen
1026,erscheinen::V,көріну,verschijnen
1027,erscheinen::V,көрініп қалу,opdagen
1028,erscheinen::V,көрініп қалу,verschijnen
1029,verschwinden::V,ғайып_болу,verdwijnen
1030,sinken::V,ылдилау,zinken
1031,sinken::V,төмендеу,zinken
1032,abnehmen::V,кемітілу,afnemen
1033,abnehmen::V,кемітілу,verminderen
1034,zunehmen::V,көбею,toenemen
1035,steigen::V,қобу,stijgen
1036,steigen::V,қобу,omhooggaan
1037,steigen::V,көтерілу,stijgen
1038,steigen::V,көтерілу,omhooggaan
1039,steigen::V,жоғарылау,stijgen
1040,steigen::V,жоғарылау,omhooggaan
1041,wachsen::V,өсу,groeien
1042,glänzen::V,жалтырау,glanzen
1043,glänzen::V,жалтырау,schitteren
1044,funkeln::V,жарқырау,fonkelen
1045,funkeln::V,нұрлану,fonkelen
1046,funkeln::V,жылтылдау,fonkelen
1047,lärmen::V,шулау,lawaai maken
1048,lärmen::V,шуылдау,lawaai maken
1049,läuten::V,қоңыраулату,luiden
1050,klingeln::V,дыңғырлау,bellen
1051,klirren::V,дыңылдату,rinkelen
1052,brausen::V,тасу,bruisen
1053,rauschen::V,сусылдау,ruisen
1054,rauschen::V,сыбдырлау,ruisen
1055,klingen::V,дыбыс шығару,klinken
1056,bellen::V,үру,blaffen
1057,heulen::V,ұлу,huilen
1058,blasen::V,үру,blazen
1059,pfeifen::V,ысқыру,fluiten
1060,schreien::V,шыңғыру,gillen
1061,schreien::V,шыңғыру,schreeuwen
1062,schreien::V,айғайлау,gillen
1063,schreien::V,айғайлау,schreeuwen
1064,schreien::V,байбайлау,gillen
1065,schreien::V,байбайлау,schreeuwen
1066,schreien::V,бажалақтау,gillen
1067,schreien::V,бажалақтау,schreeuwen
1068,stöhnen::V,ыңырсу,steunen
1069,stöhnen::V,ыңкылдау,steunen
1070,zittern::V,қалш,beven
1071,zittern::V,қалш,sidderen
1072,zittern::V,қалшылдату,beven
1073,zittern::V,қалшылдату,sidderen
1074,leben::V,жасау,leven
1075,leben::V,күнелту,leven
1076,leben::V,күн көру,leven
1077,leben::V,тіршілік ету,leven
1078,geboren werden::V,туу,geboren worden
1079,atmen::V,дем алу,ademen
1080,atmen::V,ауа жұту,ademen
1081,trinken::V,ішу,drinken
1082,trinken::V,ұрттау,drinken
1083,essen::V,жеу,eten
1084,essen::V,тамақтану,eten
1085,schlucken::V,жұту,slikken
1086,müde werden::V,болдыру,moe worden
1087,einschlafen::V,үйыктап калу,inslapen
1088,schlafen::V,ұйықтау,slapen
1089,aufwachen::V,ояну,ontwaken
1090,aufwachen::V,ояну,wakker worden
1091,aufstehen::V,ояну,opstaan
1092,sich erholen::V,тынығу,zich ontspannen
1093,krank werden::V,кеселдену,ziek worden
1094,krank werden::V,сырқаттану,ziek worden
1095,krank werden::V,ауырып қалу,ziek worden
1096,krank werden::V,ауыра бастау,ziek worden
1097,krank werden::V,кеселге ұшырау,ziek worden
1098,krank werden::V,сырқаттанып қалу,ziek worden
1099,krank sein::V,ауыру,ziek zijn
1100,krank sein::V,сырқаттану,ziek zijn
1101,schmerzen::V,ауырады,pijn doen
1102,husten::V,жөтелу,hoesten
1103,genesen::V,айығу,genezen
1104,sterben::V,өлу,sterven
1105,sterben::V,өлу,overlijden
1106,sterben::V,қайтыс,sterven
1107,sterben::V,қайтыс,overlijden
1108,sterben::V,жантапсыру,sterven
1109,sterben::V,жантапсыру,overlijden
1110,umkommen::V,өлу,omkomen
1111,umkommen::V,қаза табу,omkomen
1112,sich bewegen::V,жылжу,zich bewegen
1113,sich rühren::V,қыбырлау,zich verroeren
1114,sich erheben::V,тұру,oprijzen
1115,sich erheben::V,тұру,verrijzen
1116,sich setzen::V,отыру,gaan zitten
1117,hinfallen::V,жығылу,vallen
1118,hinfallen::V,жығылу,neervallen
1119,laufen::V,жояу жүру,lopen
1120,schreiten::V,кадамдау,stappen
1121,schreiten::V,кадамдау,schrijden
1122,spazierengehen::V,қыдыру,gaan wandelen
1123,eilen::V,асығу,ijlen
1124,eilen::V,асығу,haasten
1125,eilen::V,жеделдену,ijlen
1126,eilen::V,жеделдену,haasten
1127,eilen::V,жедепдеу,ijlen
1128,eilen::V,жедепдеу,haasten
1129,sich beeilen::V,асығу,zich haasten
1130,sich beeilen::V,жеделдену,zich haasten
1131,sausen::V,заулау,stuiven
1132,rennen::V,жүгіру,rennen
1133,springen::V,секіру,springen
1134,klettern::V,өрмелеп шығу,klimmen
1135,klettern::V,өрмелеп шығу,klauteren
1136,schaukeln::V,тербелу,schommelen
1137,kriechen::V,еңбектеу,kruipen
1138,schwimmen::V,жүзу,zwemmen
1139,schwimmen::V,малту,zwemmen
1140,schwimmen::V,қалықтау,zwemmen
1141,tauchen::V,сүңгу,duiken
1142,rudern::V,есу,roeien
1143,fahren::V,бару,rijden
1144,fliegen::V,ұшу,vliegen
1145,gehen::V,бару,gaan
1146,weggehen::V,кету,weggaan
1147,abfahren::V,жөнелу,vertrekken
1148,anhalten::V,тоқтау,stoppen
1149,anhalten::V,тоқтау,stilhouden
1150,hineingehen::V,кіру,ingaan
1151,hineingehen::V,кіру,binnengaan
1152,eintreten::V,ену,binnenkomen
1153,kommen::V,жету,komen
1154,ankommen::V,келу,aankomen
1155,zurückkommen::V,қайту,terugkomen
1156,bleiben::V,қалу,blijven
1157,warten::V,тосу,wachten
1158,erwarten::V,күту,verwachten
1159,suchen::V,іздеу,zoeken
1160,finden::V,табу,vinden
1161,versuchen::V,талпыну,proberen
1162,versuchen::V,талпыну,beproeven
1163,vorbereiten::V,әзірлеу,voorbereiden
1164,lieben::V,сүю,houden van
1165,mögen::V,жарату,lusten
1166,mögen::V,жарату,houden van
1167,mögen::V,жақсы_көру,lusten
1168,mögen::V,жақсы_көру,houden van
1169,lachen::V,күлу,lachen
1170,lachen::V,күлісу,lachen
1171,rühren::V,көңілін бұзу,roeren
1172,weinen::V,жылау,huilen
1173,weinen::V,жылау,schreien
1174,schimpfen::V,ақырып-бақыру,kijven
1175,schimpfen::V,ақырып-бақыру,schelden
1176,sich ärgern::V,ашулану,zich ergeren
1177,sich fürchten::V,сескену,bang zijn
1178,fürchten::V,қауіптену,vrezen
1179,fürchten::V,сақсыну,vrezen
1180,fliehen::V,қашу,vluchten
1181,fliehen::V,қашып кету,vluchten
1182,flüchten::V,қашу,ontsnappen
1183,flüchten::V,қашу,ontkomen
1184,flüchten::V,қашып кету,ontsnappen
1185,flüchten::V,қашып кету,ontkomen
1186,sehen::V,көру,zien
1187,anschauen::V,назар салу,aankijken
1188,ansehen::V,тамашалау,aanzien
1189,ansehen::V,тамашалау,bekijken
1190,hören::V,есту,horen
1191,zuhören::V,тыңдау,luisteren
1192,zuhören::V,құлақ қою,luisteren
1193,probieren::V,тату,proeven
1194,probieren::V,дәм тату,proeven
1195,riechen::V,иіскеу,ruiken
1196,fühlen::V,сезу,voelen
1197,fühlen::V,сезіну,voelen
1198,scheinen::V,болып көріну,lijken
1199,zu sehen sein::V,көріну,te zien zijn
1200,vernehmen::V,есту,vernemen
1201,vernehmen::V,есітіп қалу,vernemen
1202,frieren::V,тоңу,het koud hebben
1203,frieren::V,жаурау,het koud hebben
1204,tun::V,ету,doen
1205,tun::V,істеу,doen
1206,können::V,білу,kunnen
1207,wollen::V,қалау,willen
1208,anfangen::V,бастау,beginnen
1209,anfangen::V,бастау,aanvangen
1210,beenden::V,бітіру,beëindigen
1211,beenden::V,адақтау,beëindigen
1212,beenden::V,тамамдау,beëindigen
1213,beenden::V,аяқтап шығу,beëindigen
1214,aufhören::V,доғару,ophouden
1215,gelingen::V,жолы түсу,lukken
1216,gelingen::V,жолы түсу,gelukken
1217,geraten::V,калу,uitvallen
1218,öffnen::V,ашу,openen
1219,öffnen::V,ашу,opendoen
1220,öffnen::V,ашып қою,openen
1221,öffnen::V,ашып қою,opendoen
1222,schließen::V,жабу,sluiten
1223,schließen::V,жабу,dichtdoen
1224,stellen::V,қою,stellen
1225,stellen::V,қою,plaatsen
1226,stellen::V,қойдыру,stellen
1227,stellen::V,қойдыру,plaatsen
1228,setzen::V,отырғызу,zetten
1229,setzen::V,отырғызу,plaatsen
1230,legen::V,салу,leggen
1231,legen::V,калау,leggen
1232,berühren::V,тию,aanraken
1233,verbinden::V,байлап алу,verbinden
1234,verbinden::V,сабақтастыру,verbinden
1235,bedecken::V,бүркеу,bedekken
1236,aufhängen::V,ілу,ophangen
1237,aufhängen::V,асып қою,ophangen
1238,anzünden::V,тұтату,aansteken
1239,aufheben::V,көтеру,oprapen
1240,zurücklassen::V,қалдыру,achterlaten
1241,verlieren::V,жоғалту,verliezen
1242,fallen lassen::V,құлатып алу,laten vallen
1243,fallen lassen::V,қолдан түсіріп алу,laten vallen
1244,machen::V,ету,maken
1245,machen::V,жасау,maken
1246,machen::V,жасап шығару,maken
1247,herstellen::V,жасап шығару,produceren
1248,herstellen::V,жасап шығару,voortbrengen
1249,bauen::V,тұрғызу,bouwen
1250,reparieren::V,оңдау,repareren
1251,reparieren::V,оңдау,herstellen
1252,verbessern::V,дұрыстау,verbeteren
1253,ändern::V,өзгерту,wijzigen
1254,ändern::V,өзгерту,veranderen
1255,graben::V,үңгу,graven
1256,beugen::V,буғу,buigen
1257,biegen::V,ию,buigen
1258,biegen::V,майыстыру,buigen
1259,drehen::V,айналдыру,draaien
1260,wenden::V,екінші жағын айналдыру,keren
1261,wenden::V,екінші жағын айналдыру,wenden
1262,umdrehen::V,бұру,omdraaien
1263,heben::V,көтеру,heffen
1264,heben::V,көтеру,optillen
1265,hochheben::V,жоғарылату,tillen
1266,hochheben::V,көтеру,tillen
1267,ergreifen::V,бас_салу,pakken
1268,ergreifen::V,бас_салу,grijpen
1269,ergreifen::V,шап_беріп_ұстап_алу,pakken
1270,ergreifen::V,шап_беріп_ұстап_алу,grijpen
1271,ergreifen::V,шап_беру,pakken
1272,ergreifen::V,шап_беру,grijpen
1273,ergreifen::V,шап_ете_түсу,pakken
1274,ergreifen::V,шап_ете_түсу,grijpen
1275,halten::V,тұту,houden
1276,halten::V,ұстау,houden
1277,drücken::V,басу,drukken
1278,schieben::V,итеру,duwen
1279,schieben::V,итеру,schuiven
1280,kratzen::V,қыру,krassen
1281,lecken::V,жалау,likken
1282,beißen::V,қабу,bijten
1283,beißen::V,тістеу,bijten
1284,beißen::V,қауып алу,bijten
1285,abreißen::V,үзу,afrukken
1286,abreißen::V,үзу,afscheuren
1287,abschneiden::V,қырқу,afsnijden
1288,binden::V,байланыстыру,binden
1289,binden::V,байлап_алу,binden
1290,binden::V,байластыру,binden
1291,binden::V,байлау,binden
1292,binden::V,буу,binden
1293,binden::V,матау,binden
1294,binden::V,сабақтастыру,binden
1295,binden::V,ұштастыру,binden
1296,stecken::V,сұғу,steken
1297,brechen::V,сындыру,breken
1298,klopfen::V,қағу,kloppen
1299,hauen::V,соғу,houwen
1300,kleben::V,желімдеу,plakken
1301,reiben::V,үйкеу,wrijven
1302,streichen::V,сүйкеу,smeren
1303,schleifen::V,егеу,slijpen
1304,schleifen::V,қайрау,slijpen
1305,schleifen::V,егеулеу,slijpen
1306,schneiden::V,кесу,snijden
1307,rütteln::V,қозғау,schudden
1308,rütteln::V,жұлмалау,schudden
1309,schütteln::V,дірілдету,schudden
1310,schütteln::V,селкілдету,schudden
1311,schwenken::V,бұлғау,wuiven
1312,schwenken::V,бұлғау,zwaaien
1313,schwenken::V,сермеу,wuiven
1314,schwenken::V,сермеу,zwaaien
1315,schütten::V,құю,gieten
1316,schütten::V,құю,storten
1317,füllen::V,толтыру,vullen
1318,einwickeln::V,орау,inwikkelen
1319,tragen::V,алып жүру,dragen
1320,schleppen::V,тарту,slepen
1321,ziehen::V,тарту,trekken
1322,aufbewahren::V,сақтау,bewaren
1323,werfen::V,лақтыру,gooien
1324,fangen::V,қармау,vangen
1325,fangen::V,қағып алу,vangen
1326,packen::V,шап беру,pakken
1327,packen::V,шап беру,vastpakken
1328,packen::V,шап ете түсу,pakken
1329,packen::V,шап ете түсу,vastpakken
1330,packen::V,шап беріп ұстап алу,pakken
1331,packen::V,шап беріп ұстап алу,vastpakken
1332,verstecken::V,тығу,verstoppen
1333,verstecken::V,жасыру,verstoppen
1334,teilen::V,бөлу,delen
1335,schicken::V,жіберу,sturen
1336,bringen::V,әкелу,brengen
1337,bringen::V,алып келу,brengen
1338,hinzufügen::V,қосу,toevoegen
1339,hinzufügen::V,үстеу,toevoegen
1340,bekommen::V,алу,verkrijgen
1341,erhalten::V,алмақ,krijgen
1342,nehmen::V,алу,nemen
1343,nehmen::V,алмақ,nemen
1344,wählen::V,таңдау,kiezen
1345,wählen::V,таңдау,verkiezen
1346,auswählen::V,екшеу,uitkiezen
1347,auswählen::V,саралау,uitkiezen
1348,auswählen::V,сұрыптау,uitkiezen
1349,auswählen::V,сайлап алу,uitkiezen
1350,bewahren::V,сақтау,bewaren
1351,behindern::V,оралғы болу,hinderen
1352,verderben::V,бүлдіру,bederven
1353,beschädigen::V,бұзу,beschadigen
1354,zerbrechen::V,уату,breken
1355,zerbrechen::V,уату,stukbreken
1356,zerreißen::V,жырту,scheuren
1357,zerreißen::V,жырту,verscheuren
1358,zerstören::V,қирату,vernielen
1359,zerstören::V,талқандау,vernielen
1360,verbrennen::V,өртеу,branden
1361,verbrennen::V,өртеу,verbranden
1362,verbrennen::V,жандыру,branden
1363,verbrennen::V,жандыру,verbranden
1364,verbrennen::V,өртеп жіберу,branden
1365,verbrennen::V,өртеп жіберу,verbranden
1366,verbrennen::V,жандырып жіберу,branden
1367,verbrennen::V,жандырып жіберу,verbranden
1368,geben::V,беру,geven
1369,reichen::V,беру,reiken
1370,reichen::V,беру,aanreiken
1371,schenken::V,тарту,schenken
1372,versprechen::V,уәде беру,beloven
1373,wünschen::V,тілеу,wensen
1374,loben::V,мақтау,loven
1375,loben::V,мақтау,prijzen
1376,loben::V,дәріптеу,loven
1377,loben::V,дәріптеу,prijzen
1378,küssen::V,сүю,kussen
1379,wiegen::V,тербеу,wiegen
1380,zudecken::V,бүркеу,toedekken
1381,wecken::V,ояту,wekken
1382,zeigen::V,көрсету,tonen
1383,zeigen::V,көрсету,wijzen
1384,führen::V,ерту,voeren
1385,führen::V,жетектеу,voeren
1386,lehren::V,оқыту,leren
1387,unterrichten::V,оқыту,onderwijzen
1388,aufziehen::V,бағу,grootbrengen
1389,leiten::V,басқару,leiden
1390,leiten::V,жетекшілік ету,leiden
1391,antreiben::V,асықтыру,aandrijven
1392,lassen::V,-ткізу,laten
1393,lassen::V,мәжбүр ету,laten
1394,einladen::V,шақыру,uitnodigen
1395,vereinigen::V,біріктіру,verenigen
1396,vereinigen::V,біріктіріп қою,verenigen
1397,besuchen::V,кіріп шығу,bezoeken
1398,besuchen::V,барып шығу,bezoeken
1399,treffen::V,кездесу,treffen
1400,treffen::V,кездесу,ontmoeten
1401,sich versammeln::V,топталу,zich verzamelen
1402,spielen::V,ойнау,spelen
1403,singen::V,сайрау,zingen
1404,tanzen::V,билеу,dansen
1405,sich trennen::V,айрылысу,van elkaar gaan
1406,verlassen::V,тастау,verlaten
1407,retten::V,құтқару,redden
1408,bewachen::V,күзету,bewaken
1409,schützen::V,жақтау,beschermen
1410,schützen::V,жақтасу,beschermen
1411,verteidigen::V,қорғау,verdedigen
1412,sich schlagen::V,алысу,knokken
1413,schießen::V,ату,schieten
1414,siegen::V,жеңу,overwinnen
1415,ärgern::V,ашуландыру,ergeren
1416,schlagen::V,ұру,slaan
1417,treten::V,тебу,trappen
1418,treten::V,тебу,schoppen
1419,stechen::V,шаншу,steken
1420,stechen::V,шаншу,prikken
1421,stoßen::V,түрту,stoten
1422,stehlen::V,ұрлау,stelen
1423,stören::V,кесірлен,storen
1424,stören::V,кесірлен,verstoren
1425,belästigen::V,мазасын алу,lastig vallen
1426,verbergen::V,сездірмеу,verbergen
1427,täuschen::V,жалған айту,misleiden
1428,betrügen::V,алдау,bedriegen
1429,betrügen::V,алдап кету,bedriegen
1430,betrügen::V,ақымақ қылу,bedriegen
1431,töten::V,құрту,doden
1432,töten::V,өлтіру,doden
1433,wohnen::V,мекендеу,wonen
1434,wohnen::V,өмір сүру,wonen
1435,arbeiten::V,істеу,werken
1436,arbeiten::V,еңбектену,werken
1437,sammeln::V,жыю,inzamelen
1438,sammeln::V,жыю,verzamelen
1439,pflücken::V,жұлу,plukken
1440,jagen::V,аулау,jagen
1441,fischen::V,балык_аулау,vissen
1442,fassen::V,ұстау,vangen
1443,hüten::V,жаю,hoeden
1444,hüten::V,бағу,hoeden
1445,treiben::V,айдау,drijven
1446,anbinden::V,байлау,vastbinden
1447,füttern::V,ас ішкізу,voeren
1448,füttern::V,азықтандыру,voeren
1449,füttern::V,қоректендіру,voeren
1450,melken::V,сауу,melken
1451,hacken::V,турау,hakken
1452,gießen::V,суару,gieten
1453,reifen::V,жетілу,rijpen
1454,zubereiten::V,даяр ету,klaarmaken
1455,zubereiten::V,даяр ету,toebereiden
1456,kochen::V,асу,koken
1457,backen::V,пісіру,bakken
1458,braten::V,қуыру,braden
1459,umrühren::V,былғалау,omroeren
1460,umrühren::V,сапырылыстыру,omroeren
1461,stricken::V,торлау,breien
1462,stricken::V,тоқу,breien
1463,nähen::V,тігу,naaien
1464,färben::V,бояу,verven
1465,färben::V,бояу,kleuren
1466,färben::V,сырлау,verven
1467,färben::V,сырлау,kleuren
1468,reinigen::V,аршу,reinigen
1469,reinigen::V,тазалау,reinigen
1470,waschen::V,жуу,wassen
1471,abwischen::V,сүрту,afvegen
1472,spülen::V,шаю,spoelen
1473,spülen::V,шаю,afwassen
1474,fegen::V,сыпыру,vegen
1475,kehren::V,сыпыру,vegen
1476,baden::V,шомылу,baden
1477,sich waschen::V,жуыну,zich wassen
1478,ausziehen::V,шешу,uittrekken
1479,anziehen::V,кигізу,aantrekken
1480,sich anziehen::V,киіну,zich aankleden
1481,kämmen::V,тарау,kammen
1482,schmücken::V,әсемдеу,tooien
1483,schmücken::V,мәнерлеу,tooien
1484,schmücken::V,көріктендіру,tooien
1485,sagen::V,деу,zeggen
1486,sagen::V,айту,zeggen
1487,sprechen::V,деу,spreken
1488,sprechen::V,айту,spreken
1489,reden::V,сөйлеу,praten
1490,reden::V,сөйлесу,praten
1491,reden::V,тіл қатысу,praten
1492,sich unterhalten::V,сұхбаттасу,zich onderhouden
1493,fragen::V,сұрау,vragen
1494,bitten::V,өтіну,vragen
1495,bitten::V,өтіну,verzoeken
1496,bitten::V,жалыну,vragen
1497,bitten::V,жалыну,verzoeken
1498,erzählen::V,айту,vertellen
1499,mitteilen::V,білдіру,meedelen
1500,nennen::V,атау,noemen
1501,rufen::V,шақыру,roepen
1502,prahlen::V,бөсу,pralen
1503,übersetzen::V,аудару,vertalen
1504,denken::V,ойлау,denken
1505,glauben::V,нану,geloven
1506,glauben::V,илану,geloven
1507,bemerken::V,аңғару,bemerken
1508,erkennen::V,тану,herkennen
1509,begreifen::V,ұғу,begrijpen
1510,begreifen::V,аңғарып алу,begrijpen
1511,verstehen::V,пайым,verstaan
1512,verstehen::V,түсіну,verstaan
1513,lernen::V,оқу,leren
1514,wissen::V,хабардар болу,weten
1515,sich erinnern an::V,еске түсіру,zich herinneren aan
1516,vergessen::V,ұмыту,vergeten
1517,messen::V,өлшеу,meten
1518,zählen::V,санау,tellen
1519,rechnen::V,санап шығару,rekenen
1520,rechnen::V,санап шығу,rekenen
1521,rechnen::V,санау,rekenen
1522,lesen::V,оқу,lezen
1523,malen::V,сурет салу,schilderen
1524,zeichnen::V,сурет салу,tekenen
1525,schreiben::V,жазу,schrijven
1526,besitzen::V,болу,bezitten
1527,kaufen::V,алу,kopen
1528,kaufen::V,әперу,kopen
1529,verkaufen::V,сату,verkopen
1530,bezahlen::V,төлеу,betalen
1531,bezahlen::V,ақы беру,betalen
1532,bezahlen::V,ақы төлеу,betalen
1533,zahlen::V,төлеу,betalen
1534,beherrschen::V,билеу,beheersen
1535,ertragen::V,төзу,verdragen
1536,ertragen::V,шыдау,verdragen
