,Concept_ID,ca,ru
857,schreiten::V,procedir,шагать
858,spazierengehen::V,passejar,гулять
859,eilen::V,anar corrent,спешить
860,sich beeilen::V,afanyar-se,торопиться
861,sausen::V,córrer,мчаться
862,rennen::V,córrer,бегать
863,springen::V,saltar,прыгать
864,klettern::V,escalar,лазать
865,schaukeln::V,gronxar-se,раскачиваться
866,schaukeln::V,balancejar-se,раскачиваться
867,kriechen::V,reptar,ползать
868,kriechen::V,arrossegar-se,ползать
869,schwimmen::V,nadar,плавать
870,tauchen::V,bussejar,нырять
871,tauchen::V,submergir-se,нырять
872,rudern::V,remar,грести
873,fahren::V,anar,ехать
874,fliegen::V,volar,летать
875,gehen::V,caminar,идти
876,weggehen::V,anar-se'n,уйти
877,abfahren::V,partir,отправиться
878,anhalten::V,aturar-se,остановиться
879,hineingehen::V,entrar,входить
880,eintreten::V,entrar,войти
881,kommen::V,venir,прийти
882,ankommen::V,arribar,прибыть
883,zurückkommen::V,tornar,возвратиться
884,bleiben::V,quedar-se,остаться
885,warten::V,esperar,ждать
886,erwarten::V,esperar,ожидать
887,suchen::V,buscar,искать
888,finden::V,trobar,найти
889,versuchen::V,intentar,пытаться
890,vorbereiten::V,preparar,подготовить
891,lieben::V,estimar,любить
892,mögen::V,agradar a,любить
893,lachen::V,riure,смеяться
894,rühren::V,commoure,растрогать
895,rühren::V,emocionar,растрогать
896,weinen::V,plorar,плакать
897,schimpfen::V,renyar,ругаться
898,sich ärgern::V,enfadar-se,сердиться
899,sich fürchten::V,tenir por,бояться
900,fürchten::V,témer,бояться
901,fliehen::V,fugir,убегать
902,flüchten::V,refugiar-se,убежать
903,sehen::V,veure,видеть
904,anschauen::V,mirar,посмотреть
905,ansehen::V,mirar,смотреть
906,hören::V,oir,слышать
907,zuhören::V,escoltar,слушать
908,probieren::V,provar,пробовать
909,riechen::V,olorar,нюхать
910,fühlen::V,sentīr,чувствовать
911,scheinen::V,semblar,казаться
912,zu sehen sein::V,poder-se veure,виднеться
913,vernehmen::V,percebre,услышать
914,frieren::V,tenir fred,мерзнуть
915,tun::V,fer,делать
916,können::V,poder,мочь
917,können::V,poder,уметь
918,wollen::V,voler,хотеть
919,anfangen::V,iniciar,начать
920,beenden::V,acabar,закончить
921,aufhören::V,deixar,перестать
922,gelingen::V,sortir bé,удаться
923,geraten::V,sortir,оказаться
924,öffnen::V,obrir,открыть
925,schließen::V,tancar,закрыть
926,stellen::V,posar,поставить
927,stellen::V,col·locar,поставить
928,setzen::V,assentar,посадить
929,legen::V,posar,класть
930,berühren::V,tocar,трогать
931,verbinden::V,unir,связать
932,verbinden::V,connectar,связать
933,bedecken::V,tapar,покрыть
934,bedecken::V,cobrir,покрыть
935,aufhängen::V,penjar,повесить
936,anzünden::V,encendre,зажечь
937,aufheben::V,aixecar,поднять
938,zurücklassen::V,deixar,оставить
939,verlieren::V,pērdre,потерять
940,fallen lassen::V,deixar caure,уронить
941,machen::V,fer,сделать
942,herstellen::V,producir,изготовить
943,bauen::V,construir,строить
944,reparieren::V,reparar,чинить
945,verbessern::V,millorar,улучшить
946,ändern::V,canviar,изменить
947,graben::V,cavar,копать
948,beugen::V,doblegar,согнуть
949,biegen::V,corbar,погнуть
950,biegen::V,arquejar,погнуть
951,drehen::V,girar,вертеть
952,wenden::V,girar,повернуть
953,umdrehen::V,voltar,перевернуть
954,heben::V,pujar,поднимать
955,heben::V,aixecar,поднимать
956,hochheben::V,aixecar,поднять
957,ergreifen::V,agafar,схватить
958,halten::V,mantenir,держать
959,drücken::V,prémer,нажимать
960,drücken::V,estrènyer,нажимать
961,schieben::V,empènyer,толкать
962,kratzen::V,raspar,скрести
963,lecken::V,llepar,лизать
964,beißen::V,mossegar,кусать
965,abreißen::V,arrencar,оторвать
966,abschneiden::V,tallar,отрезать
967,binden::V,lligar,вязать
968,stecken::V,ficar,воткнуть
969,brechen::V,trencar,сломать
970,klopfen::V,trucar,стучать
971,hauen::V,picar,бить
972,hauen::V,colpejar,бить
973,kleben::V,enganxar,клеить
974,reiben::V,fregar,тереть
975,streichen::V,untar,намазать
976,schleifen::V,afilar,точить
977,schleifen::V,esmolar,точить
978,schneiden::V,tallar,резать
979,rütteln::V,sacsejar,шатать
980,schütteln::V,agitar,трясти
981,schütteln::V,sacsejar,трясти
982,schwenken::V,agitar,махать
983,schütten::V,abocar,налить
984,füllen::V,omplir,наполнить
985,einwickeln::V,embolicar,завернуть
986,tragen::V,dur,нести
987,tragen::V,portar,нести
988,schleppen::V,arrossegar,тащить
989,ziehen::V,tirar,тянуть
990,ziehen::V,estirar,тянуть
991,aufbewahren::V,conservar,хранить
992,werfen::V,llançar,бросать
993,fangen::V,agafar,ловить
994,fangen::V,atrapar,ловить
995,packen::V,engrapar,схватить
996,verstecken::V,amagar,спрятать
997,teilen::V,dividir,разделить
998,schicken::V,enviar,посылать
999,bringen::V,portar,принести
1000,hinzufügen::V,afegir,добавить
1001,bekommen::V,obtenir,достать
1002,erhalten::V,rebre,получить
1003,nehmen::V,prendre,взять
1004,wählen::V,triar,выбрать
1005,wählen::V,elegir,выбрать
1006,auswählen::V,escollir,отобрать
1007,auswählen::V,seleccionar,отобрать
1008,bewahren::V,conservar,сохранить
1009,behindern::V,impedir,препятствовать
1010,behindern::V,obstaculitzar,препятствовать
1011,verderben::V,espatllar,испортить
1012,beschädigen::V,danyar,повредить
1013,beschädigen::V,destrossar,повредить
1014,zerbrechen::V,trencar,разбить
1015,zerreißen::V,estripar,разорвать
1016,zerstören::V,destruir,разрушить
1017,verbrennen::V,cremar,сжечь
1018,geben::V,donar,дать
1019,reichen::V,passar,передать
1020,schenken::V,regalar,дарить
1021,versprechen::V,prometre,обещать
1022,wünschen::V,desitjar,желать
1023,loben::V,elogiar,хвалить
1024,küssen::V,fer un petó a,целовать
1025,wiegen::V,bressolar,качать
1026,zudecken::V,tapar,накрыть
1027,zudecken::V,cobrir,накрыть
1028,wecken::V,despertar,разбудить
1029,zeigen::V,mostrar,показать
1030,zeigen::V,ensenyar,показать
1031,führen::V,guiar,вести
1032,führen::V,conduir,вести
1033,lehren::V,ensenyar,учить
1034,unterrichten::V,ensenyar,преподавать
1035,aufziehen::V,criar,воспитать
1036,leiten::V,dirigir,руководить
1037,antreiben::V,impel·lir,подгонять
1038,lassen::V,fer,заставить
1039,einladen::V,invitar,пригласить
1040,einladen::V,convidar,пригласить
1041,vereinigen::V,unir,объединить
1042,besuchen::V,visitar,посетить
1043,besuchen::V,anar a veure,посетить
1044,treffen::V,trobar,встретить
1045,sich versammeln::V,reunir-se,собраться
1046,spielen::V,jugar,играть
1047,singen::V,cantār,петь
1048,tanzen::V,ballar,плясать
1049,tanzen::V,ballar,танцевать
1050,sich trennen::V,separar-se,расстаться
1051,verlassen::V,deixar,покинуть
1052,verlassen::V,abandonar,покинуть
1053,retten::V,salvar,спасти
1054,bewachen::V,vigilar,охранять
1055,schützen::V,protegir,уберегать
1056,verteidigen::V,defensar,защитить
1057,sich schlagen::V,barallar-se,драться
1058,schießen::V,tirar,стрелять
1059,schießen::V,disparar,стрелять
1060,siegen::V,vèncer,победить
1061,ärgern::V,enfadar,сердить
1062,schlagen::V,pegar,ударить
1063,schlagen::V,colpejar,ударить
1064,treten::V,donar un cop de peu a,пинать
1065,stechen::V,punxar,уколоть
1066,stechen::V,apunyalar,уколоть
1067,stoßen::V,empènyer,толкнуть
1068,stehlen::V,robar,украсть
1069,stören::V,molestar,помешать
1070,belästigen::V,importunar,надоедать
1071,verbergen::V,amagar,скрыть
1072,verbergen::V,ocultar,скрыть
1073,täuschen::V,enganyar,обмануть
1074,betrügen::V,estafar,смошенничать
1075,töten::V,matar,убить
1076,wohnen::V,vīure,проживать
1077,wohnen::V,habitar,проживать
1078,arbeiten::V,treballar,работать
1079,sammeln::V,col·leccionar,собрать
1080,pflücken::V,collir,рвать
1081,pflücken::V,collir,срывать
1082,jagen::V,caçar,охотиться
1083,fischen::V,pescar,рыбачить
1084,fassen::V,atrapar,поймать
1085,hüten::V,pasturar,пасти
1086,treiben::V,arriar,гнать
1087,anbinden::V,lligar,привязать
1088,füttern::V,donar menjar a,кормить
1089,melken::V,munyir,доить
1090,hacken::V,picar,рубить
1091,hacken::V,tallar,рубить
1092,gießen::V,regar,полить
1093,reifen::V,madurar,созреть
1094,zubereiten::V,preparar,приготовить
1095,kochen::V,coure,варить
1096,backen::V,coure al forn,печь
1097,braten::V,rostir,жарить
1098,umrühren::V,remenar,перемешать
1099,stricken::V,tricotar,вязать
1100,stricken::V,fer punt de mitja,вязать
1101,nähen::V,cosir,шить
1102,färben::V,tenyir,покрасить
1103,reinigen::V,netejar,очистить
1104,waschen::V,rentār,стирать
1105,abwischen::V,eixugar,вытереть
1106,spülen::V,esbandir,полоскать
1107,fegen::V,escombrar,подметать
1108,kehren::V,escombrar,мести
1109,baden::V,banyar-se,купаться
1110,sich waschen::V,rentār-se,мыться
1111,ausziehen::V,treure's,снять
1112,anziehen::V,posar-se,надеть
1113,sich anziehen::V,vestir-se,одеться
1114,kämmen::V,pentinar,причесать
1115,schmücken::V,adornar,украсить
1116,sagen::V,dir,сказать
1117,sprechen::V,parlar,говорить
1118,reden::V,parlar,разговаривать
1119,sich unterhalten::V,conversar,беседовать
1120,fragen::V,preguntar,спросить
1121,bitten::V,demanar,просить
1122,erzählen::V,contar,рассказать
1123,erzählen::V,explicar,рассказать
1124,mitteilen::V,comunicar,сообщить
1125,nennen::V,nomenar,назвать
1126,rufen::V,cridar,звать
1127,prahlen::V,lloar-se,хвастаться
1128,prahlen::V,jactar-se,хвастаться
1129,übersetzen::V,traduir,перевести
1130,denken::V,pensar,думать
1131,glauben::V,creure,верить
1132,bemerken::V,notar,заметить
1133,erkennen::V,reconèixer,узнать
1134,begreifen::V,comprendre,понять
1135,begreifen::V,comprendre,постичь
1136,verstehen::V,entendre,услышать
1137,lernen::V,aprendre,учиться
1138,wissen::V,saber,знать
1139,sich erinnern an::V,recordar,вспомнить
1140,vergessen::V,oblidar,забыть
1141,messen::V,mesurar,мерить
1142,zählen::V,comptar,считать
1143,rechnen::V,calcular,считать
1144,lesen::V,llegir,читать
1145,malen::V,pintar,рисовать
1146,zeichnen::V,dibuixar,рисовать
1147,schreiben::V,escrīure,писать
1148,besitzen::V,posseir,иметь
1149,kaufen::V,comprar,купить
1150,verkaufen::V,vendre,продать
1151,bezahlen::V,pagar,заплатить
1152,zahlen::V,pagar per,платить
1153,beherrschen::V,dominar,владеть
1154,ertragen::V,aguantar,вытерпеть
