,Concept_ID,ps,sv
255,Tochter::N,لور,dotter
256,Bruder::N,ورور,bror
257,Schwester::N,خور,syster
258,Onkel::N,تره,morbror
259,Onkel::N,ماما,morbror
260,Tante::N,خاله,tant
261,Ehemann::N,مېړه,äkta man
262,Ehefrau::N,مېرمن,hustru
263,Freude::N,خوشحالي,fröjd
264,Freude::N,خوشحالي,glädje
265,Gelächter::N,خندا,åtlöje
266,Glück::N,بخت,lycka
267,Kummer::N,غم,sorg
268,Wunsch::N,هيله,önskan
269,Wunsch::N,غوښتنه,önskan
270,Lust::N,شوق,lust
271,Lust::N,مینه,lust
272,Geist::N,روح,ande
273,Gedanke::N,فکر,tanke
274,Gedächtnis::N,یاد,minne
275,Gedächtnis::N,حافظه,minne
276,Verstand::N,عقل,förstånd
277,Verstand::N,شعور,förstånd
278,Sinn::N,معنی,mening
279,Sinn::N,معنی,betydelse
280,Grund::N,علت,skäl
281,Grund::N,علت,grund
282,Grund::N,اساس,skäl
283,Grund::N,اساس,grund
284,Wahrheit::N,حقیقت,sanning
285,Gespräch::N,مرکه,samtal
286,Gespräch::N,خبرې اترې,samtal
287,Märchen::N,افسانه,saga
288,Erzählung::N,قصه,berättelse
289,Erzählung::N,کیسه,berättelse
290,Nachricht::N,خبر,meddelande
291,Neuigkeit::N,نوی خبر,nyhet
292,Name::N,نوم,namn
293,Rätsel::N,کیسۍ,gåta
294,Rätsel::N,چیستان,gåta
295,Rede::N,وینا,tal
296,Sprache::N,ژبه,språk
297,Stimme::N,غږ,stämma
298,Stimme::N,اواز,stämma
299,Wort::N,لغت,ord
300,Wort::N,کلمه,ord
301,Zeichen::N,نښه,tecken
302,Zeichen::N,اشاره,tecken
303,Ruf::N,ږغ,rop
304,Ruf::N,بلنه,rop
305,Lärm::N,غالمغال,bråk
306,Lärm::N,غالمغال,oväsen
307,Laut::N,ږغ,ljud
308,Ton::N,اواز,ton
309,Lied::N,غزله,sång
310,Lied::N,سندره,sång
311,Ruhe::N,ارامي,ro
312,Ruhe::N,ارامي,lugn
313,Leute::N,خلک,folk
314,Volk::N,ولس,folk
315,Arbeit::N,کار,arbete
316,Gast::N,مېلمه,gäst
317,Geschenk::N,تحفه,gåva
318,Geschenk::N,تحفه,present
319,Geschenk::N,سوغات,gåva
320,Geschenk::N,سوغات,present
321,Spiel::N,لوبه,lek
322,Spiel::N,لوبه,spel
323,Gesellschaft::N,ډله,sällskap
324,Hilfe::N,کومک,hjälp
325,Hilfe::N,مرسته,hjälp
326,Freund::N,ملګری,vän
327,Kamerad::N,انډيوال,kamrat
328,Angelegenheit::N,موضوع,ärende
329,Angelegenheit::N,موضوع,angelägenhet
330,Anzahl::N,شمېر,antal
331,Anzahl::N,تعداد,antal
332,Art::N,ډول,art
333,Art::N,ډول,slag
334,Stück::N,ټوټه,stycke
335,Teil::N,برخه,del
336,Hälfte::N,نیم,halva
337,Kreis::N,دایره,krets
338,Kreis::N,دایره,cirkel
339,Kreuz::N,صلیب,kors
340,Kreuz::N,صلیب,kryss
341,Linie::N,خط,linje
342,Linie::N,لیکه,linje
343,Strich::N,کرښه,streck
344,Abstand::N,فاصله,avstånd
345,Entfernung::N,واټن,avstånd
346,Gegend::N,سیمه,trakt
347,Gegend::N,منطقه,trakt
348,Platz::N,ځای,plats
349,Ort::N,ځای,plats
350,Ort::N,ځای,ställe
351,Seite::N,مخ,sida
352,Seite::N,اړخ,sida
353,Mitte::N,وسط,mitt
354,Mitte::N,مینځ,mitt
355,Gegenstand::N,شی,föremål
356,Sache::N,شی,sak
357,Sache::N,څيز,sak
358,Rand::N,څنډه,rand
359,Rand::N,کناره,rand
360,Kante::N,اړخ,kant
361,Ecke::N,ګوټ,vrå
362,Ecke::N,ګوټ,hörn
363,Spitze::N,څوکه,spets
364,Ende::N,څوکه,ända
365,Loch::N,سوری,hål
366,Winkel::N,کنج,vinkel
367,Winkel::N,کوتی,vinkel
368,Muster::N,نمونه,mönster
369,Größe::N,قد,storlek
370,Größe::N,لويوالی,storlek
371,Länge::N,طول,längd
372,Länge::N,اوږد والی,längd
373,Höhe::N,جګوالی,höjd
374,Gewicht::N,وزن,tyngd
375,Menge::N,اندازه,mängd
376,Haufen::N,کوټه,hög
377,Reihe::N,صف,rad
378,Reihe::N,کتار,rad
379,Boot::N,قايق,båt
380,Ruder::N,چپه,åra
381,Schlitten::N,ښویېدونی,släde
382,Ski::N,سکي,skida
383,Lagerfeuer::N,اور,lägereld
384,Last::N,بار,last
385,Last::N,بار,börda
386,Last::N,پېټی,last
387,Last::N,پېټی,börda
388,Gang::N,تګ,gång
389,Schritt::N,ګام,steg
390,Norden::N,شمال,norr
391,Süden::N,سوېل,söder
392,Westen::N,لوېدېځ,väster
393,Osten::N,شرق,öster
394,Osten::N,ختیځ,öster
395,Holz::N,لرګی,trä
396,Brett::N,تخته,bräda
397,Platte::N,تخته,platta
398,Stütze::N,تکیوان,stöd
399,Stütze::N,تکیوان,stötta
400,Stange::N,ډاګه,stång
401,Stock::N,لرګی,käpp
402,Stock::N,لرګی,pinne
403,Stab::N,چيخله,stav
404,Rohr::N,نل,rör
405,Haus::N,کور,hus
406,Heim::N,کور,hem
407,Ofen::N,تودنۍ,ugn
408,Fußboden::N,غولی,golv
409,Tisch::N,مېز,bord
410,Stuhl::N,چوکۍ,stol
411,Wiege::N,زانګو,vagga
412,Bett::N,کټ,säng
413,Bett::N,چپرکټ,säng
414,Regal::N,تاخچۍ,hylla
415,Kiste::N,صندوق,låda
416,Fenster::N,کړکۍ,fönster
417,Tür::N,دروازه,dörr
418,Tor::N,دروازه,port
419,Zaun::N,کټاره,staket
420,Zaun::N,کټاره,stängsel
421,Dach::N,بام,tak
422,Leiter::N,زينه,stege
423,Besen::N,جارو,kvast
424,Spaten::N,یوم,spade
425,Schaufel::N,بېلچه,skovel
426,Schaufel::N,بېلچه,skyffel
427,Gabel::N,پنجه,gaffel
428,Löffel::N,کاشوغه,sked
429,Messer::N,چاقو,kniv
430,Nagel::N,ميخ,spik
431,Netz::N,جال,nät
432,Haken::N,څنګک,krok
433,Griff::N,لاستی,tag
434,Griff::N,لاستی,handtag
435,Schloss::N,کلپ,las
436,Bild::N,رسم,bild
437,Figur::N,قدوقامت,figur
438,Puppe::N,ګوډۍ,docka
439,Beutel::N,کڅوړه,påse
440,Bündel::N,دسته,bunt
441,Bündel::N,دسته,knippa
442,Tasche::N,بکس,väska
443,Tasche::N,توبره,väska
444,Eimer::N,سطل,hink
445,Eimer::N,سطل,ämbar
446,Deckel::N,سرپوښ,lock
447,Geschirr::N,لوښی,servis
448,Geschirr::N,لوښی,porslin
449,Sack::N,جوال,säck
450,Tasse::N,پیاله,kopp
451,Topf::N,دېګی,gryta
452,Topf::N,دېګی,kastrull
453,Kessel::N,دېګ,kittel
454,Essen::N,خوراک,mål
455,Nahrung::N,خوراک,näring
456,Speise::N,خواړه,maträtt
457,Fleisch::N,غوښه,kött
458,Getreide::N,غله,säd
459,Getreide::N,غله,spannmål
460,Brei::N,اوګره,gröt
461,Brot::N,ډوډۍ,bröd
462,Scheibe::N,مړۍ,skiva
463,Fett::N,غوړي,fett
464,Butter::N,کوچ,smör
465,Öl::N,تېل,olja
466,Salz::N,مالګه,salt
467,Suppe::N,شوربا,soppa
468,Honig::N,شات,honung
469,Milch::N,شوده,mjölk
470,Tee::N,چای,te
471,Leder::N,څرمن,läder
472,Wolle::N,پشم,ull
473,Wolle::N,پشم,ylle
474,Stoff::N,ټوټه,tyg
475,Stoff::N,ټوټه,stoff
476,Nadel::N,ستن,nål
477,Faden::N,تار,tråd
478,Knopf::N,تڼۍ,knapp
479,Knopf::N,تکمه,knapp
480,Knoten::N,غوټه,knut
481,Farbe::N,رنګ,färg
482,Kleidung::N,کالي,klädsel
483,Hemd::N,کميس,skjorta
484,Kragen::N,غاړه,krage
485,Ärmel::N,لستوڼی,ärm
486,Hose::N,پطلون,byxor
487,Gürtel::N,کمربند,bälte
488,Mütze::N,خولۍ,mössa
489,Schuh::N,بوټ,sko
490,Stiefel::N,موزه,stövel
491,Ring::N,ګوته,ring
492,Band::N,فيته,band
493,Kamm::N,ګمنځ,kam
494,Spiegel::N,ایینه,spegel
495,Spiegel::N,هنداره,spegel
496,Riemen::N,تسمه,rem
497,Schnur::N,مزی,snöre
498,Leine::N,رسۍ,lina
499,Decke::N,بړستن,täcke
500,Kissen::N,بالښت,dyna
501,Kissen::N,بالښت,kudde
502,Tuch::N,ټیکری,sjal
503,Handtuch::N,دسمال,handduk
504,Kraft::N,زور,kraft
505,Kraft::N,توان,kraft
506,Stärke::N,قوت,styrka
507,Gesundheit::N,صحت,hälsa
508,Gesundheit::N,روغتیا,hälsa
509,Krankheit::N,مرض,sjukdom
510,Krankheit::N,ناروغي,sjukdom
511,Schmerz::N,درد,smärta
512,Wunde::N,ټپ,sår
513,Wunde::N,زخم,sår
514,Fieber::N,تبه,feber
515,Arznei::N,دوا,medicin
516,Arznei::N,دوا,läkemedel
517,Arznei::N,دارو,medicin
518,Arznei::N,دارو,läkemedel
519,Brücke::N,پول,bro
520,Brunnen::N,څاه,brunn
521,Brunnen::N,کوهی,brunn
522,Weide::N,وله,bete
523,Pfad::N,تړه,stig
524,Weg::N,لیار,väg
525,Straße::N,سړک,gata
526,Dorf::N,کلی,by
527,Stadt::N,ښار,stad
528,Brief::N,لیک,brev
529,Brief::N,مکتوب,brev
530,Buch::N,کتاب,bok
531,Buchstabe::N,حرف,bokstav
532,Buchstabe::N,توری,bokstav
533,Zeitung::N,اخبار,tidning
534,Leben::N,ژوند,liv
535,Tod::N,مرګ,död
536,Tod::N,مړینه,död
537,Grab::N,قبر,grav
538,Grab::N,ډورۍ,grav
539,Kirche::N,کلیسا,kyrka
540,Sünde::N,ګناه,synd
541,Gott::N,خدای,gud
542,Arbeiter::N,کاریګر,arbetare
543,Chef::N,آمر,chef
544,Meister::N,استاد,mästare
545,Arzt::N,طبیب,läkare
546,Arzt::N,ډاکټر,läkare
547,Lehrer::N,معلم,lärare
548,Lehrer::N,ښوونکی,lärare
549,Geld::N,پیسې,pengar
550,Geschäft::N,سوداګري,rörelse
551,Laden::N,دکان,affär
552,Laden::N,مغازه,affär
553,Preis::N,بیه,pris
554,Ware::N,مال,vara
555,Nutzen::N,ګټه,gagn
556,Nutzen::N,ګټه,nytta
557,Reichtum::N,شتمني,rikedom
558,Welt::N,نړۍ,värld
559,Welt::N,دنیا,värld
560,Land::N,هېواد,land
561,Staat::N,دولت,stat
562,König::N,باچا,kung
563,König::N,باچا,konung
564,König::N,پادشاه,kung
565,König::N,پادشاه,konung
566,Macht::N,قدرت,makt
567,Grenze::N,حد,gräns
568,Grenze::N,سرحد,gräns
569,Krieg::N,جګړه,krig
570,Feind::N,دښمن,fiende
571,Gewalt::N,زور,våld
572,Gewalt::N,تشدد,våld
573,Kampf::N,جنګ,kamp
574,Kampf::N,جنګ,strid
575,Kampf::N,مبارزه,kamp
576,Kampf::N,مبارزه,strid
577,Bogen[Waffe]::N,لیندۍ,båge
578,Pfeil::N,غشی,pil
579,Gewehr::N,ټوپک,gevär
580,Fehler::N,خطا,fel
581,Fehler::N,غلطي,fel
582,Lüge::N,دروغ,lögn
583,Schaden::N,زیان,skada
584,Schaden::N,تاوان,skada
585,Unglück::N,بدبختي,otur
586,Unglück::N,بدبختي,olycka
587,Schuld::N,ګناه,skuld
588,Alter::N,منګ,ålder
589,Schluss::N,اخر,slut
590,Zeit::N,وخت,tid
591,Tag::N,ورځ,dag
592,Morgen::N,سبا,morgon
593,Morgen::N,سهار,morgon
594,Mittag::N,غرمه,middag
595,Abend::N,ماښام,kväll
596,Nacht::N,شپه,natt
597,Woche::N,اونۍ,vecka
598,Monat::N,مياشت,månad
599,Jahr::N,کال,år
600,Frühling::N,پسرلی,vår
601,Sommer::N,دوبی,sommar
602,Herbst::N,منی,höst
603,Herbst::N,خزان,höst
604,Winter::N,ژمی,vinter
605,Januar::N,جنوري,januari
606,Februar::N,فبروري,februari
607,März::N,مارچ,mars
608,April::N,اپریل,april
609,Mai::N,مې,maj
610,Juni::N,جون,juni
611,Juli::N,جولای,juli
612,August::N,اګست,augusti
613,September::N,سپټامبر,september
614,Oktober::N,اکتوبر,oktober
615,November::N,نومبر,november
616,Dezember::N,دسمبر,december
617,Montag::N,دوشنبه,måndag
618,Dienstag::N,سه شنبه,tisdag
619,Mittwoch::N,چارشنبه,onsdag
620,Donnerstag::N,پنجشنبه,torsdag
621,Freitag::N,جمعه,fredag
622,Samstag::N,خالي,lördag
623,Sonntag::N,یکشنبه,söndag
624,groß::A,لوی,stor
625,klein::A,وړوکی,liten
626,lang::A,اوړد,lång
627,kurz::A,لنډ,kort
628,breit::A,پراخه,bred
629,schmal::A,تنګ,smal
630,dicht::A,ګڼ,tät
631,dick[Gegenstand]::A,پنډ,tjock
632,dünn::A,نری,tunn
633,fein::A,نازک,fin
634,fest::A,کلک,fast
635,fest::A,ټینګ,fast
636,flach::A,هوار,platt
637,glatt::A,ښوی,glatt
638,hart::A,کلک,hård
639,weich::A,نرم,mjuk
640,weich::A,پوست,mjuk
641,rund::A,ګرد,rund
642,spitz::A,تېره,toppig
643,spitz::A,تېره,spetsig
644,scharf::A,تېز,vass
645,scharf::A,تېز,skarp
646,scharf::A,تېره,vass
647,scharf::A,تېره,skarp
648,stumpf::A,پڅ,slö
649,schwer::A,دروند,tung
650,schön::A,ښکلی,skön
651,schön::A,ښکلی,vacker
652,heiß::A,تود,het
653,warm::A,تود,varm
654,kalt::A,ېخ,kall
655,kalt::A,سوړ,kall
656,kühl::A,ېخ,sval
657,kühl::A,ېخ,kylig
658,kühl::A,سوړ,sval
659,kühl::A,سوړ,kylig
660,frisch::A,تازه,färsk
661,feucht::A,مرطوب,fuktig
662,nass::A,لوند,våt
663,trocken::A,وچ,torr
664,voll::A,ډک,full
665,leer::A,خالی,tom
666,offen::A,خلاص,öppen
667,offen::A,پرانیستی,öppen
668,geschlossen::A,تړلی,stängd
669,sauber::A,پاک,ren
670,schmutzig::A,چټل,snuskig
671,roh::A,خام,rå
672,reif::A,پوخ,mogen
673,reif::A,رسېدلی,mogen
674,lecker::A,خوندور,läcker
675,lecker::A,مزه دار,läcker
676,süß::A,خوږ,söt
677,süß::A,شیرین,söt
678,bitter::A,تریخ,besk
679,bitter::A,تریخ,bitter
680,sauer::A,ټاک,sur
681,sauer::A,تريو,sur
682,hell::A,روڼ,ljus
683,hell::A,روښان,ljus
684,dunkel::A,تیاره,mörk
685,schwarz::A,تور,svart
686,weiß::A,سپين,vit
687,rot::A,سور,röd
688,gelb::A,زېړ,gul
689,blau::A,شین,blå
690,blau::A,اسماني رنګه,blå
691,grün::A,زرغون,grön
692,grau::A,خړ,grå
693,bunt::A,رنګارنګ,brokig
694,billig::A,ارزان,billig
695,teuer::A,ګران,dyr
696,wertvoll::A,قیمتي,värdefull
697,blind::A,ړوند,blind
698,taub::A,کوڼ,döv
699,kräftig::A,قوی,kraftig
700,stark::A,قوی,stark
701,stark::A,تکړه,stark
702,schwach::A,ضعیف,svag
703,schwach::A,کمزوری,svag
704,fett::A,چاغ,fet
705,schlank::A,خوش اندام,slank
706,hübsch::A,ښکلی,snygg
707,hübsch::A,ښکلی,vacker
708,hübsch::A,ښایسته,snygg
709,hübsch::A,ښایسته,vacker
710,böse::A,شریر,ond
711,böse::A,شریر,elak
712,böse::A,قهرناک,ond
713,böse::A,قهرناک,elak
714,dumm::A,احمق,dum
715,faul::A,لټ,lat
716,faul::A,تنبل,lat
717,fleißig::A,زحمت کښ,flitig
718,geizig::A,بخیل,snål
719,geizig::A,بخیل,girig
720,klug::A,عاقل,klok
721,klug::A,هوښیار,klok
722,geschickt::A,ماهر,händig
723,geschickt::A,ماهر,skicklig
724,lieb::A,عزیز,kär
725,lieb::A,عزیز,snäll
726,lieb::A,محبوب,kär
727,lieb::A,محبوب,snäll
728,lustig::A,خوشحال,rolig
729,lustig::A,خوشحال,lustig
730,sanft::A,پوست,mild
731,sanft::A,ملایم,mild
732,hungrig::A,وږی,hungrig
733,krank::A,مريض,sjuk
734,krank::A,ناروغ,sjuk
735,nackt::A,لوڅ,naken
736,traurig::A,غمجن,ledsen
737,traurig::A,غمجن,sorgsen
738,lebendig::A,ژوندی,levande
739,gut::A,ښه,bra
740,schlecht::A,بد,dålig
741,schlecht::A,خراب,dålig
742,richtig::A,سم,riktig
743,richtig::A,صحیح,riktig
744,schlimm::A,بد,illa
745,schlimm::A,مخوف,illa
746,wahr::A,واقعي,sann
747,alt::A,زوړ,gammal
748,neu::A,نوی,ny
749,ehemalig::A,پخوانی,forn
750,ehemalig::A,پخوانی,tidigare
751,alt[Lebewesen]::A,زوړ,gammal
752,jung::A,ځوان,ung
753,arm::A,غریب,fattig
754,arm::A,بې وزله,fattig
755,reich::A,شتمن,rik
756,reich::A,دولتمند,rik
757,bekannt::A,اشنا,känd
758,berühmt::A,مشهور,berömd
759,fremd::A,پردی,främmande
760,fremd::A,بېګانه,främmande
761,verschieden::A,مختلف,åtskillig
762,nah::A,نژدې,nära
763,fern::A,لیری,fjärran
764,linker::A,چپ,vänster
765,linker::A,کیڼ,vänster
766,rechter::A,ښی,höger
767,anderer::A,بل,annan
768,erster::A,لومړی,första
769,zweiter::A,دوهم,andra
770,dritter::A,درېم,tredje
771,letzter::A,آخرنی,sist
772,letzter::A,وروستی,sist
773,allein::ADV,یوازې,allena
774,auf einmal::ADV,په یوه وخت کی,på en gång
775,zusammen::ADV,یو ځای,tillsammans
776,lange::ADV,ډېر وخت,länge
777,lange::ADV,ډېره موده,länge
778,plötzlich::ADV,ناببره,plötsligt
779,plötzlich::ADV,یوناڅاپه,plötsligt
780,sofort::ADV,فوراً,strax
781,sofort::ADV,فوراً,genast
782,sofort::ADV,سمدلاسه,strax
783,sofort::ADV,سمدلاسه,genast
784,später::ADV,وروسته,senare
785,jetzt::ADV,اوس,nu
786,heute::ADV,نن,i dag
787,morgen::ADV,سبا,i morgon
788,bald::ADV,ژر,snart
789,dann::ADV,پس,då
790,dann::ADV,وروسته,då
791,gestern::ADV,پرون,i går
792,einst::ADV,پخوا,en gång
793,damals::ADV,هغه وخت,då
794,damals::ADV,هغه وخت,den gången
795,danach::ADV,بیا,därefter
796,vorher::ADV,دمخه,före
797,vorher::ADV,دمخه,förut
798,zuerst::ADV,لومړی,först
799,einmal::ADV,یو ځل,en gång
800,manchmal::ADV,ګاهی ګاهی,ibland
801,oft::ADV,ډېر ځله,ofta
802,immer::ADV,تل,alltid
803,immer::ADV,همېشه,alltid
804,niemals::ADV,هیڅکله نه,aldrig
805,hier::ADV,دلته,här
806,hierhin::ADV,دلته,hit
807,hierhin::ADV,دې ځای ته,hit
808,von hier::ADV,د دې ځای نه,härifrån
809,dort::ADV,هلته,där
810,dorthin::ADV,هلته,dit
811,dorthin::ADV,هغه ځای ته,dit
812,geradeaus::ADV,مخامخ,rätt fram
813,vorwärts::ADV,مخ پهٔ وړاندې,fram
814,vorwärts::ADV,مخ پهٔ وړاندې,framåt
