,Concept_ID,is,ru
190,Spinne::N,kónguló,паук
191,Ameise::N,maur,муравей
192,Laus::N,lús,вошь
193,Mücke::N,mý,комар
194,Mücke::N,mýfluga,комар
195,Fliege::N,fluga,муха
196,Schmetterling::N,fiðrildi,бабочка
197,Beere::N,ber,ягода
198,Apfel::N,epli,яблоко
199,Pilz::N,sveppur,гриб
200,Zwiebel::N,laukur,луковица
201,Saat::N,fræ,семя
202,Saat::N,útsæði,семя
203,Korn::N,korn,зерно
204,Heu::N,hey,сено
205,Schale::N,hýði,шелуха
206,Grube::N,gryfja,яма
207,Falle::N,gildra,ловушка
208,Schlinge::N,snara,силок
209,Spur::N,spor,след
210,Asche::N,aska,зола
211,Asche::N,aska,пепел
212,Dreck::N,óþverri,грязь
213,Eisen::N,járn,железо
214,Gold::N,gull,золото
215,Silber::N,silfur,серебро
216,Kohle::N,kol,уголь
217,Glas::N,gler,стекло
218,Lehm::N,leir,глина
219,Sand::N,sandur,песок
220,Mensch::N,maður,человек
221,Mensch::N,manneskja,человек
222,Mann::N,maður,мужчина
223,Mann::N,karlmaður,мужчина
224,Frau::N,kona,женщина
225,Kind::N,barn,ребенок
226,Kind::N,krakki,ребенок
227,Junge::N,drengur,мальчик
228,Mädchen::N,stelpa,девочка
229,Familie::N,fjölskylda,семья
230,Großvater::N,afi,дедушка
231,Großmutter::N,amma,бабушка
232,Eltern::N,foreldrar,родители
233,Vater::N,faðir,отец
234,Mutter::N,móðir,мать
235,Sohn::N,sonur,сын
236,Tochter::N,dóttir,дочь
237,Bruder::N,bróðir,брат
238,Schwester::N,systir,сестра
239,Onkel::N,föðurbróðir,дядя
240,Tante::N,frænka,тетя
241,Tante::N,móðursystir,тетя
242,Ehemann::N,eiginmaður,муж
243,Ehefrau::N,eiginkona,жена
244,Freude::N,gleði,радость
245,Gelächter::N,hlátur,смех
246,Glück::N,gæfa,счастье
247,Kummer::N,sorg,горе
248,Wunsch::N,ósk,желание
249,Lust::N,fýsn,влечение
250,Lust::N,löngun,влечение
251,Geist::N,andi,дух
252,Gedanke::N,hugsun,мысль
253,Gedächtnis::N,minni,память
254,Verstand::N,vit,ум
255,Sinn::N,merking,смысл
256,Grund::N,ástæða,повод
257,Wahrheit::N,sannleikur,правда
258,Gespräch::N,samtal,беседа
259,Märchen::N,ævintýri,сказка
260,Erzählung::N,saga,рассказ
261,Nachricht::N,frétt,сообщение
262,Neuigkeit::N,frétt,новость
263,Name::N,nafn,имя
264,Rätsel::N,gáta,загадка
265,Rede::N,ræða,речь
266,Sprache::N,mál,язык
267,Sprache::N,tungumál,язык
268,Stimme::N,rödd,голос
269,Wort::N,orð,слово
270,Zeichen::N,tákn,знак
271,Zeichen::N,merki,знак
272,Ruf::N,kall,зов
273,Lärm::N,hávaði,шум
274,Laut::N,hljóð,звук
275,Ton::N,tónn,звучание
276,Lied::N,ljóð,песня
277,Lied::N,söngur,песня
278,Ruhe::N,ró,покой
279,Ruhe::N,kyrrð,покой
280,Leute::N,fólk,люди
281,Volk::N,þjóð,народ
282,Arbeit::N,vinna,работа
283,Gast::N,gestur,гость
284,Geschenk::N,gjöf,подарок
285,Spiel::N,leikur,игра
286,Gesellschaft::N,selskapur,общество
287,Hilfe::N,hjálp,помощь
288,Freund::N,vinur,друг
289,Kamerad::N,félagi,приятель
290,Angelegenheit::N,mál,дело
291,Angelegenheit::N,málefni,дело
292,Anzahl::N,tala,количество
293,Anzahl::N,fjöldi,количество
294,Art::N,tegund,вид
295,Stück::N,biti,кусок
296,Stück::N,stykki,кусок
297,Teil::N,hluti,часть
298,Teil::N,partur,часть
299,Hälfte::N,helmingur,половина
300,Kreis::N,hringur,круг
301,Kreuz::N,kross,крест
302,Kreuz::N,krossmark,крест
303,Linie::N,lína,линия
304,Strich::N,strik,черта
305,Abstand::N,millibil,промежуток
306,Entfernung::N,fjarlægð,расстояние
307,Gegend::N,hérað,местность
308,Platz::N,pláss,пространство
309,Ort::N,staður,место
310,Seite::N,hlið,сторона
311,Mitte::N,miðja,середина
312,Gegenstand::N,hlutur,предмет
313,Sache::N,mál,вещь
314,Rand::N,brún,край
315,Kante::N,rönd,ребро
316,Ecke::N,horn,угол
317,Spitze::N,oddur,кончик
318,Ende::N,endi,конец
319,Loch::N,gat,дыра
320,Loch::N,hola,дыра
321,Winkel::N,skot,угол
322,Winkel::N,krókur,угол
323,Muster::N,munstur,узор
324,Größe::N,stærð,размер
325,Länge::N,lengd,длина
326,Höhe::N,hæð,высота
327,Gewicht::N,vigt,вес
328,Gewicht::N,þyngd,вес
329,Menge::N,magn,количество
330,Haufen::N,hrúga,куча
331,Haufen::N,haugur,куча
332,Reihe::N,röð,ряд
333,Boot::N,bátur,лодка
334,Ruder::N,ár,весло
335,Schlitten::N,sleði,сани
336,Ski::N,skíði,лыжа
337,Lagerfeuer::N,varðeldur,костер
338,Last::N,byrði,тяжесть
339,Last::N,farmur,тяжесть
340,Gang::N,ganga,ход
341,Schritt::N,skref,шаг
342,Norden::N,norður,север
343,Süden::N,suður,юг
344,Westen::N,vestur,запад
345,Osten::N,austur,восток
346,Holz::N,viður,древесина
347,Brett::N,fjöl,доска
348,Platte::N,flötur,плита
349,Stütze::N,stoð,подпорка
350,Stange::N,stöng,жердь
351,Stock::N,prik,палка
352,Stock::N,stafur,палка
353,Stab::N,prik,шест
354,Stab::N,stafur,шест
355,Rohr::N,rör,труба
356,Rohr::N,pípa,труба
357,Haus::N,hús,дом
358,Heim::N,heimili,дом
359,Ofen::N,ofn,печь
360,Fußboden::N,gólf,пол
361,Tisch::N,borð,стол
362,Stuhl::N,stóll,стул
363,Wiege::N,vagga,колыбель
364,Bett::N,rúm,постель
365,Bett::N,hvíla,постель
366,Regal::N,hilla,полка
367,Kiste::N,kassi,ящик
368,Fenster::N,gluggi,окно
369,Tür::N,dyr,дверь
370,Tür::N,hurð,дверь
371,Tor::N,hlið,ворота
372,Zaun::N,girðing,забор
373,Zaun::N,limgarður,забор
374,Dach::N,þak,крыша
375,Leiter::N,stigi,лестница
376,Besen::N,sópur,метла
377,Spaten::N,spaði,лопата
378,Schaufel::N,skófla,совок
379,Gabel::N,gaffall,вилка
380,Löffel::N,skeið,ложка
381,Messer::N,hnífur,нож
382,Nagel::N,nögl,гвоздь
383,Netz::N,net,сеть
384,Haken::N,krókur,крюк
385,Griff::N,tak,ручка
386,Schloss::N,lás,замок
387,Bild::N,mynd,картина
388,Figur::N,stytta,фигура
389,Puppe::N,brúða,кукла
390,Beutel::N,poki,мешок
391,Beutel::N,baggi,мешок
392,Bündel::N,böggull,связка
393,Tasche::N,veski,сумка
394,Eimer::N,fata,ведро
395,Deckel::N,lok,крышка
396,Geschirr::N,leirtau,посуда
397,Sack::N,sekkur,мешок
398,Tasse::N,bolli,чашка
399,Topf::N,pottur,кастрюля
400,Kessel::N,ketill,котел
401,Essen::N,matur,еда
402,Nahrung::N,fæða,пища
403,Speise::N,réttur,блюдо
404,Speise::N,réttur,кушанье
405,Speise::N,matarréttur,блюдо
406,Speise::N,matarréttur,кушанье
407,Fleisch::N,kjöt,мясо
408,Getreide::N,korn,хлеб
409,Brei::N,grautur,каша
410,Brot::N,brauð,хлеб
411,Scheibe::N,sneið,ломоть
412,Fett::N,fita,жир
413,Butter::N,smjör,масло
414,Öl::N,olía,масло
415,Salz::N,salt,соль
416,Suppe::N,súpa,суп
417,Honig::N,hunang,мед
418,Milch::N,mjólk,молоко
419,Tee::N,te,чай
420,Leder::N,skinn,кожа
421,Wolle::N,ull,шерсть
422,Stoff::N,dúkur,ткань
423,Nadel::N,nál,игла
424,Faden::N,þráður,нитка
425,Knopf::N,tala,пуговица
426,Knopf::N,hnappur,пуговица
427,Knoten::N,hnútur,узел
428,Farbe::N,málning,краска
429,Kleidung::N,búningur,одежда
430,Kleidung::N,klæðnaður,одежда
431,Hemd::N,skyrta,рубашка
432,Kragen::N,kragi,воротник
433,Kragen::N,flibbi,воротник
434,Ärmel::N,ermi,рукав
435,Hose::N,buxur,брюки
436,Gürtel::N,belti,пояс
437,Mütze::N,húfa,шапка
438,Schuh::N,skór,ботинок
439,Stiefel::N,stígvél,сапог
440,Ring::N,hringur,кольцо
441,Band::N,band,лента
442,Kamm::N,greiða,расческа
443,Spiegel::N,spegill,зеркало
444,Riemen::N,ól,ремень
445,Riemen::N,reim,ремень
446,Schnur::N,snúra,веревка
447,Leine::N,band,поводок
448,Decke::N,teppi,одеяло
449,Kissen::N,koddi,подушка
450,Tuch::N,klútur,платок
451,Handtuch::N,þurrka,полотенце
452,Handtuch::N,handklæði,полотенце
453,Kraft::N,afl,сила
454,Kraft::N,kraftur,сила
455,Stärke::N,styrkur,крепость
456,Gesundheit::N,heilsa,здоровье
457,Gesundheit::N,heilbrigði,здоровье
458,Krankheit::N,sjúkdómur,болезнь
459,Schmerz::N,sársauki,боль
460,Wunde::N,sár,рана
461,Fieber::N,hitasótt,лихорадка
462,Fieber::N,hitasótt,температура
463,Arznei::N,lyf,лекарство
464,Brücke::N,brú,мост
465,Brunnen::N,brunnur,колодец
466,Weide::N,hagi,пастбище
467,Pfad::N,stígur,тропа
468,Weg::N,vegur,путь
469,Weg::N,vegur,дорога
470,Straße::N,gata,улица
471,Straße::N,gata,дорога
472,Straße::N,stræti,улица
473,Straße::N,stræti,дорога
474,Dorf::N,þorp,деревня
475,Stadt::N,borg,город
476,Brief::N,bréf,письмо
477,Buch::N,bók,книга
478,Buchstabe::N,bókstafur,буква
479,Zeitung::N,dagblað,газета
480,Leben::N,líf,жизнь
481,Tod::N,dauði,смерть
482,Grab::N,gröf,могила
483,Kirche::N,kirkja,церковь
484,Sünde::N,synd,грех
485,Gott::N,guð,бог
486,Arbeiter::N,verkamaður,рабочий
487,Chef::N,yfirmaður,начальник
488,Meister::N,meistari,мастер
489,Arzt::N,læknir,врач
490,Lehrer::N,kennari,учитель
491,Geld::N,peningar,деньги
492,Geschäft::N,viðskipti,занятие
493,Laden::N,búð,магазин
494,Laden::N,verslun,магазин
495,Preis::N,verð,цена
496,Ware::N,vara,товар
497,Nutzen::N,gagn,выгода
498,Reichtum::N,auður,богатство
499,Welt::N,veröld,мир
500,Land::N,land,страна
501,Staat::N,ríki,государство
502,König::N,konungur,король
503,Macht::N,vald,власть
504,Grenze::N,landamæri,граница
505,Krieg::N,stríð,война
506,Feind::N,fjandmaður,враг
507,Gewalt::N,ofbeldi,насилие
508,Kampf::N,bardagi,борьба
509,Bogen[Waffe]::N,bogi,лук
510,Pfeil::N,ör,стрела
511,Gewehr::N,byssa,ружье
512,Fehler::N,villa,ошибка
513,Lüge::N,lygi,ложь
514,Schaden::N,skemmd,вред
515,Unglück::N,óhamingja,беда
516,Schuld::N,sök,вина
517,Alter::N,aldur,возраст
518,Schluss::N,lok,окончание
519,Schluss::N,endir,окончание
520,Zeit::N,tími,время
521,Tag::N,dagur,день
522,Morgen::N,morgunn,утро
523,Mittag::N,hádegi,полдень
524,Abend::N,kvöld,вечер
525,Nacht::N,nótt,ночь
526,Woche::N,vika,неделя
527,Monat::N,mánuður,месяц
528,Jahr::N,ár,год
529,Frühling::N,vor,весна
530,Sommer::N,sumar,лето
531,Herbst::N,haust,осень
532,Winter::N,vetur,зима
533,Januar::N,janúar,январь
534,Februar::N,február,февраль
535,März::N,mars,март
536,April::N,apríl,апрель
537,Mai::N,maí,май
538,Juni::N,júní,июнь
539,Juli::N,júlí,июль
540,August::N,ágúst,август
541,September::N,september,сентябрь
542,Oktober::N,október,октябрь
543,November::N,nóvember,ноябрь
544,Dezember::N,desember,декабрь
545,Montag::N,mánudagur,понедельник
546,Dienstag::N,þriðjudagur,вторник
547,Mittwoch::N,miðvikudagur,среда
548,Donnerstag::N,fimmtudagur,четверг
549,Freitag::N,föstudagur,пятница
550,Samstag::N,laugardagur,суббота
551,Sonntag::N,sunnudagur,воскресенье
552,groß::A,stór,большой
553,klein::A,lítill,маленький
554,lang::A,langur,длинный
555,kurz::A,stuttur,короткий
556,breit::A,breiður,широкий
557,schmal::A,mjór,узкий
558,dicht::A,þéttur,густой
559,dick[Gegenstand]::A,þykkur,толстый
560,dünn::A,þunnur,тонкий
561,fein::A,fíngerður,тонкий
562,fest::A,fastur,крепкий
563,flach::A,flatur,плоский
564,glatt::A,háll,гладкий
565,glatt::A,sléttur,гладкий
566,hart::A,harður,твердый
567,weich::A,mjúkur,мягкий
568,rund::A,kringlóttur,круглый
569,spitz::A,oddhvass,остроконечный
570,scharf::A,beittur,острый
571,stumpf::A,bitlaus,тупой
572,schwer::A,þungur,тяжелый
573,schön::A,fagur,красивый
574,schön::A,fallegur,красивый
575,heiß::A,heitur,жаркий
576,warm::A,hlýr,теплый
577,warm::A,heitur,теплый
578,kalt::A,kaldur,холодный
579,kühl::A,svalur,прохладный
580,frisch::A,frískur,свежий
581,feucht::A,rakur,влажный
582,feucht::A,þvalur,влажный
583,nass::A,votur,мокрый
584,nass::A,blautur,мокрый
585,trocken::A,þurr,сухой
586,voll::A,fullur,полный
587,voll::A,fullur,наполненный
588,leer::A,tómur,пустой
589,offen::A,opinn,открытый
590,geschlossen::A,lokaður,закрытый
591,sauber::A,þrifinn,чистый
592,schmutzig::A,óhreinn,грязный
593,schmutzig::A,sóðalegur,грязный
594,roh::A,hrár,сырой
595,reif::A,þroskaður,зрелый
596,lecker::A,ljúffengur,вкусный
597,süß::A,sætur,сладкий
598,bitter::A,beiskur,горький
599,sauer::A,súr,кислый
600,hell::A,bjartur,светлый
601,dunkel::A,dimmur,темный
602,schwarz::A,svartur,черный
603,weiß::A,hvítur,белый
604,rot::A,rauður,красный
605,gelb::A,gulur,желтый
606,blau::A,blár,синий
607,grün::A,grænn,зеленый
608,grau::A,grár,серый
609,bunt::A,marglitur,пестрый
610,billig::A,ódýr,дешевый
611,teuer::A,dýr,дорогой
612,wertvoll::A,verðmætur,ценный
613,blind::A,blindur,слепой
614,taub::A,heyrnarlaus,глухой
615,kräftig::A,öflugur,могучий
616,stark::A,sterkur,сильный
617,schwach::A,veill,слабый
618,fett::A,feitur,жирный
619,schlank::A,grannur,стройный
620,schlank::A,spengilegur,стройный
621,hübsch::A,snotur,прелестный
622,hübsch::A,laglegur,прелестный
623,böse::A,illur,злой
624,böse::A,vondur,злой
625,dumm::A,heimskur,глупый
626,faul::A,latur,ленивый
627,fleißig::A,iðinn,прилежный
628,geizig::A,nískur,жадный
629,klug::A,hygginn,умный
630,geschickt::A,fimur,искусный
631,geschickt::A,laginn,искусный
632,lieb::A,kær,милый
633,lieb::A,ljúfur,милый
634,lustig::A,kátur,веселый
635,sanft::A,blíður,нежный
636,hungrig::A,soltinn,голодный
637,hungrig::A,hungraður,голодный
638,krank::A,sjúkur,больной
639,nackt::A,nakinn,голый
640,traurig::A,dapur,грустный
641,traurig::A,hryggur,грустный
642,lebendig::A,lifandi,живой
643,gut::A,góður,хороший
644,schlecht::A,slæmur,плохой
645,schlecht::A,lélegur,плохой
646,richtig::A,réttur,правильный
647,schlimm::A,slæmur,отвратительный
648,schlimm::A,slæmur,мерзкий
649,wahr::A,sannur,настоящий
650,alt::A,gamall,старый
651,neu::A,nýr,новый
652,ehemalig::A,fyrrverandi,бывший
653,alt[Lebewesen]::A,gamall,пожилой
654,jung::A,ungur,молодой
655,arm::A,vesall,бедный
656,arm::A,fátækur,бедный
657,reich::A,ríkur,богатый
658,reich::A,auðugur,богатый
659,bekannt::A,kunnugur,знакомый
660,berühmt::A,frægur,знаменитый
661,fremd::A,framandi,чужой
662,fremd::A,ókunnugur,чужой
663,verschieden::A,ýmis,разный
664,nah::A,nálægur,близкий
665,fern::A,fjarri,далекий
666,fern::A,fjarlægur,далекий
667,linker::A,vinstri,левый
668,rechter::A,hægri,правый
669,anderer::A,annar,другой
670,erster::A,fyrsti,первый
671,zweiter::A,annar,второй
672,dritter::A,þriðji,третий
673,letzter::A,síðasti,последний
674,allein::ADV,einn,один
675,allein::ADV,aleinn,один
676,auf einmal::ADV,allt í einu,сразу
677,zusammen::ADV,saman,вместе
678,lange::ADV,lengi,долго
679,plötzlich::ADV,skyndilega,вдруг
680,sofort::ADV,strax,тотчас
681,sofort::ADV,þegar í stað,тотчас
682,später::ADV,seinna,позже
683,jetzt::ADV,nú,сейчас
684,jetzt::ADV,núna,сейчас
685,heute::ADV,í dag,сегодня
686,morgen::ADV,á morgun,завтра
687,bald::ADV,brátt,скоро
688,bald::ADV,bráðum,скоро
689,dann::ADV,svo,потом
690,dann::ADV,síðan,потом
691,gestern::ADV,í gær,вчера
692,einst::ADV,forðum,однажды
693,damals::ADV,þá,тогда
694,damals::ADV,á þeim tímum,тогда
695,danach::ADV,á eftir því,затем
696,vorher::ADV,áður,раньше
697,zuerst::ADV,fyrst,сперва
698,einmal::ADV,einu sinni,раз
699,manchmal::ADV,stundum,иногда
700,oft::ADV,oft,часто
701,immer::ADV,alltaf,всегда
702,immer::ADV,sífellt,всегда
703,niemals::ADV,aldrei,никогда
704,hier::ADV,hér,здесь
705,hierhin::ADV,hingað,сюда
706,von hier::ADV,héðan,отсюда
707,dort::ADV,þar,там
708,dort::ADV,þarna,там
709,dorthin::ADV,þangað,туда
710,geradeaus::ADV,beint áfram,прямо
711,vorwärts::ADV,áfram,вперед
712,rückwärts::ADV,aftur á bak,назад
713,zurück::ADV,aftur,обратно
714,zurück::ADV,til baka,обратно
715,unten::ADV,niðri,внизу
716,unten::ADV,fyrir neðan,внизу
717,hinab::ADV,niður,вниз
718,hinab::ADV,niður eftir,вниз
719,oben::ADV,uppi,наверху
720,hinauf::ADV,upp,вверх
721,hinauf::ADV,upp eftir,вверх
722,überall::ADV,alls staðar,везде
723,nicht::ADV,ekki,не
724,ein wenig::ADV,dálítið,немного
725,kaum::ADV,varla,едва
726,kaum::ADV,tæplega,едва
727,sehr::ADV,mjög,очень
728,so::ADV,svo,так
729,so::ADV,þannig,так
730,noch::ADV,enn,еще
731,noch::ADV,ennþá,еще
732,nur::ADV,bara,только
733,nur::ADV,aðeins,только
734,schon::ADV,nú þegar,уже
735,wieder::ADV,aftur,опять
736,wieder::ADV,að nýju,опять
737,vergebens::ADV,árangurslaust,напрасно
738,vor::PRP,fyrir,перед
739,hinter::PRP,bak við,за
740,hinter::PRP,bak við,позади
741,hinter::PRP,aftur fyrir,за
742,hinter::PRP,aftur fyrir,позади
743,unter::PRP,undir,под
744,durch::PRP,gegnum,сквозь
745,neben::PRP,hjá,возле
746,neben::PRP,við hliðina á,возле
747,zwischen::PRP,milli,между
748,zwischen::PRP,á milli,между
749,wegen::PRP,vegna,из-за
750,dies::PRN,þetta,это
751,das::PRN,það,то
752,alles::PRN,allt,все
753,ich::PRN,ég,я
754,du::PRN,þú,ты
755,er::PRN,hann,он
756,wir::PRN,við,мы
757,ihr::PRN,þið,вы
758,sie::PRN,þær,они
759,sie::PRN,þeir,они
760,was::FPRN,hvað,что
761,wer::FPRN,hver,кто
762,wo::FADV,hvar,где
763,wohin::FADV,hvert,куда
764,wie::FADV,hvernig,как
765,warum::FADV,hvers vegna,почему
766,wieviel::FNUM,hve mikill,сколько
767,eins::NUM,einn,один
768,zwei::NUM,tveir,два
769,drei::NUM,þrír,три
770,vier::NUM,fjórir,четыре
771,fünf::NUM,fimm,пять
772,sechs::NUM,sex,шесть
773,sieben::NUM,sjö,семь
774,acht::NUM,átta,восемь
775,neun::NUM,níu,девять
776,zehn::NUM,tíu,десять
777,elf::NUM,ellefu,одиннадцать
778,zwölf::NUM,tólf,двенадцать
779,zwanzig::NUM,tuttugu,двадцать
780,dreißig::NUM,þrjátíu,тридцать
781,vierzig::NUM,fjörutíu,сорок
782,fünfzig::NUM,fimmtíu,пятьдесят
783,sechzig::NUM,sextíu,шестьдесят
784,siebzig::NUM,sjötíu,семьдесят
785,achtzig::NUM,áttatíu,восемьдесят
786,neunzig::NUM,níutíu,девяносто
787,hundert::NUM,hundrað,сто
788,tausend::NUM,þúsund,тысяча
789,und::CNJ,og,и
790,oder::CNJ,eða,или
791,oder::CNJ,eða,либо
792,stehen::V,standa,стоять
793,sitzen::V,sitja,сидеть
794,liegen::V,liggja,лежать
795,hängen::V,hanga,висеть
796,werden::V,verða,стать
797,passieren::V,gerast,случиться
798,beginnen::V,byrja,начаться
799,enden::V,enda,кончиться
800,enden::V,lykta,кончиться
801,wechseln::V,skipta,меняться
802,aufgehen[Sonne]::V,koma upp,взойти
803,untergehen[Sonne]::V,ganga til viðar,зайти
804,scheinen[Sonne]::V,skína,светить
805,donnern::V,þruma,греметь
806,wehen::V,blása,дуть
807,strömen::V,streyma,литься
808,fließen::V,fljóta,течь
809,sich drehen::V,snúast,вращаться
810,schwanken::V,riða,колебаться
811,schwanken::V,rugga,колебаться
812,schwingen::V,sveiflast,качаться
813,fallen::V,falla,падать
814,brennen::V,brenna,гореть
815,rauchen::V,reykja,дымить
816,regnen::V,rigna,дождить
817,gefrieren::V,frjósa,замерзнуть
818,tauen::V,þiðna,таять
819,schmelzen::V,bráðna,плавиться
820,trocknen::V,þorna,сохнуть
821,sieden::V,sjóða,кипеть
822,faulen::V,rotna,гнить
823,verfaulen::V,rotna,сгнить
824,reißen::V,rifna,рваться
825,versinken::V,sökkva,тонуть
826,vergehen::V,líða,проходить
827,erscheinen::V,birtast,появиться
828,verschwinden::V,hverfa,исчезнуть
829,sinken::V,síga,спадать
830,abnehmen::V,lækka,уменьшиться
831,abnehmen::V,minnka,уменьшиться
832,zunehmen::V,aukast,увеличиваться
833,steigen::V,stíga,подниматься
834,wachsen::V,vaxa,расти
