,Concept_ID,bn,lv
159,Rauch::N,ধোঁয়া,dūmi
160,Funke::N,স্ফুলিঙ্গ,кинь
161,Funke::N,স্ফুলিঙ্গ,би кинь
162,Funke::N,স্ফুলিঙ্গ,dzirkstele
163,Feuer::N,অগ্নি,би
164,Feuer::N,অগ্নি,uguns
165,Licht::N,আলো,югӧр
166,Licht::N,আলো,gaisma
167,Schatten::N,ছায়া,вуджӧр
168,Schatten::N,ছায়া,ēna
169,Wetter::N,আবহাওয়া,поводдя
170,Wetter::N,আবহাওয়া,laiks
171,Nebel::N,কুহেলিকা,ру
172,Nebel::N,কুহেলিকা,онь
173,Nebel::N,কুহেলিকা,migla
174,Wolke::N,মেঘ,кымӧр
175,Wolke::N,মেঘ,mākonis
176,Regen::N,বৃষ্টি,зэр
177,Regen::N,বৃষ্টি,lietus
178,Schnee::N,তুষার,лым
179,Schnee::N,তুষার,sniegs
180,Eis::N,বরফ,йи
181,Eis::N,বরফ,ledus
182,Frost::N,তুষার,кӧдзыд
183,Frost::N,তুষার,sals
184,Kälte::N,শৈত্য,кӧдзыд
185,Kälte::N,শৈত্য,saltums
186,Kälte::N,শৈত্য,aukstums
187,Hitze::N,তাপ,пӧсь
188,Hitze::N,তাপ,гожӧд
189,Hitze::N,তাপ,karstums
190,Raureif::N,তুহিন,пуж
191,Raureif::N,তুহিন,гыӧр
192,Raureif::N,তুহিন,sarma
193,Regenbogen::N,রামধনু,ӧшкамӧшка
194,Regenbogen::N,রামধনু,varavīksne
195,Donner::N,বজ্রধ্বনি,гым
196,Donner::N,বজ্রধ্বনি,pērkons
197,Strömung::N,স্রোত,ва ныр
198,Strömung::N,স্রোত,визувтӧм
199,Strömung::N,স্রোত,straume
200,Strömung::N,স্রোত,strāvojums
201,Tropfen::N,ফোঁটা,войт
202,Tropfen::N,ফোঁটা,lāse
203,Schaum::N,ফেনা,быг
204,Schaum::N,ফেনা,быгзьӧм
205,Schaum::N,ফেনা,putas
206,Schmutz::N,ধুলা,няйт
207,Schmutz::N,ধুলা,dubļi
208,See::N,হ্রদ,ты
209,See::N,হ্রদ,ezers
210,Sumpf::N,জলা,гыбад
211,Sumpf::N,জলা,кад
212,Sumpf::N,জলা,dumbrājs
213,Sumpf::N,জলা,staignājs
214,Moor::N,মাঠ,нюр
215,Moor::N,মাঠ,purvs
216,Moor::N,মাঠ,muklājs
217,Wiese::N,তৃণভূমি,видз
218,Wiese::N,তৃণভূমি,pļava
219,Wald::N,বন,вӧр
220,Wald::N,বন,mežs
221,Hügel::N,পাহাড়,дзиб
222,Hügel::N,পাহাড়,мыльк
223,Hügel::N,পাহাড়,нӧрыс
224,Hügel::N,পাহাড়,paugurs
225,Anhöhe::N,টিলা,мыльк
226,Anhöhe::N,টিলা,нӧрыс
227,Anhöhe::N,টিলা,paugurs
228,Berg::N,পর্বত,чой
229,Berg::N,পর্বত,керӧс
230,Berg::N,পর্বত,kalns
231,Gipfel::N,শীর্ষ,чук
232,Gipfel::N,শীর্ষ,virsotne
233,Höhle::N,গুহা,рудӧг
234,Höhle::N,গুহা,ala
235,Abhang::N,ঢাল,ньывк
236,Abhang::N,ঢাল,бокша
237,Abhang::N,ঢাল,nogāze
238,Quelle::N,উৎস,ӧшмӧс
239,Quelle::N,উৎস,avots
240,Bach::N,ক্ষুদ্র নদী,шор
241,Bach::N,ক্ষুদ্র নদী,urga
242,Bach::N,ক্ষুদ্র নদী,strauts
243,Fluss::N,নদী,ю
244,Fluss::N,নদী,upe
245,Ufer::N,উপকূল,вадор
246,Ufer::N,উপকূল,krasts
247,Küste::N,তীর,вадор
248,Küste::N,তীর,piekraste
249,Festland::N,ভূমি,му
250,Festland::N,ভূমি,sauszeme
251,Meer::N,সমুদ্র,саридз
252,Meer::N,সমুদ্র,jūra
253,Bucht::N,উপসাগর,куръя
254,Bucht::N,উপসাগর,līcis
255,Insel::N,দ্বীপ,ді
256,Insel::N,দ্বীপ,sala
257,Blume::N,ফুল,дзоридз
258,Blume::N,ফুল,puķe
259,Blume::N,ফুল,zieds
260,Gras::N,ঘাস,турун
261,Gras::N,ঘাস,zāle
262,Wurzel::N,শিকড়,вуж
263,Wurzel::N,শিকড়,sakne
264,Baum::N,গাছ,пу
265,Baum::N,গাছ,koks
266,Stamm::N,স্কন্ধ,пучер
267,Stamm::N,স্কন্ধ,stumbrs
268,Rinde::N,বল্কল,кырсь
269,Rinde::N,বল্কল,miza
270,Ast::N,শাখা,ув
271,Ast::N,শাখা,zars
272,Zweig::N,ডাল,вож
273,Zweig::N,ডাল,nozare
274,Blatt::N,পর্ণ,кор
275,Blatt::N,পর্ণ,lapa
276,Birke::N,ভুর্জ,кыдз
277,Birke::N,ভুর্জ,bērzs
278,Kiefer[Baum]::N,পাইন গাছ,пожӧм
279,Kiefer[Baum]::N,পাইন গাছ,priede
280,Weide[Baum]::N,উইলো,бадь
281,Weide[Baum]::N,উইলো,kārkls
282,Tanne::N,দেবদারূ গাছ,коз
283,Tanne::N,দেবদারূ গাছ,egle
284,Horn::N,শিং,сюр
285,Horn::N,শিং,rags
286,Feder::N,পালক,гӧн
287,Feder::N,পালক,тывборд
288,Feder::N,পালক,spalva
289,Fell::N,রোম,ку
290,Fell::N,রোম,āda
291,Flügel::N,ডানা,борд
292,Flügel::N,ডানা,spārns
293,Klaue::N,নখর,гыж
294,Klaue::N,নখর,nags
295,Kralle::N,নখর,гыж
296,Kralle::N,নখর,nags
297,Schwanz::N,লেজ,бӧж
298,Schwanz::N,লেজ,ļipa
299,Ei::N,ডিম,кольк
300,Ei::N,ডিম,ola
301,Nest::N,কুলায়,поз
302,Nest::N,কুলায়,ligzda
303,Bau::N,ডেরা,горс
304,Bau::N,ডেরা,пырмӧс
305,Bau::N,ডেরা,гу
306,Bau::N,ডেরা,ala
307,Tier::N,জন্তু,пемӧс
308,Tier::N,জন্তু,dzīvnieks
309,Herde::N,ঝাঁক,стада
310,Herde::N,ঝাঁক,кельӧб
311,Herde::N,ঝাঁক,ganāmpulks
312,Kuh::N,গোরু,мӧс
313,Kuh::N,গোরু,govs
314,Bulle::N,বৃষ,ӧш
315,Bulle::N,বৃষ,bullis
316,Pferd::N,ঘোড়া,вӧв
317,Pferd::N,ঘোড়া,zirgs
318,Schaf::N,ভেড়া,ыж
319,Schaf::N,ভেড়া,aita
320,Schwein::N,শূকর,порсь
321,Schwein::N,শূকর,cūka
322,Hund::N,কুকুর,пон
323,Hund::N,কুকুর,suns
324,Katze::N,বেড়াল,кань
325,Katze::N,বেড়াল,kaķis
326,Bär::N,ভল্লুক,ош
327,Bär::N,ভল্লুক,lācis
328,Eichhörnchen::N,কাঠবিড়াল,ур
329,Eichhörnchen::N,কাঠবিড়াল,vāvere
330,Elch::N,হরিণবিশেষ,йӧра
331,Elch::N,হরিণবিশেষ,alnis
332,Fuchs::N,পাঁতিশিয়াল,руч
333,Fuchs::N,পাঁতিশিয়াল,lapsa
334,Hase::N,শশক,кӧч
335,Hase::N,শশক,zaķis
336,Maus::N,নেংটি ইঁদুর,шыр
337,Maus::N,নেংটি ইঁদুর,pele
338,Wolf::N,নেকড়ে,кӧин
339,Wolf::N,নেকড়ে,vilks
340,Vogel::N,পক্ষী,кай
341,Vogel::N,পক্ষী,лэбач
342,Vogel::N,পক্ষী,putns
343,Schwarm::N,ঝাঁক,чукӧр
344,Schwarm::N,ঝাঁক,spiets
345,Huhn::N,মোরগ,курӧг
346,Huhn::N,মোরগ,vista
347,Hahn::N,কুক্কুট,петук
348,Hahn::N,কুক্কুট,gailis
349,Gans::N,হংসী,дзодзӧг
350,Gans::N,হংসী,zoss
351,Adler::N,ইগল,кутш
352,Adler::N,ইগল,ērglis
353,Ente::N,হংসী,утка
354,Ente::N,হংসী,pīle
355,Eule::N,পেচক,сюзь
356,Eule::N,পেচক,pūce
357,Kranich::N,সারস,тури
358,Kranich::N,সারস,dzērve
359,Krähe::N,কাক,рака
360,Krähe::N,কাক,vārna
361,Kuckuck::N,কোকিল,кӧк
362,Kuckuck::N,কোকিল,dzeguze
363,Schwan::N,মরাল,юсь
364,Schwan::N,মরাল,gulbis
365,Fisch::N,মাছ,чери
366,Fisch::N,মাছ,zivs
367,Barsch::N,মৎন্যবিশেষ,ёкыш
368,Barsch::N,মৎন্যবিশেষ,asaris
369,Hecht::N,বানমাছ,сир
370,Hecht::N,বানমাছ,līdaka
371,Schlange[Tier]::N,সর্প,кый
372,Schlange[Tier]::N,সর্প,čūska
373,Wurm::N,কীট,номыр
374,Wurm::N,কীট,tārps
375,Spinne::N,মাকড়সা,черань
376,Spinne::N,মাকড়সা,zirneklis
377,Ameise::N,পিপীলিকা,кодзувкот
378,Ameise::N,পিপীলিকা,skudra
379,Laus::N,উকুন,той
380,Laus::N,উকুন,uts
381,Mücke::N,মশা,ном
382,Mücke::N,মশা,ods
383,Fliege::N,মাছি,гут
384,Fliege::N,মাছি,muša
385,Schmetterling::N,প্রজাপতি,бобув
386,Schmetterling::N,প্রজাপতি,tauriņš
387,Beere::N,বেরি,тусь
388,Beere::N,বেরি,вотӧс
389,Beere::N,বেরি,oga
390,Apfel::N,আপেল,яблӧг
391,Apfel::N,আপেল,ābols
392,Pilz::N,ছত্রক,тшак
393,Pilz::N,ছত্রক,sēne
394,Zwiebel::N,পিয়াজ,луккок
395,Zwiebel::N,পিয়াজ,йӧнгыль
396,Zwiebel::N,পিয়াজ,sīpols
397,Saat::N,বীজ,тусь
398,Saat::N,বীজ,кӧйдыс
399,Saat::N,বীজ,sēkla
400,Korn::N,শস্য,тусь
401,Korn::N,শস্য,grauds
402,Heu::N,খড়,турун
403,Heu::N,খড়,siens
404,Schale::N,খোসা,кор
405,Schale::N,খোসা,čaula
406,Schale::N,খোসা,čaumala
407,Grube::N,গর্ত,гу
408,Grube::N,গর্ত,bedre
409,Falle::N,ফাঁদ,лэч
410,Falle::N,ফাঁদ,slazds
411,Falle::N,ফাঁদ,lamatas
412,Schlinge::N,পাশ,лэч
413,Schlinge::N,পাশ,cilpa
414,Spur::N,চিহ্ন,туй
415,Spur::N,চিহ্ন,pēda
416,Asche::N,ভস্ম,пӧм
417,Asche::N,ভস্ম,pelni
418,Dreck::N,ময়লা,няйт
419,Dreck::N,ময়লা,dubļi
420,Eisen::N,লোহা,кӧрт
421,Eisen::N,লোহা,dzelzs
422,Gold::N,স্বর্ণ,зарни
423,Gold::N,স্বর্ণ,zelts
424,Silber::N,রৌপ্য,эзысь
425,Silber::N,রৌপ্য,sudrabs
426,Kohle::N,অঙ্গার,шом
427,Kohle::N,অঙ্গার,ogle
428,Glas::N,কাচ,стеклӧ
429,Glas::N,কাচ,stikls
430,Lehm::N,মৃত্তিকা,сёй
431,Lehm::N,মৃত্তিকা,māls
432,Sand::N,বালি,лыа
433,Sand::N,বালি,smiltis
434,Mensch::N,নর,морт
435,Mensch::N,নর,cilvēks
436,Mensch::N,মানুষ,морт
437,Mensch::N,মানুষ,cilvēks
438,Mann::N,মানুষ,аймӧрт
439,Mann::N,মানুষ,мужичӧй
440,Mann::N,মানুষ,vīrietis
441,Frau::N,নারী,ань
442,Frau::N,নারী,нывбаба
443,Frau::N,নারী,sieviete
444,Kind::N,বাচ্চা,кага
445,Kind::N,বাচ্চা,bērns
446,Junge::N,ছেলে,пи
447,Junge::N,ছেলে,zēns
448,Junge::N,ছেলে,puika
449,Junge::N,ছেলে,puisis
450,Mädchen::N,মেয়ে,ныв
451,Mädchen::N,মেয়ে,meiča
452,Mädchen::N,মেয়ে,skuķis
453,Mädchen::N,মেয়ে,meitene
454,Familie::N,পরিবার,семья
455,Familie::N,পরিবার,ģimene
456,Großvater::N,মাতামহ,пӧль
457,Großvater::N,মাতামহ,vecaistēvs
458,Großmutter::N,মাতামহী,баб
459,Großmutter::N,মাতামহী,vecāmāte
460,Eltern::N,মাতাপিতা,ай-мам
461,Eltern::N,মাতাপিতা,бать-мам
462,Eltern::N,মাতাপিতা,vecāki
463,Vater::N,পিতা,бать
464,Vater::N,পিতা,ай
465,Vater::N,পিতা,tēvs
466,Mutter::N,মাতা,мам
467,Mutter::N,মাতা,māte
468,Sohn::N,ছেলে,пи
469,Sohn::N,ছেলে,dēls
470,Tochter::N,মেয়ে,ныв
471,Tochter::N,মেয়ে,meita
472,Bruder::N,দাদা,вок
473,Bruder::N,দাদা,brālis
474,Schwester::N,বোন,чой
475,Schwester::N,বোন,māsa
476,Schwester::N,দিদি,чой
477,Schwester::N,দিদি,māsa
478,Onkel::N,মামা,дядь
479,Onkel::N,মামা,tēvocis
480,Tante::N,মাসী,тьӧт
481,Tante::N,মাসী,tante
482,Ehemann::N,স্বামী,верӧс
483,Ehemann::N,স্বামী,vīrs
484,Ehefrau::N,পত্নী,гӧтыр
485,Ehefrau::N,পত্নী,sieva
486,Freude::N,উল্লাস,радлун
487,Freude::N,উল্লাস,prieks
488,Gelächter::N,হাসি,серам
489,Gelächter::N,হাসি,smiekli
490,Glück::N,সুখ,шуд
491,Glück::N,সুখ,laime
492,Kummer::N,দুঃখ,шог
493,Kummer::N,দুঃখ,bēdas
494,Kummer::N,দুঃখ,raizes
495,Wunsch::N,আকাঙ্ক্ষা,кӧсйӧм
496,Wunsch::N,আকাঙ্ক্ষা,vēlme
497,Wunsch::N,আকাঙ্ক্ষা,vēlējums
498,Lust::N,বাসনা,кыскӧм
499,Lust::N,বাসনা,радейтӧм
500,Lust::N,বাসনা,kāre
501,Geist::N,আত্না,лов
502,Geist::N,আত্না,gars
503,Gedanke::N,চিন্তা,мӧвп
504,Gedanke::N,চিন্তা,doma
505,Gedächtnis::N,স্মরণশক্তি,паметь
506,Gedächtnis::N,স্মরণশক্তি,atmiņa
507,Verstand::N,মন,вежӧр
508,Verstand::N,মন,prāts
509,Sinn::N,পদার্থ,мог
510,Sinn::N,পদার্থ,вежӧртас
511,Sinn::N,পদার্থ,nozīme
512,Grund::N,কারণ,помка
513,Grund::N,কারণ,pamats
514,Grund::N,কারণ,iemesls
515,Wahrheit::N,সত্য,збыль
516,Wahrheit::N,সত্য,збыльтор
517,Wahrheit::N,সত্য,taisnība
518,Wahrheit::N,সত্য,patiesība
519,Gespräch::N,কথাবার্তা,сёрни
520,Gespräch::N,কথাবার্তা,saruna
521,Märchen::N,রূপকথা,мойд
522,Märchen::N,রূপকথা,pasaka
523,Erzählung::N,গল্প,висьт
524,Erzählung::N,গল্প,stāsts
525,Erzählung::N,গল্প,nostāsts
526,Nachricht::N,তথ্য,юӧртӧм
527,Nachricht::N,তথ্য,ziņa
528,Neuigkeit::N,খবরাখবর,выльтор
529,Neuigkeit::N,খবরাখবর,jaunums
530,Name::N,নাম,ним
531,Name::N,নাম,vārds
532,Rätsel::N,ধাঁধা,нӧдкыв
533,Rätsel::N,ধাঁধা,mīkla
534,Rede::N,বক্তৃতা,сёрни
535,Rede::N,বক্তৃতা,runa
536,Sprache::N,ভাষা,кыв
537,Sprache::N,ভাষা,valoda
538,Stimme::N,স্বর,гӧлӧс
539,Stimme::N,স্বর,вом шы
540,Stimme::N,স্বর,balss
541,Wort::N,শব্দ,кыв
542,Wort::N,শব্দ,vārds
543,Zeichen::N,প্রতীক,пас
544,Zeichen::N,প্রতীক,zīme
545,Ruf::N,ডাক,чукӧстчӧм
546,Ruf::N,ডাক,корӧм
547,Ruf::N,ডাক,sauciens
548,Lärm::N,হৈচৈ,шы
549,Lärm::N,হৈচৈ,зык
550,Lärm::N,হৈচৈ,зычитӧм
551,Lärm::N,হৈচৈ,troksnis
552,Laut::N,ধ্বনি,шы
553,Laut::N,ধ্বনি,skaņa
554,Ton::N,স্বর,шы
555,Ton::N,স্বর,tonis
556,Lied::N,গান,сьылан
557,Lied::N,গান,сьыланкыв
558,Lied::N,গান,dziesma
559,Ruhe::N,শান্তি,чӧв
560,Ruhe::N,শান্তি,miers
561,Leute::N,প্রজাপুঞ্জ,йӧз
562,Leute::N,প্রজাপুঞ্জ,войтыр
563,Leute::N,প্রজাপুঞ্জ,ļaudis
564,Leute::N,প্রজাপুঞ্জ,cilvēki
565,Volk::N,জাতি,йӧз
566,Volk::N,জাতি,войтыр
567,Volk::N,জাতি,tauta
568,Arbeit::N,চাকরি,удж
569,Arbeit::N,চাকরি,darbs
570,Gast::N,অতিথি,гӧсть
571,Gast::N,অতিথি,viešņa
572,Gast::N,অতিথি,ciemiņš
573,Geschenk::N,উপহার,козин
574,Geschenk::N,উপহার,dāvana
575,Spiel::N,খেলা,ворсан
576,Spiel::N,খেলা,rotaļa
577,Gesellschaft::N,সঙ্গিগণ,котыр
578,Gesellschaft::N,সঙ্গিগণ,biedrība
579,Gesellschaft::N,সঙ্গিগণ,kompānija
580,Hilfe::N,সাহায্য,отсӧг
581,Hilfe::N,সাহায্য,palīdzība
582,Freund::N,বন্ধু,ёрт
583,Freund::N,বন্ধু,draugs
584,Kamerad::N,সঙ্গী,ёрт
585,Kamerad::N,সঙ্গী,biedrs
586,Angelegenheit::N,বিষয়,мог
587,Angelegenheit::N,বিষয়,делӧ
588,Angelegenheit::N,বিষয়,darīšana
589,Anzahl::N,পরিমাণ,лыд
590,Anzahl::N,পরিমাণ,тшӧт
591,Anzahl::N,পরিমাণ,skaits
592,Anzahl::N,পরিমাণ,daudzums
593,Art::N,রকম,сикас
594,Art::N,রকম,suga
595,Art::N,রকম,šķira
596,Stück::N,টুকরো,тор
597,Stück::N,টুকরো,gabals
598,Teil::N,অংশ,юкӧн
599,Teil::N,অংশ,daļa
600,Hälfte::N,অর্ধেক,пӧв
601,Hälfte::N,অর্ধেক,джын
602,Hälfte::N,অর্ধেক,puse
603,Kreis::N,বৃত্ত,кытш
604,Kreis::N,বৃত্ত,aplis
605,Kreis::N,বৃত্ত,riņķis
606,Kreuz::N,ক্রুশ,перна
607,Kreuz::N,ক্রুশ,крест
608,Kreuz::N,ক্রুশ,krusts
609,Linie::N,রেখা,визь
610,Linie::N,রেখা,līnija
611,Strich::N,কষি,визь
612,Strich::N,কষি,svītra
613,Abstand::N,ফাঁক,кост
614,Abstand::N,ফাঁক,коласт
615,Abstand::N,ফাঁক,atstarpe
616,Entfernung::N,ব্যবধান,ылна
617,Entfernung::N,ব্যবধান,attālums
618,Entfernung::N,ব্যবধান,atstatums
619,Gegend::N,ক্ষেত্র,му-ва
620,Gegend::N,ক্ষেত্র,apvidus
621,Gegend::N,ক্ষেত্র,apgabals
622,Platz::N,জায়গা,ылдӧс
623,Platz::N,জায়গা,йир
624,Platz::N,জায়গা,гӧгӧртас
625,Platz::N,জায়গা,vieta
626,Ort::N,স্থান,ин
627,Ort::N,স্থান,места
628,Ort::N,স্থান,vieta
629,Seite::N,পার্শ্ব,бок
630,Seite::N,পার্শ্ব,ӧтарладор
631,Seite::N,পার্শ্ব,sāns
632,Mitte::N,মধ্য,шӧр
633,Mitte::N,মধ্য,vidus
634,Gegenstand::N,জিনিস,кӧлуй
635,Gegenstand::N,জিনিস,priekšmets
636,Sache::N,বস্তু,добра
637,Sache::N,বস্তু,lieta
638,Rand::N,কানা,дор
639,Rand::N,কানা,mala
640,Rand::N,কানা,apmale
641,Kante::N,ধার,дор
642,Kante::N,ধার,šķautne
643,Ecke::N,কোণ,пельӧс
644,Ecke::N,কোণ,kakts
645,Ecke::N,কোণ,stūris
646,Spitze::N,ডগা,йыв
647,Spitze::N,ডগা,smaile
648,Spitze::N,ডগা,galotne
649,Ende::N,প্রান্ত,пом
650,Ende::N,প্রান্ত,gals
651,Ende::N,প্রান্ত,uzgalis
652,Loch::N,গর্ত,розь
653,Loch::N,গর্ত,caurums
654,Winkel::N,কোণ,пельӧс
655,Winkel::N,কোণ,leņķis
656,Muster::N,নমুন্,сер
657,Muster::N,নমুন্,piemērs
658,Größe::N,আয়তন,ыджда
659,Größe::N,আয়তন,lielums
660,Länge::N,দৈর্ঘ্য,кузьта
661,Länge::N,দৈর্ঘ্য,garums
662,Höhe::N,উচ্চতা,джуджда
663,Höhe::N,উচ্চতা,augstums
664,Gewicht::N,ওজন,сьӧкта
665,Gewicht::N,ওজন,сьӧкталун
666,Gewicht::N,ওজন,svars
667,Gewicht::N,ওজন,smagums
668,Menge::N,পরিমাণ,лун
669,Menge::N,পরিমাণ,числӧ
670,Menge::N,পরিমাণ,masa
671,Menge::N,পরিমাণ,daudzums
672,Haufen::N,পুঞ্জ,чукӧр
673,Haufen::N,পুঞ্জ,čupa
674,Haufen::N,পুঞ্জ,grēda
675,Haufen::N,পুঞ্জ,kaudze
676,Reihe::N,শ্রেণী,рад
677,Reihe::N,শ্রেণী,rinda
678,Reihe::N,শ্রেণী,virkne
679,Boot::N,নৌকা,пыж
680,Boot::N,নৌকা,laiva
681,Ruder::N,দাঁড়,пелыс
682,Ruder::N,দাঁড়,ӧпаснӧй
683,Ruder::N,দাঁড়,airis
684,Ruder::N,দাঁড়,irklis
685,Schlitten::N,স্নেজ্-গাড়ি,дадь
686,Schlitten::N,স্নেজ্-গাড়ি,ragavas
687,Ski::N,শী,лызь
688,Ski::N,শী,slēpe
689,Lagerfeuer::N,অগ্নি,бипур
690,Lagerfeuer::N,অগ্নি,ugunskurs
691,Last::N,বোঝা,сьӧкыдтор
692,Last::N,বোঝা,krava
693,Gang::N,হণ্টন,мунӧм
694,Gang::N,হণ্টন,ветлӧм
695,Gang::N,হণ্টন,eja
696,Gang::N,হণ্টন,gājums
697,Schritt::N,পদ,воськов
698,Schritt::N,পদ,воськовтӧм
699,Schritt::N,পদ,solis
