,Concept_ID,ady,et
696,hinab::ADV,ычӏэкӏэ́,alla
697,oben::ADV,ышъхьагъы,ülal
698,hinauf::ADV,ышъхьагъыкӏэ,üles
699,überall::ADV,тыди́,kõikjal
700,überall::ADV,тыдэкӏи́,kõikjal
701,nicht::ADV,-п,ei
702,nicht::ADV,-п,mitte
703,nicht::ADV,мы-,ei
704,nicht::ADV,мы-,mitte
705,ein wenig::ADV,тӏэкӏу,veidi
706,ein wenig::ADV,тӏэкӏу,natuke
707,kaum::ADV,къоды́й,vaevalt
708,sehr::ADV,дэд,väga
709,so::ADV,ащ фэд,nii
710,so::ADV,мыщ фэд,nii
711,so::ADV,джащ фэд,nii
712,noch::ADV,джыри,veel
713,nur::ADV,ныӏэ́п,ainult
714,wieder::ADV,джыри,jälle
715,vergebens::ADV,пкӏэнчъэ́у,asjata
716,vor::PRP,пашъхьэ́,ees
717,hinter::PRP,кӏы́б,taha
718,unter::PRP,чӏэ-,all
719,durch::PRP,пхыры-,läbi
720,durch::PRP,пхыры-,kaudu
721,neben::PRP,дэжь,kõrval
722,zwischen::PRP,азыфа́гу,vahel
723,wegen::PRP,къы-,tõttu
724,wegen::PRP,къы-,pärast
725,dies::PRN,ар,see
726,das::PRN,а,see
727,das::PRN,мо,see
728,alles::PRN,зэкӏэ́,kõik
729,ich::PRN,сэ,mina
730,du::PRN,о,sina
731,er::PRN,ар,tema
732,wir::PRN,тэ,me
733,ihr::PRN,шъо,te
734,sie::PRN,ахэр,nad
735,was::FPRN,сыд,mis
736,wer::FPRN,хэт,kes
737,wo::FADV,тыдэ́,kus
738,wohin::FADV,тыдэ́,kuhu
739,wie::FADV,сыдэущтэ́у,kuidas
740,warum::FADV,сыд пае́,miks
741,wieviel::FNUM,тхьапш,mitu
742,wieviel::FNUM,тхьапш,kui palju
743,wieviel::FNUM,сыд фэди́з,mitu
744,wieviel::FNUM,сыд фэди́з,kui palju
745,eins::NUM,зы,üks
746,zwei::NUM,тӏу,kaks
747,drei::NUM,щы,kolm
748,vier::NUM,плӏы,neli
749,fünf::NUM,тфы,viis
750,sechs::NUM,хы,kuus
751,sieben::NUM,блы,seitse
752,acht::NUM,и,kaheksa
753,neun::NUM,бгъу,üheksa
754,zehn::NUM,пшӏы,kümme
755,elf::NUM,пшӏыкӏузы́,üksteist
756,zwölf::NUM,пшӏыкӏутӏу,kaksteist
757,zwanzig::NUM,тӏокӏы́,kakskümmend
758,dreißig::NUM,щэкӏы,kolmkümmend
759,vierzig::NUM,тӏокӏи́тӏу,nelikümmend
760,fünfzig::NUM,шъэны́ыкъу,viiskümmend
761,sechzig::NUM,тӏокӏи́щ,kuuskümmend
762,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,seitsekümmend
763,achtzig::NUM,тӏокӏи́пӏ,kaheksakümmend
764,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,üheksakümmend
765,hundert::NUM,шъэ,sada
766,tausend::NUM,мин,tuhat
767,und::CNJ,ыкӏи,ja
768,oder::CNJ,е,või
769,stehen::V,ущытын,seisma
770,stehen::V,умыхъыен,seisma
771,sitzen::V,уисын,istuma
772,sitzen::V,утесын,istuma
773,liegen::V,телъы́н,lamama
774,hängen::V,къыщылэлын,rippuma
775,hängen::V,къыщылэлын щыгъын быхъур,rippuma
776,werden::V,хъун,saama
777,werden::V,хъун,hakkama
778,passieren::V,къэхъун,juhtuma
779,beginnen::V,къежьэн,algama
780,beginnen::V,къежьэн,hakkama
781,beginnen::V,къыублэн,algama
782,beginnen::V,къыублэн,hakkama
783,enden::V,ухы́н,lõppema
784,wechseln::V,зэхъожьы́н,vahelduma
785,aufgehen[Sonne]::V,къыкъокӏы́н,tõusma
786,untergehen[Sonne]::V,къохьан,loojuma
787,scheinen[Sonne]::V,къепсыи,paistma
788,donnern::V,гъогъон,kõmisema
789,wehen::V,епщэ́н,puhuma
790,strömen::V,чъэн,voolama
791,fließen::V,чъэн,voolama
792,sich drehen::V,зыгъэчэрэгъу́н,pöörduma
793,schwanken::V,хъые́н,kõikuma
794,schwingen::V,зыгъэхъые́н,võnkuma
795,fallen::V,къефэхы́н,langema
796,brennen::V,стын,põlema
797,rauchen::V,ӏугъо къикӏын,suitsema
798,regnen::V,къещхы́н,sadama
799,gefrieren::V,дыкъын,kinni külmuma
800,tauen::V,жъун,sulama
801,schmelzen::V,ткӏун,sulama
802,trocknen::V,гъушъы́н,kuivama
803,trocknen::V,чъэпхъу́н,kuivama
804,sieden::V,жъон,keema
805,faulen::V,шъун,mädanema
806,verfaulen::V,шъун,mädanema
807,reißen::V,зэӏэтхъы́н,rebenema
808,versinken::V,чӏихьан,uppuma
809,vergehen::V,блэкӏы́н,mööduma
810,erscheinen::V,къэлъэгъон,ilmuma
811,verschwinden::V,кӏодыжьы́н,kaduma
812,abnehmen::V,къыкӏичын,vähenema
813,abnehmen::V,къыкӏичын,kahenema
814,zunehmen::V,хэхъо́н,kasvama
815,steigen::V,къежьэн,tõusma
816,steigen::V,къежьэн,üles minema
817,wachsen::V,хэхъо́н,kasvama
818,wachsen::V,къэкӏы́н,kasvama
819,glänzen::V,цӏыу́н,läikimä
820,funkeln::V,жъыу́н,sädelema
821,lärmen::V,бырсыры́н,lärmama
822,läuten::V,теон,helisema
823,klingeln::V,теон,helisema
824,brausen::V,шъуин,kohisema
825,rauschen::V,макъэ гъэӏун,kohisema
826,klingen::V,къыхэӏукӏын,kõlama
827,bellen::V,хьакъу́н,haukuma
828,heulen::V,быун,uluma
829,blasen::V,епщэ́н,puhuma
830,pfeifen::V,шъуин,vilistama
831,schreien::V,куо́н,karjuma
832,schreien::V,кӏыи́н,karjuma
833,stöhnen::V,щэӏун,oigama
834,zittern::V,кӏэзэзын,värisema
835,leben::V,псэу́н,elama
836,leben::V,псэу́н,elus olema
837,geboren werden::V,къэхъун,sündima
838,atmen::V,жьы къэщэ́н,hingama
839,trinken::V,ешъо́н,jooma
840,essen::V,шхын,sööma
841,schlucken::V,бдырыин,neelama
842,müde werden::V,пшъын,väsima
843,einschlafen::V,хэчъыен,uinuma
844,schlafen::V,чъые́н,magama
845,aufwachen::V,къэущы́н,ärkama
846,aufstehen::V,уцу́н,ärkama
847,aufstehen::V,уцу́н,üles tõusma
848,sich erholen::V,зыгъэпсэфын,puhkama
849,krank werden::V,сымаджэ́ хъун,haigestuma
850,krank werden::V,сымаджэ́ хъун,haigeks jääma
851,krank sein::V,сымэджэ́н,haige olema
852,schmerzen::V,сымэджэ́н,valutama
853,husten::V,пскэ́н,köhima
854,genesen::V,хъужьын,toibuma
855,sterben::V,лӏэн,surema
856,umkommen::V,хэкӏодэн,surma saama
857,sich bewegen::V,хъые́н,liikuma
858,sich rühren::V,хъые́н,liikuma
859,sich erheben::V,къэтэджын,kerkima
860,sich setzen::V,тӏысы́н,istet võtma
861,hinfallen::V,ебэджы́н,kukkuma
862,hinfallen::V,ебэджы́н,maha kukkuma
863,laufen::V,кӏон,kõndima
864,schreiten::V,кӏон,astuma
865,spazierengehen::V,къэкӏухьэн,jalutama
866,eilen::V,гузэжъон,ruttama
867,eilen::V,гузэжъон,kiirustama
868,sich beeilen::V,гуӏэ́н,ruttama
869,sich beeilen::V,гуӏэ́н,kiirustama
870,sausen::V,псынкӏэ́у чъэн,kihutama
871,sausen::V,псынкӏэ́у чъэн,tormama
872,rennen::V,чъэн,jooksma
873,rennen::V,чъэн,kihutama
874,springen::V,пкӏэн,hüppama
875,klettern::V,дэцохъоен,ronima
876,schaukeln::V,уешӏэн,kiikuma
877,kriechen::V,цохъо́н,roomama
878,schwimmen::V,есы́н,ujuma
879,tauchen::V,зычӏэгъэо́н,sukelduma
880,rudern::V,къошъо бэщкӏэ фын,sõudma
881,fahren::V,кӏон,sõitma
882,fliegen::V,быбы́н,lendama
883,gehen::V,кӏон,käima
884,gehen::V,кӏон,minema
885,weggehen::V,ӏукӏын,ära minema
886,weggehen::V,ӏукӏын,välja minema
887,abfahren::V,ежьэн,väljuma
888,abfahren::V,ежьэн,ära sõitma
889,anhalten::V,къэуцу́н,peatuma
890,hineingehen::V,ихьан,sisenema
891,hineingehen::V,ихьан,sisse minema
892,eintreten::V,чӏэхьан,sisenema
893,eintreten::V,чӏэхьан,sisse astuma
894,kommen::V,къэкӏо́н,tulema
895,ankommen::V,къэсы́н,saabuma
896,zurückkommen::V,гъэзэжьын,tagasi tulema
897,bleiben::V,къэнэ́н,jääma
898,warten::V,пэплъэ́н,ootama
899,erwarten::V,ежэн,ootama
900,erwarten::V,ежэн,lootma
901,suchen::V,лъыхъу́н,otsima
902,finden::V,къэгъоты́н,leidma
903,finden::V,къыхэгъэщы́н,leidma
904,versuchen::V,пылъы́н,püüdma
905,versuchen::V,пылъы́н,üritama
906,versuchen::V,пылъы́н,katsetama
907,vorbereiten::V,гъэхьазыры́н,valmistama
908,lieben::V,шӏу плъэгъу́н,armastama
909,mögen::V,шӏу плъэгъу́н,sallima
910,mögen::V,шӏу плъэгъу́н,meeldima
911,lachen::V,щхын,naerma
912,rühren::V,гур гъэузын,liigutama
913,rühren::V,гур гъэузын,heldima panema
914,weinen::V,гъын,nutma
915,schimpfen::V,хъонэн,sõimama
916,sich ärgern::V,губжы́н,ärrituma
917,sich ärgern::V,губжы́н,vihastuma
918,sich fürchten::V,щынэ́н,kartma
919,sich fürchten::V,щынэ́н,hirmu tundma
920,fürchten::V,щынэ́н,kartma
921,sehen::V,льэгъу́н,nägema
922,anschauen::V,плъэн,vaatama
923,anschauen::V,еплъы́н,vaatama
924,ansehen::V,плъэн,vaatama
925,hören::V,зэхэхын,kuulma
926,zuhören::V,дэӏо́н,kuulama
927,probieren::V,хэӏэн,proovima
928,riechen::V,пэмэ́н,nuusutama
929,fühlen::V,зэхэпшӏэн,tundma
930,scheinen::V,уащыхъу́н,näida
931,scheinen::V,уащыхъу́н,ilmuda
932,scheinen::V,уашӏошӏы́н,näida
933,scheinen::V,уашӏошӏы́н,ilmuda
934,zu sehen sein::V,зэрэлъэгъу́н,ilmuma
935,vernehmen::V,зэхэхын,üle kuulama
936,frieren::V,дыкъын,külmetada
937,frieren::V,пӏыкӏэн,külmetada
938,frieren::V,чъыӏэ́ лӏэн,külmetada
939,tun::V,шӏын,tegema
940,können::V,лъэкӏы́н,võima
941,können::V,лъэкӏы́н,oskama
942,wollen::V,фэе́н,tahtma
943,anfangen::V,ублэн,hakkama
944,anfangen::V,ублэн,alustama
945,beenden::V,ухы́н,lõpetama
946,aufhören::V,щыгъэтын,lakkama
947,gelingen::V,хъун,õnnestuma
948,öffnen::V,ӏухы́н,avama
949,schließen::V,игъэсэн,sulgema
950,stellen::V,бгъэуцун,panema
951,stellen::V,бгъэуцун,asetama
952,setzen::V,гъэтӏысы́н,panema
953,legen::V,хэлъхьа́н,panema
954,legen::V,хэлъхьа́н,asetama
955,berühren::V,эӏэн,riivama
956,berühren::V,эӏэн,puudutama
957,berühren::V,нэсын,riivama
958,berühren::V,нэсын,puudutama
959,verbinden::V,зэхэпхэ́н,ühendama
960,verbinden::V,пхын,ühendama
961,bedecken::V,техъо́н,katma
962,aufhängen::V,пылъэ́н,riputama
963,anzünden::V,хэгъэнэ́н,süütama
964,zurücklassen::V,къэгъэнэ́н,jätma
965,verlieren::V,чӏэ́нэн,kaotama
966,verlieren::V,шӏокӏоды́н,kaotama
967,fallen lassen::V,чӏэунэн,maha pillama
968,fallen lassen::V,чӏэунэн,kukkuda laskma
969,fallen lassen::V,пӏэпызын,maha pillama
970,fallen lassen::V,пӏэпызын,kukkuda laskma
971,machen::V,шӏын,tegema
972,herstellen::V,шӏы́н,valmistama
973,bauen::V,шӏы́н,ehitama
974,reparieren::V,дыжьы́н,parandama
975,verbessern::V,нахьышӏу пшӏын,parandama
976,verbessern::V,нахь дэгъу пшӏын,parandama
977,ändern::V,зэблэхъу́н,muutma
978,ändern::V,зэблэхъу́н,ümber tegema
979,graben::V,тӏын,kaevama
980,biegen::V,уфэн,painutama
981,drehen::V,гъэчэрегъу́,keerama
982,wenden::V,пӏонтӏэн,ümber pöörama
983,wenden::V,бгъэзэн,ümber pöörama
984,wenden::V,уӏубын,ümber pöörama
985,heben::V,ӏэты́н,tõstma
986,hochheben::V,ӏэты́н,üles tõstma
987,hochheben::V,ӏэты́н,kõrgele tõstma
988,ergreifen::V,къэубыты́н,haarama
989,halten::V,ӏыгъы́н,hoidma
990,drücken::V,тэӏункӏэн,pigistama
991,schieben::V,уеӏункӏын,lükkama
992,schieben::V,уетӏыргун,lükkama
993,kratzen::V,цӏэнтхъун,kraapima
994,lecken::V,бзэи́н,lakkuma
995,beißen::V,ецэкъэ́н,purema
996,beißen::V,ецэкъэ́н,hammustama
997,abreißen::V,къичын,rebima
998,abreißen::V,къичын,ära rebima
999,abreißen::V,пытхъын,rebima
1000,abreißen::V,пытхъын,ära rebima
1001,abschneiden::V,пыупкӏын,ära lõikama
1002,abschneiden::V,гобзыкӏын,ära lõikama
1003,binden::V,епхын,siduma
1004,stecken::V,хэсэн,pistma
1005,brechen::V,зэпыпкӏын,murdma
1006,klopfen::V,теон,koputama
1007,hauen::V,теон,lööma
1008,kleben::V,щхэн,kleepima
1009,reiben::V,пӏотын,hõõruma
1010,streichen::V,щыфэн,silitama
1011,schleifen::V,гъэчаны́н,lihvima
1012,schleifen::V,гъэчаны́н,teritama
1013,schleifen::V,кӏэлыкӏы́н,lihvima
1014,schleifen::V,кӏэлыкӏы́н,teritama
1015,schneiden::V,бзын,lõikama
1016,rütteln::V,гъэсысын,raputama
1017,schütteln::V,гъэсысын,raputama
1018,schütteln::V,гъэсысын,loksutama
1019,schwenken::V,ӏэ шӏын,vehkima
1020,schwenken::V,ӏэ шӏын,lehvitama
1021,schütten::V,икӏэ́н,kallama
1022,füllen::V,из шӏын,täitma
1023,einwickeln::V,кӏоцӏыщыхьа́н,sisse mähkima
1024,tragen::V,хьын,kandma
1025,schleppen::V,пхьын,tassima
1026,schleppen::V,пхьын,lohistama
1027,schleppen::V,плъэшъун,tassima
1028,schleppen::V,плъэшъун,lohistama
1029,ziehen::V,пкъудыин,vedama
1030,ziehen::V,пкъудыин,tõmbama
1031,ziehen::V,пщэн,vedama
1032,ziehen::V,пщэн,tõmbama
1033,ziehen::V,плъэшъун,vedama
1034,ziehen::V,плъэшъун,tõmbama
1035,aufbewahren::V,пӏыгъын,säilitama
1036,aufbewahren::V,пӏыгъын,alal hoidma
1037,aufbewahren::V,уухъумэн,säilitama
1038,aufbewahren::V,уухъумэн,alal hoidma
1039,werfen::V,дзын,viskama
1040,fangen::V,къэубыты́н,püüdma
1041,packen::V,къэубыты́н,kinni haarama
1042,packen::V,къэубыты́н,kinni võtma
1043,verstecken::V,бгъэбылъын,peitma
1044,teilen::V,гощы́н,jagama
1045,teilen::V,гощы́н,jaotama
1046,schicken::V,гъахьы́н,saatma
1047,bringen::V,къэхьы́н,viima
1048,hinzufügen::V,хэгъэхъо́н,lisama
1049,nehmen::V,къытехы́н,võtma
1050,wählen::V,къыхэхы́н,valima
1051,auswählen::V,къыхэхы́н,valima
1052,bewahren::V,къэухъумэн,hoidma
1053,behindern::V,пэрыохъу хъун,takistama
1054,verderben::V,къутэн,rikkuma
1055,beschädigen::V,къутэн,rikkuma
1056,zerbrechen::V,къутэн,katki tegema
1057,zerreißen::V,зэӏэтхъы́н,katki rebima
1058,zerstören::V,къутэ́н,purustama
1059,verbrennen::V,гъэсты́н,põletama
1060,geben::V,еты́н,andma
1061,reichen::V,еты́н,andma
1062,reichen::V,еты́н,ulatama
1063,schenken::V,еты́н,kinkima
1064,versprechen::V,гъэгугъэ́н,lubama
1065,versprechen::V,гъэгугъэ́н,tõotama
1066,wünschen::V,шӏоигъо́н,soovima
1067,loben::V,щытхъун,kiitma
1068,küssen::V,ебэу́н,suudlema
1069,wiegen::V,гъэхъыен,hällitama
1070,zudecken::V,техъо́н,kaanetama
1071,zudecken::V,техъо́н,kinni katma
1072,wecken::V,къэгъэущы́н,äratama
1073,zeigen::V,гъэлъэгъо́н,näitama
1074,führen::V,щэн,juhatama
1075,lehren::V,егъэджэ́н,õpetama
1076,lehren::V,егъэшӏэн,õpetama
1077,unterrichten::V,егъэджэ́н,õpetama
1078,aufziehen::V,пӏун,üles kasvatama
1079,leiten::V,гъэзекӏон,juhtima
1080,antreiben::V,къепфылӏэн,ergutama
1081,lassen::V,еты́н,laskma
1082,einladen::V,къегъэблэгъэн,kutsuma
1083,vereinigen::V,зэгогъэхьан,ühendama
1084,besuchen::V,щыӏэ́н,külastama
1085,treffen::V,ӏукӏэ́н,kohtama
1086,treffen::V,пэгъокӏы́н,kohtama
1087,sich versammeln::V,зэхэхьан,kogunema
1088,spielen::V,джэгу́н,mängima
1089,singen::V,орэ́д къэӏо́н,laulma
1090,tanzen::V,къэшъо́н,tantsima
1091,sich trennen::V,зэгокӏыжьы́ных,lahku minema
1092,verlassen::V,бгынэн,maha jätma
1093,verlassen::V,хэкӏыжьын,maha jätma
1094,retten::V,къыхэпхыжьын,päästma
1095,retten::V,къэбгъэнэжьын,päästma
1096,bewachen::V,къэгъэгъунэн,valvama
1097,schützen::V,ухъумэ́н,kaitsma
1098,verteidigen::V,къэухъумэн,kaitsma
1099,sich schlagen::V,эзэон,kaklema
1100,schießen::V,он,tulistama
1101,siegen::V,текӏо́н,võitma
1102,ärgern::V,бгъэгубжын,ärritama
1103,ärgern::V,бгъэгубжын,vihastama
1104,schlagen::V,ео́н,lööma
1105,stechen::V,хэӏун,pistma
1106,stechen::V,хэӏун,torkama
1107,stoßen::V,тӏыро́н,tõukama
1108,stoßen::V,уеӏункӏын,tõukama
1109,stehlen::V,тыгъу́н,varastama
1110,stören::V,бгъэгумэкӏын,segama
1111,stören::V,бгъэгумэкӏын,häirima
1112,belästigen::V,бгъэгумэкӏын,ahistama
1113,verbergen::V,ушъэфын,peitma
1114,verbergen::V,ушъэфын,varjama
1115,täuschen::V,гъэпцӏэ́н,petma
1116,täuschen::V,гъэпцӏэ́н,tüssama
1117,betrügen::V,гъэпцӏэ́н,petma
1118,betrügen::V,гъэпцӏэ́н,tüssama
1119,betrügen::V,гъэпцӏэ́н,truudust murtma
1120,töten::V,уикӏын,tapma
1121,töten::V,уикӏын,surmama
1122,wohnen::V,дэсын,elama
1123,arbeiten::V,лэжьэ́н,töötama
1124,sammeln::V,угъои́н,koguma
1125,sammeln::V,угъои́н,korjama
1126,pflücken::V,къыпычы́н,noppima
1127,jagen::V,шэкӏон,jahtima
1128,jagen::V,ешэкӏон,jahtima
1129,fischen::V,пцэжъые уешэн,kalastama
1130,fischen::V,пцэжъые уешэн,kala püüdma
1131,fassen::V,къэубыты́н,püüdma
1132,hüten::V,хэхъо́н,karjatama
1133,treiben::V,пфын,ajama
1134,anbinden::V,епхын,kinni siduma
1135,füttern::V,гъэшхэ́н,söötma
1136,melken::V,щын,lüpsma
1137,hacken::V,упкӏэтэн,raiuma
1138,hacken::V,упкӏэтэн,lõhkuma
1139,gießen::V,тепкӏэн,kastma
1140,reifen::V,игъо хъун,valmima
1141,zubereiten::V,бгъэхьазырын,valmistama
1142,kochen::V,шӏы́н,keetma
1143,backen::V,гъэжъэ́н,küpsetama
1144,braten::V,гъэжъэ́н,praadima
1145,umrühren::V,зэхэгъэкӏухьан,segama
1146,stricken::V,хъын,kuduma
1147,nähen::V,дэн,õmblema
1148,färben::V,бгъэлэн,värvima
1149,reinigen::V,укъэбзы́н,puhastama
1150,waschen::V,бгыкӏын,pesema
1151,abwischen::V,лъэкӏы́н,puhtaks pühkima
1152,spülen::V,дэгъэчъыхьан,uhtma
1153,fegen::V,пхъэнкӏы́н,pühkima
1154,kehren::V,пхъэнкӏы́н,pühkima
1155,baden::V,зыгъэпскӏын,suplema
1156,baden::V,зыгъэпскӏын,kümblema
1157,sich waschen::V,зытхьакӏы́н,end pesema
1158,ausziehen::V,къытехы́н,käest võtma
1159,ausziehen::V,къытехы́н,jalast võtma
1160,ausziehen::V,къытехы́н,seljast võtma
1161,anziehen::V,щылъэ́н,jalga panema
1162,sich anziehen::V,зыфэпэн,riietuma
1163,kämmen::V,жьын,kammima
1164,schmücken::V,гъэдэхэ́н,kaunistama
1165,sagen::V,къэӏон,ütlema
1166,sprechen::V,псэлъэ́н,rääkima
1167,sprechen::V,псэлъэ́н,kõnelema
1168,reden::V,гущыӏэ́н,kõnelema
1169,sich unterhalten::V,зэдэгущыӏэн,vestlema
1170,fragen::V,упчӏэ́н,küsima
1171,bitten::V,лъэӏо́н,paluma
1172,erzählen::V,къэпӏотэ́н,jutustama
1173,mitteilen::V,макъэ егъэӏун,teatama
1174,mitteilen::V,макъэ егъэӏун,teada andma
1175,nennen::V,цӏэ фэусы́н,nimetama
1176,rufen::V,джэн,kutsuma
1177,prahlen::V,узыщытхъужьы́н,hooplema
1178,übersetzen::V,бгъэкӏотэн,tõlkima
1179,denken::V,егупшысэ́н,mõtlema
1180,glauben::V,уивыхъэ́ телъы́н,uskuma
1181,bemerken::V,гу лъыптэ́н,märkama
1182,erkennen::V,зэхэпхын,ära tundma
1183,erkennen::V,зэбгъэшӏэн,ära tundma
1184,begreifen::V,гурыӏо́н,aru saama
1185,verstehen::V,зэхэхын,mõistma
1186,lernen::V,еджэ́н,õppima
1187,wissen::V,шӏэн,teadma
1188,sich erinnern an::V,къэшӏэжьын,mäletama
1189,vergessen::V,пщыгъупшэжьы́н,unustama
1190,messen::V,шын,mõõtma
1191,zählen::V,плъытэ́н,loendama
1192,rechnen::V,плъытэ́н,arvutama
1193,rechnen::V,угугъэ́н,arvutama
1194,lesen::V,еджэ́н,lugema
1195,malen::V,шӏын,maalima
1196,zeichnen::V,шӏын,joonistama
1197,schreiben::V,тхын,kirjutama
1198,besitzen::V,иӏэн,omama
1199,kaufen::V,щэфы́н,ostma
1200,verkaufen::V,щэн,müüma
1201,bezahlen::V,птын,tasuma
1202,bezahlen::V,лъыптын,tasuma
1203,bezahlen::V,птыжьы́н,tasuma
1204,zahlen::V,птын,maksma
1205,zahlen::V,лъыптын,maksma
1206,beherrschen::V,иунаеу иӏэн,valitsema
1207,ertragen::V,щэчы́н,taluma
1208,Schnurrbart::N,,vurrud
1209,Schnurrbart::N,,vuntsid
1210,Nabel::N,,naba
1211,Wetter::N,,ilm
1212,Frost::N,,pakane
1213,Raureif::N,,härmatis
1214,Adler::N,,kotkas
1215,Schwan::N,,luik
1216,Ton::N,,toon
1217,Sache::N,,ese
1218,Schlitten::N,,saan
1219,Last::N,,koorem
1220,Figur::N,,kuju
1221,Figur::N,,kujund
1222,Bündel::N,,kimp
1223,Schuh::N,,king
1224,Arzt::N,,arst
1225,lebendig::A,,elus
1226,zuerst::ADV,,enne
1227,zuerst::ADV,,esmalt
1228,manchmal::ADV,,mõnikord
1229,niemals::ADV,,mitte kunagi
1230,hier::ADV,,siin
1231,hierhin::ADV,,siia
1232,von hier::ADV,,siit
1233,schon::ADV,,juba
1234,sinken::V,,vajuma
1235,sinken::V,,langema
1236,klirren::V,,kõlisema
1237,fliehen::V,,põgenema
1238,flüchten::V,,põgenema
1239,geraten::V,,jõudma
1240,aufheben::V,,üles tõstma
1241,beugen::V,,painutama
1242,umdrehen::V,,ümber keerama
1243,bekommen::V,,saama
1244,erhalten::V,,saama
1245,treten::V,,sõtkuma
