,Concept_ID,el,tr
55,Herz::N,καρδιά,kalp
56,Herz::N,καρδιά,yürek
57,Magen::N,στομάχι,mide
58,Leber::N,ήπαρ,karaciğer
59,Leber::N,συκωτί,karaciğer
60,Atem::N,αναπνοή,nefes
61,Hunger::N,πείνα,açlık
62,Träne::N,δάκρυ,gözyaşı
63,Geschmack::N,γεύση,tat
64,Geschmack::N,γεύση,lezzet
65,Geruch::N,οσμή,koku
66,Geruch::N,μυρωδία,koku
67,Schlaf::N,ύπνος,uyku
68,Traum::N,όνειρο,düş
69,Traum::N,όνειρο,rüya
70,Himmel::N,ουρανός,gök
71,Sonne::N,ήλιος,güneş
72,Mond::N,σελήνη,ay
73,Mond::N,φεγγάρι,ay
74,Stern::N,άστρο,yıldız
75,Stern::N,αστέρι,yıldız
76,Luft::N,αέρας,hava
77,Wind::N,αέρας,yel
78,Wind::N,αέρας,rüzgâr
79,Wind::N,άνεμος,yel
80,Wind::N,άνεμος,rüzgâr
81,Welle::N,κύμα,dalga
82,Wasser::N,νερό,su
83,Stein::N,πέτρα,taş
84,Boden::N,χώμα,yer
85,Boden::N,χώμα,zemin
86,Erde::N,γη,toprak
87,Staub::N,σκόνη,toz
88,Rauch::N,καπνός,duman
89,Funke::N,σπίθα,kıvılcım
90,Funke::N,σπινθήρας,kıvılcım
91,Feuer::N,φωτιά,ateş
92,Licht::N,φως,ışık
93,Schatten::N,σκιά,gölge
94,Schatten::N,ίσκιος,gölge
95,Wetter::N,καιρός,hava
96,Nebel::N,ομίχλη,pus
97,Wolke::N,σύννεφο,bulut
98,Regen::N,βροχή,yağmur
99,Schnee::N,χιόνι,kar
100,Eis::N,πάγος,buz
101,Frost::N,παγωνία,don
102,Kälte::N,κρύο,soğukluk
103,Kälte::N,ψύχος,soğukluk
104,Hitze::N,ζέστη,sıcaklık
105,Raureif::N,πάχνη,kırç
106,Regenbogen::N,ουράνιο τόξο,gökkuşağı
107,Donner::N,βροντή,gök gürlemesi
108,Strömung::N,ρεύμα,akıntı
109,Strömung::N,ρεύμα,cereyan
110,Tropfen::N,στάλα,damla
111,Schaum::N,αφρός,köpük
112,Schmutz::N,βρωμιά,çamur
113,Schmutz::N,βρωμιά,pislik
114,See::N,λίμνη,göl
115,Sumpf::N,βάλτος,batak
116,Moor::N,έλος,cılgıt
117,Wiese::N,λιβάδι,çimen
118,Wald::N,δάσος,koru
119,Wald::N,δάσος,orman
120,Hügel::N,λόφος,tepe
121,Anhöhe::N,ύψωμα,tümsek
122,Anhöhe::N,ύψωμα,yükseklik
123,Berg::N,όρος,dağ
124,Berg::N,βουνό,dağ
125,Gipfel::N,κορυφή,zirve
126,Höhle::N,σπηλιά,in
127,Höhle::N,σπηλιά,mağara
128,Abhang::N,πλαγιά,bayır
129,Quelle::N,πηγή,pınar
130,Quelle::N,πηγή,kaynak
131,Quelle::N,βρύση,pınar
132,Quelle::N,βρύση,kaynak
133,Bach::N,ρυάκι,çay
134,Bach::N,ρυάκι,dere
135,Fluss::N,ποτάμι,nehir
136,Fluss::N,ποταμός,nehir
137,Ufer::N,όχθη,kıyı
138,Ufer::N,όχθη,sahil
139,Küste::N,ακτή,kıyı
140,Küste::N,ακτή,sahil
141,Küste::N,ακρογιαλιά,kıyı
142,Küste::N,ακρογιαλιά,sahil
143,Festland::N,στεριά,kara
144,Meer::N,θάλασσα,deniz
145,Bucht::N,κόλπος,koy
146,Bucht::N,κόλπος,körfez
147,Insel::N,νησί,ada
148,Insel::N,νήσος,ada
149,Blume::N,άνθος,çiçek
150,Blume::N,λουλούδι,çiçek
151,Gras::N,χόρτο,ot
152,Gras::N,χόρτο,çim
153,Gras::N,χορτάρι,ot
154,Gras::N,χορτάρι,çim
155,Wurzel::N,ρίζα,kök
156,Baum::N,δέντρο,ağaç
157,Stamm::N,κορμός,gövde
158,Rinde::N,φλούδα,kabuk
159,Ast::N,κλαδί,dal
160,Ast::N,κλαδί,budak
161,Zweig::N,κλαδί,dal
162,Zweig::N,κλάδος,dal
163,Blatt::N,φύλλο,yaprak
164,Birke::N,σημύδα,huş
165,Kiefer[Baum]::N,πεύκο,çam
166,Weide[Baum]::N,ιτιά,söğüt
167,Tanne::N,έλατο,çam
168,Tanne::N,έλατο,köknar
169,Horn::N,κέρας,boynuz
170,Horn::N,κέρατο,boynuz
171,Feder::N,φτερό,tüy
172,Fell::N,δέρμα,post
173,Fell::N,τομάρι,post
174,Flügel::N,πτερύγιο,kanat
175,Klaue::N,κουλό,pençe
176,Kralle::N,νύχι,tırnak
177,Schwanz::N,ουρά,kuyruk
178,Ei::N,αβγό,yumurta
179,Nest::N,φωλιά,yuva
180,Bau::N,φωλιά,in
181,Tier::N,ζώο,hayvan
182,Herde::N,κοπάδι,sürü
183,Kuh::N,αγελάδα,inek
184,Bulle::N,ταύρος,boğa
185,Pferd::N,άλογο,at
186,Pferd::N,άλογο,beygir
187,Schaf::N,πρόβατο,koyun
188,Schwein::N,γουρούνι,domuz
189,Hund::N,σκυλί,it
190,Hund::N,σκυλί,köpek
191,Hund::N,σκύλος,it
192,Hund::N,σκύλος,köpek
193,Katze::N,γάτα,kedi
194,Bär::N,άρκτος,ayı
195,Bär::N,αρκούδα,ayı
196,Eichhörnchen::N,βερβερίτσα,sincap
197,Elch::N,άλκη,büyük kuzey geyiği
198,Fuchs::N,αλεπού,tilki
199,Hase::N,λαγός,tavşan
200,Maus::N,ποντικός,fare
201,Maus::N,ποντικός,sıçan
202,Wolf::N,λύκος,kurt
203,Vogel::N,πουλί,kuş
204,Schwarm::N,σμήνος,sürü
205,Huhn::N,κότα,tavuk
206,Huhn::N,όρνιθα,tavuk
207,Hahn::N,πετεινός,horoz
208,Gans::N,χήνα,kaz
209,Adler::N,αετός,kartal
210,Adler::N,αετός,karakuş
211,Ente::N,πάπια,ördek
212,Eule::N,κουκουβάγια,baykuş
213,Kranich::N,γερανός,turna
214,Krähe::N,καρακάξα,karga
215,Kuckuck::N,κούκος,guguk
216,Schwan::N,κύκνος,kuğu
217,Fisch::N,ψάρι,balık
218,Barsch::N,πέρκα,hani
219,Barsch::N,πέρκα,levrek
220,Hecht::N,λούτσος,turnabalığı
221,Schlange[Tier]::N,φίδι,yılan
222,Wurm::N,σκουλήκι,kurt
223,Wurm::N,σκουλήκι,solucan
224,Spinne::N,αράχνη,örümcek
225,Ameise::N,μυρμήγκι,karınca
226,Laus::N,ψείρα,bit
227,Mücke::N,κουνούπι,sivrisinek
228,Fliege::N,μύγα,sinek
229,Schmetterling::N,πεταλούδα,kelebek
230,Beere::N,ρόγα,tane
231,Apfel::N,μήλο,elma
232,Pilz::N,μανιτάρι,mantar
233,Zwiebel::N,κρεμμύδι,soğan
234,Saat::N,σπόρος,ekin
235,Korn::N,σπυρί,tane
236,Heu::N,σανός,kuru ot
237,Schale::N,τσόφλι,kabuk
238,Grube::N,λάκκος,çukur
239,Falle::N,παγίδα,tuzak
240,Schlinge::N,θηλειά,ilmik
241,Spur::N,ίχνος,iz
242,Asche::N,στάχτη,kül
243,Dreck::N,βρωμιά,pislik
244,Eisen::N,σίδερο,demir
245,Gold::N,μάλαμα,altın
246,Gold::N,χρυσάφι,altın
247,Silber::N,ασήμι,gümüş
248,Silber::N,άργυρος,gümüş
249,Kohle::N,κάρβουνο,kömür
250,Glas::N,γυαλί,cam
251,Lehm::N,πηλός,balçık
252,Sand::N,άμμος,kum
253,Mensch::N,άνθρωπος,insan
254,Mann::N,άνδρας,adam
255,Mann::N,άνδρας,erkek
256,Frau::N,γυναίκα,bayan
257,Kind::N,παιδί,çocuk
258,Junge::N,αγόρι,erkek çocuk
259,Mädchen::N,κοπέλα,kız
260,Mädchen::N,κορίτσι,kız
261,Familie::N,οικογένεια,aile
262,Großvater::N,παππούς,dede
263,Großvater::N,παππούς,büyükbaba
264,Großmutter::N,γιαγιά,nine
265,Großmutter::N,γιαγιά,büyükanne
266,Eltern::N,γονείς,ebeveyn
267,Eltern::N,γονείς,ana baba
268,Vater::N,πατέρας,ata
269,Vater::N,πατέρας,baba
270,Mutter::N,μητέρα,ana
271,Mutter::N,μητέρα,anne
272,Sohn::N,γιος,oğul
273,Tochter::N,κόρη,kız
274,Tochter::N,κόρη,kız evlât
275,Bruder::N,αδελφός,abi
276,Bruder::N,αδελφός,erkek kardeş
277,Schwester::N,αδελφή,abla
278,Schwester::N,αδελφή,kız kardeş
279,Onkel::N,θείος,dayı
280,Tante::N,θεία,hala
281,Tante::N,θεία,teyze
282,Ehemann::N,σύζυγος,koca
283,Ehefrau::N,σύζυγος,karı
284,Freude::N,χαρά,neşe
285,Freude::N,χαρά,sevinç
286,Gelächter::N,γέλια,gülme
287,Gelächter::N,γέλια,kahkaha
288,Glück::N,ευτυχία,mutluluk
289,Kummer::N,έγνοια,dert
290,Kummer::N,έγνοια,keder
291,Wunsch::N,επιθυμία,arzu
292,Wunsch::N,επιθυμία,istek
293,Lust::N,όρεξη,arzu
294,Lust::N,όρεξη,heves
295,Geist::N,πνέυμα,tin
296,Gedanke::N,σκέψη,fikir
297,Gedanke::N,σκέψη,düşünce
298,Gedächtnis::N,μνήμη,bellek
299,Verstand::N,νους,zekâ
300,Sinn::N,νόημα,anlam
301,Grund::N,λόγος,sebep
302,Wahrheit::N,αλήθεια,doğruluk
303,Wahrheit::N,αλήθεια,gerçeklik
304,Gespräch::N,συνομιλία,görüşme
305,Märchen::N,παραμύθι,masal
306,Erzählung::N,διήγημα,öykü
307,Erzählung::N,διήγημα,hikâye
308,Nachricht::N,είδηση,haber
309,Neuigkeit::N,νέο,haber
310,Name::N,όνομα,ad
311,Name::N,όνομα,isim
312,Rätsel::N,αίνιγμα,bilmece
313,Rede::N,λόγος,söylev
314,Rede::N,λόγος,konuşma
315,Rede::N,ομιλία,söylev
316,Rede::N,ομιλία,konuşma
317,Sprache::N,γλώσσα,dil
318,Sprache::N,γλώσσα,lisan
319,Stimme::N,φωνή,ses
320,Wort::N,λέξη,kelime
321,Zeichen::N,σημείο,işaret
322,Ruf::N,κραυγή,çağırma
323,Lärm::N,θόρυβος,şamata
324,Lärm::N,θόρυβος,gürültü
325,Laut::N,ήχος,ses
326,Ton::N,ήχος,ses
327,Ton::N,τόνος,ses
328,Lied::N,τραγούδι,türkü
329,Ruhe::N,ησυχία,sakinlik
330,Leute::N,κόσμος,halk
331,Leute::N,κόσμος,insanlar
332,Leute::N,άνθρωποι,halk
333,Leute::N,άνθρωποι,insanlar
334,Volk::N,λαός,ulus
335,Volk::N,λαός,millet
336,Arbeit::N,εργασία,iş
337,Arbeit::N,εργασία,çalışma
338,Gast::N,επισκέπτης,konuk
339,Gast::N,επισκέπτης,misafir
340,Geschenk::N,δώρο,hediye
341,Geschenk::N,δώρο,armağan
342,Spiel::N,παιχνίδι,oyun
343,Gesellschaft::N,κοινωνία,çevre
344,Gesellschaft::N,κοινωνία,arkadaşlık
345,Hilfe::N,βοήθεια,yardım
346,Freund::N,φίλος,dost
347,Freund::N,φίλος,arkadaş
348,Kamerad::N,σύντροφος,arkadaş
349,Angelegenheit::N,υπόθεση,iş
350,Angelegenheit::N,υπόθεση,husus
351,Anzahl::N,αριθμός,sayı
352,Art::N,είδος,çeşit
353,Stück::N,κομμάτι,tane
354,Stück::N,κομμάτι,parça
355,Teil::N,μέρος,kısım
356,Hälfte::N,μισό,yarı
357,Kreis::N,κύκλος,daire
358,Kreuz::N,σταυρός,haç
359,Linie::N,γραμμή,hat
360,Linie::N,γραμμή,çizgi
361,Strich::N,γραμμή,çizgi
362,Abstand::N,απόσταση,aralık
363,Entfernung::N,απόσταση,mesafe
364,Entfernung::N,απόσταση,uzaklık
365,Gegend::N,περιοχή,yöre
366,Gegend::N,τοποθεσία,yöre
367,Platz::N,χώρος,yer
368,Ort::N,τόπος,yer
369,Seite::N,πλευρά,yan
370,Seite::N,πλευρά,taraf
371,Mitte::N,μέση,orta
372,Mitte::N,μέση,merkez
373,Gegenstand::N,αντικείμενο,şey
374,Sache::N,πράγμα,iş
375,Sache::N,πράγμα,şey
376,Rand::N,άκρη,kenar
377,Rand::N,χείλος,kenar
378,Kante::N,άκρη,kenar
379,Ecke::N,γωνιά,köşe
380,Spitze::N,μύτη,uç
381,Spitze::N,μύτη,baş
382,Ende::N,άκρη,uç
383,Loch::N,τρύπα,oyuk
384,Loch::N,τρύπα,delik
385,Winkel::N,γωνία,köşe
386,Muster::N,σχέδιο,örnek
387,Größe::N,μέγεθος,büyüklük
388,Länge::N,μήκος,uzunluk
389,Höhe::N,ύψος,yükseklik
390,Gewicht::N,βάρος,ağırlık
391,Menge::N,ποσότητα,miktar
392,Haufen::N,σωρός,küme
393,Haufen::N,σωρός,yığın
394,Reihe::N,αράδα,sıra
395,Boot::N,βάρκα,kayık
396,Boot::N,βάρκα,sandal
397,Ruder::N,κουπί,kürek
398,Schlitten::N,έλκηθρο,kızak
399,Ski::N,σκι,kayak
400,Lagerfeuer::N,φωτιά,kamp ateşi
401,Last::N,φορτίο,yük
402,Gang::N,δρόμος,gidiş
403,Gang::N,δρόμος,yürüyüş
404,Schritt::N,βήμα,adım
405,Norden::N,βορράς,kuzey
406,Süden::N,νότος,güney
407,Westen::N,δύση,batı
408,Osten::N,ανατολή,doğu
409,Holz::N,ξύλο,ağaç
410,Holz::N,ξύλο,tahta
411,Brett::N,σανίδι,tahta
412,Platte::N,πλάκα,levha
413,Stütze::N,στήριγμα,dayak
414,Stütze::N,στήριγμα,destek
415,Stange::N,ραβδί,çubuk
416,Stange::N,κοντός,çubuk
417,Stock::N,ξύλο,sopa
418,Stock::N,ξύλο,değnek
419,Stock::N,μπαστούνι,sopa
420,Stock::N,μπαστούνι,değnek
421,Stab::N,ραβδί,sırık
422,Stab::N,ραβδί,baston
423,Rohr::N,σωλήνας,boru
424,Haus::N,σπίτι,ev
425,Heim::N,σπίτι,ev
426,Heim::N,σπίτι,yurt
427,Ofen::N,σόμπα,soba
428,Ofen::N,θερμάστρα,soba
429,Fußboden::N,πάτωμα,taban
430,Fußboden::N,πάτωμα,döşeme
431,Tisch::N,τραπέζι,masa
432,Stuhl::N,καρέκλα,iskemle
433,Stuhl::N,καρέκλα,sandalye
434,Wiege::N,κούνια,beşik
435,Bett::N,κρεβάτι,yatak
436,Regal::N,ράφι,raf
437,Kiste::N,κιβώτιο,sandık
438,Fenster::N,παράθυρο,pencere
439,Tür::N,πόρτα,kapı
440,Tor::N,πύλη,kapı
441,Zaun::N,φράχτης,çit
442,Dach::N,στέγη,dam
443,Dach::N,στέγη,çatı
444,Leiter::N,σκάλα,merdiven
445,Leiter::N,κλίμακα,merdiven
446,Besen::N,σκούπα,süpürge
447,Spaten::N,φτυάρι,bel
448,Schaufel::N,φτυάρι,kürek
449,Gabel::N,πιρούνι,çatal
450,Löffel::N,κουτάλι,kaşık
451,Messer::N,μαχαίρι,bıçak
452,Nagel::N,καρφί,çivi
453,Netz::N,δίχτυ,ağ
454,Haken::N,γάντζος,çengel
455,Haken::N,αγκίστρι,çengel
456,Griff::N,λαβή,kulp
457,Griff::N,λαβή,tutamak
458,Schloss::N,κλειδαριά,kilit
459,Bild::N,εικόνα,imaj
460,Bild::N,εικόνα,resim
461,Figur::N,ανάστημα,şekil
462,Figur::N,ανάστημα,heykel
463,Puppe::N,κούκλα,kukla
464,Beutel::N,πουγγί,kese
465,Beutel::N,πουγγί,torba
466,Bündel::N,δεμάτι,deste
467,Tasche::N,τσάντα,çanta
468,Eimer::N,κουβάς,kova
469,Deckel::N,καπάκι,kapak
470,Geschirr::N,σκεύη,kap kacak
471,Sack::N,σάκος,torba
472,Tasse::N,φλιτζάνι,fincan
473,Topf::N,χύτρα,tencere
474,Kessel::N,καζάνι,kazan
475,Essen::N,φαγητό,yemek
476,Nahrung::N,τροφή,gıda
477,Nahrung::N,τροφή,besin
478,Speise::N,φαγητό,yemek
479,Fleisch::N,κρέας,et
480,Getreide::N,σιτάρι,tahıl
481,Getreide::N,σιτάρι,hububat
482,Brei::N,χυλός,ezme
483,Brot::N,ψωμί,ekmek
484,Brot::N,άρτος,ekmek
485,Scheibe::N,φέτα,dilim
486,Fett::N,πάχος,yağ
487,Butter::N,βούτυρο,tereyağı
488,Öl::N,λάδι,yağ
489,Öl::N,λάδι,akar yağ
490,Salz::N,αλάτι,tuz
491,Suppe::N,σούπα,çorba
492,Honig::N,μέλι,bal
493,Milch::N,γάλα,süt
494,Tee::N,τσάι,çay
495,Leder::N,πετσί,deri
496,Leder::N,πετσί,meşin
497,Wolle::N,μαλλί,yün
498,Stoff::N,ύφασμα,kumaş
499,Nadel::N,βελόνα,iğne
500,Faden::N,κλωστή,tire
501,Faden::N,κλωστή,iplik
502,Knopf::N,κουμπί,düğme
503,Knoten::N,κόμπος,düğüm
504,Farbe::N,μπογιά,boya
505,Kleidung::N,ρούχα,giyim
506,Kleidung::N,ενδυμασία,giyim
507,Hemd::N,πουκάμισο,gömlek
508,Kragen::N,κολάρο,yaka
509,Ärmel::N,μανίκι,yen
510,Ärmel::N,μανίκι,elbise kolu
511,Hose::N,πανταλόνι,pantolon
512,Gürtel::N,ζώνη,kuşak
513,Mütze::N,σκούφος,bere
514,Mütze::N,σκούφος,kasket
515,Schuh::N,παπούτσι,kundura
516,Schuh::N,παπούτσι,ayakkabı
517,Stiefel::N,μπότα,çizme
518,Ring::N,δαχτυλίδι,yüzük
519,Band::N,κορδέλα,bağ
520,Band::N,κορδέλα,şerit
521,Kamm::N,χτένα,tarak
522,Spiegel::N,καθρέφτης,ayna
523,Riemen::N,λουρί,kayış
524,Schnur::N,κορδόνι,ip
525,Schnur::N,κορδόνι,sicim
526,Leine::N,σχοινί,kayış
527,Decke::N,κουβέρτα,örtü
528,Decke::N,κουβέρτα,yorgan
529,Kissen::N,μαξιλάρι,yastık
530,Tuch::N,πανί,bez
531,Tuch::N,μαντήλι,bez
532,Handtuch::N,πετσέτα,havlu
533,Kraft::N,δύναμη,güç
534,Kraft::N,δύναμη,kuvvet
535,Stärke::N,ισχύς,kuvvet
536,Stärke::N,δύναμη,kuvvet
537,Gesundheit::N,υγεία,sağlık
538,Krankheit::N,αρρώστια,hastalık
539,Schmerz::N,πόνος,ağrı
540,Schmerz::N,πόνος,sancı
541,Wunde::N,πληγή,yara
542,Fieber::N,πυρετός,ateş
543,Arznei::N,φάρμακο,ilâç
544,Brücke::N,γέφυρα,köprü
545,Brunnen::N,πηγάδι,kuyu
546,Brunnen::N,πηγάδι,çeşme
547,Weide::N,βοσκή,otlak
548,Pfad::N,μονοπάτι,patika
549,Pfad::N,μονοπάτι,keçiyolu
550,Weg::N,δρόμος,yol
551,Straße::N,οδός,yol
552,Straße::N,οδός,cadde
553,Straße::N,δρόμος,yol
554,Straße::N,δρόμος,cadde
555,Dorf::N,χωριό,köy
556,Stadt::N,πόλη,kent
557,Stadt::N,πόλη,şehir
558,Brief::N,γράμμα,mektup
559,Brief::N,επιστολή,mektup
560,Buch::N,βιβλίο,kitap
561,Buchstabe::N,γράμμα,harf
562,Zeitung::N,εφημερίδα,gazete
563,Leben::N,ζωή,hayat
564,Leben::N,βίος,hayat
565,Tod::N,θάνατος,ölüm
566,Grab::N,τάφος,kabir
567,Kirche::N,εκκλησία,kilise
568,Sünde::N,αμαρτία,günah
569,Gott::N,θεός,tanrı
570,Arbeiter::N,εργάτης,işçi
571,Chef::N,προϊστάμενος,şef
572,Chef::N,προϊστάμενος,müdür
573,Meister::N,μάστορας,usta
574,Meister::N,αρχιτεχνίτης,usta
575,Arzt::N,γιατρός,hekim
576,Arzt::N,γιατρός,doktor
577,Lehrer::N,δάσκαλος,hoca
578,Lehrer::N,δάσκαλος,öğretmen
579,Geld::N,λεφτά,para
580,Geld::N,χρήματα,para
581,Geschäft::N,συναλλαγή,ticaret
582,Laden::N,μαγαζί,dükkân
583,Laden::N,κατάστημα,dükkân
584,Preis::N,τιμή,fiyat
585,Ware::N,εμπόρευμα,mal
586,Nutzen::N,όφελος,fayda
587,Reichtum::N,πλούτος,servet
588,Reichtum::N,πλούτος,zenginlik
589,Welt::N,κόσμος,dünya
590,Land::N,χώρα,ülke
591,Staat::N,κράτος,devlet
592,Staat::N,πολιτεία,devlet
593,König::N,βασιλιάς,kral
594,Macht::N,εξουσία,kudret
595,Macht::N,εξουσία,iktidar
596,Grenze::N,σύνορα,had
597,Grenze::N,σύνορα,sınır
598,Krieg::N,πόλεμος,savaş
599,Feind::N,εχθρός,düşman
600,Gewalt::N,βία,zor
601,Gewalt::N,βία,cebir
602,Kampf::N,αγώνας,savaş
603,Bogen[Waffe]::N,τόξο,yay
604,Pfeil::N,σαΐτα,ok
605,Gewehr::N,τουφέκι,tüfek
606,Fehler::N,λάθος,hata
607,Fehler::N,λάθος,yanlış
608,Fehler::N,σφάλμα,hata
609,Fehler::N,σφάλμα,yanlış
610,Lüge::N,ψέμα,yalan
611,Lüge::N,ψεύδος,yalan
612,Schaden::N,ζημία,zarar
613,Unglück::N,δυστυχία,felâket
614,Unglück::N,δυστυχία,talihsizlik
615,Schuld::N,ενοχή,suç
616,Schuld::N,ενοχή,kabahat
617,Schuld::N,φταίξιμο,suç
618,Schuld::N,φταίξιμο,kabahat
619,Alter::N,ηλικία,yaş
620,Schluss::N,τέλος,son
621,Zeit::N,χρόνος,zaman
622,Tag::N,μέρα,gün
623,Tag::N,ημέρα,gün
624,Morgen::N,πρωί,sabah
625,Mittag::N,μεσημέρι,öğle
626,Abend::N,βράδυ,akşam
627,Nacht::N,νύχτα,gece
628,Woche::N,εβδομάδα,hafta
629,Monat::N,μήνας,ay
630,Jahr::N,έτος,yıl
631,Jahr::N,έτος,sene
632,Jahr::N,χρόνος,yıl
633,Jahr::N,χρόνος,sene
634,Frühling::N,άνοιξη,ilkbahar
635,Sommer::N,καλοκαίρι,yaz
636,Herbst::N,φθινόπωρο,güz
637,Herbst::N,φθινόπωρο,sonbahar
638,Winter::N,χειμώνας,kış
639,Januar::N,Ιανουάριος,ocak
640,Februar::N,Φεβρουάριος,şubat
641,März::N,Μάρτιος,mart
642,April::N,Απρίλιος,nisan
643,Mai::N,Μάιος,mayıs
644,Juni::N,Ιούνιος,haziran
645,Juli::N,Ιούλιος,temmuz
646,August::N,Αύγουστος,ağustos
647,September::N,Σεπτέμβριος,eylül
648,Oktober::N,Οκτώβριος,ekim
649,November::N,Νοέμβριος,kasım
650,Dezember::N,Δεκέμβριος,aralık
651,Montag::N,Δευτέρα,pazartesi
652,Dienstag::N,Τρίτη,salı
653,Mittwoch::N,Τετάρτη,çarşamba
654,Donnerstag::N,Πέμπτη,perşembe
655,Freitag::N,Παρασκευή,cuma
656,Samstag::N,Σάββατο,cumartesi
657,Sonntag::N,Κυριακή,pazar
658,groß::A,μεγάλος,büyük
659,klein::A,μικρός,ufak
660,klein::A,μικρός,küçük
661,lang::A,μακρύς,uzun
662,kurz::A,κοντός,kısa
663,breit::A,φαρδύς,enli
664,breit::A,φαρδύς,geniş
665,schmal::A,στενός,dar
666,dicht::A,πυκνός,sık
667,dicht::A,πυκνός,yoğun
668,dick[Gegenstand]::A,παχύς,kalın
669,dick[Gegenstand]::A,παχύς,iri
670,dick[Gegenstand]::A,χοντρός,kalın
671,dick[Gegenstand]::A,χοντρός,iri
672,dünn::A,ψιλός,ince
673,dünn::A,λεπτός,ince
674,fein::A,ψιλός,ince
675,fein::A,ψιλός,narin
676,fest::A,στερεός,sabit
677,fest::A,στερεός,sağlam
678,flach::A,επίπεδος,düz
679,flach::A,επίπεδος,yassı
680,glatt::A,λείος,düz
681,glatt::A,ομαλός,düz
682,hart::A,σκληρός,katı
683,weich::A,μαλακός,yumuşak
684,rund::A,στρογγυλός,yuvarlak
685,spitz::A,μυτερός,sivri
686,scharf::A,κοφτερός,keskin
687,stumpf::A,αμβλύς,kör
688,schwer::A,βαρύς,ağır
689,schön::A,ωραίος,güzel
690,schön::A,όμορφος,güzel
691,heiß::A,ζεστός,kızgın
692,warm::A,θερμός,sıcak
693,kalt::A,κρύος,soğuk
694,kalt::A,ψυχρός,soğuk
695,kühl::A,δροσερός,serin
696,frisch::A,νωπός,taze
697,frisch::A,φρέσκος,taze
698,feucht::A,υγρός,nemli
699,feucht::A,υγρός,rutubetli
700,nass::A,βρεγμένος,yaş
701,nass::A,βρεγμένος,ıslak
702,trocken::A,ξηρός,kuru
703,trocken::A,στεγνός,kuru
704,voll::A,γεμάτος,dolu
705,voll::A,γεμάτος,dolmuş
706,leer::A,άδειος,boş
707,offen::A,ανοιχτός,açık
708,geschlossen::A,κλειστός,kapalı
709,sauber::A,καθαρός,pak
710,sauber::A,καθαρός,temiz
711,schmutzig::A,βρώμικος,pis
712,schmutzig::A,βρώμικος,kirli
713,schmutzig::A,λερωμένος,pis
714,schmutzig::A,λερωμένος,kirli
715,roh::A,ωμός,çiğ
716,reif::A,ώριμος,olgun
717,lecker::A,νόστιμος,lezzetli
718,süß::A,γλυκός,tatlı
719,süß::A,γλυκός,şekerli
720,bitter::A,πικρός,acı
721,sauer::A,ξινός,ekşi
722,hell::A,φωτεινός,aydınlık
723,dunkel::A,σκοτεινός,karanlık
724,schwarz::A,μαύρος,kara
725,schwarz::A,μαύρος,siyah
726,schwarz::A,μελανός,kara
727,schwarz::A,μελανός,siyah
728,weiß::A,άσπρος,ak
729,weiß::A,άσπρος,beyaz
730,rot::A,κόκκινος,kırmızı
731,gelb::A,κίτρινος,sarı
732,blau::A,μπλε,mavi
733,blau::A,γαλανός,mavi
734,grün::A,πράσινος,yeşil
735,grau::A,γκρίζος,boz
736,bunt::A,ποικιλόχρωπος,renkli
737,billig::A,φτηνός,ucuz
