,Concept_ID,mn,be
234,Silber::N,мөнгө,сребра
235,Kohle::N,нүүрс,вугаль
236,Glas::N,шил,шкло
237,Lehm::N,шавар,гліна
238,Sand::N,элс,пясок
239,Mensch::N,хүн,чалавек
240,Mann::N,эр,мужчына
241,Mann::N,эрэгтэй,мужчына
242,Frau::N,эмэгтэй,жанчына
243,Frau::N,хатагтай,жанчына
244,Kind::N,хүүхэд,дзіця
245,Junge::N,хүү,хлопчык
246,Mädchen::N,охин,дзяўчынка
247,Mädchen::N,бүсгүй,дзяўчынка
248,Familie::N,айл,сямʼя
249,Großvater::N,өвгөн аав,дзядуля
250,Großmutter::N,эмэг эх,бабуля
251,Großmutter::N,эмгээ,бабуля
252,Eltern::N,эцэг эх,бацькі
253,Vater::N,аав,бацька
254,Vater::N,эцэг,бацька
255,Mutter::N,эх,маці
256,Mutter::N,ээж,маці
257,Sohn::N,хүү,сын
258,Tochter::N,охин,дачка
259,Bruder::N,ах,брат
260,Bruder::N,дүү,брат
261,Schwester::N,эгч,сястра
262,Schwester::N,охин дүү,сястра
263,Onkel::N,авга ах,дзядзька
264,Onkel::N,нагац ах,дзядзька
265,Tante::N,авга эгч,цётка
266,Tante::N,нагац эгч,цётка
267,Ehemann::N,нөхөр,муж
268,Ehefrau::N,эхнэр,жонка
269,Ehefrau::N,гэргий,жонка
270,Freude::N,баяр,радасць
271,Freude::N,баясгалан,радасць
272,Gelächter::N,инээдэм,смех
273,Glück::N,жаргалан,шчасце
274,Kummer::N,гаслан,гора
275,Wunsch::N,ерөөл,жаданне
276,Lust::N,дур,цяга
277,Lust::N,хүсэл,цяга
278,Geist::N,оюун,дух
279,Gedanke::N,сэтгэл,думка
280,Gedächtnis::N,ой,памяць
281,Gedächtnis::N,цээж,памяць
282,Verstand::N,ухаан,розум
283,Sinn::N,утга,сэнс
284,Grund::N,учир,зачэпка
285,Wahrheit::N,үнэн,праўда
286,Gespräch::N,яриа,размова
287,Märchen::N,явган үлгэр,казка
288,Erzählung::N,тууж,расказ
289,Erzählung::N,тууж,апавяданне
290,Nachricht::N,мэдээ,вестка
291,Nachricht::N,мэдээ,паведамленне
292,Neuigkeit::N,сонин,навіна
293,Name::N,нэр,імя
294,Rätsel::N,оньсого,загадка
295,Rede::N,хэлсэн үг,прамова
296,Sprache::N,хэл,мова
297,Stimme::N,дуу,голас
298,Wort::N,үг,слова
299,Zeichen::N,тамга,знак
300,Zeichen::N,тэмдэг,знак
301,Ruf::N,дуудлага,кліч
302,Lärm::N,шуугиан,шум
303,Lärm::N,чимээ,шум
304,Laut::N,анир,гук
305,Laut::N,дуу,гук
306,Ton::N,авиа,гучанне
307,Ton::N,аялгуу,гучанне
308,Lied::N,дуу,песня
309,Ruhe::N,энх,спакой
310,Ruhe::N,тайван,спакой
311,Leute::N,хүмүүс,людзі
312,Volk::N,улс,народ
313,Arbeit::N,ажил,праца
314,Arbeit::N,ажил,работа
315,Arbeit::N,хөдөлмөр,праца
316,Arbeit::N,хөдөлмөр,работа
317,Gast::N,зочин,госць
318,Gast::N,айлчин,госць
319,Geschenk::N,бэлэг,падарунак
320,Spiel::N,наадам,гульня
321,Spiel::N,тоглоом,гульня
322,Gesellschaft::N,хамт байх,таварыства
323,Hilfe::N,тусламж,дапамога
324,Freund::N,найз,друг
325,Freund::N,найз,сябар
326,Freund::N,нөхөр,друг
327,Freund::N,нөхөр,сябар
328,Kamerad::N,хань,прыяцель
329,Kamerad::N,нөхөр,прыяцель
330,Angelegenheit::N,хэрэг,справа
331,Anzahl::N,тоо,колькасць
332,Art::N,төрөл,від
333,Art::N,янз,від
334,Stück::N,хэсэг,кусок
335,Stück::N,хэсэг,кавалак
336,Teil::N,хувь,частка
337,Teil::N,хэсэг,частка
338,Hälfte::N,хагас,палова
339,Hälfte::N,хагас,палавіна
340,Kreis::N,тойрог,круг
341,Kreis::N,хүрээ,круг
342,Kreuz::N,загалмай,крыж
343,Linie::N,шугам,лінія
344,Strich::N,зураас,рыса
345,Abstand::N,зай,прамежак
346,Entfernung::N,зай,адлегласць
347,Entfernung::N,хол ойр,адлегласць
348,Gegend::N,хавь,мясцовасць
349,Gegend::N,газар,мясцовасць
350,Platz::N,зай,месца
351,Platz::N,завсар,месца
352,Ort::N,газар,месца
353,Ort::N,байр,месца
354,Seite::N,тал,бок
355,Seite::N,этгээд,бок
356,Mitte::N,төв,сярэдзіна
357,Mitte::N,дунд,сярэдзіна
358,Gegenstand::N,юм,прадмет
359,Sache::N,үйл,рэч
360,Sache::N,хэрэг,рэч
361,Rand::N,зах,край
362,Rand::N,хөвөө,край
363,Kante::N,ирмэг,руб
364,Kante::N,ирмэг,кант
365,Ecke::N,өнцөг,вугал
366,Spitze::N,үзүүр,кончык
367,Ende::N,зах,канец
368,Ende::N,үзүүр,канец
369,Loch::N,цоорхой,дзірка
370,Loch::N,онгорхой,дзірка
371,Winkel::N,өнцөг,вугал
372,Muster::N,хээ,узор
373,Muster::N,угалз,узор
374,Größe::N,хэмжээ,памер
375,Länge::N,урт,даўжыня
376,Höhe::N,өндөр,вышыня
377,Gewicht::N,жин,вага
378,Menge::N,тоо,колькасць
379,Haufen::N,бөөн,куча
380,Reihe::N,эгнээ,рад
381,Boot::N,завь,лодка
382,Ruder::N,сэлүүр,вясло
383,Schlitten::N,чарга,сані
384,Ski::N,цана,лыжа
385,Lagerfeuer::N,түүдэг,вогнішча
386,Last::N,ачаа,цяжар
387,Gang::N,явдал,ход
388,Schritt::N,алхам,шаг
389,Schritt::N,алхам,крок
390,Norden::N,умар,поўнач
391,Süden::N,урд,поўдзень
392,Süden::N,өмнө,поўдзень
393,Westen::N,өрнө,захад
394,Westen::N,баруун,захад
395,Osten::N,зүүн,усход
396,Osten::N,дорно,усход
397,Holz::N,мод,дрэва
398,Holz::N,мод,драўніна
399,Brett::N,банз,дошка
400,Platte::N,хавтан,пліта
401,Stütze::N,тулгуур,падпорка
402,Stütze::N,тулга,падпорка
403,Stange::N,сургааг,жэрдка
404,Stock::N,саваа,палка
405,Stab::N,таяг,шост
406,Rohr::N,хоолой,труба
407,Haus::N,гэр,дом
408,Haus::N,байшин,дом
409,Heim::N,гэр,дом
410,Heim::N,гэр,хата
411,Ofen::N,зуух,печ
412,Ofen::N,пийшин,печ
413,Fußboden::N,шал,падлога
414,Tisch::N,ширээ,стол
415,Stuhl::N,сандал,стул
416,Stuhl::N,сандал,крэсла
417,Wiege::N,өлгий,калыска
418,Bett::N,ор,ложак
419,Bett::N,ор,пасцель
420,Regal::N,тавиур,паліца
421,Kiste::N,авдар,скрынка
422,Kiste::N,хайрцаг,скрынка
423,Fenster::N,гэгээвч,акно
424,Tür::N,үүд,дзверы
425,Tür::N,хаалга,дзверы
426,Tor::N,хаалга,вароты
427,Zaun::N,хашаа,агароджа
428,Dach::N,дээвэр,дах
429,Leiter::N,шат,лесвіца
430,Besen::N,хамуур,мятла
431,Besen::N,туужуу,мятла
432,Spaten::N,хүрз,лапата
433,Spaten::N,хүрз,жалязняк
434,Schaufel::N,хүрз,шуфлік
435,Schaufel::N,хүрз,лапатка
436,Gabel::N,сэрээ,відэлец
437,Löffel::N,халбага,лыжка
438,Messer::N,хутга,нож
439,Nagel::N,хадаас,цвік
440,Netz::N,өөш,сетка
441,Netz::N,тор,сетка
442,Haken::N,гох,крук
443,Griff::N,иш,ручка
444,Griff::N,сэнж,ручка
445,Schloss::N,цуурга,замок
446,Schloss::N,цоож,замок
447,Bild::N,зураг,карціна
448,Figur::N,баримал,фігура
449,Puppe::N,хүүхэлдэй,лялька
450,Beutel::N,агсаа,мяшок
451,Beutel::N,уут,мяшок
452,Bündel::N,боодол,вязка
453,Tasche::N,цүнх,торба
454,Eimer::N,хөнөг,вядро
455,Eimer::N,хувин,вядро
456,Deckel::N,таг,накрыўка
457,Deckel::N,хавхаг,накрыўка
458,Geschirr::N,сав суулга,пасуда
459,Sack::N,шуудай,мех
460,Tasse::N,аяга,кубак
461,Topf::N,тогоо,каструля
462,Kessel::N,тогоо,кацёл
463,Essen::N,идээ,ежа
464,Nahrung::N,хүнс,харч
465,Speise::N,идээ,страва
466,Fleisch::N,мах,мяса
467,Getreide::N,будаа,збожжа
468,Brei::N,богшмол,каша
469,Brei::N,будаа,каша
470,Brot::N,талх,хлеб
471,Scheibe::N,зүсэм,луста
472,Scheibe::N,зүсэм,скібка
473,Scheibe::N,хэрчим,луста
474,Scheibe::N,хэрчим,скібка
475,Fett::N,өөх,тлушч
476,Butter::N,тос,масла
477,Öl::N,тос,алей
478,Salz::N,давс,соль
479,Suppe::N,шөл,суп
480,Honig::N,бал,мёд
481,Milch::N,сүү,малако
482,Tee::N,цай,чай
483,Tee::N,цай,гарбата
484,Leder::N,арьс,скура
485,Leder::N,савхи,скура
486,Wolle::N,ноос,воўна
487,Wolle::N,унгас,воўна
488,Stoff::N,бөс,тканіна
489,Nadel::N,зүү,іголка
490,Faden::N,боолт,нітка
491,Faden::N,утас,нітка
492,Knopf::N,товч,гузік
493,Knoten::N,зангилаа,вузел
494,Farbe::N,будаг,фарба
495,Kleidung::N,хувцас,адзенне
496,Hemd::N,цамц,кашуля
497,Kragen::N,зах заам,каўнер
498,Ärmel::N,ханцуй,рукаў
499,Hose::N,өмд,штаны
500,Gürtel::N,бүс,пояс
501,Mütze::N,малгай,шапка
502,Mütze::N,бүрх,шапка
503,Schuh::N,туфли,чаравік
504,Stiefel::N,гутал,бот
505,Ring::N,бөгж,кольца
506,Band::N,тууз,стужка
507,Kamm::N,сам,расчоска
508,Spiegel::N,толь,люстра
509,Riemen::N,тасам,рэмень
510,Riemen::N,сур,рэмень
511,Schnur::N,татлага,вяроўка
512,Leine::N,оосор,павадок
513,Decke::N,хөнжил,коўдра
514,Decke::N,хучлага,коўдра
515,Kissen::N,дэр,падушка
516,Tuch::N,алчуур,хустка
517,Tuch::N,даавуу,хустка
518,Handtuch::N,алчуур,ручнік
519,Kraft::N,чадал,сіла
520,Kraft::N,хүч,сіла
521,Stärke::N,эрч,моц
522,Stärke::N,тэнхээ,моц
523,Gesundheit::N,бие,здароўе
524,Gesundheit::N,эрүүл мэнд,здароўе
525,Krankheit::N,эмгэг,хвароба
526,Schmerz::N,өвчин,боль
527,Wunde::N,шарх,рана
528,Fieber::N,халуун,гарачка
529,Fieber::N,халуун,ліхаманка
530,Arznei::N,эм,лекі
531,Brücke::N,гүүр,мост
532,Brunnen::N,худаг,калодзеж
533,Weide::N,бэлчээр,паша
534,Pfad::N,жим,сцежка
535,Pfad::N,зөрөг,сцежка
536,Weg::N,зам,шлях
537,Weg::N,зам,дарога
538,Weg::N,харгуй,шлях
539,Weg::N,харгуй,дарога
540,Straße::N,зам,вуліца
541,Straße::N,харгуй,вуліца
542,Dorf::N,тосгон,вёска
543,Dorf::N,гацаа,вёска
544,Stadt::N,хот,горад
545,Brief::N,захидал,ліст
546,Brief::N,захидал,пісьмо
547,Brief::N,захиа,ліст
548,Brief::N,захиа,пісьмо
549,Buch::N,ном,кніга
550,Buch::N,бичиг,кніга
551,Buchstabe::N,үсэг,літара
552,Zeitung::N,сонин,газета
553,Leben::N,амь,жыццё
554,Leben::N,амьдрал,жыццё
555,Tod::N,үхэл,смерць
556,Grab::N,булш,магіла
557,Kirche::N,сүм,касцёл
558,Kirche::N,сүм,царква
559,Sünde::N,нүгэл,грэх
560,Sünde::N,хилэнц,грэх
561,Gott::N,бурхан,бог
562,Arbeiter::N,ажилчин,рабочы
563,Arbeiter::N,хөдөлмөрчин,рабочы
564,Chef::N,дарга,начальнік
565,Meister::N,дархан,майстар
566,Arzt::N,эмч,урач
567,Lehrer::N,багш,настаўнік
568,Geld::N,цаас,грошы
569,Geld::N,мөнгө,грошы
570,Geschäft::N,наймаа,заняцце
571,Laden::N,дэлгүүр,крама
572,Laden::N,дэлгүүр,магазін
573,Preis::N,үнэ,цана
574,Ware::N,таваар,тавар
575,Ware::N,бараа,тавар
576,Nutzen::N,ашиг,выгада
577,Reichtum::N,баялаг,багацце
578,Welt::N,дэлхий,свет
579,Welt::N,орчлон,свет
580,Land::N,улс,краіна
581,Land::N,орон,краіна
582,Staat::N,төр,дзяржава
583,Staat::N,гүрэн,дзяржава
584,König::N,ван,кароль
585,Macht::N,засаг,улада
586,Grenze::N,хил,граніца
587,Krieg::N,дайн,вайна
588,Feind::N,дайсан,вораг
589,Gewalt::N,хүчирхэх,насілле
590,Kampf::N,тэмцэл,барацьба
591,Kampf::N,байлдаан,барацьба
592,Bogen[Waffe]::N,нум,лук
593,Pfeil::N,годил,страла
594,Pfeil::N,сум,страла
595,Gewehr::N,буу,ружжо
596,Fehler::N,эндэл,памылка
597,Fehler::N,алдаа,памылка
598,Lüge::N,худал,хлусня
599,Schaden::N,хор,шкода
600,Schaden::N,хөнөөл,шкода
601,Unglück::N,гай,ліха
602,Unglück::N,гай,бядота
603,Unglück::N,гамшиг,ліха
604,Unglück::N,гамшиг,бядота
605,Schuld::N,гэм,віна
606,Schuld::N,буруу,віна
607,Alter::N,нас,узрост
608,Schluss::N,эцэс,канец
609,Schluss::N,төгсгөл,канец
610,Zeit::N,цаг,час
611,Tag::N,өдөр,дзень
612,Morgen::N,өглөө,ранак
613,Morgen::N,өглөө,раніца
614,Mittag::N,үд,паўдня
615,Mittag::N,үд,поўдзень
616,Abend::N,үдэш,вечар
617,Nacht::N,шөнө,ноч
618,Woche::N,долоо хоног,тыдзень
619,Monat::N,сар,месяц
620,Jahr::N,жил,год
621,Frühling::N,хавар,вясна
622,Sommer::N,зун,лета
623,Herbst::N,намар,восень
624,Winter::N,өвөл,зіма
625,Januar::N,нэгдүгээр сар,студзень
626,Februar::N,хоёрдугаар сар,люты
627,März::N,гуравдугаар сар,сакавік
628,April::N,дөрөвдүгээр сар,красавік
629,Mai::N,тавдугаар сар,май
630,Mai::N,тавдугаар сар,травень
631,Juni::N,зургаадугаар сар,чэрвень
632,Juli::N,долдугаар сар,ліпень
633,August::N,наймдугаар сар,жнівень
634,September::N,есдүгээр сар,верасень
635,Oktober::N,аравдугаар сар,кастрычнік
636,November::N,арван нэгдүгээр сар,лістапад
637,Dezember::N,арван хоёрдугаар сар,снежань
638,Montag::N,даваа,панядзелак
639,Dienstag::N,мягмар,аўторак
640,Mittwoch::N,лхагва,серада
641,Donnerstag::N,пүрэв,чацвер
642,Freitag::N,баасан,пятніца
643,Samstag::N,бямба,субота
644,Sonntag::N,ням,нядзеля
645,groß::A,их,вялікі
646,groß::A,том,вялікі
647,klein::A,бага,маленькі
648,klein::A,жаахан,маленькі
649,lang::A,урт,доўгі
650,kurz::A,охор,кароткі
651,kurz::A,богино,кароткі
652,breit::A,өргөн,шырокі
653,schmal::A,уйтан,вузкі
654,schmal::A,нарийн,вузкі
655,dicht::A,нягт,густы
656,dicht::A,чигжүү,густы
657,dick[Gegenstand]::A,зузаан,тоўсты
658,dünn::A,нимгэн,тонкі
659,fein::A,нарийн,тонкі
660,fest::A,бөх,моцны
661,fest::A,хатуу,моцны
662,flach::A,хавтгай,плоскі
663,glatt::A,цагаан,гладкі
664,hart::A,хатуу,цвёрды
665,weich::A,зөөлөн,мяккі
666,rund::A,дугуй,круглы
667,rund::A,дугариг,круглы
668,spitz::A,шовх,спічасты
669,spitz::A,шовх,востраканцовы
670,spitz::A,шовгор,спічасты
671,spitz::A,шовгор,востраканцовы
672,scharf::A,хурц,востры
673,scharf::A,иртэй,востры
674,stumpf::A,мохоо,тупы
675,schwer::A,хүнд,цяжкі
676,schön::A,гуа,прыгожы
677,schön::A,сайхан,прыгожы
678,heiß::A,халуун,гарачы
679,warm::A,дулаан,цёплы
680,kalt::A,хүйтэн,холадны
681,kühl::A,сэрүүн,халаднаваты
682,frisch::A,эрүүл,свежы
683,frisch::A,жихүүн,свежы
684,feucht::A,чийгтэй,вільготны
685,nass::A,нойтон,мокры
686,trocken::A,хатсан,сухі
687,voll::A,дүүрэн,поўны
688,leer::A,хоосон,пусты
689,offen::A,онгорхой,адкрыты
690,offen::A,онгорхой,адчынены
691,geschlossen::A,битүү,закрыты
692,geschlossen::A,битүү,зачынены
693,geschlossen::A,хаалтай,закрыты
694,geschlossen::A,хаалтай,зачынены
695,sauber::A,цэвэр,чысты
696,sauber::A,хиргүй,чысты
697,schmutzig::A,бохир,брудны
698,schmutzig::A,хиртэй,брудны
699,roh::A,түүхий,сыры
700,reif::A,болсон,спелы
701,lecker::A,амттай,смачны
702,süß::A,амттай,салодкі
703,süß::A,чихэрлэг,салодкі
704,bitter::A,гашуун,горкі
705,sauer::A,эсгэлэн,кіслы
706,hell::A,гэгээн,светлы
707,hell::A,гэрэлтэй,светлы
708,dunkel::A,бараан,цёмны
709,dunkel::A,харанхуй,цёмны
710,schwarz::A,хар,чорны
711,weiß::A,цагаан,белы
712,rot::A,улаан,чырвоны
713,gelb::A,шар,жоўты
714,blau::A,хөх,сіні
715,blau::A,цэнхэр,сіні
716,grün::A,ногоон,зялёны
717,grau::A,орог,шэры
718,grau::A,саарал,шэры
719,bunt::A,эрээн,пяресты
720,billig::A,хямд,танны
721,teuer::A,үнэтэй,дарагі
722,wertvoll::A,үнэт,цэнны
723,wertvoll::A,үнэт,каштоўны
724,blind::A,сохор,сляпы
725,taub::A,чих хатуу,глухі
726,kräftig::A,чийрэг,магутны
727,stark::A,хүчтэй,сільны
728,stark::A,чадалтай,сільны
729,schwach::A,сул,слабы
730,fett::A,тарган,тлусты
731,fett::A,голигор,тлусты
732,schlank::A,голшиг,стройны
733,hübsch::A,сайхан,чароўны
734,hübsch::A,хөөрхөн,чароўны
735,böse::A,муу,злы
736,böse::A,хортой,злы
737,dumm::A,тэнэг,дурны
738,faul::A,залхуу,лянівы
739,fleißig::A,чармайлтгай,руплівы
740,geizig::A,харамч,прагны
741,klug::A,цэцэн,разумны
742,geschickt::A,дүйтэй,умелы
743,lieb::A,хайрт,мілы
744,lustig::A,цэнгэлтэй,вясёлы
745,sanft::A,наалинхай,ласкавы
746,hungrig::A,өлөн,галодны
747,hungrig::A,өлссөн,галодны
748,krank::A,өвчтэй,хворы
749,nackt::A,нүцгэн,голы
750,traurig::A,гунигт,сумны
751,lebendig::A,амьд,жывы
752,lebendig::A,амьтай,жывы
753,gut::A,сайн,добры
754,schlecht::A,муу,кепскі
755,schlecht::A,өөдгүй,кепскі
756,richtig::A,зөв,правільны
757,richtig::A,зүйтэй,правільны
758,schlimm::A,муухай,агідны
759,wahr::A,үнэн,сапраўдны
760,wahr::A,жинхэнэ,сапраўдны
761,alt::A,хуучин,стары
762,neu::A,шинэ,новы
763,ehemalig::A,агсан,былы
764,ehemalig::A,байсан,былы
765,alt[Lebewesen]::A,өвгөн,стары
766,alt[Lebewesen]::A,хижээл,стары
767,jung::A,залуу,малады
768,arm::A,ядуу,бедны
769,reich::A,баян,багаты
770,reich::A,баялаг,багаты
771,bekannt::A,танил,знаёмы
772,berühmt::A,цуутай,славуты
773,berühmt::A,алдартай,славуты
774,fremd::A,харь,чужы
775,fremd::A,гадаад,чужы
776,verschieden::A,ондоо,розны
777,verschieden::A,янз янзын,розны
778,nah::A,ойрын,блізкі
779,nah::A,дөтийн,блізкі
780,fern::A,холын,далёкі
781,linker::A,буруу,левы
782,rechter::A,баруун,правы
783,anderer::A,өөр,іншы
784,anderer::A,өөр,другі
785,anderer::A,нөгөө,іншы
786,anderer::A,нөгөө,другі
787,erster::A,нэгдэх,першы
788,erster::A,нэгдүгээр,першы
789,zweiter::A,хоёрдугаар,другі
790,dritter::A,гуравдугаар,трэці
791,letzter::A,сүүлийн,апошні
792,allein::ADV,ганцаараа,сам
793,allein::ADV,ганцаараа,адзін
