,Concept_ID,ta,fa
684,ehemalig::A,முன்நாள்,قبلی
685,alt[Lebewesen]::A,வயதான,پیر
686,jung::A,இளமையான,جوان
687,arm::A,ஏழ்மையான,فقیر
688,reich::A,செல்வம் படைத்த,پولدار
689,reich::A,செல்வம் படைத்த,ثروتمند
690,bekannt::A,பழக்கப்பட்ட,آشنا
691,bekannt::A,பழக்கப்பட்ட,معلوم
692,berühmt::A,புகழ்பெற்ற,مشهور
693,fremd::A,அயல் நாட்டு,خارجی
694,fremd::A,அயல் நாட்டு,بیگانه
695,verschieden::A,வித்தியாசமான,مختلف
696,verschieden::A,வித்தியாசமான,متفاوت
697,nah::A,பக்கத்தில் உள்ள,نزدیک
698,fern::A,தொலை தூரத்தில்,دور
699,linker::A,மீந்திருக்கும்,چپ
700,rechter::A,வலதுபக்கம்,راست
701,anderer::A,மற்ற,دیگر
702,erster::A,முதனமையான,اول
703,zweiter::A,இரண்டாவது,دوم
704,dritter::A,மூன்றாவது,سوم
705,letzter::A,கடைசி,آخر
706,allein::ADV,தனியாக,تنها
707,auf einmal::ADV,தடீரென்று,همزمان
708,zusammen::ADV,சேர்ந்து,باهم
709,lange::ADV,அதிக நோம்,مدت‌ها
710,lange::ADV,அதிக நோம்,مدت زیادی
711,plötzlich::ADV,தடீரென்று,ناگهان
712,sofort::ADV,உடனடியாக,فوراً
713,später::ADV,பிறகு,بعدها
714,jetzt::ADV,இப்பொழது,حالا
715,jetzt::ADV,இப்பொழது,اکنون
716,heute::ADV,இன்று,امروز
717,morgen::ADV,நாளைக்கு,فردا
718,bald::ADV,சீக்கிரம்,زود
719,bald::ADV,சீக்கிரம்,بزودی
720,dann::ADV,அப்பொழுது,سپس
721,dann::ADV,அப்பொழுது,آنوقت
722,gestern::ADV,நேற்று,دیروز
723,einst::ADV,ஒரே முறை,وقتی
724,einst::ADV,ஒரே முறை,زمانی
725,damals::ADV,அப்பொழுது,آنوقت
726,damals::ADV,அப்பொழுது,آنزمان
727,danach::ADV,பிற்பாடு,بعد
728,vorher::ADV,முன்பாக,قبلاً
729,zuerst::ADV,முதலில்,اول
730,zuerst::ADV,முதலில்,ابتداء
731,einmal::ADV,ஒரே முறை,یکدفعه
732,manchmal::ADV,சில நேரங்களில்,گاهی
733,manchmal::ADV,சில நேரங்களில்,بعضی اوقات
734,oft::ADV,அடிக்கடி,اغلب
735,immer::ADV,எப்பொழுதும்,همیشه
736,niemals::ADV,ஒருபோதும் இல்லை,هرگز
737,hier::ADV,இங்கே,اینجا
738,hierhin::ADV,இவ்விடத்திற்கு,به اینجا
739,von hier::ADV,இனி,از اینجا
740,dort::ADV,அங்கே,آنجا
741,dorthin::ADV,அவ்விடத்திற்கு,به آنجا
742,geradeaus::ADV,முன்னாலிருக்கும்,راست
743,vorwärts::ADV,முன்புறமாக,جلو
744,vorwärts::ADV,முன்புறமாக,به پیش
745,rückwärts::ADV,பின்னோக்கி,عقب
746,zurück::ADV,பின்பக்கம்,پس
747,zurück::ADV,பின்பக்கம்,عقب
748,zurück::ADV,பின்பக்கம்,بالعکس
749,unten::ADV,கீழாக,زیر
750,unten::ADV,கீழாக,پایین
751,hinab::ADV,கீழ் நோக்கி,به پایین
752,oben::ADV,மேலே,بالا
753,hinauf::ADV,மேலே,به بالا
754,überall::ADV,எல்லா இடத்திலும்,همه‌جا
755,nicht::ADV,இல்லை,نه
756,ein wenig::ADV,கொஞ்சம்,کمی
757,kaum::ADV,அரிதாக,به سختی
758,sehr::ADV,மிக்க,خیلی
759,sehr::ADV,மிக்க,بسیار
760,so::ADV,மிகவும்,چنین
761,so::ADV,மிகவும்,اینطور
762,noch::ADV,இப்பொழுதும்,هنوز
763,nur::ADV,மட்டும்,فقط
764,nur::ADV,மட்டும்,تنها
765,schon::ADV,ஏற்கனவே,قبلاً
766,schon::ADV,ஏற்கனவே,به این زودی
767,wieder::ADV,மறுபடியும்,باز
768,wieder::ADV,மறுபடியும்,دوباره
769,vergebens::ADV,வீண்,بیهوده
770,vor::PRP,முன்,در جلوی
771,hinter::PRP,பின்பக்கம்,پشت
772,unter::PRP,கீழே,تحت
773,durch::PRP,ஊடே,از وسط
774,durch::PRP,ஊடே,از ميان
775,neben::PRP,அடுத்து,کنار
776,neben::PRP,அடுத்து,پهلوی
777,zwischen::PRP,இடையில்,بین
778,zwischen::PRP,இடையில்,میان
779,wegen::PRP,ஏனெனில்,برای
780,wegen::PRP,ஏனெனில்,بخاطر
781,dies::PRN,இது,این
782,das::PRN,அது,آن
783,alles::PRN,ஒவ்வொன்றும்,تمام
784,alles::PRN,ஒவ்வொன்றும்,همه‌چیر
785,ich::PRN,நான்,من
786,du::PRN,நீ,تو
787,er::PRN,அவன்,او
788,wir::PRN,நாம்,ما
789,wir::PRN,நாங்கள்,ما
790,ihr::PRN,நீங்கள்,شما
791,sie::PRN,அவர்கள்,آنها
792,was::FPRN,என்ன,چه
793,wer::FPRN,யார்,کی
794,wo::FADV,எங்கே,کجا
795,wohin::FADV,எதற்கு,بکجا
796,wie::FADV,எப்படி,چطور
797,wie::FADV,எப்படி,چگونه
798,warum::FADV,ஏன்,چرا
799,warum::FADV,ஏன்,برای چه
800,wieviel::FNUM,எவ்வளவு,چند
801,wieviel::FNUM,எவ்வளவு,چقدر
802,eins::NUM,ஒன்று,یک
803,zwei::NUM,இரண்டு,دو
804,drei::NUM,மூன்று,سه
805,vier::NUM,நான்கு,چهار
806,fünf::NUM,ஐந்து,پنج
807,sechs::NUM,ஆறு,شش
808,sieben::NUM,ஏழு,هفت
809,acht::NUM,எட்டு,هشت
810,neun::NUM,ஒன்பது,نه
811,zehn::NUM,பத்து,ده
812,elf::NUM,பதினொன்று,یازده
813,zwölf::NUM,பன்னிரண்டு,دوازده
814,zwanzig::NUM,இருபது,بیست
815,dreißig::NUM,முப்பது,سی
816,vierzig::NUM,நாற்பது,چهل
817,fünfzig::NUM,ஐமபது,پنجاه
818,sechzig::NUM,அறுபது,شصت
819,siebzig::NUM,எழுபது,هفتاد
820,achtzig::NUM,எண்பது,هشتاد
821,neunzig::NUM,தொன்னூறு,نود
822,hundert::NUM,நூறு,صد
823,tausend::NUM,ஆயிரம்,هزار
824,und::CNJ,மற்றும்,و
825,oder::CNJ,அல்லது,یا
826,stehen::V,நில்,ایستادن
827,sitzen::V,உட்கார்,نشستن
828,liegen::V,படு,خوابیدن
829,liegen::V,படு,دراز کشیدن
830,hängen::V,தொங்கச் செய்,آویزان بودن
831,werden::V,ஆகு,شدن
832,passieren::V,நிகழ்,گذشتن
833,passieren::V,நிகழ்,اتفاق افتادن
834,beginnen::V,ஆரம்பி,شروع شدن
835,enden::V,முடி,تمام شدن
836,wechseln::V,மாற்று,عوض شدن
837,aufgehen[Sonne]::V,உயர எழு,برآمدن
838,aufgehen[Sonne]::V,உயர எழு,طلوع کردن
839,untergehen[Sonne]::V,பொறுத்து,غروب کردن
840,scheinen[Sonne]::V,பிரகாசி,تابیدن
841,donnern::V,இடி,رعد زدن
842,wehen::V,வீசு,دمیدن
843,strömen::V,பாயதல்,روان شدن
844,fließen::V,நீரோட்டம் போக்கில் போ,روان شدن
845,sich drehen::V,சுழல்,چرخیدن
846,schwanken::V,தள்ளாடு,خم و راست شدن
847,schwingen::V,ஆடு,تاب خوردن
848,schwingen::V,ஆடு,نوسان کردن
849,fallen::V,விழு,افتادن
850,fallen::V,விழு,سقوط کردن
851,brennen::V,எரி,سوزاندن
852,rauchen::V,பகை பிடி,دود کردن
853,regnen::V,மழை பெய்,باران آمدن
854,gefrieren::V,உறைந்துவிடு,یخ بستن
855,tauen::V,உருகு,آب شدن
856,schmelzen::V,உருகு,آب شدن
857,trocknen::V,உலர்த்து,خشک شدن
858,sieden::V,கொதிக்க வை,جوشیدن
859,faulen::V,அழுகச் செய்,فاسد شدن
860,verfaulen::V,அழுகச் செய்,پوسیدن
861,reißen::V,திடீரென அறு,پاره شدن
862,versinken::V,மூழ்கு,غرق شدن
863,vergehen::V,கடந்துசெல்,گذشتن
864,erscheinen::V,தோன்றச்,ظاهر شدن
865,verschwinden::V,மறைந்து போ,گم شدن
866,verschwinden::V,மறைந்து போ,از بین رفتن
867,sinken::V,பதைவுறு,پایین آمدن
868,abnehmen::V,குறை,کم شدن
869,zunehmen::V,உயர்த்து,زیاد شدن
870,steigen::V,உயர எழு,بالا رفتن
871,wachsen::V,வளர்,قد کشیدن
872,glänzen::V,மிளிர்,برق زدن
873,funkeln::V,பிரகாசி,جرقه زدن
874,lärmen::V,கொம்பு,شلوغ کردن
875,läuten::V,மணியொலியிசை,زنگ زدن
876,klingeln::V,மணி அடி,زنگ زدن
877,klirren::V,கிலுங்கு,جرنگ جرنگ صدا کردن
878,brausen::V,இரைதல்,طوفانی بودن
879,rauschen::V,சலசலப்பு,خش‌خش کردن
880,klingen::V,சிலம்புதல்,صدا دادن
881,bellen::V,குரை,عوعو کردن
882,heulen::V,ஊளையிடு,زوزه کشیدن
883,blasen::V,ஊது,فوت کردن
884,pfeifen::V,சீழ்க்கை எழப்பு,سوت زدن
885,schreien::V,கூச்சலிடு,فریاد زدن
886,stöhnen::V,வேதனை,نالیدن
887,zittern::V,நடுங்கு,لرزیدن
888,leben::V,உயிருடனிரு,زیستن
889,leben::V,உயிருடனிரு,زندگی کردن
890,geboren werden::V,பிற,متولد شدن
891,atmen::V,சுவாசி,تنفس کردن
892,trinken::V,குடி,نوشیدن
893,essen::V,சாப்பிடு,خوردن
894,schlucken::V,முழுங்கு,بلعیدن
895,schlucken::V,முழுங்கு,قورت دادن
896,müde werden::V,கையயர்தல்,خسته شدن
897,einschlafen::V,தூங்க,خواب رفتن
898,schlafen::V,தூங்கு,خوابیدن
899,aufwachen::V,எழுப்பு,از خواب بیدار شدن
900,aufstehen::V,எழுந்திரு,بیدار شدن
901,sich erholen::V,இளைப்பாறு,استراحت کردن
902,krank werden::V,விழுதல்,مریض شدن
903,krank sein::V,நருக்கலாயிருக்க,بیمار بودن
904,schmerzen::V,நோவுறு,درد کردن
905,husten::V,இருமு,سرفه کردن
906,genesen::V,குணம் அடை,بهبود یافتن
907,sterben::V,மரணமடை,مردن
908,umkommen::V,நசி,کشته شدن
909,sich bewegen::V,நகர்த்து,حرکت کردن
910,sich rühren::V,அசை,تکان خوردن
911,sich erheben::V,எழுந்து நில்,برخواستن
912,sich setzen::V,உட்கார்,نشستن
913,hinfallen::V,விழு,زمین خوردن
914,laufen::V,நட,پیاده رفتن
915,schreiten::V,கவடுவைத்தல்,قدم زدن
916,spazierengehen::V,உலவு,گردش رفتن
917,eilen::V,விரைந்து,شتاب کردن
918,sich beeilen::V,அவசரப்படுத்து,عجله کردن
919,sausen::V,விரைந்து செல்,صفیر کشیدن
920,rennen::V,ஓடு,دویدن
921,springen::V,குதி,پریدن
922,klettern::V,ஏறு,بالا رفتن
923,schaukeln::V,தள்ளாடு,تاب خوردن
924,kriechen::V,மெதுவாக நடந்து செல்,خزیدن
925,schwimmen::V,நீந்து,شنا کردن
926,tauchen::V,மூழ்கி நீச்சலடி,غواصی کردن
927,rudern::V,துடுப்புப் போடு,پارو زدن
928,fahren::V,ஓட்டு,سواره رفتن
929,fliegen::V,பற,پریدن
930,gehen::V,போ,رفتن
931,weggehen::V,விலகிச் செல்,رفتن
932,abfahren::V,புறப்பட்டுச் செல்,حرکت کردن
933,anhalten::V,நின்றுவிடு,ایست کردن
934,hineingehen::V,மறையச் செய்,داخل شدن
935,eintreten::V,நுழை,وارد شدن
936,kommen::V,வா,آمدن
937,ankommen::V,வநது சேர்,رسیدن
938,zurückkommen::V,திரும்பி வா,برگشتن
939,bleiben::V,இரு,ماندن
940,warten::V,தாமதி,منتظر بودن
941,erwarten::V,எதிர்நோக்கு,انتظار داشتن
942,suchen::V,தேடு,جستجو کردن
943,finden::V,கண்டுபிடி,یافتن
944,finden::V,கண்டுபிடி,پیدا کردن
945,versuchen::V,முயற்சி செய்,سعی کردن
946,versuchen::V,முயற்சி செய்,کوشش کردن
947,vorbereiten::V,ஆயத்தம் செய்,آماده کردن
948,lieben::V,அன்பு செலுத்து,عاشق بودن
949,mögen::V,விரும்பு,میل داشتن
950,mögen::V,விரும்பு,دوست داشتن
951,lachen::V,சிரி,خندیدن
952,rühren::V,இதயத்தைத் தொடு,به رقت آوردن
953,weinen::V,அழு,گریه کردن
954,schimpfen::V,சாபமிடு,فحاشی کردن
955,sich ärgern::V,கோப்பபடு,ناراحت شدن
956,sich fürchten::V,பயப்படு,واهمه کردن
957,fürchten::V,பயப்படுத்து,ترسیدن
958,fliehen::V,ஓடு,گریختن
959,flüchten::V,தப்பிவிடு,فرار کردن
960,sehen::V,பார்,دیدن
961,anschauen::V,கூர்ந்து கவனி,نگاه کردن
962,ansehen::V,கவனி,تماشا کردن
963,hören::V,கேள்,شنیدن
964,zuhören::V,சுவைத்துப் பார்,گوش دادن
965,probieren::V,ருசி,چشیدن
966,riechen::V,முகர்ந்து பார்,بوییدن
967,riechen::V,முகர்ந்து பார்,بو کردن
968,fühlen::V,தொட்டுணர்,احساس کردن
969,scheinen::V,காணப்படு,بنظر آمدن
970,zu sehen sein::V,தோன்றுதல்,دیده شدن
971,vernehmen::V,கேள்,شنیدن
972,frieren::V,குதுகுதுகு,سرد بودن
973,tun::V,செய்,کردن
974,können::V,இயல்வது,توانستن
975,wollen::V,விரும்பு,خواستن
976,anfangen::V,தொடங்கு,شروع کردن
977,beenden::V,முடி,تمام کردن
978,beenden::V,முடி,پایان دادن
979,aufhören::V,நிறுத்து,دست کشیدن
980,gelingen::V,வெற்றி,موفق شدن
981,geraten::V,ஏற்படுத்து,نتیجه دادن
982,öffnen::V,திற,گشودن
983,öffnen::V,திற,باز کردن
984,schließen::V,மூடு,بستن
985,schließen::V,மூடு,قفل کردن
986,stellen::V,வை,گذاردن
987,setzen::V,வை,نشاندن
988,legen::V,பரப்பி வை,گذاشتن
989,berühren::V,பதி,دست زدن
990,berühren::V,பதி,لمس کردن
991,verbinden::V,சேர்,وصل کردن
992,bedecken::V,உறைபோடு,پوشاندن
993,aufhängen::V,தொங்கவிடு,آویختن
994,anzünden::V,எரியூட்டு,سوزاندن
995,aufheben::V,பொறுக்கி எடு,برداشتن
996,aufheben::V,பொறுக்கி எடு,بلند کردن
997,zurücklassen::V,விட்டுச் செல்,گذاشتن
998,verlieren::V,இழ,گم کردن
999,fallen lassen::V,அளவில் குறைவு,انداختن
1000,machen::V,தயார்செய்,کردن
1001,machen::V,தயார்செய்,ساختن
1002,herstellen::V,உற்பத்தி செய்,ساختن
1003,herstellen::V,உற்பத்தி செய்,تولید کردن
1004,bauen::V,கட்டு,ساختن
1005,bauen::V,கட்டு,بنا کردن
1006,reparieren::V,பழுது பார்,درست کردن
1007,reparieren::V,பழுது பார்,تعمیر کردن
1008,verbessern::V,மேம்படுத்து,بهتر کردن
1009,ändern::V,மாற்றி அமை,تغییر دادن
1010,graben::V,குழி வெட்டு,کندن
1011,graben::V,குழி வெட்டு,گود کردن
1012,beugen::V,வனை,کج کردن
1013,biegen::V,வனை,خم کردن
1014,drehen::V,சுழல்,چرخاندن
1015,wenden::V,குடைகவிழு,برگرداندن
1016,umdrehen::V,சுற்றும் முற்றும் பார்,برگرداندن
1017,heben::V,தூக்கு,برداشتن
1018,hochheben::V,தூக்கு,برآوردن
1019,hochheben::V,தூக்கு,بلند کردن
1020,ergreifen::V,பறி,گرفتن
1021,halten::V,பிடித்துக் கொள்,نگاه داشتن
1022,drücken::V,அழுத்து,فشار دادن
1023,drücken::V,அழுத்து,فشار آوردن
1024,schieben::V,தள்ளு,هل دادن
1025,kratzen::V,கீறு,خاریدن
1026,lecken::V,நக்கு,لیسیدن
1027,beißen::V,கடி,گاز زدن
1028,abreißen::V,கிழி,پاره کردن
1029,abschneiden::V,வெட்டி எடு,بریدن
1030,abschneiden::V,வெட்டி எடு,قطع کردن
1031,binden::V,கட்டு,بستن
1032,stecken::V,பதிய வை,فرو کردن
1033,brechen::V,உடை,شکستن
1034,klopfen::V,தட்டு,کوبیدن
1035,hauen::V,அடி,زدن
1036,kleben::V,ஒட்டு,چسباندن
1037,reiben::V,தேய்,مالش دادن
1038,streichen::V,பரவச்செய்,مالیدن
1039,schleifen::V,அரை,تیز کردن
1040,schneiden::V,துண்டாக்கு,چیدن
1041,schneiden::V,துண்டாக்கு,بریدن
1042,rütteln::V,மெல்ல தள்ளு,لرزاندن
1043,rütteln::V,மெல்ல தள்ளு,تکان دادن
1044,schütteln::V,குலுக்கு,تکان دادن
1045,schwenken::V,ஊஞ்சலாடு,تاب دادن
1046,schütten::V,ஊற்று,ریختن
1047,füllen::V,நிரப்பு,پر کردن
1048,einwickeln::V,சுற்று,پیچیدن
1049,tragen::V,எடுத்துச் செல்,بردن
1050,tragen::V,எடுத்துச் செல்,حمل کردن
1051,schleppen::V,இழுத்துச் செல்,کشیدن
1052,ziehen::V,இழு,کشیدن
1053,aufbewahren::V,வைத்துக் கொள்,نگهداری کردن
1054,werfen::V,வீசி எறி,انداختن
1055,werfen::V,வீசி எறி,پرتاب کردن
1056,fangen::V,பிடி,گرفتن
1057,packen::V,பிடித்துக்கொள்,گرفتن
1058,verstecken::V,மறை,قایم کردن
1059,verstecken::V,மறை,پنهان کردن
1060,teilen::V,பாகங்களாகப் பிரி,قسمت کردن
1061,teilen::V,பாகங்களாகப் பிரி,تقسیم کردن
1062,schicken::V,அனுப்பு,فرستادن
1063,schicken::V,அனுப்பு,ارسال کردن
1064,bringen::V,கொண்டு வா,آوردن
1065,hinzufügen::V,சேர்,افزودن
1066,hinzufügen::V,சேர்,اضافه کردن
1067,bekommen::V,பெறு,گرفتن
1068,erhalten::V,பெறு,دریافت کردن
1069,nehmen::V,எடு,گرفتن
1070,nehmen::V,எடு,برداشتن
1071,wählen::V,தேர்ந்தெடு,انتخاب کردن
1072,auswählen::V,தேர்ல்தெடு,برگزیدن
1073,bewahren::V,கெடாது பேணு,حفظ کردن
1074,bewahren::V,கெடாது பேணு,حفاظت کردن
1075,behindern::V,தடங்கல் செய்,مانع بودن
1076,verderben::V,நாசமாக்கு,از بین بردن
1077,beschädigen::V,சேதப்படுத்து,صدمه زدن
1078,zerbrechen::V,உடை,شکستن
1079,zerreißen::V,கிழி,دریدن
1080,zerreißen::V,கிழி,پاره کردن
1081,zerstören::V,அழி,خراب کردن
1082,zerstören::V,அழி,ویران کردن
1083,verbrennen::V,எரியூட்டு,سوزاندن
1084,geben::V,கொடு,دادن
1085,reichen::V,வழங்கு,دادن
1086,schenken::V,மொயத்தல்,هدیه دادن
1087,versprechen::V,உறுதியளி,قول دادن
1088,versprechen::V,உறுதியளி,وعده دادن
1089,wünschen::V,ஆசைப்படு,آرزو کردن
1090,loben::V,புகழ்ச்சி கூறு,ستایش کردن
1091,küssen::V,முத்தமிடு,بوسیدن
1092,wiegen::V,ஆட்டுத்தல்,نوسان کردن
1093,zudecken::V,உறைபோடு,پوشاندن
1094,wecken::V,எழுப்பு,بیدار کردن
1095,zeigen::V,காட்டு,نشان دادن
1096,führen::V,வழிகாட்டி,رهنمائی کردن
1097,lehren::V,சொல்லிக் கொடு,آموختن
1098,lehren::V,சொல்லிக் கொடு,یاد دادن
1099,unterrichten::V,அறிவுரை கூறு,درس دادن
1100,unterrichten::V,அறிவுரை கூறு,تدریس کردن
1101,aufziehen::V,வளர்,تربیت کردن
1102,leiten::V,அழைத்துச் செல்,اداره کردن
1103,antreiben::V,தூண்டு,عجله دادن
1104,lassen::V,விடு,وادار کردن
1105,einladen::V,அழை,دعوت کردن
1106,einladen::V,அழை,مهمان کردن
1107,vereinigen::V,ஒன்றாகச் சேர்,یکی کردن
1108,vereinigen::V,ஒன்றாகச் சேர்,متحد کردن
1109,besuchen::V,வருகை புரி,دیدار کردن
1110,treffen::V,சந்தி,ملاقات کردن
1111,sich versammeln::V,தொகுப்பு,جمع شدن
1112,spielen::V,விளையாடு,بازی کردن
1113,singen::V,பாடு,آواز خواندن
1114,tanzen::V,நடனமாடு,رقصیدن
1115,sich trennen::V,தனிப்படடுத்து,جدا شدن
1116,verlassen::V,கைவிடு,ترک کردن
1117,retten::V,காப்பாற்று,نجات دادن
1118,bewachen::V,காவல் செய்,حراست کردن
1119,schützen::V,பாதுகாப்பு செய்,حفظ کردن
1120,verteidigen::V,எதிர்த்து நில்,دفاع کردن
1121,sich schlagen::V,பூசலிடு,کتک‌کاری کردن
1122,schießen::V,சுட்டுக் கொல்,تیر زدن
1123,siegen::V,வெற்றி பெறு,پیروز شدن
1124,ärgern::V,எரிச்சலூட்டு,ناراحت کردن
1125,schlagen::V,அடி,زدن
1126,schlagen::V,அடி,کوبیدن
1127,treten::V,உதை,لگد زدن
1128,stechen::V,கொட்டு,چاقو زدن
1129,stoßen::V,நெருக்கு,هل دادن
1130,stehlen::V,திருடு,دزدیدن
1131,stören::V,தொல்லைகொடு,مزاحم شدن
1132,belästigen::V,தொல்லை கொடு,زحمت دادن
1133,verbergen::V,மறை,پنهان کردن
1134,täuschen::V,ஏமாற்று,گول زدن
1135,täuschen::V,ஏமாற்று,فریب دادن
1136,betrügen::V,ஏமாற்று,گول زدن
1137,betrügen::V,ஏமாற்று,فریب دادن
1138,töten::V,கொல்,کشتن
1139,wohnen::V,தங்கியிரு,منزل داشتن
1140,wohnen::V,தங்கியிரு,سکونت داشتن
1141,arbeiten::V,வேலை செய்,کار کردن
1142,sammeln::V,ஒன்றுசேர்,جمع کردن
1143,pflücken::V,கொய்து எடு,چیدن
1144,jagen::V,வேட்டையாடு,شکار کردن
1145,fischen::V,மீன் பிடி,صید کردن
1146,fischen::V,மீன் பிடி,ماهی‌گیری کردن
1147,fassen::V,பிடி,گرفتن
1148,hüten::V,காவல் செய்,چراندن
1149,hüten::V,காவல் செய்,مراقبت کردن
1150,treiben::V,ஓட்டு,راندن
1151,anbinden::V,கட்டு,متصل کردن
1152,füttern::V,உணவளி,غذا دادن
1153,melken::V,பால் கற,دوشیدن
1154,hacken::V,வெட்டி எடு,خرد کردن
1155,gießen::V,நீர்ப் பாய்ச்சு,ریختن
1156,reifen::V,பழு,رسیدن
1157,zubereiten::V,சமையல் செய்,طبخ کردن
1158,zubereiten::V,சமையல் செய்,آماده کردن
1159,kochen::V,வேகவை,پختن
1160,kochen::V,வேகவை,آشپزی کردن
1161,backen::V,வெப்பத்தில் வாட்டு,پختن
1162,braten::V,பொரியச் செய்,سرخ کردن
1163,umrühren::V,கலக்கு,هم زدن
1164,stricken::V,பின்னியிழை,بافتن
1165,nähen::V,தையல் வேலை செய்,دوختن
1166,färben::V,வண்ணம் பெறச் செய்,رنگ زدن
1167,reinigen::V,சுத்தம் செய்,پاک کردن
1168,reinigen::V,சுத்தம் செய்,تمیز کردن
1169,waschen::V,கழுவு,شستن
1170,abwischen::V,துடை,زدودن
1171,spülen::V,அலசு,شستن
1172,fegen::V,பெறுக்கு,جارو کردن
1173,kehren::V,பெறுக்கு,جارو کردن
1174,baden::V,குளி,شنا کردن
1175,baden::V,குளி,حمام کردن
1176,sich waschen::V,கழுவு,شستشو کردن
1177,ausziehen::V,கழற்று,درآوردن
1178,anziehen::V,புனைதல்,پوشیدن
1179,sich anziehen::V,உடுத்துதல்,لباس پوشیدن
1180,kämmen::V,தலை வாரிக் கொள்,شانه زدن
1181,schmücken::V,அழகுபடுத்து,زینت دادن
1182,sagen::V,சொல்,گفتن
1183,sprechen::V,பேசு,حرف زدن
1184,sprechen::V,பேசு,صحبت کردن
1185,reden::V,பெசு,حرف زدن
1186,reden::V,பெசு,صحبت کردن
1187,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,گپ زدن
1188,fragen::V,கேள்,پرسیدن
1189,fragen::V,கேள்,سؤال کردن
1190,bitten::V,வேண்டு,خواهش کردن
1191,bitten::V,வேண்டு,درخواست کردن
1192,erzählen::V,சொல்,نقل کردن
1193,erzählen::V,சொல்,حکایت کردن
1194,mitteilen::V,சொல்,خبر دادن
1195,nennen::V,பெயரிடுதல்,نامیدن
1196,rufen::V,கூச்சலிடு,صدا کردن
1197,prahlen::V,தற்பெருமை பேசு,پز آمدن
1198,übersetzen::V,மொழிபெயர்ப்பு செய்,ترجمه کردن
1199,denken::V,யோசி,فکر کردن
1200,glauben::V,நம்பு,باور کردن
1201,glauben::V,நம்பு,عقیده داشتن
1202,bemerken::V,கவனி,متوجه شدن
1203,erkennen::V,அடையாளம் கண்டுகொள்,شناختن
1204,erkennen::V,அடையாளம் கண்டுகொள்,تشخیص دادن
1205,begreifen::V,பற்றிக்கொள்,فهمیدن
1206,begreifen::V,பற்றிக்கொள்,درک کردن
1207,verstehen::V,புரிந்து கொள்,فهمیدن
1208,lernen::V,கற்றுக்கொள்,آموختن
1209,lernen::V,கற்றுக்கொள்,یاد گرفتن
1210,wissen::V,தெரிந்திரு,دانستن
1211,sich erinnern an::V,நினைவு கூர்,به یاد آوردن
1212,vergessen::V,மற,فراموش کردن
1213,messen::V,அளவிடு,اندازه گرفتن
1214,zählen::V,எண்ணு,شمردن
1215,rechnen::V,கணக்கிடு,حساب کردن
1216,lesen::V,படி,خواندن
1217,malen::V,வண்ணச்சித்திரம்,نقاشی کردن
1218,zeichnen::V,வரை,کشیدن
1219,zeichnen::V,வரை,رسم کردن
1220,schreiben::V,எழுது,نوشتن
1221,besitzen::V,உடைமையாகக் கொண்டிரு,داشتن
1222,kaufen::V,வாங்கு,خریدن
1223,kaufen::V,வாங்கு,خرید کردن
1224,verkaufen::V,விற்பனை செய்,فروختن
1225,bezahlen::V,இறுத்தல்,پرداختن
1226,zahlen::V,பணம் செலுத்து,پرداخت کردن
1227,beherrschen::V,ஆட்சிசெய்,مسلط بودن
1228,ertragen::V,தாங்கு,تحمل کردن
