,Concept_ID,ml,ko
88,Hitze::N,ചൂട്,더위
89,Raureif::N,കോടമഞ്ഞ്,
90,Regenbogen::N,മഴവില്ല്,무지개
91,Donner::N,ഇടി,뇌명
92,Strömung::N,പ്രവാഹം,유동
93,Tropfen::N,തുള്ളി,물방울
94,Schaum::N,നുര,포말
95,Schmutz::N,അഴുക്ക്,때
96,See::N,തടാകം,호수
97,Sumpf::N,ചതുപ്പുനിലം,습지
98,Moor::N,പാഴ്നിലം,저습지
99,Wiese::N,പുൽത്തകിടി,목초지
100,Wald::N,വനം,숲
101,Wald::N,കാട്,숲
102,Hügel::N,കുന്ന്,언덕
103,Anhöhe::N,ഉയർന്ന ഭൂമി,언덕
104,Berg::N,പർവ്വതം,산
105,Gipfel::N,ഉച്ചകോടി,졀졍
106,Höhle::N,ഗുഹ,공동
107,Abhang::N,ചരിവ്,몰매
108,Quelle::N,ഉറവിടം,근원
109,Bach::N,അരുവി,내
110,Fluss::N,നദി,강
111,Ufer::N,തീരം,강변
112,Ufer::N,തീരം,바닷가
113,Küste::N,കടൽത്തീരം,해변
114,Küste::N,കടൽത്തീരം,해변가
115,Festland::N,കര,본토
116,Meer::N,കടൽ,바다
117,Bucht::N,ഉൾക്കടല്,협만
118,Insel::N,ദ്വീപ്,섬
119,Blume::N,പൂവ്,꽃
120,Gras::N,പുല്ല്,풀
121,Wurzel::N,വേര്,뿌리
122,Baum::N,മരം,나무
123,Stamm::N,തായ്ത്തടി,대
124,Rinde::N,പട്ട,나무껍질
125,Ast::N,ശാഖ,가지
126,Zweig::N,ശാഖ,가지
127,Blatt::N,ഇല,잎
128,Birke::N,പൂവരശ്,자작나무
129,Kiefer[Baum]::N,പൈൻമരം,소나무
130,Weide[Baum]::N,വില്ലോ,쉬양버들
131,Tanne::N,ദേവദാരു,전나무
132,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,뿔
133,Feder::N,തൂവൽ,깃털
134,Fell::N,മൃദുരോമം,피혁모피
135,Flügel::N,ചിറക്,날개
136,Klaue::N,നഖം,갈고리 발톺
137,Kralle::N,നഖം,발툭
138,Schwanz::N,വാൽ,꼬리
139,Ei::N,മുട്ട,알
140,Nest::N,കൂട്,보금자리
141,Bau::N,മാളം,굴
142,Tier::N,മൃഗം,짐승
143,Herde::N,കൂട്ടം,가축의떼
144,Kuh::N,പശു,암소
145,Bulle::N,കാള,황소
146,Pferd::N,കുതിര,말
147,Schaf::N,ആട്,양
148,Schwein::N,പന്നി,돼지
149,Hund::N,നായ്,개
150,Katze::N,പൂച്ച,고양이
151,Bär::N,കരടി,콤
152,Eichhörnchen::N,അണ്ണാൻ,다람쥐
153,Elch::N,കടമാന്,고라니
154,Fuchs::N,കുറുക്കൻ,여우
155,Hase::N,മുയൽ,토끼
156,Maus::N,ചുണ്ടലി,쥐
157,Wolf::N,ചെന്നായ,늑대
158,Vogel::N,പക്ഷി,새
159,Schwarm::N,കൂട്ടം,뗴
160,Huhn::N,കോഴി,암탉
161,Hahn::N,പൂവൻകോഴി,수탉
162,Gans::N,അരയന്നം,거위
163,Adler::N,കഴുകൻ,수리
164,Ente::N,താറാവ്,오리
165,Eule::N,മൂങ്ങ,부엉이
166,Kranich::N,കൊക്ക്,두루미
167,Krähe::N,കാക്ക,까마귀
168,Kuckuck::N,കുയിൽ,뻐꾸기
169,Schwan::N,അരയന്നം,배조
170,Fisch::N,മത്സ്യം,물고기
171,Barsch::N,ഒരിനം മത്സ്യം,농어
172,Hecht::N,ഒരു മത്സ്യം,에속스
173,Schlange[Tier]::N,പാമ്പ്,뱀
174,Wurm::N,വിര,벌레
175,Spinne::N,ചിലന്തി,거미
176,Ameise::N,ഉറുമ്പ്,개미
177,Laus::N,പേന്,이
178,Mücke::N,മശകം,모기
179,Fliege::N,ഈച്ച,날기
180,Schmetterling::N,ചിത്രശലഭം,나비
181,Beere::N,ബെറി,장과
182,Apfel::N,ആപ്പിൾ,사과
183,Pilz::N,കൂൺ,고방이
184,Zwiebel::N,സവാള,양파
185,Saat::N,വിത്ത്,씨
186,Korn::N,ധാന്യം,알맹이
187,Heu::N,വയ്ക്കോൽ,건초
188,Schale::N,തൊലി,피상
189,Grube::N,കുഴി,
190,Falle::N,കെണി,함정
191,Schlinge::N,കുടുക്ക്,올가미
192,Schlinge::N,കുടുക്ക്,멜빵붕대
193,Spur::N,ചുവട്,발지국
194,Asche::N,ചാരം,재
195,Dreck::N,അഴുക്ക്,똥
196,Dreck::N,അഴുക്ക്,오물
197,Eisen::N,ഇരുമ്പ്,쇠
198,Eisen::N,ഇരുമ്പ്,철
199,Gold::N,സ്വർണ്ണം,항금
200,Silber::N,വെള്ളി,은
201,Kohle::N,കൽക്കരി,슻
202,Glas::N,ഗ്ലാസ്,유리
203,Lehm::N,കളിമണ്ണ്,찰흙
204,Sand::N,മണൽ,모래
205,Mensch::N,മനുഷ്യർ,사람
206,Mann::N,പുരുഷൻ,남자
207,Frau::N,സ്ത്രീ,여자
208,Kind::N,കുഞ്ഞ്,아이
209,Junge::N,ആൺകുട്ടി,소녁
210,Mädchen::N,പെൺകുട്ടി,소녀
211,Familie::N,കുടുംബം,가족
212,Großvater::N,അപ്പൂപ്പൻ,할아버지
213,Großmutter::N,അമ്മുമ്മ,할머니
214,Eltern::N,മാതാപിതാക്കള്,어버오
215,Vater::N,അച്ഛൻ,아버지
216,Mutter::N,അമ്മ,어머니
217,Sohn::N,മകൻ,아들
218,Tochter::N,മകൾ,딸기
219,Bruder::N,ചേട്ടൻ,형제
220,Bruder::N,അനിയൻ,형제
221,Schwester::N,ചേച്ചി,누이
222,Schwester::N,അനിയത്തി,누이
223,Onkel::N,അമ്മാവൻ,백부
224,Tante::N,മാമി,아주머니
225,Ehemann::N,ഭർത്താവ്,남편
226,Ehefrau::N,ഭാര്യ,아내
227,Freude::N,ആഹ്ലാദം,기쁨
228,Gelächter::N,ചിരിയുടെ ശബ്ദം,웃음
229,Glück::N,സന്തോഷം,즐거움
230,Glück::N,സന്തുഷ്ടി,즐거움
231,Kummer::N,ശോകം,슬픔
232,Wunsch::N,ആഗ്രഹം,소망
233,Lust::N,ആഗ്രഹം,
234,Geist::N,ചുറുചുറുക്ക്,할기
235,Gedanke::N,ചിന്ത,상념
236,Gedächtnis::N,ഓർമ്മശക്തി,기억
237,Verstand::N,മനസ്സ്,분별
238,Verstand::N,മനസ്സ്,지능
239,Sinn::N,അർത്ഥം,센스
240,Grund::N,കാരണം,까닭
241,Wahrheit::N,സത്യം,참
242,Wahrheit::N,സത്യം,진실
243,Gespräch::N,സല്ലാപം,대화
244,Märchen::N,യക്ഷിക്കഥ,동화
245,Erzählung::N,കഥ,이야기
246,Nachricht::N,സന്ദേശം,
247,Neuigkeit::N,വാർത്ത,뉴스
248,Name::N,പേര്,이름
249,Rätsel::N,പ്രഹേളിക,수수께끼
250,Rede::N,സംസാരം,연설
251,Sprache::N,ഭാഷ,말
252,Stimme::N,സ്വരം,목소리
253,Wort::N,വാക്ക്,낱말
254,Zeichen::N,സംജ്ഞ,신호
255,Ruf::N,വിളി,부름
256,Lärm::N,ആരവം,소동
257,Laut::N,ശബ്ദം,음성
258,Ton::N,സ്വരഭേദം,목소리
259,Lied::N,പാട്ട്,노래
260,Ruhe::N,നിശ്ചലത,쉼
261,Leute::N,ജനങ്ങൾ,사람들
262,Volk::N,രാഷ്ടം,국중
263,Arbeit::N,ജോലി,근로
264,Arbeit::N,ജോലി,너무
265,Gast::N,അതിലി,손님
266,Geschenk::N,സമ്മാനം,행하
267,Spiel::N,കളി,무리
268,Gesellschaft::N,കൂട്ടായ്മ,교제
269,Hilfe::N,സഹായം,거들음
270,Hilfe::N,സഹായം,보좌
271,Freund::N,സുഹൃത്ത്,친구
272,Kamerad::N,കൂട്ടാളി,동실자
273,Angelegenheit::N,കാര്യം,용무
274,Anzahl::N,എണ്ണം,어떤
275,Anzahl::N,എണ്ണം,수
276,Art::N,തരം,정류
277,Stück::N,കഷണം,일부분
278,Teil::N,ഭാഗം,몱
279,Teil::N,ഭാഗം,구훠
280,Hälfte::N,പകുതി,2분의
281,Kreis::N,വൃത്തം,고리
282,Kreuz::N,കുരിശടയാളം,열십자
283,Linie::N,വര,선
284,Linie::N,രേഖ,선
285,Strich::N,പക്ഷാഘാതം,스침
286,Abstand::N,വിടവ്,거리
287,Entfernung::N,അകലം,거리
288,Gegend::N,പ്രദേശം,곳
289,Gegend::N,പ്രദേശം,부금
290,Platz::N,ഇടം,장소
291,Ort::N,സ്ഥലം,장소
292,Seite::N,വശം,옆면
293,Mitte::N,മധ്യസ്ഥാനം,궁간
294,Gegenstand::N,സാധനം,항목
295,Sache::N,വസ്തു,뭉에
296,Rand::N,തൊങ്ങൽ,가
297,Kante::N,അറ്റം,귀퉁
298,Ecke::N,മൂല,구석
299,Spitze::N,അഗ്രം,끝
300,Spitze::N,അഗ്രം,참단
301,Ende::N,അവസാനം,말당
302,Loch::N,ദ്വാരം,빙옷
303,Winkel::N,കോൺ,각도
304,Muster::N,ക്രമം,본
305,Muster::N,ക്രമം,견복
306,Größe::N,വലുപ്പം,신장
307,Länge::N,നീളം,길이긺
308,Höhe::N,ഉയരം,높이
309,Gewicht::N,കട്ടി,추
310,Menge::N,അളവ്,수양
311,Haufen::N,കൂമ്പാരം,퇴적
312,Reihe::N,വരി,열
313,Boot::N,ബോട്ട്,보트
314,Ruder::N,പങ്കായം,노
315,Schlitten::N,ഉരുളില്ലാവണ്ടി,썰매
316,Ski::N,ഹിമപാദുകം,스키
317,Lagerfeuer::N,തീ,캠프의 모닥불
318,Last::N,ഭാരം,무거운짐
319,Gang::N,നടത്തം,걸음
320,Schritt::N,ചുവട്,보조
321,Norden::N,വടക്ക്,북쪽 
322,Süden::N,തെക്ക്,남쪽
323,Westen::N,പടിഞ്ഞാറ്,서쪽
324,Osten::N,കിഴക്ക്,동쪽
325,Holz::N,തടി,목재
326,Brett::N,ബോർഡ്,마루널
327,Platte::N,തകിട്,탤
328,Platte::N,തകിട്,금속판
329,Stütze::N,താങ്ങ്,버팀목
330,Stange::N,കമ്പ്,장대
331,Stock::N,വടി,막대기
332,Stab::N,കുറുവടി,작대기
333,Rohr::N,കുഴൽ,갈대
334,Haus::N,വീട്,집
335,Heim::N,വീട്,집
336,Ofen::N,സ്റ്റൌ,아궁이
337,Fußboden::N,തറ,마루
338,Tisch::N,മേശ,탁자
339,Stuhl::N,കസേര,의자
340,Wiege::N,തൊട്ടിൽ,발상지
341,Bett::N,കിടക്ക,침대
342,Regal::N,ഷെൽഫ്,서가
343,Kiste::N,പെട്ടി,짐궤
344,Fenster::N,ജനൽ,눔
345,Tür::N,വാതിൽ,문
346,Tor::N,കവാടം,대문
347,Zaun::N,വേലി,담장
348,Dach::N,മേൽക്കുര,지붕
349,Leiter::N,ഏണി,사닥다리
350,Besen::N,ചൂല്,비
351,Spaten::N,തൂമ്പ,가래
352,Schaufel::N,തൂമ്പ,삽
353,Gabel::N,മുൾക്കത്തി,갈래
354,Löffel::N,സ്പൂൺ,숟가락
355,Messer::N,കത്തി,나이프
356,Nagel::N,ആണി,발툽
357,Netz::N,വല,그물
358,Haken::N,കൊളുത്ത്,갈고리
359,Griff::N,കൈപ്പിടി,움켜쥠
360,Schloss::N,പൂട്ട്,자물쇠
361,Bild::N,ചിത്രം,그림
362,Figur::N,കണക്ക്,몸메
363,Puppe::N,പാവ,인형
364,Beutel::N,ബാഗ്,클
365,Bündel::N,കെട്ട്,자근다발
366,Tasche::N,ബാഗ്,가방
367,Eimer::N,ബക്കറ്റ്,동이
368,Deckel::N,ഉറ,뚜껑
369,Geschirr::N,പിഞ്ഞാണം,식시
370,Sack::N,ചാക്ക്,조갑
371,Tasse::N,കപ്പ്,차잔
372,Topf::N,പാത്രം,단지
373,Kessel::N,കെറ്റ്ല്,주전자
374,Essen::N,ആഹാരസമയം,먹기
375,Nahrung::N,ഭക്ഷണം,식료
376,Speise::N,ഡിഷ്,음식물
377,Fleisch::N,മാംസം,고기
378,Getreide::N,ചോളം,곡물
379,Brei::N,കഞ്ഞി,젤리
380,Brot::N,റോട്ടി,빵
381,Scheibe::N,തുണ്ട്,원반
382,Fett::N,കൊഴുപ്പ്,기름
383,Butter::N,വെണ്ണ,버터
384,Öl::N,എണ്ണ,올리브유
385,Salz::N,ഉപ്പ്,소금
386,Suppe::N,സൂപ്പ്,국
387,Suppe::N,സൂപ്പ്,수프
388,Honig::N,തേൻ,감미
389,Milch::N,പാൽ,유즙
390,Tee::N,ചായ,차
391,Leder::N,തുകൽ,가죽
392,Wolle::N,കമ്പിളി,양털
393,Stoff::N,തുണി,패료
394,Nadel::N,സൂചി,바늘
395,Faden::N,നൂല്,콘실
396,Knopf::N,ബട്ടൺ,단추
397,Knoten::N,കുരുക്ക്,곁절
398,Farbe::N,പെയിൻറ്,색
399,Kleidung::N,വസ്ത്രങ്ങൾ,옷입기
400,Hemd::N,ഷർട്ട്,속옷
401,Kragen::N,കുപ്പായക്കഴുത്ത്,깃
402,Ärmel::N,കുപ്പായക്കൈ,소매
403,Hose::N,ട്രൌസർ,바지
404,Gürtel::N,ബെൽറ്റ്,밴드
405,Mütze::N,തൊപ്പി,모자
406,Schuh::N,ഷൂ,구두
407,Stiefel::N,ബൂട്ട്,장화
408,Ring::N,മോതിരം,고리
409,Band::N,റിബൺ,리본
410,Kamm::N,ചീപ്പ്,빗
411,Spiegel::N,കണ്ണാടി,거울
412,Riemen::N,സ്ട്രാപ്പ്,가죽끈
413,Schnur::N,ചരട്,밧줄
414,Leine::N,കെട്ടാനുള്ള തോൽവാർ,고삐줄
415,Decke::N,പുതപ്പ്,이부자리
416,Kissen::N,തലയിണ,깔개
417,Tuch::N,സ്കാർഫ്,천
418,Handtuch::N,തോർത്ത്,수건
419,Kraft::N,ശക്തി,세력
420,Stärke::N,ശക്തി,힘
421,Gesundheit::N,ആരോഗ്യം,위생
422,Krankheit::N,അസുഖം,병
423,Schmerz::N,വേദന,아픔고통
424,Wunde::N,മുറിവ്,상처
425,Fieber::N,പനി,열별
426,Arznei::N,മരുന്ന്,약
427,Brücke::N,പാലം,교량
428,Brunnen::N,കിണർ,원천
429,Weide::N,മേച്ചൽ,목장
430,Pfad::N,വഴി,좁은길
431,Weg::N,വഴി,길
432,Straße::N,റോഡ്,길
433,Dorf::N,ഗ്രാമം,촌
434,Dorf::N,ഗ്രാമം,촌락
435,Stadt::N,നഗരം,도시
436,Brief::N,കത്ത്,서한
437,Buch::N,പുസ്തകം,책
438,Buchstabe::N,അക്ഷരം,문자
439,Zeitung::N,വർത്തമാനപത്രം,신문
440,Leben::N,ജീവൻ,삶
441,Tod::N,മരണം,죽음
442,Grab::N,ശവക്കുഴി,무덤
443,Kirche::N,പള്ളി,교회
444,Sünde::N,പാപം,부정
445,Gott::N,ദൈവം,하느님
446,Arbeiter::N,ജോലിക്കാരൻ,일하는사람
447,Chef::N,മേധാവി,사장
448,Meister::N,യജമാനൻ,명인
449,Meister::N,യജമാനൻ,대가
450,Arzt::N,ഡോക്ടർ,의사
451,Lehrer::N,അധ്യാപകൻ,교사
452,Geld::N,പണം,돈
453,Geschäft::N,ബിസിനസ്,일
454,Laden::N,കട,가게
455,Preis::N,വില,가격
456,Ware::N,ചരക്ക്,상품
457,Nutzen::N,ലാഭം,이익
458,Reichtum::N,ധനം,많음
459,Welt::N,ലോകം,세상
460,Land::N,രാജ്യം,지방
461,Staat::N,രാജ്യം,국가
462,König::N,രാജാവ്,국왕
463,Macht::N,അധികാരം,힘
464,Grenze::N,അതിർത്തി,국경
465,Krieg::N,യുദ്ധം,전쟁
466,Feind::N,ശത്രു,적
467,Gewalt::N,അക്രമം,권력
468,Kampf::N,പോരാട്ടം,전투
469,Bogen[Waffe]::N,വില്ല്,활
470,Pfeil::N,അമ്പ്,화살
471,Gewehr::N,തോക്ക്,무기
472,Fehler::N,പിശക്,오류
473,Lüge::N,കള്ളം,거짓말
474,Schaden::N,കേടുപാട്,손상
475,Unglück::N,ദൌർഭാഗ്യം,불행
476,Schuld::N,തെറ്റ്,부채
477,Alter::N,വയസ്സ്,연령
478,Schluss::N,നിഗമനം,마감
479,Zeit::N,സമയം,때
480,Zeit::N,സമയം,시간
481,Tag::N,ദിവസം,하루
482,Morgen::N,പ്രഭാതം,이침
483,Mittag::N,ഉച്ച,대낮
484,Abend::N,സായാഹ്നം,저녁
485,Nacht::N,രാത്രി,밤
486,Woche::N,ആഴ്ച,근무일
487,Monat::N,മാസം,달
488,Jahr::N,വർഷം,해
489,Frühling::N,വസന്തം,봄
490,Sommer::N,വേനൽ,여름
491,Herbst::N,ശരത്കാലം,가을
492,Winter::N,ശൈത്യം,겨울
493,Januar::N,ജനുവരി,일월
494,Februar::N,ഫെബ്രുവരി,이월
495,März::N,മാർച്ച്,삼월
496,April::N,ഏപ്രിൾ മാസം,사월
497,Mai::N,മെയ് മാസം,오월
498,Juni::N,ജൂൺ,유월
499,Juli::N,ജൂലൈ,칠월
500,August::N,ആഗസ്റ്റ്,팔월
501,September::N,സെപ്തംബർ,구월
502,Oktober::N,ഒക്ടോബർ,시월
503,November::N,നവംബർ,십일월
504,Dezember::N,ഡിസംബർ,십이월
505,Montag::N,തിങ്കളാഴ്ച,월요일
506,Dienstag::N,ചൊവ്വ,화요일
507,Mittwoch::N,ബുധനാഴ്ച,수요일
508,Donnerstag::N,വ്യാഴാഴ്ച,모교일
509,Freitag::N,വെള്ളിയാഴ്ച,그묘일
510,Samstag::N,ശനിയാഴ്ച,토요일
511,Sonntag::N,ഞായറാഴ്ച,일요일
512,groß::A,വലിയ,큰
513,klein::A,ചെറിയ,자근
514,lang::A,നീണ്ട,긴
515,kurz::A,ഹ്രസ്വമായ,짧은
516,breit::A,വിശാലമായ,넓은
517,schmal::A,ഇടുങ്ങിയ,좁은
518,dicht::A,നിബിഡമായ,농밀한
519,dick[Gegenstand]::A,തടിച്ച,두꺼운
520,dünn::A,മെലിഞ്ഞ,얇은
521,fein::A,നേർത്ത,미세한
522,fest::A,ഉറപ്പുള്ള,굳은
523,flach::A,പരന്ന,얕은
524,glatt::A,മിനുസമുള്ള,반들반들한
525,hart::A,കട്ടിയുള്ള,굳은
526,weich::A,മൃദുവായ,연한
527,rund::A,വട്ടത്തിലുള്ള,둥근
528,spitz::A,മുനയുള്ള,뾰족한
529,scharf::A,മൂർച്ചയുള്ള,날카로운
530,stumpf::A,തുറന്നടിക്കുന്ന,무딘
531,schwer::A,ഭാരമുള്ള,무거운
532,schön::A,മനോഹരമായ,멋진
533,heiß::A,ചൂടുള്ള,뜨거운
534,warm::A,ചൂടുള്ള,따뜻한
535,kalt::A,തണുത്ത,찬
536,kühl::A,തണുപ്പുള്ള,서늘한
537,frisch::A,ശുദ്ധമായ,신선한
538,feucht::A,ഈറനുള്ള,축축한
539,nass::A,നനഞ്ഞ,젖은
540,trocken::A,വരണ്ട,마른
541,voll::A,നിറയെ,완전한
542,leer::A,ഒഴിഞ്ഞ,빈
543,offen::A,തുറന്ന,열린
544,geschlossen::A,അടച്ച,닫힌
545,sauber::A,വൃത്തിയുള്ള,깨끗한
546,schmutzig::A,അഴുക്കുനിറഞ്ഞ,더러운
547,roh::A,അസംസ്കൃതമായ,날게잇의
548,reif::A,പഴുത്ത,이근
549,lecker::A,രുചികരമായ,맛있는
550,süß::A,മധുരമുള്ള,단
551,bitter::A,കടുത്ത,찌르는듯한
552,sauer::A,പുളിപ്പുള്ള,산성의
553,hell::A,ജ്വലിക്കുന്ന,밝은
554,dunkel::A,ഇരുണ്ട,어두운
555,schwarz::A,കറുത്ത,검은
556,weiß::A,വെളുത്ത,하얀
557,rot::A,ചുവന്ന,붉은
558,gelb::A,മഞ്ഞനിറമായ,황색
559,blau::A,നീലനിറമുള്ള,푸른
560,grün::A,പച്ചനിറമുള്ള,녹색의
561,grau::A,ചാരനിറത്തിലുള്ള,회색의
562,bunt::A,വർണ്ണശബളമായ,알록달록한
563,billig::A,വിലകുറഞ്ഞ,싼
564,teuer::A,ചെലവേറിയ,값비산
565,wertvoll::A,വിലപിടിപ്പുള്ള,가치가많은
566,blind::A,അന്ധനായ,눈먼
567,taub::A,കേൾവിക്കുറവുള്ള,무감간한
568,kräftig::A,ശക്തിയുള്ള,강장한
569,stark::A,ബലമുള്ള,강한
570,schwach::A,ക്ഷീണിച്ച,약한
571,fett::A,കൊഴുപ്പുള്ള,실찐
572,schlank::A,മെലിഞ്ഞ,호리호리한
573,hübsch::A,മനോഹരമായ,예쁜
574,böse::A,പാപിയായ,나쁜
575,dumm::A,വിവരംകെട്ട,어리석은
576,faul::A,അലസനായ,너덜너덜한
577,fleißig::A,അദ്ധ്വാനശീലമുള്ള,근면한
578,geizig::A,പിശുക്കനായ,인색한
579,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,
580,geschickt::A,പ്രതിഭാശാലി,교묘한
581,lieb::A,പ്രിയപ്പെട്ട,친애하는
582,lustig::A,ആനന്ദകരമായ,유쾌한
583,sanft::A,സൌമ്യമായ,온화한
584,hungrig::A,വിശപ്പുള്ള,배고픈
585,krank::A,അസുഖമുള്ള,병든
586,nackt::A,നഡമായ,벌거벗은
587,traurig::A,വിഷമമുള്ള,슬픈
588,lebendig::A,ഉപജീവനം,살아있는
589,gut::A,നല്ല,좋은
590,schlecht::A,മോശമായ,나쁜
591,richtig::A,ശരിയായ,바른
592,schlimm::A,വൃത്തികെട്ട,못된
593,wahr::A,ശരിയായ,참된
594,alt::A,പഴയ,늙은
595,neu::A,പുതിയ,새
596,ehemalig::A,മുൻ,전의
597,alt[Lebewesen]::A,വയസ്സുള്ള,낡은
598,jung::A,കൌമാരമായ,젊은
599,arm::A,പാവപ്പെട്ട,가난한
600,reich::A,സമ്പന്നമായ,풍부한
601,bekannt::A,പരിചിതമായ,저명한
602,berühmt::A,പ്രശസ്തനായ,유명한
603,fremd::A,വൈദേശികമായ,타처이
604,verschieden::A,വ്യത്യസ്തമായ,따른
605,nah::A,അരികത്തുള്ള,가까운
606,fern::A,അകലെയുള്ള,먼
607,linker::A,അവശേഷിച്ച,왼쭉의
608,rechter::A,വലത്തേ,오른쪽의
609,anderer::A,മറ്റുള്ള,다른
610,erster::A,ആദ്യത്തെ,첫째
611,zweiter::A,രണ്ടാം,둘째
612,dritter::A,മൂന്നാമത്,셋째
613,letzter::A,അവസാനത്തെ,의후자의
614,allein::ADV,തനിച്ചുള്ള,훌로
615,auf einmal::ADV,ഉടന്,갑자기
616,zusammen::ADV,ഒരുമിച്ച,모아서
617,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,오래
618,plötzlich::ADV,പെട്ടെന്ന്,둘연한
619,sofort::ADV,തത്ക്ഷണം,즉시
620,später::ADV,പിന്നീട്,보다늦은
621,jetzt::ADV,ഇപ്പോൾ,목하
622,heute::ADV,ഇന്ന്,오늘
623,morgen::ADV,നാളെ,내일
624,bald::ADV,ഉടനെ,곱
625,dann::ADV,അപ്പോൾ,그경우에
626,gestern::ADV,ഇന്നലെ,어제
627,einst::ADV,പണ്ടൊരിക്കല്,옛날에
628,damals::ADV,അപ്പോൾ,그때에
629,danach::ADV,പിന്നീട്,그 뒤에
630,vorher::ADV,മുൻപ്,미리
631,zuerst::ADV,ആദ്യം,최초로
632,einmal::ADV,ഒരിക്കൽ,한번
633,manchmal::ADV,ചിലപ്പോൾ,땓대로
634,oft::ADV,പലപ്പോഴും,땓대로
635,immer::ADV,എപ്പോഴും,늘
636,niemals::ADV,ഒരിക്കലും,결코...(하지)않다
637,hier::ADV,ഇവിടെ,여기
638,hierhin::ADV,ഇവിടേക്ക്,여기로
639,von hier::ADV,ഇവിടെനിന്ന്,
640,dort::ADV,അവിടെ,거기
641,dorthin::ADV,അവിടേക്ക്,저기예
642,geradeaus::ADV,മുമ്പിൽ,곧장
643,geradeaus::ADV,മുമന്നോട്ട്,곧장
644,vorwärts::ADV,മുന്നോട്ട്,앞으로
645,rückwärts::ADV,തലതിരിച്ച്,뒤로
646,zurück::ADV,പുറകിലേക്ക്,제자리로
647,unten::ADV,താഴെ,아래에
