,Concept_ID,fr,ka
212,Ameise::N,fourmi,ჭიანჭველა
213,Laus::N,pou,ტილი
214,Laus::N,pou,მკბენარი
215,Mücke::N,moucheron,კოღო
216,Fliege::N,mouche,ბუზი
217,Schmetterling::N,papillon,პეპელა
218,Beere::N,baie,კენკრა
219,Apfel::N,pomme,ვაშლი
220,Pilz::N,champignon,სოკო
221,Zwiebel::N,oignon,ხახვი
222,Saat::N,semence,თესლი
223,Korn::N,grain,მარცვალი
224,Heu::N,foin,თივა
225,Schale::N,pelure,ჩენჩო
226,Grube::N,fosse,ორმო
227,Falle::N,piège,ხაფანგი
228,Schlinge::N,lacs,მახე
229,Spur::N,trace,კვალი
230,Asche::N,cendre,ფერფლი
231,Dreck::N,crotte,ტალახი
232,Dreck::N,crotte,სიბინძურე
233,Eisen::N,fer,რკინა
234,Gold::N,or,ოქრო
235,Silber::N,argent,ვერცხლი
236,Kohle::N,charbon,ნახშირი
237,Glas::N,verre,მინა
238,Lehm::N,glaise,თიხა
239,Sand::N,sable,ქვიშა
240,Mensch::N,homme,ადამიანი
241,Mann::N,homme,კაცი
242,Frau::N,femme,ქალი
243,Kind::N,enfant,ბავშვი
244,Junge::N,garçon,ვაჟი
245,Mädchen::N,fille,გოგო
246,Mädchen::N,jeune fille,გოგო
247,Familie::N,famille,ოჯახი
248,Großvater::N,grand-père,პაპა
249,Großvater::N,grand-père,ბაბუა
250,Großmutter::N,grand-mère,ბებია
251,Großmutter::N,grand-mère,დიდედა
252,Eltern::N,parents,მშობლები
253,Vater::N,père,მამა
254,Mutter::N,mère,დედა
255,Sohn::N,fils,ვაჟიშვილი
256,Tochter::N,fille,ქალიშვილი
257,Bruder::N,frère,ძმა
258,Schwester::N,sœur,და
259,Onkel::N,oncle,ბიძა
260,Tante::N,tante,დეიდა
261,Tante::N,tante,მამიდა
262,Ehemann::N,mari,ქმარი
263,Ehemann::N,époux,ქმარი
264,Ehefrau::N,femme,ცოლი
265,Ehefrau::N,épouse,ცოლი
266,Freude::N,joie,სიხარული
267,Freude::N,plaisir,სიხარული
268,Gelächter::N,rires,სიცილი
269,Glück::N,bonheur,ბედნიერება
270,Kummer::N,peine,მწუხარება
271,Kummer::N,chagrin,მწუხარება
272,Wunsch::N,désir,წადილი
273,Wunsch::N,désir,სურვილი
274,Lust::N,envie,წადილი
275,Geist::N,esprit,სული
276,Gedanke::N,idée,ფიქრი
277,Gedanke::N,pensée,ფიქრი
278,Gedächtnis::N,mémoire,მეხსიერება
279,Verstand::N,raison,ჭკუა
280,Verstand::N,raison,გონება
281,Sinn::N,sens,მნიშვნელობა
282,Grund::N,cause,მიზეზი
283,Grund::N,raison,მიზეზი
284,Wahrheit::N,vérité,სიმართლე
285,Wahrheit::N,vérité,ჭეშმარიტება
286,Gespräch::N,conversation,ბაასი
287,Gespräch::N,conversation,საუბარი
288,Märchen::N,conte,არაკი
289,Märchen::N,conte,ზღაპარი
290,Märchen::N,conte de fées,არაკი
291,Märchen::N,conte de fées,ზღაპარი
292,Erzählung::N,conte,თქმულება
293,Erzählung::N,narration,თქმულება
294,Nachricht::N,message,ცნობა
295,Nachricht::N,message,ამბავი
296,Neuigkeit::N,nouvelle,სიახლე
297,Name::N,nom,სახელი
298,Rätsel::N,énigme,გამოცანა
299,Rätsel::N,devinette,გამოცანა
300,Rede::N,parole,სიტყვა
301,Rede::N,discours,სიტყვა
302,Sprache::N,langue,ენა
303,Sprache::N,langage,ენა
304,Stimme::N,voix,ხმა
305,Wort::N,mot,სიტყვა
306,Zeichen::N,signe,ნიშანი
307,Ruf::N,cri,ძახილი
308,Ruf::N,appel,ძახილი
309,Lärm::N,bruit,ხმაური
310,Laut::N,son,ხმა
311,Laut::N,son,ბგერა
312,Ton::N,ton,ტონი
313,Lied::N,chant,სიმღერა
314,Lied::N,chanson,სიმღერა
315,Ruhe::N,calme,სიწყნარე
316,Ruhe::N,tranquillité,სიწყნარე
317,Leute::N,gens,ადამიანები
318,Volk::N,peuple,ერი
319,Volk::N,peuple,ხალხი
320,Arbeit::N,travail,მუშაობა
321,Gast::N,hôte,სტუმარი
322,Gast::N,invité,სტუმარი
323,Geschenk::N,cadeau,საჩუქარი
324,Geschenk::N,présent,საჩუქარი
325,Spiel::N,jeu,თამაში
326,Gesellschaft::N,compagnie,საზოგადოება
327,Hilfe::N,aide,შველა
328,Hilfe::N,aide,დახმარება
329,Hilfe::N,secours,შველა
330,Hilfe::N,secours,დახმარება
331,Freund::N,ami,მეგობარი
332,Kamerad::N,copain,ამხანაგი
333,Kamerad::N,camarade,ამხანაგი
334,Angelegenheit::N,affaire,საქმე
335,Anzahl::N,nombre,ოდენობა
336,Art::N,sorte,სახეობა
337,Art::N,espèce,სახეობა
338,Stück::N,morceau,ნატეხი
339,Teil::N,part,წილი
340,Teil::N,partie,წილი
341,Hälfte::N,moitié,ნახევარი
342,Kreis::N,cercle,წრე
343,Kreuz::N,croix,ჯვარი
344,Linie::N,ligne,ხაზი
345,Strich::N,trait,შტრიხი
346,Abstand::N,écart,მანძილი
347,Entfernung::N,distance,სიშორე
348,Gegend::N,région,არე
349,Gegend::N,région,მხარე
350,Gegend::N,contrée,არე
351,Gegend::N,contrée,მხარე
352,Platz::N,place,ფართობი
353,Ort::N,lieu,ადგილი
354,Ort::N,endroit,ადგილი
355,Seite::N,côté,მხარე
356,Mitte::N,milieu,შუა
357,Gegenstand::N,objet,საგანი
358,Sache::N,chose,ნივთი
359,Rand::N,bord,კიდე
360,Kante::N,arête,ნაწიბული
361,Ecke::N,coin,კუთხე
362,Ecke::N,tournant,კუთხე
363,Spitze::N,cime,წვეტი
364,Spitze::N,pointe,წვეტი
365,Ende::N,bout,ბოლო
366,Loch::N,trou,ხვრელი
367,Winkel::N,coin,კუთხე
368,Winkel::N,réduit,კუთხე
369,Muster::N,dessin,მოხატულობა
370,Größe::N,grandeur,ზომა
371,Größe::N,grandeur,სიდიდე
372,Länge::N,longueur,სიგრძე
373,Höhe::N,hauteur,სიმაღლე
374,Höhe::N,altitude,სიმაღლე
375,Gewicht::N,poids,წონა
376,Menge::N,quantité,რაოდენობა
377,Haufen::N,tas,გროვა
378,Reihe::N,file,რიგი
379,Reihe::N,file,წყება
380,Reihe::N,rangée,რიგი
381,Reihe::N,rangée,წყება
382,Boot::N,canot,გემი
383,Boot::N,bateau,გემი
384,Ruder::N,rame,ხოფი
385,Ruder::N,rame,ნიჩაბი
386,Ruder::N,aviron,ხოფი
387,Ruder::N,aviron,ნიჩაბი
388,Schlitten::N,traîneau,მარხილი
389,Ski::N,ski,თხილამური
390,Lagerfeuer::N,feu de camp,კოცონი
391,Last::N,charge,ტვირთი
392,Last::N,fardeau,ტვირთი
393,Gang::N,tour,სვლა
394,Gang::N,marche,სვლა
395,Schritt::N,pas,ბიჯი
396,Norden::N,nord,ჩრდილოეთი
397,Süden::N,sud,სამხრეთი
398,Westen::N,ouest,დასავლეთი
399,Westen::N,occident,დასავლეთი
400,Osten::N,est,აღმოსავლეთი
401,Osten::N,orient,აღმოსავლეთი
402,Holz::N,bois,ხე
403,Brett::N,planche,დაფა
404,Brett::N,planche,ფიცარი
405,Platte::N,plaque,თლილი ქვა
406,Stütze::N,appui,საყრდენი
407,Stütze::N,soutien,საყრდენი
408,Stange::N,barre,ჭოკი
409,Stange::N,perche,ჭოკი
410,Stock::N,canne,კეტი
411,Stab::N,bâton,ლატანი
412,Rohr::N,tube,მილაკი
413,Rohr::N,tuyau,მილაკი
414,Haus::N,maison,სახლი
415,Heim::N,maison,ოჯახის კერა
416,Ofen::N,poêle,ღუმელი
417,Fußboden::N,plancher,იატაკი
418,Tisch::N,table,სუფრა
419,Tisch::N,table,მაგიდა
420,Stuhl::N,chaise,სკამი
421,Wiege::N,berceau,აკვანი
422,Bett::N,lit,საწოლი
423,Bett::N,lit,სარეცელი
424,Regal::N,étagère,თაროები
425,Kiste::N,caisse,ყუთი
426,Kiste::N,caisse,სკივრი
427,Fenster::N,fenêtre,ფანჯარა
428,Fenster::N,fenêtre,სარკმელი
429,Tür::N,porte,ბჭე
430,Tür::N,porte,კარი
431,Tor::N,porte,ჭიშკარი
432,Tor::N,portail,ჭიშკარი
433,Zaun::N,clôture,ღობე
434,Zaun::N,clôture,გალავანი
435,Dach::N,toit,სახურავი
436,Leiter::N,échelle,კიბე
437,Besen::N,balai,ცოცხი
438,Spaten::N,bêche,ნიჩაბი
439,Schaufel::N,pelle,ბარი
440,Gabel::N,fourchette,ჩანგალი
441,Löffel::N,cuiller,კოვზი
442,Messer::N,couteau,დანა
443,Nagel::N,clou,ლურსმანი
444,Netz::N,filet,ბადე
445,Haken::N,croc,კავი
446,Haken::N,croc,კაუჭი
447,Haken::N,crochet,კავი
448,Haken::N,crochet,კაუჭი
449,Griff::N,prise,ტარი
450,Griff::N,manche,ტარი
451,Schloss::N,serrure,კლიტე
452,Schloss::N,serrure,საკეტი
453,Bild::N,image,სურათი
454,Bild::N,tableau,სურათი
455,Figur::N,figure,ფიგურა
456,Puppe::N,poupée,თოჯინა
457,Beutel::N,sac,პარკი
458,Beutel::N,petit sac,პარკი
459,Bündel::N,paquet,გალა
460,Bündel::N,paquet,ასხმა
461,Bündel::N,faisceau,გალა
462,Bündel::N,faisceau,ასხმა
463,Tasche::N,sac,ჩანთა
464,Eimer::N,seau,ჩამჩა
465,Deckel::N,couvercle,ხუფი
466,Deckel::N,couvercle,სარქველი
467,Geschirr::N,vaisselle,ჭურჭელი
468,Sack::N,sac,ტომარა
469,Tasse::N,tasse,ფინჯანი
470,Topf::N,pot,ქოთანი
471,Topf::N,marmite,ქოთანი
472,Kessel::N,chaudron,ქვაბი
473,Essen::N,repas,ჭამა
474,Essen::N,manger,ჭამა
475,Nahrung::N,nourriture,საზრდო
476,Nahrung::N,nourriture,საკვები
477,Speise::N,plat,საჭმელი
478,Fleisch::N,viande,ხორცი
479,Getreide::N,blé,მარცვლოვანი
480,Getreide::N,céréales,მარცვლოვანი
481,Brei::N,purée,ფაფა
482,Brei::N,bouillie,ფაფა
483,Brot::N,pain,პური
484,Scheibe::N,tranche,ნაჭერი
485,Fett::N,graisse,ქონი
486,Fett::N,graisse,ცხიმი
487,Butter::N,beurre,კარაქი
488,Öl::N,huile,ზეთი
489,Salz::N,sel,მარილი
490,Suppe::N,soupe,სუფი
491,Suppe::N,potage,სუფი
492,Honig::N,miel,თაფლი
493,Milch::N,lait,რძე
494,Tee::N,thé,ჩაი
495,Leder::N,cuir,ტყავი
496,Wolle::N,laine,მატყლი
497,Stoff::N,tissu,ქსოვილი
498,Stoff::N,étoffe,ქსოვილი
499,Nadel::N,aiguille,ნემსი
500,Faden::N,fil,ძაფი
501,Faden::N,fil,მკედი
502,Knopf::N,bouton,ღილი
503,Knoten::N,nœud,ნასკვი
504,Farbe::N,peinture,საღებავი
505,Kleidung::N,vêtements,ტანსაცმელი
506,Kleidung::N,habillement,ტანსაცმელი
507,Hemd::N,chemise,ხალათი
508,Hemd::N,chemise,პერანგი
509,Kragen::N,col,საყელო
510,Ärmel::N,manche,სახელო
511,Hose::N,pantalon,შარვალი
512,Gürtel::N,ceinture,ქამარი
513,Mütze::N,bonnet,ქუდი
514,Mütze::N,casquette,ქუდი
515,Schuh::N,soulier,ფეხსაცმელი
516,Schuh::N,chaussure,ფეხსაცმელი
517,Stiefel::N,botte,ჩექმა
518,Ring::N,bague,ბეჭედი
519,Band::N,ruban,ბაფთი
520,Kamm::N,peigne,სავარცხელი
521,Spiegel::N,glace,სარკე
522,Spiegel::N,miroir,სარკე
523,Riemen::N,lanière,ღვედი
524,Riemen::N,courroie,ღვედი
525,Schnur::N,corde,ლარი
526,Schnur::N,ficelle,ლარი
527,Leine::N,laisse,ჯაჭვი
528,Decke::N,couverture,საბანი
529,Kissen::N,oreiller,ბალიში
530,Tuch::N,drap,მაუდი
531,Tuch::N,drap,თავშალი
532,Tuch::N,fichu,მაუდი
533,Tuch::N,fichu,თავშალი
534,Handtuch::N,serviette,ხელსახოცი
535,Handtuch::N,essuie-mains,ხელსახოცი
536,Kraft::N,force,ძალა
537,Stärke::N,vigueur,ღონე
538,Gesundheit::N,santé,ჯანმრთელობა
539,Krankheit::N,maladie,სენი
540,Krankheit::N,maladie,ავადმყოფობა
541,Schmerz::N,douleur,ტკივილი
542,Wunde::N,plaie,იარი
543,Wunde::N,plaie,ჭრილობა
544,Wunde::N,blessure,იარი
545,Wunde::N,blessure,ჭრილობა
546,Fieber::N,fièvre,ციება
547,Arznei::N,remède,წამალი
548,Arznei::N,médecine,წამალი
549,Brücke::N,pont,ხიდი
550,Brunnen::N,puits,ჭა
551,Weide::N,pâturage,საძოვარი
552,Pfad::N,sentier,ბილიკი
553,Weg::N,voie,გზა
554,Weg::N,chemin,გზა
555,Straße::N,route,შარაგზა
556,Dorf::N,village,დაბა
557,Dorf::N,village,სოფელი
558,Stadt::N,cité,ქალაქი
559,Stadt::N,ville,ქალაქი
560,Brief::N,lettre,წერილი
561,Buch::N,livre,წიგნი
562,Buchstabe::N,lettre,ასო
563,Buchstabe::N,caractère,ასო
564,Zeitung::N,journal,გაზეთი
565,Leben::N,vie,სიცოცხლე
566,Tod::N,mort,სიკვდილი
567,Grab::N,tombe,სამარე
568,Grab::N,tombe,საფლავი
569,Kirche::N,église,ეკლესია
570,Sünde::N,péché,ცოდვა
571,Gott::N,dieu,ღმერთი
572,Arbeiter::N,ouvrier,მუშა
573,Arbeiter::N,travailleur,მუშა
574,Chef::N,chef,გამგე
575,Chef::N,patron,გამგე
576,Meister::N,maître,ოსტატი
577,Arzt::N,médecin,ექიმი
578,Arzt::N,médecin,მკურნალი
579,Lehrer::N,professeur,მასწავლებელი
580,Lehrer::N,instituteur,მასწავლებელი
581,Geld::N,argent,ფული
582,Geschäft::N,affaire,საქმე
583,Geschäft::N,affaire,ბიზნესი
584,Geschäft::N,commerce,საქმე
585,Geschäft::N,commerce,ბიზნესი
586,Laden::N,magasin,დუქანი
587,Laden::N,magasin,მაღაზია
588,Laden::N,boutique,დუქანი
589,Laden::N,boutique,მაღაზია
590,Preis::N,prix,ფასი
591,Ware::N,marchandise,საქონელი
592,Nutzen::N,profit,ხეირი
593,Reichtum::N,richesse,სიმდიდრე
594,Welt::N,monde,მსოფლიო
595,Land::N,pays,მხარე
596,Land::N,pays,ქვეყანა
597,Staat::N,État,სახელმწიფო
598,König::N,roi,მეფე
599,Macht::N,pouvoir,ძლიერება
600,Macht::N,puissance,ძლიერება
601,Grenze::N,frontière,ზღვარი
602,Krieg::N,guerre,ომი
603,Feind::N,ennemi,მტერი
604,Gewalt::N,violence,სისასტიკე
605,Kampf::N,lutte,ბრძოლა
606,Kampf::N,combat,ბრძოლა
607,Bogen[Waffe]::N,arc,მშვილდი
608,Pfeil::N,flèche,ისარი
609,Pfeil::N,flèche,მახვილი
610,Gewehr::N,fusil,თოფი
611,Gewehr::N,fusil,შაშხანა
612,Fehler::N,faute,შეცდომა
613,Fehler::N,erreur,შეცდომა
614,Lüge::N,mensonge,სიცრუე
615,Schaden::N,dégât,ვნება
616,Schaden::N,dommage,ვნება
617,Unglück::N,malheur,ხიფათი
618,Unglück::N,malheur,უბედურება
619,Schuld::N,faute,ბრალი
620,Schuld::N,culpabilité,ბრალი
621,Alter::N,âge,ასაკი
622,Schluss::N,fin,ბოლო
623,Schluss::N,fin,დასასრული
624,Zeit::N,temps,დრო
625,Tag::N,jour,დღე
626,Tag::N,journée,დღე
627,Morgen::N,matin,დილა
628,Morgen::N,matinée,დილა
629,Mittag::N,midi,შუადღე
630,Abend::N,soir,საღამო
631,Abend::N,soirée,საღამო
632,Nacht::N,nuit,ღამე
633,Woche::N,semaine,კვირა
634,Monat::N,mois,თვე
635,Jahr::N,an,წელი
636,Jahr::N,année,წელი
637,Frühling::N,printemps,გაზაფხული
638,Sommer::N,été,ზაფხული
639,Herbst::N,automne,შემოდგომა
640,Winter::N,hiver,ზამთარი
641,Januar::N,janvier,იანვარი
642,Februar::N,février,თებერვალი
643,März::N,mars,მარტი
644,April::N,avril,აპრილი
645,Mai::N,mai,მაისი
646,Juni::N,juin,ივნისი
647,Juli::N,juillet,ივლისი
648,August::N,août,აგვისტო
649,September::N,septembre,სექტემბერი
650,Oktober::N,octobre,ოქტომბერი
651,November::N,novembre,ნოემბერი
652,Dezember::N,décembre,დეკემბერი
653,Montag::N,lundi,ორშაბათი
654,Dienstag::N,mardi,სამშაბათი
655,Mittwoch::N,mercredi,ოთხშაბათი
656,Donnerstag::N,jeudi,ხუთშაბათი
657,Freitag::N,vendredi,პარასკევი
658,Samstag::N,samedi,შაბათი
659,Sonntag::N,dimanche,კვირა
660,groß::A,grand,დიდი
661,klein::A,petit,მცირე
662,klein::A,petit,პატარა
663,lang::A,long,გრძელი
664,kurz::A,court,მოკლე
665,breit::A,large,ფართო
666,breit::A,large,განიერი
667,schmal::A,étroit,ვიწრო
668,schmal::A,étroit,წვრილი
669,dicht::A,dense,მჭიდრო
670,dick[Gegenstand]::A,épais,სქელი
671,dünn::A,mince,წვრილი
672,fein::A,fin,თხელი
673,fein::A,menu,თხელი
674,fest::A,ferme,მყარი
675,fest::A,solide,მყარი
676,flach::A,plat,ბრტყელი
677,glatt::A,poli,გლუ
678,glatt::A,lisse,გლუ
679,hart::A,dur,მაგარი
680,weich::A,mou,რბილი
681,rund::A,rond,მრგვალი
682,spitz::A,aigu,წვეტიანი
683,spitz::A,pointu,წვეტიანი
684,scharf::A,tranchant,მჭრელი
685,stumpf::A,mousse,ბლაგვი
686,stumpf::A,émoussé,ბლაგვი
687,schwer::A,lourd,მძიმე
688,schwer::A,pesant,მძიმე
689,schön::A,beau,ლამაზი
690,heiß::A,chaud,ცხელი
691,heiß::A,très chaud,ცხელი
692,warm::A,chaud,თბილი
693,kalt::A,froid,ცივი
694,kühl::A,frais,გრილი
695,frisch::A,frais,სუფთა
696,feucht::A,humide,ნოტიო
697,nass::A,mouillé,სველი
698,trocken::A,sec,მშრალი
699,voll::A,plein,სავსე
700,voll::A,rempli,სავსე
701,leer::A,vide,ცარიელი
702,offen::A,ouvert,ღია
703,offen::A,ouvert,გაშლილი
704,geschlossen::A,clos,დახურული
705,geschlossen::A,fermé,დახურული
706,sauber::A,net,სუფთა
707,sauber::A,net,წმინდა
708,sauber::A,propre,სუფთა
709,sauber::A,propre,წმინდა
710,schmutzig::A,sale,ტალახიანი
711,schmutzig::A,crasseux,ტალახიანი
712,roh::A,cru,უმი
713,roh::A,brut,უმი
714,reif::A,mûr,მწიფე
715,lecker::A,délicieux,გემრიელი
716,lecker::A,appétissant,გემრიელი
717,süß::A,doux,ტკბილი
718,bitter::A,amer,მწარე
719,sauer::A,aigre,მჟავე
720,hell::A,clair,ნათელი
721,dunkel::A,sombre,ბნელი
722,schwarz::A,noir,შავი
723,weiß::A,blanc,თეთრი
724,rot::A,rouge,წითელი
725,gelb::A,jaune,ყვითელი
726,blau::A,bleu,ლურჯი
727,blau::A,bleu,ცისფერი
728,grün::A,vert,მწვანე
729,grau::A,gris,რუხი
730,grau::A,gris,ნაცრისფერი
731,bunt::A,multicolore,ჭრელი
732,bunt::A,multicolore,ფერადი
733,billig::A,bon marché,იაფი
734,teuer::A,cher,ძვირი
735,wertvoll::A,précieux,ღირსიანი
736,blind::A,aveugle,ბრმა
737,taub::A,sourd,ყრუ
738,kräftig::A,fort,ძალავანი
739,kräftig::A,vigoureux,ძალავანი
740,stark::A,fort,ძლიერი
741,stark::A,fort,ღონიერი
742,stark::A,puissant,ძლიერი
743,stark::A,puissant,ღონიერი
744,schwach::A,faible,სუსტი
745,fett::A,gras,სქელი
746,schlank::A,svelte,გამხდარი
747,hübsch::A,joli,ეშხიანი
748,hübsch::A,joli,მშვენიერი
749,böse::A,mauvais,ავი
750,böse::A,mauvais,ბოროტი
751,dumm::A,sot,ბოთე
752,dumm::A,sot,სულელი
753,dumm::A,bête,ბოთე
