,Concept_ID,de,ko
222,Gelächter::N,Gelächter,웃음
223,Glück::N,Glück,즐거움
224,Kummer::N,Kummer,슬픔
225,Wunsch::N,Wunsch,소망
226,Lust::N,Lust,
227,Geist::N,Geist,할기
228,Gedanke::N,Gedanke,상념
229,Gedächtnis::N,Gedächtnis,기억
230,Verstand::N,Verstand,분별
231,Verstand::N,Verstand,지능
232,Sinn::N,Sinn,센스
233,Grund::N,Grund,까닭
234,Wahrheit::N,Wahrheit,참
235,Wahrheit::N,Wahrheit,진실
236,Gespräch::N,Gespräch,대화
237,Märchen::N,Märchen,동화
238,Erzählung::N,Erzählung,이야기
239,Nachricht::N,Nachricht,
240,Neuigkeit::N,Neuigkeit,뉴스
241,Name::N,Name,이름
242,Rätsel::N,Rätsel,수수께끼
243,Rede::N,Rede,연설
244,Sprache::N,Sprache,말
245,Stimme::N,Stimme,목소리
246,Wort::N,Wort,낱말
247,Zeichen::N,Zeichen,신호
248,Ruf::N,Ruf,부름
249,Lärm::N,Lärm,소동
250,Laut::N,Laut,음성
251,Ton::N,Ton,목소리
252,Lied::N,Lied,노래
253,Ruhe::N,Ruhe,쉼
254,Leute::N,Leute,사람들
255,Volk::N,Volk,국중
256,Arbeit::N,Arbeit,근로
257,Arbeit::N,Arbeit,너무
258,Gast::N,Gast,손님
259,Geschenk::N,Geschenk,행하
260,Spiel::N,Spiel,무리
261,Gesellschaft::N,Gesellschaft,교제
262,Hilfe::N,Hilfe,거들음
263,Hilfe::N,Hilfe,보좌
264,Freund::N,Freund,친구
265,Kamerad::N,Kamerad,동실자
266,Angelegenheit::N,Angelegenheit,용무
267,Anzahl::N,Anzahl,어떤
268,Anzahl::N,Anzahl,수
269,Art::N,Art,정류
270,Stück::N,Stück,일부분
271,Teil::N,Teil,몱
272,Teil::N,Teil,구훠
273,Hälfte::N,Hälfte,2분의
274,Kreis::N,Kreis,고리
275,Kreuz::N,Kreuz,열십자
276,Linie::N,Linie,선
277,Strich::N,Strich,스침
278,Abstand::N,Abstand,거리
279,Entfernung::N,Entfernung,거리
280,Gegend::N,Gegend,곳
281,Gegend::N,Gegend,부금
282,Platz::N,Platz,장소
283,Ort::N,Ort,장소
284,Seite::N,Seite,옆면
285,Mitte::N,Mitte,궁간
286,Gegenstand::N,Gegenstand,항목
287,Sache::N,Sache,뭉에
288,Rand::N,Rand,가
289,Kante::N,Kante,귀퉁
290,Ecke::N,Ecke,구석
291,Spitze::N,Spitze,끝
292,Spitze::N,Spitze,참단
293,Ende::N,Ende,말당
294,Loch::N,Loch,빙옷
295,Winkel::N,Winkel,각도
296,Muster::N,Muster,본
297,Muster::N,Muster,견복
298,Größe::N,Größe,신장
299,Länge::N,Länge,길이긺
300,Höhe::N,Höhe,높이
301,Gewicht::N,Gewicht,추
302,Menge::N,Menge,수양
303,Haufen::N,Haufen,퇴적
304,Reihe::N,Reihe,열
305,Boot::N,Boot,보트
306,Ruder::N,Ruder,노
307,Schlitten::N,Schlitten,썰매
308,Ski::N,Ski,스키
309,Lagerfeuer::N,Lagerfeuer,캠프의 모닥불
310,Last::N,Last,무거운짐
311,Gang::N,Gang,걸음
312,Schritt::N,Schritt,보조
313,Norden::N,Norden,북쪽 
314,Süden::N,Süden,남쪽
315,Westen::N,Westen,서쪽
316,Osten::N,Osten,동쪽
317,Holz::N,Holz,목재
318,Brett::N,Brett,마루널
319,Platte::N,Platte,탤
320,Platte::N,Platte,금속판
321,Stütze::N,Stütze,버팀목
322,Stange::N,Stange,장대
323,Stock::N,Stock,막대기
324,Stab::N,Stab,작대기
325,Rohr::N,Rohr,갈대
326,Haus::N,Haus,집
327,Heim::N,Heim,집
328,Ofen::N,Ofen,아궁이
329,Fußboden::N,Fußboden,마루
330,Tisch::N,Tisch,탁자
331,Stuhl::N,Stuhl,의자
332,Wiege::N,Wiege,발상지
333,Bett::N,Bett,침대
334,Regal::N,Regal,서가
335,Kiste::N,Kiste,짐궤
336,Fenster::N,Fenster,눔
337,Tür::N,Tür,문
338,Tor::N,Tor,대문
339,Zaun::N,Zaun,담장
340,Dach::N,Dach,지붕
341,Leiter::N,Leiter,사닥다리
342,Besen::N,Besen,비
343,Spaten::N,Spaten,가래
344,Schaufel::N,Schaufel,삽
345,Gabel::N,Gabel,갈래
346,Löffel::N,Löffel,숟가락
347,Messer::N,Messer,나이프
348,Nagel::N,Nagel,발툽
349,Netz::N,Netz,그물
350,Haken::N,Haken,갈고리
351,Griff::N,Griff,움켜쥠
352,Schloss::N,Schloss,자물쇠
353,Bild::N,Bild,그림
354,Figur::N,Figur,몸메
355,Puppe::N,Puppe,인형
356,Beutel::N,Beutel,클
357,Bündel::N,Bündel,자근다발
358,Tasche::N,Tasche,가방
359,Eimer::N,Eimer,동이
360,Deckel::N,Deckel,뚜껑
361,Geschirr::N,Geschirr,식시
362,Sack::N,Sack,조갑
363,Tasse::N,Tasse,차잔
364,Topf::N,Topf,단지
365,Kessel::N,Kessel,주전자
366,Essen::N,Essen,먹기
367,Nahrung::N,Nahrung,식료
368,Speise::N,Speise,음식물
369,Fleisch::N,Fleisch,고기
370,Getreide::N,Getreide,곡물
371,Brei::N,Brei,젤리
372,Brot::N,Brot,빵
373,Scheibe::N,Scheibe,원반
374,Fett::N,Fett,기름
375,Butter::N,Butter,버터
376,Öl::N,Öl,올리브유
377,Salz::N,Salz,소금
378,Suppe::N,Suppe,국
379,Suppe::N,Suppe,수프
380,Honig::N,Honig,감미
381,Milch::N,Milch,유즙
382,Tee::N,Tee,차
383,Leder::N,Leder,가죽
384,Wolle::N,Wolle,양털
385,Stoff::N,Stoff,패료
386,Nadel::N,Nadel,바늘
387,Faden::N,Faden,콘실
388,Knopf::N,Knopf,단추
389,Knoten::N,Knoten,곁절
390,Farbe::N,Farbe,색
391,Kleidung::N,Kleidung,옷입기
392,Hemd::N,Hemd,속옷
393,Kragen::N,Kragen,깃
394,Ärmel::N,Ärmel,소매
395,Hose::N,Hose,바지
396,Gürtel::N,Gürtel,밴드
397,Mütze::N,Mütze,모자
398,Schuh::N,Schuh,구두
399,Stiefel::N,Stiefel,장화
400,Ring::N,Ring,고리
401,Band::N,Band,리본
402,Kamm::N,Kamm,빗
403,Spiegel::N,Spiegel,거울
404,Riemen::N,Riemen,가죽끈
405,Schnur::N,Schnur,밧줄
406,Leine::N,Leine,고삐줄
407,Decke::N,Decke,이부자리
408,Kissen::N,Kissen,깔개
409,Tuch::N,Tuch,천
410,Handtuch::N,Handtuch,수건
411,Kraft::N,Kraft,세력
412,Stärke::N,Stärke,힘
413,Gesundheit::N,Gesundheit,위생
414,Krankheit::N,Krankheit,병
415,Schmerz::N,Schmerz,아픔고통
416,Wunde::N,Wunde,상처
417,Fieber::N,Fieber,열별
418,Arznei::N,Arznei,약
419,Brücke::N,Brücke,교량
420,Brunnen::N,Brunnen,원천
421,Weide::N,Weide,목장
422,Pfad::N,Pfad,좁은길
423,Weg::N,Weg,길
424,Straße::N,Straße,길
425,Dorf::N,Dorf,촌
426,Dorf::N,Dorf,촌락
427,Stadt::N,Stadt,도시
428,Brief::N,Brief,서한
429,Buch::N,Buch,책
430,Buchstabe::N,Buchstabe,문자
431,Zeitung::N,Zeitung,신문
432,Leben::N,Leben,삶
433,Tod::N,Tod,죽음
434,Grab::N,Grab,무덤
435,Kirche::N,Kirche,교회
436,Sünde::N,Sünde,부정
437,Gott::N,Gott,하느님
438,Arbeiter::N,Arbeiter,일하는사람
439,Chef::N,Chef,사장
440,Meister::N,Meister,명인
441,Meister::N,Meister,대가
442,Arzt::N,Arzt,의사
443,Lehrer::N,Lehrer,교사
444,Geld::N,Geld,돈
445,Geschäft::N,Geschäft,일
446,Laden::N,Laden,가게
447,Preis::N,Preis,가격
448,Ware::N,Ware,상품
449,Nutzen::N,Nutzen,이익
450,Reichtum::N,Reichtum,많음
451,Welt::N,Welt,세상
452,Land::N,Land,지방
453,Staat::N,Staat,국가
454,König::N,König,국왕
455,Macht::N,Macht,힘
456,Grenze::N,Grenze,국경
457,Krieg::N,Krieg,전쟁
458,Feind::N,Feind,적
459,Gewalt::N,Gewalt,권력
460,Kampf::N,Kampf,전투
461,Bogen[Waffe]::N,Bogen,활
462,Pfeil::N,Pfeil,화살
463,Gewehr::N,Gewehr,무기
464,Fehler::N,Fehler,오류
465,Lüge::N,Lüge,거짓말
466,Schaden::N,Schaden,손상
467,Unglück::N,Unglück,불행
468,Schuld::N,Schuld,부채
469,Alter::N,Alter,연령
470,Schluss::N,Schluss,마감
471,Zeit::N,Zeit,때
472,Zeit::N,Zeit,시간
473,Tag::N,Tag,하루
474,Morgen::N,Morgen,이침
475,Mittag::N,Mittag,대낮
476,Abend::N,Abend,저녁
477,Nacht::N,Nacht,밤
478,Woche::N,Woche,근무일
479,Monat::N,Monat,달
480,Jahr::N,Jahr,해
481,Frühling::N,Frühling,봄
482,Sommer::N,Sommer,여름
483,Herbst::N,Herbst,가을
484,Winter::N,Winter,겨울
485,Januar::N,Januar,일월
486,Februar::N,Februar,이월
487,März::N,März,삼월
488,April::N,April,사월
489,Mai::N,Mai,오월
490,Juni::N,Juni,유월
491,Juli::N,Juli,칠월
492,August::N,August,팔월
493,September::N,September,구월
494,Oktober::N,Oktober,시월
495,November::N,November,십일월
496,Dezember::N,Dezember,십이월
497,Montag::N,Montag,월요일
498,Dienstag::N,Dienstag,화요일
499,Mittwoch::N,Mittwoch,수요일
500,Donnerstag::N,Donnerstag,모교일
501,Freitag::N,Freitag,그묘일
502,Samstag::N,Samstag,토요일
503,Sonntag::N,Sonntag,일요일
504,groß::A,groß,큰
505,klein::A,klein,자근
506,lang::A,lang,긴
507,kurz::A,kurz,짧은
508,breit::A,breit,넓은
509,schmal::A,schmal,좁은
510,dicht::A,dicht,농밀한
511,dick[Gegenstand]::A,dick,두꺼운
512,dünn::A,dünn,얇은
513,fein::A,fein,미세한
514,fest::A,fest,굳은
515,flach::A,flach,얕은
516,glatt::A,glatt,반들반들한
517,hart::A,hart,굳은
518,weich::A,weich,연한
519,rund::A,rund,둥근
520,spitz::A,spitz,뾰족한
521,scharf::A,scharf,날카로운
522,stumpf::A,stumpf,무딘
523,schwer::A,schwer,무거운
524,schön::A,schön,멋진
525,heiß::A,heiß,뜨거운
526,warm::A,warm,따뜻한
527,kalt::A,kalt,찬
528,kühl::A,kühl,서늘한
529,frisch::A,frisch,신선한
530,feucht::A,feucht,축축한
531,nass::A,nass,젖은
532,trocken::A,trocken,마른
533,voll::A,voll,완전한
534,leer::A,leer,빈
535,offen::A,offen,열린
536,geschlossen::A,geschlossen,닫힌
537,sauber::A,sauber,깨끗한
538,schmutzig::A,schmutzig,더러운
539,roh::A,roh,날게잇의
540,reif::A,reif,이근
541,lecker::A,lecker,맛있는
542,süß::A,süß,단
543,bitter::A,bitter,찌르는듯한
544,sauer::A,sauer,산성의
545,hell::A,hell,밝은
546,dunkel::A,dunkel,어두운
547,schwarz::A,schwarz,검은
548,weiß::A,weiß,하얀
549,rot::A,rot,붉은
550,gelb::A,gelb,황색
551,blau::A,blau,푸른
552,grün::A,grün,녹색의
553,grau::A,grau,회색의
554,bunt::A,bunt,알록달록한
555,billig::A,billig,싼
556,teuer::A,teuer,값비산
557,wertvoll::A,wertvoll,가치가많은
558,blind::A,blind,눈먼
559,taub::A,taub,무감간한
560,kräftig::A,kräftig,강장한
561,stark::A,stark,강한
562,schwach::A,schwach,약한
563,fett::A,fett,실찐
564,schlank::A,schlank,호리호리한
565,hübsch::A,hübsch,예쁜
566,böse::A,böse,나쁜
567,dumm::A,dumm,어리석은
568,faul::A,faul,너덜너덜한
569,fleißig::A,fleißig,근면한
570,geizig::A,geizig,인색한
571,klug::A,klug,
572,geschickt::A,geschickt,교묘한
573,lieb::A,lieb,친애하는
574,lustig::A,lustig,유쾌한
575,sanft::A,sanft,온화한
576,hungrig::A,hungrig,배고픈
577,krank::A,krank,병든
578,nackt::A,nackt,벌거벗은
579,traurig::A,traurig,슬픈
580,lebendig::A,lebendig,살아있는
581,gut::A,gut,좋은
582,schlecht::A,schlecht,나쁜
583,richtig::A,richtig,바른
584,schlimm::A,schlimm,못된
585,wahr::A,wahr,참된
586,alt::A,alt,늙은
587,neu::A,neu,새
588,ehemalig::A,ehemalig,전의
589,alt[Lebewesen]::A,alt,낡은
590,jung::A,jung,젊은
591,arm::A,arm,가난한
592,reich::A,reich,풍부한
593,bekannt::A,bekannt,저명한
594,berühmt::A,berühmt,유명한
595,fremd::A,fremd,타처이
596,verschieden::A,verschieden,따른
597,nah::A,nah,가까운
598,fern::A,fern,먼
599,linker::A,linker,왼쭉의
600,rechter::A,rechter,오른쪽의
601,anderer::A,anderer,다른
602,erster::A,erster,첫째
603,zweiter::A,zweiter,둘째
604,dritter::A,dritter,셋째
605,letzter::A,letzter,의후자의
606,allein::ADV,allein,훌로
607,auf einmal::ADV,auf einmal,갑자기
608,zusammen::ADV,zusammen,모아서
609,lange::ADV,lange,오래
610,plötzlich::ADV,plötzlich,둘연한
611,sofort::ADV,sofort,즉시
612,später::ADV,später,보다늦은
613,jetzt::ADV,jetzt,목하
614,heute::ADV,heute,오늘
615,morgen::ADV,morgen,내일
616,bald::ADV,bald,곱
617,dann::ADV,dann,그경우에
618,gestern::ADV,gestern,어제
619,einst::ADV,einst,옛날에
620,damals::ADV,damals,그때에
621,danach::ADV,danach,그 뒤에
622,vorher::ADV,vorher,미리
623,zuerst::ADV,zuerst,최초로
624,einmal::ADV,einmal,한번
625,manchmal::ADV,manchmal,땓대로
626,oft::ADV,oft,땓대로
627,immer::ADV,immer,늘
628,niemals::ADV,niemals,결코...(하지)않다
629,hier::ADV,hier,여기
630,hierhin::ADV,hierhin,여기로
631,von hier::ADV,von hier,
632,dort::ADV,dort,거기
633,dorthin::ADV,dorthin,저기예
634,geradeaus::ADV,geradeaus,곧장
635,vorwärts::ADV,vorwärts,앞으로
636,rückwärts::ADV,rückwärts,뒤로
637,zurück::ADV,zurück,제자리로
638,unten::ADV,unten,아래에
639,hinab::ADV,hinab,아래쪽으로
640,oben::ADV,oben,위에
641,hinauf::ADV,hinauf,위쪽으로
642,überall::ADV,überall,도처에
643,nicht::ADV,nicht,안
644,ein wenig::ADV,ein wenig,적음
645,kaum::ADV,kaum,가의
646,sehr::ADV,sehr,자주
647,so::ADV,so,그와같이
648,noch::ADV,noch,아직
649,nur::ADV,nur,다만
650,schon::ADV,schon,이미
651,wieder::ADV,wieder,다시
652,vergebens::ADV,vergebens,헛되이
653,vor::PRP,vor,앞에
654,hinter::PRP,hinter,뒤에
655,unter::PRP,unter,잍에
656,durch::PRP,durch,통고하여
657,neben::PRP,neben,와나란히
658,zwischen::PRP,zwischen,의사이로
659,wegen::PRP,wegen,때문에
660,dies::PRN,dies,이
661,das::PRN,das,저
662,alles::PRN,alles,모든것
663,ich::PRN,ich,나
664,du::PRN,du,너
665,er::PRN,er,그
666,wir::PRN,wir,우리
667,ihr::PRN,ihr,너희들
668,sie::PRN,sie,그들
669,was::FPRN,was,뭣
670,wer::FPRN,wer,누구
671,wo::FADV,wo,어디
672,wohin::FADV,wohin,어디로
673,wie::FADV,wie,어떻게
674,warum::FADV,warum,왜
675,wieviel::FNUM,wieviel,얼마만큰
676,eins::NUM,eins,하나
677,zwei::NUM,zwei,둘
678,drei::NUM,drei,셋
679,vier::NUM,vier,넷
680,fünf::NUM,fünf,다섯
681,sechs::NUM,sechs,여섯
682,sieben::NUM,sieben,일곱
683,acht::NUM,acht,여덟
684,neun::NUM,neun,아홉
685,zehn::NUM,zehn,열
686,elf::NUM,elf,열하나
687,zwölf::NUM,zwölf,열둘
688,zwanzig::NUM,zwanzig,스물
689,dreißig::NUM,dreißig,서름
690,vierzig::NUM,vierzig,마흔
691,fünfzig::NUM,fünfzig,숸
692,sechzig::NUM,sechzig,에순
693,siebzig::NUM,siebzig,일흔
694,achtzig::NUM,achtzig,여든
695,neunzig::NUM,neunzig,아흔
696,hundert::NUM,hundert,백
697,tausend::NUM,tausend,천
698,und::CNJ,und,와
699,oder::CNJ,oder,아니면
700,stehen::V,stehen,서다
701,sitzen::V,sitzen,앉다
702,liegen::V,liegen,눕다
703,hängen::V,hängen,달다
704,werden::V,werden,되다
705,passieren::V,passieren,지장옶다
706,beginnen::V,beginnen,시작되다
707,enden::V,enden,큳내다
708,wechseln::V,wechseln,병경하다
709,aufgehen[Sonne]::V,aufgehen,뜨다
710,untergehen[Sonne]::V,untergehen,지다
711,scheinen[Sonne]::V,scheinen,빛나다
712,donnern::V,donnern,천둥치다
713,wehen::V,wehen,풀다
714,strömen::V,strömen,흐르다
715,fließen::V,fließen,흐르다
716,sich drehen::V,sich drehen,돌다
717,schwanken::V,schwanken,동요하다
718,schwingen::V,schwingen,흔들다
719,fallen::V,fallen,떨어지다
720,brennen::V,brennen,타다
721,rauchen::V,rauchen,김이나다
722,regnen::V,regnen,비가오다
723,gefrieren::V,gefrieren,얼다
724,tauen::V,tauen,녹다
725,schmelzen::V,schmelzen,녹다
726,trocknen::V,trocknen,홈치다
727,sieden::V,sieden,끓다
728,faulen::V,faulen,부패하다
729,verfaulen::V,verfaulen,썩다
730,reißen::V,reißen,지바찢다
731,versinken::V,versinken,가라앉다
732,vergehen::V,vergehen,지나가다
733,erscheinen::V,erscheinen,나타나다
734,verschwinden::V,verschwinden,사라지다
735,sinken::V,sinken,가라앉다
736,abnehmen::V,abnehmen,떼어내다
737,zunehmen::V,zunehmen,증가하다
738,steigen::V,steigen,상승하다
739,wachsen::V,wachsen,생기하다
740,glänzen::V,glänzen,뛰오나다
741,funkeln::V,funkeln,불티가잍어나다
742,lärmen::V,lärmen,떠들다
743,läuten::V,läuten,울시다
744,klingeln::V,klingeln,초닌총을울리다
745,klirren::V,klirren,탁탁울리다
746,brausen::V,brausen,쏴쏴소리내다
747,rauschen::V,rauschen,솨솨
748,klingen::V,klingen,반향하다
749,bellen::V,bellen,짖다
750,heulen::V,heulen,포효하다
751,blasen::V,blasen,불다
752,pfeifen::V,pfeifen,피리를불다
753,schreien::V,schreien,절규하다
754,stöhnen::V,stöhnen,신음하다
755,zittern::V,zittern,저뉼하다
756,leben::V,leben,살다
757,geboren werden::V,geboren werden,태어난
758,atmen::V,atmen,숨쉬다
759,trinken::V,trinken,마시다
760,essen::V,essen,먹다
761,schlucken::V,schlucken,들이켜다
762,müde werden::V,müde werden,
763,einschlafen::V,einschlafen,잠들다
764,schlafen::V,schlafen,자다
765,aufwachen::V,aufwachen,눈트다
766,aufstehen::V,aufstehen,서다
767,sich erholen::V,sich erholen,회복하다
768,krank werden::V,krank werden,
769,krank sein::V,krank sein,
770,schmerzen::V,schmerzen,아프다
771,husten::V,husten,잔기침하다
772,genesen::V,genesen,낫다
773,sterben::V,sterben,죽다
774,umkommen::V,umkommen,못쓰게되다
775,sich bewegen::V,sich bewegen,움직이다
776,sich rühren::V,sich rühren,움직이다
777,sich erheben::V,sich erheben,이러서다
778,sich setzen::V,sich setzen,앉히다
779,hinfallen::V,hinfallen,넘어지다
780,laufen::V,laufen,걷다
781,schreiten::V,schreiten,보행하다
782,spazierengehen::V,spazierengehen,산보하다
783,eilen::V,eilen,서둘다
784,sich beeilen::V,sich beeilen,서둘게하다
785,sausen::V,sausen,서들러 떠나다
786,rennen::V,rennen,달리다
787,springen::V,springen,도약하다
788,klettern::V,klettern,갑겨오르다
789,schaukeln::V,schaukeln,흔들리게하다
790,kriechen::V,kriechen,기다
791,schwimmen::V,schwimmen,헤엄치다
792,tauchen::V,tauchen,잠기다
793,rudern::V,rudern,물을헤치다
794,fahren::V,fahren,가다
795,fahren::V,fahren,나르다
796,fliegen::V,fliegen,날다
797,gehen::V,gehen,가다
798,weggehen::V,weggehen,팔리다
799,abfahren::V,abfahren,출발하다
800,anhalten::V,anhalten,멈추다
801,hineingehen::V,hineingehen,(그리로)가다
802,eintreten::V,eintreten,들러가다
803,kommen::V,kommen,오다
804,ankommen::V,ankommen,고챀하다
805,zurückkommen::V,zurückkommen,보기
806,bleiben::V,bleiben,체류
807,warten::V,warten,기다리다
808,erwarten::V,erwarten,기대하다
809,suchen::V,suchen,찾다
