,Concept_ID,cs,mdf
196,Spinne::N,pavouk,унжа́
197,Ameise::N,mravenec,панжам
198,Laus::N,veš,си
199,Mücke::N,komár,ся́ське
200,Fliege::N,moucha,кару
201,Schmetterling::N,motýl,ме́лав
202,Beere::N,bobule,и́мож
203,Apfel::N,jablko,марь
204,Pilz::N,houba,панга
205,Zwiebel::N,cibule,шурьхкя́
206,Saat::N,osivo,видьмот
207,Korn::N,zrno,сёра
208,Heu::N,seno,тише
209,Schale::N,slupka,кедь
210,Schale::N,skořápka,кедь
211,Grube::N,jáma,лотка
212,Falle::N,past,туфкс
213,Falle::N,past,кунда́ма
214,Falle::N,léčka,туфкс
215,Falle::N,léčka,кунда́ма
216,Schlinge::N,smyčka,килькш
217,Spur::N,stopa,пильгоки́
218,Asche::N,popel,кулу
219,Dreck::N,špína,ърда́з
220,Eisen::N,železo,кшни
221,Gold::N,zlato,ока
222,Gold::N,zlato,золота
223,Silber::N,stříbro,сия́
224,Kohle::N,uhlí,седь
225,Kohle::N,uhlí,седьвальмя
226,Glas::N,sklo,кля́нцек
227,Lehm::N,jíl,сёвонь
228,Lehm::N,hlína,сёвонь
229,Sand::N,písek,шува́р
230,Mensch::N,člověk,ломань
231,Mann::N,muž,аля
232,Mann::N,muž,цёраломань
233,Frau::N,žena,ава
234,Kind::N,dítě,идь
235,Kind::N,dítě,шаба
236,Junge::N,hoch,цёраня
237,Junge::N,chlapec,цёраня
238,Mädchen::N,děvče,стирня́
239,Familie::N,rodina,тнал
240,Familie::N,rodina,семья
241,Großvater::N,děd,атя
242,Großvater::N,děd,щя́тя
243,Großvater::N,dědeček,атя
244,Großvater::N,dědeček,щя́тя
245,Großmutter::N,babička,баба
246,Eltern::N,rodiče,тя́дят-а́лят
247,Vater::N,otec,аля
248,Mutter::N,matka,ава
249,Mutter::N,matka,тядя
250,Sohn::N,syn,цёра
251,Tochter::N,dcera,стирь
252,Bruder::N,bratr,дуган
253,Bruder::N,bratr,пяльне
254,Schwester::N,sestra,ака
255,Schwester::N,sestra,сазор
256,Onkel::N,strýc,оця
257,Onkel::N,strýc,патя
258,Onkel::N,strýc,щеня́
259,Tante::N,teta,ака
260,Tante::N,teta,щака
261,Ehemann::N,choť,мирде
262,Ehemann::N,manžel,мирде
263,Ehefrau::N,choť,ърьвя́
264,Ehefrau::N,manželka,ърьвя́
265,Freude::N,radost,ке́нярдема
266,Gelächter::N,smích,рахсема
267,Glück::N,štěstí,паваз
268,Kummer::N,žal,ризф
269,Kummer::N,žal,пичефкс
270,Kummer::N,trápení,ризф
271,Kummer::N,trápení,пичефкс
272,Wunsch::N,přání,мяль
273,Wunsch::N,přání,таколдома
274,Lust::N,chuť,таколдома
275,Geist::N,duch,вайме
276,Gedanke::N,myšlenka,мяль
277,Gedächtnis::N,paměť,прявий
278,Verstand::N,rozum,прявий
279,Sinn::N,smysl,ён
280,Grund::N,důvod,туфта́л
281,Wahrheit::N,pravda,ви́де
282,Wahrheit::N,pravda,видеши́
283,Gespräch::N,rozhovor,корхтама
284,Märchen::N,pohádka,ёфкс
285,Erzählung::N,povídka,азкс
286,Nachricht::N,zpráva,куля́
287,Neuigkeit::N,novina,куля́
288,Neuigkeit::N,novinka,куля́
289,Name::N,jméno,лем
290,Rätsel::N,hádanka,со́дама ёфкс
291,Rede::N,řeč,вал
292,Rede::N,řeč,корхтама
293,Rede::N,proslov,вал
294,Rede::N,proslov,корхтама
295,Sprache::N,řeč,кяль
296,Sprache::N,jazyk,кяль
297,Stimme::N,hlas,вайгяль
298,Wort::N,slovo,вал
299,Zeichen::N,znamení,тя́ште
300,Zeichen::N,znamení,тя́штькс
301,Ruf::N,zavolání,тердема
302,Lärm::N,hluk,гайф
303,Lärm::N,hluk,жалакодома
304,Laut::N,zvuk,вайгяль
305,Ton::N,tón,вайгяль
306,Lied::N,píseň,мора
307,Ruhe::N,klid,сетьме
308,Ruhe::N,pokoj,сетьме
309,Leute::N,lidé,ломатть
310,Volk::N,národ,наро́д
311,Arbeit::N,práce,тев
312,Gast::N,host,и́нжи
313,Gast::N,host,ко́нак
314,Geschenk::N,dar,казне
315,Spiel::N,hra,налхкома
316,Spiel::N,hra,налхксема
317,Gesellschaft::N,společnost,кружок
318,Hilfe::N,pomoc,лездома
319,Freund::N,přítel,я́лга
320,Kamerad::N,kamarád,я́лга
321,Angelegenheit::N,záležitost,тев
322,Anzahl::N,počet,лувкс
323,Art::N,druh,вид
324,Stück::N,kus,пакш
325,Stück::N,kousek,пакш
326,Teil::N,díl,часть
327,Teil::N,díl,пялькс
328,Teil::N,část,часть
329,Teil::N,část,пялькс
330,Hälfte::N,půl,пяле
331,Kreis::N,kruh,шаркс
332,Kreuz::N,kříž,крёз
333,Linie::N,linka,межа
334,Linie::N,linka,китькс
335,Strich::N,čára,межа
336,Strich::N,čárka,межа
337,Abstand::N,vzdálenost,ётка
338,Entfernung::N,vzdálenost,ётка
339,Gegend::N,krajina,ва́ста
340,Gegend::N,krajina,перьфпя́ль
341,Platz::N,prostor,ва́ста
342,Ort::N,místo,ва́ста
343,Seite::N,strana,пяле
344,Mitte::N,střed,кучка́
345,Mitte::N,prostředek,кучка́
346,Gegenstand::N,předmět,веща
347,Sache::N,věc,тев
348,Sache::N,věc,веща
349,Rand::N,kraj,пе
350,Rand::N,okraj,пе
351,Kante::N,hrana,и́рдез
352,Ecke::N,roh,ужа
353,Spitze::N,hrot,пря
354,Spitze::N,špička,пря
355,Ende::N,konec,пе
356,Loch::N,díra,варя
357,Winkel::N,kout,ужа
358,Muster::N,vzor,сёрма
359,Größe::N,velikost,серь
360,Länge::N,délka,кува́лма
361,Höhe::N,výška,серь
362,Gewicht::N,váha,сталма
363,Menge::N,množství,лувкс
364,Haufen::N,kupa,мар
365,Haufen::N,hromada,мар
366,Reihe::N,řada,ряд
367,Reihe::N,řádek,ряд
368,Boot::N,člun,венеж
369,Ruder::N,veslo,миле
370,Schlitten::N,sáně,ну́рда
371,Ski::N,lyže,сокс
372,Lagerfeuer::N,táborák,то́лмар
373,Last::N,náklad,канкс
374,Last::N,náklad,сталма
375,Last::N,břemeno,канкс
376,Last::N,břemeno,сталма
377,Gang::N,chůze,молема
378,Gang::N,chodba,молема
379,Schritt::N,krok,аськолкс
380,Norden::N,sever,якшама шире
381,Süden::N,jih,ля́мбе ши́ре
382,Westen::N,západ,ши валгома шире
383,Osten::N,východ,шинь стяма шире
384,Holz::N,dřevo,вирь
385,Holz::N,dřevo,шуфта
386,Brett::N,prkno,лавця
387,Platte::N,deska,плита́
388,Stütze::N,opěra,неже
389,Stange::N,tyč,олга
390,Stange::N,tyčka,олга
391,Stock::N,hůlka,байдек
392,Stab::N,hůl,олгоня
393,Rohr::N,trubka,турама
394,Haus::N,dům,куд
395,Heim::N,domov,куд
396,Ofen::N,kamna,пянакуд
397,Fußboden::N,podlaha,кия́кс
398,Tisch::N,stůl,шра
399,Tisch::N,stůl,моркш
400,Stuhl::N,židle,стул
401,Wiege::N,kolébka,нюря́м
402,Bett::N,postel,ацам
403,Regal::N,regál,лавцяланга
404,Regal::N,police,лавцяланга
405,Kiste::N,bedna,парга
406,Fenster::N,okno,валмья
407,Tür::N,dveře,кенкш
408,Tor::N,vrata,ортат
409,Zaun::N,plot,перяфкс
410,Dach::N,střecha,кудпря
411,Leiter::N,žebřík,куцема
412,Besen::N,koště,тяльме
413,Besen::N,smeták,тяльме
414,Spaten::N,rýč,ка́йме
415,Schaufel::N,lopata,ко́поня
416,Schaufel::N,lopata,ця́рдом
417,Gabel::N,vidlička,ця́нгоня
418,Löffel::N,lžíce,куцю
419,Messer::N,nůž,пеель
420,Nagel::N,hřebík,эска
421,Netz::N,síť,
422,Haken::N,hák,кя́чказ
423,Griff::N,držadlo,недь
424,Griff::N,držadlo,кунда́мка
425,Schloss::N,zámek,замо́к
426,Bild::N,obraz,карти́на
427,Figur::N,figura,ронга-понда
428,Puppe::N,panenka,ня́ка
429,Beutel::N,pytlík,кяскав
430,Bündel::N,svazek,кярьме
431,Tasche::N,taška,кошяльня
432,Tasche::N,brašna,кошяльня
433,Eimer::N,kýbl,ве́дарка
434,Eimer::N,vědro,ве́дарка
435,Deckel::N,víko,тавадкс
436,Deckel::N,víko,вельхкс
437,Deckel::N,příklop,тавадкс
438,Deckel::N,příklop,вельхкс
439,Geschirr::N,nádobí,кядьге
440,Sack::N,pytel,кяскав
441,Tasse::N,šálek,ша́ваня
442,Topf::N,hrnec,кавозь
443,Kessel::N,kotel,сргавозь
444,Essen::N,jídlo,ярхцама
445,Nahrung::N,strava,ярхцампяль
446,Nahrung::N,potrava,ярхцампяль
447,Speise::N,jídlo,ярхцама
448,Fleisch::N,maso,пал
449,Fleisch::N,maso,сиволь
450,Getreide::N,obilí,сёра
451,Brei::N,kaše,ям
452,Brot::N,chléb,кши
453,Scheibe::N,krajíc,кочам
454,Fett::N,tuk,куя́
455,Fett::N,omastek,куя́
456,Butter::N,máslo,вай
457,Öl::N,olej,вай
458,Salz::N,sůl,сал
459,Suppe::N,polévka,шонгарям
460,Suppe::N,polévka,коршампяль
461,Honig::N,med,медь
462,Milch::N,mléko,лофца
463,Tee::N,čaj,чай
464,Leder::N,kůže,кедь
465,Wolle::N,vlna,пона
466,Stoff::N,látka,котф
467,Nadel::N,jehla,салмокс
468,Faden::N,nit,сюре
469,Knopf::N,knoflík,пуня
470,Knoten::N,uzel,сюлма
471,Farbe::N,barva,архтомбяль
472,Kleidung::N,šaty,щам
473,Kleidung::N,šatstvo,щам
474,Hemd::N,košile,па́нар
475,Kragen::N,límec,сиве
476,Ärmel::N,rukáv,ожа
477,Hose::N,kalhoty,понкст
478,Gürtel::N,pás,каркс
479,Gürtel::N,opasek,каркс
480,Mütze::N,čepice,вазь
481,Schuh::N,bota,башма́к
482,Stiefel::N,holínka,кя́ме
483,Ring::N,prsten,суркс
484,Band::N,pásek,керькс
485,Band::N,pásek,лента
486,Kamm::N,hřeben,сюрьхцем
487,Spiegel::N,zrcadlo,ванома
488,Riemen::N,řemen,шнань каркс
489,Schnur::N,šňůra,пикс
490,Schnur::N,šňůra,карькскя
491,Leine::N,vodítko,вядьме
492,Decke::N,pokrývka,вельхкс
493,Decke::N,přikrývka,вельхкс
494,Kissen::N,polštář,тоду
495,Tuch::N,šátek,руця́
496,Handtuch::N,ručník,на́рдама
497,Kraft::N,síla,вий
498,Stärke::N,síla,вииши
499,Gesundheit::N,zdraví,шумбраши́
500,Krankheit::N,nemoc,урма́
501,Krankheit::N,nemoc,сярядема
502,Krankheit::N,choroba,урма́
503,Krankheit::N,choroba,сярядема
504,Schmerz::N,bolest,маряма
505,Wunde::N,rána,керф
506,Fieber::N,horečka,маштыкс
507,Arznei::N,lék,надо́бья
508,Arznei::N,lék,пъчка́фтома
509,Brücke::N,most,седь
510,Brunnen::N,studna,эши
511,Weide::N,pastva,ванома васта
512,Weide::N,pastvina,ванома васта
513,Pfad::N,pěšina,ян
514,Pfad::N,pěšina,киня́
515,Weg::N,cesta,ки
516,Straße::N,silnice,ки
517,Dorf::N,vesnice,веле
518,Stadt::N,město,ош
519,Brief::N,dopis,сёрма
520,Buch::N,kniha,книга
521,Buchstabe::N,písmeno,бу́ква
522,Zeitung::N,noviny,газе́та
523,Leben::N,život,эряф
524,Leben::N,život,эряма
525,Tod::N,smrt,кулома́
526,Grab::N,hrob,калма
527,Kirche::N,kostel,це́рькав
528,Sünde::N,hřích,пежеть
529,Sünde::N,hřích,муворкс
530,Gott::N,bůh,шкай
531,Arbeiter::N,dělník,трудендай
532,Arbeiter::N,dělník,работник
533,Arbeiter::N,pracovník,трудендай
534,Arbeiter::N,pracovník,работник
535,Chef::N,šéf,азор
536,Chef::N,šéf,оцюня
537,Chef::N,vedoucí,азор
538,Chef::N,vedoucí,оцюня
539,Meister::N,mistr,мастяр
540,Arzt::N,lékař,врач
541,Arzt::N,lékař,доктор
542,Lehrer::N,učitel,учи́тель
543,Geld::N,peníze,ярмакт
544,Geschäft::N,obchod,ладяфкс
545,Geschäft::N,obchod,ладяф тев
546,Laden::N,krám,ла́вка
547,Preis::N,cena,питне
548,Ware::N,zboží,миф
549,Ware::N,zboží,ра́маф
550,Nutzen::N,užitek,пара
551,Nutzen::N,užitek,лезкс
552,Reichtum::N,bohatství,ко́зяши
553,Welt::N,svět,свет
554,Land::N,země,мастор
555,Staat::N,stát,государства
556,König::N,král,король
557,Macht::N,moc,азорондама
558,Macht::N,moc,азорксши
559,Macht::N,mocnost,азорондама
560,Macht::N,mocnost,азорксши
561,Grenze::N,hranice,ёткаян
562,Krieg::N,válka,война́
563,Feind::N,nepřítel,душман
564,Feind::N,nepřítel,каршек тюри
565,Gewalt::N,násilí,наругама
566,Kampf::N,boj,тюрема́
567,Bogen[Waffe]::N,luk,нал
568,Pfeil::N,šíp,нал
569,Gewehr::N,puška,винто́вка
570,Gewehr::N,ručnice,винто́вка
571,Fehler::N,chyba,эльбядькс
572,Lüge::N,lež,васькафнема
573,Schaden::N,škoda,зия́н
574,Unglück::N,neštěstí,зия́н
575,Schuld::N,vina,муворши
576,Alter::N,věk,эряф кизот
577,Alter::N,věk,эряфонь пинге
578,Schluss::N,konec,пе
579,Zeit::N,čas,пинге
580,Tag::N,den,ши
581,Morgen::N,ráno,шобдава
582,Morgen::N,jitro,шобдава
583,Mittag::N,poledne,шикучка
584,Abend::N,večer,иля́дь
585,Nacht::N,noc,ве
586,Woche::N,týden,недя́ля
587,Monat::N,měsíc,ков
588,Jahr::N,rok,киза
589,Frühling::N,jaro,тунда́
590,Sommer::N,léto,киза
591,Herbst::N,podzim,сёксе
592,Winter::N,zima,тяла
593,Januar::N,leden,кельмеков
594,Februar::N,únor,уфайков
595,März::N,březen,марайков
596,April::N,duben,шудиков
597,Mai::N,květen,панжиков
598,Juni::N,červen,лямбеков
599,Juli::N,červenec,псиков
600,August::N,srpen,сёроньков
601,September::N,září,тюжягов
602,Oktober::N,říjen,кельмазаков
603,November::N,listopad,эйндамков
604,Dezember::N,prosinec,кучкаков
605,Montag::N,pondělí,одговши
606,Montag::N,pondělek,одговши
607,Dienstag::N,úterý,ша́вши
608,Mittwoch::N,středa,вержи
609,Donnerstag::N,čtvrtek,шува́ланя
610,Freitag::N,pátek,пя́денця
611,Samstag::N,sobota,ёткши
612,Sonntag::N,neděle,таргоши
613,groß::A,velký,оцю
614,klein::A,malý,ёмла
615,lang::A,dlouhý,кува́ка
616,kurz::A,krátký,нюрьхкя́ня
617,breit::A,široký,кели
618,schmal::A,úzký,тяйня
619,dicht::A,hustý,сиде
620,dicht::A,hustý,туста
621,dick[Gegenstand]::A,tlustý,эчке
622,dünn::A,tenký,шува́ня
623,fein::A,jemný,шува́ня
624,fest::A,pevný,кеме
625,flach::A,plochý,лапш
626,flach::A,placatý,лапш
627,glatt::A,hladký,вадяв
628,glatt::A,hladký,такор
629,hart::A,tvrdý,калгода
630,weich::A,měkký,ляпе
631,rund::A,kulatý,кру́глай
632,rund::A,okrouhlý,кру́глай
633,spitz::A,špičatý,ботаз
634,spitz::A,špičatý,оржа
635,scharf::A,ostrý,оржа
636,stumpf::A,tupý,ношка
637,schwer::A,těžký,стака
638,schön::A,pěkný,мазы
639,schön::A,krásný,мазы
640,heiß::A,horký,пси
641,warm::A,teplý,лямбе
642,kalt::A,studený,кельме
643,kühl::A,chladný,эше
644,frisch::A,svěží,свежай
645,feucht::A,vlhký,летьке
646,nass::A,mokrý,начка
647,trocken::A,suchý,коське
648,voll::A,plný,пяшксе
649,leer::A,prázdný,шава
650,offen::A,otevřený,панжада
651,offen::A,otevřený,виде
652,geschlossen::A,zavřený,пякстаф
653,geschlossen::A,zavřený,сёлгф
654,sauber::A,čistý,ару
655,schmutzig::A,špinavý,рда́зу
656,schmutzig::A,špinavý,пя́ндра
657,roh::A,syrový,верок
658,reif::A,zralý,ке́нерьф
659,lecker::A,chutný,танцти
660,süß::A,sladký,ламбама
661,bitter::A,hořký,сяпи
662,sauer::A,kyselý,шапама
663,hell::A,světlý,валда
664,dunkel::A,temný,шобда
665,schwarz::A,černý,равжа
666,weiß::A,bílý,акша
667,rot::A,rudý,якстерь
668,rot::A,červený,якстерь
669,gelb::A,žlutý,тюжя́
670,blau::A,modrý,сенем
671,grün::A,zelený,пиже
672,grün::A,zelený,сянгяря
673,grau::A,šedý,уле
674,grau::A,šedivý,уле
675,bunt::A,pestrý,сёрмав
676,billig::A,levný,у́цез
677,billig::A,levný,аф пи́тни
678,billig::A,laciný,у́цез
679,billig::A,laciný,аф пи́тни
680,teuer::A,drahý,пи́тни
681,wertvoll::A,cenný,питни
682,blind::A,slepý,сокор
683,taub::A,hluchý,пярав
684,kräftig::A,silný,пяк вии
685,stark::A,silný,вии
686,schwach::A,slabý,лафча
687,fett::A,tučný,куя́
688,fett::A,tlustý,куя́
689,schlank::A,štíhlý,виде ронга
690,hübsch::A,hezký,мазы
691,böse::A,zlý,кяжи
692,dumm::A,hloupý,аф ёню
693,dumm::A,hloupý,шава пря
694,faul::A,líný,нола
695,fleißig::A,pilný,ку́лхцонды
696,geizig::A,lakomý,кирьжя
697,geizig::A,lakomý,жаднай
698,klug::A,chytrý,ёню
699,klug::A,chytrý,пря́ви
700,geschickt::A,šikovný,маштозь тиф
701,lieb::A,milý,цебярь
702,lustig::A,veselý,ра́хси
703,sanft::A,mírný,сетьме
704,hungrig::A,hladový,вача
705,hungrig::A,hladový,вачеда
706,krank::A,nemocný,сяряди
707,nackt::A,nahý,штада
708,nackt::A,nahý,кърхтапа
709,traurig::A,smutný,ла́жнай
710,traurig::A,truchlivý,ла́жнай
711,lebendig::A,živý,эряй
712,gut::A,dobrý,пара
713,gut::A,dobrý,цебярь
714,schlecht::A,špatný,кальдяв
715,richtig::A,pravý,виде
716,richtig::A,správný,виде
717,schlimm::A,zlý,кальдяв
718,wahr::A,pravdivý,афкуксонь
719,alt::A,starý,ташта
720,neu::A,nový,од
721,ehemalig::A,bývalý,и́нгольдень
722,alt[Lebewesen]::A,starý,сире
723,jung::A,mladý,од
724,arm::A,chudý,а́шу
725,reich::A,bohatý,козя
726,bekannt::A,známý,содаф
727,berühmt::A,slavný,содавикс
728,fremd::A,cizí,лия
729,fremd::A,cizí,аф содаф
730,verschieden::A,různý,аф фкя ла́цонь
731,verschieden::A,rozličný,аф фкя ла́цонь
732,nah::A,blízký,мала
733,nah::A,blízký,аф ичкоздень
734,fern::A,daleký,и́чкоздень
735,fern::A,daleký,куна́рдонь
736,linker::A,levý,кержи
737,rechter::A,pravý,види
738,anderer::A,jiný,лия
739,erster::A,první,васенце
740,zweiter::A,druhý,омбоце
741,dritter::A,třetí,колмоце
742,letzter::A,poslední,ме́кольце
743,allein::ADV,sám,ськамонза
744,auf einmal::ADV,najednou,вихцок
745,zusammen::ADV,spolu,марс
746,zusammen::ADV,spolu,ма́рса
747,zusammen::ADV,dohromady,марс
748,zusammen::ADV,dohromady,ма́рса
749,lange::ADV,dlouho,кува́тьс
750,plötzlich::ADV,vtom,а́пак учт
751,plötzlich::ADV,náhle,а́пак учт
752,sofort::ADV,hned,тяникиге
753,sofort::ADV,ihned,тяникиге
754,später::ADV,později,ме́ле
755,jetzt::ADV,teď,тяни
756,jetzt::ADV,nyní,тяни
757,heute::ADV,dnes,тячи
758,heute::ADV,dneska,тячи
759,morgen::ADV,zítra,ва́нды
760,bald::ADV,brzo,курок
761,dann::ADV,pak,меле
762,dann::ADV,pak,сяда меле
763,dann::ADV,potom,меле
764,dann::ADV,potom,сяда меле
765,gestern::ADV,včera,ися́к
766,einst::ADV,kdysi,весть
767,einst::ADV,kdysi,мзя́рда-бди
768,damals::ADV,tehdy,эста
769,damals::ADV,tenkrát,эста
770,danach::ADV,podle toho,меле
771,vorher::ADV,dříve,инголи
772,vorher::ADV,napřed,инголи
773,zuerst::ADV,nejprve,ва́сенда
774,zuerst::ADV,nejdříve,ва́сенда
775,einmal::ADV,jednou,весть
776,manchmal::ADV,někdy,лия́ста
777,manchmal::ADV,někdy,ко́ста-ко́ста
778,oft::ADV,často,си́деста
779,immer::ADV,vždy,фалу
780,immer::ADV,vždy,най
781,immer::ADV,stále,фалу
782,immer::ADV,stále,най
783,niemals::ADV,nikdy,аф мзя́рдонга
784,hier::ADV,zde,тяса
785,hier::ADV,tady,тяса
786,hierhin::ADV,sem,сей
787,hierhin::ADV,sem,тяза
788,von hier::ADV,odtud,тя́ста
789,dort::ADV,tam,тоса
790,dorthin::ADV,tam,тов
791,dorthin::ADV,tam,тоза
792,geradeaus::ADV,rovně,ви́деста
793,vorwärts::ADV,kupředu,и́нголи
794,rückwärts::ADV,zpět,ме́ки
795,zurück::ADV,zpět,ме́ки
796,zurück::ADV,nazpět,ме́ки
797,unten::ADV,dole,ала
798,hinab::ADV,dolů,алу
799,oben::ADV,nahoře,вяре
800,oben::ADV,navrchu,вяре
801,hinauf::ADV,nahoru,вяри
802,überall::ADV,všude,се́мбе ва́стова
803,nicht::ADV,ne,аф
804,ein wenig::ADV,trochu,аф лама
