,Concept_ID,hy,cs
369,Gang::N,զբոսանք,chodba
370,Schritt::N,քայլ,krok
371,Norden::N,հյուսիս,sever
372,Süden::N,հարավ,jih
373,Westen::N,արեւմուտք,západ
374,Osten::N,արեւելք,východ
375,Holz::N,փայտ,dřevo
376,Brett::N,տախտակ,prkno
377,Platte::N,թիթեղ,deska
378,Stütze::N,նեցուկ,opěra
379,Stange::N,ձող,tyč
380,Stange::N,ձող,tyčka
381,Stock::N,փայտ,hůlka
382,Stab::N,ցուպ,hůl
383,Stab::N,գավազան,hůl
384,Rohr::N,խողովակ,trubka
385,Haus::N,տուն,dům
386,Heim::N,տուն,domov
387,Ofen::N,վառարան,kamna
388,Fußboden::N,հատակ,podlaha
389,Tisch::N,սեղան,stůl
390,Stuhl::N,աթոռ,židle
391,Wiege::N,օրորոց,kolébka
392,Bett::N,անկողին,postel
393,Regal::N,դարակ,regál
394,Regal::N,դարակ,police
395,Kiste::N,տուփ,bedna
396,Fenster::N,պատուհան,okno
397,Tür::N,դուռ,dveře
398,Tor::N,դարպաս,vrata
399,Zaun::N,ցանկապատ,plot
400,Dach::N,տանիք,střecha
401,Dach::N,կտուր,střecha
402,Leiter::N,սանդուղք,žebřík
403,Besen::N,ավել,koště
404,Besen::N,ավել,smeták
405,Spaten::N,բահ,rýč
406,Schaufel::N,թի,lopata
407,Gabel::N,պատառաքաղ,vidlička
408,Löffel::N,գդալ,lžíce
409,Messer::N,դանակ,nůž
410,Nagel::N,մեխ,hřebík
411,Netz::N,ցանց,síť
412,Haken::N,կարթ,hák
413,Griff::N,կոթ,držadlo
414,Griff::N,բռնակ,držadlo
415,Schloss::N,կողպեք,zámek
416,Bild::N,նկար,obraz
417,Bild::N,պատկեր,obraz
418,Figur::N,քանդակ,figura
419,Figur::N,պատկեր,figura
420,Puppe::N,տիկնիկ,panenka
421,Beutel::N,տոպրակ,pytlík
422,Bündel::N,կապոց,svazek
423,Tasche::N,պայուսակ,taška
424,Tasche::N,պայուսակ,brašna
425,Eimer::N,դույլ,kýbl
426,Eimer::N,դույլ,vědro
427,Deckel::N,կափարիչ,víko
428,Deckel::N,կափարիչ,příklop
429,Geschirr::N,ամանեղեն,nádobí
430,Sack::N,պարկ,pytel
431,Sack::N,տոպրակ,pytel
432,Tasse::N,թաս,šálek
433,Tasse::N,գավաթ,šálek
434,Topf::N,անոթ,hrnec
435,Kessel::N,կաթսա,kotel
436,Essen::N,կերակուր,jídlo
437,Nahrung::N,ուտելիք,strava
438,Nahrung::N,ուտելիք,potrava
439,Speise::N,խորտիկ,jídlo
440,Speise::N,կերակուր,jídlo
441,Fleisch::N,միս,maso
442,Getreide::N,հացահատիկ,obilí
443,Brei::N,լանդակ,kaše
444,Brot::N,հաց,chléb
445,Scheibe::N,կտոր,krajíc
446,Scheibe::N,պատառ,krajíc
447,Fett::N,ճարպ,tuk
448,Fett::N,ճարպ,omastek
449,Butter::N,կարագ,máslo
450,Öl::N,ձեթ,olej
451,Salz::N,աղ,sůl
452,Suppe::N,սուպ,polévka
453,Suppe::N,ապուր,polévka
454,Honig::N,մեղր,med
455,Milch::N,կաթ,mléko
456,Tee::N,թեյ,čaj
457,Leder::N,կաշի,kůže
458,Wolle::N,բուրդ,vlna
459,Stoff::N,գործվածք,látka
460,Nadel::N,ասեղ,jehla
461,Faden::N,թել,nit
462,Knopf::N,կոճակ,knoflík
463,Knoten::N,հանգույց,uzel
464,Farbe::N,ներկ,barva
465,Kleidung::N,հագուստ,šaty
466,Kleidung::N,հագուստ,šatstvo
467,Hemd::N,վերնաշապիկ,košile
468,Kragen::N,օձիք,límec
469,Ärmel::N,թեւք,rukáv
470,Hose::N,շալվար,kalhoty
471,Gürtel::N,գոտի,pás
472,Gürtel::N,գոտի,opasek
473,Mütze::N,կեպի,čepice
474,Schuh::N,կոշիկ,bota
475,Stiefel::N,երկարաճիթ կոշիկ,holínka
476,Ring::N,զնգալ,prsten
477,Band::N,ժապավեն,pásek
478,Kamm::N,սանր,hřeben
479,Spiegel::N,հայելի,zrcadlo
480,Riemen::N,փոկ,řemen
481,Schnur::N,լար,šňůra
482,Leine::N,փոկ,vodítko
483,Decke::N,վերմակ,pokrývka
484,Decke::N,վերմակ,přikrývka
485,Kissen::N,բարձ,polštář
486,Tuch::N,թաշկինակ,šátek
487,Handtuch::N,սրբիչ,ručník
488,Kraft::N,ուժ,síla
489,Stärke::N,պնդություն,síla
490,Stärke::N,ամրություն,síla
491,Gesundheit::N,առողջություն,zdraví
492,Krankheit::N,ախտ,nemoc
493,Krankheit::N,ախտ,choroba
494,Krankheit::N,հիվանդություն,nemoc
495,Krankheit::N,հիվանդություն,choroba
496,Schmerz::N,ցավ,bolest
497,Schmerz::N,տանջանք,bolest
498,Wunde::N,վերք,rána
499,Fieber::N,տենդ,horečka
500,Arznei::N,դեղ,lék
501,Brücke::N,կամուրջ,most
502,Brunnen::N,հոր,studna
503,Brunnen::N,ջրհոր,studna
504,Weide::N,արոտավայր,pastva
505,Weide::N,արոտավայր,pastvina
506,Pfad::N,արահետ,pěšina
507,Weg::N,ուղի,cesta
508,Straße::N,ճանապարհ,silnice
509,Dorf::N,գյուղ,vesnice
510,Stadt::N,քաղաք,město
511,Brief::N,նամակ,dopis
512,Buch::N,գիրք,kniha
513,Buchstabe::N,տառ,písmeno
514,Buchstabe::N,գիր,písmeno
515,Zeitung::N,լրագիր,noviny
516,Leben::N,կյանք,život
517,Tod::N,մահ,smrt
518,Grab::N,գերեզման,hrob
519,Kirche::N,եկեղեցի,kostel
520,Sünde::N,մեղք,hřích
521,Gott::N,աստված,bůh
522,Arbeiter::N,բանվոր,dělník
523,Arbeiter::N,բանվոր,pracovník
524,Arbeiter::N,աշխատող,dělník
525,Arbeiter::N,աշխատող,pracovník
526,Chef::N,տեր,šéf
527,Chef::N,տեր,vedoucí
528,Meister::N,վարպետ,mistr
529,Arzt::N,բժիշկ,lékař
530,Lehrer::N,ուսուցիչ,učitel
531,Geld::N,փող,peníze
532,Geschäft::N,գործ,obchod
533,Geschäft::N,աշխատանք,obchod
534,Laden::N,կրպակ,krám
535,Laden::N,խանութ,krám
536,Preis::N,գին,cena
537,Ware::N,ապրանք,zboží
538,Nutzen::N,օգուտ,užitek
539,Reichtum::N,հարստություն,bohatství
540,Welt::N,աշխարհ,svět
541,Land::N,երկիր,země
542,Staat::N,պետություն,stát
543,König::N,արքա,král
544,König::N,թագավոր,král
545,Macht::N,իշխանություն,moc
546,Macht::N,իշխանություն,mocnost
547,Grenze::N,սահման,hranice
548,Krieg::N,պատերազմ,válka
549,Feind::N,թշնամի,nepřítel
550,Gewalt::N,բռնություն,násilí
551,Gewalt::N,սաստկություն,násilí
552,Kampf::N,մարտ,boj
553,Bogen[Waffe]::N,աղեղ,luk
554,Pfeil::N,նետ,šíp
555,Gewehr::N,հրացան,puška
556,Gewehr::N,հրացան,ručnice
557,Fehler::N,սխալ,chyba
558,Lüge::N,սուտ,lež
559,Schaden::N,վնաս,škoda
560,Unglück::N,դժբախտություն,neštěstí
561,Schuld::N,պակասություն,vina
562,Alter::N,հասակ,věk
563,Schluss::N,վերջ,konec
564,Schluss::N,վախճան,konec
565,Zeit::N,ժամանակ,čas
566,Tag::N,օր,den
567,Morgen::N,առավոտ,ráno
568,Morgen::N,առավոտ,jitro
569,Mittag::N,կեսօր,poledne
570,Abend::N,երեկո,večer
571,Nacht::N,գիշեր,noc
572,Woche::N,շաբաթ,týden
573,Monat::N,ամիս,měsíc
574,Jahr::N,տարի,rok
575,Frühling::N,գարուն,jaro
576,Sommer::N,ամառ,léto
577,Herbst::N,աշուն,podzim
578,Winter::N,ձմեռ,zima
579,Januar::N,հունվար,leden
580,Februar::N,փետրվար,únor
581,März::N,մարտ,březen
582,April::N,ապրիլ,duben
583,Mai::N,մայիս,květen
584,Juni::N,հունիս,červen
585,Juli::N,հուլիս,červenec
586,August::N,օգոստոս,srpen
587,September::N,սեպտեմբեր,září
588,Oktober::N,հոկտեմբեր,říjen
589,November::N,նոյեմբեր,listopad
590,Dezember::N,դեկտեմբեր,prosinec
591,Montag::N,երկուշաբթի,pondělí
592,Montag::N,երկուշաբթի,pondělek
593,Dienstag::N,երեքշաբթի,úterý
594,Mittwoch::N,չորեքշաբթի,středa
595,Donnerstag::N,հինգշաբթի,čtvrtek
596,Freitag::N,ուրբաթ,pátek
597,Samstag::N,շաբաթ,sobota
598,Sonntag::N,կիրակի,neděle
599,groß::A,մեծ,velký
600,groß::A,խոշոր,velký
601,klein::A,պստիկ,malý
602,klein::A,փոքրիկ,malý
603,lang::A,երկար,dlouhý
604,kurz::A,կարճ,krátký
605,breit::A,լայն,široký
606,schmal::A,նեղ,úzký
607,dicht::A,խիտ,hustý
608,dick[Gegenstand]::A,հաստ,tlustý
609,dünn::A,բարակ,tenký
610,fein::A,նուրբ,jemný
611,fest::A,ամուր,pevný
612,fest::A,պինդ,pevný
613,flach::A,տափակ,plochý
614,flach::A,տափակ,placatý
615,glatt::A,հարթ,hladký
616,hart::A,կարծր,tvrdý
617,weich::A,մեղմ,měkký
618,weich::A,փափուկ,měkký
619,rund::A,կլոր,kulatý
620,rund::A,կլոր,okrouhlý
621,spitz::A,սրածայր,špičatý
622,scharf::A,սուր,ostrý
623,stumpf::A,գուլ,tupý
624,schwer::A,ծանր,těžký
625,schön::A,սիրուն,pěkný
626,schön::A,սիրուն,krásný
627,schön::A,գեղեցիկ,pěkný
628,schön::A,գեղեցիկ,krásný
629,heiß::A,թեժ,horký
630,warm::A,տաք,teplý
631,warm::A,ջերմ,teplý
632,kalt::A,ցուրտ,studený
633,kühl::A,զով,chladný
634,frisch::A,թարմ,svěží
635,feucht::A,ղոնավ,vlhký
636,nass::A,թաց,mokrý
637,trocken::A,ցամաք,suchý
638,voll::A,լի,plný
639,voll::A,լիքը,plný
640,leer::A,դատարկ,prázdný
641,offen::A,բաց,otevřený
642,geschlossen::A,գոց,zavřený
643,sauber::A,մաքուր,čistý
644,schmutzig::A,կեղտոտ,špinavý
645,roh::A,հում,syrový
646,reif::A,հասած,zralý
647,reif::A,հասուն,zralý
648,lecker::A,համեղ,chutný
649,süß::A,անուշ,sladký
650,bitter::A,կծու,hořký
651,sauer::A,թթու,kyselý
652,sauer::A,թթված,kyselý
653,hell::A,պայծառ,světlý
654,hell::A,խելամիտ,světlý
655,dunkel::A,մութ,temný
656,schwarz::A,սեւ,černý
657,weiß::A,սպիտակ,bílý
658,rot::A,կարմիր,rudý
659,rot::A,կարմիր,červený
660,gelb::A,դեղին,žlutý
661,blau::A,կապույտ,modrý
662,grün::A,կանաչ,zelený
663,grau::A,գորշ,šedý
664,grau::A,գորշ,šedivý
665,bunt::A,գոյնզգոյն,pestrý
666,billig::A,էժան,levný
667,billig::A,էժան,laciný
668,teuer::A,թանկ,drahý
669,wertvoll::A,թանկարժեք,cenný
670,blind::A,կույր,slepý
671,taub::A,խուլ,hluchý
672,kräftig::A,հզոր,silný
673,stark::A,ուժեղ,silný
674,schwach::A,տկար,slabý
675,schwach::A,թույլ,slabý
676,fett::A,գեր,tučný
677,fett::A,գեր,tlustý
678,schlank::A,նիհար,štíhlý
679,hübsch::A,գրավիչ,hezký
680,hübsch::A,սիրունիկ,hezký
681,böse::A,չար,zlý
682,dumm::A,հիմար,hloupý
683,faul::A,ծույլ,líný
684,fleißig::A,ջանասեր,pilný
685,fleißig::A,փութաջան,pilný
686,geizig::A,ագահ,lakomý
687,geizig::A,կծծի,lakomý
688,klug::A,խելոք,chytrý
689,klug::A,ընդունակ,chytrý
690,geschickt::A,ճարտար,šikovný
691,lieb::A,սիրելի,milý
692,lustig::A,զվարթ,veselý
693,sanft::A,հեզ,mírný
694,hungrig::A,քաղցած,hladový
695,krank::A,հիվանդ,nemocný
696,nackt::A,մերկ,nahý
697,traurig::A,տխուր,smutný
698,traurig::A,տխուր,truchlivý
699,lebendig::A,կենդանի,živý
700,gut::A,լավ,dobrý
701,schlecht::A,վատ,špatný
702,richtig::A,ձիշտ,pravý
703,richtig::A,ձիշտ,správný
704,schlimm::A,լղրճուկ,zlý
705,wahr::A,ճիշտ,pravdivý
706,wahr::A,իրական,pravdivý
707,alt::A,հին,starý
708,neu::A,նոր,nový
709,ehemalig::A,նախկին,bývalý
710,alt[Lebewesen]::A,ծեր,starý
711,alt[Lebewesen]::A,պառավ,starý
712,jung::A,մատաղ,mladý
713,arm::A,աղքատ,chudý
714,reich::A,հարուստ,bohatý
715,bekannt::A,ծանոթ,známý
716,berühmt::A,հայտնի,slavný
717,berühmt::A,հռչակավոր,slavný
718,fremd::A,օտար,cizí
719,verschieden::A,տարբեր,různý
720,verschieden::A,տարբեր,rozličný
721,nah::A,մոտ,blízký
722,nah::A,մերձ,blízký
723,fern::A,հեռավոր,daleký
724,linker::A,ձախ,levý
725,rechter::A,աջ,pravý
726,anderer::A,այլ,jiný
727,anderer::A,ուրիշ,jiný
728,erster::A,առաջին,první
729,zweiter::A,երկրորդ,druhý
730,dritter::A,երրորդ,třetí
731,letzter::A,վերջին,poslední
732,allein::ADV,միայնակ,sám
733,auf einmal::ADV,միասնաբար,najednou
734,zusammen::ADV,միասին,spolu
735,zusammen::ADV,միասին,dohromady
736,zusammen::ADV,իրար հետ,spolu
737,zusammen::ADV,իրար հետ,dohromady
738,lange::ADV,երկար ժամանակ,dlouho
739,plötzlich::ADV,հանկարծ,vtom
740,plötzlich::ADV,հանկարծ,náhle
741,sofort::ADV,իսկույն,hned
742,sofort::ADV,իսկույն,ihned
743,später::ADV,ավելի ուշ,později
744,später::ADV,հետո,později
745,jetzt::ADV,այժմ,teď
746,jetzt::ADV,այժմ,nyní
747,heute::ADV,այսօր,dnes
748,heute::ADV,այսօր,dneska
749,morgen::ADV,վաղը,zítra
750,bald::ADV,շուտով,brzo
751,dann::ADV,ապա,pak
752,dann::ADV,ապա,potom
753,dann::ADV,հետո,pak
754,dann::ADV,հետո,potom
755,gestern::ADV,երեկ,včera
756,einst::ADV,հին ատեն,kdysi
757,damals::ADV,ատէնին,tehdy
758,damals::ADV,ատէնին,tenkrát
759,danach::ADV,ապա,podle toho
760,danach::ADV,այն ժամանակ,podle toho
761,vorher::ADV,առաջ,dříve
762,vorher::ADV,առաջ,napřed
763,zuerst::ADV,նախ,nejprve
764,zuerst::ADV,նախ,nejdříve
