,Concept_ID,udm,nl
819,hinauf::ADV,выллань,naar boven
820,überall::ADV,котькытын,alom
821,überall::ADV,котькытын,overal
822,überall::ADV,пасьтана,alom
823,überall::ADV,пасьтана,overal
824,nicht::ADV,уз,niet
825,ein wenig::ADV,ичи,wat
826,ein wenig::ADV,ӧжыт,wat
827,ein wenig::ADV,огшап,wat
828,kaum::ADV,муртса,amper
829,kaum::ADV,муртса,nauwelijks
830,sehr::ADV,туж,erg
831,sehr::ADV,туж,zeer
832,sehr::ADV,лекос,erg
833,sehr::ADV,лекос,zeer
834,so::ADV,озьы,zo
835,so::ADV,тазьы,zo
836,noch::ADV,на,nog
837,nur::ADV,гинэ,maar
838,nur::ADV,гинэ,alleen
839,schon::ADV,ни,al
840,schon::ADV,ни,reeds
841,schon::ADV,ини,al
842,schon::ADV,ини,reeds
843,wieder::ADV,нош,weer
844,wieder::ADV,нош,terug
845,wieder::ADV,кайта,weer
846,wieder::ADV,кайта,terug
847,vergebens::ADV,юнме,vergeefs
848,vergebens::ADV,юнме,tevergeefs
849,vor::PRP,азьын,voor
850,hinter::PRP,берын,achter
851,hinter::PRP,бӧрсьы,achter
852,unter::PRP,улын,onder
853,unter::PRP,улын,beneden
854,durch::PRP,пыр,door
855,durch::PRP,пыртӥ,door
856,neben::PRP,бордын,naast
857,zwischen::PRP,вискын,tussen
858,wegen::PRP,сэрен,wegens
859,wegen::PRP,сэрен,vanwege
860,dies::PRN,та,dit
861,das::PRN,со,dat
862,alles::PRN,ваньмыз,alles
863,ich::PRN,мон,ik
864,du::PRN,тон,je
865,du::PRN,тон,jij
866,er::PRN,со,hij
867,wir::PRN,ми,we
868,wir::PRN,ми,wij
869,ihr::PRN,тӥ,jullie
870,sie::PRN,соос,ze
871,sie::PRN,соос,zij
872,was::FPRN,ма,wat
873,wer::FPRN,кин,wie
874,wo::FADV,кытын,waar
875,wohin::FADV,кытчы,waarheen
876,wie::FADV,кызьы,hoe
877,warum::FADV,малы,waarom
878,wieviel::FNUM,кӧня,hoeveel
879,eins::NUM,одӥг,één
880,zwei::NUM,кык,twee
881,drei::NUM,куинь,drie
882,vier::NUM,ньыль,vier
883,fünf::NUM,вить,vijf
884,sechs::NUM,куать,zes
885,sieben::NUM,сизьым,zeven
886,acht::NUM,тямыс,acht
887,neun::NUM,укмыс,negen
888,zehn::NUM,дас,tien
889,elf::NUM,дас одӥг,elf
890,zwölf::NUM,дас кык,twaalf
891,zwanzig::NUM,кызь,twintig
892,dreißig::NUM,куамын,dertig
893,vierzig::NUM,ньыльдон,veertig
894,fünfzig::NUM,витьтон,vijftig
895,sechzig::NUM,куатьтон,zestig
896,siebzig::NUM,сизьымдон,zeventig
897,achtzig::NUM,тямыстон,tachtig
898,neunzig::NUM,укмыстон,negentig
899,hundert::NUM,сю,honderd
900,tausend::NUM,сюрс,duizend
901,und::CNJ,и,en
902,und::CNJ,но,en
903,oder::CNJ,яке,of
904,stehen::V,сылыны,staan
905,sitzen::V,пукыны,zitten
906,liegen::V,кылльыны,liggen
907,hängen::V,ошкыса улыны,hangen
908,werden::V,луыны,worden
909,passieren::V,луыны,gebeuren
910,beginnen::V,кутскыны,beginnen
911,enden::V,бырыны,eindigen
912,wechseln::V,воштӥськыны,wijzigen
913,wechseln::V,воштӥськыны,veranderen
914,aufgehen[Sonne]::V,ӝужаны,opgaan
915,untergehen[Sonne]::V,пуксьыны,ondergaan
916,scheinen[Sonne]::V,пиштыны,schijnen
917,scheinen[Sonne]::V,чиляны,schijnen
918,donnern::V,гудыръяны,donderen
919,wehen::V,пелляськыны,waaien
920,strömen::V,киськыны,stromen
921,strömen::V,исьтӥськыны,stromen
922,fließen::V,бызьыны,vloeien
923,sich drehen::V,берганы,draaien
924,sich drehen::V,берганы,zich draaien
925,schwanken::V,вошъяськыны,wankelen
926,schwingen::V,шонаськыны,zwieren
927,fallen::V,усьыны,vallen
928,brennen::V,ӝуаны,branden
929,rauchen::V,ӵындыны,roken
930,regnen::V,зорыны,regenen
931,gefrieren::V,кынмыны,bevriezen
932,tauen::V,шунаны,dooien
933,schmelzen::V,шунаны,smelten
934,trocknen::V,куасьмыны,drogen
935,sieden::V,пӧзьыны,koken
936,sieden::V,пӧзьыны,zieden
937,faulen::V,сисьмыны,rotten
938,verfaulen::V,сисьмыны,verrotten
939,reißen::V,кеськыны,scheuren
940,versinken::V,выйыны,verzinken
941,vergehen::V,ортчыны,vergaan
942,erscheinen::V,адскыны,opdagen
943,erscheinen::V,адскыны,verschijnen
944,verschwinden::V,бырыны,verdwijnen
945,sinken::V,усьыны,zinken
946,abnehmen::V,синыны,afnemen
947,abnehmen::V,синыны,verminderen
948,zunehmen::V,йылыны,toenemen
949,steigen::V,лӧпкыны,stijgen
950,steigen::V,лӧпкыны,omhooggaan
951,wachsen::V,будыны,groeien
952,glänzen::V,чиляны,glanzen
953,glänzen::V,чиляны,schitteren
954,glänzen::V,пиштыны,glanzen
955,glänzen::V,пиштыны,schitteren
956,funkeln::V,чилекъяны,fonkelen
957,lärmen::V,уретыны,lawaai maken
958,lärmen::V,ӵашетыны,lawaai maken
959,läuten::V,жингыртыны,luiden
960,klingeln::V,жингыртыны,bellen
961,klirren::V,жильккетыны,rinkelen
962,brausen::V,лекъяськыны,bruisen
963,rauschen::V,ӵашетыны,ruisen
964,klingen::V,кылӥськыны,klinken
965,bellen::V,утыны,blaffen
966,heulen::V,вузыны,huilen
967,blasen::V,пельтыны,blazen
968,pfeifen::V,шуланы,fluiten
969,schreien::V,черекъяны,gillen
970,schreien::V,черекъяны,schreeuwen
971,schreien::V,кесяськыны,gillen
972,schreien::V,кесяськыны,schreeuwen
973,stöhnen::V,ӝуштыны,steunen
974,zittern::V,дырекъяны,beven
975,zittern::V,дырекъяны,sidderen
976,zittern::V,куалекъяны,beven
977,zittern::V,куалекъяны,sidderen
978,leben::V,улыны,leven
979,geboren werden::V,вордӥськыны,geboren worden
980,atmen::V,шоканы,ademen
981,trinken::V,юыны,drinken
982,essen::V,сиыны,eten
983,schlucken::V,ньылыны,slikken
984,müde werden::V,жадьыны,moe worden
985,einschlafen::V,умме усьыны,inslapen
986,schlafen::V,кӧлыны,slapen
987,aufwachen::V,сайканы,ontwaken
988,aufwachen::V,сайканы,wakker worden
989,aufstehen::V,султыны,opstaan
990,sich erholen::V,шутэтскыны,zich ontspannen
991,krank werden::V,висьыны,ziek worden
992,krank sein::V,висьыны,ziek zijn
993,schmerzen::V,висьыны,pijn doen
994,husten::V,кызыны,hoesten
995,genesen::V,юнматскыны,genezen
996,genesen::V,бурмытскылыны,genezen
997,sterben::V,кулыны,sterven
998,sterben::V,кулыны,overlijden
999,umkommen::V,бырыны,omkomen
1000,sich bewegen::V,вырыны,zich bewegen
1001,sich rühren::V,вырӟыны,zich verroeren
1002,sich rühren::V,вырӟылыны,zich verroeren
1003,sich erheben::V,султыны,oprijzen
1004,sich erheben::V,султыны,verrijzen
1005,sich setzen::V,пуксьыны,gaan zitten
1006,hinfallen::V,усьыны,vallen
1007,hinfallen::V,усьыны,neervallen
1008,laufen::V,мыныны,lopen
1009,schreiten::V,вамышъяны,stappen
1010,schreiten::V,вамышъяны,schrijden
1011,spazierengehen::V,мыныны,gaan wandelen
1012,spazierengehen::V,ветлыны,gaan wandelen
1013,eilen::V,дыртыны,ijlen
1014,eilen::V,дыртыны,haasten
1015,sich beeilen::V,дыртыны,zich haasten
1016,sausen::V,туж ӝог мыныны,stuiven
1017,rennen::V,бызьылыны,rennen
1018,springen::V,тэтчаны,springen
1019,klettern::V,тубаны,klimmen
1020,klettern::V,тубаны,klauteren
1021,schaukeln::V,лэйканы,schommelen
1022,schaukeln::V,шонаськыны,schommelen
1023,kriechen::V,нюж ветлыны,kruipen
1024,schwimmen::V,уяны,zwemmen
1025,tauchen::V,зумылыны,duiken
1026,rudern::V,полсаны,roeien
1027,fahren::V,ветлыны,rijden
1028,fliegen::V,лобаны,vliegen
1029,gehen::V,мыныны,gaan
1030,weggehen::V,кошкыны,weggaan
1031,abfahren::V,кошкыны,vertrekken
1032,anhalten::V,дугдыны,stoppen
1033,anhalten::V,дугдыны,stilhouden
1034,hineingehen::V,пырыны,ingaan
1035,hineingehen::V,пырыны,binnengaan
1036,eintreten::V,пырыны,binnenkomen
1037,kommen::V,вуыны,komen
1038,kommen::V,лыктыны,komen
1039,ankommen::V,вуыны,aankomen
1040,zurückkommen::V,берытскыны,terugkomen
1041,bleiben::V,кыльыны,blijven
1042,warten::V,витьыны,wachten
1043,erwarten::V,витьыны,verwachten
1044,erwarten::V,возьманы,verwachten
1045,suchen::V,утчаны,zoeken
1046,finden::V,шедьтыны,vinden
1047,versuchen::V,турттыны,proberen
1048,versuchen::V,турттыны,beproeven
1049,vorbereiten::V,дасяны,voorbereiden
1050,lieben::V,гажаны,houden van
1051,mögen::V,яратыны,lusten
1052,mögen::V,яратыны,houden van
1053,lachen::V,серекъяны,lachen
1054,rühren::V,сюлме йӧтыны,roeren
1055,weinen::V,бӧрдыны,huilen
1056,weinen::V,бӧрдыны,schreien
1057,schimpfen::V,даллашыны,kijven
1058,schimpfen::V,даллашыны,schelden
1059,sich ärgern::V,лекъяськыны,zich ergeren
1060,sich fürchten::V,кышканы,bang zijn
1061,sich fürchten::V,курданы,bang zijn
1062,fürchten::V,курданы,vrezen
1063,fürchten::V,кышканы,vrezen
1064,fliehen::V,пегӟыны,vluchten
1065,flüchten::V,пегӟыны,ontsnappen
1066,flüchten::V,пегӟыны,ontkomen
1067,sehen::V,адӟыны,zien
1068,anschauen::V,учкыны,aankijken
1069,ansehen::V,учкыны,aanzien
1070,ansehen::V,учкыны,bekijken
1071,hören::V,кылыны,horen
1072,zuhören::V,кылзыны,luisteren
1073,probieren::V,веръяны,proeven
1074,riechen::V,зынъяны,ruiken
1075,fühlen::V,шӧдыны,voelen
1076,scheinen::V,адскыны,lijken
1077,zu sehen sein::V,адӟиськыны,te zien zijn
1078,vernehmen::V,кылыны,vernemen
1079,frieren::V,кынмыны,het koud hebben
1080,tun::V,карыны,doen
1081,können::V,быгатыны,kunnen
1082,wollen::V,потыны,willen
1083,anfangen::V,кутскыны,beginnen
1084,anfangen::V,кутскыны,aanvangen
1085,beenden::V,быдтыны,beëindigen
1086,beenden::V,быдэстыны,beëindigen
1087,aufhören::V,дугдыны,ophouden
1088,gelingen::V,быгатыны,lukken
1089,gelingen::V,быгатыны,gelukken
1090,gelingen::V,луыны,lukken
1091,gelingen::V,луыны,gelukken
1092,geraten::V,лэсяны,uitvallen
1093,öffnen::V,усьтыны,openen
1094,öffnen::V,усьтыны,opendoen
1095,schließen::V,пытсаны,sluiten
1096,schließen::V,пытсаны,dichtdoen
1097,stellen::V,пуктыны,stellen
1098,stellen::V,пуктыны,plaatsen
1099,setzen::V,пуктыны,zetten
1100,setzen::V,пуктыны,plaatsen
1101,legen::V,поныны,leggen
1102,berühren::V,исаны,aanraken
1103,verbinden::V,герӟаны,verbinden
1104,bedecken::V,пытсаны,bedekken
1105,aufhängen::V,ошыны,ophangen
1106,anzünden::V,ӝуатыны,aansteken
1107,aufheben::V,ӝутыны,oprapen
1108,zurücklassen::V,кельтыны,achterlaten
1109,verlieren::V,ыштыны,verliezen
1110,fallen lassen::V,уськытыны,laten vallen
1111,machen::V,лэсьтыны,maken
1112,herstellen::V,лэсьтыны,produceren
1113,herstellen::V,лэсьтыны,voortbrengen
1114,bauen::V,пуктыны,bouwen
1115,reparieren::V,тупатыны,repareren
1116,reparieren::V,тупатыны,herstellen
1117,verbessern::V,умоятыны,verbeteren
1118,ändern::V,воштыны,wijzigen
1119,ändern::V,воштыны,veranderen
1120,graben::V,копаны,graven
1121,beugen::V,губыртыны,buigen
1122,biegen::V,куасаны,buigen
1123,drehen::V,бергатыны,draaien
1124,wenden::V,берыктыны,keren
1125,wenden::V,берыктыны,wenden
1126,umdrehen::V,берыктыны,omdraaien
1127,heben::V,ӝутыны,heffen
1128,heben::V,ӝутыны,optillen
1129,hochheben::V,ӝутъяны,tillen
1130,ergreifen::V,кутыны,pakken
1131,ergreifen::V,кутыны,grijpen
1132,ergreifen::V,кырмыны,pakken
1133,ergreifen::V,кырмыны,grijpen
1134,halten::V,возьыны,houden
1135,drücken::V,зӥбыны,drukken
1136,drücken::V,пачкатыны,drukken
1137,schieben::V,донганы,duwen
1138,schieben::V,донганы,schuiven
1139,kratzen::V,вуштыны,krassen
1140,lecken::V,нюлыны,likken
1141,beißen::V,куртчыны,bijten
1142,abreißen::V,ишкалтыны,afrukken
1143,abreißen::V,ишкалтыны,afscheuren
1144,abschneiden::V,шорыны,afsnijden
1145,abschneiden::V,вандыны,afsnijden
1146,binden::V,керттыны,binden
1147,stecken::V,мертчытыны,steken
1148,brechen::V,тӥяны,breken
1149,klopfen::V,йыганы,kloppen
1150,klopfen::V,шарккетыны,kloppen
1151,hauen::V,жугыны,houwen
1152,hauen::V,тышканы,houwen
1153,kleben::V,лякыны,plakken
1154,reiben::V,зыраны,wrijven
1155,reiben::V,вуштыны,wrijven
1156,streichen::V,зыраны,smeren
1157,schleifen::V,шерыны,slijpen
1158,schneiden::V,вандыны,snijden
1159,rütteln::V,зуркатыны,schudden
1160,schütteln::V,куалекъятыны,schudden
1161,schwenken::V,шонаны,wuiven
1162,schwenken::V,шонаны,zwaaien
1163,schütten::V,лэзьыны,gieten
1164,schütten::V,лэзьыны,storten
1165,füllen::V,тырмытыны,vullen
1166,einwickeln::V,биньыны,inwikkelen
1167,tragen::V,нуыны,dragen
1168,schleppen::V,кыскыны,slepen
1169,ziehen::V,кыскыны,trekken
1170,aufbewahren::V,возьыны,bewaren
1171,werfen::V,куяны,gooien
1172,werfen::V,лэзяны,gooien
1173,fangen::V,кутыны,vangen
1174,packen::V,кутыны,pakken
1175,packen::V,кутыны,vastpakken
1176,packen::V,кырмыны,pakken
1177,packen::V,кырмыны,vastpakken
1178,verstecken::V,ватыны,verstoppen
1179,teilen::V,люкыны,delen
1180,schicken::V,ыстыны,sturen
1181,bringen::V,вайыны,brengen
1182,hinzufügen::V,ватсаны,toevoegen
1183,bekommen::V,басьтыны,verkrijgen
1184,erhalten::V,басьтыны,krijgen
1185,nehmen::V,кутыны,nemen
1186,nehmen::V,басьтыны,nemen
1187,wählen::V,бырйыны,kiezen
1188,wählen::V,бырйыны,verkiezen
1189,auswählen::V,бырйыны,uitkiezen
1190,bewahren::V,возьыны,bewaren
1191,behindern::V,могӟытыны,hinderen
1192,verderben::V,сӧрыны,bederven
1193,beschädigen::V,урод лэсьтыны,beschadigen
1194,zerbrechen::V,сӧрыны,breken
1195,zerbrechen::V,сӧрыны,stukbreken
1196,zerreißen::V,кесяны,scheuren
1197,zerreißen::V,кесяны,verscheuren
1198,zerstören::V,куашкатыны,vernielen
1199,verbrennen::V,сутыны,branden
1200,verbrennen::V,сутыны,verbranden
1201,geben::V,сётыны,geven
1202,reichen::V,сётыны,reiken
1203,reichen::V,сётыны,aanreiken
1204,schenken::V,кузьманы,schenken
1205,versprechen::V,кыл сётыны,beloven
1206,wünschen::V,сӥзьыны,wensen
1207,loben::V,ушъяны,loven
1208,loben::V,ушъяны,prijzen
1209,küssen::V,чупаны,kussen
1210,wiegen::V,веттаны,wiegen
1211,wiegen::V,лэйкатыны,wiegen
1212,zudecken::V,шобыртыны,toedekken
1213,wecken::V,сайкатыны,wekken
1214,zeigen::V,возьматыны,tonen
1215,zeigen::V,возьматыны,wijzen
1216,führen::V,нуыны,voeren
1217,lehren::V,дышетыны,leren
1218,unterrichten::V,дышетыны,onderwijzen
1219,aufziehen::V,будэтыны,grootbrengen
1220,leiten::V,кивалтыны,leiden
1221,antreiben::V,дыртытыны,aandrijven
1222,lassen::V,-ытыны,laten
1223,einladen::V,ӧтьыны,uitnodigen
1224,vereinigen::V,огазеяны,verenigen
1225,besuchen::V,адӟыськыны,bezoeken
1226,treffen::V,пумитаны,treffen
1227,treffen::V,пумитаны,ontmoeten
1228,sich versammeln::V,люкаськыны,zich verzamelen
1229,spielen::V,шудыны,spelen
1230,singen::V,кырӟаны,zingen
1231,tanzen::V,эктыны,dansen
1232,sich trennen::V,люкиськыны,van elkaar gaan
1233,verlassen::V,куштыны,verlaten
1234,retten::V,утьыны,redden
1235,bewachen::V,возьманы,bewaken
1236,schützen::V,утялтыны,beschermen
1237,verteidigen::V,возьманы,verdedigen
1238,sich schlagen::V,жугиськыны,knokken
1239,schießen::V,ыбылӥськны,schieten
1240,siegen::V,вормыны,overwinnen
1241,ärgern::V,вожпоттыны,ergeren
1242,schlagen::V,жуккыны,slaan
1243,treten::V,лёганы,trappen
1244,treten::V,лёганы,schoppen
1245,stechen::V,бышкалтыны,steken
1246,stechen::V,бышкалтыны,prikken
1247,stoßen::V,донгыны,stoten
1248,stehlen::V,вораны,stelen
1249,stehlen::V,лушканы,stelen
1250,stören::V,люкетыны,storen
1251,stören::V,люкетыны,verstoren
1252,belästigen::V,акыльтыны,lastig vallen
1253,belästigen::V,вукылмыны,lastig vallen
1254,verbergen::V,ватыны,verbergen
1255,täuschen::V,алданы,misleiden
1256,betrügen::V,пӧяны,bedriegen
1257,töten::V,виыны,doden
1258,wohnen::V,улыны,wonen
1259,arbeiten::V,ужаны,werken
1260,sammeln::V,бичаны,inzamelen
1261,sammeln::V,бичаны,verzamelen
1262,pflücken::V,ишкыны,plukken
1263,jagen::V,пӧйшураны,jagen
1264,fischen::V,чорыганы,vissen
1265,fassen::V,кутыны,vangen
1266,hüten::V,возьманы,hoeden
1267,treiben::V,улляны,drijven
1268,anbinden::V,думыны,vastbinden
1269,füttern::V,сюдыны,voeren
1270,melken::V,кыскыны,melken
1271,hacken::V,кораны,hakken
1272,gießen::V,киськаны,gieten
1273,reifen::V,вуыны,rijpen
1274,reifen::V,кисьманы,rijpen
1275,zubereiten::V,лесьтыны,klaarmaken
1276,zubereiten::V,лесьтыны,toebereiden
1277,kochen::V,пӧзьтыны,koken
1278,backen::V,пыжыны,bakken
1279,braten::V,пыжыны,braden
1280,umrühren::V,сураны,omroeren
1281,stricken::V,керттыны,breien
1282,nähen::V,вурыны,naaien
1283,färben::V,буяны,verven
1284,färben::V,буяны,kleuren
1285,reinigen::V,сузяны,reinigen
1286,waschen::V,мисьтаськыны,wassen
1287,abwischen::V,ӵушылыны,afvegen
1288,spülen::V,гылъяны,spoelen
1289,spülen::V,гылъяны,afwassen
1290,fegen::V,ӵужыны,vegen
1291,kehren::V,ӵужыны,vegen
1292,baden::V,пыласькыны,baden
1293,sich waschen::V,пыласькыны,zich wassen
1294,ausziehen::V,кыльыны,uittrekken
1295,anziehen::V,дӥсяны,aantrekken
1296,sich anziehen::V,дӥсьяськыны,zich aankleden
1297,kämmen::V,сынаны,kammen
1298,schmücken::V,чеберъяны,tooien
1299,sagen::V,шуыны,zeggen
1300,sagen::V,вераны,zeggen
1301,sprechen::V,вераськыны,spreken
1302,reden::V,вераськыны,praten
1303,sich unterhalten::V,вераськыны,zich onderhouden
1304,fragen::V,юаны,vragen
1305,bitten::V,курыны,vragen
1306,bitten::V,курыны,verzoeken
1307,erzählen::V,вераны,vertellen
1308,erzählen::V,мадьыны,vertellen
1309,mitteilen::V,ивортыны,meedelen
1310,nennen::V,шуыны,noemen
1311,rufen::V,ӧтьыны,roepen
1312,prahlen::V,ушъяськыны,pralen
1313,übersetzen::V,берыктыны,vertalen
1314,denken::V,малпаны,denken
1315,glauben::V,оскыны,geloven
1316,bemerken::V,адӟыны,bemerken
1317,erkennen::V,тодыны,herkennen
1318,begreifen::V,валаны,begrijpen
1319,verstehen::V,валаны,verstaan
1320,lernen::V,дышетскыны,leren
1321,wissen::V,тодыны,weten
1322,sich erinnern an::V,тодэ вайыны,zich herinneren aan
1323,vergessen::V,вунэтыны,vergeten
1324,messen::V,мертаны,meten
1325,zählen::V,лыдъяны,tellen
1326,rechnen::V,лыдъяны,rekenen
1327,lesen::V,лыдӟыны,lezen
1328,malen::V,суреданы,schilderen
1329,zeichnen::V,суреданы,tekenen
1330,schreiben::V,гожъяны,schrijven
1331,besitzen::V,луыны,bezitten
1332,kaufen::V,басьтыны,kopen
1333,verkaufen::V,вузаны,verkopen
1334,bezahlen::V,тырыны,betalen
1335,zahlen::V,тырыны,betalen
1336,beherrschen::V,кузёяськыны,beheersen
1337,ertragen::V,чиданы,verdragen
