,Concept_ID,ru,tt
241,Freude::N,радость,сөенеч
242,Gelächter::N,смех,көлү
243,Gelächter::N,смех,көлеш
244,Glück::N,счастье,бәхет
245,Kummer::N,горе,хәсрәт
246,Wunsch::N,желание,теләк
247,Lust::N,влечение,теләк
248,Lust::N,влечение,теләү
249,Geist::N,дух,рух
250,Gedanke::N,мысль,уй
251,Gedanke::N,мысль,фикер
252,Gedächtnis::N,память,хәтер
253,Verstand::N,ум,акыл
254,Sinn::N,смысл,мәгънә
255,Grund::N,повод,сәбәп
256,Wahrheit::N,правда,хак
257,Gespräch::N,беседа,әңгәмә
258,Märchen::N,сказка,әкият
259,Erzählung::N,рассказ,хикәя
260,Nachricht::N,сообщение,хәбәр
261,Neuigkeit::N,новость,яңалык
262,Name::N,имя,исем
263,Rätsel::N,загадка,табышмак
264,Rede::N,речь,нотык
265,Sprache::N,язык,тел
266,Stimme::N,голос,тавыш
267,Wort::N,слово,сүз
268,Zeichen::N,знак,ишарә
269,Ruf::N,зов,дәшү
270,Lärm::N,шум,шау
271,Laut::N,звук,аваз
272,Ton::N,звучание,шалтырату
273,Lied::N,песня,җыр
274,Ruhe::N,покой,тынлык
275,Leute::N,люди,халык
276,Volk::N,народ,халык
277,Arbeit::N,работа,эш
278,Arbeit::N,работа,хезмәт
279,Gast::N,гость,кунак
280,Geschenk::N,подарок,бүләк
281,Spiel::N,игра,уен
282,Gesellschaft::N,общество,җәмгыять
283,Hilfe::N,помощь,ярдәм
284,Hilfe::N,помощь,булышлык
285,Freund::N,друг,дус
286,Kamerad::N,приятель,иптәш
287,Angelegenheit::N,дело,эш
288,Anzahl::N,количество,микъдар
289,Art::N,вид,төр
290,Stück::N,кусок,кисәк
291,Teil::N,часть,өлеш
292,Hälfte::N,половина,ярым
293,Kreis::N,круг,түгәрәк
294,Kreuz::N,крест,хач
295,Kreuz::N,крест,тәре
296,Linie::N,линия,сызык
297,Strich::N,черта,сызык
298,Abstand::N,промежуток,ара
299,Entfernung::N,расстояние,ераклык
300,Gegend::N,местность,урын
301,Platz::N,пространство,бушлык
302,Ort::N,место,урын
303,Seite::N,сторона,як
304,Mitte::N,середина,урта
305,Gegenstand::N,предмет,нәрсә
306,Sache::N,вещь,нәрсә
307,Rand::N,край,чит
308,Kante::N,ребро,кырый
309,Ecke::N,угол,почмак
310,Spitze::N,кончик,оч
311,Ende::N,конец,азак
312,Loch::N,дыра,тишек
313,Winkel::N,угол,почмак
314,Muster::N,узор,парча
315,Größe::N,размер,зурлык
316,Länge::N,длина,озынлык
317,Höhe::N,высота,биеклек
318,Gewicht::N,вес,авырлык
319,Menge::N,количество,микъдар
320,Haufen::N,куча,өем
321,Reihe::N,ряд,рәт
322,Boot::N,лодка,каек
323,Boot::N,лодка,көймә
324,Ruder::N,весло,ишкәк
325,Schlitten::N,сани,чана
326,Ski::N,лыжа,чаңгы
327,Lagerfeuer::N,костер,костёр
328,Last::N,тяжесть,йөк
329,Gang::N,ход,йөреш
330,Schritt::N,шаг,адым
331,Norden::N,север,төньяк
332,Süden::N,юг,көньяк
333,Westen::N,запад,көнбатыш
334,Osten::N,восток,шәрык
335,Osten::N,восток,көнчыгыш
336,Holz::N,древесина,агач
337,Brett::N,доска,такта
338,Platte::N,плита,плитә
339,Stütze::N,подпорка,таяу
340,Stange::N,жердь,колга
341,Stock::N,палка,таяк
342,Stab::N,шест,таяк
343,Rohr::N,труба,торба
344,Haus::N,дом,өй
345,Haus::N,дом,йорт
346,Heim::N,дом,гаилә
347,Heim::N,дом,нәсел
348,Ofen::N,печь,мич
349,Fußboden::N,пол,идән
350,Tisch::N,стол,өстәл
351,Stuhl::N,стул,утыргыч
352,Wiege::N,колыбель,бишек
353,Bett::N,постель,ятак
354,Bett::N,постель,урын-җир
355,Regal::N,полка,киштә
356,Regal::N,полка,шүрлек
357,Kiste::N,ящик,әрҗә
358,Fenster::N,окно,тәрәзә
359,Tür::N,дверь,ишек
360,Tor::N,ворота,капка
361,Zaun::N,забор,койма
362,Dach::N,крыша,түбә
363,Leiter::N,лестница,баскыч
364,Besen::N,метла,себерке
365,Spaten::N,лопата,көрәк
366,Schaufel::N,совок,көрәк
367,Gabel::N,вилка,чәннечке
368,Löffel::N,ложка,кашык
369,Messer::N,нож,пычак
370,Nagel::N,гвоздь,кадак
371,Netz::N,сеть,челтәр
372,Haken::N,крюк,ыргак
373,Griff::N,ручка,тотка
374,Schloss::N,замок,йозак
375,Bild::N,картина,рәсем
376,Bild::N,картина,картина
377,Figur::N,фигура,сын
378,Figur::N,фигура,фигура
379,Puppe::N,кукла,курчак
380,Beutel::N,мешок,луза
381,Bündel::N,связка,бәйләм
382,Tasche::N,сумка,букча
383,Eimer::N,ведро,чиләк
384,Deckel::N,крышка,капкач
385,Geschirr::N,посуда,савыт-саба
386,Geschirr::N,посуда,кашык-аяк
387,Sack::N,мешок,капчык
388,Tasse::N,чашка,чынаяк
389,Topf::N,кастрюля,чүлмәк
390,Kessel::N,котел,казан
391,Essen::N,еда,ашау
392,Nahrung::N,пища,азык
393,Nahrung::N,пища,тәгам
394,Nahrung::N,пища,ашамлык
395,Speise::N,блюдо,ризык
396,Speise::N,кушанье,ризык
397,Fleisch::N,мясо,ит
398,Getreide::N,хлеб,ашлык
399,Brei::N,каша,ботка
400,Brot::N,хлеб,ипи
401,Brot::N,хлеб,икмәк
402,Scheibe::N,ломоть,телем
403,Fett::N,жир,май
404,Butter::N,масло,май
405,Öl::N,масло,май
406,Salz::N,соль,тоз
407,Suppe::N,суп,шулпа
408,Honig::N,мед,бал
409,Milch::N,молоко,сөт
410,Tee::N,чай,чәй
411,Leder::N,кожа,күн
412,Wolle::N,шерсть,йон
413,Stoff::N,ткань,тукыма
414,Nadel::N,игла,энә
415,Faden::N,нитка,җеп
416,Knopf::N,пуговица,төймә
417,Knoten::N,узел,төен
418,Farbe::N,краска,буяу
419,Kleidung::N,одежда,кием
420,Hemd::N,рубашка,күлмәк
421,Kragen::N,воротник,яка
422,Ärmel::N,рукав,җиң
423,Hose::N,брюки,чалбар
424,Gürtel::N,пояс,билбау
425,Mütze::N,шапка,бүрек
426,Schuh::N,ботинок,башмак
427,Stiefel::N,сапог,итек
428,Ring::N,кольцо,балдак
429,Band::N,лента,тасма
430,Kamm::N,расческа,тарак
431,Spiegel::N,зеркало,көзге
432,Riemen::N,ремень,каеш
433,Schnur::N,веревка,бау
434,Leine::N,поводок,тезген
435,Decke::N,одеяло,юрган
436,Kissen::N,подушка,мендәр
437,Tuch::N,платок,яулык
438,Handtuch::N,полотенце,сөлгә
439,Kraft::N,сила,егәр
440,Kraft::N,сила,дәрман
441,Stärke::N,крепость,көч
442,Stärke::N,крепость,дәрман
443,Gesundheit::N,здоровье,саулык
444,Krankheit::N,болезнь,чир
445,Krankheit::N,болезнь,хаста
446,Krankheit::N,болезнь,сырхау
447,Schmerz::N,боль,авырту
448,Wunde::N,рана,яра
449,Wunde::N,рана,җәрәхәт
450,Fieber::N,лихорадка,бизгәк
451,Fieber::N,температура,бизгәк
452,Arznei::N,лекарство,дару
453,Brücke::N,мост,күпер
454,Brunnen::N,колодец,кое
455,Weide::N,пастбище,утлавык
456,Pfad::N,тропа,сукмак
457,Weg::N,путь,юл
458,Weg::N,дорога,юл
459,Straße::N,улица,урам
460,Straße::N,дорога,урам
461,Dorf::N,деревня,авыл
462,Stadt::N,город,шәһәр
463,Brief::N,письмо,хат
464,Buch::N,книга,китап
465,Buchstabe::N,буква,хәреф
466,Zeitung::N,газета,газет
467,Zeitung::N,газета,газета
468,Leben::N,жизнь,гомер
469,Leben::N,жизнь,тормыш
470,Leben::N,жизнь,тереклек
471,Tod::N,смерть,үлем
472,Grab::N,могила,гүр
473,Grab::N,могила,кабер
474,Kirche::N,церковь,чиркәү
475,Sünde::N,грех,язык
476,Sünde::N,грех,гөнаһ
477,Gott::N,бог,алла
478,Gott::N,бог,ходай
479,Arbeiter::N,рабочий,эшче
480,Chef::N,начальник,башлык
481,Meister::N,мастер,оста
482,Arzt::N,врач,врач
483,Arzt::N,врач,табиб
484,Lehrer::N,учитель,укытучы
485,Lehrer::N,учитель,мөгаллим
486,Geld::N,деньги,акча
487,Geschäft::N,занятие,эш
488,Laden::N,магазин,кибет
489,Laden::N,магазин,магазин
490,Preis::N,цена,бәя
491,Preis::N,цена,бәһа
492,Ware::N,товар,товар
493,Nutzen::N,выгода,файда
494,Reichtum::N,богатство,байлык
495,Welt::N,мир,дөнья
496,Land::N,страна,ил
497,Staat::N,государство,дәүләт
498,König::N,король,патша
499,Macht::N,власть,хакимият
500,Grenze::N,граница,чик
501,Krieg::N,война,сугыш
502,Feind::N,враг,дошман
503,Gewalt::N,насилие,көчләү
504,Kampf::N,борьба,көрәш
505,Bogen[Waffe]::N,лук,җәя
506,Pfeil::N,стрела,ук
507,Gewehr::N,ружье,мылтык
508,Fehler::N,ошибка,хата
509,Lüge::N,ложь,ялган
510,Schaden::N,вред,зыян
511,Schaden::N,вред,зарар
512,Unglück::N,беда,бәла
513,Schuld::N,вина,гаеп
514,Alter::N,возраст,яшь
515,Schluss::N,окончание,ахыр
516,Zeit::N,время,заман
517,Tag::N,день,көн
518,Morgen::N,утро,иртә
519,Mittag::N,полдень,өйлә
520,Abend::N,вечер,кич
521,Nacht::N,ночь,төн
522,Woche::N,неделя,атна
523,Monat::N,месяц,ай
524,Jahr::N,год,ел
525,Frühling::N,весна,яз
526,Sommer::N,лето,җәй
527,Herbst::N,осень,көз
528,Winter::N,зима,кыш
529,Januar::N,январь,гыйнвар
530,Februar::N,февраль,февраль
531,März::N,март,март
532,April::N,апрель,апрель
533,Mai::N,май,май
534,Juni::N,июнь,июнь
535,Juli::N,июль,июль
536,August::N,август,август
537,September::N,сентябрь,сентябрь
538,Oktober::N,октябрь,октябрь
539,November::N,ноябрь,ноябрь
540,Dezember::N,декабрь,декабрь
541,Montag::N,понедельник,дүшәмбе
542,Dienstag::N,вторник,сишәмбе
543,Mittwoch::N,среда,чәршәмбе
544,Donnerstag::N,четверг,атнакич
545,Donnerstag::N,четверг,пәнҗешәмбе
546,Freitag::N,пятница,җомга
547,Samstag::N,суббота,шимбә
548,Sonntag::N,воскресенье,якшәмбе
549,groß::A,большой,зур
550,klein::A,маленький,кечкенә
551,lang::A,длинный,озын
552,kurz::A,короткий,кыска
553,breit::A,широкий,киң
554,schmal::A,узкий,кысык
555,dicht::A,густой,куе
556,dick[Gegenstand]::A,толстый,калын
557,dünn::A,тонкий,нечкә
558,fein::A,тонкий,нәзакәтле
559,fest::A,крепкий,нык
560,flach::A,плоский,яссы
561,flach::A,плоский,ялпак
562,glatt::A,гладкий,шома
563,hart::A,твердый,каты
564,weich::A,мягкий,йомшак
565,rund::A,круглый,түгәрәк
566,spitz::A,остроконечный,очлы
567,scharf::A,острый,үткен
568,stumpf::A,тупой,үтмәс
569,schwer::A,тяжелый,салмак
570,schön::A,красивый,гүзәл
571,heiß::A,жаркий,эссе
572,warm::A,теплый,җылы
573,kalt::A,холодный,суык
574,kalt::A,холодный,салкын
575,kühl::A,прохладный,салкынча
576,frisch::A,свежий,салкынча
577,feucht::A,влажный,юеш
578,nass::A,мокрый,дымлы
579,trocken::A,сухой,коры
580,voll::A,полный,тулы
581,voll::A,наполненный,тулы
582,leer::A,пустой,буш
583,offen::A,открытый,ачык
584,geschlossen::A,закрытый,йомык
585,sauber::A,чистый,пакь
586,sauber::A,чистый,чиста
587,schmutzig::A,грязный,керле
588,schmutzig::A,грязный,пычрак
589,roh::A,сырой,чи
590,reif::A,зрелый,өлгергән
591,lecker::A,вкусный,тәмле
592,süß::A,сладкий,татлы
593,bitter::A,горький,ачы
594,sauer::A,кислый,әче
595,hell::A,светлый,якты
596,dunkel::A,темный,кара
597,schwarz::A,черный,кара
598,weiß::A,белый,ак
599,rot::A,красный,кызыл
600,gelb::A,желтый,сары
601,blau::A,синий,күк
602,grün::A,зеленый,яшел
603,grau::A,серый,соры
604,bunt::A,пестрый,чуар
605,billig::A,дешевый,арзан
606,teuer::A,дорогой,хаклы
607,wertvoll::A,ценный,кыйммәтле
608,blind::A,слепой,сукыр
609,blind::A,слепой,күзсез
610,taub::A,глухой,чукрак
611,taub::A,глухой,саңгырау
612,kräftig::A,могучий,егәрле
613,stark::A,сильный,нык
614,stark::A,сильный,базык
615,schwach::A,слабый,зәгыйфь
616,fett::A,жирный,симез
617,schlank::A,стройный,нәзек
618,hübsch::A,прелестный,чибәр
619,böse::A,злой,усал
620,dumm::A,глупый,акылсыз
621,faul::A,ленивый,ялкау
622,faul::A,ленивый,иренчәк
623,fleißig::A,прилежный,тырыш
624,fleißig::A,прилежный,тырышучан
625,geizig::A,жадный,саран
626,klug::A,умный,акыллы
627,geschickt::A,искусный,маһир
628,lieb::A,милый,сөекле
629,lustig::A,веселый,күңелле
630,sanft::A,нежный,басынкы
631,hungrig::A,голодный,ач
632,krank::A,больной,чирле
633,krank::A,больной,сырхау
634,nackt::A,голый,шәрә
635,traurig::A,грустный,ямансу
636,lebendig::A,живой,тере
637,gut::A,хороший,яхшы
638,schlecht::A,плохой,начар
639,richtig::A,правильный,дөрес
640,schlimm::A,отвратительный,әшәкә
641,schlimm::A,мерзкий,әшәкә
642,wahr::A,настоящий,чып-чын
643,alt::A,старый,иске
644,neu::A,новый,яңа
645,ehemalig::A,бывший,элекке
646,alt[Lebewesen]::A,пожилой,карт
647,jung::A,молодой,яшь
648,arm::A,бедный,фәкыйрь
649,reich::A,богатый,бай
650,bekannt::A,знакомый,таныш
651,berühmt::A,знаменитый,атаклы
652,fremd::A,чужой,ят
653,verschieden::A,разный,төрле
654,nah::A,близкий,якын
655,fern::A,далекий,ерак
656,linker::A,левый,сул
657,rechter::A,правый,уң
658,anderer::A,другой,бүтән
659,erster::A,первый,беренче
660,zweiter::A,второй,икенче
661,dritter::A,третий,өченче
662,letzter::A,последний,ахыргы
663,allein::ADV,один,ялгыз
664,auf einmal::ADV,сразу,бердән
665,zusammen::ADV,вместе,бергә
666,lange::ADV,долго,озак
667,plötzlich::ADV,вдруг,искәрмәстән
668,sofort::ADV,тотчас,хәзер
669,später::ADV,позже,соңрак
670,jetzt::ADV,сейчас,хәзер
671,heute::ADV,сегодня,бүген
672,morgen::ADV,завтра,иртәгә
673,bald::ADV,скоро,тиздән
674,dann::ADV,потом,аннары
675,gestern::ADV,вчера,кичә
676,einst::ADV,однажды,берчак
677,damals::ADV,тогда,ул вакытта
678,damals::ADV,тогда,ул чакта
679,danach::ADV,затем,да
680,vorher::ADV,раньше,элек
681,zuerst::ADV,сперва,башта
682,einmal::ADV,раз,бер
683,einmal::ADV,раз,бер мәртәбә
684,manchmal::ADV,иногда,кайчакта
685,oft::ADV,часто,еш
686,immer::ADV,всегда,һәркайчан
687,niemals::ADV,никогда,hичбер вакыт
688,hier::ADV,здесь,монда
689,hier::ADV,здесь,биредә
690,hierhin::ADV,сюда,монда
691,von hier::ADV,отсюда,моннан
692,dort::ADV,там,анда
693,dorthin::ADV,туда,тегеләй
694,geradeaus::ADV,прямо,турыдан-туры
695,vorwärts::ADV,вперед,алга
696,rückwärts::ADV,назад,кире
697,zurück::ADV,обратно,кире
698,unten::ADV,внизу,түбәндә
699,hinab::ADV,вниз,аска
700,oben::ADV,наверху,өстә
701,oben::ADV,наверху,югарыда
702,hinauf::ADV,вверх,өскә
703,überall::ADV,везде,hәркайда
704,nicht::ADV,не,түгел
705,ein wenig::ADV,немного,бераз
706,kaum::ADV,едва,көчкә
707,sehr::ADV,очень,бик
708,so::ADV,так,алай
709,noch::ADV,еще,янә
710,noch::ADV,еще,тагын
711,nur::ADV,только,фәкать
712,schon::ADV,уже,инде
713,wieder::ADV,опять,янә
714,wieder::ADV,опять,тагын
715,vergebens::ADV,напрасно,юкка
716,vor::PRP,перед,алдыннан
717,hinter::PRP,за,арттан
718,hinter::PRP,позади,арттан
719,unter::PRP,под,астында
720,durch::PRP,сквозь,аша
721,neben::PRP,возле,тирәсендә
722,zwischen::PRP,между,арасында
723,wegen::PRP,из-за,сәбәпле
724,dies::PRN,это,бу
725,das::PRN,то,ул
726,alles::PRN,все,һәммә
727,ich::PRN,я,мин
728,du::PRN,ты,син
729,er::PRN,он,ул
730,wir::PRN,мы,без
731,ihr::PRN,вы,сез
732,sie::PRN,они,ул
733,was::FPRN,что,ни
734,was::FPRN,что,нәрсә
735,wer::FPRN,кто,кем
736,wo::FADV,где,кайда
737,wohin::FADV,куда,кая
738,wie::FADV,как,ничек
739,warum::FADV,почему,нигә
740,wieviel::FNUM,сколько,ничә
741,eins::NUM,один,бер
742,zwei::NUM,два,ике
743,drei::NUM,три,өч
744,vier::NUM,четыре,дүрт
745,fünf::NUM,пять,биш
746,sechs::NUM,шесть,алты
747,sieben::NUM,семь,җиде
748,acht::NUM,восемь,сигез
749,neun::NUM,девять,тугыз
750,zehn::NUM,десять,ун
751,elf::NUM,одиннадцать,унбер
752,zwölf::NUM,двенадцать,унике
753,zwanzig::NUM,двадцать,егерме
754,dreißig::NUM,тридцать,утыз
755,vierzig::NUM,сорок,кырык
756,fünfzig::NUM,пятьдесят,илле
757,sechzig::NUM,шестьдесят,алтмыш
758,siebzig::NUM,семьдесят,җитмеш
759,achtzig::NUM,восемьдесят,сиксән
760,neunzig::NUM,девяносто,туксан
761,hundert::NUM,сто,йөз
762,tausend::NUM,тысяча,мең
763,und::CNJ,и,вә
764,oder::CNJ,или,яки
765,oder::CNJ,или,яисә
766,oder::CNJ,либо,яки
767,oder::CNJ,либо,яисә
768,stehen::V,стоять,тору
769,sitzen::V,сидеть,утыру
770,liegen::V,лежать,яту
771,hängen::V,висеть,эленү
772,werden::V,стать,булу
773,passieren::V,случиться,булу
774,beginnen::V,начаться,башлану
775,enden::V,кончиться,бетү
776,wechseln::V,меняться,үзгәртү
777,aufgehen[Sonne]::V,взойти,чыгу
778,untergehen[Sonne]::V,зайти,бату
779,scheinen[Sonne]::V,светить,яктырту
780,donnern::V,греметь,күкрәү
781,wehen::V,дуть,исү
782,strömen::V,литься,агу
783,fließen::V,течь,агу
784,sich drehen::V,вращаться,бөтерелү
785,schwanken::V,колебаться,икеләнү
786,schwingen::V,качаться,тирбәлү
787,fallen::V,падать,егылу
788,brennen::V,гореть,яну
789,rauchen::V,дымить,төтәү
790,rauchen::V,дымить,төтенләү
791,regnen::V,дождить,яву
792,gefrieren::V,замерзнуть,кату
793,tauen::V,таять,эрү
794,tauen::V,таять,эретү
795,schmelzen::V,плавиться,эрү
796,schmelzen::V,плавиться,эретү
797,trocknen::V,сохнуть,кибү
798,sieden::V,кипеть,ургылу
799,faulen::V,гнить,черү
800,verfaulen::V,сгнить,черү
801,reißen::V,рваться,өзелү
802,versinken::V,тонуть,бату
803,vergehen::V,проходить,авышу
804,erscheinen::V,появиться,пәйда булу
805,verschwinden::V,исчезнуть,югалу
806,verschwinden::V,исчезнуть,юк булу
807,sinken::V,спадать,кимү
808,sinken::V,спадать,кайту
809,abnehmen::V,уменьшиться,азаю
810,zunehmen::V,увеличиваться,арту
811,zunehmen::V,увеличиваться,күбәю
812,zunehmen::V,увеличиваться,ишәю
813,steigen::V,подниматься,үсү
814,wachsen::V,расти,үсү
815,glänzen::V,блестеть,ялкылдау
816,funkeln::V,сверкать,ялтырау
817,lärmen::V,шуметь,шаулау
818,läuten::V,звонить,шалтырату
819,klingeln::V,звонить,шалтырату
820,klirren::V,звякать,чылтырау
821,brausen::V,бушевать,давыллау
822,brausen::V,бушевать,дулау
823,rauschen::V,шелестеть,кыштырдау
824,klingen::V,звучать,ишетелү
825,bellen::V,лаять,өрү
826,heulen::V,выть,улау
827,blasen::V,дунуть,өрү
828,pfeifen::V,свистеть,сызгырту
829,schreien::V,кричать,кычкыру
830,stöhnen::V,стонать,ыңгырашу
