,Concept_ID,os,cy
359,Spitze::N,бырынкъ,blaen
360,Ende::N,кӕрон,pen
361,Loch::N,хуынкъ,twll
362,Winkel::N,къуым,congl
363,Muster::N,нывæфтыд,patrwm
364,Muster::N,кæдзист,patrwm
365,Größe::N,ас,maint
366,Größe::N,ас,maintioli
367,Länge::N,дӕргъ,hyd
368,Höhe::N,бæрзонд,uchder
369,Höhe::N,бæрзæнд,uchder
370,Höhe::N,бæрзонддзинад,uchder
371,Gewicht::N,уӕз,pwysau
372,Menge::N,бӕрц,swm
373,Menge::N,бӕрц,maint
374,Haufen::N,кӕри,pentwr
375,Reihe::N,рӕнхъ,rhes
376,Boot::N,чема,cwch
377,Ruder::N,къохар,rhwyf
378,Schlitten::N,дзоныгъ,sled
379,Schlitten::N,дзоныгъ,car llusg
380,Ski::N,къахдзоныгътæ,sgi
381,Ski::N,лыжæтæ,sgi
382,Lagerfeuer::N,арт,coelcerth
383,Last::N,уаргъ,llwyth
384,Gang::N,цыд,tro
385,Schritt::N,санчъех,cam
386,Schritt::N,къахдзӕф,cam
387,Norden::N,цæгат,gogledd
388,Süden::N,хуссар,de
389,Westen::N,ныгуылæн,gorllewin
390,Osten::N,скæсæн,dwyrain
391,Holz::N,хъӕдӕрмӕг,pren
392,Brett::N,фæйнæг,bwrdd
393,Brett::N,фæйнæг,astell
394,Platte::N,къӕй,llech
395,Stütze::N,быцæу,ateg
396,Stütze::N,быцæу,cynhalydd
397,Stange::N,хъил,polyn
398,Stock::N,лӕдзӕг,ffon
399,Stock::N,лӕдзӕг,brigyn
400,Stab::N,хъил,ffon
401,Rohr::N,хӕтӕл,pibell
402,Haus::N,хӕдзар,tŷ
403,Heim::N,къона,cartref
404,Ofen::N,пец,stof
405,Fußboden::N,астӕрд,llawr
406,Tisch::N,стъол,bwrdd
407,Stuhl::N,бандон,cadair
408,Wiege::N,авдæн,crud
409,Bett::N,сынтӕг,gwely
410,Regal::N,тӕрхӕг,silff
411,Regal::N,уӕлвӕйнӕг,silff
412,Kiste::N,асыкк,bocs
413,Kiste::N,асыкк,blwch
414,Fenster::N,рудзынг,ffenestr
415,Fenster::N,фæрссаг,ffenestr
416,Tür::N,дуар,drws
417,Tor::N,кулдуар,porth
418,Zaun::N,æмбонд,ffens
419,Zaun::N,быру,ffens
420,Zaun::N,гæрæн,ffens
421,Dach::N,уӕлхӕдзар,to
422,Leiter::N,асин,ysgol
423,Besen::N,уисой,ysgub
424,Spaten::N,бел,rhaw
425,Schaufel::N,æвгæнæн,rhaw
426,Schaufel::N,кæфой,rhaw
427,Gabel::N,вилкæ,fforc
428,Löffel::N,уидыг,llwy
429,Messer::N,кард,cyllell
430,Nagel::N,зӕгӕл,hoel
431,Netz::N,хыз,gwe
432,Netz::N,хыз,rhwyd
433,Haken::N,хæдз,bach
434,Haken::N,хæбырæгъ,bach
435,Griff::N,фистон,carn
436,Schloss::N,гуыдыр,clo
437,Bild::N,ныв,llun
438,Bild::N,ныв,pictiwr
439,Figur::N,кæрдгæныв,ffigur
440,Puppe::N,чындз,dol
441,Beutel::N,дзӕкъул,cwd
442,Bündel::N,баст,bwndel
443,Bündel::N,баст,coflaid
444,Tasche::N,хызын,cod
445,Tasche::N,дзæкъул,cod
446,Eimer::N,къæрта,bwced
447,Eimer::N,къæрта,cunnog
448,Eimer::N,чъыбыла,bwced
449,Eimer::N,чъыбыла,cunnog
450,Eimer::N,ведра,bwced
451,Eimer::N,ведра,cunnog
452,Deckel::N,сæр,caead
453,Deckel::N,æмбæрзæн,caead
454,Geschirr::N,мигæнæн,llestri
455,Geschirr::N,мигæнæнтæ,llestri
456,Sack::N,голлаг,sach
457,Tasse::N,пиала,cwpan
458,Tasse::N,къус,cwpan
459,Topf::N,аг,pot
460,Topf::N,аг,crochan
461,Topf::N,чысыл аг,pot
462,Topf::N,чысыл аг,crochan
463,Kessel::N,аг,tegell
464,Essen::N,хӕрд,pryd o fwyd
465,Nahrung::N,хойраг,bwyd
466,Speise::N,хӕринаг,saig
467,Fleisch::N,дзидза,cig
468,Fleisch::N,фыдызгъӕл,cig
469,Getreide::N,халсар,ŷd
470,Getreide::N,халсар,llafur
471,Brei::N,кас,uwd
472,Brot::N,дзул,bara
473,Scheibe::N,къӕбӕр,tafell
474,Fett::N,сой,saim
475,Fett::N,сой,braster
476,Butter::N,нӕлхӕ,ymenyn
477,Öl::N,зети,olew
478,Salz::N,цӕхх,halen
479,Suppe::N,бас,cawl
480,Honig::N,мыд,mêl
481,Milch::N,ӕхсыр,llaeth
482,Milch::N,ӕхсыр,llefrith
483,Tee::N,цай,te
484,Leder::N,мæскуы,lledr
485,Wolle::N,фӕсмын,gwlân
486,Stoff::N,хъуымац,lliain
487,Stoff::N,хъуымац,brethyn
488,Nadel::N,судзин,nodwydd
489,Faden::N,ӕндах,edau
490,Faden::N,ӕндах,edefyn
491,Knopf::N,цӕппӕр,botwm
492,Knoten::N,ӕлхынцъ,cwlwm
493,Farbe::N,ахорæн,paent
494,Kleidung::N,дарӕс,dillad
495,Kleidung::N,дарӕс,gwisgoedd
496,Hemd::N,хӕдон,crys
497,Kragen::N,æфцæггот,coler
498,Ärmel::N,дыс,llawes
499,Hose::N,хæлаф,trowsus
500,Hose::N,æддаг хæлаф,trowsus
501,Hose::N,салбар,trowsus
502,Gürtel::N,рон,gwregys
503,Mütze::N,худ,cap
504,Schuh::N,басмахъ,esgid
505,Stiefel::N,цырыхъхъ,botasen
506,Ring::N,къухдарӕн,modrwy
507,Band::N,лент,rhuban
508,Kamm::N,сӕрвасӕн,crib
509,Spiegel::N,айдæн,drych
510,Spiegel::N,кæсæн,drych
511,Riemen::N,гӕрз,strap
512,Schnur::N,бӕндӕн,llinyn
513,Decke::N,хъӕццул,blanced
514,Decke::N,хъӕццул,gwrthban
515,Kissen::N,баз,clustog
516,Kissen::N,баз,gobennydd
517,Tuch::N,кæлмæрзæн,sgarff
518,Tuch::N,кæрдæн,sgarff
519,Handtuch::N,хисæрфæн,tywel
520,Handtuch::N,хисæрфæн,lliain sychu
521,Kraft::N,тых,grym
522,Kraft::N,хъомыс,grym
523,Stärke::N,тых,nerth
524,Stärke::N,тых,cryfder
525,Stärke::N,æхсар,nerth
526,Stärke::N,æхсар,cryfder
527,Gesundheit::N,æнæниздзинад,iechyd
528,Krankheit::N,низ,afiechyd
529,Krankheit::N,низ,anhwylder
530,Krankheit::N,рын,afiechyd
531,Krankheit::N,рын,anhwylder
532,Schmerz::N,рис,poen
533,Schmerz::N,рис,gwayw
534,Wunde::N,цӕф,clwyf
535,Fieber::N,ризӕг,twymyn
536,Fieber::N,тӕфсӕг,twymyn
537,Arznei::N,хос,meddyginiaeth
538,Brücke::N,хид,pont
539,Brunnen::N,цъай,ffynnon
540,Weide::N,хизæн,porfa
541,Weide::N,хизæнуат,porfa
542,Weide::N,сæрвæт,porfa
543,Pfad::N,къахвæндаг,llwybr
544,Pfad::N,къахвæд,llwybr
545,Weg::N,фӕндаг,ffordd
546,Straße::N,фӕндаг,heol
547,Straße::N,фӕндаг,ffordd
548,Dorf::N,хъӕу,pentref
549,Stadt::N,сахар,tref
550,Brief::N,фыстӕг,llythyr
551,Buch::N,чиныг,llyfr
552,Buchstabe::N,дамгъӕ,llythyren
553,Zeitung::N,газет,papur newydd
554,Leben::N,цард,bywyd
555,Leben::N,цӕрӕнбон,bywyd
556,Tod::N,мæлæт,marwolaeth
557,Tod::N,адзал,marwolaeth
558,Grab::N,ингӕн,bedd
559,Kirche::N,аргъуан,eglwys
560,Sünde::N,тæригъæд,pechod
561,Gott::N,хуыцау,duw
562,Arbeiter::N,кусæг,gweithiwr
563,Chef::N,ӕмцег,pennaeth
564,Meister::N,мастер,meistr
565,Meister::N,дæсны,meistr
566,Arzt::N,хосгæнæг,meddyg
567,Arzt::N,дохтыр,meddyg
568,Lehrer::N,ахуыргæнæг,athro
569,Geld::N,ӕхца,pres
570,Geld::N,ӕхца,arian
571,Geschäft::N,бизнес,busnes
572,Geschäft::N,хъуыддаг,busnes
573,Laden::N,дукани,siop
574,Preis::N,аргъ,pris
575,Ware::N,базайраг,nwydd
576,Nutzen::N,пайда,elw
577,Nutzen::N,пайда,budd
578,Reichtum::N,хъæздыгдзинад,cyfoeth
579,Reichtum::N,исбон,cyfoeth
580,Reichtum::N,мулк,cyfoeth
581,Welt::N,дуне,byd
582,Land::N,бӕстӕ,gwlad
583,Staat::N,паддзахад,gwladwriaeth
584,König::N,къарол,brenin
585,Macht::N,хицаудзинад,grym
586,Macht::N,хицаудзинад,awdurdod
587,Grenze::N,арӕн,ffin
588,Grenze::N,арӕн,goror
589,Krieg::N,хӕст,rhyfel
590,Feind::N,знаг,gelyn
591,Feind::N,фыдгул,gelyn
592,Feind::N,фыдзæрдæ,gelyn
593,Feind::N,сон,gelyn
594,Gewalt::N,тыхми,ffyrnigrwydd
595,Gewalt::N,тыхдзинад,ffyrnigrwydd
596,Kampf::N,хæст,brwydr
597,Kampf::N,хъæбысæйхæст,brwydr
598,Kampf::N,тох,brwydr
599,Bogen[Waffe]::N,ӕрдын,bwa
600,Pfeil::N,фат,saeth
601,Gewehr::N,топп,dryll
602,Fehler::N,рӕдыд,gwall
603,Fehler::N,рӕдыд,camgymeriad
604,Lüge::N,мӕнг,celwydd
605,Lüge::N,мӕнг,anwiredd
606,Lüge::N,гӕдыдзинад,celwydd
607,Lüge::N,гӕдыдзинад,anwiredd
608,Schaden::N,зиан,niwed
609,Schaden::N,зиан,difrod
610,Unglück::N,бæллæх,anffawd
611,Schuld::N,азым,bai
612,Alter::N,кар,oed
613,Schluss::N,кæрон,diwedd
614,Zeit::N,рӕстӕг,amser
615,Tag::N,бон,dydd
616,Tag::N,бон,diwrnod
617,Morgen::N,райсом,bore
618,Mittag::N,æмбисбон,nawn
619,Abend::N,изӕр,noswaith
620,Nacht::N,ӕхсӕв,nos
621,Woche::N,къуыри,wythnos
622,Monat::N,мӕй,mis
623,Jahr::N,аз,blwyddyn
624,Jahr::N,афӕдз,blwyddyn
625,Frühling::N,уалдзæг,gwanwyn
626,Sommer::N,сӕрд,haf
627,Herbst::N,фæззæг,hydref
628,Winter::N,зымӕг,gaeaf
629,Januar::N,январь,Ionawr
630,Februar::N,февраль,Chwefror
631,März::N,мартъи,Mawrth
632,April::N,апрель,Ebrill
633,Mai::N,май,Mai
634,Juni::N,июнь,Mehefin
635,Juli::N,июль,Gorffennaf
636,August::N,август,Awst
637,September::N,сентябрь,Medi
638,Oktober::N,октябрь,Hydref
639,November::N,ноябрь,Tachwedd
640,Dezember::N,декабрь,Rhagfyr
641,Montag::N,къуырисæр,dydd Llun
642,Dienstag::N,дыццæг,dydd Mawrth
643,Mittwoch::N,æртыццæг,dydd Mercher
644,Donnerstag::N,цыппæрæм,dydd Iau
645,Freitag::N,майрæмбон,dydd Gwener
646,Samstag::N,сабат,dydd Sadwrn
647,Sonntag::N,хуыцаубон,dydd Sul
648,groß::A,дынджыр,mawr
649,klein::A,гыццыл,bach
650,lang::A,даргъ,hir
651,kurz::A,цыбыр,byr
652,kurz::A,цыбыр,cwta
653,breit::A,фӕтӕн,llydan
654,schmal::A,нарӕг,cul
655,schmal::A,уынгӕг,cul
656,dicht::A,бæзджын,dwys
657,dicht::A,тар,dwys
658,dick[Gegenstand]::A,сӕвджын,trwchus
659,dünn::A,тæнæг,tenau
660,fein::A,лыстӕг,main
661,fest::A,фидар,cadarn
662,fest::A,хъӕддых,cadarn
663,flach::A,тъӕпӕн,gwastad
664,glatt::A,лӕгъз,llyfn
665,hart::A,хъӕбӕр,caled
666,weich::A,фӕлмӕн,meddal
667,rund::A,тымбыл,crwn
668,spitz::A,цыргъбырынкъ,pigfain
669,spitz::A,цыргъфындз,pigfain
670,scharf::A,цыргъ,miniog
671,stumpf::A,къуымых,pŵl
672,schwer::A,уӕззау,trwm
673,schön::A,аив,teg
674,schön::A,аив,hardd
675,schön::A,аив,prydferth
676,schön::A,рӕсугъд,teg
677,schön::A,рӕсугъд,hardd
678,schön::A,рӕсугъд,prydferth
679,heiß::A,тӕвд,poeth
680,warm::A,хъарм,twym
681,warm::A,хъарм,cynnes
682,kalt::A,уазал,oer
683,kühl::A,сатæг,oeraidd
684,kühl::A,уазалгомау,oeraidd
685,frisch::A,сатæг,iach
686,feucht::A,уымӕл,llaith
687,nass::A,хуылыдз,gwlyb
688,trocken::A,хус,sych
689,voll::A,дзаг,llawn
690,voll::A,йедзаг ,llawn
691,leer::A,афтид,gwag
692,offen::A,гом,agored
693,geschlossen::A,æхгæд,caead
694,geschlossen::A,æхгæд,caeëdig
695,sauber::A,сыгъдæг,glân
696,schmutzig::A,чъиллон,budr
697,schmutzig::A,чъиллон,brwnt
698,roh::A,хом,amrwd
699,reif::A,рӕгъӕд,aeddfed
700,lecker::A,хӕрзад,blasus
701,lecker::A,хӕрзад,danteithiol
702,süß::A,адджын,melys
703,bitter::A,судзаг,chwerw
704,sauer::A,туаг,sur
705,hell::A,рухс,disglair
706,dunkel::A,талынг,tywyll
707,schwarz::A,сау,du
708,weiß::A,урс,gwyn
709,rot::A,сырх,coch
710,gelb::A,бур,melyn
711,blau::A,цъӕх,glas
712,grün::A,цъӕх,gwyrdd
713,grün::A,кӕрдӕгхуыз,gwyrdd
714,grau::A,цъӕх,llwyd
715,grau::A,фӕныкхуыз,llwyd
716,bunt::A,хъулон,lliwgar
717,bunt::A,гæрæм,lliwgar
718,billig::A,аслам,rhad
719,teuer::A,зынаргъ,drud
720,wertvoll::A,зынаргъ,gwerthfawr
721,blind::A,куырм,dall
722,taub::A,къуырма,byddar
723,kräftig::A,домбай,nerthol
724,kräftig::A,домбай,grymus
725,kräftig::A,тыхджын,nerthol
726,kräftig::A,тыхджын,grymus
727,stark::A,тыхджын,cryf
728,stark::A,тыхджын,cadarn
729,schwach::A,ӕнӕбон,gwan
730,fett::A,нард,tew
731,schlank::A,гуырвидыц,main
732,schlank::A,хæрзконд,main
733,schlank::A,рæхснæг,main
734,schlank::A,сагамад,main
735,hübsch::A,аив,tlws
736,hübsch::A,рӕсугъд,tlws
737,böse::A,фыдзӕрдӕ,drwg
738,dumm::A,ӕдылы,twp
739,faul::A,зивӕг,diog
740,faul::A,зивӕггӕнаг,diog
741,fleißig::A,æнæзивæг,dyfal
