,Concept_ID,pl,bg
412,Bett::N,łóżko,легло
413,Bett::N,łóżko,креват
414,Bett::N,pościel,легло
415,Bett::N,pościel,креват
416,Regal::N,regał,рафт
417,Regal::N,regał,етажерка
418,Kiste::N,skrzynia,кутия
419,Kiste::N,skrzynia,сандък
420,Fenster::N,okno,прозорец
421,Tür::N,drzwi,врата
422,Tor::N,brama,врата
423,Zaun::N,płot,ограда
424,Zaun::N,parkan,ограда
425,Dach::N,dach,покрив
426,Leiter::N,drabina,стълба
427,Besen::N,miotła,метла
428,Spaten::N,rydel,лопата
429,Schaufel::N,łopata,лопата
430,Gabel::N,widelec,вилица
431,Löffel::N,łyżka,лъжица
432,Messer::N,nóż,нож
433,Nagel::N,gwóźdź,гвоздей
434,Netz::N,sieć,мрежа
435,Haken::N,hak,кука
436,Haken::N,hak,закачалка
437,Griff::N,chwyt,ръчка
438,Griff::N,chwyt,дръжка
439,Schloss::N,zamek,брава
440,Schloss::N,zamek,ключалка
441,Bild::N,obraz,картина
442,Figur::N,figura,фигура
443,Puppe::N,lalka,кукла
444,Beutel::N,torba,кесия
445,Bündel::N,wiązka,връзка
446,Tasche::N,torba,чанта
447,Eimer::N,kubeł,кофа
448,Eimer::N,wiadro,кофа
449,Deckel::N,przykrywka,капак
450,Deckel::N,przykrywka,похлупак
451,Geschirr::N,statki,съдове
452,Geschirr::N,naczynia,съдове
453,Sack::N,worek,чувал
454,Tasse::N,filiżanka,чаша
455,Topf::N,garnek,гърне
456,Topf::N,garnek,тенджера
457,Kessel::N,kocioł,котел
458,Essen::N,jedzenie,ядене
459,Nahrung::N,pokarm,храна
460,Nahrung::N,pożywienie,храна
461,Speise::N,potrawa,ястие
462,Speise::N,jedzenie,ястие
463,Fleisch::N,mięso,месо
464,Getreide::N,zboże,зърнено храни
465,Brei::N,kasza,каша
466,Brot::N,chleb,хляб
467,Scheibe::N,kromka,резен
468,Fett::N,tłuszcz,мазнина
469,Butter::N,masło,масло
470,Öl::N,olej,олио
471,Öl::N,olej,оливия
472,Salz::N,sól,сол
473,Suppe::N,zupa,супа
474,Honig::N,miód,мед
475,Milch::N,mleko,мляко
476,Tee::N,herbata,чай
477,Leder::N,skóra,кожа
478,Wolle::N,wełna,вълна
479,Stoff::N,tkanina,плат
480,Stoff::N,tkanina,материал
481,Stoff::N,materiał,плат
482,Stoff::N,materiał,материал
483,Nadel::N,igła,игла
484,Faden::N,nić,конец
485,Faden::N,nitka,конец
486,Knopf::N,guzik,копче
487,Knoten::N,węzeł,възел
488,Farbe::N,farba,боя
489,Kleidung::N,odzież,дрехи
490,Kleidung::N,odzież,облекло
491,Hemd::N,koszula,риза
492,Kragen::N,kołnierz,яка
493,Ärmel::N,rękaw,ръкав
494,Hose::N,spodnie,панталони
495,Gürtel::N,pasek,пояс
496,Gürtel::N,pasek,колан
497,Mütze::N,czapka,каскет
498,Mütze::N,czapka,фуражка
499,Schuh::N,but,обувка
500,Schuh::N,bucik,обувка
501,Stiefel::N,but,ботуш
502,Stiefel::N,kozak,ботуш
503,Ring::N,pierścień,пръстен
504,Band::N,wstęga,лента
505,Band::N,wstęga,връзка
506,Kamm::N,grzebień,гребен
507,Spiegel::N,lustro,огледало
508,Riemen::N,rzemień,каиш
509,Riemen::N,rzemień,ремък
510,Schnur::N,sznur,връв
511,Leine::N,smycz,връв
512,Leine::N,smycz,въже
513,Decke::N,kołdra,покривка
514,Kissen::N,poduszka,възглавница
515,Tuch::N,chustka,сукно
516,Handtuch::N,ręcznik,пешкир
517,Handtuch::N,ręcznik,кърпа за лице
518,Kraft::N,moc,мощ
519,Kraft::N,moc,сила
520,Kraft::N,siła,мощ
521,Kraft::N,siła,сила
522,Stärke::N,moc,сила
523,Stärke::N,siła,сила
524,Gesundheit::N,zdrowie,здраве
525,Krankheit::N,choroba,болест
526,Schmerz::N,ból,болка
527,Wunde::N,rana,рана
528,Fieber::N,gorączka,треска
529,Fieber::N,gorączka,температура
530,Arznei::N,lekarstwo,лек
531,Arznei::N,lekarstwo,лекарство
532,Brücke::N,most,мост
533,Brunnen::N,studnia,чешма
534,Brunnen::N,studnia,кладенец
535,Weide::N,pastwisko,паша
536,Weide::N,pastwisko,пасище
537,Pfad::N,ścieżka,пътека
538,Weg::N,droga,път
539,Straße::N,ulica,шосе
540,Dorf::N,wieś,село
541,Stadt::N,miasto,град
542,Brief::N,list,писмо
543,Buch::N,książka,книга
544,Buchstabe::N,litera,буква
545,Zeitung::N,gazeta,вестник
546,Zeitung::N,dziennik,вестник
547,Leben::N,życie,живот
548,Tod::N,śmierć,смърт
549,Grab::N,grób,гроб
550,Kirche::N,kościół,църква
551,Sünde::N,grzech,грях
552,Gott::N,bóg,бог
553,Arbeiter::N,robotnik,работник
554,Chef::N,szef,шеф
555,Chef::N,szef,началник
556,Meister::N,mistrz,майстор
557,Meister::N,majster,майстор
558,Arzt::N,lekarz,лекар
559,Lehrer::N,nauczyciel,учител
560,Geld::N,pieniądze,пари
561,Geschäft::N,sprawa,сделка
562,Geschäft::N,interes,сделка
563,Laden::N,sklep,дюкян
564,Laden::N,sklep,магазин
565,Preis::N,cena,цена
566,Ware::N,towar,стока
567,Nutzen::N,pożytek,полза
568,Nutzen::N,pożytek,облага
569,Reichtum::N,bogactwo,богатство
570,Welt::N,świat,свят
571,Land::N,kraj,страна
572,Staat::N,państwo,щат
573,Staat::N,państwo,държава
574,König::N,król,крал
575,Macht::N,władza,мощ
576,Macht::N,władza,власт
577,Grenze::N,granica,граница
578,Krieg::N,wojna,война
579,Feind::N,wróg,враг
580,Feind::N,wróg,неприятел
581,Gewalt::N,władza,сила
582,Gewalt::N,władza,насилие
583,Kampf::N,bój,борба
584,Kampf::N,bój,сражение
585,Kampf::N,walka,борба
586,Kampf::N,walka,сражение
587,Bogen[Waffe]::N,łuk,лък
588,Pfeil::N,strzała,стрела
589,Gewehr::N,karabin,пушка
590,Fehler::N,błąd,грешка
591,Lüge::N,kłamstwo,лъжа
592,Schaden::N,szkoda,повреда
593,Unglück::N,nieszczęście,нещастие
594,Schuld::N,wina,вина
595,Alter::N,wiek,възраст
596,Schluss::N,koniec,край
597,Schluss::N,zakończenie,край
598,Zeit::N,czas,време
599,Tag::N,dzień,ден
600,Morgen::N,ranek,утро
601,Morgen::N,ranek,сутрин
602,Morgen::N,poranek,утро
603,Morgen::N,poranek,сутрин
604,Mittag::N,południe,обед
605,Mittag::N,południe,пладне
606,Abend::N,wieczór,вечер
607,Nacht::N,noc,нощ
608,Woche::N,tydzień,седмица
609,Monat::N,miesiąc,месец
610,Jahr::N,rok,година
611,Frühling::N,wiosna,пролет
612,Sommer::N,lato,лято
613,Herbst::N,jesień,есен
614,Winter::N,zima,зима
615,Januar::N,styczeń,януари
616,Februar::N,luty,февруари
617,März::N,marzec,март
618,April::N,kwiecień,април
619,Mai::N,maj,май
620,Juni::N,czerwiec,юни
621,Juli::N,lipiec,юли
622,August::N,sierpień,август
623,September::N,wrzesień,септември
624,Oktober::N,październik,октомври
625,November::N,listopad,ноември
626,Dezember::N,grudzień,декември
627,Montag::N,poniedziałek,понеделник
628,Dienstag::N,wtorek,вторник
629,Mittwoch::N,środa,сряда
630,Donnerstag::N,czwartek,четвъртък
631,Freitag::N,piątek,петък
632,Samstag::N,sobota,събота
633,Sonntag::N,niedziela,неделя
634,groß::A,duży,едър
635,groß::A,duży,голям
636,groß::A,wielki,едър
637,groß::A,wielki,голям
638,klein::A,mały,малък
639,klein::A,mały,дребен
640,lang::A,długi,дълъг
641,kurz::A,krótki,къс
642,breit::A,szeroki,широк
643,schmal::A,wąski,тесен
644,dicht::A,gęsty,гъст
645,dick[Gegenstand]::A,gruby,дебел
646,dünn::A,cienki,тънък
647,fein::A,drobny,фин
648,fein::A,drobny,тънък
649,fest::A,mocny,твърд
650,fest::A,mocny,плътен
651,fest::A,twardy,твърд
652,fest::A,twardy,плътен
653,flach::A,płaski,равен
654,flach::A,płaski,плосък
655,glatt::A,gładki,гладък
656,hart::A,twardy,твърд
657,hart::A,twardy,корав
658,weich::A,miękki,мек
659,rund::A,okrągły,кръгъл
660,spitz::A,spiczasty,островръх
661,scharf::A,ostry,остър
662,stumpf::A,tępy,тъп
663,schwer::A,ciężki,тежък
664,schön::A,ładny,хубав
665,schön::A,ładny,красив
666,schön::A,piękny,хубав
667,schön::A,piękny,красив
668,heiß::A,gorący,жарък
669,warm::A,ciepły,топъл
670,kalt::A,zimny,студен
671,kühl::A,chłodny,хладен
672,frisch::A,świeży,свеж
673,feucht::A,wilgotny,влажен
674,nass::A,mokry,мокър
675,trocken::A,suchy,сух
676,voll::A,pełny,пълен
677,leer::A,pusty,празен
678,leer::A,próżny,празен
679,offen::A,otwarty,откровен
680,geschlossen::A,zamknięty,закрит
681,geschlossen::A,zamknięty,затворен
682,sauber::A,czysty,чист
683,schmutzig::A,brudny,мръсен
684,roh::A,surowy,суров
685,reif::A,dojrzały,зрял
686,lecker::A,smaczny,вкусен
687,süß::A,słodki,сладък
688,bitter::A,gorzki,горчив
689,sauer::A,kwaśny,кисел
690,hell::A,jasny,ясен
691,hell::A,jasny,светъл
692,dunkel::A,ciemny,тъмен
693,schwarz::A,czarny,черен
694,weiß::A,biały,бял
695,rot::A,czerwony,червен
696,gelb::A,żółty,жълт
697,blau::A,błękitny,син
698,blau::A,niebieski,син
699,grün::A,zielony,зелен
700,grau::A,szary,сив
701,bunt::A,barwny,шарен
702,bunt::A,barwny,пъстър
703,billig::A,tani,евтин
704,teuer::A,drogi,скъп
705,wertvoll::A,cenny,ценен
706,blind::A,ślepy,сляп
707,taub::A,głuchy,глух
708,kräftig::A,mocny,силен
709,stark::A,silny,здрав
710,stark::A,silny,силен
711,schwach::A,słaby,слаб
712,fett::A,tłusty,тлъст
713,schlank::A,smukły,тънък
714,schlank::A,smukły,строен
715,hübsch::A,ładny,хубав
716,böse::A,zły,зъл
717,dumm::A,głupi,глупав
718,faul::A,leniwy,ленив
719,faul::A,leniwy,мързелив
720,fleißig::A,pilny,прилежен
721,geizig::A,skąpy,скъпернически
722,klug::A,mądry,умен
723,klug::A,mądry,разумен
724,geschickt::A,zręczny,умел
725,geschickt::A,zręczny,сръчен
726,lieb::A,miły,мил
727,lieb::A,miły,драг
728,lustig::A,wesoły,весел
729,sanft::A,łagodny,нежен
730,sanft::A,łagodny,кротък
731,hungrig::A,głodny,гладен
732,krank::A,chory,болен
733,nackt::A,nagi,гол
734,traurig::A,smutny,тъжен
735,traurig::A,smutny,печален
736,lebendig::A,żywy,жив
737,gut::A,dobry,добър
738,schlecht::A,zły,лош
739,richtig::A,słuszny,правилен
740,richtig::A,właściwy,правилен
741,schlimm::A,zły,лош
742,wahr::A,prawdziwy,верен
743,wahr::A,prawdziwy,истински
744,alt::A,stary,стар
745,alt::A,stary,древен
746,neu::A,nowy,нов
747,ehemalig::A,były,бивш
748,alt[Lebewesen]::A,stary,стар
749,jung::A,młody,млад
750,arm::A,ubogi,беден
751,arm::A,biedny,беден
752,reich::A,bogaty,богат
753,bekannt::A,znany,познат
754,bekannt::A,znany,известен
755,berühmt::A,słynny,почут
756,berühmt::A,słynny,известен
757,fremd::A,obcy,чужд
758,fremd::A,cudzy,чужд
759,verschieden::A,różny,разен
760,verschieden::A,różny,различен
761,nah::A,bliski,близък
762,fern::A,daleki,далечен
763,linker::A,lewy,ляв
764,rechter::A,prawy,прав
765,anderer::A,inny,друг
766,erster::A,pierwszy,пръв
767,erster::A,pierwszy,първи
768,zweiter::A,drugi,втори
769,dritter::A,trzeci,трети
770,letzter::A,ostatni,последен
771,allein::ADV,sam,само
772,auf einmal::ADV,naraz,същевременно
773,zusammen::ADV,razem,заедно
774,lange::ADV,długo,дълго
775,plötzlich::ADV,nagle,изведнъж
776,sofort::ADV,natychmiast,веднага
777,später::ADV,później,по-късно
778,jetzt::ADV,teraz,сега
779,jetzt::ADV,obecnie,сега
780,heute::ADV,dziś,днес
781,heute::ADV,dzisiaj,днес
782,morgen::ADV,jutro,утре
783,bald::ADV,wkrótce,скоро
784,dann::ADV,potem,после
785,dann::ADV,potem,тогава
786,gestern::ADV,wczoraj,вчера
787,einst::ADV,kiedyś,някога
788,einst::ADV,niegdyś,някога
789,damals::ADV,wtedy,тогава
790,damals::ADV,wówczas,тогава
791,danach::ADV,następnie,после
792,danach::ADV,następnie,след това
793,vorher::ADV,przedtem,преди
794,vorher::ADV,przedtem,преди това
795,zuerst::ADV,naprzód,най-напред
796,zuerst::ADV,najpierw,най-напред
797,einmal::ADV,raz,веднъж
798,einmal::ADV,raz,един път
799,manchmal::ADV,czasem,понякога
800,oft::ADV,często,често
801,immer::ADV,zawsze,винаги
802,niemals::ADV,nigdy,никога
803,hier::ADV,tu,тук
804,hier::ADV,tu,тука
805,hier::ADV,tutaj,тук
806,hier::ADV,tutaj,тука
807,hierhin::ADV,tu,насам
808,von hier::ADV,stąd,оттук
809,von hier::ADV,stąd,оттука
810,dort::ADV,tam,там
811,dorthin::ADV,tam,натам
812,dorthin::ADV,tam,нататък
813,geradeaus::ADV,prosto,направо
814,vorwärts::ADV,naprzód,напред
815,rückwärts::ADV,wstecz,назад
816,zurück::ADV,z powrotem,обратно
817,unten::ADV,u dołu,долу
818,unten::ADV,na dole,долу
819,hinab::ADV,na_dół,надолу
820,hinab::ADV,w_dół,надолу
821,oben::ADV,w górze,горе
822,oben::ADV,na górze,горе
823,hinauf::ADV,w górę,нагоре
824,hinauf::ADV,na górę,нагоре
825,überall::ADV,wszędzie,навсякъде
826,nicht::ADV,nie,не
827,ein wenig::ADV,trochę,малко
828,kaum::ADV,ledwie,едва
829,kaum::ADV,ledwie,едвам
830,kaum::ADV,prawie nie,едва
831,kaum::ADV,prawie nie,едвам
832,sehr::ADV,bardzo,много
833,sehr::ADV,bardzo,твърде
834,so::ADV,tak,тъй
835,so::ADV,tak,така
836,noch::ADV,jeszcze,още
837,nur::ADV,tylko,само
838,schon::ADV,już,вече
839,wieder::ADV,znów,пак
840,wieder::ADV,znów,отново
841,wieder::ADV,znowu,пак
842,wieder::ADV,znowu,отново
843,vergebens::ADV,na próżno,напразно
844,vor::PRP,przed,пред
845,hinter::PRP,za,зад
