,Concept_ID,it,ku
823,nur::ADV,soltanto,bes
824,schon::ADV,già,hew
825,wieder::ADV,di nuovo,jar din
826,wieder::ADV,di nuovo,dîsa
827,vergebens::ADV,invano,deya çun
828,vergebens::ADV,invano,îfleh bûn
829,vor::PRP,davanti a,li ber
830,hinter::PRP,dietro,li pişt
831,unter::PRP,sotto,li bin
832,durch::PRP,per,kura
833,durch::PRP,attraverso,kura
834,neben::PRP,a accanto a,li ba
835,zwischen::PRP,fra,nabeyne
836,zwischen::PRP,fra,di nav...da
837,wegen::PRP,a causa di,ji bo
838,wegen::PRP,a causa di,ji ber
839,dies::PRN,ciò,ev
840,dies::PRN,questo,ev
841,das::PRN,ciò,ev
842,das::PRN,quello,ev
843,alles::PRN,tutto,hemû
844,ich::PRN,ìo,ez
845,du::PRN,tu,tu
846,er::PRN,lui,wî
847,er::PRN,egli,wî
848,wir::PRN,noi,êm
849,ihr::PRN,voi,hûn
850,sie::PRN,loro,we
851,was::FPRN,che,çi
852,was::FPRN,che cosa,çi
853,wer::FPRN,chi,ki
854,wo::FADV,dove,li ku dere
855,wohin::FADV,dove,li ku dere
856,wie::FADV,come,çawa
857,warum::FADV,perche,çima
858,wieviel::FNUM,quanto,çend
859,eins::NUM,uno,yek
860,zwei::NUM,due,didu
861,drei::NUM,tre,sisê
862,vier::NUM,quattro,çar
863,fünf::NUM,cinque,penç
864,sechs::NUM,sei,şeş
865,sieben::NUM,sette,heft
866,acht::NUM,otto,heşt
867,neun::NUM,nove,neh
868,zehn::NUM,dieci,deh
869,elf::NUM,ùndici,yazdeh
870,zwölf::NUM,dodici,diwazdeh
871,zwanzig::NUM,venti,bîst
872,dreißig::NUM,trenta,sih
873,vierzig::NUM,quaranta,çil
874,fünfzig::NUM,cinquanta,pençi
875,sechzig::NUM,sessanta,şêst
876,siebzig::NUM,settanta,heftê
877,achtzig::NUM,ottanta,heştê
878,neunzig::NUM,novanta,nod
879,hundert::NUM,cento,sêd
880,tausend::NUM,mille,hezar
881,und::CNJ,e,û
882,oder::CNJ,o,an
883,oder::CNJ,o,yan
884,stehen::V,stare in piedi,sekinîn
885,sitzen::V,sedere,rûniştin
886,sitzen::V,stare seduto,rûniştin
887,liegen::V,giacere,paldan
888,hängen::V,pèndere,darve kirin
889,hängen::V,èssere appeso,darve kirin
890,werden::V,farsi,bûn
891,werden::V,diventare,bûn
892,passieren::V,succèdere,hatin holê
893,passieren::V,succèdere,hatin serê kesî
894,beginnen::V,cominciare,li dest pêkirin
895,enden::V,finire,xalas bû
896,enden::V,terminare,xalas bû
897,wechseln::V,variare,guherandin
898,wechseln::V,variare,dêgiş kirin
899,wechseln::V,cambiare,guherandin
900,wechseln::V,cambiare,dêgiş kirin
901,aufgehen[Sonne]::V,sòrgere,hilatin
902,aufgehen[Sonne]::V,spuntare,hilatin
903,untergehen[Sonne]::V,tramontare,çun ava
904,scheinen[Sonne]::V,splèndere,şewk de
905,donnern::V,tonare,gire-gir
906,wehen::V,soffiare,ba le de
907,strömen::V,fluire,xwe girtin
908,fließen::V,fluire,herikîn
909,fließen::V,scorrere,herikîn
910,sich drehen::V,girarsi,xwe zivirandin
911,schwanken::V,oscillare,hejandin
912,schwanken::V,barcollare,hejandin
913,schwingen::V,vibrare,libakirin
914,schwingen::V,oscillare,libakirin
915,fallen::V,cadere,ketin
916,brennen::V,àrdere,şewitîn
917,brennen::V,bruciare,şewitîn
918,rauchen::V,fumare,kişandin
919,regnen::V,piòvere,bahran tê
920,gefrieren::V,gelarsi,qefilandin
921,gefrieren::V,congelarsi,qefilandin
922,tauen::V,sciògliersi,helandin
923,schmelzen::V,fòndere,helandin
924,schmelzen::V,sciògliersi,helandin
925,trocknen::V,asciugarsi,zuwabûn
926,sieden::V,bollire,kelîn
927,faulen::V,marcire,xerabûn
928,verfaulen::V,imputridire,xerabûn
929,reißen::V,strapparsi,jêkirin
930,versinken::V,affondare,xerq bûn
931,vergehen::V,passare,derbas bûn
932,erscheinen::V,apparire,peyda bûn
933,erscheinen::V,comparire,peyda bûn
934,verschwinden::V,sparire,wendabûn
935,verschwinden::V,scomparire,wendabûn
936,sinken::V,calare,noq bûn
937,sinken::V,scendere,noq bûn
938,abnehmen::V,diminuire,kêm bûn
939,zunehmen::V,aumentare,qelew bûn
940,steigen::V,salire,hildan
941,steigen::V,montare,hildan
942,wachsen::V,crescere,mezin bûn
943,glänzen::V,splèndere,biriqîn
944,funkeln::V,brillare,çikisîn
945,funkeln::V,scintillare,çikisîn
946,lärmen::V,strepitare,guşîn
947,lärmen::V,fare chiasso,guşîn
948,läuten::V,suonare,lê de
949,klingeln::V,suonare,sîl dan
950,klingeln::V,suonare,ringerin
951,klirren::V,tintinnare,zingzing hat
952,brausen::V,rombare,guşîn
953,brausen::V,rumoreggiare,guşîn
954,rauschen::V,frusciare,guşîn
955,klingen::V,suonare,deng pe ketin
956,bellen::V,latrare,kewtîn
957,bellen::V,abbaiare,kewtîn
958,heulen::V,urlare,ûrîn
959,heulen::V,ululare,ûrîn
960,blasen::V,soffiare,puf kirin
961,pfeifen::V,fischiare,fîkandin
962,schreien::V,gridare,qîrîn
963,stöhnen::V,gèmere,nalîn
964,zittern::V,tremare,hejîn
965,leben::V,vìvere,jihîn
966,geboren werden::V,nàscere,hatin dinyê
967,geboren werden::V,nàscere,bûn
968,atmen::V,respirare,hilmijîn
969,trinken::V,bere,vexwarin
970,essen::V,mangiare,xwarin
971,schlucken::V,inghiottire,daqulbandin
972,müde werden::V,stancarsi,betilîln
973,müde werden::V,stancarsi,qerimîn
974,einschlafen::V,addormentarsi,razan
975,schlafen::V,dormire,razan
976,schlafen::V,dormire,razandin
977,aufwachen::V,svegliarsi,şiyarbûn
978,aufstehen::V,levarsi,rabûn
979,sich erholen::V,riposarsi,baş bûn
980,krank werden::V,ammalarsi,nexweş kêt
981,krank sein::V,èssere malato,nexweş bû
982,schmerzen::V,dolere,êşandin
983,husten::V,tossire,kuxin
984,genesen::V,guarire,baş bûn
985,sterben::V,morire,mirin
986,umkommen::V,perire,mirin
987,sich bewegen::V,agitarsi,leqîn
988,sich rühren::V,muòversi,leqîn
989,sich erheben::V,alzarsi,rabûn
990,sich setzen::V,sedersi,runiştin
991,hinfallen::V,cadere,kêtin
992,laufen::V,camminare,meşîn
993,laufen::V,andare a piedi,meşîn
994,schreiten::V,andare,meşkirin
995,schreiten::V,procedere,meşkirin
996,spazierengehen::V,passeggiare,gerandin
997,spazierengehen::V,andare a passeggio,gerandin
998,eilen::V,andare in fretta,lezandin
999,sich beeilen::V,affrettarsi,zûkirin
1000,sausen::V,volare,fîzîn
1001,sausen::V,correre,fîzîn
1002,rennen::V,correre,baz dan
1003,springen::V,saltare,hilpekîn
1004,klettern::V,arrampicarsi,hilperikîn
1005,schaukeln::V,fare l'altalena,lorandin
1006,kriechen::V,strisciare,xuşandin
1007,schwimmen::V,nuotare,avjenîn
1008,tauchen::V,tuffarsi,qutxuyardin
1009,tauchen::V,tuffarsi,noqîn
1010,tauchen::V,immèrgersi,qutxuyardin
1011,tauchen::V,immèrgersi,noqîn
1012,rudern::V,remare,qaîq ajotin
1013,fahren::V,andare,ajotin
1014,fahren::V,viaggiare,ajotin
1015,fliegen::V,volare,firîn
1016,gehen::V,andare,çûn
1017,weggehen::V,andàrsene,çûn
1018,weggehen::V,andare via,çûn
1019,abfahren::V,partire,çûyin
1020,anhalten::V,fermarsi,rawestîn
1021,hineingehen::V,entrare,ketin hundir
1022,eintreten::V,entrare,têketin
1023,kommen::V,venire,hatin
1024,ankommen::V,arrivare,gihan
1025,ankommen::V,arrivare,gihîştin
1026,zurückkommen::V,ritornare,vegerandin
1027,bleiben::V,restare,sekinîn
1028,bleiben::V,rimanere,sekinîn
1029,warten::V,aspettare,payîn
1030,erwarten::V,attèndere,payîn
1031,suchen::V,cercare,lêgerîn
1032,finden::V,trovare,peyda kirin
1033,versuchen::V,tentare,çeribandin
1034,vorbereiten::V,preparare,amade kirin
1035,lieben::V,amare,hez kirin
1036,mögen::V,piacere a,dil kirin
1037,mögen::V,volere bene a,dil kirin
1038,lachen::V,rìdere,kenîn
1039,rühren::V,commuòvere,hêjan
1040,weinen::V,piàngere,girîn
1041,schimpfen::V,imprecare,pevçûn
1042,sich ärgern::V,stizzirsi,enirîn
1043,sich ärgern::V,arrabbiarsi,enirîn
1044,sich fürchten::V,avere paura,tirsîn
1045,fürchten::V,temere,tirsin
1046,fliehen::V,fuggire,bazdan
1047,flüchten::V,sfuggire,revîn
1048,sehen::V,vedere,dîtin
1049,anschauen::V,guardare,sêr kirin
1050,ansehen::V,guardare,hesibandin
1051,hören::V,udire,guhdar jirin
1052,hören::V,sentire,guhdar jirin
1053,zuhören::V,ascoltare,guhdarî kirin
1054,probieren::V,degustare,tehm kirin
1055,probieren::V,assaggiare,tehm kirin
1056,riechen::V,sentire,bihn kirin
1057,fühlen::V,sentire,hîs kirin
1058,scheinen::V,parere,xoyer kir
1059,scheinen::V,sembrare,xoyer kir
1060,zu sehen sein::V,vedersi,diyar bûn
1061,vernehmen::V,sentire,bihîstin
1062,vernehmen::V,percepire,bihîstin
1063,frieren::V,aver freddo,qerişîn
1064,tun::V,fare,kirin
1065,können::V,sapere,karin
1066,wollen::V,volere,xwestîn
1067,anfangen::V,iniziare,dest pêkirin
1068,anfangen::V,cominciare,dest pêkirin
1069,beenden::V,finire,xelas kirin
1070,beenden::V,terminare,xelas kirin
1071,aufhören::V,finire,xelas kirin
1072,aufhören::V,cessare,xelas kirin
1073,gelingen::V,riuscire,çe bûn
1074,geraten::V,stare,qewîmîn
1075,öffnen::V,aprire,vekirin
1076,schließen::V,chiùdere,girtin
1077,stellen::V,porre,danîn
1078,stellen::V,mettere,danîn
1079,setzen::V,porre,rûniştin
1080,setzen::V,mettere,rûniştin
1081,legen::V,posare,danîn
1082,legen::V,posare,razandin
1083,legen::V,mettere,danîn
1084,legen::V,mettere,razandin
1085,berühren::V,toccare,lêketin
1086,verbinden::V,unire,anîn pê
1087,verbinden::V,congiùngere,anîn pê
1088,bedecken::V,coprire,sergirtin
1089,bedecken::V,ricoprire,sergirtin
1090,aufhängen::V,attaccare,aliqandin
1091,anzünden::V,accèndere,pêxistin
1092,anzünden::V,incendiare,pêxistin
1093,aufheben::V,raccògliere,hildan
1094,zurücklassen::V,lasciare,hiştin
1095,zurücklassen::V,lasciare,vehiştin
1096,zurücklassen::V,lasciare indietro,hiştin
1097,zurücklassen::V,lasciare indietro,vehiştin
1098,verlieren::V,pèrdere,wendakirin
1099,fallen lassen::V,lasciare cadere,xistin bixe
1100,fallen lassen::V,lasciare cadere,xistin
1101,machen::V,fare,kirin
1102,machen::V,fare,çêkirin
1103,herstellen::V,produrre,çê kirin
1104,herstellen::V,produrre,peyda kirin
1105,herstellen::V,fabbricare,çê kirin
1106,herstellen::V,fabbricare,peyda kirin
1107,bauen::V,costruire,lêkirin
1108,reparieren::V,riparare,veherînerîn
1109,verbessern::V,migliorare,sererastkirin
1110,ändern::V,mutare,degiş kirin
1111,ändern::V,cambiare,degiş kirin
1112,graben::V,scavare,kolandin
1113,beugen::V,chinare,tewîn
1114,beugen::V,chinare,xwar kirin
1115,beugen::V,flettere,tewîn
1116,beugen::V,flettere,xwar kirin
1117,biegen::V,tòrcere,tewandin
1118,biegen::V,tòrcere,xwarkirin
1119,drehen::V,girare,fitilandin
1120,wenden::V,girare,zivîrin
1121,wenden::V,voltare,zivîrin
1122,umdrehen::V,rivoltare,vegerandin
1123,heben::V,levare,hildan
1124,hochheben::V,levare,hildan
1125,hochheben::V,sollevare,hildan
1126,ergreifen::V,afferrare,dest avêtin
1127,halten::V,tenere,hîştin
1128,halten::V,tenere,sekinîn
1129,drücken::V,premere,pêl kirin
1130,schieben::V,spìngere,damdan
1131,kratzen::V,grattare,xurandin
1132,kratzen::V,graffiare,xurandin
1133,lecken::V,leccare,alastin
1134,beißen::V,mòrdere,gez kirin
1135,abreißen::V,staccarsi,hilşandin
1136,abreißen::V,strapparsi,hilşandin
1137,abschneiden::V,tagliare,jêkirin
1138,binden::V,legare,girêdan
1139,binden::V,bendare,girêdan
1140,stecken::V,ficcare,têxistin
1141,brechen::V,rompere,şikandin
1142,klopfen::V,bàttere,kutandin
1143,hauen::V,picchiare,li dan
1144,kleben::V,incollare,zeliqîn
1145,kleben::V,incollare,şirêz kirin
1146,reiben::V,fregare,firikandin
1147,streichen::V,spalmare,bax dan
1148,schleifen::V,arrotare,çarkirin
1149,schneiden::V,tagliare,jêkirin
1150,rütteln::V,scuòtere,hejandin
1151,schütteln::V,agitare,daweşîn
1152,schütteln::V,scuòtere,daweşîn
1153,schwenken::V,agitare,têwdan
1154,schwenken::V,sventolare,têwdan
1155,schütten::V,versare,rijandin
1156,füllen::V,riempire,dagirtin
1157,einwickeln::V,involtare,pêçandin
1158,tragen::V,portare,kişandin
1159,tragen::V,portare,rajtin
1160,schleppen::V,trainare,kişandin
1161,schleppen::V,trascinare,kişandin
1162,ziehen::V,tirare,kişandin
1163,aufbewahren::V,custodire,hilandin
1164,aufbewahren::V,conservare,hilandin
1165,werfen::V,gettare,avêtin
1166,werfen::V,lanciare,avêtin
1167,fangen::V,prèndere,sem kirin
1168,fangen::V,prèndere,girtin
1169,fangen::V,acchiappare,sem kirin
1170,fangen::V,acchiappare,girtin
1171,packen::V,pigliare,pê girtin
1172,packen::V,afferrare,pê girtin
1173,verstecken::V,nascondere,hîlanin
1174,teilen::V,divìdere,parvekirin
1175,schicken::V,inviare,şandin
1176,bringen::V,portare,anîn
1177,bringen::V,portare,birin
1178,bringen::V,apportare,anîn
1179,bringen::V,apportare,birin
1180,hinzufügen::V,aggiùngere,dan ser
1181,hinzufügen::V,aggiùngere,li tiştekî zêde kirin
1182,bekommen::V,ricevere,standin
1183,erhalten::V,ricevere,standin
1184,nehmen::V,prèndere,girtin
1185,wählen::V,elèggere,ray dan
1186,wählen::V,scegliere,ray dan
1187,auswählen::V,scegliere,bijartin
1188,bewahren::V,conservare,rê li ber girtin
1189,bewahren::V,conservare,lê xwedî derketin
1190,behindern::V,impedire,bara wi
1191,verderben::V,guastare,heram bûn
1192,beschädigen::V,danneggiare,xerab kirin
1193,zerbrechen::V,rompere,şikênandin
1194,zerbrechen::V,rompere,perçe kirin
1195,zerbrechen::V,spezzare,şikênandin
1196,zerbrechen::V,spezzare,perçe kirin
1197,zerreißen::V,stracciare,qelişandin
1198,zerstören::V,distrùggere,hilşandin
1199,verbrennen::V,bruciare,şewitandin
1200,geben::V,dare,dan
1201,geben::V,dare,dayin
1202,reichen::V,pòrgere,besbûn
1203,reichen::V,pòrgere,têrkirin
1204,schenken::V,regalare,diyarî kirin
1205,versprechen::V,promettere,soz dan
1206,wünschen::V,augurare,dil kirin
1207,loben::V,lodare,pesinandin
1208,küssen::V,baciare,maçkirin
1209,wiegen::V,cullare,lorandin
1210,wiegen::V,cullare,wezinandin
1211,wiegen::V,dondolare,lorandin
1212,wiegen::V,dondolare,wezinandin
1213,zudecken::V,coprire,nixumandin
1214,wecken::V,svegliare,bixwe hesandin
1215,zeigen::V,indicare,şanîdan
1216,führen::V,guidare,raber kirin
1217,führen::V,condurre,raber kirin
1218,lehren::V,insegnare,hîn kirin
1219,unterrichten::V,istruire,ders dan
1220,unterrichten::V,insegnare,ders dan
1221,aufziehen::V,allevare,mesinkirin
1222,leiten::V,avviare,rêberî kirin
1223,leiten::V,dirìgere,rêberî kirin
1224,antreiben::V,incitare,bezandin
1225,lassen::V,fare,berdan
1226,lassen::V,fare,hiştin
1227,einladen::V,invitare,dawet kirin
1228,vereinigen::V,unire,bi yek kirin
1229,besuchen::V,visitare,mêvan bûn
1230,besuchen::V,far vìsita a,mêvan bûn
1231,treffen::V,incontrare,rast hatin
1232,sich versammeln::V,rinunirsi,li hev çivîn
1233,spielen::V,giocare,listin
1234,singen::V,cantare,stran
1235,tanzen::V,danzare,reqisîn
1236,sich trennen::V,separarsi,hew berdan
1237,verlassen::V,lasciare,tanê hişt
1238,verlassen::V,lasciare,bêkes
1239,verlassen::V,abbandonare,tanê hişt
1240,verlassen::V,abbandonare,bêkes
1241,retten::V,salvare,rihakirin
1242,bewachen::V,custodire,raçavkirin
1243,schützen::V,protèggere,hemet kirin
1244,verteidigen::V,difèndere,paraztin
1245,sich schlagen::V,bàttersi,li hev bezîn
1246,schießen::V,sparare,agir kirin
1247,siegen::V,vìncere,biser ketin
1248,ärgern::V,stizzire,xeyirandin
1249,schlagen::V,bàttere,lêdan
1250,schlagen::V,bàttere,lêxistin
1251,treten::V,calciare,têlekirin
1252,stechen::V,pùngere,têrekirin
1253,stoßen::V,urtare,lêketin
1254,stoßen::V,spìngere,lêketin
1255,stehlen::V,rubare,dizîn
1256,stehlen::V,rubare,dizî birin
1257,stören::V,disturbare,aciz kirin
1258,belästigen::V,molestare,li tela yeki ketin
1259,belästigen::V,importunare,li tela yeki ketin
1260,verbergen::V,celare,veşartin
1261,verbergen::V,celare,kemîndanîn
1262,verbergen::V,nascondere,veşartin
1263,verbergen::V,nascondere,kemîndanîn
1264,täuschen::V,ingannare,xapandin
1265,täuschen::V,ingannare,lê zexeli kirin
1266,betrügen::V,frodare,xapandin
1267,betrügen::V,truffare,xapandin
1268,töten::V,uccìdere,kûştin
1269,wohnen::V,abitare,rûniştin
1270,arbeiten::V,lavorare,kar kirin
1271,arbeiten::V,lavorare,şêxulin
1272,sammeln::V,raccògliere,komkirin
1273,sammeln::V,collezionare,komkirin
1274,pflücken::V,cògliere,çinîn
1275,jagen::V,cacciare,nêçîr kirin
1276,fischen::V,pescare,masî girtin
1277,fassen::V,catturare,pê girtin
1278,fassen::V,catturare,sêm kirin
1279,fassen::V,acchiappare,pê girtin
1280,fassen::V,acchiappare,sêm kirin
1281,hüten::V,pascolare,hei jê man
1282,treiben::V,spìngere,bêherandin
1283,anbinden::V,legare,tewilandin
1284,anbinden::V,attaccare,tewilandin
1285,füttern::V,dar da mangiare a,xwarine dan lê
1286,melken::V,mùngere,dotin
1287,hacken::V,tritare,kolandin
1288,hacken::V,spaccare,kolandin
1289,gießen::V,annaffiare,av dan
1290,reifen::V,maturare,kemilîn
1291,zubereiten::V,preparare,çe kirin
1292,kochen::V,cuòcere,xwarin çe kirin
1293,kochen::V,cuòcere,kelandin
1294,backen::V,cuòcere,pijandin
1295,backen::V,cuòcere al forno,pijandin
1296,braten::V,frìggere,qelandin
1297,braten::V,frìggere,sor kirin
1298,braten::V,arrostire,qelandin
1299,braten::V,arrostire,sor kirin
1300,umrühren::V,mescolare,têvdan
1301,stricken::V,llavorare a maglia,hûnan
1302,nähen::V,cucire,kêl kirin
1303,färben::V,tìngere,boyax kirin
1304,reinigen::V,pulire,paqijkirin
1305,reinigen::V,nettare,paqijkirin
1306,waschen::V,lavare,şuştin
1307,abwischen::V,asciugare,pakîj kirin
1308,spülen::V,lavare,şuştin
1309,spülen::V,sciacquare,şuştin
1310,fegen::V,spazzare,maliştin
1311,kehren::V,spazzare,maliştin
1312,baden::V,bagnarsi,serîşûştin
1313,baden::V,fare il bagno,serîşûştin
1314,sich waschen::V,lavarsi,serîşûştin
1315,ausziehen::V,tògliersi,jê kirin
1316,anziehen::V,mettersi,pê kirin
1317,anziehen::V,indossare,pê kirin
1318,sich anziehen::V,vestirsi,xwe kirin
1319,kämmen::V,pettinare,şeh kirin
1320,schmücken::V,ornare,xemilandin
1321,schmücken::V,decorare,xemilandin
1322,sagen::V,dire,gotin
1323,sagen::V,dire,peyivîn
1324,sprechen::V,parlare,peyivîn
1325,reden::V,parlare,axaftin
1326,sich unterhalten::V,conversare,hev biştaxilin
1327,fragen::V,chièdere,pirsîn
1328,fragen::V,chièdere,pirs kirin
1329,fragen::V,domandare,pirsîn
1330,fragen::V,domandare,pirs kirin
1331,bitten::V,pregare,tika kirin
1332,erzählen::V,narrare,behs kirin
1333,erzählen::V,raccontare,behs kirin
1334,mitteilen::V,comunicare,vegotin
1335,nennen::V,nominare,bi nav kirin
1336,rufen::V,chiamare,bakirin
1337,prahlen::V,vantarsi,pesnê xwe dan
1338,übersetzen::V,tradurre,qulibandin
1339,übersetzen::V,tradurre,derbas kirin
1340,denken::V,pensare,fikirîn
1341,glauben::V,credere,bawer bûn
1342,bemerken::V,notare,bala xwe dan
1343,bemerken::V,notare,çac lê ketin
1344,bemerken::V,osservare,bala xwe dan
1345,bemerken::V,osservare,çac lê ketin
1346,erkennen::V,riconoscere,pêhesîn
1347,begreifen::V,capire,fêmkirin
1348,begreifen::V,comprèndere,fêmkirin
1349,verstehen::V,intèndere,fêmkirin
1350,verstehen::V,comprèndere,fêmkirin
1351,lernen::V,imparare,halmandin
1352,lernen::V,imparare,fêrbun
1353,lernen::V,apprèndere,halmandin
1354,lernen::V,apprèndere,fêrbun
1355,wissen::V,sapere,zanîn
1356,sich erinnern an::V,ricordare,bir bûn
1357,sich erinnern an::V,ricordarsi di,bir bûn
1358,vergessen::V,dimenticare,ji bir kirin
1359,messen::V,misurare,pê kanîn
1360,zählen::V,contare,hejmardin
1361,rechnen::V,contare,hesibandin
1362,rechnen::V,calcolare,hesibandin
1363,lesen::V,lèggere,xwendin
1364,malen::V,dipìngere,rengandin
1365,malen::V,dipìngere,boyax kirin
1366,zeichnen::V,disegnare,işaret kirin
1367,schreiben::V,scrìvere,nivîsandin
1368,besitzen::V,possedere,hebûn
1369,kaufen::V,comprare,kirîn
1370,kaufen::V,acquistare,kirîn
1371,verkaufen::V,vendere,firotin
1372,bezahlen::V,pagare,pere dan
1373,zahlen::V,pagare,pere dan
1374,zahlen::V,pagare,dayin
1375,beherrschen::V,dominare,zebt kirin
1376,beherrschen::V,dominare,hukim kirin
1377,ertragen::V,sopportare,bihêzkirin
