,Concept_ID,sq,ta
259,Gedanke::N,ide,எண்ணம்
260,Gedanke::N,mendim,எண்ணம்
261,Gedächtnis::N,kujtesë,ஞாபகம்
262,Verstand::N,mend,மனம்
263,Sinn::N,kuptim,அர்த்தம்
264,Grund::N,arsye,காரணம்
265,Wahrheit::N,vërtetë,உண்நை
266,Gespräch::N,bisedim,பெசு
267,Märchen::N,përrallë,நம்பத்தகாத கதை
268,Erzählung::N,tregim,கதை
269,Nachricht::N,lajm,செய்தி
270,Neuigkeit::N,risi,செய்தி
271,Name::N,emër,பெயர்
272,Rätsel::N,gjëzë,புதிர்
273,Rätsel::N,gjëegjëzë,புதிர்
274,Rede::N,fjalim,பேச்சு
275,Sprache::N,gjuhë,மொழி
276,Stimme::N,zë,குரல்
277,Wort::N,fjalë,வார்த்தை
278,Zeichen::N,shenjë,குறி
279,Ruf::N,thirrmë,அழைப்பு
280,Lärm::N,zhurmë,சத்தம்
281,Laut::N,tingull,ஒலி
282,Ton::N,ton,குரல்
283,Lied::N,këngë,பாட்டு
284,Ruhe::N,qetësi,அமைதி
285,Leute::N,botë,மக்கள்
286,Leute::N,njerëz,மக்கள்
287,Volk::N,popull,மக்கள்
288,Arbeit::N,punë,வேலை
289,Gast::N,mik,விருந்தாளி
290,Gast::N,mysafir,விருந்தாளி
291,Geschenk::N,dhuratë,பரிசுப் பொருள்
292,Geschenk::N,peshqesh,பரிசுப் பொருள்
293,Spiel::N,lojë,விளையாட்டு
294,Gesellschaft::N,shoqëri,சமுதாயம்
295,Hilfe::N,ndihmë,உதவி
296,Freund::N,mik,நண்பன்
297,Kamerad::N,shok,உடனிருப்பவன்
298,Angelegenheit::N,punë,செய்தி
299,Anzahl::N,sasi,எண்ணிக்கை
300,Art::N,lloj,வகை
301,Stück::N,copë,துண்டம்
302,Teil::N,pjesë,பகுதி
303,Hälfte::N,gjysmë,பாதி
304,Kreis::N,qark,வட்டம்
305,Kreis::N,rreth,வட்டம்
306,Kreuz::N,kryq,சிலுவை
307,Linie::N,vijë,கோடு
308,Strich::N,vizë,வாத நோய்
309,Abstand::N,distancë,இடைவெளி
310,Entfernung::N,largim,தூரம்
311,Gegend::N,vise,வட்டாரம்
312,Gegend::N,krahinë,வட்டாரம்
313,Platz::N,shesh,வெற்றிடம்
314,Ort::N,vend,இடம்
315,Seite::N,anë,பக்கம்
316,Mitte::N,mes,இடைப்பகுதி
317,Gegenstand::N,send,உருப்படி
318,Sache::N,gjë,பொருள்
319,Sache::N,send,பொருள்
320,Rand::N,qoshe,தொங்கு
321,Kante::N,teh,விளிம்பு
322,Ecke::N,qoshe,மூலை
323,Spitze::N,majë,முனை
324,Ende::N,skaj,முடிவு
325,Ende::N,bisht,முடிவு
326,Loch::N,vrimë,துளை
327,Winkel::N,kënd,கோணம்
328,Muster::N,mostër,பாங்கு
329,Größe::N,madhësi,அளவு
330,Länge::N,gjatësi,நீளம்
331,Höhe::N,lartësi,உயரம்
332,Gewicht::N,peshë,எடை
333,Menge::N,sasi,தொகை
334,Haufen::N,grumbull,குவியல்
335,Reihe::N,radhë,வரிசை
336,Reihe::N,rresht,வரிசை
337,Boot::N,barkë,படகு
338,Boot::N,lundër,படகு
339,Ruder::N,rrem,துடுப்பு
340,Schlitten::N,sajë,சகடையிலா வண்டி
341,Ski::N,ski,பனிச் சறுக்கல்
342,Lagerfeuer::N,flakadan,மூட்டம்
343,Lagerfeuer::N,zjarr i madh,மூட்டம்
344,Last::N,barrë,பாரம்
345,Gang::N,ecje,நடை
346,Schritt::N,hap,காலடி
347,Norden::N,veri,வடக்கு
348,Süden::N,jug,தெற்கு
349,Westen::N,perëndim,மேற்கு திசை
350,Osten::N,lindje,கிழக்கு
351,Holz::N,dru,மரக்கட்டை
352,Brett::N,dërrasë,பலகை
353,Platte::N,pllakë,பலகம்
354,Stütze::N,shtyllë,அடைப்புகன்
355,Stütze::N,mbështetesë,அடைப்புகன்
356,Stange::N,shufër,கம்பம்
357,Stock::N,dajak,குச்சி
358,Stab::N,shkop,கம்பு
359,Rohr::N,tub,குழாய்
360,Haus::N,shtëpi,வீடு
361,Heim::N,konak,வீடு
362,Heim::N,shtëpi,வீடு
363,Ofen::N,sobë,அடுப்பு
364,Ofen::N,stufë,அடுப்பு
365,Fußboden::N,dysheme,தரை
366,Tisch::N,tryezë,மேசை
367,Stuhl::N,karrige,நாற்காலி
368,Wiege::N,djep,தொட்டில்
369,Bett::N,shtrat,படுக்கை
370,Regal::N,raft,அலமாரி
371,Kiste::N,kuti,பெட்டி
372,Fenster::N,dritare,சாளரம்
373,Tür::N,derë,கதவு
374,Tor::N,portë,வாசற்கதவு
375,Zaun::N,gardh,வேலி
376,Dach::N,çati,கூரை
377,Leiter::N,shkallë,ஏணி
378,Besen::N,fshesë,விளக்குமாறு
379,Spaten::N,lopatë,மண்வெட்டி
380,Schaufel::N,qyrek,அடிதண்டா
381,Gabel::N,pirun,முட்கரண்டி
382,Löffel::N,lugë,கரண்டி
383,Messer::N,thikë,கத்தி
384,Nagel::N,gozhdë,ஆணி
385,Netz::N,rrjetë,வலை
386,Haken::N,grep,கொக்கி
387,Haken::N,grremç,கொக்கி
388,Griff::N,dorak,கைப்பிடி
389,Griff::N,dorezë,கைப்பிடி
390,Schloss::N,bravë,பூட்டு
391,Bild::N,tablo,படம்
392,Bild::N,pikturë,படம்
393,Figur::N,figurë,எண்ணிக்கை
394,Puppe::N,kukull,பொம்மை
395,Beutel::N,qese,பை
396,Beutel::N,trastë,பை
397,Bündel::N,deng,பொதி
398,Tasche::N,çantë,பை
399,Eimer::N,kovë,வாளி
400,Deckel::N,kapak,உறை
401,Deckel::N,mbulesë,உறை
402,Geschirr::N,enë,பாத்திரம்
403,Sack::N,thes,பை
404,Sack::N,torbë,பை
405,Tasse::N,filxhan,கிண்ணம்
406,Topf::N,kusi,பானை
407,Topf::N,tenxhere,பானை
408,Kessel::N,kazan,கெண்டி
409,Essen::N,ngrënie,உணவருந்துதல்
410,Nahrung::N,ushqim,உணவு
411,Speise::N,gatesë,உணவு வகை
412,Fleisch::N,mish,இறைச்சி
413,Getreide::N,drithë,மக்காச்சோளம்
414,Brei::N,qull,கஞ்சி
415,Brot::N,bukë,ரொட்டி
416,Scheibe::N,fetë,துண்டு
417,Fett::N,lyrë,கொழுப்பு
418,Fett::N,yndyrë,கொழுப்பு
419,Butter::N,gjalpë,வெண்ணெய்
420,Öl::N,vaj,எண்ணெய்
421,Salz::N,kripë,உப்பு
422,Suppe::N,supë,ரசம்
423,Suppe::N,çorbë,ரசம்
424,Honig::N,mjaltë,தேன்
425,Milch::N,qumësht,பால்
426,Tee::N,çaj,தெனீர்
427,Leder::N,lëkurë,பதம் செய்யப்பட்ட தோல்
428,Wolle::N,lesh,கம்பளி
429,Stoff::N,pëlhurë,துணி
430,Nadel::N,gjilpërë,ஊசி
431,Faden::N,pe,நூல்
432,Faden::N,fije,நூல்
433,Knopf::N,kopsë,பொத்தான்
434,Knoten::N,komb,முடிச்சு
435,Farbe::N,bojë,வண்ணக் குழம்பு
436,Kleidung::N,veshje,ஆடைகள்
437,Hemd::N,këmishë,சட்டை
438,Kragen::N,jakë,கழுத்துப் பட்டை
439,Ärmel::N,mëngë,சட்டைக்கை
440,Hose::N,brekë,கால்சட்டை
441,Gürtel::N,rrip,பெல்ட்
442,Mütze::N,kësulë,தொப்பி
443,Schuh::N,këpucë,காலணி
444,Stiefel::N,çizme,காலணி
445,Ring::N,unazë,மோதிரம்
446,Band::N,shirit,நாடா
447,Kamm::N,krehër,கீப்பு
448,Spiegel::N,pasqyrë,ஆடி
449,Spiegel::N,pasqyrë,கண்ணாடி
450,Riemen::N,rrip,வார்
451,Schnur::N,litar,கயிறு
452,Schnur::N,cikomë,கயிறு
453,Leine::N,rrip,தோல்வார்
454,Decke::N,batanije,போர்வை
455,Kissen::N,jastëk,தலையணை
456,Tuch::N,shami,துணி
457,Handtuch::N,peshqir,தண்டு
458,Kraft::N,forcë,நிர்பந்தம்
459,Stärke::N,koll,பலம்
460,Gesundheit::N,shëndet,ஆரோக்கியம்
461,Krankheit::N,sëmundje,நோய்
462,Schmerz::N,dhimbje,வலி
463,Wunde::N,plagë,காயம்
464,Fieber::N,ethe,காய்ச்சல்
465,Arznei::N,ilaç,மருந்து
466,Brücke::N,urë,பாலம்
467,Brunnen::N,pus,கேணி
468,Weide::N,kullotë,மேய்ச்சல் நிலம்
469,Pfad::N,ravë,நடை வழி
470,Pfad::N,shteg,நடை வழி
471,Weg::N,udhë,வழி
472,Weg::N,shteg,வழி
473,Straße::N,rrugë,சாலை
474,Dorf::N,fshat,கிராமம்
475,Dorf::N,katund,கிராமம்
476,Stadt::N,qytet,நகரம்
477,Brief::N,letër,கடிதம்
478,Buch::N,libër,புத்தகம்
479,Buchstabe::N,shkronjë,எழத்து
480,Zeitung::N,gazetë,செய்தித்தாள்
481,Leben::N,jetë,வாழ்க்கை
482,Tod::N,mortje,மரணம்
483,Grab::N,varr,சமாதி
484,Kirche::N,kishë,தேவாலயம்
485,Sünde::N,mëkat,பாவம்
486,Sünde::N,gjynah,பாவம்
487,Gott::N,hy,கடவுள்
488,Gott::N,zot,கடவுள்
489,Arbeiter::N,punëtor,தொழிலாளி
490,Chef::N,shef,மேலாளர்
491,Chef::N,drejtues,மேலாளர்
492,Meister::N,mjeshtër,தலைவன்
493,Arzt::N,mjek,மருத்துவர்
494,Arzt::N,doktor,மருத்துவர்
495,Lehrer::N,mësues,ஆசிரியர்
496,Lehrer::N,arsimtar,ஆசிரியர்
497,Geld::N,para,பணம்
498,Geld::N,holla,பணம்
499,Geschäft::N,ujdi,வாணிபம்
500,Geschäft::N,biznes,வாணிபம்
501,Laden::N,dyqan,கடை
502,Preis::N,çmim,விலை
503,Ware::N,mall,சாமன்கள்
504,Nutzen::N,dobi,இலாபம்
505,Nutzen::N,leverdi,இலாபம்
506,Reichtum::N,kamje,சொத்து
507,Reichtum::N,pasuri,சொத்து
508,Welt::N,botë,உலகம்
509,Land::N,vend,நாடு
510,Staat::N,shtet,நாடு
511,König::N,mbret,அரசன்
512,Macht::N,fuqi,அதிகாரம்
513,Macht::N,pushtet,அதிகாரம்
514,Grenze::N,kufi,எல்லை
515,Krieg::N,luftë,போர்
516,Feind::N,armik,எதிரி
517,Gewalt::N,dhunë,வன்முறை
518,Kampf::N,luftim,போராட்டம்
519,Bogen[Waffe]::N,hark,வில்
520,Pfeil::N,shigjetë,அம்பு
521,Gewehr::N,pushkë,துப்பாக்கி
522,Fehler::N,gafë,தவறு
523,Fehler::N,gabim,தவறு
524,Lüge::N,gënjeshtër,பொய்
525,Schaden::N,dëm,சேதாரம்
526,Schaden::N,zarar,சேதாரம்
527,Unglück::N,fatkeqësi,இடையூறு
528,Schuld::N,faj,குற்றம்
529,Alter::N,moshë,வயது
530,Schluss::N,fund,முடிவு
531,Zeit::N,kohë,காலம்
532,Tag::N,ditë,நாள்
533,Morgen::N,mëngjes,காலை நேரம்
534,Mittag::N,mesditë,மதியம்
535,Abend::N,mbrëmje,மாலைப் பொழுது
536,Nacht::N,natë,இரவு
537,Woche::N,javë,வாரம்
538,Monat::N,muaj,மாதம்
539,Jahr::N,vit,வருடம்
540,Frühling::N,pranverë,வசந்தம்
541,Sommer::N,verë,கோடை
542,Herbst::N,vjeshtë,இலையுதிர் காலம்
543,Winter::N,dimër,குளிர்காலம்
544,Januar::N,janar,ஜனவரி
545,Februar::N,shkurt,பிபரவரி மாதம்
546,März::N,mars,மார்ச் மாதம்
547,April::N,prill,ஏப்ரல் மாதம்
548,Mai::N,maj,மே மாதம்
549,Juni::N,qershor,ஜூன் மாதம்
550,Juli::N,korrik,ஜூலை மாதம்
551,August::N,gusht,ஆகஸ்ட் மாதம்
552,September::N,shtator,செப்டம்பர் மாதம்
553,Oktober::N,tetor,அக்டோபர் மாதம்
554,November::N,nëntor,நவம்பர் மாதம்
555,Dezember::N,dhjetor,டிசம்பர்
556,Montag::N,hënë,திங்கட் கிழமை
557,Dienstag::N,martë,செவ்வாய்க்கிழமை
558,Mittwoch::N,mërkurë,புதன் கிழமை
559,Donnerstag::N,enjte,வியாழக் கிழமை
560,Freitag::N,premte,வெள்ளிக்கிழமை
561,Samstag::N,shtunë,சனிக்கிழமை
562,Sonntag::N,diel,ஞாயிறுக் கிழமை
563,groß::A,madh,பெரிய
564,klein::A,vogël,சிறிய
565,lang::A,gjatë,நீண்ட
566,kurz::A,shkurtër,குட்டையான
567,breit::A,gjerë,அகலமான
568,schmal::A,ngushtë,குறுகலான
569,dicht::A,dendur,அடர்த்தியான
570,dick[Gegenstand]::A,trashë,தடித்த
571,dünn::A,hollë,சன்னமான
572,fein::A,imët,மெல்லிய
573,fest::A,fortë,உறுதியாள
574,flach::A,sheshtë,தட்டையான
575,glatt::A,rrafshët,வழுவழுப்பான
576,hart::A,fortë,கடினமான
577,weich::A,butë,மென்மையான
578,rund::A,rrumbullakët,உருண்டையான
579,spitz::A,majëmprehtë,திகந்தமாக
580,scharf::A,mprehtë,கூரான
581,stumpf::A,topitur,உளம் திறந்த
582,schwer::A,rëndë,கனமான
583,schön::A,bukur,அழகான
584,heiß::A,nxehtë,சூடான
585,warm::A,ngrohtë,இதமான
586,kalt::A,ftohtë,குளிர்ச்சியான
587,kühl::A,freskët,குளிர்ச்சியான
588,frisch::A,pastër,சுத்தமான
589,feucht::A,lagësht,ஈரமான
590,nass::A,lagur,ஈரமான
591,trocken::A,thatë,உலர்ந்த
592,voll::A,plotë,நிரம்பிய
593,leer::A,bosh,காலியான
594,leer::A,zbrazët,காலியான
595,offen::A,hapur,திறந்த
596,geschlossen::A,mbyllur,மூடப்பட்ட
597,sauber::A,dëlirë,சுத்தமான
598,schmutzig::A,ndyrë,அழக்கான
599,roh::A,gjallë,கச்சா
600,reif::A,arrirë,பழுத்த
601,lecker::A,shijshëm,சுவைமிக்க
602,süß::A,ëmbël,இனிப்பான
603,bitter::A,hidhur,கசப்பான
604,sauer::A,thartë,புளிப்பாக
605,hell::A,me dritë,பளபளப்பான
606,dunkel::A,errët,கருமையான
607,schwarz::A,i zi,கருப்பு வண்ண
608,weiß::A,bardhë,வெண்மையன
609,rot::A,kuq,சிவப்பு
610,gelb::A,verdhë,மஞ்சள் வண்ணம்
611,blau::A,blu,நீல வண்ண
612,blau::A,kaltër,நீல வண்ண
613,grün::A,blertë,பச்சை வண்ண
614,grün::A,gjelbër,பச்சை வண்ண
615,grau::A,hirtë,சாம்பல் நிற
616,grau::A,bojë hiri,சாம்பல் நிற
617,bunt::A,shumëngjyrëshëm,வண்ண மயமான
618,billig::A,lirë,மலிவான
619,teuer::A,shtrenjtë,விலை அதிகமான
620,wertvoll::A,çmuar,மதிப்புள்ள
621,wertvoll::A,vlershëm,மதிப்புள்ள
622,blind::A,qorr,பார்வையற்ற
623,blind::A,verbër,பார்வையற்ற
624,taub::A,shurdhër,செவிடான
625,kräftig::A,fuqishëm,வலிமையான
626,stark::A,fortë,பலமான
627,schwach::A,dobët,பலவீனமான
628,fett::A,dhjamur,பருமனாக
629,schlank::A,hollë,ஒல்லியான
630,hübsch::A,bukur,அழகிய
631,hübsch::A,hijshëm,அழகிய
632,böse::A,keq,கேடு விளைவிக்கும்
633,dumm::A,teveqel,முட்டாள்தனமான
634,faul::A,dembel,சோம்பலான
635,fleißig::A,zellshëm,ஊக்கந்தளராத
636,geizig::A,kurnac,கஞேசத்தனமான
637,geizig::A,dorështrënguar,கஞேசத்தனமான
638,klug::A,mençur,சாதுரியமான
639,geschickt::A,aftë,திறமையள்ள
640,lieb::A,dashur,அன்புக்குரிய
641,lustig::A,gëzuar,களிப்புமிக்க
642,sanft::A,butë,சாதுவான
643,hungrig::A,uritur,பசியுடன்
644,krank::A,sëmurë,நோயுற்று
645,nackt::A,lakuriq,ஆடையற்ற
646,nackt::A,zhveshur,ஆடையற்ற
647,traurig::A,trishtuar,சோகமான
648,lebendig::A,gjallë,பிழைப்பு
649,gut::A,mirë,நல்ல
650,schlecht::A,keq,கெட்ட
651,richtig::A,drejtë,சரியான
652,schlimm::A,keq,அருவருப்பான
653,wahr::A,vërtetë,உண்மையான
654,alt::A,vjetër,பழைய
655,neu::A,i ri,புதிய
656,ehemalig::A,dikurshëm,முன்நாள்
657,alt[Lebewesen]::A,plak,வயதான
658,jung::A,i ri,இளமையான
659,arm::A,varfër,ஏழ்மையான
660,arm::A,vobektë,ஏழ்மையான
661,reich::A,pasur,செல்வம் படைத்த
662,bekannt::A,njohur,பழக்கப்பட்ட
663,berühmt::A,famshëm,புகழ்பெற்ற
664,fremd::A,huaj,அயல் நாட்டு
665,verschieden::A,ndryshëm,வித்தியாசமான
666,nah::A,afërt,பக்கத்தில் உள்ள
667,fern::A,largët,தொலை தூரத்தில்
668,linker::A,majtë,மீந்திருக்கும்
669,rechter::A,djathtë,வலதுபக்கம்
670,anderer::A,tjetër,மற்ற
671,erster::A,parë,முதனமையான
672,zweiter::A,dytë,இரண்டாவது
673,dritter::A,i tretë,மூன்றாவது
674,letzter::A,fundit,கடைசி
675,allein::ADV,vetëm,தனியாக
676,auf einmal::ADV,njëkohësisht,தடீரென்று
677,zusammen::ADV,bashkë,சேர்ந்து
678,zusammen::ADV,së bashku,சேர்ந்து
679,lange::ADV,për një kohë të gjatë,அதிக நோம்
680,plötzlich::ADV,befas,தடீரென்று
681,sofort::ADV,menjëherë,உடனடியாக
682,sofort::ADV,aty për aty,உடனடியாக
