,Concept_ID,bg,ko
99,Hitze::N,горещина,고온
100,Hitze::N,горещина,더위
101,Raureif::N,скреж,
102,Raureif::N,слана,
103,Regenbogen::N,дъга,무지개
104,Donner::N,гръм,뇌명
105,Strömung::N,течение,유동
106,Tropfen::N,капка,물방울
107,Schaum::N,пяна,포말
108,Schmutz::N,кал,때
109,Schmutz::N,мръсотия,때
110,See::N,езеро,호수
111,Sumpf::N,блато,습지
112,Moor::N,мочурище,저습지
113,Wiese::N,ливада,목초지
114,Wald::N,гора,숲
115,Hügel::N,рид,언덕
116,Hügel::N,хълм,언덕
117,Anhöhe::N,могила,언덕
118,Anhöhe::N,възвишение,언덕
119,Berg::N,планина,산
120,Gipfel::N,връх,졀졍
121,Höhle::N,пещера,공동
122,Abhang::N,склон,몰매
123,Abhang::N,стръмнина,몰매
124,Quelle::N,извор,근원
125,Bach::N,поток,내
126,Fluss::N,река,강
127,Ufer::N,бряг,강변
128,Ufer::N,бряг,바닷가
129,Küste::N,бряг,해변
130,Küste::N,бряг,해변가
131,Küste::N,крайбрежие,해변
132,Küste::N,крайбрежие,해변가
133,Festland::N,суша,본토
134,Meer::N,море,바다
135,Bucht::N,залив,협만
136,Insel::N,остров,섬
137,Blume::N,цвете,꽃
138,Gras::N,трева,풀
139,Wurzel::N,корен,뿌리
140,Baum::N,дърво,나무
141,Stamm::N,стъбло,대
142,Rinde::N,кора,나무껍질
143,Ast::N,клон,가지
144,Zweig::N,клон,가지
145,Blatt::N,лист,잎
146,Birke::N,бреза,자작나무
147,Kiefer[Baum]::N,бор,소나무
148,Weide[Baum]::N,върба,쉬양버들
149,Tanne::N,ела,전나무
150,Horn::N,рог,뿔
151,Feder::N,перо,깃털
152,Fell::N,кожа,피혁모피
153,Flügel::N,крило,날개
154,Klaue::N,нокът,갈고리 발톺
155,Kralle::N,нокът,발툭
156,Schwanz::N,опашка,꼬리
157,Ei::N,яйце,알
158,Nest::N,гнездо,보금자리
159,Bau::N,дупка,굴
160,Tier::N,животно,짐승
161,Herde::N,стадо,가축의떼
162,Kuh::N,крава,암소
163,Bulle::N,бик,황소
164,Pferd::N,кон,말
165,Schaf::N,овца,양
166,Schwein::N,свиня,돼지
167,Hund::N,куче,개
168,Katze::N,котка,고양이
169,Bär::N,мечка,콤
170,Eichhörnchen::N,катерица,다람쥐
171,Elch::N,лос,고라니
172,Fuchs::N,лисица,여우
173,Hase::N,заек,토끼
174,Maus::N,мишка,쥐
175,Wolf::N,вълк,늑대
176,Vogel::N,птица,새
177,Schwarm::N,рой,뗴
178,Schwarm::N,рояк,뗴
179,Huhn::N,кокошка,암탉
180,Hahn::N,петел,수탉
181,Gans::N,гъска,거위
182,Adler::N,орел,수리
183,Ente::N,патица,오리
184,Eule::N,сова,부엉이
185,Kranich::N,жерав,두루미
186,Krähe::N,врана,까마귀
187,Kuckuck::N,кукувица,뻐꾸기
188,Schwan::N,лебед,배조
189,Fisch::N,риба,물고기
190,Barsch::N,костур,농어
191,Hecht::N,щука,에속스
192,Schlange[Tier]::N,змия,뱀
193,Wurm::N,червей,벌레
194,Spinne::N,паяк,거미
195,Ameise::N,мравка,개미
196,Laus::N,въшка,이
197,Mücke::N,комар,모기
198,Fliege::N,муха,날기
199,Schmetterling::N,пеперуда,나비
200,Beere::N,плод,장과
201,Apfel::N,ябълка,사과
202,Pilz::N,гъба,고방이
203,Zwiebel::N,лук,양파
204,Zwiebel::N,кромид,양파
205,Saat::N,семе,씨
206,Korn::N,зърно,알맹이
207,Heu::N,сено,건초
208,Schale::N,кора,피상
209,Grube::N,яма,
210,Grube::N,дупка,
211,Falle::N,примка,함정
212,Schlinge::N,клуп,올가미
213,Schlinge::N,клуп,멜빵붕대
214,Spur::N,диря,발지국
215,Spur::N,следа,발지국
216,Asche::N,пепел,재
217,Dreck::N,кал,똥
218,Dreck::N,кал,오물
219,Eisen::N,желязо,쇠
220,Eisen::N,желязо,철
221,Gold::N,злато,항금
222,Silber::N,сребро,은
223,Kohle::N,въглища,슻
224,Glas::N,стъкло,유리
225,Lehm::N,глина,찰흙
226,Sand::N,пясък,모래
227,Mensch::N,човек,사람
228,Mann::N,мъж,남자
229,Frau::N,жена,여자
230,Kind::N,дете,아이
231,Junge::N,момче,소녁
232,Mädchen::N,момиче,소녀
233,Familie::N,фамилия,가족
234,Familie::N,семейство,가족
235,Großvater::N,дядо,할아버지
236,Großmutter::N,баба,할머니
237,Eltern::N,родители,어버오
238,Vater::N,баща,아버지
239,Mutter::N,майка,어머니
240,Sohn::N,син,아들
241,Tochter::N,дъщеря,딸기
242,Bruder::N,брат,형제
243,Schwester::N,сестра,누이
244,Onkel::N,чичо,백부
245,Onkel::N,вуйчо,백부
246,Tante::N,леля,아주머니
247,Ehemann::N,съпруг,남편
248,Ehefrau::N,съпруга,아내
249,Freude::N,радост,기쁨
250,Gelächter::N,смях,웃음
251,Glück::N,щастие,즐거움
252,Kummer::N,тъга,슬픔
253,Wunsch::N,желание,소망
254,Lust::N,желание,
255,Geist::N,дух,할기
256,Gedanke::N,мисъл,상념
257,Gedächtnis::N,памет,기억
258,Verstand::N,ум,분별
259,Verstand::N,ум,지능
260,Verstand::N,разум,분별
261,Verstand::N,разум,지능
262,Sinn::N,смисъл,센스
263,Grund::N,причина,까닭
264,Wahrheit::N,правда,참
265,Wahrheit::N,правда,진실
266,Gespräch::N,разговор,대화
267,Märchen::N,приказка,동화
268,Erzählung::N,разказ,이야기
269,Nachricht::N,вест,
270,Nachricht::N,известие,
271,Neuigkeit::N,новина,뉴스
272,Name::N,име,이름
273,Rätsel::N,гатанка,수수께끼
274,Rede::N,реч,연설
275,Rede::N,слово,연설
276,Sprache::N,език,말
277,Stimme::N,глас,목소리
278,Wort::N,дума,낱말
279,Zeichen::N,знак,신호
280,Ruf::N,зов,부름
281,Lärm::N,шум,소동
282,Lärm::N,глъчка,소동
283,Laut::N,звук,음성
284,Ton::N,тон,목소리
285,Lied::N,песен,노래
286,Ruhe::N,тишина,쉼
287,Ruhe::N,спокойствие,쉼
288,Leute::N,хора,사람들
289,Volk::N,народ,국중
290,Arbeit::N,труд,근로
291,Arbeit::N,труд,너무
292,Arbeit::N,работа,근로
293,Arbeit::N,работа,너무
294,Gast::N,гост,손님
295,Geschenk::N,дар,행하
296,Geschenk::N,подарък,행하
297,Spiel::N,игра,무리
298,Gesellschaft::N,общество,교제
299,Hilfe::N,помощ,거들음
300,Hilfe::N,помощ,보좌
301,Freund::N,приятел,친구
302,Kamerad::N,другар,동실자
303,Angelegenheit::N,работа,용무
304,Anzahl::N,брой,어떤
305,Anzahl::N,брой,수
306,Anzahl::N,количество,어떤
307,Anzahl::N,количество,수
308,Art::N,вид,정류
309,Stück::N,къс,일부분
310,Stück::N,парче,일부분
311,Teil::N,дял,몱
312,Teil::N,дял,구훠
313,Teil::N,част,몱
314,Teil::N,част,구훠
315,Hälfte::N,половина,2분의
316,Kreis::N,кръг,고리
317,Kreuz::N,кръст,열십자
318,Linie::N,черта,선
319,Strich::N,щрих,스침
320,Strich::N,черта,스침
321,Abstand::N,дистанция,거리
322,Abstand::N,разстояние,거리
323,Entfernung::N,разстояние,거리
324,Gegend::N,местност,곳
325,Gegend::N,местност,부금
326,Platz::N,място,장소
327,Ort::N,място,장소
328,Seite::N,страна,옆면
329,Mitte::N,среда,궁간
330,Gegenstand::N,предмет,항목
331,Sache::N,вещ,뭉에
332,Rand::N,ръб,가
333,Kante::N,ръб,귀퉁
334,Kante::N,кант,귀퉁
335,Ecke::N,ъгъл,구석
336,Spitze::N,връх,끝
337,Spitze::N,връх,참단
338,Spitze::N,острие,끝
339,Spitze::N,острие,참단
340,Ende::N,край,말당
341,Loch::N,дупка,빙옷
342,Winkel::N,кът,각도
343,Winkel::N,ъгъл,각도
344,Muster::N,десен,본
345,Muster::N,десен,견복
346,Muster::N,образец,본
347,Muster::N,образец,견복
348,Größe::N,големина,신장
349,Länge::N,дължина,길이긺
350,Höhe::N,висота,높이
351,Höhe::N,височина,높이
352,Gewicht::N,тегло,추
353,Gewicht::N,тежест,추
354,Menge::N,количество,수양
355,Haufen::N,куп,퇴적
356,Haufen::N,грамада,퇴적
357,Reihe::N,ред,열
358,Reihe::N,редица,열
359,Boot::N,лодка,보트
360,Ruder::N,весло,노
361,Ruder::N,гребло,노
362,Schlitten::N,шейна,썰매
363,Ski::N,ски,스키
364,Lagerfeuer::N,огнище,캠프의 모닥불
365,Last::N,товар,무거운짐
366,Gang::N,ход,걸음
367,Gang::N,вървеж,걸음
368,Schritt::N,стъпка,보조
369,Norden::N,север,북쪽 
370,Süden::N,юг,남쪽
371,Westen::N,запад,서쪽
372,Osten::N,изток,동쪽
373,Holz::N,дърво,목재
374,Brett::N,дъска,마루널
375,Stange::N,прът,장대
376,Stange::N,върлина,장대
377,Stock::N,прът,막대기
378,Stock::N,тояга,막대기
379,Stab::N,прът,작대기
380,Rohr::N,цев,갈대
381,Rohr::N,тръба,갈대
382,Haus::N,къща,집
383,Heim::N,дом,집
384,Ofen::N,печка,아궁이
385,Fußboden::N,под,마루
386,Tisch::N,маса,탁자
387,Stuhl::N,стол,의자
388,Wiege::N,люлка,발상지
389,Bett::N,легло,침대
390,Bett::N,креват,침대
391,Regal::N,рафт,서가
392,Regal::N,етажерка,서가
393,Kiste::N,кутия,짐궤
394,Kiste::N,сандък,짐궤
395,Fenster::N,прозорец,눔
396,Tür::N,врата,문
397,Tor::N,врата,대문
398,Zaun::N,ограда,담장
399,Dach::N,покрив,지붕
400,Leiter::N,стълба,사닥다리
401,Besen::N,метла,비
402,Spaten::N,лопата,가래
403,Schaufel::N,лопата,삽
404,Gabel::N,вилица,갈래
405,Löffel::N,лъжица,숟가락
406,Messer::N,нож,나이프
407,Nagel::N,гвоздей,발툽
408,Netz::N,мрежа,그물
409,Haken::N,кука,갈고리
410,Haken::N,закачалка,갈고리
411,Griff::N,ръчка,움켜쥠
412,Griff::N,дръжка,움켜쥠
413,Schloss::N,брава,자물쇠
414,Schloss::N,ключалка,자물쇠
415,Bild::N,картина,그림
416,Figur::N,фигура,몸메
417,Puppe::N,кукла,인형
418,Beutel::N,кесия,클
419,Bündel::N,връзка,자근다발
420,Tasche::N,чанта,가방
421,Eimer::N,кофа,동이
422,Deckel::N,капак,뚜껑
423,Deckel::N,похлупак,뚜껑
424,Geschirr::N,съдове,식시
425,Sack::N,чувал,조갑
426,Tasse::N,чаша,차잔
427,Topf::N,гърне,단지
428,Topf::N,тенджера,단지
429,Kessel::N,котел,주전자
430,Essen::N,ядене,먹기
431,Nahrung::N,храна,식료
432,Speise::N,ястие,음식물
433,Fleisch::N,месо,고기
434,Getreide::N,зърнено храни,곡물
435,Brei::N,каша,젤리
436,Brot::N,хляб,빵
437,Scheibe::N,резен,원반
438,Fett::N,мазнина,기름
439,Butter::N,масло,버터
440,Öl::N,олио,올리브유
441,Öl::N,оливия,올리브유
442,Salz::N,сол,소금
443,Suppe::N,супа,국
444,Suppe::N,супа,수프
445,Honig::N,мед,감미
446,Milch::N,мляко,유즙
447,Tee::N,чай,차
448,Leder::N,кожа,가죽
449,Wolle::N,вълна,양털
450,Stoff::N,плат,패료
451,Stoff::N,материал,패료
452,Nadel::N,игла,바늘
453,Faden::N,конец,콘실
454,Knopf::N,копче,단추
455,Knoten::N,възел,곁절
456,Farbe::N,боя,색
457,Kleidung::N,дрехи,옷입기
458,Kleidung::N,облекло,옷입기
459,Hemd::N,риза,속옷
460,Kragen::N,яка,깃
461,Ärmel::N,ръкав,소매
462,Hose::N,панталони,바지
463,Gürtel::N,пояс,밴드
464,Gürtel::N,колан,밴드
465,Mütze::N,каскет,모자
466,Mütze::N,фуражка,모자
467,Schuh::N,обувка,구두
468,Stiefel::N,ботуш,장화
469,Ring::N,пръстен,고리
470,Band::N,лента,리본
471,Band::N,връзка,리본
472,Kamm::N,гребен,빗
473,Spiegel::N,огледало,거울
474,Riemen::N,каиш,가죽끈
475,Riemen::N,ремък,가죽끈
476,Schnur::N,връв,밧줄
477,Leine::N,връв,고삐줄
478,Leine::N,въже,고삐줄
479,Decke::N,покривка,이부자리
480,Kissen::N,възглавница,깔개
481,Tuch::N,сукно,천
482,Handtuch::N,пешкир,수건
483,Handtuch::N,кърпа за лице,수건
484,Kraft::N,мощ,세력
485,Kraft::N,сила,세력
486,Stärke::N,сила,힘
487,Gesundheit::N,здраве,위생
488,Krankheit::N,болест,병
489,Schmerz::N,болка,아픔고통
490,Wunde::N,рана,상처
491,Fieber::N,треска,열별
492,Fieber::N,температура,열별
493,Arznei::N,лек,약
494,Arznei::N,лекарство,약
495,Brücke::N,мост,교량
496,Brunnen::N,чешма,원천
497,Brunnen::N,кладенец,원천
498,Weide::N,паша,목장
499,Weide::N,пасище,목장
500,Pfad::N,пътека,좁은길
501,Weg::N,път,길
502,Straße::N,шосе,길
503,Dorf::N,село,촌
504,Dorf::N,село,촌락
505,Stadt::N,град,도시
506,Brief::N,писмо,서한
507,Buch::N,книга,책
508,Buchstabe::N,буква,문자
509,Zeitung::N,вестник,신문
510,Leben::N,живот,삶
511,Tod::N,смърт,죽음
512,Grab::N,гроб,무덤
513,Kirche::N,църква,교회
514,Sünde::N,грях,부정
515,Gott::N,бог,하느님
516,Arbeiter::N,работник,일하는사람
517,Chef::N,шеф,사장
518,Chef::N,началник,사장
519,Meister::N,майстор,명인
520,Meister::N,майстор,대가
521,Arzt::N,лекар,의사
522,Lehrer::N,учител,교사
523,Geld::N,пари,돈
524,Geschäft::N,сделка,일
525,Laden::N,дюкян,가게
526,Laden::N,магазин,가게
527,Preis::N,цена,가격
528,Ware::N,стока,상품
529,Nutzen::N,полза,이익
530,Nutzen::N,облага,이익
531,Reichtum::N,богатство,많음
532,Welt::N,свят,세상
533,Land::N,страна,지방
534,Staat::N,щат,국가
535,Staat::N,държава,국가
536,König::N,крал,국왕
537,Macht::N,мощ,힘
538,Macht::N,власт,힘
539,Grenze::N,граница,국경
540,Krieg::N,война,전쟁
541,Feind::N,враг,적
542,Feind::N,неприятел,적
543,Gewalt::N,сила,권력
544,Gewalt::N,насилие,권력
545,Kampf::N,борба,전투
546,Kampf::N,сражение,전투
547,Bogen[Waffe]::N,лък,활
548,Pfeil::N,стрела,화살
549,Gewehr::N,пушка,무기
550,Fehler::N,грешка,오류
551,Lüge::N,лъжа,거짓말
552,Schaden::N,повреда,손상
553,Unglück::N,нещастие,불행
554,Schuld::N,вина,부채
555,Alter::N,възраст,연령
556,Schluss::N,край,마감
557,Zeit::N,време,때
558,Zeit::N,време,시간
559,Tag::N,ден,하루
560,Morgen::N,утро,이침
561,Morgen::N,сутрин,이침
562,Mittag::N,обед,대낮
563,Mittag::N,пладне,대낮
564,Abend::N,вечер,저녁
565,Nacht::N,нощ,밤
566,Woche::N,седмица,근무일
567,Monat::N,месец,달
568,Jahr::N,година,해
569,Frühling::N,пролет,봄
570,Sommer::N,лято,여름
571,Herbst::N,есен,가을
572,Winter::N,зима,겨울
573,Januar::N,януари,일월
574,Februar::N,февруари,이월
575,März::N,март,삼월
576,April::N,април,사월
577,Mai::N,май,오월
578,Juni::N,юни,유월
579,Juli::N,юли,칠월
580,August::N,август,팔월
581,September::N,септември,구월
582,Oktober::N,октомври,시월
583,November::N,ноември,십일월
584,Dezember::N,декември,십이월
585,Montag::N,понеделник,월요일
586,Dienstag::N,вторник,화요일
587,Mittwoch::N,сряда,수요일
588,Donnerstag::N,четвъртък,모교일
589,Freitag::N,петък,그묘일
590,Samstag::N,събота,토요일
591,Sonntag::N,неделя,일요일
592,groß::A,едър,큰
593,groß::A,голям,큰
594,klein::A,малък,자근
595,klein::A,дребен,자근
596,lang::A,дълъг,긴
597,kurz::A,къс,짧은
598,breit::A,широк,넓은
599,schmal::A,тесен,좁은
600,dicht::A,гъст,농밀한
601,dick[Gegenstand]::A,дебел,두꺼운
602,dünn::A,тънък,얇은
603,fein::A,фин,미세한
604,fein::A,тънък,미세한
605,fest::A,твърд,굳은
606,fest::A,плътен,굳은
607,flach::A,равен,얕은
608,flach::A,плосък,얕은
609,glatt::A,гладък,반들반들한
610,hart::A,твърд,굳은
611,hart::A,корав,굳은
612,weich::A,мек,연한
613,rund::A,кръгъл,둥근
614,spitz::A,островръх,뾰족한
615,scharf::A,остър,날카로운
616,stumpf::A,тъп,무딘
617,schwer::A,тежък,무거운
618,schön::A,хубав,멋진
619,schön::A,красив,멋진
620,heiß::A,жарък,뜨거운
621,warm::A,топъл,따뜻한
622,kalt::A,студен,찬
623,kühl::A,хладен,서늘한
624,frisch::A,свеж,신선한
625,feucht::A,влажен,축축한
626,nass::A,мокър,젖은
627,trocken::A,сух,마른
628,voll::A,пълен,완전한
629,leer::A,празен,빈
630,offen::A,откровен,열린
631,geschlossen::A,закрит,닫힌
632,geschlossen::A,затворен,닫힌
633,sauber::A,чист,깨끗한
634,schmutzig::A,мръсен,더러운
635,roh::A,суров,날게잇의
636,reif::A,зрял,이근
637,lecker::A,вкусен,맛있는
638,süß::A,сладък,단
639,bitter::A,горчив,찌르는듯한
640,sauer::A,кисел,산성의
641,hell::A,ясен,밝은
642,hell::A,светъл,밝은
643,dunkel::A,тъмен,어두운
644,schwarz::A,черен,검은
645,weiß::A,бял,하얀
646,rot::A,червен,붉은
647,gelb::A,жълт,황색
648,blau::A,син,푸른
649,grün::A,зелен,녹색의
650,grau::A,сив,회색의
651,bunt::A,шарен,알록달록한
652,bunt::A,пъстър,알록달록한
653,billig::A,евтин,싼
654,teuer::A,скъп,값비산
655,wertvoll::A,ценен,가치가많은
656,blind::A,сляп,눈먼
657,taub::A,глух,무감간한
658,kräftig::A,силен,강장한
659,stark::A,здрав,강한
660,stark::A,силен,강한
661,schwach::A,слаб,약한
662,fett::A,тлъст,실찐
663,schlank::A,тънък,호리호리한
664,schlank::A,строен,호리호리한
665,hübsch::A,хубав,예쁜
666,böse::A,зъл,나쁜
667,dumm::A,глупав,어리석은
668,faul::A,ленив,너덜너덜한
669,faul::A,мързелив,너덜너덜한
670,fleißig::A,прилежен,근면한
671,geizig::A,скъпернически,인색한
672,klug::A,умен,
673,klug::A,разумен,
674,geschickt::A,умел,교묘한
675,geschickt::A,сръчен,교묘한
676,lieb::A,мил,친애하는
677,lieb::A,драг,친애하는
678,lustig::A,весел,유쾌한
679,sanft::A,нежен,온화한
680,sanft::A,кротък,온화한
681,hungrig::A,гладен,배고픈
682,krank::A,болен,병든
683,nackt::A,гол,벌거벗은
684,traurig::A,тъжен,슬픈
685,traurig::A,печален,슬픈
686,lebendig::A,жив,살아있는
687,gut::A,добър,좋은
688,schlecht::A,лош,나쁜
689,richtig::A,правилен,바른
690,schlimm::A,лош,못된
691,wahr::A,верен,참된
692,wahr::A,истински,참된
693,alt::A,стар,늙은
694,alt::A,древен,늙은
695,neu::A,нов,새
696,ehemalig::A,бивш,전의
697,alt[Lebewesen]::A,стар,낡은
698,jung::A,млад,젊은
699,arm::A,беден,가난한
700,reich::A,богат,풍부한
701,bekannt::A,познат,저명한
702,bekannt::A,известен,저명한
703,berühmt::A,почут,유명한
704,berühmt::A,известен,유명한
705,fremd::A,чужд,타처이
706,verschieden::A,разен,따른
707,verschieden::A,различен,따른
708,nah::A,близък,가까운
709,fern::A,далечен,먼
710,linker::A,ляв,왼쭉의
711,rechter::A,прав,오른쪽의
712,anderer::A,друг,다른
713,erster::A,пръв,첫째
714,erster::A,първи,첫째
715,zweiter::A,втори,둘째
716,dritter::A,трети,셋째
717,letzter::A,последен,의후자의
718,allein::ADV,само,훌로
719,auf einmal::ADV,същевременно,갑자기
720,zusammen::ADV,заедно,모아서
721,lange::ADV,дълго,오래
722,plötzlich::ADV,изведнъж,둘연한
723,sofort::ADV,веднага,즉시
724,später::ADV,по-късно,보다늦은
725,jetzt::ADV,сега,목하
726,heute::ADV,днес,오늘
727,morgen::ADV,утре,내일
728,bald::ADV,скоро,곱
729,dann::ADV,после,그경우에
730,dann::ADV,тогава,그경우에
731,gestern::ADV,вчера,어제
732,einst::ADV,някога,옛날에
733,damals::ADV,тогава,그때에
734,danach::ADV,после,그 뒤에
735,danach::ADV,след това,그 뒤에
736,vorher::ADV,преди,미리
737,vorher::ADV,преди това,미리
738,zuerst::ADV,най-напред,최초로
739,einmal::ADV,веднъж,한번
740,einmal::ADV,един път,한번
741,manchmal::ADV,понякога,땓대로
742,oft::ADV,често,땓대로
743,immer::ADV,винаги,늘
744,niemals::ADV,никога,결코...(하지)않다
745,hier::ADV,тук,여기
746,hier::ADV,тука,여기
747,hierhin::ADV,насам,여기로
748,von hier::ADV,оттук,
749,von hier::ADV,оттука,
750,dort::ADV,там,거기
751,dorthin::ADV,натам,저기예
752,dorthin::ADV,нататък,저기예
753,geradeaus::ADV,направо,곧장
754,vorwärts::ADV,напред,앞으로
755,rückwärts::ADV,назад,뒤로
756,zurück::ADV,обратно,제자리로
757,unten::ADV,долу,아래에
758,hinab::ADV,надолу,아래쪽으로
759,oben::ADV,горе,위에
760,hinauf::ADV,нагоре,위쪽으로
761,überall::ADV,навсякъде,도처에
762,nicht::ADV,не,안
763,ein wenig::ADV,малко,적음
764,kaum::ADV,едва,가의
765,kaum::ADV,едвам,가의
766,sehr::ADV,много,자주
767,sehr::ADV,твърде,자주
768,so::ADV,тъй,그와같이
769,so::ADV,така,그와같이
770,noch::ADV,още,아직
771,nur::ADV,само,다만
772,schon::ADV,вече,이미
773,wieder::ADV,пак,다시
774,wieder::ADV,отново,다시
775,vergebens::ADV,напразно,헛되이
776,vor::PRP,пред,앞에
777,hinter::PRP,зад,뒤에
778,unter::PRP,под,잍에
779,durch::PRP,през,통고하여
780,neben::PRP,до,와나란히
781,neben::PRP,при,와나란히
782,zwischen::PRP,между,의사이로
783,zwischen::PRP,помежду,의사이로
784,wegen::PRP,заради,때문에
785,dies::PRN,този,이
786,das::PRN,туй,저
787,das::PRN,това,저
788,alles::PRN,всичко,모든것
789,ich::PRN,аз,나
790,du::PRN,ти,너
791,er::PRN,той,그
792,wir::PRN,ние,우리
793,ihr::PRN,вие,너희들
794,sie::PRN,те,그들
795,was::FPRN,що,뭣
796,was::FPRN,какво,뭣
797,wer::FPRN,кой,누구
798,wo::FADV,къде,어디
799,wohin::FADV,накъде,어디로
800,wohin::FADV,накъдето,어디로
801,wie::FADV,как,어떻게
802,warum::FADV,защо,왜
803,wieviel::FNUM,колко,얼마만큰
804,eins::NUM,един,하나
805,zwei::NUM,два,둘
806,drei::NUM,три,셋
807,vier::NUM,четири,넷
808,fünf::NUM,пет,다섯
809,sechs::NUM,шест,여섯
810,sieben::NUM,седем,일곱
811,acht::NUM,осем,여덟
812,neun::NUM,девет,아홉
813,zehn::NUM,десет,열
814,elf::NUM,единайсет,열하나
815,elf::NUM,единадесет,열하나
816,zwölf::NUM,дванайсет,열둘
817,zwölf::NUM,дванадесет,열둘
818,zwanzig::NUM,двайсет,스물
819,zwanzig::NUM,двадесет,스물
820,dreißig::NUM,тридесет,서름
821,vierzig::NUM,четиридесет,마흔
822,fünfzig::NUM,петдесет,숸
823,sechzig::NUM,шестдесет,에순
824,siebzig::NUM,седемдесет,일흔
825,achtzig::NUM,осемдесет,여든
826,neunzig::NUM,деветдесет,아흔
827,hundert::NUM,сто,백
828,tausend::NUM,хиляда,천
829,und::CNJ,а,와
830,und::CNJ,та,와
831,oder::CNJ,или,아니면
832,stehen::V,стоя,서다
833,sitzen::V,седя,앉다
834,liegen::V,лежа,눕다
835,hängen::V,вися,달다
836,werden::V,бъда,되다
837,werden::V,стана,되다
838,passieren::V,случа се,지장옶다
839,beginnen::V,започна,시작되다
840,enden::V,свърша,큳내다
841,wechseln::V,променям,병경하다
842,aufgehen[Sonne]::V,изгрея,뜨다
843,untergehen[Sonne]::V,заляза,지다
844,scheinen[Sonne]::V,грея,빛나다
845,scheinen[Sonne]::V,светя,빛나다
846,donnern::V,гърмя,천둥치다
847,wehen::V,вея,풀다
848,wehen::V,духам,풀다
849,strömen::V,тека,흐르다
850,strömen::V,лея се,흐르다
851,fließen::V,тека,흐르다
852,sich drehen::V,въртя се,돌다
853,schwanken::V,клатя се,동요하다
854,schwingen::V,трептя,흔들다
855,fallen::V,падам,떨어지다
856,brennen::V,горя,타다
857,rauchen::V,димя,김이나다
858,regnen::V,вали дъжд,비가오다
859,gefrieren::V,замръзна,얼다
860,tauen::V,топя се,녹다
861,schmelzen::V,разтопя се,녹다
862,trocknen::V,съхна,홈치다
863,sieden::V,вря,끓다
864,sieden::V,кипя,끓다
865,faulen::V,гния,부패하다
866,verfaulen::V,изгния,썩다
867,reißen::V,напукам се,지바찢다
