,Concept_ID,tt,ar
72,Welle::N,дулкын,موجة
73,Wasser::N,су,ماء
74,Stein::N,таш,حجر
75,Boden::N,туфрак,تراب
76,Erde::N,җир,أرض
77,Staub::N,тузан,غبار
78,Rauch::N,төтен,دخان
79,Funke::N,очкын,شرارة
80,Feuer::N,ут,نار
81,Licht::N,якты,نور
82,Licht::N,якты,ضوء
83,Schatten::N,күләгә,ظل
84,Schatten::N,күләгә,فيء
85,Wetter::N,һава,جو
86,Wetter::N,һава,طقس
87,Nebel::N,томан,ضباب
88,Wolke::N,болыт,غيمة
89,Wolke::N,болыт,سحابة
90,Regen::N,яңгыр,مطر
91,Schnee::N,кар,ثلج
92,Eis::N,боз,جليد
93,Frost::N,суык,صقيع
94,Frost::N,салкын,صقيع
95,Kälte::N,суык,برد
96,Kälte::N,салкын,برد
97,Hitze::N,эсселек,حر
98,Hitze::N,эсселек,حرارة
99,Raureif::N,бәс,صقيع
100,Raureif::N,сыкы,صقيع
101,Regenbogen::N,салават күпере,قوس قزح
102,Donner::N,күкрәү,رعد
103,Strömung::N,агыш'агым,تيار
104,Tropfen::N,тамчы,قطرة
105,Schaum::N,күбек,زبد
106,Schaum::N,күбек,رغوة
107,Schmutz::N,пычрак,وسخ
108,See::N,күл,بحيرة
109,Sumpf::N,саз,مستنقع
110,Moor::N,торфлык,مستنقع
111,Wiese::N,болын,مرج
112,Wald::N,урман,غابة
113,Hügel::N,калку,تل
114,Anhöhe::N,үр,تل
115,Berg::N,тау,جبل
116,Gipfel::N,оч,قمة
117,Höhle::N,мәгарә,كهف
118,Abhang::N,кабырга,منحدر
119,Quelle::N,чишмә,منبع
120,Bach::N,елга,مجرى
121,Fluss::N,дәрья,نهر
122,Ufer::N,су кырые,ضفة
123,Küste::N,яр буе,ساحل
124,Festland::N,коры җир,بر
125,Meer::N,диңгез,بحر
126,Bucht::N,бухта,خليج
127,Bucht::N,култык,خليج
128,Insel::N,атау,جزيرة
129,Insel::N,утрау,جزيرة
130,Blume::N,чәчкә,زهرة
131,Gras::N,үлән,حشيش
132,Wurzel::N,тамыр,أصل
133,Baum::N,агач,شجرة
134,Stamm::N,кәүсә,جذع
135,Rinde::N,кабык,قشرة
136,Ast::N,ботак,فرع
137,Zweig::N,ботак,غصن
138,Zweig::N,тармак,غصن
139,Blatt::N,яфрак,ورقة
140,Birke::N,каен,قضبان
141,Kiefer[Baum]::N,нарат,صنوبرة
142,Weide[Baum]::N,тал,صفصاف
143,Tanne::N,чыршы,شوح
144,Tanne::N,чыршы,تبوب
145,Horn::N,мөгез,قرن
146,Feder::N,йон,ريشة
147,Fell::N,тире,فرو
148,Flügel::N,канат,جناح
149,Klaue::N,тырнак,مخلب
150,Kralle::N,тырнак,مخلب
151,Schwanz::N,койрык,ذيل
152,Ei::N,күкәй,بيض
153,Ei::N,йомырка,بيض
154,Nest::N,оя,عش
155,Bau::N,өн,جحر
156,Tier::N,хайван,حيوان
157,Herde::N,көтү,قطيع
158,Kuh::N,сыер,بقرة
159,Bulle::N,үгез,ثور
160,Pferd::N,ат,خيل
161,Schaf::N,сарык,شاة
162,Schwein::N,дуңгыз,خنزير
163,Hund::N,эт,كلب
164,Katze::N,песи,قطة
165,Bär::N,аю,دب
166,Eichhörnchen::N,тиен,سنجاب
167,Elch::N,поши,موظ
168,Fuchs::N,төлке,ثعلب
169,Hase::N,куян,أرنب
170,Maus::N,тычкан,فأرة
171,Wolf::N,бүре,ذئب
172,Vogel::N,кош,طير
173,Schwarm::N,көтү,سرب
174,Huhn::N,тавык,دجاجة
175,Hahn::N,әтәч,ديك
176,Gans::N,каз,وزة
177,Adler::N,каракош,نسر
178,Ente::N,үрдәк,بطة
179,Eule::N,ябалак,بوم
180,Kranich::N,торна,كركي
181,Krähe::N,карга,غراب
182,Kuckuck::N,күке,وقواق
183,Kuckuck::N,кәккүк,وقواق
184,Schwan::N,аккош,إوز عراقي
185,Fisch::N,балык,سمك
186,Barsch::N,алабуга,فرخ أوربي
187,Hecht::N,чуртан,سمك الكراكي
188,Schlange[Tier]::N,елан,حية
189,Schlange[Tier]::N,елан,ثعبان
190,Wurm::N,корт,دودة
191,Spinne::N,үрмәкүч,عنكبوت
192,Ameise::N,кырмыска,نملة
193,Laus::N,бет,قملة
194,Mücke::N,черки,ناموسة
195,Mücke::N,озынборын,ناموسة
196,Fliege::N,чебен,ذبابة
197,Schmetterling::N,күбәләк,فراشة
198,Beere::N,җиләк,حبة
199,Apfel::N,алма,تفاح
200,Pilz::N,гөмбә,فطر
201,Zwiebel::N,суган,بصل
202,Zwiebel::N,суганбаш,بصل
203,Saat::N,орлык,زرع
204,Korn::N,иген,حبة
205,Korn::N,орлык,حبة
206,Heu::N,печән,دريس
207,Schale::N,кабык,قشرة
208,Grube::N,баз,نقرة
209,Grube::N,чокыр,نقرة
210,Falle::N,тозак,فخ
211,Falle::N,тозак,مصيدة
212,Falle::N,капкын,فخ
213,Falle::N,капкын,مصيدة
214,Schlinge::N,элмәк,عروة
215,Spur::N,эз,أثر
216,Asche::N,көл,رماد
217,Dreck::N,пычрак,قذر
218,Eisen::N,тимер,حديد
219,Gold::N,алтын,ذهب
220,Silber::N,көмеш,فضة
221,Kohle::N,күмер,فحم
222,Glas::N,пыяла,زجاج
223,Lehm::N,балчык,طين
224,Sand::N,ком,رمل
225,Mensch::N,адәм,إنسان
226,Mensch::N,инсан,إنسان
227,Mann::N,ир,رجل
228,Frau::N,хатын,امرأة
229,Kind::N,бала,طفل
230,Junge::N,малай,ولد
231,Mädchen::N,кыз,بنت
232,Familie::N,гаилә,عائلة
233,Großvater::N,бабай,جد
234,Großmutter::N,әби,جدة
235,Eltern::N,ата-ана,أبوان
236,Eltern::N,ата-ана,والدان
237,Vater::N,ата,أب
238,Mutter::N,ана,أم
239,Sohn::N,ул,إبن
240,Tochter::N,кыз,بنت
241,Tochter::N,кыз,إبنة
242,Bruder::N,кардәш,أخ
243,Bruder::N,кардәш,شقيق
244,Schwester::N,апа,أخت
245,Schwester::N,сеңел,أخت
246,Onkel::N,дәдә,عم
247,Onkel::N,дәдәй,عم
248,Tante::N,түти,عمة
249,Tante::N,тәтәй,عمة
250,Ehemann::N,ир,زوج
251,Ehefrau::N,хатын,زوجة
252,Freude::N,сөенеч,فرح
253,Freude::N,сөенеч,سرور
254,Gelächter::N,көлү,قهقهة
255,Gelächter::N,көлеш,قهقهة
256,Glück::N,бәхет,سعادة
257,Kummer::N,хәсрәт,غم
258,Wunsch::N,теләк,منية
259,Lust::N,теләк,شهوة
260,Lust::N,теләү,شهوة
261,Geist::N,рух,روح
262,Gedanke::N,уй,فكرة
263,Gedanke::N,фикер,فكرة
264,Gedächtnis::N,хәтер,ذاكرة
265,Verstand::N,акыл,عقل
266,Sinn::N,мәгънә,معنى
267,Grund::N,сәбәп,سبب
268,Wahrheit::N,хак,حقيقة
269,Gespräch::N,әңгәмә,محادثة
270,Märchen::N,әкият,خرافة
271,Erzählung::N,хикәя,قصة
272,Erzählung::N,хикәя,حكاية
273,Nachricht::N,хәбәр,خبر
274,Neuigkeit::N,яңалык,خبر جديد
275,Name::N,исем,اسم
276,Rätsel::N,табышмак,لغز
277,Rede::N,нотык,خطبة
278,Sprache::N,тел,لغة
279,Stimme::N,тавыш,صوت
280,Wort::N,сүз,كلمة
281,Zeichen::N,ишарә,رمز
282,Zeichen::N,ишарә,إشارة
283,Ruf::N,дәшү,نداء
284,Lärm::N,шау,صخب
285,Lärm::N,шау,ضجة
286,Laut::N,аваз,صوت
287,Ton::N,шалтырату,نغمة
288,Lied::N,җыр,أغنية
289,Ruhe::N,тынлык,هدوء
290,Leute::N,халык,ناس
291,Volk::N,халык,شعب
292,Arbeit::N,эш,عمل
293,Arbeit::N,хезмәт,عمل
294,Gast::N,кунак,ضيف
295,Geschenk::N,бүләк,هدية
296,Spiel::N,уен,لعب
297,Gesellschaft::N,җәмгыять,صحبة
298,Hilfe::N,ярдәм,عون
299,Hilfe::N,ярдәм,مساعدة
300,Hilfe::N,булышлык,عون
301,Hilfe::N,булышлык,مساعدة
302,Freund::N,дус,صديق
303,Kamerad::N,иптәш,زميل
304,Angelegenheit::N,эш,أمر
305,Angelegenheit::N,эш,شأن
306,Anzahl::N,микъдар,عدد
307,Art::N,төр,نوع
308,Stück::N,кисәк,قطعة
309,Teil::N,өлеш,قسم
310,Hälfte::N,ярым,نصف
311,Kreis::N,түгәрәк,دائرة
312,Kreuz::N,хач,صليب
313,Kreuz::N,тәре,صليب
314,Linie::N,сызык,خط
315,Strich::N,сызык,شرطة
316,Abstand::N,ара,مسافة
317,Entfernung::N,ераклык,بعد
318,Gegend::N,урын,ناحية
319,Platz::N,бушлык,فراغ
320,Ort::N,урын,مكان
321,Seite::N,як,جانب
322,Mitte::N,урта,وسط
323,Gegenstand::N,нәрсә,موضوع
324,Sache::N,нәрсә,شيء
325,Rand::N,чит,حافة
326,Kante::N,кырый,حافة
327,Ecke::N,почмак,ركن
328,Spitze::N,оч,سن
329,Ende::N,азак,طرف
330,Loch::N,тишек,ثقب
331,Winkel::N,почмак,زاوية
332,Muster::N,парча,عينة
333,Größe::N,зурлык,حجم
334,Länge::N,озынлык,طول
335,Höhe::N,биеклек,علو
336,Höhe::N,биеклек,ارتفاع
337,Gewicht::N,авырлык,وزن
338,Menge::N,микъдар,كمية
339,Haufen::N,өем,كوم
340,Reihe::N,рәт,صف
341,Boot::N,каек,قارب
342,Boot::N,каек,زورق
343,Boot::N,көймә,قارب
344,Boot::N,көймә,زورق
345,Ruder::N,ишкәк,مجذاف
346,Schlitten::N,чана,مزلقة
347,Ski::N,чаңгы,زلاجة
348,Lagerfeuer::N,костёр,نار المخيم
349,Last::N,йөк,حمل
350,Gang::N,йөреш,مشية
351,Schritt::N,адым,خطوة
352,Norden::N,төньяк,شمال
353,Süden::N,көньяк,جنوب
354,Westen::N,көнбатыш,غرب
355,Osten::N,шәрык,شرق
356,Osten::N,көнчыгыш,شرق
357,Holz::N,агач,خشب
358,Brett::N,такта,لوح
359,Platte::N,плитә,صفيحة
360,Stütze::N,таяу,سند
361,Stütze::N,таяу,دعامة
362,Stange::N,колга,عود
363,Stock::N,таяк,عصا
364,Stab::N,таяк,قضيب
365,Rohr::N,торба,أنبوبة
366,Haus::N,өй,دار
367,Haus::N,өй,بيت
368,Haus::N,йорт,دار
369,Haus::N,йорт,بيت
370,Heim::N,гаилә,بيت
371,Heim::N,гаилә,مسكن
372,Heim::N,нәсел,بيت
373,Heim::N,нәсел,مسكن
374,Ofen::N,мич,مدفأة
375,Fußboden::N,идән,أرضية
376,Tisch::N,өстәл,مائدة
377,Stuhl::N,утыргыч,كرسي
378,Wiege::N,бишек,مهد
379,Bett::N,ятак,سرير
380,Bett::N,урын-җир,سرير
381,Regal::N,киштә,رف
382,Regal::N,шүрлек,رف
383,Kiste::N,әрҗә,صندوق
384,Fenster::N,тәрәзә,شباك
385,Fenster::N,тәрәзә,نافذة
386,Tür::N,ишек,باب
387,Tor::N,капка,بوابة
388,Zaun::N,койма,سياج
389,Dach::N,түбә,سطح
390,Leiter::N,баскыч,سلم
391,Besen::N,себерке,مكنسة
392,Spaten::N,көрәк,مسحاة
393,Schaufel::N,көрәк,مجرفة
394,Gabel::N,чәннечке,شوكة
395,Löffel::N,кашык,ملعقة
396,Messer::N,пычак,سكين
397,Nagel::N,кадак,مسمار
398,Netz::N,челтәр,شبكة
399,Haken::N,ыргак,خطاف
400,Haken::N,ыргак,صنارة
401,Griff::N,тотка,قبضة
402,Schloss::N,йозак,قفل
403,Bild::N,рәсем,صورة
404,Bild::N,картина,صورة
405,Figur::N,сын,تمثال
406,Figur::N,фигура,تمثال
407,Puppe::N,курчак,دمية
408,Beutel::N,луза,كيس
409,Bündel::N,бәйләм,ربطة
410,Tasche::N,букча,شنطة
411,Tasche::N,букча,محفظة
412,Eimer::N,чиләк,سطل
413,Eimer::N,чиләк,جردل
414,Deckel::N,капкач,سداد
415,Geschirr::N,савыт-саба,أوان
416,Geschirr::N,кашык-аяк,أوان
417,Sack::N,капчык,زكيبة
418,Tasse::N,чынаяк,فنجان
419,Topf::N,чүлмәк,قدر
420,Topf::N,чүлмәк,طنجرة
421,Kessel::N,казан,قدر
422,Kessel::N,казан,غلاية
423,Essen::N,ашау,طعام
424,Nahrung::N,азык,غذاء
425,Nahrung::N,тәгам,غذاء
426,Nahrung::N,ашамлык,غذاء
427,Speise::N,ризык,أكل
428,Fleisch::N,ит,لحم
429,Getreide::N,ашлык,حبوب
430,Brei::N,ботка,عصيدة
431,Brot::N,ипи,خبز
432,Brot::N,икмәк,خبز
433,Scheibe::N,телем,شريحة
434,Fett::N,май,سمن
435,Butter::N,май,زبدة
436,Öl::N,май,زيت
437,Salz::N,тоз,ملح
438,Suppe::N,шулпа,حساء
439,Suppe::N,шулпа,شربة
440,Honig::N,бал,عسل
441,Milch::N,сөт,حليب
442,Tee::N,чәй,شاي
443,Leder::N,күн,جلد
444,Wolle::N,йон,صوف
445,Stoff::N,тукыма,قماش
446,Nadel::N,энә,إبرة
447,Faden::N,җеп,خيط
448,Knopf::N,төймә,زر
449,Knoten::N,төен,عقدة
450,Farbe::N,буяу,صبغة
451,Kleidung::N,кием,ملابس
452,Hemd::N,күлмәк,قميص
453,Kragen::N,яка,ياقة
454,Ärmel::N,җиң,كم
455,Hose::N,чалбар,سروال
456,Hose::N,чалбар,بنطلون
457,Gürtel::N,билбау,حزام
458,Mütze::N,бүрек,طاقية
459,Schuh::N,башмак,حذاء
460,Stiefel::N,итек,جزمة
461,Stiefel::N,итек,حذاء طويل
462,Ring::N,балдак,حلقة
463,Band::N,тасма,شريط
464,Kamm::N,тарак,مشط
465,Spiegel::N,көзге,مرآة
466,Riemen::N,каеш,سير
467,Schnur::N,бау,حبل
468,Schnur::N,бау,دوبارة
469,Leine::N,тезген,قيد
470,Decke::N,юрган,بطانية
471,Kissen::N,мендәр,وسادة
472,Tuch::N,яулык,منديل
473,Handtuch::N,сөлгә,فوطة
474,Handtuch::N,сөлгә,منشفة
475,Kraft::N,егәр,قدرة
476,Kraft::N,дәрман,قدرة
477,Stärke::N,көч,قوة
478,Stärke::N,дәрман,قوة
479,Gesundheit::N,саулык,صحة
480,Krankheit::N,чир,مرض
481,Krankheit::N,хаста,مرض
482,Krankheit::N,сырхау,مرض
483,Schmerz::N,авырту,ألم
484,Schmerz::N,авырту,وجع
485,Wunde::N,яра,جرح
486,Wunde::N,җәрәхәт,جرح
487,Fieber::N,бизгәк,حمى
488,Arznei::N,дару,دواء
489,Brücke::N,күпер,جسر
490,Brunnen::N,кое,بئر
491,Weide::N,утлавык,مرعى
492,Pfad::N,сукмак,درب
493,Weg::N,юл,سكة
494,Straße::N,урам,طريق
495,Dorf::N,авыл,قرية
496,Stadt::N,шәһәр,مدينة
497,Brief::N,хат,خطاب
498,Brief::N,хат,مكتوب
499,Buch::N,китап,كتاب
500,Buchstabe::N,хәреф,حرف
501,Zeitung::N,газет,جريدة
502,Zeitung::N,газета,جريدة
503,Leben::N,гомер,عيش
504,Leben::N,гомер,حياة
505,Leben::N,тормыш,عيش
506,Leben::N,тормыш,حياة
507,Leben::N,тереклек,عيش
508,Leben::N,тереклек,حياة
509,Tod::N,үлем,موت
510,Tod::N,үлем,وفاة
511,Grab::N,гүр,قبر
512,Grab::N,кабер,قبر
513,Kirche::N,чиркәү,كنيسة
514,Sünde::N,язык,خطيئة
515,Sünde::N,гөнаһ,خطيئة
516,Gott::N,алла,إله
517,Gott::N,ходай,إله
518,Arbeiter::N,эшче,عامل
519,Chef::N,башлык,رئيس
520,Meister::N,оста,أسطى
521,Arzt::N,врач,طبيب
522,Arzt::N,табиб,طبيب
523,Lehrer::N,укытучы,مدرس
524,Lehrer::N,мөгаллим,مدرس
525,Geld::N,акча,نقود
526,Geschäft::N,эш,صفقة
527,Laden::N,кибет,دكان
528,Laden::N,магазин,دكان
529,Preis::N,бәя,سعر
530,Preis::N,бәһа,سعر
531,Ware::N,товар,بضاعة
532,Nutzen::N,файда,فائدة
533,Reichtum::N,байлык,غنى
534,Reichtum::N,байлык,ثروة
535,Welt::N,дөнья,عالم
536,Welt::N,дөнья,دنيا
537,Land::N,ил,بلد
538,Staat::N,дәүләт,دولة
539,König::N,патша,ملك
540,Macht::N,хакимият,سلطة
541,Grenze::N,чик,حدود
542,Krieg::N,сугыш,حرب
543,Feind::N,дошман,عدو
544,Gewalt::N,көчләү,عنف
545,Kampf::N,көрәш,قتال
546,Bogen[Waffe]::N,җәя,قوس
547,Pfeil::N,ук,سهم
548,Gewehr::N,мылтык,بندقية
549,Fehler::N,хата,خطأ
550,Lüge::N,ялган,كذب
551,Schaden::N,зыян,تلف
552,Schaden::N,зарар,تلف
553,Unglück::N,бәла,نحس
554,Schuld::N,гаеп,ذنب
555,Alter::N,яшь,سن
556,Alter::N,яшь,عمر
557,Schluss::N,ахыр,ختام
558,Schluss::N,ахыр,نهاية
559,Zeit::N,заман,وقت
560,Tag::N,көн,يوم
561,Morgen::N,иртә,صباح
562,Mittag::N,өйлә,ظهر
563,Abend::N,кич,مساء
564,Nacht::N,төн,ليلة
565,Woche::N,атна,أسبوع
566,Monat::N,ай,شهر
567,Jahr::N,ел,عام
568,Jahr::N,ел,سنة
569,Frühling::N,яз,ربيع
570,Sommer::N,җәй,صيف
571,Herbst::N,көз,خريف
572,Winter::N,кыш,شتاء
573,Januar::N,гыйнвар,يناير
574,Januar::N,гыйнвар,كانون الثاني
575,Februar::N,февраль,شباط
576,Februar::N,февраль,فبراير
577,März::N,март,آذار
578,März::N,март,مارس
579,April::N,апрель,نيسان
580,Mai::N,май,مايو
581,Juni::N,июнь,يونيو
582,Juni::N,июнь,حزيران
583,Juli::N,июль,تموز
584,Juli::N,июль,يوليو
585,August::N,август,آب
586,August::N,август,أغسطس
587,September::N,сентябрь,أيلول
588,September::N,сентябрь,سبتمبر
589,Oktober::N,октябрь,أكتوبر
590,Oktober::N,октябрь,تشرين الأول
591,November::N,ноябрь,نوفمبر
592,November::N,ноябрь,تشرين الثاني
593,Dezember::N,декабрь,ديسمبر
594,Dezember::N,декабрь,كانون الأول
595,Montag::N,дүшәмбе,يوم الاثنين
596,Dienstag::N,сишәмбе,يوم الثلاثاء
597,Mittwoch::N,чәршәмбе,يوم الأربعاء
598,Donnerstag::N,атнакич,يوم الخميس
599,Donnerstag::N,пәнҗешәмбе,يوم الخميس
600,Freitag::N,җомга,يوم الجمعة
601,Samstag::N,шимбә,يوم السبت
602,Sonntag::N,якшәмбе,يوم الأحد
603,groß::A,зур,كبير
604,klein::A,кечкенә,صغير
605,lang::A,озын,طويل
606,kurz::A,кыска,قصير
607,breit::A,киң,واسع
608,schmal::A,кысык,ضيق
609,dicht::A,куе,كث
610,dicht::A,куе,كثيف
611,dick[Gegenstand]::A,калын,غليظ
612,dünn::A,нечкә,رفيع
613,fein::A,нәзакәтле,رقيق
614,fest::A,нык,متين
615,flach::A,яссы,سهل
616,flach::A,яссы,منبسط
617,flach::A,ялпак,سهل
618,flach::A,ялпак,منبسط
619,glatt::A,шома,ناعم
620,hart::A,каты,صلب
621,hart::A,каты,جامد
622,weich::A,йомшак,لين
623,rund::A,түгәрәк,مستدير
624,spitz::A,очлы,مدبب
625,scharf::A,үткен,حاد
626,stumpf::A,үтмәс,ثالم
627,schwer::A,салмак,ثقيل
628,schön::A,гүзәл,جميل
629,heiß::A,эссе,حار
630,heiß::A,эссе,ساخن
631,warm::A,җылы,دافئ
632,kalt::A,суык,بارد
633,kalt::A,салкын,بارد
634,kühl::A,салкынча,قر
635,frisch::A,салкынча,طازج
636,feucht::A,юеш,رطب
637,nass::A,дымлы,مبلول
638,trocken::A,коры,جاف
639,voll::A,тулы,ملء
640,leer::A,буш,خال
641,leer::A,буш,فارغ
642,offen::A,ачык,مفتوح
643,geschlossen::A,йомык,مغلق
644,sauber::A,пакь,نظيف
645,sauber::A,чиста,نظيف
646,schmutzig::A,керле,قذر
647,schmutzig::A,пычрак,قذر
648,roh::A,чи,نيء
649,reif::A,өлгергән,ناضج
650,lecker::A,тәмле,لذيذ
651,süß::A,татлы,حلو
652,bitter::A,ачы,مر
653,sauer::A,әче,حامض
654,hell::A,якты,نير
655,dunkel::A,кара,مظلم
656,schwarz::A,кара,أسود
657,weiß::A,ак,أبيض
658,rot::A,кызыл,أحمر
659,gelb::A,сары,أصفر
660,blau::A,күк,أزرق
661,grün::A,яшел,أخضر
662,grau::A,соры,رمادي
663,bunt::A,чуар,ملوب
664,billig::A,арзан,رخيص
665,teuer::A,хаклы,غال
666,wertvoll::A,кыйммәтле,ثمين
667,blind::A,сукыр,أعمى
668,blind::A,күзсез,أعمى
669,taub::A,чукрак,أصم
670,taub::A,чукрак,أطرش
671,taub::A,саңгырау,أصم
672,taub::A,саңгырау,أطرش
673,kräftig::A,егәрле,قوي
674,stark::A,нык,قوي
675,stark::A,базык,قوي
676,schwach::A,зәгыйфь,ضعيف
677,fett::A,симез,سمين
678,schlank::A,нәзек,أهيف
679,hübsch::A,чибәр,جميل
680,böse::A,усал,رديء
681,dumm::A,акылсыз,أبله
682,dumm::A,акылсыз,أحمق
683,faul::A,ялкау,كسلان
684,faul::A,иренчәк,كسلان
685,fleißig::A,тырыш,مجتهد
686,fleißig::A,тырышучан,مجتهد
687,geizig::A,саран,بخيل
688,klug::A,акыллы,ذكي
689,klug::A,акыллы,عاقل
690,geschickt::A,маһир,ماهر
691,lieb::A,сөекле,عزيز
692,lustig::A,күңелле,مرح
693,sanft::A,басынкы,حليم
694,hungrig::A,ач,جائع
695,krank::A,чирле,مريض
696,krank::A,сырхау,مريض
697,nackt::A,шәрә,عار
698,traurig::A,ямансу,حزين
699,lebendig::A,тере,حي
700,gut::A,яхшы,جيد
701,schlecht::A,начар,سيء
702,richtig::A,дөрес,صحيح
703,schlimm::A,әшәкә,خبيث
704,wahr::A,чып-чын,حق
705,alt::A,иске,قديم
706,neu::A,яңа,جديد
707,ehemalig::A,элекке,سابق
708,alt[Lebewesen]::A,карт,مسن
709,jung::A,яшь,شاب
710,jung::A,яшь,صغير
711,arm::A,фәкыйрь,فقير
712,reich::A,бай,غني
713,bekannt::A,таныш,معلوم
714,berühmt::A,атаклы,مشهور
715,fremd::A,ят,أجنبي
716,verschieden::A,төрле,مختلف
717,nah::A,якын,قريب
718,fern::A,ерак,بعيد
719,linker::A,сул,يسار
720,rechter::A,уң,يمين
721,anderer::A,бүтән,آخر
722,erster::A,беренче,أول
723,zweiter::A,икенче,ثان
724,dritter::A,өченче,ثالث
725,letzter::A,ахыргы,أخير
726,allein::ADV,ялгыз,وحده
727,auf einmal::ADV,бердән,بالمرة
728,zusammen::ADV,бергә,معا
729,lange::ADV,озак,مدة طويلة
730,plötzlich::ADV,искәрмәстән,فجأة
731,sofort::ADV,хәзер,حالا
732,sofort::ADV,хәзер,فورا
733,später::ADV,соңрак,فيما بعد
734,jetzt::ADV,хәзер,الآن
735,jetzt::ADV,хәзер,حاليا
736,heute::ADV,бүген,اليوم
737,morgen::ADV,иртәгә,غدا
738,bald::ADV,тиздән,قريبا
739,dann::ADV,аннары,ثم
740,gestern::ADV,кичә,أمس
741,gestern::ADV,кичә,البارحة
742,einst::ADV,берчак,قديما
743,damals::ADV,ул вакытта,حينئذ
744,damals::ADV,ул чакта,حينئذ
745,danach::ADV,да,ثم
746,danach::ADV,да,بعد ذلك
747,vorher::ADV,элек,من قبل
748,vorher::ADV,элек,قبل ذلك
749,zuerst::ADV,башта,أولا
750,einmal::ADV,бер,مرة
751,einmal::ADV,бер мәртәбә,مرة
752,manchmal::ADV,кайчакта,أحيانا
753,oft::ADV,еш,كثيرا
754,immer::ADV,һәркайчан,دائما
755,niemals::ADV,hичбер вакыт,لا أبدا
756,hier::ADV,монда,هنا
757,hier::ADV,биредә,هنا
758,hierhin::ADV,монда,إلى هنا
759,von hier::ADV,моннан,من هنا
760,dort::ADV,анда,هناك
761,dorthin::ADV,тегеләй,إلى هناك
762,geradeaus::ADV,турыдан-туры,إلى الأمام
763,vorwärts::ADV,алга,إلى الأمام
764,rückwärts::ADV,кире,إلى الوراء
765,zurück::ADV,кире,عودا
766,zurück::ADV,кире,إلى الخلف
767,unten::ADV,түбәндә,تحت
768,unten::ADV,түбәндә,في الأسفل
769,hinab::ADV,аска,إلى تحت
770,oben::ADV,өстә,فوق
771,oben::ADV,өстә,في الأعلى
772,oben::ADV,югарыда,فوق
773,oben::ADV,югарыда,في الأعلى
774,hinauf::ADV,өскә,إلى فوق
775,hinauf::ADV,өскә,إلى الأعلى
776,überall::ADV,hәркайда,في كل مكان
777,nicht::ADV,түгел,لا
778,nicht::ADV,түгел,لم
779,ein wenig::ADV,бераз,قليلا
780,kaum::ADV,көчкә,كاد لا
781,sehr::ADV,бик,جدا
782,sehr::ADV,бик,كثيرا
783,so::ADV,алай,كذا
784,so::ADV,алай,كذلك
785,noch::ADV,янә,ما زال
786,noch::ADV,тагын,ما زال
787,nur::ADV,фәкать,فقط
788,schon::ADV,инде,قد
789,wieder::ADV,янә,من جديد
790,wieder::ADV,янә,مرة أخرى
791,wieder::ADV,тагын,من جديد
792,wieder::ADV,тагын,مرة أخرى
793,vergebens::ADV,юкка,عبثا
