,Concept_ID,sq,ru
185,Kranich::N,kurrillë,журавль
186,Krähe::N,sorrë,ворона
187,Kuckuck::N,qyqe,кукушка
188,Schwan::N,mjellmë,лебедь
189,Fisch::N,peshk,рыба
190,Barsch::N,purtekë,окунь
191,Hecht::N,mlysh,щука
192,Schlange[Tier]::N,gjarpër,змея
193,Wurm::N,krimb,червяк
194,Spinne::N,marimangë,паук
195,Ameise::N,thnegël,муравей
196,Ameise::N,milingonë,муравей
197,Laus::N,morr,вошь
198,Mücke::N,kunup,комар
199,Mücke::N,mushkonjë,комар
200,Fliege::N,mizë,муха
201,Schmetterling::N,flutur,бабочка
202,Beere::N,frutë,ягода
203,Beere::N,manaferrë,ягода
204,Apfel::N,mollë,яблоко
205,Pilz::N,kërpudhë,гриб
206,Zwiebel::N,qepë,луковица
207,Saat::N,farë,семя
208,Korn::N,grurë,зерно
209,Korn::N,kokërr,зерно
210,Heu::N,sanë,сено
211,Schale::N,lëkurë,шелуха
212,Grube::N,gropë,яма
213,Falle::N,kurth,ловушка
214,Falle::N,grackë,ловушка
215,Schlinge::N,nyjë,силок
216,Spur::N,gjurmë,след
217,Asche::N,hi,зола
218,Asche::N,hi,пепел
219,Dreck::N,baltë,грязь
220,Eisen::N,hekur,железо
221,Gold::N,ar,золото
222,Gold::N,flori,золото
223,Silber::N,argjend,серебро
224,Kohle::N,qymyr,уголь
225,Glas::N,qelq,стекло
226,Lehm::N,argjilë,глина
227,Sand::N,rërë,песок
228,Mensch::N,njeri,человек
229,Mann::N,burrë,мужчина
230,Mann::N,mashkull,мужчина
231,Frau::N,grua,женщина
232,Frau::N,femër,женщина
233,Kind::N,kalama,ребенок
234,Junge::N,djalë,мальчик
235,Mädchen::N,gocë,девочка
236,Mädchen::N,vajzë,девочка
237,Familie::N,familje,семья
238,Großvater::N,gjysh,дедушка
239,Großmutter::N,gjyshe,бабушка
240,Eltern::N,prindër,родители
241,Vater::N,atë,отец
242,Mutter::N,nënë,мать
243,Sohn::N,bir,сын
244,Tochter::N,bijë,дочь
245,Bruder::N,vëlla,брат
246,Schwester::N,motër,сестра
247,Onkel::N,dajë,дядя
248,Onkel::N,xhaxha,дядя
249,Tante::N,teze,тетя
250,Tante::N,hallë,тетя
251,Ehemann::N,burrë,муж
252,Ehemann::N,bashkëshort,муж
253,Ehefrau::N,grua,жена
254,Ehefrau::N,bashkëshorte,жена
255,Freude::N,gaz,радость
256,Freude::N,gëzim,радость
257,Gelächter::N,qeshje,смех
258,Glück::N,lumturi,счастье
259,Kummer::N,brengë,горе
260,Kummer::N,pikëllim,горе
261,Wunsch::N,dëshirë,желание
262,Lust::N,epsh,влечение
263,Lust::N,dashuri,влечение
264,Geist::N,frymë,дух
265,Geist::N,shpirt,дух
266,Gedanke::N,ide,мысль
267,Gedanke::N,mendim,мысль
268,Gedächtnis::N,kujtesë,память
269,Verstand::N,mend,ум
270,Sinn::N,kuptim,смысл
271,Grund::N,arsye,повод
272,Wahrheit::N,vërtetë,правда
273,Gespräch::N,bisedim,беседа
274,Märchen::N,përrallë,сказка
275,Erzählung::N,tregim,рассказ
276,Nachricht::N,lajm,сообщение
277,Neuigkeit::N,risi,новость
278,Name::N,emër,имя
279,Rätsel::N,gjëzë,загадка
280,Rätsel::N,gjëegjëzë,загадка
281,Rede::N,fjalim,речь
282,Sprache::N,gjuhë,язык
283,Stimme::N,zë,голос
284,Wort::N,fjalë,слово
285,Zeichen::N,shenjë,знак
286,Ruf::N,thirrmë,зов
287,Lärm::N,zhurmë,шум
288,Laut::N,tingull,звук
289,Ton::N,ton,звучание
290,Lied::N,këngë,песня
291,Ruhe::N,qetësi,покой
292,Leute::N,botë,люди
293,Leute::N,njerëz,люди
294,Volk::N,popull,народ
295,Arbeit::N,punë,работа
296,Gast::N,mik,гость
297,Gast::N,mysafir,гость
298,Geschenk::N,dhuratë,подарок
299,Geschenk::N,peshqesh,подарок
300,Spiel::N,lojë,игра
301,Gesellschaft::N,shoqëri,общество
302,Hilfe::N,ndihmë,помощь
303,Freund::N,mik,друг
304,Kamerad::N,shok,приятель
305,Angelegenheit::N,punë,дело
306,Anzahl::N,sasi,количество
307,Art::N,lloj,вид
308,Stück::N,copë,кусок
309,Teil::N,pjesë,часть
310,Hälfte::N,gjysmë,половина
311,Kreis::N,qark,круг
312,Kreis::N,rreth,круг
313,Kreuz::N,kryq,крест
314,Linie::N,vijë,линия
315,Strich::N,vizë,черта
316,Abstand::N,distancë,промежуток
317,Entfernung::N,largim,расстояние
318,Gegend::N,vise,местность
319,Gegend::N,krahinë,местность
320,Platz::N,shesh,пространство
321,Ort::N,vend,место
322,Seite::N,anë,сторона
323,Mitte::N,mes,середина
324,Gegenstand::N,send,предмет
325,Sache::N,gjë,вещь
326,Sache::N,send,вещь
327,Rand::N,qoshe,край
328,Kante::N,teh,ребро
329,Ecke::N,qoshe,угол
330,Spitze::N,majë,кончик
331,Ende::N,skaj,конец
332,Ende::N,bisht,конец
333,Loch::N,vrimë,дыра
334,Winkel::N,kënd,угол
335,Muster::N,mostër,узор
336,Größe::N,madhësi,размер
337,Länge::N,gjatësi,длина
338,Höhe::N,lartësi,высота
339,Gewicht::N,peshë,вес
340,Menge::N,sasi,количество
341,Haufen::N,grumbull,куча
342,Reihe::N,radhë,ряд
343,Reihe::N,rresht,ряд
344,Boot::N,barkë,лодка
345,Boot::N,lundër,лодка
346,Ruder::N,rrem,весло
347,Schlitten::N,sajë,сани
348,Ski::N,ski,лыжа
349,Lagerfeuer::N,flakadan,костер
350,Lagerfeuer::N,zjarr i madh,костер
351,Last::N,barrë,тяжесть
352,Gang::N,ecje,ход
353,Schritt::N,hap,шаг
354,Norden::N,veri,север
355,Süden::N,jug,юг
356,Westen::N,perëndim,запад
357,Osten::N,lindje,восток
358,Holz::N,dru,древесина
359,Brett::N,dërrasë,доска
360,Platte::N,pllakë,плита
361,Stütze::N,shtyllë,подпорка
362,Stütze::N,mbështetesë,подпорка
363,Stange::N,shufër,жердь
364,Stock::N,dajak,палка
365,Stab::N,shkop,шест
366,Rohr::N,tub,труба
367,Haus::N,shtëpi,дом
368,Heim::N,konak,дом
369,Heim::N,shtëpi,дом
370,Ofen::N,sobë,печь
371,Ofen::N,stufë,печь
372,Fußboden::N,dysheme,пол
373,Tisch::N,tryezë,стол
374,Stuhl::N,karrige,стул
375,Wiege::N,djep,колыбель
376,Bett::N,shtrat,постель
377,Regal::N,raft,полка
378,Kiste::N,kuti,ящик
379,Fenster::N,dritare,окно
380,Tür::N,derë,дверь
381,Tor::N,portë,ворота
382,Zaun::N,gardh,забор
383,Dach::N,çati,крыша
384,Leiter::N,shkallë,лестница
385,Besen::N,fshesë,метла
386,Spaten::N,lopatë,лопата
387,Schaufel::N,qyrek,совок
388,Gabel::N,pirun,вилка
389,Löffel::N,lugë,ложка
390,Messer::N,thikë,нож
391,Nagel::N,gozhdë,гвоздь
392,Netz::N,rrjetë,сеть
393,Haken::N,grep,крюк
394,Haken::N,grremç,крюк
395,Griff::N,dorak,ручка
396,Griff::N,dorezë,ручка
397,Schloss::N,bravë,замок
398,Bild::N,tablo,картина
399,Bild::N,pikturë,картина
400,Figur::N,figurë,фигура
401,Puppe::N,kukull,кукла
402,Beutel::N,qese,мешок
403,Beutel::N,trastë,мешок
404,Bündel::N,deng,связка
405,Tasche::N,çantë,сумка
406,Eimer::N,kovë,ведро
407,Deckel::N,kapak,крышка
408,Deckel::N,mbulesë,крышка
409,Geschirr::N,enë,посуда
410,Sack::N,thes,мешок
411,Sack::N,torbë,мешок
412,Tasse::N,filxhan,чашка
413,Topf::N,kusi,кастрюля
414,Topf::N,tenxhere,кастрюля
415,Kessel::N,kazan,котел
416,Essen::N,ngrënie,еда
417,Nahrung::N,ushqim,пища
418,Speise::N,gatesë,блюдо
419,Speise::N,gatesë,кушанье
420,Fleisch::N,mish,мясо
421,Getreide::N,drithë,хлеб
422,Brei::N,qull,каша
423,Brot::N,bukë,хлеб
424,Scheibe::N,fetë,ломоть
425,Fett::N,lyrë,жир
426,Fett::N,yndyrë,жир
427,Butter::N,gjalpë,масло
428,Öl::N,vaj,масло
429,Salz::N,kripë,соль
430,Suppe::N,supë,суп
431,Suppe::N,çorbë,суп
432,Honig::N,mjaltë,мед
433,Milch::N,qumësht,молоко
434,Tee::N,çaj,чай
435,Leder::N,lëkurë,кожа
436,Wolle::N,lesh,шерсть
437,Stoff::N,pëlhurë,ткань
438,Nadel::N,gjilpërë,игла
439,Faden::N,pe,нитка
440,Faden::N,fije,нитка
441,Knopf::N,kopsë,пуговица
442,Knoten::N,komb,узел
443,Farbe::N,bojë,краска
444,Kleidung::N,veshje,одежда
445,Hemd::N,këmishë,рубашка
446,Kragen::N,jakë,воротник
447,Ärmel::N,mëngë,рукав
448,Hose::N,brekë,брюки
449,Gürtel::N,rrip,пояс
450,Mütze::N,kësulë,шапка
451,Schuh::N,këpucë,ботинок
452,Stiefel::N,çizme,сапог
453,Ring::N,unazë,кольцо
454,Band::N,shirit,лента
455,Kamm::N,krehër,расческа
456,Spiegel::N,pasqyrë,зеркало
457,Riemen::N,rrip,ремень
458,Schnur::N,litar,веревка
459,Schnur::N,cikomë,веревка
460,Leine::N,rrip,поводок
461,Decke::N,batanije,одеяло
462,Kissen::N,jastëk,подушка
463,Tuch::N,shami,платок
464,Handtuch::N,peshqir,полотенце
465,Kraft::N,forcë,сила
466,Stärke::N,koll,крепость
467,Gesundheit::N,shëndet,здоровье
468,Krankheit::N,sëmundje,болезнь
469,Schmerz::N,dhimbje,боль
470,Wunde::N,plagë,рана
471,Fieber::N,ethe,лихорадка
472,Fieber::N,ethe,температура
473,Arznei::N,ilaç,лекарство
474,Brücke::N,urë,мост
475,Brunnen::N,pus,колодец
476,Weide::N,kullotë,пастбище
477,Pfad::N,ravë,тропа
478,Pfad::N,shteg,тропа
479,Weg::N,udhë,путь
480,Weg::N,udhë,дорога
481,Weg::N,shteg,путь
482,Weg::N,shteg,дорога
483,Straße::N,rrugë,улица
484,Straße::N,rrugë,дорога
485,Dorf::N,fshat,деревня
486,Dorf::N,katund,деревня
487,Stadt::N,qytet,город
488,Brief::N,letër,письмо
489,Buch::N,libër,книга
490,Buchstabe::N,shkronjë,буква
491,Zeitung::N,gazetë,газета
492,Leben::N,jetë,жизнь
493,Tod::N,mortje,смерть
494,Grab::N,varr,могила
495,Kirche::N,kishë,церковь
496,Sünde::N,mëkat,грех
497,Sünde::N,gjynah,грех
498,Gott::N,hy,бог
499,Gott::N,zot,бог
500,Arbeiter::N,punëtor,рабочий
501,Chef::N,shef,начальник
502,Chef::N,drejtues,начальник
503,Meister::N,mjeshtër,мастер
504,Arzt::N,mjek,врач
505,Arzt::N,doktor,врач
506,Lehrer::N,mësues,учитель
507,Lehrer::N,arsimtar,учитель
508,Geld::N,para,деньги
509,Geld::N,holla,деньги
510,Geschäft::N,ujdi,занятие
511,Geschäft::N,biznes,занятие
512,Laden::N,dyqan,магазин
513,Preis::N,çmim,цена
514,Ware::N,mall,товар
515,Nutzen::N,dobi,выгода
516,Nutzen::N,leverdi,выгода
517,Reichtum::N,kamje,богатство
518,Reichtum::N,pasuri,богатство
519,Welt::N,botë,мир
520,Land::N,vend,страна
521,Staat::N,shtet,государство
522,König::N,mbret,король
523,Macht::N,fuqi,власть
524,Macht::N,pushtet,власть
525,Grenze::N,kufi,граница
526,Krieg::N,luftë,война
527,Feind::N,armik,враг
528,Gewalt::N,dhunë,насилие
529,Kampf::N,luftim,борьба
530,Bogen[Waffe]::N,hark,лук
531,Pfeil::N,shigjetë,стрела
532,Gewehr::N,pushkë,ружье
533,Fehler::N,gafë,ошибка
534,Fehler::N,gabim,ошибка
535,Lüge::N,gënjeshtër,ложь
536,Schaden::N,dëm,вред
537,Schaden::N,zarar,вред
538,Unglück::N,fatkeqësi,беда
539,Schuld::N,faj,вина
540,Alter::N,moshë,возраст
541,Schluss::N,fund,окончание
542,Zeit::N,kohë,время
543,Tag::N,ditë,день
544,Morgen::N,mëngjes,утро
545,Mittag::N,mesditë,полдень
546,Abend::N,mbrëmje,вечер
547,Nacht::N,natë,ночь
548,Woche::N,javë,неделя
549,Monat::N,muaj,месяц
550,Jahr::N,vit,год
551,Frühling::N,pranverë,весна
552,Sommer::N,verë,лето
553,Herbst::N,vjeshtë,осень
554,Winter::N,dimër,зима
555,Januar::N,janar,январь
556,Februar::N,shkurt,февраль
557,März::N,mars,март
558,April::N,prill,апрель
559,Mai::N,maj,май
560,Juni::N,qershor,июнь
561,Juli::N,korrik,июль
562,August::N,gusht,август
563,September::N,shtator,сентябрь
564,Oktober::N,tetor,октябрь
565,November::N,nëntor,ноябрь
566,Dezember::N,dhjetor,декабрь
567,Montag::N,hënë,понедельник
568,Dienstag::N,martë,вторник
569,Mittwoch::N,mërkurë,среда
570,Donnerstag::N,enjte,четверг
571,Freitag::N,premte,пятница
572,Samstag::N,shtunë,суббота
573,Sonntag::N,diel,воскресенье
574,groß::A,madh,большой
575,klein::A,vogël,маленький
576,lang::A,gjatë,длинный
577,kurz::A,shkurtër,короткий
578,breit::A,gjerë,широкий
579,schmal::A,ngushtë,узкий
580,dicht::A,dendur,густой
581,dick[Gegenstand]::A,trashë,толстый
582,dünn::A,hollë,тонкий
583,fein::A,imët,тонкий
584,fest::A,fortë,крепкий
585,flach::A,sheshtë,плоский
586,glatt::A,rrafshët,гладкий
587,hart::A,fortë,твердый
588,weich::A,butë,мягкий
589,rund::A,rrumbullakët,круглый
590,spitz::A,majëmprehtë,остроконечный
591,scharf::A,mprehtë,острый
592,stumpf::A,topitur,тупой
593,schwer::A,rëndë,тяжелый
594,schön::A,bukur,красивый
595,heiß::A,nxehtë,жаркий
596,warm::A,ngrohtë,теплый
597,kalt::A,ftohtë,холодный
598,kühl::A,freskët,прохладный
599,frisch::A,pastër,свежий
600,feucht::A,lagësht,влажный
601,nass::A,lagur,мокрый
602,trocken::A,thatë,сухой
603,voll::A,plotë,полный
604,voll::A,plotë,наполненный
605,leer::A,bosh,пустой
606,leer::A,zbrazët,пустой
607,offen::A,hapur,открытый
608,geschlossen::A,mbyllur,закрытый
609,sauber::A,dëlirë,чистый
610,schmutzig::A,ndyrë,грязный
611,roh::A,gjallë,сырой
612,reif::A,arrirë,зрелый
613,lecker::A,shijshëm,вкусный
614,süß::A,ëmbël,сладкий
615,bitter::A,hidhur,горький
616,sauer::A,thartë,кислый
617,hell::A,me dritë,светлый
618,dunkel::A,errët,темный
619,schwarz::A,i zi,черный
620,weiß::A,bardhë,белый
621,rot::A,kuq,красный
622,gelb::A,verdhë,желтый
623,blau::A,blu,синий
624,blau::A,kaltër,синий
625,grün::A,blertë,зеленый
626,grün::A,gjelbër,зеленый
627,grau::A,hirtë,серый
628,grau::A,bojë hiri,серый
629,bunt::A,shumëngjyrëshëm,пестрый
630,billig::A,lirë,дешевый
631,teuer::A,shtrenjtë,дорогой
632,wertvoll::A,çmuar,ценный
633,wertvoll::A,vlershëm,ценный
634,blind::A,qorr,слепой
635,blind::A,verbër,слепой
636,taub::A,shurdhër,глухой
637,kräftig::A,fuqishëm,могучий
638,stark::A,fortë,сильный
639,schwach::A,dobët,слабый
640,fett::A,dhjamur,жирный
641,schlank::A,hollë,стройный
642,hübsch::A,bukur,прелестный
643,hübsch::A,hijshëm,прелестный
644,böse::A,keq,злой
645,dumm::A,teveqel,глупый
646,faul::A,dembel,ленивый
647,fleißig::A,zellshëm,прилежный
648,geizig::A,kurnac,жадный
649,geizig::A,dorështrënguar,жадный
650,klug::A,mençur,умный
651,geschickt::A,aftë,искусный
652,lieb::A,dashur,милый
653,lustig::A,gëzuar,веселый
654,sanft::A,butë,нежный
655,hungrig::A,uritur,голодный
656,krank::A,sëmurë,больной
657,nackt::A,lakuriq,голый
658,nackt::A,zhveshur,голый
659,traurig::A,trishtuar,грустный
660,lebendig::A,gjallë,живой
661,gut::A,mirë,хороший
662,schlecht::A,keq,плохой
663,richtig::A,drejtë,правильный
664,schlimm::A,keq,отвратительный
665,schlimm::A,keq,мерзкий
666,wahr::A,vërtetë,настоящий
667,alt::A,vjetër,старый
668,neu::A,i ri,новый
669,ehemalig::A,dikurshëm,бывший
670,alt[Lebewesen]::A,plak,пожилой
671,jung::A,i ri,молодой
672,arm::A,varfër,бедный
673,arm::A,vobektë,бедный
674,reich::A,pasur,богатый
675,bekannt::A,njohur,знакомый
676,berühmt::A,famshëm,знаменитый
677,fremd::A,huaj,чужой
678,verschieden::A,ndryshëm,разный
679,nah::A,afërt,близкий
680,fern::A,largët,далекий
681,linker::A,majtë,левый
682,rechter::A,djathtë,правый
683,anderer::A,tjetër,другой
684,erster::A,parë,первый
685,zweiter::A,dytë,второй
686,dritter::A,i tretë,третий
687,letzter::A,fundit,последний
688,allein::ADV,vetëm,один
689,auf einmal::ADV,njëkohësisht,сразу
690,zusammen::ADV,bashkë,вместе
691,zusammen::ADV,së bashku,вместе
692,lange::ADV,për një kohë të gjatë,долго
693,plötzlich::ADV,befas,вдруг
694,sofort::ADV,menjëherë,тотчас
695,sofort::ADV,aty për aty,тотчас
696,später::ADV,më vonë,позже
697,jetzt::ADV,tash,сейчас
698,heute::ADV,sot,сегодня
699,morgen::ADV,nesër,завтра
700,bald::ADV,shpejt,скоро
701,bald::ADV,së shpejti,скоро
702,dann::ADV,pastaj,потом
703,gestern::ADV,dje,вчера
704,einst::ADV,dikur,однажды
705,damals::ADV,atëherë,тогда
706,danach::ADV,mandej,затем
707,vorher::ADV,më parë,раньше
708,zuerst::ADV,së pari,сперва
709,einmal::ADV,njëherë,раз
710,manchmal::ADV,nganjëherë,иногда
711,oft::ADV,shpesh,часто
712,immer::ADV,përherë,всегда
713,immer::ADV,gjithnjë,всегда
714,niemals::ADV,kurrë,никогда
715,niemals::ADV,asnjëherë,никогда
716,hier::ADV,këtu,здесь
717,hierhin::ADV,knej,сюда
718,von hier::ADV,që këtej,отсюда
719,von hier::ADV,prej këtej,отсюда
720,dort::ADV,aty,там
721,dort::ADV,atje,там
722,dorthin::ADV,anej,туда
723,geradeaus::ADV,drejt,прямо
724,vorwärts::ADV,mbroth,вперед
725,vorwärts::ADV,përpara,вперед
726,rückwärts::ADV,mbrapsht,назад
727,zurück::ADV,prapa,обратно
728,zurück::ADV,mbrapsht,обратно
729,unten::ADV,poshtë,внизу
730,hinab::ADV,përposh,вниз
731,oben::ADV,lart,наверху
732,oben::ADV,sipër,наверху
733,hinauf::ADV,lart,вверх
734,hinauf::ADV,përpjetë,вверх
735,überall::ADV,kudo,везде
736,nicht::ADV,s',не
737,nicht::ADV,nuk,не
738,ein wenig::ADV,një tis,немного
739,kaum::ADV,mezi,едва
740,sehr::ADV,fort,очень
741,sehr::ADV,shumë,очень
742,so::ADV,ashtu,так
743,so::ADV,kështu,так
744,noch::ADV,ende,еще
745,noch::ADV,akoma,еще
746,nur::ADV,vetëm,только
747,schon::ADV,tashmë,уже
748,wieder::ADV,përsëri,опять
749,vergebens::ADV,kot,напрасно
750,vor::PRP,para,перед
751,hinter::PRP,prapa,за
752,hinter::PRP,prapa,позади
753,hinter::PRP,mbrapa,за
754,hinter::PRP,mbrapa,позади
755,unter::PRP,nën,под
756,durch::PRP,nëpër,сквозь
757,neben::PRP,pranë,возле
758,neben::PRP,përbri,возле
759,zwischen::PRP,midis,между
760,zwischen::PRP,ndërmjet,между
761,wegen::PRP,për,из-за
762,dies::PRN,ky,это
763,das::PRN,ky,то
764,alles::PRN,gjithçka,все
765,ich::PRN,unë,я
766,du::PRN,ti,ты
767,er::PRN,ai,он
768,wir::PRN,ne,мы
769,ihr::PRN,ju,вы
770,sie::PRN,ata,они
771,was::FPRN,ç',что
772,was::FPRN,çfarë,что
773,wer::FPRN,kush,кто
774,wo::FADV,ku,где
775,wohin::FADV,për ku,куда
776,wie::FADV,si,как
777,warum::FADV,pse,почему
778,warum::FADV,përse,почему
779,wieviel::FNUM,sa,сколько
780,eins::NUM,një,один
781,zwei::NUM,dy,два
782,drei::NUM,tre,три
783,vier::NUM,katër,четыре
784,fünf::NUM,pesë,пять
785,sechs::NUM,gjashtë,шесть
786,sieben::NUM,shtatë,семь
787,acht::NUM,tetë,восемь
788,neun::NUM,nëntë,девять
789,zehn::NUM,dhjetë,десять
790,elf::NUM,njëmbëdhjetë,одиннадцать
791,zwölf::NUM,dymbëdhjetë,двенадцать
792,zwanzig::NUM,njëzet,двадцать
793,dreißig::NUM,tridhjetë,тридцать
794,vierzig::NUM,dyzet,сорок
795,fünfzig::NUM,pesëdhjetë,пятьдесят
796,sechzig::NUM,gjashtëdhjetë,шестьдесят
797,siebzig::NUM,shtatëdhjetë,семьдесят
798,achtzig::NUM,tetëdhjetë,восемьдесят
799,neunzig::NUM,nëntëdhjetë,девяносто
800,hundert::NUM,qind,сто
801,tausend::NUM,mijë,тысяча
802,und::CNJ,e,и
803,und::CNJ,dhe,и
804,oder::CNJ,a,или
805,oder::CNJ,a,либо
806,oder::CNJ,apo,или
807,oder::CNJ,apo,либо
808,stehen::V,rri,стоять
809,sitzen::V,rri,сидеть
810,liegen::V,rri shtrirë,лежать
811,hängen::V,varem,висеть
812,werden::V,bëhem,стать
813,passieren::V,ndodh,случиться
814,beginnen::V,filloj,начаться
815,enden::V,përfundoj,кончиться
816,wechseln::V,ndërroj,меняться
817,aufgehen[Sonne]::V,hapem,взойти
818,untergehen[Sonne]::V,hyj,зайти
819,untergehen[Sonne]::V,perëndoj,зайти
820,scheinen[Sonne]::V,ndriçoj,светить
821,donnern::V,gjëmoj,греметь
822,donnern::V,bubulloj,греметь
823,wehen::V,fryj,дуть
824,strömen::V,derdh,литься
