,Concept_ID,no,te
713,zwei::NUM,to,రెండు
714,drei::NUM,tre,మూడు
715,vier::NUM,fire,నాలుగు
716,fünf::NUM,fem,అయిదు
717,sechs::NUM,seks,ఆఱు
718,sieben::NUM,sju,ఏరు
719,acht::NUM,åtte,ఎనిమదు
720,neun::NUM,ni,తొమ్మిది
721,zehn::NUM,ti,పది
722,elf::NUM,elleve,పదునొకొండు
723,zwölf::NUM,tolv,పండ్రండు
724,zwanzig::NUM,tjue,ఇరుపది
725,dreißig::NUM,tretti,ముప్పది
726,vierzig::NUM,førti,నలువది
727,fünfzig::NUM,femti,ఏబది
728,sechzig::NUM,seksti,అరుపది
729,siebzig::NUM,sytti,డెబ్బది
730,achtzig::NUM,åtti,ఎనుబది
731,neunzig::NUM,nitti,తొంబది
732,hundert::NUM,hundre,నూఱు
733,tausend::NUM,tusen,వేయి
734,und::CNJ,og,మఱియు
735,oder::CNJ,eller,లేక
736,stehen::V,stå,నిలుచు
737,sitzen::V,sitte,కూర్చుండు
738,liegen::V,ligge,పండుకొనుట
739,hängen::V,henge,వ్రేలాడదీయు
740,werden::V,bli,అగు
741,passieren::V,skje,సంభవించు
742,passieren::V,hende,సంభవించు
743,beginnen::V,begynne,ఆరంభించు
744,enden::V,ende,తీరుట
745,enden::V,slutte,తీరుట
746,wechseln::V,veksle,మార్చు
747,aufgehen[Sonne]::V,stå opp,ఉదయించు
748,untergehen[Sonne]::V,gå ned,అస్తమించు
749,scheinen[Sonne]::V,skinne,ప్రకాశించు
750,donnern::V,tordne,ఉరుముట
751,wehen::V,blåse,దురద్పప్టము
752,strömen::V,strømme,పారుట
753,fließen::V,flyte,ప్రవహించు
754,sich drehen::V,dreie seg,తిరుగు
755,schwanken::V,svaie,ఆడించుట
756,schwingen::V,svinge,ఊగుట
757,fallen::V,falle,పడు
758,brennen::V,brenne,కాలుట
759,rauchen::V,ryke,పొగసుట
760,regnen::V,regne,కురిపించుట
761,gefrieren::V,fryse,గడ్డకట్టు
762,tauen::V,tine,కరగు
763,schmelzen::V,smelte,కరగు
764,trocknen::V,tørre,యెండుట
765,sieden::V,koke,ఉడుకు
766,faulen::V,råtne,క్రుళ్లు
767,verfaulen::V,råtne,క్షిణించు
768,reißen::V,briste,చించు
769,versinken::V,synke,మునుగు
770,versinken::V,synke ned,మునుగు
771,vergehen::V,forløpe,సంభవించు
772,erscheinen::V,synes,కనబడు
773,verschwinden::V,forsvinne,అదృశ్యమగు
774,sinken::V,synke,ముణుగుట
775,abnehmen::V,avta,తగ్గు
776,abnehmen::V,minske,తగ్గు
777,zunehmen::V,tilta,పెరుగుట
778,steigen::V,stige,లేచు
779,wachsen::V,gro,పెరుగు
780,wachsen::V,vokse,పెరుగు
781,glänzen::V,skinne,ప్రకాశించు
782,funkeln::V,tindre,ప్రకాశించు
783,lärmen::V,bråke,అరుచుట
784,läuten::V,ringe,మేళవించుట
785,klingeln::V,ringe,వాయించుట
786,klirren::V,klirre,ఘంటానాదము
787,brausen::V,bruse,గర్జించు
788,rauschen::V,suse,చటచటమనుట
789,klingen::V,lyde,ధ్వనించుట
790,klingen::V,klinge,ధ్వనించుట
791,bellen::V,gjø,అఱచు
792,bellen::V,bjeffe,అఱచు
793,heulen::V,ule,కూయు
794,blasen::V,blåse,దురద్పప్టము
795,pfeifen::V,plystre,ఈలవేయు
796,schreien::V,skrike,అఱచు
797,stöhnen::V,stønne,మూలుగు
798,zittern::V,dirre,వణకు
799,zittern::V,skjelve,వణకు
800,leben::V,leve,జీవించుట
801,geboren werden::V,fødes,పుట్టుట
802,atmen::V,ånde,ఉపిరి తీయు
803,atmen::V,puste,ఉపిరి తీయు
804,trinken::V,drikke,త్రాగు
805,essen::V,spise,తిను
806,schlucken::V,svelge,మ్రింగు
807,müde werden::V,bli trett,అలయు
808,einschlafen::V,sovne,నిద్రించు
809,schlafen::V,sove,నిద్రురించు
810,aufwachen::V,våkne,మేలుకొను
811,aufstehen::V,stå opp,లేచు
812,sich erholen::V,bli bra,నడ్డి వాల్చు
813,sich erholen::V,komme seg,నడ్డి వాల్చు
814,krank werden::V,bli syk,జబ్బుపడు
815,krank sein::V,være syk,జబ్బు చేయు
816,schmerzen::V,gjøre vondt,నొచ్చుట
817,husten::V,hoste,దగ్గుట
818,genesen::V,komme seg,కుదురుట
819,sterben::V,dø,మరణించు
820,umkommen::V,omkomme,నశించు
821,sich bewegen::V,bevege seg,కదలు
822,sich rühren::V,røre på seg,కదలు
823,sich erheben::V,reise seg,లేచు
824,sich setzen::V,sette sig,కూర్చుణ్డు
825,hinfallen::V,falle over ende,దొర్లు
826,laufen::V,løpe,నడచు
827,schreiten::V,skride,అడుగుపెట్టుట
828,spazierengehen::V,spasere,పచారు చేయు
829,spazierengehen::V,gå en tur,పచారు చేయు
830,eilen::V,ile,తొందరపడు
831,sich beeilen::V,skynde seg,త్వరపెట్టు
832,sausen::V,suse,విసరికొట్టు
833,rennen::V,løpe,పరుగెత్తు
834,springen::V,hoppe,దుముకు
835,springen::V,springe,దుముకు
836,klettern::V,klatre,ఎక్కు
837,schaukeln::V,huske,ఉయ్యాల ఊగు 
838,kriechen::V,krype,ప్రాకు
839,schwimmen::V,svømme,ఈదు
840,tauchen::V,dykke,మునుగు
841,rudern::V,ro,తెడ్లతోఁగడపు
842,fahren::V,kjøre,నడపు
843,fliegen::V,fly,ఎగురు
844,gehen::V,gå,పోవు
845,weggehen::V,gå bort,బయలుదేరు
846,abfahren::V,reise,విడిచిపోవు
847,anhalten::V,stanse,నిలుపు
848,hineingehen::V,gå inn,ప్రవేశించు
849,eintreten::V,tre inn,ప్రవేశించు
850,kommen::V,komme,వచ్చు
851,ankommen::V,ankomme,వచ్చి చేరు
852,ankommen::V,komme til,వచ్చి చేరు
853,zurückkommen::V,komme tilbake,తిరిగీవచ్చుట
854,bleiben::V,bli,ఉండు
855,bleiben::V,forbli,ఉండు
856,warten::V,vente,కనిపెట్టు
857,erwarten::V,vente,నిరిక్షించు
858,suchen::V,søke,వెదకు
859,finden::V,finne,కనుగొను
860,versuchen::V,prøve,ప్రయత్నించు
861,versuchen::V,forsøke,ప్రయత్నించు
862,vorbereiten::V,forberede,తయారుచేయు
863,lieben::V,elske,ప్రేమించు
864,mögen::V,like,ఇష్టపడు
865,lachen::V,le,నవ్వు
866,rühren::V,røre,గుండె తాకు
867,weinen::V,gråte,వీడ్చు
868,schimpfen::V,skjelle,గొణుగు
869,sich ärgern::V,ergre seg,అలుగు
870,sich fürchten::V,være redd,భయపడు
871,fürchten::V,være redd for,భయపడు
872,fliehen::V,rømme,పాఱిపోపు
873,fliehen::V,flykte,పాఱిపోపు
874,flüchten::V,flykte,తప్పించుకొను
875,sehen::V,se,చూచు
876,anschauen::V,se på,చూచు
877,anschauen::V,betrakte,చూచు
878,ansehen::V,anse,కాచియుండు
879,hören::V,høre,విను
880,zuhören::V,tilhøre,విను
881,probieren::V,smake,చవిచూచుట
882,probieren::V,smake på,చవిచూచుట
883,riechen::V,lukte,వాసనచూచు
884,fühlen::V,føle,స్పర్శించుట
885,scheinen::V,se ut,కనబడు
886,zu sehen sein::V,synes,చూవు
887,vernehmen::V,få vite,విను
888,frieren::V,fryse,చలికి వడకు
889,tun::V,gjøre,చేయు
890,können::V,kunne,గల
891,wollen::V,ville,కోరు
892,anfangen::V,begynne,ఆరంభించు
893,beenden::V,avslutte,ముగించు
894,aufhören::V,slutte,నిలుపు
895,aufhören::V,holde opp,నిలుపు
896,gelingen::V,lykkes,గెలుపాందు
897,geraten::V,bli,వెలువడు
898,öffnen::V,åpne,తెఱచు
899,schließen::V,lukke,మూయు
900,schließen::V,stenge,మూయు
901,stellen::V,stille,ఉంచు
902,setzen::V,sette,ఉంచు
903,legen::V,legge,పెట్టు
904,berühren::V,berøre,తాకు
905,verbinden::V,forbinde,చేర్చుట
906,bedecken::V,dekke,మూయు
907,aufhängen::V,henge,వ్రేలాడదీయు
908,aufhängen::V,henge opp,వ్రేలాడదీయు
909,anzünden::V,tenne,వెలిగించు
910,anzünden::V,antenne,వెలిగించు
911,anzünden::V,tenne på,వెలిగించు
912,aufheben::V,løfte,సేకరించు
913,aufheben::V,ta opp,సేకరించు
914,zurücklassen::V,slippe tilbake,విడుచు
915,verlieren::V,miste,పోగొట్టుకొను
916,fallen lassen::V,droppe,జాఱవిడుచు
917,fallen lassen::V,la falle,జాఱవిడుచు
918,machen::V,lage,చేయు
919,machen::V,gjøre,చేయు
920,herstellen::V,fremstille,ఉత్పత్తిచేయు
921,bauen::V,bygge,నిర్మించు
922,reparieren::V,reparere,సరిచేయు
923,verbessern::V,rette,వృద్ధి చేయు
924,verbessern::V,forbedre,వృద్ధి చేయు
925,ändern::V,forandre,మార్చు
926,graben::V,grave,త్రవ్వు
927,beugen::V,bøye,వంచు
928,biegen::V,bøye,వంచు
929,drehen::V,dreie,నూలువడుకు
930,wenden::V,vende,త్రిప్పు
931,umdrehen::V,snu,త్రిప్పు
932,heben::V,heve,ఎత్తు
933,hochheben::V,løfte,ఎత్తు
934,ergreifen::V,gripe,వశపఱచుకొను
935,ergreifen::V,få tak i,వశపఱచుకొను
936,halten::V,holde,ఉంచు
937,drücken::V,trykke,అణచు
938,schieben::V,skyve,నొక్కు
939,kratzen::V,klø,గోకు
940,kratzen::V,klore,గోకు
941,lecken::V,slikke,నాకు
942,beißen::V,bite,కఱచు
943,abreißen::V,rive av,తెగతెంచు
944,abschneiden::V,skjære av,తెగకొట్టు
945,binden::V,binde,కట్టు
946,stecken::V,stikke,తగులుకొనివుండుట
947,brechen::V,bryte,పగులగొట్టు
948,brechen::V,briste,పగులగొట్టు
949,klopfen::V,banke,కొట్టు
950,hauen::V,hogge,కొట్టు
951,kleben::V,klistre,అంటుకొను
952,reiben::V,gni,రాచు
953,streichen::V,stryke,వ్యాపింపజేయు
954,schleifen::V,slipe,రాచు
955,schneiden::V,klippe,కోయు
956,rütteln::V,ruske,కుదిలించుట
957,schütteln::V,riste,కదల్చు
958,schwenken::V,svinge,ఊచుట
959,schütten::V,helle,పోయు
960,füllen::V,fylle,నింపు
961,einwickeln::V,vikle inn,చుట్టు
962,tragen::V,bære,మోయు
963,schleppen::V,slepe,ఈడ్చు
964,ziehen::V,dra,ఈడ్చు
965,ziehen::V,trekke,ఈడ్చు
966,aufbewahren::V,oppbevare,కాపాడు
967,aufbewahren::V,ta vare på,కాపాడు
968,werfen::V,kaste,విసరు
969,fangen::V,fange,పట్టుకొను
970,packen::V,gripe,పట్టుకొను
971,packen::V,gripe tak i,పట్టుకొను
972,verstecken::V,gjemme,దాచు
973,teilen::V,dele,భాగించు
974,schicken::V,sende,పంపు
975,bringen::V,bringe,తెచ్చు
976,hinzufügen::V,tilføye,చేర్చు
977,bekommen::V,få,సంపాదించు
978,erhalten::V,få,పుచ్చుకొను
979,nehmen::V,ta,తీసికొను
980,wählen::V,velge,ఇష్టపడు
981,auswählen::V,velge ut,ఏరుకొను
982,bewahren::V,bevare,భద్రపఱుచు
983,behindern::V,hindre,అడ్డగించుట
984,behindern::V,forhindre,అడ్డగించుట
985,verderben::V,ødelegge,చెఱచు
986,beschädigen::V,skade,చెరుపుట
987,zerbrechen::V,brekke i stykker,పగులగొట్టు
988,zerreißen::V,rive i stykker,చించు
989,zerstören::V,ødelegge,వాశనము చేయు
990,verbrennen::V,brenne,కాల్చు
991,verbrennen::V,brenne opp,కాల్చు
992,geben::V,gi,ఇచ్చు
993,reichen::V,rekke,అందుకొనుట
994,schenken::V,forære,అర్పించు
995,schenken::V,skjenke,అర్పించు
996,versprechen::V,love,వాగ్దత్తము చేయు
997,wünschen::V,ønske,కోరు
998,loben::V,rose,స్తుతించు
999,küssen::V,kysse,ముద్దుపెట్టుకొను
1000,wiegen::V,vogge,ఊచుట
1001,zudecken::V,dekke til,మూయు
1002,wecken::V,vekke,నిద్రపలేపుట
1003,zeigen::V,vise,చూవు
1004,führen::V,føre,దారిచూపు
1005,lehren::V,lære,బోధించు
1006,unterrichten::V,undervise,నేర్పు
1007,aufziehen::V,oppdra,పెంచు
1008,leiten::V,lede,తీసుకపోవుట
1009,antreiben::V,drive på,ప్రేరేపించు
1010,lassen::V,få til å,అనుమతించు
1011,einladen::V,be,ఆహ్వానించు
1012,einladen::V,invitere,ఆహ్వానించు
1013,vereinigen::V,forene,కూడుట
1014,besuchen::V,besøke,పోయి చూచు
1015,treffen::V,møte,కలియు
1016,treffen::V,treffe,కలియు
1017,sich versammeln::V,forsamles,కూర్చు
1018,spielen::V,leke,ఆట లాడు
1019,spielen::V,spille,ఆట లాడు
1020,singen::V,synge,పాడు
1021,tanzen::V,danse,నృత్యముచేయు
1022,sich trennen::V,skilles,ఎడబాయుట
1023,verlassen::V,forlate,విడుచు
1024,retten::V,redde,తప్పించుట
1025,bewachen::V,bevokte,కాపాడు
1026,schützen::V,verne,రక్షించు
1027,schützen::V,beskytte,రక్షించు
1028,verteidigen::V,forsvare,రక్షించు
1029,sich schlagen::V,slåss,జగడమాడు
1030,schießen::V,skyte,కాల్చు
1031,siegen::V,seire,గెలుచు
1032,ärgern::V,ergre,పీడించుట
1033,treten::V,sparke,తన్ను
1034,stechen::V,stikke,కుట్టు
1035,stoßen::V,støte,గెంటు
1036,stehlen::V,stjele,దొంగిలించు
1037,stören::V,forstyrre,కలతపఱచు
1038,belästigen::V,plage,పీడించు
1039,belästigen::V,sjenere,పీడించు
1040,verbergen::V,gjemme,దాచు
1041,täuschen::V,villede,మోసము చేయు
1042,betrügen::V,bedra,మోసపుచ్చు
1043,töten::V,drepe,చంపు
1044,wohnen::V,bo,నివసించు
1045,arbeiten::V,arbeide,పనిచేయు
1046,sammeln::V,samle,ప్రోగుచేయు
1047,pflücken::V,plukke,యేరుట
1048,jagen::V,jage,వేటాడు
1049,fischen::V,fiske,వెదకు
1050,fassen::V,fange,పట్టుకొమ
1051,hüten::V,vokte,మందచేరుట
1052,treiben::V,drive,నడపు
1053,anbinden::V,feste,కట్టు
1054,füttern::V,fore,భోజనము పెట్టు
1055,melken::V,melke,పాలు పితుకు
1056,hacken::V,hakke,నఱకు
1057,gießen::V,helle,నీళ్ళుకట్టుట
1058,reifen::V,modne,పండుట
1059,zubereiten::V,lage,వండు
1060,zubereiten::V,tilberede,వండు
1061,kochen::V,koke,వండు
1062,backen::V,bake,రొట్టెకాల్చు
1063,braten::V,steke,వేపు
1064,umrühren::V,røre om,కదులుట
1065,stricken::V,strikke,అల్లు
1066,nähen::V,sy,కుట్టు
1067,färben::V,farge,రంగు వేయు
1068,reinigen::V,rense,శుభ్రము చేయు
1069,reinigen::V,gjøre ren,శుభ్రము చేయు
1070,waschen::V,vaske,కడుగు
1071,abwischen::V,tørke av,తుడుచు
1072,spülen::V,spyle,నీటిలో జడించు
1073,spülen::V,skylle,నీటిలో జడించు
1074,fegen::V,feie,ఊడ్చు
1075,kehren::V,koste,ఊడ్చు
1076,baden::V,bade,స్నానము చేయు
1077,sich waschen::V,vaske seg,కడుగు
1078,ausziehen::V,ta av,విప్పు
1079,anziehen::V,ta på,ధరించు
1080,sich anziehen::V,kle på seg,బట్టలు వేసుకొను
1081,sich anziehen::V,kle på seg,తొడుగుకొను
1082,kämmen::V,gre,దువ్వుట
1083,kämmen::V,kjemme,దువ్వుట
1084,schmücken::V,pynte,అలంకరించు
1085,schmücken::V,smykke,అలంకరించు
1086,sagen::V,si,చెప్పు
1087,sprechen::V,snakke,చెప్పు
1088,reden::V,tale,మాటలాడు
1089,reden::V,snakke,మాటలాడు
1090,sich unterhalten::V,samtale,ముచ్చటలాడు
1091,fragen::V,spørre,ప్రశ్నించు
1092,bitten::V,be,కోరు
1093,erzählen::V,fortelle,చెప్పు
1094,mitteilen::V,meddele,తెలియజేయు
1095,nennen::V,kalle,పేరు వెట్టు
1096,rufen::V,rope,పిలుచు
1097,prahlen::V,skryte,జల్లి
1098,übersetzen::V,oversette,తర్జుమాచేయు
1099,denken::V,tenke,ఆలోచించు
1100,glauben::V,tro,నమ్ము
1101,bemerken::V,bemerke,గుర్తించు
1102,bemerken::V,legge merke til,గుర్తించు
1103,erkennen::V,gjenkjenne,గుర్తించు
1104,begreifen::V,begripe,గ్రహించు
1105,verstehen::V,forstå,గ్రహించు
1106,verstehen::V,skjønne,గ్రహించు
1107,lernen::V,lære,నేర్చు కొను
1108,wissen::V,vite,తెలిసికొను
1109,sich erinnern an::V,huske på,జ్ఞాపకముంచుకొను
1110,vergessen::V,glemme,మఱచిపోవు
1111,messen::V,måle,కొలుచుట
1112,zählen::V,telle,లెక్కపెట్టు
1113,rechnen::V,regne,లెక్కపెట్టు
1114,lesen::V,lese,చదువు
1115,malen::V,male,పూనుట
1116,zeichnen::V,tegne,వ్రాసుట
1117,schreiben::V,skrive,వ్రాయు
1118,besitzen::V,eie,కలిగియుండు
1119,besitzen::V,inneha,కలిగియుండు
1120,kaufen::V,kjøpe,కొను
1121,verkaufen::V,selge,అమ్ము
1122,bezahlen::V,betale,చెల్లించు
1123,zahlen::V,betale,చెల్లించు
1124,beherrschen::V,beherske,ఏలు
1125,ertragen::V,orke,భరించు
1126,schlagen::V,,కొట్టు
