,Concept_ID,ar,vep
334,Ecke::N,ركن,saum
335,Spitze::N,سن,agjaine
336,Ende::N,طرف,agj
337,Loch::N,ثقب,reig
338,Winkel::N,زاوية,čoga
339,Winkel::N,زاوية,saum
340,Muster::N,عينة,kirjam
341,Größe::N,حجم,suruz'
342,Länge::N,طول,piduz
343,Höhe::N,علو,korktuz'
344,Höhe::N,ارتفاع,korktuz'
345,Gewicht::N,وزن,jügu
346,Gewicht::N,وزن,vedäduz
347,Menge::N,كمية,äjüz'
348,Haufen::N,كوم,kogo
349,Reihe::N,صف,rivi
350,Boot::N,قارب,veneh
351,Boot::N,زورق,veneh
352,Ruder::N,مجذاف,air
353,Schlitten::N,مزلقة,regi
354,Schlitten::N,مزلقة,regut
355,Ski::N,زلاجة,suks'
356,Lagerfeuer::N,نار المخيم,nodj
357,Lagerfeuer::N,نار المخيم,pažag
358,Last::N,حمل,jüguz
359,Gang::N,مشية,astund
360,Schritt::N,خطوة,hašk
361,Norden::N,شمال,pohjoine
362,Süden::N,جنوب,suvi
363,Westen::N,غرب,päivlaskm
364,Osten::N,شرق,päivnouzm
365,Holz::N,خشب,pu
366,Brett::N,لوح,laud
367,Platte::N,صفيحة,keitim
368,Stütze::N,سند,tugi
369,Stütze::N,دعامة,tugi
370,Stange::N,عود,arz'
371,Stock::N,عصا,kalu
372,Stab::N,قضيب,seibaz
373,Rohr::N,أنبوبة,torv
374,Haus::N,دار,pert'
375,Haus::N,بيت,pert'
376,Heim::N,بيت,kodi
377,Heim::N,مسكن,kodi
378,Ofen::N,مدفأة,päč
379,Fußboden::N,أرضية,lava
380,Tisch::N,مائدة,laud
381,Tisch::N,مائدة,stal'c
382,Stuhl::N,كرسي,ištim
383,Wiege::N,مهد,kätte
384,Bett::N,سرير,sija
385,Bett::N,سرير,magaduzsija
386,Regal::N,رف,palič
387,Kiste::N,صندوق,mülütim
388,Fenster::N,شباك,ikun
389,Fenster::N,نافذة,ikun
390,Tür::N,باب,uks'
391,Tor::N,بوابة,verai
392,Zaun::N,سياج,aid
393,Dach::N,سطح,katuz
394,Leiter::N,سلم,pordhad
395,Besen::N,مكنسة,lud
396,Besen::N,مكنسة,vast
397,Spaten::N,مسحاة,labid
398,Schaufel::N,مجرفة,labid
399,Gabel::N,شوكة,hangoine
400,Löffel::N,ملعقة,luzik
401,Messer::N,سكين,veič
402,Nagel::N,مسمار,nagl
403,Netz::N,شبكة,verk
404,Haken::N,خطاف,kouk
405,Haken::N,صنارة,kouk
406,Griff::N,قبضة,kägä
407,Griff::N,قبضة,varz'
408,Schloss::N,قفل,lukkol
409,Bild::N,صورة,kuva
410,Figur::N,تمثال,figur
411,Puppe::N,دمية,tätüine
412,Beutel::N,كيس,havad
413,Bündel::N,ربطة,toppaz
414,Bündel::N,ربطة,käč
415,Tasche::N,شنطة,sumk
416,Tasche::N,محفظة,sumk
417,Eimer::N,سطل,vädr
418,Eimer::N,جردل,vädr
419,Deckel::N,سداد,katuz
420,Geschirr::N,أوان,astii
421,Sack::N,زكيبة,havad
422,Tasse::N,فنجان,čašk
423,Topf::N,قدر,pada
424,Topf::N,طنجرة,pada
425,Kessel::N,قدر,katil
426,Kessel::N,غلاية,katil
427,Essen::N,طعام,sönd
428,Nahrung::N,غذاء,söm
429,Speise::N,أكل,sömine
430,Fleisch::N,لحم,liha
431,Getreide::N,حبوب,vill'
432,Brei::N,عصيدة,pudr
433,Brot::N,خبز,leib
434,Scheibe::N,شريحة,bibaleh
435,Scheibe::N,شريحة,šlik
436,Fett::N,سمن,razv
437,Butter::N,زبدة,voi
438,Öl::N,زيت,voi
439,Salz::N,ملح,sol
440,Suppe::N,حساء,lem'
441,Suppe::N,حساء,keitoz
442,Suppe::N,شربة,lem'
443,Suppe::N,شربة,keitoz
444,Honig::N,عسل,mezi
445,Milch::N,حليب,maid
446,Tee::N,شاي,čai
447,Leder::N,جلد,nahk
448,Wolle::N,صوف,vill
449,Stoff::N,قماش,kangaz
450,Nadel::N,إبرة,negl
451,Faden::N,خيط,nit'
452,Knopf::N,زر,nübl'
453,Knoten::N,عقدة,sol'm
454,Farbe::N,صبغة,muju
455,Kleidung::N,ملابس,sobad
456,Hemd::N,قميص,paid
457,Kragen::N,ياقة,kagluz
458,Ärmel::N,كم,hijam
459,Hose::N,سروال,štanad
460,Hose::N,بنطلون,štanad
461,Gürtel::N,حزام,vö
462,Mütze::N,طاقية,šapuk
463,Schuh::N,حذاء,keng'
464,Stiefel::N,جزمة,sapug
465,Stiefel::N,حذاء طويل,sapug
466,Ring::N,حلقة,rengaz
467,Band::N,شريط,lentaine
468,Kamm::N,مشط,suga
469,Spiegel::N,مرآة,zerkol
470,Riemen::N,سير,vö
471,Schnur::N,حبل,nor
472,Schnur::N,دوبارة,nor
473,Leine::N,قيد,talutimnor
474,Decke::N,بطانية,sijakatuz
475,Kissen::N,وسادة,pöluz
476,Tuch::N,منديل,paik
477,Handtuch::N,فوطة,käzipaik
478,Handtuch::N,منشفة,käzipaik
479,Kraft::N,قدرة,vägi
480,Stärke::N,قوة,vahvuz'
481,Gesundheit::N,صحة,tervhuz
482,Krankheit::N,مرض,läžund
483,Schmerz::N,ألم,kibu
484,Schmerz::N,وجع,kibu
485,Wunde::N,جرح,čapatez
486,Fieber::N,حمى,säru
487,Arznei::N,دواء,zel'l'
488,Brücke::N,جسر,sild
489,Brunnen::N,بئر,kaiv
490,Weide::N,مرعى,omaluine
491,Pfad::N,درب,tehut
492,Weg::N,سكة,te
493,Straße::N,طريق,te
494,Dorf::N,قرية,külä
495,Stadt::N,مدينة,lidn
496,Brief::N,خطاب,kirjeine
497,Brief::N,مكتوب,kirjeine
498,Buch::N,كتاب,kirj
499,Buchstabe::N,حرف,kirjam
500,Zeitung::N,جريدة,lehtez
501,Leben::N,عيش,elo
502,Leben::N,حياة,elo
503,Tod::N,موت,surm
504,Tod::N,وفاة,surm
505,Grab::N,قبر,kaum
506,Kirche::N,كنيسة,jumalanpert'
507,Sünde::N,خطيئة,grähk
508,Gott::N,إله,jumal
509,Arbeiter::N,عامل,radnik
510,Chef::N,رئيس,pämez'
511,Meister::N,أسطى,mastar
512,Arzt::N,طبيب,lekar'
513,Lehrer::N,مدرس,opendai
514,Geld::N,نقود,rahad
515,Geschäft::N,صفقة,biznes
516,Laden::N,دكان,lauk
517,Preis::N,سعر,arv
518,Ware::N,بضاعة,tavar
519,Nutzen::N,فائدة,liža
520,Reichtum::N,غنى,kodielo
521,Reichtum::N,غنى,kal'huz'
522,Reichtum::N,ثروة,kodielo
523,Reichtum::N,ثروة,kal'huz'
524,Welt::N,عالم,mail'm
525,Welt::N,دنيا,mail'm
526,Land::N,بلد,ma
527,Staat::N,دولة,valdkund
528,König::N,ملك,kunigaz
529,Macht::N,سلطة,vald
530,Grenze::N,حدود,röun
531,Krieg::N,حرب,soda
532,Feind::N,عدو,vihanik
533,Feind::N,عدو,vastustai
534,Gewalt::N,عنف,vägivald
535,Kampf::N,قتال,tora
536,Bogen[Waffe]::N,قوس,taug
537,Pfeil::N,سهم,nol
538,Gewehr::N,بندقية,oružj
539,Fehler::N,خطأ,viga
540,Lüge::N,كذب,kelastuz
541,Schaden::N,تلف,pahuz'
542,Unglück::N,نحس,bed
543,Unglück::N,نحس,gor'a
544,Schuld::N,ذنب,värhuz'
545,Alter::N,سن,igä
546,Alter::N,عمر,igä
547,Schluss::N,ختام,lop
548,Schluss::N,نهاية,lop
549,Zeit::N,وقت,aig
550,Tag::N,يوم,päiv
551,Morgen::N,صباح,homendez
552,Mittag::N,ظهر,keskpäiv
553,Abend::N,مساء,eht
554,Nacht::N,ليلة,ö
555,Woche::N,أسبوع,nedal'
556,Monat::N,شهر,ku
557,Jahr::N,عام,voz'
558,Jahr::N,سنة,voz'
559,Frühling::N,ربيع,keväz'
560,Sommer::N,صيف,keza
561,Herbst::N,خريف,sügüz'
562,Winter::N,شتاء,tal'v
563,Januar::N,يناير,viluku
564,Januar::N,كانون الثاني,viluku
565,Februar::N,شباط,uhoku
566,Februar::N,فبراير,uhoku
567,März::N,آذار,keväz'ku
568,März::N,مارس,keväz'ku
569,April::N,نيسان,sulaku
570,Mai::N,مايو,semendku
571,Juni::N,يونيو,kezaku
572,Juni::N,حزيران,kezaku
573,Juli::N,تموز,heinku
574,Juli::N,يوليو,heinku
575,August::N,آب,eloku
576,August::N,أغسطس,eloku
577,September::N,أيلول,sügüz'ku
578,September::N,سبتمبر,sügüz'ku
579,Oktober::N,أكتوبر,reduku
580,Oktober::N,تشرين الأول,reduku
581,November::N,نوفمبر,kül'mku
582,November::N,تشرين الثاني,kül'mku
583,Dezember::N,ديسمبر,tal'vku
584,Dezember::N,كانون الأول,tal'vku
585,Montag::N,يوم الاثنين,ezmärg
586,Dienstag::N,يوم الثلاثاء,tožnarg
587,Mittwoch::N,يوم الأربعاء,koumanz'päiv
588,Donnerstag::N,يوم الخميس,nellänz'päiv
589,Freitag::N,يوم الجمعة,pätnič
590,Freitag::N,يوم الجمعة,videnz'päiv
591,Samstag::N,يوم السبت,sobat
592,Sonntag::N,يوم الأحد,pühäpäiv
593,groß::A,كبير,sur'
594,groß::A,كبير,järed
595,klein::A,صغير,pen'
596,klein::A,صغير,pičuine
597,lang::A,طويل,pit'k
598,kurz::A,قصير,lühüd
599,breit::A,واسع,leved
600,schmal::A,ضيق,kaid
601,dicht::A,كث,tihed
602,dicht::A,كثيف,tihed
603,dick[Gegenstand]::A,غليظ,paks
604,dünn::A,رفيع,hoik
605,fein::A,رقيق,hen
606,fest::A,متين,luja
607,fest::A,متين,ninev
608,flach::A,سهل,lapak
609,flach::A,منبسط,lapak
610,glatt::A,ناعم,siled
611,hart::A,صلب,kova
612,hart::A,جامد,kova
613,weich::A,لين,pehmed
614,rund::A,مستدير,kehker
615,spitz::A,مدبب,nügu
616,spitz::A,مدبب,terav
617,scharf::A,حاد,terav
618,stumpf::A,ثالم,tül'c
619,schwer::A,ثقيل,jüged
620,schön::A,جميل,čoma
621,heiß::A,حار,räk
622,heiß::A,ساخن,räk
623,warm::A,دافئ,läm'
624,kalt::A,بارد,vilu
625,kühl::A,قر,raibak
626,kühl::A,قر,viluhk
627,frisch::A,طازج,lahed
628,feucht::A,رطب,neps
629,feucht::A,رطب,toreh
630,nass::A,مبلول,märg
631,trocken::A,جاف,kuiv
632,voll::A,ملء,täuz'
633,leer::A,خال,joudai
634,leer::A,فارغ,joudai
635,offen::A,مفتوح,avoin
636,offen::A,مفتوح,avol'jaine
637,geschlossen::A,مغلق,saubaline
638,sauber::A,نظيف,puhtaz
639,schmutzig::A,قذر,redukaz
640,roh::A,نيء,rohk
641,roh::A,نيء,toreh
642,reif::A,ناضج,küps
643,lecker::A,لذيذ,magukaz
644,süß::A,حلو,maged
645,bitter::A,مر,karged
646,sauer::A,حامض,muiged
647,hell::A,نير,kirkas
648,hell::A,نير,valgei
649,dunkel::A,مظلم,pimed
650,schwarz::A,أسود,must
651,weiß::A,أبيض,vauged
652,rot::A,أحمر,rusked
653,gelb::A,أصفر,pakuine
654,blau::A,أزرق,sinine
655,grün::A,أخضر,vihand
656,grau::A,رمادي,hahk
657,bunt::A,ملوب,kirjav
658,billig::A,رخيص,odav
659,teuer::A,غال,kalliž
660,wertvoll::A,ثمين,arvokas
661,blind::A,أعمى,soged
662,taub::A,أصم,kurdiž
663,taub::A,أطرش,kurdiž
664,kräftig::A,قوي,vägev
665,stark::A,قوي,vahv
666,stark::A,قوي,vägekaz
667,schwach::A,ضعيف,väll'
668,fett::A,سمين,razvakaz
669,schlank::A,أهيف,kapos
670,hübsch::A,جميل,čoma
671,böse::A,رديء,äred
672,böse::A,رديء,käred
673,dumm::A,أبله,el'getoi
674,dumm::A,أحمق,el'getoi
675,faul::A,كسلان,lašk
676,fleißig::A,مجتهد,radonnavedii
677,geizig::A,بخيل,ažlak
678,klug::A,ذكي,melev
679,klug::A,ذكي,melekaz
680,klug::A,عاقل,melev
681,klug::A,عاقل,melekaz
682,geschickt::A,ماهر,mahtokaz
683,lieb::A,عزيز,izo
684,lieb::A,عزيز,sula
685,lustig::A,مرح,ilokaz
686,sanft::A,حليم,laskav
687,hungrig::A,جائع,näl'ghine
688,krank::A,مريض,läžui
689,nackt::A,عار,alastoi
690,traurig::A,حزين,opalahine
691,lebendig::A,حي,eläb
692,gut::A,جيد,hüvä
693,schlecht::A,سيء,huba
694,richtig::A,صحيح,oiged
695,schlimm::A,خبيث,paha
696,wahr::A,حق,todesine
697,alt::A,قديم,vanh
698,neu::A,جديد,uz'
699,ehemalig::A,سابق,edeline
700,alt[Lebewesen]::A,مسن,ravaz
701,jung::A,شاب,nor'
702,jung::A,صغير,nor'
703,arm::A,فقير,gol'l'
704,reich::A,غني,elokaz
705,bekannt::A,معلوم,tutab
706,berühmt::A,مشهور,tetab
707,fremd::A,أجنبي,veraz
708,verschieden::A,مختلف,erazvuitte
709,nah::A,قريب,läheline
710,fern::A,بعيد,edahaine
711,linker::A,يسار,hura
712,rechter::A,يمين,oiged
713,anderer::A,آخر,toine
714,erster::A,أول,ezmäine
715,zweiter::A,ثان,toine
716,dritter::A,ثالث,koumanz'
717,letzter::A,أخير,jäl'gmäine
718,allein::ADV,وحده,üksnäze
719,auf einmal::ADV,بالمرة,ühten aigan
720,zusammen::ADV,معا,ühtes
721,lange::ADV,مدة طويلة,hätken
722,plötzlich::ADV,فجأة,äkkid
723,sofort::ADV,حالا,kerdalaz
724,sofort::ADV,فورا,kerdalaz
725,später::ADV,فيما بعد,möhemba
726,jetzt::ADV,الآن,nügüd'
727,jetzt::ADV,حاليا,nügüd'
728,heute::ADV,اليوم,tämbei
729,morgen::ADV,غدا,homen
730,bald::ADV,قريبا,pigai
731,dann::ADV,ثم,sid'
732,gestern::ADV,أمس,eglai
733,gestern::ADV,البارحة,eglai
734,einst::ADV,قديما,ende
735,einst::ADV,قديما,kerdan
736,damals::ADV,حينئذ,siloi
737,danach::ADV,ثم,sid'
738,danach::ADV,بعد ذلك,sid'
739,vorher::ADV,من قبل,ende
740,vorher::ADV,قبل ذلك,ende
741,zuerst::ADV,أولا,ezmäi
742,einmal::ADV,مرة,kerdan
743,manchmal::ADV,أحيانا,erašti
744,oft::ADV,كثيرا,paksus
745,immer::ADV,دائما,kaiken
746,niemals::ADV,لا أبدا,ei nikonz
747,hier::ADV,هنا,täs
748,hier::ADV,هنا,tägä
749,hierhin::ADV,إلى هنا,tänna
750,von hier::ADV,من هنا,täspäi
751,von hier::ADV,من هنا,sid'päi
752,dort::ADV,هناك,sigä
753,dorthin::ADV,إلى هناك,sinna
754,dorthin::ADV,إلى هناك,nakkale
755,geradeaus::ADV,إلى الأمام,kohtha
756,vorwärts::ADV,إلى الأمام,edehe
757,rückwärts::ADV,إلى الوراء,sel'gin
758,zurück::ADV,عودا,tagaze
759,zurück::ADV,إلى الخلف,tagaze
760,unten::ADV,تحت,alahan
761,unten::ADV,في الأسفل,alahan
762,hinab::ADV,إلى تحت,alaz
763,hinab::ADV,إلى تحت,alahaks
764,oben::ADV,فوق,ülähän
765,oben::ADV,في الأعلى,ülähän
766,hinauf::ADV,إلى فوق,ülez
767,hinauf::ADV,إلى فوق,ülähäks
768,hinauf::ADV,إلى الأعلى,ülez
769,hinauf::ADV,إلى الأعلى,ülähäks
770,überall::ADV,في كل مكان,kaikjal
771,nicht::ADV,لا,ei
772,nicht::ADV,لم,ei
773,ein wenig::ADV,قليلا,vähän
774,kaum::ADV,كاد لا,habi
775,sehr::ADV,جدا,lujas
776,sehr::ADV,كثيرا,lujas
777,so::ADV,كذا,muga
778,so::ADV,كذا,ninga
779,so::ADV,كذلك,muga
780,so::ADV,كذلك,ninga
781,noch::ADV,ما زال,völ
782,nur::ADV,فقط,järg
783,nur::ADV,فقط,vaiše
784,schon::ADV,قد,jo
785,wieder::ADV,من جديد,möst
786,wieder::ADV,مرة أخرى,möst
787,vergebens::ADV,عبثا,uhtei
788,vor::PRP,أمام,edes
789,hinter::PRP,خلف,taga
790,hinter::PRP,وراء,taga
791,unter::PRP,تحت,al
792,durch::PRP,عبر,läbi
793,durch::PRP,عبر,kal't
794,durch::PRP,خلال,läbi
795,durch::PRP,خلال,kal't
