,Concept_ID,es,en
882,aufstehen::V,levantarse,get up
883,sich erholen::V,reposar,relax
884,sich erholen::V,descansar,relax
885,krank werden::V,caer enfermo,fall ill
886,krank sein::V,estar enfermo,be ill
887,schmerzen::V,doler,ache
888,husten::V,toser,cough
889,genesen::V,convalecer,recover
890,genesen::V,restablecerse,recover
891,sterben::V,morir,die
892,umkommen::V,perecer,perish
893,sich bewegen::V,moverse,move
894,sich rühren::V,rebullir,budge
895,sich erheben::V,levantarse,stand up
896,sich setzen::V,sentarse,sit down
897,hinfallen::V,caerse,tumble
898,laufen::V,andar,walk
899,schreiten::V,proceder,pace
900,spazierengehen::V,pasear,go for a walk
901,spazierengehen::V,pasearse,go for a walk
902,eilen::V,correr prisa,rush
903,sich beeilen::V,darse prisa,hurry
904,sausen::V,correr,dash
905,rennen::V,correr,run
906,springen::V,saltar,jump
907,klettern::V,trepar,climb
908,klettern::V,escalar,climb
909,schaukeln::V,bambolearse,seesaw
910,kriechen::V,reptar,creep
911,kriechen::V,arrastrarse,creep
912,schwimmen::V,nadar,swim
913,tauchen::V,bucear,dive
914,tauchen::V,sumergirse,dive
915,rudern::V,remar,row
916,fahren::V,ir,drive
917,fliegen::V,volar,fly
918,gehen::V,ir,go
919,gehen::V,andar,go
920,weggehen::V,irse,go away
921,weggehen::V,marcharse,go away
922,abfahren::V,salir,depart
923,abfahren::V,partir,depart
924,anhalten::V,parar,stop
925,anhalten::V,pararse,stop
926,hineingehen::V,entrar,go in
927,eintreten::V,entrar,enter
928,kommen::V,venir,come
929,ankommen::V,llegar,arrive
930,zurückkommen::V,volver,come back
931,zurückkommen::V,regresar,come back
932,bleiben::V,quedarse,stay
933,warten::V,esperar,wait
934,erwarten::V,esperar,wait for
935,suchen::V,buscar,seek
936,suchen::V,buscar,look for
937,finden::V,hallar,find
938,finden::V,encontrar,find
939,versuchen::V,intentar,try
940,vorbereiten::V,preparar,prepare
941,lieben::V,amar,love
942,lieben::V,querer,love
943,mögen::V,querer,like
944,lachen::V,reír,laugh
945,rühren::V,conmover,move
946,weinen::V,llorar,weep
947,schimpfen::V,regañar,grumble
948,sich ärgern::V,enfadarse,be annoyed
949,sich fürchten::V,tener miedo,be afraid
950,fürchten::V,temer,be afraid of
951,fürchten::V,tener miedo a,be afraid of
952,fliehen::V,huir,flee
953,flüchten::V,escaparse,escape
954,sehen::V,ver,see
955,anschauen::V,mirar,look at
956,ansehen::V,mirar,watch
957,hören::V,oír,hear
958,zuhören::V,escuchar,listen
959,probieren::V,probar,taste
960,probieren::V,degustar,taste
961,riechen::V,oler,smell
962,fühlen::V,sentir,feel
963,scheinen::V,parecer,seem
964,zu sehen sein::V,poder verse,show
965,vernehmen::V,oír,hear
966,vernehmen::V,percibir,hear
967,frieren::V,tener frío,be cold
968,tun::V,hacer,do
969,können::V,poder,can
970,wollen::V,querer,want
971,anfangen::V,iniciar,start
972,beenden::V,acabar,finish
973,beenden::V,terminar,finish
974,aufhören::V,cesar,stop
975,gelingen::V,salir bien,succeed
976,geraten::V,salir,turn out
977,geraten::V,dar resultado,turn out
978,öffnen::V,abrir,open
979,schließen::V,cerrar,close
980,stellen::V,poner,put
981,stellen::V,colocar,put
982,setzen::V,poner,place
983,setzen::V,colocar,place
984,legen::V,poner,lay
985,berühren::V,tocar,touch
986,verbinden::V,unir,connect
987,verbinden::V,juntar,connect
988,bedecken::V,tapar,cover
989,bedecken::V,cubrir,cover
990,aufhängen::V,colgar,hang up
991,anzünden::V,encender,light
992,aufheben::V,recoger,pick up
993,zurücklassen::V,dejar,leave
994,verlieren::V,perder,lose
995,fallen lassen::V,dejar caer,drop
996,machen::V,hacer,make
997,herstellen::V,fabricar,produce
998,bauen::V,construir,build
999,reparieren::V,reparar,mend
1000,verbessern::V,mejorar,improve
1001,ändern::V,mudar,alter
1002,ändern::V,modificar,alter
1003,graben::V,cavar,dig
1004,beugen::V,doblar,bow
1005,beugen::V,inclinar,bow
1006,biegen::V,doblar,bend
1007,drehen::V,volver,spin
1008,drehen::V,hacer girar,spin
1009,wenden::V,volver,turn
1010,umdrehen::V,revolver,turn around
1011,heben::V,levantar,raise
1012,hochheben::V,alzar,lift
1013,ergreifen::V,coger,seize
1014,halten::V,tener,hold
1015,drücken::V,apretar,press
1016,schieben::V,empujar,push
1017,kratzen::V,rascar,scrape
1018,lecken::V,lamer,lick
1019,beißen::V,morder,bite
1020,abreißen::V,arrancar,tear off
1021,abschneiden::V,cortar,cut off
1022,binden::V,atar,tie
1023,stecken::V,meter,stick
1024,brechen::V,romper,break
1025,brechen::V,quebrar,break
1026,klopfen::V,golpear,knock
1027,hauen::V,pegar,hit
1028,kleben::V,pegar,glue
1029,kleben::V,encolar,glue
1030,reiben::V,frotar,rub
1031,streichen::V,untar,spread
1032,streichen::V,recubrir,spread
1033,schleifen::V,afilar,grind
1034,schneiden::V,cortar,cut
1035,rütteln::V,agitar,jolt
1036,schütteln::V,agitar,shake
1037,schütteln::V,sacudir,shake
1038,schwenken::V,menear,swing
1039,schütten::V,verter,pour
1040,füllen::V,llenar,fill
1041,einwickeln::V,envolver,wrap
1042,tragen::V,llevar,carry
1043,schleppen::V,arrastrar,drag
1044,ziehen::V,tirar,pull
1045,aufbewahren::V,conservar,keep
1046,werfen::V,echar,throw
1047,werfen::V,lanzar,throw
1048,fangen::V,coger,catch
1049,packen::V,agarrar,grab
1050,verstecken::V,esconder,hide
1051,teilen::V,partir,divide
1052,teilen::V,dividir,divide
1053,schicken::V,enviar,send
1054,bringen::V,traer,bring
1055,hinzufügen::V,añadir,add
1056,bekommen::V,obtener,get
1057,bekommen::V,conseguir,get
1058,erhalten::V,recibir,receive
1059,nehmen::V,tomar,take
1060,wählen::V,elegir,choose
1061,auswählen::V,escoger,select
1062,auswählen::V,seleccionar,select
1063,bewahren::V,guardar,preserve
1064,bewahren::V,preservar,preserve
1065,behindern::V,estorbar,hinder
1066,behindern::V,obstaculizar,hinder
1067,verderben::V,estropear,spoil
1068,beschädigen::V,deteriorar,damage
1069,zerbrechen::V,romper,break
1070,zerbrechen::V,quebrar,break
1071,zerreißen::V,desgarrar,tear
1072,zerreißen::V,despedazar,tear
1073,zerstören::V,destruir,destroy
1074,zerstören::V,destrozar,destroy
1075,verbrennen::V,quemar,burn
1076,geben::V,dar,give
1077,reichen::V,pasar,hand
1078,schenken::V,regalar,give
1079,versprechen::V,prometer,promise
1080,wünschen::V,desear,wish
1081,loben::V,alabar,praise
1082,küssen::V,besar,kiss
1083,wiegen::V,mecer,rock
1084,zudecken::V,tapar,cover
1085,zudecken::V,cubrir,cover
1086,wecken::V,despertar,wake
1087,zeigen::V,mostrar,show
1088,führen::V,guiar,guide
1089,führen::V,conducir,guide
1090,lehren::V,enseñar,teach
1091,lehren::V,instruir,teach
1092,unterrichten::V,enseñar,instruct
1093,aufziehen::V,criar,bring up
1094,leiten::V,guiar,lead
1095,leiten::V,dirigir,lead
1096,antreiben::V,impeler,urge
1097,antreiben::V,impulsar,urge
1098,lassen::V,hacer,let
1099,einladen::V,invitar,invite
1100,vereinigen::V,unir,unite
1101,besuchen::V,visitar,visit
1102,besuchen::V,ir a ver,visit
1103,treffen::V,encontrar,meet
1104,sich versammeln::V,reunirse,assemble
1105,sich versammeln::V,congregarse,assemble
1106,spielen::V,jugar,play
1107,singen::V,cantar,sing
1108,tanzen::V,bailar,dance
1109,sich trennen::V,separarse,separate
1110,verlassen::V,dejar,leave
1111,verlassen::V,abandonar,leave
1112,retten::V,salvar,rescue
1113,bewachen::V,vigilar,guard
1114,schützen::V,proteger,protect
1115,verteidigen::V,defender,defend
1116,sich schlagen::V,batirse,brawl
1117,schießen::V,tirar,shoot
1118,schießen::V,disparar,shoot
1119,siegen::V,vencer,win
1120,ärgern::V,enojar,annoy
1121,ärgern::V,enfadar,annoy
1122,schlagen::V,pegar,beat
1123,schlagen::V,golpear,beat
1124,treten::V,dar una patada a,kick
1125,stechen::V,pinchar,sting
1126,stoßen::V,empujar,shove
1127,stehlen::V,robar,steal
1128,stehlen::V,hurtar,steal
1129,stören::V,molestar,disturb
1130,belästigen::V,molestar,bother
1131,belästigen::V,importunar,bother
1132,verbergen::V,ocultar,conceal
1133,verbergen::V,esconder,conceal
1134,täuschen::V,engañar,deceive
1135,betrügen::V,engañar,cheat
1136,töten::V,matar,kill
1137,wohnen::V,vivir,dwell
1138,wohnen::V,habitar,dwell
1139,arbeiten::V,trabajar,work
1140,sammeln::V,recoger,gather
1141,sammeln::V,coleccionar,gather
1142,pflücken::V,coger,pick
1143,jagen::V,cazar,hunt
1144,fischen::V,pescar,fish
1145,fassen::V,atrapar,catch
1146,fassen::V,capturar,catch
1147,hüten::V,guardar,herd
1148,treiben::V,aballar,drive
1149,anbinden::V,atar,tie up
1150,füttern::V,echar de comer,feed
1151,melken::V,ordeñar,milk
1152,hacken::V,picar,chop
1153,hacken::V,cortar,chop
1154,gießen::V,regar,water
1155,reifen::V,madurar,ripen
1156,zubereiten::V,preparar,cook
1157,kochen::V,cocer,boil
1158,kochen::V,guisar,boil
1159,backen::V,hornear,bake
1160,backen::V,cocer al horno,bake
1161,braten::V,asar,fry
1162,braten::V,freír,fry
1163,umrühren::V,remover,stir
1164,stricken::V,hacer punto,knit
1165,stricken::V,hacer calceta,knit
1166,nähen::V,coser,sew
1167,färben::V,teñir,dye
1168,färben::V,colorear,dye
1169,reinigen::V,limpiar,clean
1170,waschen::V,lavar,wash
1171,abwischen::V,fregar,wipe
1172,abwischen::V,limpiar,wipe
1173,spülen::V,aclarar,rinse
1174,spülen::V,enjuagar,rinse
1175,fegen::V,barrer,sweep
1176,fegen::V,pasar la escoba,sweep
1177,kehren::V,barrer,sweep
1178,baden::V,bañarse,bath
1179,sich waschen::V,lavarse,wash
1180,ausziehen::V,quitar,take off
1181,ausziehen::V,quitarse,take off
1182,anziehen::V,ponerse,put on
1183,sich anziehen::V,vestirse,get dressed
1184,kämmen::V,peinar,comb
1185,schmücken::V,adornar,decorate
1186,sagen::V,decir,say
1187,sprechen::V,hablar,speak
1188,reden::V,hablar,talk
1189,reden::V,conversar,talk
1190,sich unterhalten::V,charlar,chat
1191,sich unterhalten::V,conversar,chat
1192,fragen::V,preguntar,ask
1193,bitten::V,rogar,request
1194,erzählen::V,contar,tell
1195,mitteilen::V,comunicar,convey
1196,mitteilen::V,participar,convey
1197,nennen::V,llamar,name
1198,nennen::V,nombrar,name
1199,rufen::V,llamar,call
1200,prahlen::V,jactarse,brag
1201,übersetzen::V,traducir,translate
1202,denken::V,pensar,think
1203,glauben::V,creer,believe
1204,bemerken::V,notar,notice
1205,erkennen::V,reconocer,recognize
1206,begreifen::V,concebir,grasp
1207,verstehen::V,entender,understand
1208,verstehen::V,comprender,understand
1209,lernen::V,aprender,learn
1210,wissen::V,saber,know
1211,sich erinnern an::V,recordar,remember
1212,sich erinnern an::V,acordarse de,remember
1213,vergessen::V,olvidar,forget
1214,messen::V,medir,measure
1215,zählen::V,contar,count
1216,rechnen::V,contar,calculate
1217,rechnen::V,calcular,calculate
1218,lesen::V,leer,read
1219,malen::V,pintar,paint
1220,zeichnen::V,dibujar,draw
1221,schreiben::V,escribir,write
1222,besitzen::V,poseer,own
1223,kaufen::V,comprar,buy
1224,verkaufen::V,vender,sell
1225,bezahlen::V,pagar,pay for
1226,zahlen::V,pagar,pay
1227,beherrschen::V,dominar,rule
1228,ertragen::V,soportar,endure
