,Concept_ID,cs,av
763,oft::ADV,často,гӏемерго
764,immer::ADV,vždy,кидаго
765,immer::ADV,stále,кидаго
766,niemals::ADV,nikdy,киданиги
767,hier::ADV,zde,аниб
768,hier::ADV,tady,аниб
769,hierhin::ADV,sem,анибехун
770,von hier::ADV,odtud,гьаниса
771,dort::ADV,tam,гьениб
772,dorthin::ADV,tam,гьадаба
773,geradeaus::ADV,rovně,битӏутӏа
774,vorwärts::ADV,kupředu,цебехун
775,rückwärts::ADV,zpět,нахъ-нахъ
776,zurück::ADV,zpět,нахъе
777,zurück::ADV,nazpět,нахъе
778,unten::ADV,dole,ахакь
779,unten::ADV,dole,гъоркь
780,hinab::ADV,dolů,эхебе
781,oben::ADV,nahoře,тӏад
782,oben::ADV,nahoře,тӏадехун
783,oben::ADV,navrchu,тӏад
784,oben::ADV,navrchu,тӏадехун
785,hinauf::ADV,nahoru,эхеде
786,überall::ADV,všude,кибго
787,nicht::ADV,ne,
788,ein wenig::ADV,trochu,дагьабго
789,kaum::ADV,sotva,хӏалалъ
790,sehr::ADV,velmi,кутакалда
791,sehr::ADV,velice,кутакалда
792,so::ADV,tak,гьедин
793,so::ADV,takto,гьедин
794,noch::ADV,ještě,жеги
795,nur::ADV,jen,гӏӣцӏго
796,nur::ADV,jenom,гӏӣцӏго
797,schon::ADV,už,
798,schon::ADV,již,
799,wieder::ADV,zase,на́хъеги
800,vergebens::ADV,marně,чӏалгӏаде
801,vor::PRP,před,цебе
802,hinter::PRP,za,хадуса
803,unter::PRP,pod,ахакь
804,unter::PRP,pod,гъоркь
805,durch::PRP,skrz,
806,neben::PRP,vedle,аскӏо
807,zwischen::PRP,mezi,гьоркьоб
808,wegen::PRP,pro,гьелда
809,dies::PRN,toto,гьаб
810,dies::PRN,toto,гьеб
811,dies::PRN,tohle,гьаб
812,dies::PRN,tohle,гьеб
813,das::PRN,to,доб
814,alles::PRN,všechno,
815,ich::PRN,já,дун
816,du::PRN,ty,дуца
817,er::PRN,on,доб
818,wir::PRN,my,ниж
819,ihr::PRN,vy,нуж
820,sie::PRN,oni,дол
821,sie::PRN,oni,эл
822,was::FPRN,co,щиб
823,wer::FPRN,kdo,щиб
824,wo::FADV,kde,киб
825,wo::FADV,kde,кибехун
826,wohin::FADV,kam,кибехун
827,wie::FADV,jak,кин
828,warum::FADV,proč,щай
829,wieviel::FNUM,kolik,кигӏан
830,eins::NUM,jeden,цо
831,zwei::NUM,dva,кӏиго
832,drei::NUM,tři,лъабго
833,vier::NUM,čtyři,ункъо
834,fünf::NUM,pět,щуго
835,sechs::NUM,šest,анлъго
836,sieben::NUM,sedm,анкьго
837,acht::NUM,osm,микьго
838,neun::NUM,devět,ичӏго
839,zehn::NUM,deset,анцӏго
840,elf::NUM,jedenáct,анцӏила цо
841,zwölf::NUM,dvanáct,кӏиго-анцӏила
842,zwanzig::NUM,dvacet,къого
843,dreißig::NUM,třicet,лъеберго
844,vierzig::NUM,čtyřicet,кӏикъого
845,fünfzig::NUM,padesát,кӏикъо́ялда анцӏго
846,sechzig::NUM,šedesát,лъабкъого
847,siebzig::NUM,sedmdesát,лъабкъо́ялда анцӏго
848,achtzig::NUM,osmdesát,ункъого
849,neunzig::NUM,devadesát,ункъоялда а́нцӏила
850,hundert::NUM,sto,нусго
851,tausend::NUM,tisíc,азарго
852,und::CNJ,a,ва
853,und::CNJ,a,-ги
854,oder::CNJ,nebo,ялъуни
855,stehen::V,stát,бахъунчӏезе
856,sitzen::V,sedět,гӏодов чӏезе
857,liegen::V,ležet,бегизе
858,hängen::V,viset,базе
859,werden::V,stát se,бахъине
860,passieren::V,stát se,лъугьине
861,passieren::V,stát se,лъугьа-бахъине
862,beginnen::V,počít,байбихьизе
863,enden::V,končit,лъугӏизе
864,enden::V,skončit,лъугӏизе
865,wechseln::V,měnit se,хиса-басизе
866,wechseln::V,měnit se,хисизе
867,aufgehen[Sonne]::V,vyjít,баккизе
868,untergehen[Sonne]::V,zapadnout,щинкӏизе
869,scheinen[Sonne]::V,svítit,къалъ-къалъизе
870,donnern::V,hřmět,гъугъазе
871,wehen::V,vát,пуйзе
872,wehen::V,vanout,пуйзе
873,strömen::V,proudit,чвахизе
874,fließen::V,téct,чвахизе
875,sich drehen::V,točit se,сверизе
876,schwanken::V,kolísat,хьвагӏезе
877,schwanken::V,kolísat,багъа-бачаризе
878,schwanken::V,houpat se,хьвагӏезе
879,schwanken::V,houpat se,багъа-бачаризе
880,schwingen::V,kývat se,щвартӏезе
881,fallen::V,padat,бортизе
882,brennen::V,hořet,рекӏине
883,rauchen::V,kouřit,кӏкӏуй буризе
884,regnen::V,pršet,базе
885,gefrieren::V,zamrznout,гӏу́низе
886,tauen::V,tát,биаризе
887,schmelzen::V,tavit,биине
888,trocknen::V,schnout,бакъвазе
889,sieden::V,vřít,гьалдезе
890,faulen::V,hnít,махӏцине
891,verfaulen::V,shnít,туризе
892,reißen::V,roztrhat se,бихъизе
893,versinken::V,topit se,гъанкъизе
894,versinken::V,ponořit se,гъанкъизе
895,vergehen::V,plynout,базе
896,vergehen::V,plynout,бахъизе
897,vergehen::V,plynout,ине
898,erscheinen::V,objevit se,баккизе
899,verschwinden::V,zmizet,къине
900,verschwinden::V,zmizet,билизе
901,sinken::V,klesat,гӏодо́бе ккезе
902,abnehmen::V,ubýt,тӏаса камизе
903,zunehmen::V,přibýt,гӏемерлъизе
904,steigen::V,stoupat,бахине
905,wachsen::V,růst,кӏодолъизе
906,glänzen::V,lesknout se,цӏвакизе
907,funkeln::V,jiskřit se,паркъезе
908,lärmen::V,dělat hluk,хъудизе
909,lärmen::V,dělat hluk,чӏиргъдизе
910,läuten::V,zvonit,кьабизе
911,klingeln::V,zvonit,кьабизе
912,klirren::V,řinčet,зваргъизе
913,brausen::V,hučet,гьалаглъизе
914,rauschen::V,šumět,шуршудизе
915,klingen::V,znít,бахъине
916,bellen::V,štěkat,гъанчдезе
917,heulen::V,výt,рурудизе
918,blasen::V,foukat,гьохьизе
919,pfeifen::V,pískat,гьещтӏезе
920,schreien::V,křičet,ахӏизе
921,schreien::V,křičet,ахӏдезе
922,stöhnen::V,sténat,зигардизе
923,zittern::V,třást se,дарран
924,zittern::V,třást se,гьаргьадизе
925,leben::V,žít,бетӏербахъизе
926,geboren werden::V,rodit se,лъугьине
927,atmen::V,dýchat,хӏухьел биччазе
928,trinken::V,pít,гьекъезе
929,essen::V,jíst,квине
930,essen::V,jíst,кваназе
931,schlucken::V,polykat,кӏкӏвине
932,schlucken::V,polykat,къулчӏизе
933,müde werden::V,unavit se,сваказе
934,einschlafen::V,usnout,кьижизе
935,einschlafen::V,usnout,гъапуллъизе
936,schlafen::V,spát,кьижизе
937,aufwachen::V,probudit se,бигьине
938,aufstehen::V,vstát,бахъине
939,aufstehen::V,vstát,тӏадебахъине
940,sich erholen::V,zotavovat se,хьи бахъизе
941,sich erholen::V,zotavovat se,хӏалхьи гьабизе
942,krank werden::V,onemocnět,унтизе
943,krank sein::V,být nemocný,унтизе
944,schmerzen::V,bolet,унтизе
945,husten::V,kašlat,хъегӏизе
946,genesen::V,uzdravit se,лъилъизе
947,sterben::V,umřít,хвезе
948,umkommen::V,zahynout,гьалаглъизе
949,sich bewegen::V,pohnout se,багъаризе
950,sich bewegen::V,pohnout se,багъаргъизе
951,sich rühren::V,hnout se,багъаризе
952,sich erheben::V,zdvihnout se,тӏадебахъине
953,sich erheben::V,zdvihnout se,бахъине
954,sich setzen::V,posadit se,гӏодов чӏезе
955,hinfallen::V,upadnout,щапизе
956,laufen::V,běžet,хьвадизе
957,schreiten::V,kráčet,чӏезе
958,spazierengehen::V,procházet se,тира-сверизе
959,eilen::V,spěchat,ракӏхӏалакине
960,eilen::V,spěchat,дуризе
961,sich beeilen::V,pospíšit si,дуризе
962,sich beeilen::V,pospíšit si,гӏедегӏизе
963,sausen::V,fičet,тӏуризе
964,rennen::V,pádit,бекеризе
965,springen::V,skákat,кӏанцӏизе
966,klettern::V,lézt,хархадизе
967,klettern::V,šplhat,хархадизе
968,schaukeln::V,houpat,гьерщезе
969,kriechen::V,lézt,хъурщизе
970,kriechen::V,plazit se,хъурщизе
971,schwimmen::V,plavat,лъедезе
972,tauchen::V,nořit se,букъардизе
973,rudern::V,veslovat,хазе
974,fahren::V,jet,ине
975,fahren::V,jezdit,ине
976,fliegen::V,létat,боржине
977,gehen::V,jít,ине
978,weggehen::V,odejít,ине
979,abfahren::V,odjet,къокъине
980,anhalten::V,zastavit se,чӏезе
981,anhalten::V,zastavit se,тархъизе
982,anhalten::V,zastavit se,лъалхъизе
983,hineingehen::V,vcházet se,тӏаделъугьине
984,eintreten::V,vstoupit,лъугьине
985,kommen::V,přijít,бачӏине
986,ankommen::V,dojít,щвезе
987,ankommen::V,dojít,тӏадебачӏине
988,zurückkommen::V,vrátit se,тадбуссине
989,zurückkommen::V,vrátit se,тӏадбуссине
990,bleiben::V,zůstat,чӏезе
991,bleiben::V,zůstat,хутӏизе
992,warten::V,čekat,чӏезе
993,erwarten::V,čekat na,балагьизе
994,suchen::V,hledat,балагьизе
995,finden::V,najít,батизе
996,versuchen::V,zkoušet,хӏалбихьизе
997,vorbereiten::V,připravit,хӏадурлъизабизе
998,lieben::V,milovat,балай бегьизе
999,mögen::V,mít rád,бокьизе
1000,lachen::V,smát se,белъизе
1001,rühren::V,dojmout,
1002,weinen::V,plakat,гӏодизе
1003,schimpfen::V,nadávat,гъанчдезе
1004,sich ärgern::V,pohoršit se,вагъизе
1005,sich ärgern::V,pohoršit se,ццида́хине
1006,sich fürchten::V,bát se,хӏинкъизе
1007,fürchten::V,bát se,беркъазе
1008,fürchten::V,bát se,хӏинкъа-къазе
1009,fliehen::V,utéct,лъутизе
1010,flüchten::V,prchnout,лъутизе
1011,sehen::V,vidět,бихьизе
1012,anschauen::V,podívat se na,бертӏамизе
1013,anschauen::V,podívat se na,балагьизе
1014,ansehen::V,sledovat,бала-гъалагьизе
1015,hören::V,slyšet,рагӏизе
1016,zuhören::V,poslouchat,гӏенеккизе
1017,probieren::V,ochutnávat,кӏалдиб хъва́зе
1018,probieren::V,ochutnávat,чӏамизе
1019,riechen::V,cítit,су́нтӏизе
1020,fühlen::V,cítit,чӏвазе
1021,scheinen::V,zdát se,
1022,zu sehen sein::V,moci být viděn,бихьизе
1023,vernehmen::V,uslyšet,рагӏизе
1024,frieren::V,mrznout,цӏорозе
1025,tun::V,dělat,гьабизе
1026,können::V,moct,кӏвезе
1027,können::V,moct,лъазе
1028,wollen::V,chtít,бокьизе
1029,anfangen::V,začít,байбихьизе
1030,beenden::V,ukončit,тӏубазабизе
1031,beenden::V,ukončit,лъугӏизабизе
1032,aufhören::V,přestat,бахъизе
1033,gelingen::V,podařit se,бахъизе
1034,geraten::V,dařit se,бахъизе
1035,öffnen::V,otevřít,рагьизе
1036,schließen::V,zavřít,къазе
1037,stellen::V,postavit,чӏвазе
1038,setzen::V,posadit,рекӏинабизе
1039,setzen::V,posadit,гӏодор чӏезаризе
1040,legen::V,klást,лъезе
1041,legen::V,položit,лъезе
1042,berühren::V,dotýkat se,хъвазе
1043,verbinden::V,spojit,хьухьине
1044,verbinden::V,spojit,бухьине
1045,bedecken::V,pokrýt,кквезе
1046,aufhängen::V,oběsit,базе
1047,aufhängen::V,pověsit,базе
1048,anzünden::V,zapálit,бакизе
1049,anzünden::V,zapálit,рекӏинабизе
1050,anzünden::V,podpálit,бакизе
1051,anzünden::V,podpálit,рекӏинабизе
1052,aufheben::V,zvednout,
1053,aufheben::V,zdvihnout,
1054,zurücklassen::V,zanechat,тезе
1055,verlieren::V,ztratit,билизабизе
1056,fallen lassen::V,upustit,бортизабизе
1057,machen::V,udělat,гьабизе
1058,herstellen::V,vyrobit,гьабизе
1059,herstellen::V,vyrobit,хӏадурлъизабизе
1060,bauen::V,stavět,базе
1061,bauen::V,stavět,гьабизе
1062,bauen::V,budovat,базе
1063,bauen::V,budovat,гьабизе
1064,reparieren::V,opravit,къачӏазе
1065,verbessern::V,zlepšit,лъикӏлъизабизе
1066,ändern::V,změnit,хисизабизе
1067,graben::V,rýt,бухъизе
1068,graben::V,kopat,бухъизе
1069,beugen::V,ohnout,хьетӏизабизе
1070,biegen::V,ohnout,гьетӏизабизе
1071,drehen::V,točit,тиризабизе
1072,drehen::V,točit,свердизабизе
1073,wenden::V,obrátit,бегизе
1074,umdrehen::V,obrátit,бегизе
1075,umdrehen::V,obrátit,бега-битӏизе
1076,heben::V,zdvihnout,борхизе
1077,hochheben::V,zvednout,борхалъизабизе
1078,hochheben::V,zvednout,борхизе
1079,ergreifen::V,chopit se,кквезе
1080,halten::V,držet,кквезе
1081,drücken::V,stisknout,къазе
1082,drücken::V,stisknout,къанцӏу́зе
1083,drücken::V,stisknout,къвал ба́зе
1084,schieben::V,posouvat,хъилдизе
1085,kratzen::V,škrábat,хачазе
1086,lecken::V,lízat,чӏикӏизе
1087,beißen::V,kousat,хӏанчӏизе
1088,beißen::V,kousat,хӏанчӏизабизе
1089,abreißen::V,utrhat,тӏезе
1090,abreißen::V,utrhat,тӏезабизе
1091,abreißen::V,odtrhat,тӏезе
1092,abreißen::V,odtrhat,тӏезабизе
1093,abschneiden::V,uřezat,къотӏизе
1094,abschneiden::V,ukrojit,къотӏизе
1095,binden::V,přivázat,бухьине
1096,stecken::V,strčit,къазабизе
1097,brechen::V,lomit,бекизе
1098,klopfen::V,ťukat,дванкезе
1099,klopfen::V,klepat,дванкезе
1100,hauen::V,bít,базе
1101,kleben::V,lepit,бацӏцӏине
1102,reiben::V,třít,хачазе
1103,streichen::V,mazat,бахине
1104,streichen::V,mazat,жужазе
1105,schleifen::V,brousit,лъухьизе
1106,schneiden::V,řezat,къотӏизе
1107,schneiden::V,střihat,къотӏизе
1108,rütteln::V,třást,багъа-бачаризабизе
1109,rütteln::V,otřást,багъа-бачаризабизе
1110,schütteln::V,třást,кӏобокӏизе
1111,schütteln::V,zatřást,кӏобокӏизе
1112,schwenken::V,mávat,гьесадизе
1113,schwenken::V,mávat,хьвагӏезабизе
1114,schütten::V,nasypat,тӏезе
1115,füllen::V,naplnit,цӏезабизе
1116,einwickeln::V,zavinout,жемизе
1117,tragen::V,nést,баччизе
1118,schleppen::V,vléct,бехъерхъизе
1119,ziehen::V,tahat,цӏазе
1120,ziehen::V,táhnout,цӏазе
1121,aufbewahren::V,schovat,цӏунизе
1122,werfen::V,házet,рехизе
1123,fangen::V,chytat,кквезе
1124,packen::V,uchvátit,кквезе
1125,verstecken::V,schovat,бахчизе
1126,teilen::V,rozdělit,бикьизе
1127,schicken::V,posílat,битӏизе
1128,bringen::V,přinést,баччизе
1129,hinzufügen::V,připojit,жубазе
1130,bekommen::V,dostat,щвезе
1131,erhalten::V,uchovat,щвезе
1132,erhalten::V,uchovat,босизе
1133,nehmen::V,vzít,босизе
1134,wählen::V,zvolit,бищизе
1135,auswählen::V,vybrat,тӏасабищизе
1136,bewahren::V,uchránit,цӏунизе
1137,behindern::V,překážet,квекӏен гьабизе
1138,verderben::V,zkazit,хвезабизе
1139,beschädigen::V,porušit,галгъазабизе
1140,beschädigen::V,poškodit,галгъазабизе
1141,zerbrechen::V,rozlámat,щущазабизе
1142,zerreißen::V,roztrhnout,бихъизе
1143,zerstören::V,zničit,биххизабизе
1144,verbrennen::V,spálit,бухӏизе
1145,geben::V,dát,кьезе
1146,reichen::V,podat,кьезе
1147,schenken::V,darovat,кьезе
1148,versprechen::V,slíbit,назру гьабизе
1149,wünschen::V,přát,бокьизе
1150,loben::V,chválit,беццизе
1151,loben::V,chválit,бецца-бекъизе
1152,küssen::V,líbat,баизе
1153,wiegen::V,chovat,чӏучӏадизабизе
1154,wiegen::V,kolébat,чӏучӏадизабизе
1155,zudecken::V,přikrýt,тӏадбигъине
1156,zudecken::V,přiklopit,тӏадбигъине
1157,wecken::V,vzbudit,бигьинабизе
1158,zeigen::V,ukázat,бихьизабизе
1159,führen::V,vést,бачине
1160,lehren::V,učit,малъизе
1161,lehren::V,učit,цӏализабизе
1162,unterrichten::V,vyučovat,цӏализабизе
1163,aufziehen::V,vychovat,гӏезабизе
1164,leiten::V,vodit,нухмалъи гьабизе
1165,antreiben::V,nutit,гӏедегӏизабизе
1166,lassen::V,dát,
1167,einladen::V,pozvat,ахӏизе
1168,einladen::V,pozvat,тӏадеахӏизе
1169,vereinigen::V,spojit,цолъизабизе
1170,besuchen::V,návštívit,баккизе
1171,besuchen::V,návštívit,хьвадизе
1172,treffen::V,potkat,дандчӏвазе
1173,sich versammeln::V,shromáždit se,данделъизе
1174,sich versammeln::V,shromáždit se,бакӏаризе
1175,spielen::V,hrát,басандизе
1176,singen::V,zpívat,ахӏизе
1177,tanzen::V,tančit,кьурдизе
1178,sich trennen::V,rozejít se,батӏалъизе
1179,verlassen::V,opustit,тезе
1180,verlassen::V,opustit,рехунтезе
1181,retten::V,zachránit,хвасар гьабизе
1182,retten::V,zachránit,хвасарлъизабизе
1183,bewachen::V,hlídat,цӏунизе
1184,schützen::V,chránit,цӏунизе
1185,verteidigen::V,obhájit,цӏунизе
1186,sich schlagen::V,bít se,багъизе
1187,schießen::V,střílet,речӏчӏизе
1188,siegen::V,zvítězit,бергьине
1189,ärgern::V,zlobit,вагъизавизе
1190,ärgern::V,pohoršit,вагъизавизе
1191,schlagen::V,udeřit,кьабизе
1192,schlagen::V,praštit,кьабизе
1193,treten::V,kopnout,мал тункизе
1194,stechen::V,bodnout,къазабизе
1195,stechen::V,píchnout,къазабизе
1196,stoßen::V,strčit,тункизе
1197,stoßen::V,strčit,хъилдизе
1198,stehlen::V,ukrást,щинкӏизабизе
1199,stören::V,vyrušit,квекӏен гьабизе
1200,stören::V,vyrušit,татубахъи гьабизе
1201,belästigen::V,obtěžovat,рахӏатхвезабизе
1202,verbergen::V,skrýt,бахчизе
1203,verbergen::V,skrýt,балъго тезе
1204,täuschen::V,klamat,божуда рекӏкӏ гьабизе
1205,täuschen::V,klamat,гуккизе
1206,betrügen::V,podvést,хӏилла гьабизе
1207,betrügen::V,podvést,сандирахълъи гьабизе
1208,töten::V,zabít,чӏвазе
1209,wohnen::V,bydlit,яшав гьабизе
1210,arbeiten::V,pracovat,хӏалтӏизе
1211,sammeln::V,sebrat,бакӏаризе
1212,pflücken::V,česat,бетӏизе
1213,jagen::V,uhonit,чан гьабизе
1214,fischen::V,chytat ryby,ччугӏа кквезе
1215,fassen::V,ulovit,кквезе
1216,hüten::V,pást,кваназабизе
1217,treiben::V,hnát,гъезе
1218,anbinden::V,přivázat,бухьине
1219,füttern::V,krmit,кваназабизе
1220,melken::V,dojit,бечӏчӏизе
1221,hacken::V,seknout,чӏвазе
1222,gießen::V,zalít,лъалъазе
1223,reifen::V,uzrát,барщизе
1224,zubereiten::V,připravit,бежа-белъине
1225,kochen::V,vařit,белъине
1226,backen::V,péct,базе
1227,braten::V,smažit,бежизе
1228,umrühren::V,zamíchat,багъаризе
1229,stricken::V,plést,хьухьине
1230,nähen::V,šít,букъизе
1231,färben::V,nabarvit,кьер гьабизе
1232,reinigen::V,očistit,бацӏцӏине
1233,waschen::V,mýt,чуризе
1234,abwischen::V,utřít,бацӏцӏине
1235,spülen::V,spláchnout,хулизе
1236,fegen::V,zamést,лъухьизе
1237,kehren::V,mést,лъухьизе
1238,baden::V,koupat se,чордезе
1239,sich waschen::V,mýt se,
1240,ausziehen::V,svléct,бахъизе
1241,anziehen::V,obléct,ретӏине
1242,sich anziehen::V,oblékat se,ретӏине
1243,kämmen::V,učesat,хазе
1244,schmücken::V,ozdobit,чӏухӏизабизе
1245,sagen::V,říct,бицине
1246,sprechen::V,mluvit,бицине
1247,reden::V,hovořit,гаргадизе
1248,sich unterhalten::V,povídat se,гаргадизе
1249,fragen::V,zeptat se,цӏехезе
1250,fragen::V,zeptat se,гьикъизе
1251,bitten::V,prosit,гьаризе
1252,erzählen::V,povídat,бицине
1253,mitteilen::V,sdělit,лъазабизе
1254,mitteilen::V,oznámit,лъазабизе
1255,nennen::V,nazvat,цӏар лъезе
1256,rufen::V,volat,ахӏизе
1257,rufen::V,zavolat,ахӏизе
1258,prahlen::V,chlubit se,беццаризе
1259,übersetzen::V,přeložit,буссинабизе
1260,denken::V,myslit,ургъизе
1261,glauben::V,věřit,божизе
1262,bemerken::V,zpozorovat,берречӏчӏизе
1263,erkennen::V,poznat,лъазе
1264,erkennen::V,poznat,батӏаго бахъизе
1265,begreifen::V,pochopit,бичӏчӏизе
1266,verstehen::V,porozumět,
1267,lernen::V,učit se,цӏализе
1268,wissen::V,vědět,лъазе
1269,sich erinnern an::V,vzpomínat si na,ракӏалде щвезе
1270,vergessen::V,zapomínat,кӏочене
1271,messen::V,měřit,борцине
1272,zählen::V,spočítat,рикӏкӏине
1273,rechnen::V,počítat,рикӏкӏине
1274,lesen::V,číst,цӏализе
1275,malen::V,malovat,бахъизе
1276,zeichnen::V,rýsovat,бахъизе
1277,schreiben::V,psát,хъвазе
1278,besitzen::V,mít,щвезе
1279,besitzen::V,mít,бу́кӏине
1280,besitzen::V,vlastnit,щвезе
1281,besitzen::V,vlastnit,бу́кӏине
1282,kaufen::V,koupit,босизе
1283,verkaufen::V,prodat,бичизе
1284,bezahlen::V,zaplatit,кьезе
1285,zahlen::V,platit,кьезе
1286,beherrschen::V,ovládat,
1287,ertragen::V,snést,баччизе
