,Concept_ID,ru,hy
773,neunzig::NUM,девяносто,իննսուն
774,hundert::NUM,сто,հարյուր
775,tausend::NUM,тысяча,հազար
776,und::CNJ,и,ու
777,oder::CNJ,или,կամ
778,oder::CNJ,либо,կամ
779,stehen::V,стоять,կանգնել
780,sitzen::V,сидеть,նստել
781,liegen::V,лежать,ստել
782,hängen::V,висеть,կախվել
783,werden::V,стать,դառնալ
784,passieren::V,случиться,պատահել
785,beginnen::V,начаться,սկսվել
786,enden::V,кончиться,վերջանալ
787,wechseln::V,меняться,փոխվել
788,aufgehen[Sonne]::V,взойти,բարձրանալ
789,aufgehen[Sonne]::V,взойти,ելնել 
790,untergehen[Sonne]::V,зайти,մտնել
791,scheinen[Sonne]::V,светить,շողալ
792,scheinen[Sonne]::V,светить,փայլել
793,donnern::V,греметь,որոտալ
794,wehen::V,дуть,փչել
795,strömen::V,литься,հոսել
796,fließen::V,течь,հոսել
797,sich drehen::V,вращаться,պտտվել
798,schwanken::V,колебаться,տատանվել
799,schwingen::V,качаться,ճոճվել
800,fallen::V,падать,ընկնել
801,brennen::V,гореть,այրվել
802,rauchen::V,дымить,ծխել
803,regnen::V,дождить,անձրեւ գալ
804,gefrieren::V,замерзнуть,սառչել
805,tauen::V,таять,լկիլ
806,schmelzen::V,плавиться,հալիլ
807,trocknen::V,сохнуть,չորանալ
808,sieden::V,кипеть,եռալ
809,faulen::V,гнить,փտել
810,verfaulen::V,сгнить,նեխել
811,reißen::V,рваться,պատռվել
812,reißen::V,рваться,ճղվել
813,versinken::V,тонуть,սուզվել
814,vergehen::V,проходить,անցնել 
815,erscheinen::V,появиться,հայտնվել
816,erscheinen::V,появиться,երեւալ
817,verschwinden::V,исчезнуть,անհետանալ
818,sinken::V,спадать,ընկնել
819,abnehmen::V,уменьшиться,փոքրանալ
820,zunehmen::V,увеличиваться,մեծանալ
821,steigen::V,подниматься,բարձրանալ
822,wachsen::V,расти,աճել
823,glänzen::V,блестеть,նշուլել
824,glänzen::V,блестеть,փայլիլ
825,funkeln::V,сверкать,փայլատակել
826,lärmen::V,шуметь,աղմուկ հանել
827,läuten::V,звонить,զնգալ
828,klingeln::V,звонить,զնգալ
829,klirren::V,звякать,զնգզնգալ
830,brausen::V,бушевать,մոլեգնել
831,rauschen::V,шелестеть,սոսափել
832,klingen::V,звучать,հնչել
833,bellen::V,лаять,հաչել
834,heulen::V,выть,ոռնալ 
835,blasen::V,дунуть,փչել 
836,pfeifen::V,свистеть,սուլել
837,schreien::V,кричать,գոռալ 
838,stöhnen::V,стонать,տնքալ
839,zittern::V,дрожать,դողալ
840,leben::V,жить,ապրել
841,geboren werden::V,родиться,ծնվել
842,atmen::V,дышать,շնչել
843,trinken::V,пить,խմել
844,essen::V,есть,ուտել
845,essen::V,кушать,ուտել
846,schlucken::V,глотать,կլանել
847,schlucken::V,глотать,կուլ տալ
848,müde werden::V,устать,հոգնել
849,einschlafen::V,заснуть,քուն մտնել
850,schlafen::V,спать,քնել
851,aufwachen::V,проснуться,արթննալ
852,aufstehen::V,встать,ելլել
853,sich erholen::V,отдыхать,հանգստանալ
854,krank werden::V,заболеть,հիւանդանալ
855,krank sein::V,болеть,հիվանդ լինել
856,schmerzen::V,болеть,ցավել
857,husten::V,кашлять,հազալ
858,genesen::V,поправиться,ապաքինվել
859,sterben::V,умереть,մեռնել
860,sterben::V,умереть,վախճանվել
861,umkommen::V,погибнуть,կործանվել
862,sich bewegen::V,двигаться,ընթանալ
863,sich rühren::V,шевельнуться,շարժվել
864,sich erheben::V,встать,կանգնել
865,sich erheben::V,встать,վեր կենալ
866,sich setzen::V,сесть,նստել
867,hinfallen::V,упасть,ընկնել
868,laufen::V,ходить,քայլել
869,schreiten::V,шагать,ճեմել
870,spazierengehen::V,гулять,շրջագայել
871,eilen::V,спешить,շտապել
872,sich beeilen::V,торопиться,շտապել 
873,sausen::V,мчаться,սլանալ
874,rennen::V,бегать,վազել
875,springen::V,прыгать,ցատկել
876,klettern::V,лазать,մագլցել
877,schaukeln::V,раскачиваться,ճոճվել
878,schaukeln::V,раскачиваться,օրորվել
879,kriechen::V,ползать,սողալ
880,schwimmen::V,плавать,լողալ
881,tauchen::V,нырять,սուզվել
882,rudern::V,грести,թիավարել
883,fahren::V,ехать,ընթանալ
884,fliegen::V,летать,թռչել
885,gehen::V,идти,գնալ
886,weggehen::V,уйти,հեռանալ
887,abfahren::V,отправиться,ճանապարհվել
888,anhalten::V,остановиться,կանգնել
889,hineingehen::V,входить,մտնել
890,eintreten::V,войти,մտնել
891,kommen::V,прийти,գալ
892,ankommen::V,прибыть,ժամանել
893,zurückkommen::V,возвратиться,վերադառնալ
894,bleiben::V,остаться,մնալ
895,warten::V,ждать,սպասել
896,erwarten::V,ожидать,սպասել
897,suchen::V,искать,որոնել
898,finden::V,найти,գտնել
899,versuchen::V,пытаться,փորձել
900,vorbereiten::V,подготовить,պատրաստել
901,lieben::V,любить,սիրել
902,mögen::V,любить,հավանել
903,mögen::V,любить,սիրել
904,lachen::V,смеяться,ծիծաղել
905,rühren::V,растрогать,հուզել
906,weinen::V,плакать,լալ
907,schimpfen::V,ругаться,տրտնջալ
908,schimpfen::V,ругаться,քրթմնջել
909,sich ärgern::V,сердиться,զայրանալ
910,sich fürchten::V,бояться,վախնալ
911,fürchten::V,бояться,վախենալ
912,fliehen::V,убегать,փախչել
913,flüchten::V,убежать,փախչել
914,sehen::V,видеть,տեսնել
915,anschauen::V,посмотреть,դիտել
916,ansehen::V,смотреть,նայել
917,hören::V,слышать,լսել
918,zuhören::V,слушать,ունկնդրել
919,probieren::V,пробовать,համը տեսել
920,riechen::V,нюхать,հոտ առնել
921,fühlen::V,чувствовать,զգալ
922,scheinen::V,казаться,երեւալ
923,zu sehen sein::V,виднеться,երեւալ
924,vernehmen::V,услышать,իմանալ 
925,frieren::V,мерзнуть,մրսել
926,tun::V,делать,անել
927,können::V,мочь,կարողանալ
928,können::V,уметь,կարողանալ
929,wollen::V,хотеть,ուզել
930,wollen::V,хотеть,ցանկանալ
931,anfangen::V,начать,սկսել
932,beenden::V,закончить,վերջացնել
933,aufhören::V,перестать,դադարել
934,gelingen::V,удаться,հաջողվել
935,gelingen::V,удаться,գլուխ գալ
936,geraten::V,оказаться,ստացվել
937,öffnen::V,открыть,բաց անել
938,schließen::V,закрыть,փակել 
939,stellen::V,поставить,դնել
940,setzen::V,посадить,նստեցնել
941,legen::V,класть,դնել
942,berühren::V,трогать,դիպչել
943,berühren::V,трогать,շոշափել
944,verbinden::V,связать,շաղկապել
945,bedecken::V,покрыть,ծածկել
946,aufhängen::V,повесить,կախել
947,anzünden::V,зажечь,վառել
948,aufheben::V,поднять,վերցնել
949,zurücklassen::V,оставить,թողնել
950,verlieren::V,потерять,կորցնել
951,fallen lassen::V,уронить,գցել
952,machen::V,сделать,անել
953,herstellen::V,изготовить,արտադրել
954,bauen::V,строить,կառուցել
955,reparieren::V,чинить,նորոգել
956,verbessern::V,улучшить,բարելավել
957,ändern::V,изменить,փոխել
958,graben::V,копать,փորել
959,beugen::V,согнуть,ծռել
960,biegen::V,погнуть,թեքել
961,drehen::V,вертеть,ոլորել
962,wenden::V,повернуть,պտտել
963,umdrehen::V,перевернуть,շրջել
964,heben::V,поднимать,բարձրացնել
965,hochheben::V,поднять,բարձրացնել
966,ergreifen::V,схватить,վարակվել
967,halten::V,держать,բռնել
968,drücken::V,нажимать,ճնշել
969,schieben::V,толкать,հրել
970,kratzen::V,скрести,քերել
971,lecken::V,лизать,լիզել
972,beißen::V,кусать,կծել
973,abreißen::V,оторвать,պոկել
974,abschneiden::V,отрезать,կտրել 
975,binden::V,вязать,կապել
976,stecken::V,воткнуть,խրել
977,brechen::V,сломать,կոտրել 
978,klopfen::V,стучать,թակել
979,hauen::V,бить,ծեծել
980,kleben::V,клеить,կպցնել
981,reiben::V,тереть,շփել
982,streichen::V,намазать,վրան քսել
983,schleifen::V,точить,սրել 
984,schneiden::V,резать,կտրել
985,rütteln::V,шатать,ցնցել
986,schütteln::V,трясти,թափահարել
987,schwenken::V,махать,ճոճել
988,schütten::V,налить,լցնել
989,füllen::V,наполнить,լիքը լցնել
990,einwickeln::V,завернуть,փաթաթել
991,tragen::V,нести,կրել
992,tragen::V,нести,տանել
993,schleppen::V,тащить,քաշել
994,ziehen::V,тянуть,ձգել
995,ziehen::V,тянуть,քաշել
996,aufbewahren::V,хранить,պահել 
997,werfen::V,бросать,նետել
998,fangen::V,ловить,
999,packen::V,схватить,հափշտակել
1000,verstecken::V,спрятать,ծածկել
1001,teilen::V,разделить,բաժանել
1002,schicken::V,посылать,ուղարկել
1003,bringen::V,принести,բերել
1004,hinzufügen::V,добавить,ավելացնել
1005,bekommen::V,достать,հայթայթել
1006,erhalten::V,получить,ստանալ
1007,nehmen::V,взять,վերցնել
1008,wählen::V,выбрать,ընտրել
1009,auswählen::V,отобрать,գերադասել
1010,bewahren::V,сохранить,պահպանել
1011,behindern::V,препятствовать,խոչընդոտել
1012,verderben::V,испортить,փչացնել
1013,beschädigen::V,повредить,վնասել
1014,zerbrechen::V,разбить,ջարդել
1015,zerbrechen::V,разбить,կոտրել
1016,zerreißen::V,разорвать,պատռել
1017,zerstören::V,разрушить,քանդել
1018,verbrennen::V,сжечь,այրել
1019,geben::V,дать,տալ
1020,reichen::V,передать,հանձնել
1021,schenken::V,дарить,նվիրել
1022,versprechen::V,обещать,խոստանալ
1023,wünschen::V,желать,մաղթել
1024,loben::V,хвалить,գովել
1025,küssen::V,целовать,համբուրել
1026,wiegen::V,качать,օրորել
1027,zudecken::V,накрыть,վրան գցել
1028,wecken::V,разбудить,զարթնեցնել
1029,zeigen::V,показать,ցույց տալ
1030,führen::V,вести,ուղեկցել
1031,lehren::V,учить,սովորեցնել
1032,unterrichten::V,преподавать,ավանդել
1033,aufziehen::V,воспитать,դաստիարակել
1034,leiten::V,руководить,ղեկավարել
1035,leiten::V,руководить,կառավարել
1036,antreiben::V,подгонять,շտապեցնել
1037,lassen::V,заставить,ստիպել
1038,einladen::V,пригласить,հրավիրել
1039,vereinigen::V,объединить,միացնել
1040,besuchen::V,посетить,այցելել
1041,treffen::V,встретить,հանդիպել
1042,sich versammeln::V,собраться,հավաքվել
1043,spielen::V,играть,խաղալ
1044,singen::V,петь,երգել
1045,tanzen::V,плясать,պարել
1046,tanzen::V,танцевать,պարել
1047,sich trennen::V,расстаться,ցրվել
1048,verlassen::V,покинуть,լքել
1049,retten::V,спасти,փրկել
1050,bewachen::V,охранять,պահել
1051,schützen::V,уберегать,պաշտպանել
1052,verteidigen::V,защитить,պաշտպանել
1053,sich schlagen::V,драться,կռվել
1054,schießen::V,стрелять,կրակել
1055,siegen::V,победить,հաղթել
1056,ärgern::V,сердить,ձանձրացնել
1057,schlagen::V,ударить,խփել
1058,treten::V,пинать,քացի տալ
1059,stechen::V,уколоть,խայթել
1060,stoßen::V,толкнуть,մղել
1061,stehlen::V,украсть,գողանալ
1062,stören::V,помешать,խանգարել
1063,belästigen::V,надоедать,անհանգստացնել
1064,verbergen::V,скрыть,թաքցնել
1065,täuschen::V,обмануть,խաբել
1066,betrügen::V,смошенничать,խաբել
1067,töten::V,убить,սպանել 
1068,wohnen::V,проживать,բնակվել
1069,arbeiten::V,работать,աշխատել
1070,sammeln::V,собрать,հավաքել
1071,pflücken::V,рвать,քաղել
1072,pflücken::V,срывать,քաղել
1073,jagen::V,охотиться,որս անել
1074,fischen::V,рыбачить,ձուկ բռնել
1075,fassen::V,поймать,բռնել
1076,hüten::V,пасти,արածեցնել
1077,treiben::V,гнать,հովուել
1078,anbinden::V,привязать,չուանել
1079,füttern::V,кормить,կերակրել
1080,melken::V,доить,կթել
1081,hacken::V,рубить,կոտորել
1082,gießen::V,полить,ջրել
1083,reifen::V,созреть,հասունանալ 
1084,zubereiten::V,приготовить,պատրաստել
1085,kochen::V,варить,եփել
1086,backen::V,печь,թխել
1087,braten::V,жарить,տապակել
1088,umrühren::V,перемешать,խառնել
1089,stricken::V,вязать,գործել
1090,nähen::V,шить,կարել
1091,färben::V,покрасить,ներկել
1092,reinigen::V,очистить,մաքրել
1093,waschen::V,стирать,լվանալ
1094,abwischen::V,вытереть,սրբել
1095,spülen::V,полоскать,ողողել
1096,spülen::V,полоскать,պարզաջրել
1097,fegen::V,подметать,ավլել
1098,kehren::V,мести,ավլել
1099,baden::V,купаться,լողանալ
1100,sich waschen::V,мыться,լվացվել
1101,ausziehen::V,снять,հանել
1102,anziehen::V,надеть,հագնել
1103,sich anziehen::V,одеться,հագնվել
1104,kämmen::V,причесать,սանրել
1105,schmücken::V,украсить,զարդարել
1106,sagen::V,сказать,ասել
1107,sprechen::V,говорить,խոսել
1108,reden::V,разговаривать,զրուցել
1109,sich unterhalten::V,беседовать,խոսակցել
1110,fragen::V,спросить,հարցնել
1111,bitten::V,просить,խնդրել
1112,erzählen::V,рассказать,պատմել
1113,mitteilen::V,сообщить,հաղորդել
1114,nennen::V,назвать,անվանել
1115,rufen::V,звать,կանչել
1116,prahlen::V,хвастаться,պարծենալ
1117,übersetzen::V,перевести,թարգմանել
1118,denken::V,думать,մտածել
1119,glauben::V,верить,հավատալ
1120,bemerken::V,заметить,նկատել
1121,erkennen::V,узнать,ճանաչել
1122,begreifen::V,понять,հասկանալ
1123,begreifen::V,постичь,հասկանալ
1124,verstehen::V,услышать,ըմբռնել
1125,lernen::V,учиться,սովորել
1126,wissen::V,знать,իմանալ
1127,sich erinnern an::V,вспомнить,հիշել
1128,sich erinnern an::V,вспомнить,մտաբերել
1129,vergessen::V,забыть,մոռանալ
1130,messen::V,мерить,չափել
1131,zählen::V,считать,թվել
1132,zählen::V,считать,հաշվել
1133,rechnen::V,считать,հաշվել
1134,rechnen::V,считать,հաշվարկել
1135,lesen::V,читать,կարդալ
1136,malen::V,рисовать,նկարել
1137,zeichnen::V,рисовать,գծել
1138,schreiben::V,писать,գրել
1139,besitzen::V,иметь,ունենալ
1140,besitzen::V,иметь,տեր լինել
1141,kaufen::V,купить,գնել
1142,verkaufen::V,продать,վաճառել
1143,bezahlen::V,заплатить,վճարել
1144,zahlen::V,платить,վճարել
1145,beherrschen::V,владеть,ղեկավարել
1146,ertragen::V,вытерпеть,դիմանալ
