,Concept_ID,ady,cs
696,dort::ADV,модэ,tam
697,dorthin::ADV,модэ́,tam
698,geradeaus::ADV,занкӏэу,rovně
699,vorwärts::ADV,ыпэкӏэ,kupředu
700,rückwärts::ADV,ыужыкӏэ́,zpět
701,zurück::ADV,ыужыкӏэ́,zpět
702,zurück::ADV,ыужыкӏэ́,nazpět
703,unten::ADV,ычӏэкӏэ́,dole
704,hinab::ADV,ычӏэгъы́,dolů
705,hinab::ADV,ычӏэкӏэ́,dolů
706,oben::ADV,ышъхьагъы,nahoře
707,oben::ADV,ышъхьагъы,navrchu
708,hinauf::ADV,ышъхьагъыкӏэ,nahoru
709,überall::ADV,тыди́,všude
710,überall::ADV,тыдэкӏи́,všude
711,nicht::ADV,-п,ne
712,nicht::ADV,мы-,ne
713,ein wenig::ADV,тӏэкӏу,trochu
714,kaum::ADV,къоды́й,sotva
715,sehr::ADV,дэд,velmi
716,sehr::ADV,дэд,velice
717,so::ADV,ащ фэд,tak
718,so::ADV,ащ фэд,takto
719,so::ADV,мыщ фэд,tak
720,so::ADV,мыщ фэд,takto
721,so::ADV,джащ фэд,tak
722,so::ADV,джащ фэд,takto
723,noch::ADV,джыри,ještě
724,nur::ADV,ныӏэ́п,jen
725,nur::ADV,ныӏэ́п,jenom
726,wieder::ADV,джыри,zase
727,vergebens::ADV,пкӏэнчъэ́у,marně
728,vor::PRP,пашъхьэ́,před
729,hinter::PRP,кӏы́б,za
730,unter::PRP,чӏэ-,pod
731,durch::PRP,пхыры-,skrz
732,neben::PRP,дэжь,vedle
733,zwischen::PRP,азыфа́гу,mezi
734,wegen::PRP,къы-,pro
735,dies::PRN,ар,toto
736,dies::PRN,ар,tohle
737,das::PRN,а,to
738,das::PRN,мо,to
739,alles::PRN,зэкӏэ́,všechno
740,ich::PRN,сэ,já
741,du::PRN,о,ty
742,er::PRN,ар,on
743,wir::PRN,тэ,my
744,ihr::PRN,шъо,vy
745,sie::PRN,ахэр,oni
746,was::FPRN,сыд,co
747,wer::FPRN,хэт,kdo
748,wo::FADV,тыдэ́,kde
749,wohin::FADV,тыдэ́,kam
750,wie::FADV,сыдэущтэ́у,jak
751,warum::FADV,сыд пае́,proč
752,wieviel::FNUM,тхьапш,kolik
753,wieviel::FNUM,сыд фэди́з,kolik
754,eins::NUM,зы,jeden
755,zwei::NUM,тӏу,dva
756,drei::NUM,щы,tři
757,vier::NUM,плӏы,čtyři
758,fünf::NUM,тфы,pět
759,sechs::NUM,хы,šest
760,sieben::NUM,блы,sedm
761,acht::NUM,и,osm
762,neun::NUM,бгъу,devět
763,zehn::NUM,пшӏы,deset
764,elf::NUM,пшӏыкӏузы́,jedenáct
765,zwölf::NUM,пшӏыкӏутӏу,dvanáct
766,zwanzig::NUM,тӏокӏы́,dvacet
767,dreißig::NUM,щэкӏы,třicet
768,vierzig::NUM,тӏокӏи́тӏу,čtyřicet
769,fünfzig::NUM,шъэны́ыкъу,padesát
770,sechzig::NUM,тӏокӏи́щ,šedesát
771,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,sedmdesát
772,achtzig::NUM,тӏокӏи́пӏ,osmdesát
773,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,devadesát
774,hundert::NUM,шъэ,sto
775,tausend::NUM,мин,tisíc
776,und::CNJ,ыкӏи,a
777,oder::CNJ,е,nebo
778,stehen::V,ущытын,stát
779,stehen::V,умыхъыен,stát
780,sitzen::V,уисын,sedět
781,sitzen::V,утесын,sedět
782,liegen::V,телъы́н,ležet
783,hängen::V,къыщылэлын,viset
784,hängen::V,къыщылэлын щыгъын быхъур,viset
785,werden::V,хъун,stát se
786,passieren::V,къэхъун,stát se
787,beginnen::V,къежьэн,počít
788,beginnen::V,къыублэн,počít
789,enden::V,ухы́н,končit
790,enden::V,ухы́н,skončit
791,wechseln::V,зэхъожьы́н,měnit se
792,aufgehen[Sonne]::V,къыкъокӏы́н,vyjít
793,untergehen[Sonne]::V,къохьан,zapadnout
794,scheinen[Sonne]::V,къепсыи,svítit
795,donnern::V,гъогъон,hřmět
796,wehen::V,епщэ́н,vát
797,wehen::V,епщэ́н,vanout
798,strömen::V,чъэн,proudit
799,fließen::V,чъэн,téct
800,sich drehen::V,зыгъэчэрэгъу́н,točit se
801,schwanken::V,хъые́н,kolísat
802,schwanken::V,хъые́н,houpat se
803,schwingen::V,зыгъэхъые́н,kývat se
804,fallen::V,къефэхы́н,padat
805,brennen::V,стын,hořet
806,rauchen::V,ӏугъо къикӏын,kouřit
807,regnen::V,къещхы́н,pršet
808,gefrieren::V,дыкъын,zamrznout
809,tauen::V,жъун,tát
810,schmelzen::V,ткӏун,tavit
811,trocknen::V,гъушъы́н,schnout
812,trocknen::V,чъэпхъу́н,schnout
813,sieden::V,жъон,vřít
814,faulen::V,шъун,hnít
815,verfaulen::V,шъун,shnít
816,reißen::V,зэӏэтхъы́н,roztrhat se
817,versinken::V,чӏихьан,topit se
818,versinken::V,чӏихьан,ponořit se
819,vergehen::V,блэкӏы́н,plynout
820,erscheinen::V,къэлъэгъон,objevit se
821,verschwinden::V,кӏодыжьы́н,zmizet
822,abnehmen::V,къыкӏичын,ubýt
823,zunehmen::V,хэхъо́н,přibýt
824,steigen::V,къежьэн,stoupat
825,wachsen::V,хэхъо́н,růst
826,wachsen::V,къэкӏы́н,růst
827,glänzen::V,цӏыу́н,lesknout se
828,funkeln::V,жъыу́н,jiskřit se
829,lärmen::V,бырсыры́н,dělat hluk
830,läuten::V,теон,zvonit
831,klingeln::V,теон,zvonit
832,brausen::V,шъуин,hučet
833,rauschen::V,макъэ гъэӏун,šumět
834,klingen::V,къыхэӏукӏын,znít
835,bellen::V,хьакъу́н,štěkat
836,heulen::V,быун,výt
837,blasen::V,епщэ́н,foukat
838,pfeifen::V,шъуин,pískat
839,schreien::V,куо́н,křičet
840,schreien::V,кӏыи́н,křičet
841,stöhnen::V,щэӏун,sténat
842,zittern::V,кӏэзэзын,třást se
843,leben::V,псэу́н,žít
844,geboren werden::V,къэхъун,rodit se
845,atmen::V,жьы къэщэ́н,dýchat
846,trinken::V,ешъо́н,pít
847,essen::V,шхын,jíst
848,schlucken::V,бдырыин,polykat
849,müde werden::V,пшъын,unavit se
850,einschlafen::V,хэчъыен,usnout
851,schlafen::V,чъые́н,spát
852,aufwachen::V,къэущы́н,probudit se
853,aufstehen::V,уцу́н,vstát
854,sich erholen::V,зыгъэпсэфын,zotavovat se
855,krank werden::V,сымаджэ́ хъун,onemocnět
856,krank sein::V,сымэджэ́н,být nemocný
857,schmerzen::V,сымэджэ́н,bolet
858,husten::V,пскэ́н,kašlat
859,genesen::V,хъужьын,uzdravit se
860,sterben::V,лӏэн,umřít
861,umkommen::V,хэкӏодэн,zahynout
862,sich bewegen::V,хъые́н,pohnout se
863,sich rühren::V,хъые́н,hnout se
864,sich erheben::V,къэтэджын,zdvihnout se
865,sich setzen::V,тӏысы́н,posadit se
866,hinfallen::V,ебэджы́н,upadnout
867,laufen::V,кӏон,běžet
868,schreiten::V,кӏон,kráčet
869,spazierengehen::V,къэкӏухьэн,procházet se
870,eilen::V,гузэжъон,spěchat
871,sich beeilen::V,гуӏэ́н,pospíšit si
872,sausen::V,псынкӏэ́у чъэн,fičet
873,rennen::V,чъэн,pádit
874,springen::V,пкӏэн,skákat
875,klettern::V,дэцохъоен,lézt
876,klettern::V,дэцохъоен,šplhat
877,schaukeln::V,уешӏэн,houpat
878,kriechen::V,цохъо́н,lézt
879,kriechen::V,цохъо́н,plazit se
880,schwimmen::V,есы́н,plavat
881,tauchen::V,зычӏэгъэо́н,nořit se
882,rudern::V,къошъо бэщкӏэ фын,veslovat
883,fahren::V,кӏон,jet
884,fahren::V,кӏон,jezdit
885,fliegen::V,быбы́н,létat
886,gehen::V,кӏон,jít
887,weggehen::V,ӏукӏын,odejít
888,abfahren::V,ежьэн,odjet
889,anhalten::V,къэуцу́н,zastavit se
890,hineingehen::V,ихьан,vcházet se
891,eintreten::V,чӏэхьан,vstoupit
892,kommen::V,къэкӏо́н,přijít
893,ankommen::V,къэсы́н,dojít
894,zurückkommen::V,гъэзэжьын,vrátit se
895,bleiben::V,къэнэ́н,zůstat
896,warten::V,пэплъэ́н,čekat
897,erwarten::V,ежэн,čekat na
898,suchen::V,лъыхъу́н,hledat
899,finden::V,къэгъоты́н,najít
900,finden::V,къыхэгъэщы́н,najít
901,versuchen::V,пылъы́н,zkoušet
902,vorbereiten::V,гъэхьазыры́н,připravit
903,lieben::V,шӏу плъэгъу́н,milovat
904,mögen::V,шӏу плъэгъу́н,mít rád
905,lachen::V,щхын,smát se
906,rühren::V,гур гъэузын,dojmout
907,weinen::V,гъын,plakat
908,schimpfen::V,хъонэн,nadávat
909,sich ärgern::V,губжы́н,pohoršit se
910,sich fürchten::V,щынэ́н,bát se
911,fürchten::V,щынэ́н,bát se
912,sehen::V,льэгъу́н,vidět
913,anschauen::V,плъэн,podívat se na
914,anschauen::V,еплъы́н,podívat se na
915,ansehen::V,плъэн,sledovat
916,hören::V,зэхэхын,slyšet
917,zuhören::V,дэӏо́н,poslouchat
918,probieren::V,хэӏэн,ochutnávat
919,riechen::V,пэмэ́н,cítit
920,fühlen::V,зэхэпшӏэн,cítit
921,scheinen::V,уащыхъу́н,zdát se
922,scheinen::V,уашӏошӏы́н,zdát se
923,zu sehen sein::V,зэрэлъэгъу́н,moci být viděn
924,vernehmen::V,зэхэхын,uslyšet
925,frieren::V,дыкъын,mrznout
926,frieren::V,пӏыкӏэн,mrznout
927,frieren::V,чъыӏэ́ лӏэн,mrznout
928,tun::V,шӏын,dělat
929,können::V,лъэкӏы́н,moct
930,wollen::V,фэе́н,chtít
931,anfangen::V,ублэн,začít
932,beenden::V,ухы́н,ukončit
933,aufhören::V,щыгъэтын,přestat
934,gelingen::V,хъун,podařit se
935,öffnen::V,ӏухы́н,otevřít
936,schließen::V,игъэсэн,zavřít
937,stellen::V,бгъэуцун,postavit
938,setzen::V,гъэтӏысы́н,posadit
939,legen::V,хэлъхьа́н,klást
940,legen::V,хэлъхьа́н,položit
941,berühren::V,эӏэн,dotýkat se
942,berühren::V,нэсын,dotýkat se
943,verbinden::V,зэхэпхэ́н,spojit
944,verbinden::V,пхын,spojit
945,bedecken::V,техъо́н,pokrýt
946,aufhängen::V,пылъэ́н,oběsit
947,aufhängen::V,пылъэ́н,pověsit
948,anzünden::V,хэгъэнэ́н,zapálit
949,anzünden::V,хэгъэнэ́н,podpálit
950,zurücklassen::V,къэгъэнэ́н,zanechat
951,verlieren::V,чӏэ́нэн,ztratit
952,verlieren::V,шӏокӏоды́н,ztratit
953,fallen lassen::V,чӏэунэн,upustit
954,fallen lassen::V,пӏэпызын,upustit
955,machen::V,шӏын,udělat
956,herstellen::V,шӏы́н,vyrobit
957,bauen::V,шӏы́н,stavět
958,bauen::V,шӏы́н,budovat
959,reparieren::V,дыжьы́н,opravit
960,verbessern::V,нахьышӏу пшӏын,zlepšit
961,verbessern::V,нахь дэгъу пшӏын,zlepšit
962,ändern::V,зэблэхъу́н,změnit
963,graben::V,тӏын,rýt
964,graben::V,тӏын,kopat
965,biegen::V,уфэн,ohnout
966,drehen::V,гъэчэрегъу́,točit
967,wenden::V,пӏонтӏэн,obrátit
968,wenden::V,бгъэзэн,obrátit
969,wenden::V,уӏубын,obrátit
970,heben::V,ӏэты́н,zdvihnout
971,hochheben::V,ӏэты́н,zvednout
972,ergreifen::V,къэубыты́н,chopit se
973,halten::V,ӏыгъы́н,držet
974,drücken::V,тэӏункӏэн,stisknout
975,schieben::V,уеӏункӏын,posouvat
976,schieben::V,уетӏыргун,posouvat
977,kratzen::V,цӏэнтхъун,škrábat
978,lecken::V,бзэи́н,lízat
979,beißen::V,ецэкъэ́н,kousat
980,abreißen::V,къичын,utrhat
981,abreißen::V,къичын,odtrhat
982,abreißen::V,пытхъын,utrhat
983,abreißen::V,пытхъын,odtrhat
984,abschneiden::V,пыупкӏын,uřezat
985,abschneiden::V,пыупкӏын,ukrojit
986,abschneiden::V,гобзыкӏын,uřezat
987,abschneiden::V,гобзыкӏын,ukrojit
988,binden::V,епхын,přivázat
989,stecken::V,хэсэн,strčit
990,brechen::V,зэпыпкӏын,lomit
991,klopfen::V,теон,ťukat
992,klopfen::V,теон,klepat
993,hauen::V,теон,bít
994,kleben::V,щхэн,lepit
995,reiben::V,пӏотын,třít
996,streichen::V,щыфэн,mazat
997,schleifen::V,гъэчаны́н,brousit
998,schleifen::V,кӏэлыкӏы́н,brousit
999,schneiden::V,бзын,řezat
1000,schneiden::V,бзын,střihat
1001,rütteln::V,гъэсысын,třást
1002,rütteln::V,гъэсысын,otřást
1003,schütteln::V,гъэсысын,třást
1004,schütteln::V,гъэсысын,zatřást
1005,schwenken::V,ӏэ шӏын,mávat
1006,schütten::V,икӏэ́н,nasypat
1007,füllen::V,из шӏын,naplnit
1008,einwickeln::V,кӏоцӏыщыхьа́н,zavinout
1009,tragen::V,хьын,nést
1010,schleppen::V,пхьын,vléct
1011,schleppen::V,плъэшъун,vléct
1012,ziehen::V,пкъудыин,tahat
1013,ziehen::V,пкъудыин,táhnout
1014,ziehen::V,пщэн,tahat
1015,ziehen::V,пщэн,táhnout
1016,ziehen::V,плъэшъун,tahat
1017,ziehen::V,плъэшъун,táhnout
1018,aufbewahren::V,пӏыгъын,schovat
1019,aufbewahren::V,уухъумэн,schovat
1020,werfen::V,дзын,házet
1021,fangen::V,къэубыты́н,chytat
1022,packen::V,къэубыты́н,uchvátit
1023,verstecken::V,бгъэбылъын,schovat
1024,teilen::V,гощы́н,rozdělit
1025,schicken::V,гъахьы́н,posílat
1026,bringen::V,къэхьы́н,přinést
1027,hinzufügen::V,хэгъэхъо́н,připojit
1028,nehmen::V,къытехы́н,vzít
1029,wählen::V,къыхэхы́н,zvolit
1030,auswählen::V,къыхэхы́н,vybrat
1031,bewahren::V,къэухъумэн,uchránit
1032,behindern::V,пэрыохъу хъун,překážet
1033,verderben::V,къутэн,zkazit
1034,beschädigen::V,къутэн,porušit
1035,beschädigen::V,къутэн,poškodit
1036,zerbrechen::V,къутэн,rozlámat
1037,zerreißen::V,зэӏэтхъы́н,roztrhnout
1038,zerstören::V,къутэ́н,zničit
1039,verbrennen::V,гъэсты́н,spálit
1040,geben::V,еты́н,dát
1041,reichen::V,еты́н,podat
1042,schenken::V,еты́н,darovat
1043,versprechen::V,гъэгугъэ́н,slíbit
1044,wünschen::V,шӏоигъо́н,přát
1045,loben::V,щытхъун,chválit
1046,küssen::V,ебэу́н,líbat
1047,wiegen::V,гъэхъыен,chovat
1048,wiegen::V,гъэхъыен,kolébat
1049,zudecken::V,техъо́н,přikrýt
1050,zudecken::V,техъо́н,přiklopit
1051,wecken::V,къэгъэущы́н,vzbudit
1052,zeigen::V,гъэлъэгъо́н,ukázat
1053,führen::V,щэн,vést
1054,lehren::V,егъэджэ́н,učit
1055,lehren::V,егъэшӏэн,učit
1056,unterrichten::V,егъэджэ́н,vyučovat
1057,aufziehen::V,пӏун,vychovat
1058,leiten::V,гъэзекӏон,vodit
1059,antreiben::V,къепфылӏэн,nutit
1060,lassen::V,еты́н,dát
1061,einladen::V,къегъэблэгъэн,pozvat
1062,vereinigen::V,зэгогъэхьан,spojit
1063,besuchen::V,щыӏэ́н,návštívit
1064,treffen::V,ӏукӏэ́н,potkat
1065,treffen::V,пэгъокӏы́н,potkat
1066,sich versammeln::V,зэхэхьан,shromáždit se
1067,spielen::V,джэгу́н,hrát
1068,singen::V,орэ́д къэӏо́н,zpívat
1069,tanzen::V,къэшъо́н,tančit
1070,sich trennen::V,зэгокӏыжьы́ных,rozejít se
1071,verlassen::V,бгынэн,opustit
1072,verlassen::V,хэкӏыжьын,opustit
1073,retten::V,къыхэпхыжьын,zachránit
1074,retten::V,къэбгъэнэжьын,zachránit
1075,bewachen::V,къэгъэгъунэн,hlídat
1076,schützen::V,ухъумэ́н,chránit
1077,verteidigen::V,къэухъумэн,obhájit
1078,sich schlagen::V,эзэон,bít se
1079,schießen::V,он,střílet
1080,siegen::V,текӏо́н,zvítězit
1081,ärgern::V,бгъэгубжын,zlobit
1082,ärgern::V,бгъэгубжын,pohoršit
1083,schlagen::V,ео́н,udeřit
1084,schlagen::V,ео́н,praštit
1085,stechen::V,хэӏун,bodnout
1086,stechen::V,хэӏун,píchnout
1087,stoßen::V,тӏыро́н,strčit
1088,stoßen::V,уеӏункӏын,strčit
1089,stehlen::V,тыгъу́н,ukrást
1090,stören::V,бгъэгумэкӏын,vyrušit
1091,belästigen::V,бгъэгумэкӏын,obtěžovat
1092,verbergen::V,ушъэфын,skrýt
1093,täuschen::V,гъэпцӏэ́н,klamat
1094,betrügen::V,гъэпцӏэ́н,podvést
1095,töten::V,уикӏын,zabít
1096,wohnen::V,дэсын,bydlit
1097,arbeiten::V,лэжьэ́н,pracovat
1098,sammeln::V,угъои́н,sebrat
1099,pflücken::V,къыпычы́н,česat
1100,jagen::V,шэкӏон,uhonit
1101,jagen::V,ешэкӏон,uhonit
1102,fischen::V,пцэжъые уешэн,chytat ryby
1103,fassen::V,къэубыты́н,ulovit
1104,hüten::V,хэхъо́н,pást
1105,treiben::V,пфын,hnát
1106,anbinden::V,епхын,přivázat
1107,füttern::V,гъэшхэ́н,krmit
1108,melken::V,щын,dojit
1109,hacken::V,упкӏэтэн,seknout
1110,gießen::V,тепкӏэн,zalít
1111,reifen::V,игъо хъун,uzrát
1112,zubereiten::V,бгъэхьазырын,připravit
1113,kochen::V,шӏы́н,vařit
1114,backen::V,гъэжъэ́н,péct
1115,braten::V,гъэжъэ́н,smažit
1116,umrühren::V,зэхэгъэкӏухьан,zamíchat
1117,stricken::V,хъын,plést
1118,nähen::V,дэн,šít
1119,färben::V,бгъэлэн,nabarvit
1120,reinigen::V,укъэбзы́н,očistit
1121,waschen::V,бгыкӏын,mýt
1122,abwischen::V,лъэкӏы́н,utřít
1123,spülen::V,дэгъэчъыхьан,spláchnout
1124,fegen::V,пхъэнкӏы́н,zamést
1125,kehren::V,пхъэнкӏы́н,mést
1126,baden::V,зыгъэпскӏын,koupat se
1127,sich waschen::V,зытхьакӏы́н,mýt se
1128,ausziehen::V,къытехы́н,svléct
1129,anziehen::V,щылъэ́н,obléct
1130,sich anziehen::V,зыфэпэн,oblékat se
1131,kämmen::V,жьын,učesat
1132,schmücken::V,гъэдэхэ́н,ozdobit
1133,sagen::V,къэӏон,říct
1134,sprechen::V,псэлъэ́н,mluvit
1135,reden::V,гущыӏэ́н,hovořit
1136,sich unterhalten::V,зэдэгущыӏэн,povídat se
1137,fragen::V,упчӏэ́н,zeptat se
1138,bitten::V,лъэӏо́н,prosit
1139,erzählen::V,къэпӏотэ́н,povídat
1140,mitteilen::V,макъэ егъэӏун,sdělit
1141,mitteilen::V,макъэ егъэӏун,oznámit
1142,nennen::V,цӏэ фэусы́н,nazvat
1143,rufen::V,джэн,volat
1144,rufen::V,джэн,zavolat
1145,prahlen::V,узыщытхъужьы́н,chlubit se
1146,übersetzen::V,бгъэкӏотэн,přeložit
1147,denken::V,егупшысэ́н,myslit
1148,glauben::V,уивыхъэ́ телъы́н,věřit
1149,bemerken::V,гу лъыптэ́н,zpozorovat
1150,erkennen::V,зэхэпхын,poznat
1151,erkennen::V,зэбгъэшӏэн,poznat
1152,begreifen::V,гурыӏо́н,pochopit
1153,verstehen::V,зэхэхын,porozumět
1154,lernen::V,еджэ́н,učit se
1155,wissen::V,шӏэн,vědět
1156,sich erinnern an::V,къэшӏэжьын,vzpomínat si na
1157,vergessen::V,пщыгъупшэжьы́н,zapomínat
1158,messen::V,шын,měřit
1159,zählen::V,плъытэ́н,spočítat
1160,rechnen::V,плъытэ́н,počítat
1161,rechnen::V,угугъэ́н,počítat
1162,lesen::V,еджэ́н,číst
1163,malen::V,шӏын,malovat
1164,zeichnen::V,шӏын,rýsovat
1165,schreiben::V,тхын,psát
1166,besitzen::V,иӏэн,mít
1167,besitzen::V,иӏэн,vlastnit
1168,kaufen::V,щэфы́н,koupit
1169,verkaufen::V,щэн,prodat
1170,bezahlen::V,птын,zaplatit
1171,bezahlen::V,лъыптын,zaplatit
1172,bezahlen::V,птыжьы́н,zaplatit
1173,zahlen::V,птын,platit
1174,zahlen::V,лъыптын,platit
1175,beherrschen::V,иунаеу иӏэн,ovládat
1176,ertragen::V,щэчы́н,snést
1177,Schnurrbart::N,,kníry
1178,Nabel::N,,pupek
1179,Wetter::N,,počasí
1180,Frost::N,,mráz
1181,Raureif::N,,jinovatka
1182,Adler::N,,orel
1183,Schwan::N,,labuť
1184,Ton::N,,tón
1185,Sache::N,,věc
1186,Schlitten::N,,sáně
1187,Last::N,,náklad
1188,Last::N,,břemeno
1189,Figur::N,,figura
1190,Bündel::N,,svazek
1191,Schuh::N,,bota
1192,Arzt::N,,lékař
1193,lebendig::A,,živý
1194,zuerst::ADV,,nejprve
1195,zuerst::ADV,,nejdříve
1196,manchmal::ADV,,někdy
1197,niemals::ADV,,nikdy
1198,hier::ADV,,zde
1199,hier::ADV,,tady
1200,hierhin::ADV,,sem
1201,von hier::ADV,,odtud
1202,schon::ADV,,už
1203,schon::ADV,,již
1204,sinken::V,,klesat
1205,klirren::V,,řinčet
1206,fliehen::V,,utéct
1207,flüchten::V,,prchnout
1208,geraten::V,,dařit se
1209,aufheben::V,,zvednout
1210,aufheben::V,,zdvihnout
1211,beugen::V,,ohnout
1212,umdrehen::V,,obrátit
1213,bekommen::V,,dostat
1214,erhalten::V,,uchovat
1215,treten::V,,kopnout
