,Concept_ID,myv,az
801,durch::PRP,пачк,içindən
802,neben::PRP,вакссо,yanında
803,zwischen::PRP,ютксо,arasında
804,wegen::PRP,кис,üçün
805,wegen::PRP,кис,ötəri
806,wegen::PRP,коряс,üçün
807,wegen::PRP,коряс,ötəri
808,wegen::PRP,кувалт,üçün
809,wegen::PRP,кувалт,ötəri
810,dies::PRN,те,bu
811,das::PRN,те,o
812,das::PRN,тона,o
813,alles::PRN,весе,hər şey
814,alles::PRN,весемесь,hər şey
815,ich::PRN,мон,mən
816,du::PRN,тон,sən
817,er::PRN,сон,o
818,wir::PRN,минь,biz
819,ihr::PRN,тынь,siz
820,sie::PRN,сынь,onlar
821,was::FPRN,мезе,nə
822,wer::FPRN,ки,kim
823,wo::FADV,косо,harada
824,wohin::FADV,ков,haraya
825,wohin::FADV,козо,haraya
826,wie::FADV,кода,necə
827,warum::FADV,мекс,niyə
828,warum::FADV,мекс,nə üçün
829,wieviel::FNUM,зяро,neçə
830,wieviel::FNUM,зяро,nə qədər
831,eins::NUM,вейке,bir
832,zwei::NUM,кавто,iki
833,drei::NUM,колмо,üç
834,vier::NUM,ниле,dörd
835,fünf::NUM,вете,beş
836,sechs::NUM,кото,altı
837,sieben::NUM,сисем,yeddi
838,acht::NUM,кавксо,səkkiz
839,neun::NUM,вейксэ,doqquz
840,zehn::NUM,кемень,on
841,elf::NUM,кевейкее,on bir
842,zwölf::NUM,кемгавтово,on iki
843,zwanzig::NUM,комсь,iyirmi
844,dreißig::NUM,колоньгемень,otuz
845,vierzig::NUM,ниленьгемень,qırx
846,fünfzig::NUM,ведьгемень,əlli
847,sechzig::NUM,кодгемень,altmış
848,siebzig::NUM,сизьгемень,yetmiş
849,achtzig::NUM,кавксоньгемень,səksən
850,neunzig::NUM,вейксэньгемень,doxsan
851,hundert::NUM,сядо,yüz
852,tausend::NUM,тыща,min
853,und::CNJ,ды,və
854,oder::CNJ,или,ya
855,stehen::V,аштемс стядо,durmaq
856,sitzen::V,аштемс озадо,oturmaq
857,liegen::V,мадезь аштемс,uzanmaq
858,hängen::V,нурьгемс,asılmaq
859,werden::V,арамс,olmaq
860,passieren::V,лисэмс,olmaq
861,passieren::V,лисэмс,baş vermək
862,beginnen::V,ушодомс,başlamaq
863,enden::V,лоткамс,bitmək
864,wechseln::V,полавтнемс,dəyişmək
865,aufgehen[Sonne]::V,лисемс,doğmaq
866,aufgehen[Sonne]::V,стямс,doğmaq
867,untergehen[Sonne]::V,валгомс,batmaq
868,scheinen[Sonne]::V,валдомтомс,parlamaq
869,donnern::V,цярномс,guruldamaq
870,donnern::V,галдордомс,guruldamaq
871,wehen::V,пувамс,əsmək
872,strömen::V,чудемс,axmaq
873,fließen::V,чудемс,axmaq
874,sich drehen::V,велямс,dönmək
875,schwanken::V,лыкамс,yellənmək
876,schwanken::V,якамс,yellənmək
877,schwingen::V,нурсемс,yellənmək
878,schwingen::V,лыкамс,yellənmək
879,fallen::V,прамс,düşmek
880,fallen::V,сяворемс,düşmek
881,brennen::V,паломс,yanmaq
882,rauchen::V,качадомс,tüstüləmək
883,regnen::V,пиземс,yağmaq
884,gefrieren::V,кельмемс,donmaq
885,tauen::V,соламс,ərimək
886,schmelzen::V,соламс,ərimək
887,trocknen::V,коськемс,qurumaq
888,sieden::V,лакамс,qaynamaq
889,sieden::V,пиксемс,qaynamaq
890,faulen::V,наксадомс,çürümək
891,verfaulen::V,наксадомс,çürümək
892,reißen::V,сезневемс,yırtılmaq
893,versinken::V,ваямс,batmaq
894,vergehen::V,ютамс,ötmək
895,erscheinen::V,лисемс,görünmək
896,verschwinden::V,ёмамс,yox olmaq
897,sinken::V,явамс,enmək
898,abnehmen::V,киремемс,azalmaq
899,zunehmen::V,ламолгадомс,artmaq
900,zunehmen::V,раштамс,artmaq
901,steigen::V,куземс,yüksəlmək
902,steigen::V,кепсевемс,yüksəlmək
903,wachsen::V,касомс,böyümək
904,glänzen::V,цитнемс,parlamaq
905,funkeln::V,пиндолдомс,parıldamaq
906,funkeln::V,цивтёрдомс,parıldamaq
907,lärmen::V,шалномс,səs-küy etmək
908,läuten::V,гайгезевемс,çalmaq
909,klingeln::V,чавомс баягас,zəng etmək
910,klirren::V,калдордомс,cingildəmək
911,klirren::V,кальцяемс,cingildəmək
912,brausen::V,лакамс,gurlamaq
913,rauschen::V,лажномс,xışıldamaq
914,klingen::V,гайгемс,səslənmək
915,bellen::V,онгомс,hürmək
916,heulen::V,урномс,ulamaq
917,blasen::V,пувамс,üfləmək
918,pfeifen::V,вешкемс,fit vermek
919,schreien::V,пижнемс,bağırmaq
920,schreien::V,пижнемс,qışqırmaq
921,stöhnen::V,кувсемс,inləmək
922,zittern::V,тарномс,titrəmək
923,leben::V,эрямс,yaşamaq
924,geboren werden::V,чачомс,doğmaq
925,atmen::V,лексемс,nəfəs almaq
926,trinken::V,симемс,içmek
927,essen::V,ярсамс,yemək
928,schlucken::V,нилемс,udmaq
929,schlucken::V,порнемс,udmaq
930,müde werden::V,сиземс,yorulmaq
931,einschlafen::V,матедевемс,yuxuya getmək
932,schlafen::V,удомс,uyumaq
933,aufwachen::V,сыргоземс,oyanmaq
934,aufstehen::V,стямс,yuxudan durmaq
935,sich erholen::V,оймсемс,dincəlmək
936,krank werden::V,сэредезевемс,xəstə olmaq
937,krank sein::V,сэредемс,azarlanmaq
938,krank sein::V,сэредемс,xəstələnmək
939,schmerzen::V,сэредемс,ağrimaq
940,husten::V,козомс,öksürmək
941,genesen::V,пичкамс,sağalmaq
942,sterben::V,куломс,ölmək
943,sterben::V,куломс,vəfat etmək
944,umkommen::V,чавовомс,həlak olmaq
945,umkommen::V,ёмамс,həlak olmaq
946,sich bewegen::V,шаштомс,hərəkət etmək
947,sich rühren::V,сыргамс,tərpənmək
948,sich erheben::V,куземс,qalxmaq
949,sich setzen::V,озамс,oturmaq
950,hinfallen::V,прамс,yıxılmaq
951,hinfallen::V,сяворемс,yıxılmaq
952,laufen::V,якамс,yerimək
953,schreiten::V,эскелямс,addım atmaq
954,schreiten::V,молемс,addım atmaq
955,spazierengehen::V,якамс,gəzmək
956,eilen::V,эрзкалемс,atılmaq
957,eilen::V,капшамс,atılmaq
958,sich beeilen::V,капшамс,tələsmək
959,sausen::V,ливтямс,çırpmaq
960,rennen::V,чийнемс,qaçmaq
961,rennen::V,ардтнемс,qaçmaq
962,springen::V,кирнявтнемс,sıçramaq
963,klettern::V,куземс,dırmanmaq
964,schaukeln::V,нурямс,sallanmaq
965,kriechen::V,ёзмолдомс,sürünmək
966,schwimmen::V,уемс,üzmek
967,tauchen::V,чопавтомс,dalmaq
968,tauchen::V,чопавтнемс,dalmaq
969,rudern::V,миледемс,avarlamaq
970,fahren::V,ардомс,sürmək
971,fliegen::V,ливтямс,uçmaq
972,gehen::V,туемс,getmək
973,gehen::V,молемс,getmək
974,weggehen::V,туемс,getmək
975,abfahren::V,туемс,yola düşmək
976,anhalten::V,лоткамс,saxlamaq
977,hineingehen::V,совамс,girmək
978,eintreten::V,совамс,girmək
979,eintreten::V,совамс,daxil olmaq
980,eintreten::V,эскельдямс,girmək
981,eintreten::V,эскельдямс,daxil olmaq
982,kommen::V,самс,gəlmək
983,ankommen::V,самс,gəlib çatmaq
984,ankommen::V,пачкодемс,gəlib çatmaq
985,zurückkommen::V,велявтомс,qayıtmaq
986,bleiben::V,кадовомс,qalmaq
987,warten::V,учомс,gözləmək
988,erwarten::V,учомс,bəkləmək
989,suchen::V,вешнемс,aramaq
990,suchen::V,вешнемс,axtarmaq
991,finden::V,муемс,tapmaq
992,versuchen::V,варштамс,çalışmaq
993,vorbereiten::V,анокстамс,hazırlamaq
994,lieben::V,вечкемс,sevmək
995,mögen::V,вечкемс,xoşlamaq
996,lachen::V,пейдемс,gülmək
997,rühren::V,токамс седейс,həyəcanlandırmaq
998,weinen::V,авардемс,ağlamaq
999,schimpfen::V,сёвномс,küfr etmək
1000,sich ärgern::V,кежиявтнемс,acıqlanmaq
1001,sich fürchten::V,пелемс,qorxmaq
1002,fürchten::V,пелемс,qorxmaq
1003,fliehen::V,оргодемс,qaçmaq
1004,flüchten::V,ворьгодемс,qaçmaq
1005,flüchten::V,чадомс,qaçmaq
1006,sehen::V,неемс,görmək
1007,anschauen::V,ваномс,baxmaq
1008,ansehen::V,ваномс,baxmaq
1009,hören::V,марямс,duymaq
1010,hören::V,марямс,eşitmək
1011,zuhören::V,кунсоломс,dinləmək
1012,probieren::V,варшамс,dadına baxmaq
1013,riechen::V,никсемс,qoxlamaq
1014,fühlen::V,марямс,duymaq
1015,scheinen::V,марявомс,görünmək
1016,zu sehen sein::V,неявомс,görünmək
1017,vernehmen::V,марямс,eşitmək
1018,frieren::V,кельмемс,üşümək
1019,tun::V,теемс,etmək
1020,können::V,маштомс,bilmək
1021,können::V,маштомс,bacarmaq
1022,wollen::V,бажамс,istəmək
1023,anfangen::V,кармамс,başlamaq
1024,beenden::V,прядомс,bitirmək
1025,aufhören::V,лоткамс,bitmək
1026,aufhören::V,лоткамс,qurtarmaq
1027,gelingen::V,удаламс,müvəffəq olmaq
1028,geraten::V,лисемс,düşmək
1029,öffnen::V,панжомс,açmaq
1030,schließen::V,пекстамс,qapamaq
1031,schließen::V,сёлгомс,qapamaq
1032,schließen::V,конямс,qapamaq
1033,stellen::V,аравтомс,qoymaq
1034,setzen::V,ойсевтемс,oturtmaq
1035,setzen::V,озавтнемс,oturtmaq
1036,legen::V,путомс,qoymaq
1037,berühren::V,токамс,toxunmaq
1038,verbinden::V,содомс,bağlamaq
1039,bedecken::V,вельтямс,örtmək
1040,aufhängen::V,понгавтомс,asmaq
1041,anzünden::V,кирвастемс,yandırmaq
1042,aufheben::V,кепедемс,qaldırmaq
1043,zurücklassen::V,кадомс,buraxmaq
1044,verlieren::V,ёмавтомс,itirmək
1045,fallen lassen::V,правтомс,düşürmək
1046,machen::V,теемс,etmək
1047,herstellen::V,анокстамс,istehsal etmək
1048,bauen::V,путомс,tikmək
1049,reparieren::V,витемс,təmir etmək
1050,verbessern::V,паролгавтомс,düzəltmək
1051,verbessern::V,вадрялгавтомс,düzəltmək
1052,ändern::V,полавтомс,dəyişdirmək
1053,graben::V,чувомс,qazımaq
1054,graben::V,таргамс,qazımaq
1055,beugen::V,мендемс,əymək
1056,biegen::V,комавтомс,bükmək
1057,drehen::V,чаравтомс,döndərmək
1058,drehen::V,велявтнемс,döndərmək
1059,wenden::V,велявтомс,çevirmək
1060,umdrehen::V,велявтомс,çevirmək
1061,heben::V,кепедемс,qaldırmaq
1062,hochheben::V,кепедемс,qaldırmaq
1063,ergreifen::V,кундамс,tutmaq
1064,halten::V,кирдемс,saxlamaq
1065,drücken::V,нуемс,sıxmaq
1066,schieben::V,шаштомс,sürmək
1067,kratzen::V,ангордамс,qaşımaq
1068,lecken::V,нолсемс,yalamaq
1069,beißen::V,сускомс,dişləmək
1070,abreißen::V,сеземс,qoparmaq
1071,abschneiden::V,печкемс,ayırmaq
1072,binden::V,кодамс,bağlamaq
1073,binden::V,сюлмамс,bağlamaq
1074,stecken::V,сялгомс,soxmaq
1075,brechen::V,синдемс,qırmaq
1076,brechen::V,калавтомс,qırmaq
1077,klopfen::V,калтаямс,sındırmaq
1078,hauen::V,чавомс,vurmaq
1079,kleben::V,педявтнемс,apışdırmaq
1080,reiben::V,ёзамс,ovmaq
1081,streichen::V,вадемс,sürtmək
1082,schleifen::V,човамс,bülövləmək
1083,schneiden::V,керямс,kəsmək
1084,rütteln::V,чукамс,sirkələmək
1085,rütteln::V,лыкавтомс,sirkələmək
1086,schütteln::V,чукамс,çalxalamaq
1087,schwenken::V,яхолемс,yelləmək
1088,schütten::V,каямс,tökmək
1089,füllen::V,пештямс,doldurmaq
1090,einwickeln::V,тапарямс,sarımaq
1091,tragen::V,кандомс,daşımaq
1092,schleppen::V,ускомс,sürükləmək
1093,ziehen::V,ускомс,çəkmək
1094,aufbewahren::V,ванстомс,gizlətmək
1095,werfen::V,ёртомс,atmaq
1096,fangen::V,кундамс,tutmaq
1097,packen::V,кундамс,yaxalamaq
1098,verstecken::V,кекшемс,gizlətmək
1099,teilen::V,явомс,bölmək
1100,schicken::V,кучомс,yollamaq
1101,schicken::V,кучомс,göndərmək
1102,bringen::V,кандомс,gətirmək
1103,hinzufügen::V,путомс,əlavə etmək
1104,hinzufügen::V,максомс,əlavə etmək
1105,bekommen::V,саемс,almaq
1106,bekommen::V,саемс,əldə etmək
1107,erhalten::V,саемс,almaq
1108,nehmen::V,саемс,almaq
1109,wählen::V,кочкамс,seçmək
1110,auswählen::V,кочкамс,arımaq
1111,bewahren::V,ванстомс,qorumaq
1112,behindern::V,кирдемс,mane olmaq
1113,verderben::V,коламс,pozmaq
1114,beschädigen::V,теемс зыян,zədələmək
1115,zerbrechen::V,коламс,qırmaq
1116,zerbrechen::V,коламс,sındırmaq
1117,zerreißen::V,сеземс,yırtmaq
1118,zerstören::V,калавтомс,dağıtmaq
1119,verbrennen::V,пултамс,yandırmaq
1120,geben::V,максомс,vermək
1121,reichen::V,максомс,uzatmaq
1122,schenken::V,каземс,vermək
1123,versprechen::V,алтамс,vəd vermək
1124,wünschen::V,арсемс,arzulamaq
1125,loben::V,шнамс,tərifləmək
1126,küssen::V,палсемс,öpmək
1127,wiegen::V,нурсемс,tərpətmək
1128,zudecken::V,тавадомс,örtmək
1129,zudecken::V,вельтямс,örtmək
1130,wecken::V,стявтомс,oyatmaq
1131,zeigen::V,невтемс,göstərmək
1132,führen::V,ветямс,rəhbərlik etmək
1133,lehren::V,тонавтомс,öyrətmək
1134,unterrichten::V,тонавтомс,öyrətmək
1135,unterrichten::V,тонавтомс,dərs vermək
1136,aufziehen::V,трямс,tərbiyə etmək
1137,aufziehen::V,кастомс,tərbiyə etmək
1138,leiten::V,ветямс,idarə etmək
1139,leiten::V,азоркстамс,idarə etmək
1140,antreiben::V,ветямс,bizləmək
1141,lassen::V,кармавтомс,-tırmaq
1142,einladen::V,тердемс,dəvət etmək
1143,vereinigen::V,вейсэндямс,birləşdirmək
1144,vereinigen::V,вейс путомс,birləşdirmək
1145,vereinigen::V,вейс пурнамс,birləşdirmək
1146,besuchen::V,варштамс,baş çəkmək
1147,besuchen::V,варштамс,ziyarət etmək
1148,treffen::V,вастомс,rastlaşmaq
1149,treffen::V,вастомс,rast gəlmək
1150,sich versammeln::V,промокшномс,toplanmaq
1151,spielen::V,налксемс,oynamaq
1152,singen::V,морамс,oxumaq
1153,tanzen::V,киштемс,oynamaq
1154,tanzen::V,киштемс,rəqs etmək
1155,sich trennen::V,явомс,ayrılmaq
1156,verlassen::V,кадомс,tərk etmək
1157,retten::V,идемс,xilas etmək
1158,bewachen::V,ванстомс,gözətmək
1159,schützen::V,аштемс,qorumaq
1160,verteidigen::V,ваномс,qorumaq
1161,sich schlagen::V,тюремс,döyüşmək
1162,schießen::V,ледемс,atmaq
1163,schießen::V,ледемс,atəş açmaq
1164,siegen::V,изнямс,yenmək
1165,ärgern::V,кежейгавтомс,acışdırmaq
1166,schlagen::V,токамс,döymək
1167,treten::V,тапамс,təpmək
1168,stechen::V,пупамс,soxmaq
1169,stoßen::V,тулкадемс,itələmək
1170,stehlen::V,саламс,çalmaq
1171,stehlen::V,саламс,oğurlamaq
1172,stören::V,пирямс ки,pozmaq
1173,belästigen::V,а максомс,narahat etmək
1174,belästigen::V,а кадомс оймамо,narahat etmək
1175,verbergen::V,сёпомс,gizləmək
1176,verbergen::V,кекшемс,gizləmək
1177,täuschen::V,манямс,aldatmaq
1178,betrügen::V,манчемс,aldatmaq
1179,töten::V,чавномс,öldürmək
1180,töten::V,маштнемс,öldürmək
1181,wohnen::V,эрямс,yaşamaq
1182,arbeiten::V,важодемс,işləmək
1183,arbeiten::V,важодемс,çalışmaq
1184,sammeln::V,пурнамс,yığmaq
1185,sammeln::V,пурнамс,toplamaq
1186,pflücken::V,ноцковтнемс,qoparmaq
1187,jagen::V,кундамс,ovlamaq
1188,fischen::V,калонь кундамс,balıq tutmaq
1189,fassen::V,кундамс,tutmaq
1190,hüten::V,ваномс,güdmək
1191,treiben::V,панемс,haylamaq
1192,anbinden::V,сюлмамс,bağlamaq
1193,füttern::V,андомс,bəsləmək
1194,melken::V,потявтомс,sağmaq
1195,hacken::V,лазномс,yarmaq
1196,gießen::V,валомс,sulamaq
1197,reifen::V,кенеремс,dəymək
1198,zubereiten::V,анокстамс,bişirmək
1199,kochen::V,пидемс,qaynatmaq
1200,backen::V,пидемс,bişirmək
1201,braten::V,пуштамс,qızartmaq
1202,umrühren::V,човорямс,qarışdırmaq
1203,stricken::V,кодамс,hörmək
1204,nähen::V,стамс,tikmək
1205,färben::V,артомс,boyamaq
1206,reinigen::V,урядамс,təmizləmək
1207,waschen::V,муськемс,yumaq
1208,abwischen::V,нардамс,silmək
1209,spülen::V,ёрвалдомс,çalxamaq
1210,fegen::V,тенсемс,süpürmək
1211,kehren::V,тенсемс,süpürmək
1212,baden::V,экшелямс,çimmək
1213,sich waschen::V,шлямс,yuyunmaq
1214,ausziehen::V,кайсевтемс,soyunmaq
1215,anziehen::V,оршамс,geymək
1216,sich anziehen::V,оршамс,geyinmək
1217,kämmen::V,судрямс,daramaq
1218,schmücken::V,мазылгавтомс,bəzəmək
1219,schmücken::V,наряжамс,bəzəmək
1220,sagen::V,меремс,demək
1221,sagen::V,меремс,söymek
1222,sprechen::V,кортамс,danışmaq
1223,reden::V,кортамс,danışmaq
1224,sich unterhalten::V,кортнемс,söhbət etmək
1225,fragen::V,кевкстемс,soruşmaq
1226,bitten::V,вешемс,diləmək
1227,bitten::V,вешемс,xahiş etmək
1228,erzählen::V,ёвтнемс,bəhs etmək
1229,mitteilen::V,ёвтамс,bildirmək
1230,nennen::V,лемдемс,adlandırmaq
1231,nennen::V,путомс лем,adlandırmaq
1232,rufen::V,тердемс,çağırmaq
1233,rufen::V,серьгедемс,çağırmaq
1234,prahlen::V,шнамс пря,öyünmək
1235,übersetzen::V,ютавтомс,tərcümə etmək
1236,denken::V,арсемс,düşünmək
1237,denken::V,арсемс,fikirləşmək
1238,glauben::V,кемемс,inanmaq
1239,bemerken::V,неемс,qeyd etmək
1240,erkennen::V,содамс,tanımaq
1241,begreifen::V,пачкодемс,anlamaq
1242,verstehen::V,чарькодемс,duymaq
1243,lernen::V,тонавтнемс,öyrənmək
1244,wissen::V,содамс,bilmək
1245,sich erinnern an::V,ледстямс,xatırlamaq
1246,vergessen::V,стувтомс,unutmaq
1247,messen::V,онкстнемс,ölçmək
1248,zählen::V,ловомс,saymaq
1249,rechnen::V,ловомс,hesablamaq
1250,lesen::V,ловномс,oxumaq
1251,malen::V,рисовамс,şəkil çəkmək
1252,zeichnen::V,рисовамс,cızmaq
1253,schreiben::V,сёрмадомс,yazmaq
1254,besitzen::V,улемс,yiyələnmək
1255,besitzen::V,улемс,malik olmaq
1256,besitzen::V,улемс азорокс,yiyələnmək
1257,besitzen::V,улемс азорокс,malik olmaq
1258,kaufen::V,рамамс,satın almaq
1259,verkaufen::V,миемс,satmaq
1260,bezahlen::V,пандомс,ödəmək
1261,zahlen::V,пандомс,ödəmək
1262,beherrschen::V,азоркстамс,idarə etmək
1263,ertragen::V,кирдемс,dözmək
