,Concept_ID,is,sq
203,Schwan::N,svanur,mjellmë
204,Fisch::N,fiskur,peshk
205,Barsch::N,aborri,purtekë
206,Hecht::N,gedda,mlysh
207,Schlange[Tier]::N,naðra,gjarpër
208,Wurm::N,ormur,krimb
209,Spinne::N,kónguló,marimangë
210,Ameise::N,maur,thnegël
211,Ameise::N,maur,milingonë
212,Laus::N,lús,morr
213,Mücke::N,mý,kunup
214,Mücke::N,mý,mushkonjë
215,Mücke::N,mýfluga,kunup
216,Mücke::N,mýfluga,mushkonjë
217,Fliege::N,fluga,mizë
218,Schmetterling::N,fiðrildi,flutur
219,Beere::N,ber,frutë
220,Beere::N,ber,manaferrë
221,Apfel::N,epli,mollë
222,Pilz::N,sveppur,kërpudhë
223,Zwiebel::N,laukur,qepë
224,Saat::N,fræ,farë
225,Saat::N,útsæði,farë
226,Korn::N,korn,grurë
227,Korn::N,korn,kokërr
228,Heu::N,hey,sanë
229,Schale::N,hýði,lëkurë
230,Grube::N,gryfja,gropë
231,Falle::N,gildra,kurth
232,Falle::N,gildra,grackë
233,Schlinge::N,snara,nyjë
234,Spur::N,spor,gjurmë
235,Asche::N,aska,hi
236,Dreck::N,óþverri,baltë
237,Eisen::N,járn,hekur
238,Gold::N,gull,ar
239,Gold::N,gull,flori
240,Silber::N,silfur,argjend
241,Kohle::N,kol,qymyr
242,Glas::N,gler,qelq
243,Lehm::N,leir,argjilë
244,Sand::N,sandur,rërë
245,Mensch::N,maður,njeri
246,Mensch::N,manneskja,njeri
247,Mann::N,maður,burrë
248,Mann::N,maður,mashkull
249,Mann::N,karlmaður,burrë
250,Mann::N,karlmaður,mashkull
251,Frau::N,kona,grua
252,Frau::N,kona,femër
253,Kind::N,barn,kalama
254,Kind::N,krakki,kalama
255,Junge::N,drengur,djalë
256,Mädchen::N,stelpa,gocë
257,Mädchen::N,stelpa,vajzë
258,Familie::N,fjölskylda,familje
259,Großvater::N,afi,gjysh
260,Großmutter::N,amma,gjyshe
261,Eltern::N,foreldrar,prindër
262,Vater::N,faðir,atë
263,Mutter::N,móðir,nënë
264,Sohn::N,sonur,bir
265,Tochter::N,dóttir,bijë
266,Bruder::N,bróðir,vëlla
267,Schwester::N,systir,motër
268,Onkel::N,föðurbróðir,dajë
269,Onkel::N,föðurbróðir,xhaxha
270,Tante::N,frænka,teze
271,Tante::N,frænka,hallë
272,Tante::N,móðursystir,teze
273,Tante::N,móðursystir,hallë
274,Ehemann::N,eiginmaður,burrë
275,Ehemann::N,eiginmaður,bashkëshort
276,Ehefrau::N,eiginkona,grua
277,Ehefrau::N,eiginkona,bashkëshorte
278,Freude::N,gleði,gaz
279,Freude::N,gleði,gëzim
280,Gelächter::N,hlátur,qeshje
281,Glück::N,gæfa,lumturi
282,Kummer::N,sorg,brengë
283,Kummer::N,sorg,pikëllim
284,Wunsch::N,ósk,dëshirë
285,Lust::N,fýsn,epsh
286,Lust::N,fýsn,dashuri
287,Lust::N,löngun,epsh
288,Lust::N,löngun,dashuri
289,Geist::N,andi,frymë
290,Geist::N,andi,shpirt
291,Gedanke::N,hugsun,ide
292,Gedanke::N,hugsun,mendim
293,Gedächtnis::N,minni,kujtesë
294,Verstand::N,vit,mend
295,Sinn::N,merking,kuptim
296,Grund::N,ástæða,arsye
297,Wahrheit::N,sannleikur,vërtetë
298,Gespräch::N,samtal,bisedim
299,Märchen::N,ævintýri,përrallë
300,Erzählung::N,saga,tregim
301,Nachricht::N,frétt,lajm
302,Neuigkeit::N,frétt,risi
303,Name::N,nafn,emër
304,Rätsel::N,gáta,gjëzë
305,Rätsel::N,gáta,gjëegjëzë
306,Rede::N,ræða,fjalim
307,Sprache::N,mál,gjuhë
308,Sprache::N,tungumál,gjuhë
309,Stimme::N,rödd,zë
310,Wort::N,orð,fjalë
311,Zeichen::N,tákn,shenjë
312,Zeichen::N,merki,shenjë
313,Ruf::N,kall,thirrmë
314,Lärm::N,hávaði,zhurmë
315,Laut::N,hljóð,tingull
316,Ton::N,tónn,ton
317,Lied::N,ljóð,këngë
318,Lied::N,söngur,këngë
319,Ruhe::N,ró,qetësi
320,Ruhe::N,kyrrð,qetësi
321,Leute::N,fólk,botë
322,Leute::N,fólk,njerëz
323,Volk::N,þjóð,popull
324,Arbeit::N,vinna,punë
325,Gast::N,gestur,mik
326,Gast::N,gestur,mysafir
327,Geschenk::N,gjöf,dhuratë
328,Geschenk::N,gjöf,peshqesh
329,Spiel::N,leikur,lojë
330,Gesellschaft::N,selskapur,shoqëri
331,Hilfe::N,hjálp,ndihmë
332,Freund::N,vinur,mik
333,Kamerad::N,félagi,shok
334,Angelegenheit::N,mál,punë
335,Angelegenheit::N,málefni,punë
336,Anzahl::N,tala,sasi
337,Anzahl::N,fjöldi,sasi
338,Art::N,tegund,lloj
339,Stück::N,biti,copë
340,Stück::N,stykki,copë
341,Teil::N,hluti,pjesë
342,Teil::N,partur,pjesë
343,Hälfte::N,helmingur,gjysmë
344,Kreis::N,hringur,qark
345,Kreis::N,hringur,rreth
346,Kreuz::N,kross,kryq
347,Kreuz::N,krossmark,kryq
348,Linie::N,lína,vijë
349,Strich::N,strik,vizë
350,Abstand::N,millibil,distancë
351,Entfernung::N,fjarlægð,largim
352,Gegend::N,hérað,vise
353,Gegend::N,hérað,krahinë
354,Platz::N,pláss,shesh
355,Ort::N,staður,vend
356,Seite::N,hlið,anë
357,Mitte::N,miðja,mes
358,Gegenstand::N,hlutur,send
359,Sache::N,mál,gjë
360,Sache::N,mál,send
361,Rand::N,brún,qoshe
362,Kante::N,rönd,teh
363,Ecke::N,horn,qoshe
364,Spitze::N,oddur,majë
365,Ende::N,endi,skaj
366,Ende::N,endi,bisht
367,Loch::N,gat,vrimë
368,Loch::N,hola,vrimë
369,Winkel::N,skot,kënd
370,Winkel::N,krókur,kënd
371,Muster::N,munstur,mostër
372,Größe::N,stærð,madhësi
373,Länge::N,lengd,gjatësi
374,Höhe::N,hæð,lartësi
375,Gewicht::N,vigt,peshë
376,Gewicht::N,þyngd,peshë
377,Menge::N,magn,sasi
378,Haufen::N,hrúga,grumbull
379,Haufen::N,haugur,grumbull
380,Reihe::N,röð,radhë
381,Reihe::N,röð,rresht
382,Boot::N,bátur,barkë
383,Boot::N,bátur,lundër
384,Ruder::N,ár,rrem
385,Schlitten::N,sleði,sajë
386,Ski::N,skíði,ski
387,Lagerfeuer::N,varðeldur,flakadan
388,Lagerfeuer::N,varðeldur,zjarr i madh
389,Last::N,byrði,barrë
390,Last::N,farmur,barrë
391,Gang::N,ganga,ecje
392,Schritt::N,skref,hap
393,Norden::N,norður,veri
394,Süden::N,suður,jug
395,Westen::N,vestur,perëndim
396,Osten::N,austur,lindje
397,Holz::N,viður,dru
398,Brett::N,fjöl,dërrasë
399,Platte::N,flötur,pllakë
400,Stütze::N,stoð,shtyllë
401,Stütze::N,stoð,mbështetesë
402,Stange::N,stöng,shufër
403,Stock::N,prik,dajak
404,Stock::N,stafur,dajak
405,Stab::N,prik,shkop
406,Stab::N,stafur,shkop
407,Rohr::N,rör,tub
408,Rohr::N,pípa,tub
409,Haus::N,hús,shtëpi
410,Heim::N,heimili,konak
411,Heim::N,heimili,shtëpi
412,Ofen::N,ofn,sobë
413,Ofen::N,ofn,stufë
414,Fußboden::N,gólf,dysheme
415,Tisch::N,borð,tryezë
416,Stuhl::N,stóll,karrige
417,Wiege::N,vagga,djep
418,Bett::N,rúm,shtrat
419,Bett::N,hvíla,shtrat
420,Regal::N,hilla,raft
421,Kiste::N,kassi,kuti
422,Fenster::N,gluggi,dritare
423,Tür::N,dyr,derë
424,Tür::N,hurð,derë
425,Tor::N,hlið,portë
426,Zaun::N,girðing,gardh
427,Zaun::N,limgarður,gardh
428,Dach::N,þak,çati
429,Leiter::N,stigi,shkallë
430,Besen::N,sópur,fshesë
431,Spaten::N,spaði,lopatë
432,Schaufel::N,skófla,qyrek
433,Gabel::N,gaffall,pirun
434,Löffel::N,skeið,lugë
435,Messer::N,hnífur,thikë
436,Nagel::N,nögl,gozhdë
437,Netz::N,net,rrjetë
438,Haken::N,krókur,grep
439,Haken::N,krókur,grremç
440,Griff::N,tak,dorak
441,Griff::N,tak,dorezë
442,Schloss::N,lás,bravë
443,Bild::N,mynd,tablo
444,Bild::N,mynd,pikturë
445,Figur::N,stytta,figurë
446,Puppe::N,brúða,kukull
447,Beutel::N,poki,qese
448,Beutel::N,poki,trastë
449,Beutel::N,baggi,qese
450,Beutel::N,baggi,trastë
451,Bündel::N,böggull,deng
452,Tasche::N,veski,çantë
453,Eimer::N,fata,kovë
454,Deckel::N,lok,kapak
455,Deckel::N,lok,mbulesë
456,Geschirr::N,leirtau,enë
457,Sack::N,sekkur,thes
458,Sack::N,sekkur,torbë
459,Tasse::N,bolli,filxhan
460,Topf::N,pottur,kusi
461,Topf::N,pottur,tenxhere
462,Kessel::N,ketill,kazan
463,Essen::N,matur,ngrënie
464,Nahrung::N,fæða,ushqim
465,Speise::N,réttur,gatesë
466,Speise::N,matarréttur,gatesë
467,Fleisch::N,kjöt,mish
468,Getreide::N,korn,drithë
469,Brei::N,grautur,qull
470,Brot::N,brauð,bukë
471,Scheibe::N,sneið,fetë
472,Fett::N,fita,lyrë
473,Fett::N,fita,yndyrë
474,Butter::N,smjör,gjalpë
475,Öl::N,olía,vaj
476,Salz::N,salt,kripë
477,Suppe::N,súpa,supë
478,Suppe::N,súpa,çorbë
479,Honig::N,hunang,mjaltë
480,Milch::N,mjólk,qumësht
481,Tee::N,te,çaj
482,Leder::N,skinn,lëkurë
483,Wolle::N,ull,lesh
484,Stoff::N,dúkur,pëlhurë
485,Nadel::N,nál,gjilpërë
486,Faden::N,þráður,pe
487,Faden::N,þráður,fije
488,Knopf::N,tala,kopsë
489,Knopf::N,hnappur,kopsë
490,Knoten::N,hnútur,komb
491,Farbe::N,málning,bojë
492,Kleidung::N,búningur,veshje
493,Kleidung::N,klæðnaður,veshje
494,Hemd::N,skyrta,këmishë
495,Kragen::N,kragi,jakë
496,Kragen::N,flibbi,jakë
497,Ärmel::N,ermi,mëngë
498,Hose::N,buxur,brekë
499,Gürtel::N,belti,rrip
500,Mütze::N,húfa,kësulë
501,Schuh::N,skór,këpucë
502,Stiefel::N,stígvél,çizme
503,Ring::N,hringur,unazë
504,Band::N,band,shirit
505,Kamm::N,greiða,krehër
506,Spiegel::N,spegill,pasqyrë
507,Riemen::N,ól,rrip
508,Riemen::N,reim,rrip
509,Schnur::N,snúra,litar
510,Schnur::N,snúra,cikomë
511,Leine::N,band,rrip
512,Decke::N,teppi,batanije
513,Kissen::N,koddi,jastëk
514,Tuch::N,klútur,shami
515,Handtuch::N,þurrka,peshqir
516,Handtuch::N,handklæði,peshqir
517,Kraft::N,afl,forcë
518,Kraft::N,kraftur,forcë
519,Stärke::N,styrkur,koll
520,Gesundheit::N,heilsa,shëndet
521,Gesundheit::N,heilbrigði,shëndet
522,Krankheit::N,sjúkdómur,sëmundje
523,Schmerz::N,sársauki,dhimbje
524,Wunde::N,sár,plagë
525,Fieber::N,hitasótt,ethe
526,Arznei::N,lyf,ilaç
527,Brücke::N,brú,urë
528,Brunnen::N,brunnur,pus
529,Weide::N,hagi,kullotë
530,Pfad::N,stígur,ravë
531,Pfad::N,stígur,shteg
532,Weg::N,vegur,udhë
533,Weg::N,vegur,shteg
534,Straße::N,gata,rrugë
535,Straße::N,stræti,rrugë
536,Dorf::N,þorp,fshat
537,Dorf::N,þorp,katund
538,Stadt::N,borg,qytet
539,Brief::N,bréf,letër
540,Buch::N,bók,libër
541,Buchstabe::N,bókstafur,shkronjë
542,Zeitung::N,dagblað,gazetë
543,Leben::N,líf,jetë
544,Tod::N,dauði,mortje
545,Grab::N,gröf,varr
546,Kirche::N,kirkja,kishë
547,Sünde::N,synd,mëkat
548,Sünde::N,synd,gjynah
549,Gott::N,guð,hy
550,Gott::N,guð,zot
551,Arbeiter::N,verkamaður,punëtor
552,Chef::N,yfirmaður,shef
553,Chef::N,yfirmaður,drejtues
554,Meister::N,meistari,mjeshtër
555,Arzt::N,læknir,mjek
556,Arzt::N,læknir,doktor
557,Lehrer::N,kennari,mësues
558,Lehrer::N,kennari,arsimtar
559,Geld::N,peningar,para
560,Geld::N,peningar,holla
561,Geschäft::N,viðskipti,ujdi
562,Geschäft::N,viðskipti,biznes
563,Laden::N,búð,dyqan
564,Laden::N,verslun,dyqan
565,Preis::N,verð,çmim
566,Ware::N,vara,mall
567,Nutzen::N,gagn,dobi
568,Nutzen::N,gagn,leverdi
569,Reichtum::N,auður,kamje
570,Reichtum::N,auður,pasuri
571,Welt::N,veröld,botë
572,Land::N,land,vend
573,Staat::N,ríki,shtet
574,König::N,konungur,mbret
575,Macht::N,vald,fuqi
576,Macht::N,vald,pushtet
577,Grenze::N,landamæri,kufi
578,Krieg::N,stríð,luftë
579,Feind::N,fjandmaður,armik
580,Gewalt::N,ofbeldi,dhunë
581,Kampf::N,bardagi,luftim
582,Bogen[Waffe]::N,bogi,hark
583,Pfeil::N,ör,shigjetë
584,Gewehr::N,byssa,pushkë
585,Fehler::N,villa,gafë
586,Fehler::N,villa,gabim
587,Lüge::N,lygi,gënjeshtër
588,Schaden::N,skemmd,dëm
589,Schaden::N,skemmd,zarar
590,Unglück::N,óhamingja,fatkeqësi
591,Schuld::N,sök,faj
592,Alter::N,aldur,moshë
593,Schluss::N,lok,fund
594,Schluss::N,endir,fund
595,Zeit::N,tími,kohë
596,Tag::N,dagur,ditë
597,Morgen::N,morgunn,mëngjes
598,Mittag::N,hádegi,mesditë
599,Abend::N,kvöld,mbrëmje
600,Nacht::N,nótt,natë
601,Woche::N,vika,javë
602,Monat::N,mánuður,muaj
603,Jahr::N,ár,vit
604,Frühling::N,vor,pranverë
605,Sommer::N,sumar,verë
606,Herbst::N,haust,vjeshtë
607,Winter::N,vetur,dimër
608,Januar::N,janúar,janar
609,Februar::N,február,shkurt
610,März::N,mars,mars
611,April::N,apríl,prill
612,Mai::N,maí,maj
613,Juni::N,júní,qershor
614,Juli::N,júlí,korrik
615,August::N,ágúst,gusht
616,September::N,september,shtator
617,Oktober::N,október,tetor
618,November::N,nóvember,nëntor
619,Dezember::N,desember,dhjetor
620,Montag::N,mánudagur,hënë
621,Dienstag::N,þriðjudagur,martë
622,Mittwoch::N,miðvikudagur,mërkurë
623,Donnerstag::N,fimmtudagur,enjte
624,Freitag::N,föstudagur,premte
625,Samstag::N,laugardagur,shtunë
626,Sonntag::N,sunnudagur,diel
627,groß::A,stór,madh
628,klein::A,lítill,vogël
629,lang::A,langur,gjatë
630,kurz::A,stuttur,shkurtër
631,breit::A,breiður,gjerë
632,schmal::A,mjór,ngushtë
633,dicht::A,þéttur,dendur
634,dick[Gegenstand]::A,þykkur,trashë
635,dünn::A,þunnur,hollë
636,fein::A,fíngerður,imët
637,fest::A,fastur,fortë
638,flach::A,flatur,sheshtë
639,glatt::A,háll,rrafshët
640,glatt::A,sléttur,rrafshët
641,hart::A,harður,fortë
642,weich::A,mjúkur,butë
643,rund::A,kringlóttur,rrumbullakët
644,spitz::A,oddhvass,majëmprehtë
645,scharf::A,beittur,mprehtë
646,stumpf::A,bitlaus,topitur
647,schwer::A,þungur,rëndë
648,schön::A,fagur,bukur
649,schön::A,fallegur,bukur
650,heiß::A,heitur,nxehtë
651,warm::A,hlýr,ngrohtë
652,warm::A,heitur,ngrohtë
653,kalt::A,kaldur,ftohtë
654,kühl::A,svalur,freskët
655,frisch::A,frískur,pastër
656,feucht::A,rakur,lagësht
657,feucht::A,þvalur,lagësht
658,nass::A,votur,lagur
659,nass::A,blautur,lagur
660,trocken::A,þurr,thatë
661,voll::A,fullur,plotë
662,leer::A,tómur,bosh
663,leer::A,tómur,zbrazët
664,offen::A,opinn,hapur
665,geschlossen::A,lokaður,mbyllur
666,sauber::A,þrifinn,dëlirë
667,schmutzig::A,óhreinn,ndyrë
668,schmutzig::A,sóðalegur,ndyrë
669,roh::A,hrár,gjallë
670,reif::A,þroskaður,arrirë
671,lecker::A,ljúffengur,shijshëm
672,süß::A,sætur,ëmbël
673,bitter::A,beiskur,hidhur
674,sauer::A,súr,thartë
675,hell::A,bjartur,me dritë
676,dunkel::A,dimmur,errët
677,schwarz::A,svartur,i zi
678,weiß::A,hvítur,bardhë
679,rot::A,rauður,kuq
680,gelb::A,gulur,verdhë
681,blau::A,blár,blu
682,blau::A,blár,kaltër
683,grün::A,grænn,blertë
684,grün::A,grænn,gjelbër
685,grau::A,grár,hirtë
686,grau::A,grár,bojë hiri
687,bunt::A,marglitur,shumëngjyrëshëm
688,billig::A,ódýr,lirë
689,teuer::A,dýr,shtrenjtë
690,wertvoll::A,verðmætur,çmuar
691,wertvoll::A,verðmætur,vlershëm
692,blind::A,blindur,qorr
693,blind::A,blindur,verbër
694,taub::A,heyrnarlaus,shurdhër
695,kräftig::A,öflugur,fuqishëm
696,stark::A,sterkur,fortë
697,schwach::A,veill,dobët
698,fett::A,feitur,dhjamur
699,schlank::A,grannur,hollë
700,schlank::A,spengilegur,hollë
701,hübsch::A,snotur,bukur
702,hübsch::A,snotur,hijshëm
703,hübsch::A,laglegur,bukur
704,hübsch::A,laglegur,hijshëm
705,böse::A,illur,keq
706,böse::A,vondur,keq
707,dumm::A,heimskur,teveqel
708,faul::A,latur,dembel
709,fleißig::A,iðinn,zellshëm
710,geizig::A,nískur,kurnac
711,geizig::A,nískur,dorështrënguar
712,klug::A,hygginn,mençur
713,geschickt::A,fimur,aftë
714,geschickt::A,laginn,aftë
715,lieb::A,kær,dashur
716,lieb::A,ljúfur,dashur
717,lustig::A,kátur,gëzuar
718,sanft::A,blíður,butë
719,hungrig::A,soltinn,uritur
720,hungrig::A,hungraður,uritur
721,krank::A,sjúkur,sëmurë
722,nackt::A,nakinn,lakuriq
723,nackt::A,nakinn,zhveshur
724,traurig::A,dapur,trishtuar
725,traurig::A,hryggur,trishtuar
726,lebendig::A,lifandi,gjallë
727,gut::A,góður,mirë
728,schlecht::A,slæmur,keq
729,schlecht::A,lélegur,keq
730,richtig::A,réttur,drejtë
731,schlimm::A,slæmur,keq
732,wahr::A,sannur,vërtetë
733,alt::A,gamall,vjetër
734,neu::A,nýr,i ri
735,ehemalig::A,fyrrverandi,dikurshëm
736,alt[Lebewesen]::A,gamall,plak
737,jung::A,ungur,i ri
738,arm::A,vesall,varfër
739,arm::A,vesall,vobektë
740,arm::A,fátækur,varfër
741,arm::A,fátækur,vobektë
742,reich::A,ríkur,pasur
743,reich::A,auðugur,pasur
744,bekannt::A,kunnugur,njohur
745,berühmt::A,frægur,famshëm
746,fremd::A,framandi,huaj
747,fremd::A,ókunnugur,huaj
748,verschieden::A,ýmis,ndryshëm
749,nah::A,nálægur,afërt
750,fern::A,fjarri,largët
751,fern::A,fjarlægur,largët
752,linker::A,vinstri,majtë
753,rechter::A,hægri,djathtë
754,anderer::A,annar,tjetër
755,erster::A,fyrsti,parë
756,zweiter::A,annar,dytë
757,dritter::A,þriðji,i tretë
758,letzter::A,síðasti,fundit
759,allein::ADV,einn,vetëm
760,allein::ADV,aleinn,vetëm
761,auf einmal::ADV,allt í einu,njëkohësisht
762,zusammen::ADV,saman,bashkë
763,zusammen::ADV,saman,së bashku
764,lange::ADV,lengi,për një kohë të gjatë
765,plötzlich::ADV,skyndilega,befas
766,sofort::ADV,strax,menjëherë
767,sofort::ADV,strax,aty për aty
768,sofort::ADV,þegar í stað,menjëherë
769,sofort::ADV,þegar í stað,aty për aty
770,später::ADV,seinna,më vonë
771,jetzt::ADV,nú,tash
772,jetzt::ADV,núna,tash
773,heute::ADV,í dag,sot
774,morgen::ADV,á morgun,nesër
775,bald::ADV,brátt,shpejt
776,bald::ADV,brátt,së shpejti
777,bald::ADV,bráðum,shpejt
778,bald::ADV,bráðum,së shpejti
779,dann::ADV,svo,pastaj
780,dann::ADV,síðan,pastaj
781,gestern::ADV,í gær,dje
782,einst::ADV,forðum,dikur
783,damals::ADV,þá,atëherë
784,damals::ADV,á þeim tímum,atëherë
785,danach::ADV,á eftir því,mandej
786,vorher::ADV,áður,më parë
787,zuerst::ADV,fyrst,së pari
788,einmal::ADV,einu sinni,njëherë
789,manchmal::ADV,stundum,nganjëherë
790,oft::ADV,oft,shpesh
791,immer::ADV,alltaf,përherë
792,immer::ADV,alltaf,gjithnjë
793,immer::ADV,sífellt,përherë
794,immer::ADV,sífellt,gjithnjë
795,niemals::ADV,aldrei,kurrë
796,niemals::ADV,aldrei,asnjëherë
797,hier::ADV,hér,këtu
798,hierhin::ADV,hingað,knej
799,von hier::ADV,héðan,që këtej
800,von hier::ADV,héðan,prej këtej
801,dort::ADV,þar,aty
802,dort::ADV,þar,atje
803,dort::ADV,þarna,aty
804,dort::ADV,þarna,atje
805,dorthin::ADV,þangað,anej
806,geradeaus::ADV,beint áfram,drejt
807,vorwärts::ADV,áfram,mbroth
