,Concept_ID,ku,bg
850,elf::NUM,yazdeh,единадесет
851,zwölf::NUM,diwazdeh,дванайсет
852,zwölf::NUM,diwazdeh,дванадесет
853,zwanzig::NUM,bîst,двайсет
854,zwanzig::NUM,bîst,двадесет
855,dreißig::NUM,sih,тридесет
856,vierzig::NUM,çil,четиридесет
857,fünfzig::NUM,pençi,петдесет
858,sechzig::NUM,şêst,шестдесет
859,siebzig::NUM,heftê,седемдесет
860,achtzig::NUM,heştê,осемдесет
861,neunzig::NUM,nod,деветдесет
862,hundert::NUM,sêd,сто
863,tausend::NUM,hezar,хиляда
864,und::CNJ,û,а
865,und::CNJ,û,та
866,oder::CNJ,an,или
867,oder::CNJ,yan,или
868,stehen::V,sekinîn,стоя
869,sitzen::V,rûniştin,седя
870,liegen::V,paldan,лежа
871,hängen::V,darve kirin,вися
872,werden::V,bûn,бъда
873,werden::V,bûn,стана
874,passieren::V,hatin holê,случа се
875,passieren::V,hatin serê kesî,случа се
876,beginnen::V,li dest pêkirin,започна
877,enden::V,xalas bû,свърша
878,wechseln::V,guherandin,променям
879,wechseln::V,dêgiş kirin,променям
880,aufgehen[Sonne]::V,hilatin,изгрея
881,untergehen[Sonne]::V,çun ava,заляза
882,scheinen[Sonne]::V,şewk de,грея
883,scheinen[Sonne]::V,şewk de,светя
884,donnern::V,gire-gir,гърмя
885,wehen::V,ba le de,вея
886,wehen::V,ba le de,духам
887,strömen::V,xwe girtin,тека
888,strömen::V,xwe girtin,лея се
889,fließen::V,herikîn,тека
890,sich drehen::V,xwe zivirandin,въртя се
891,schwanken::V,hejandin,клатя се
892,schwingen::V,libakirin,трептя
893,fallen::V,ketin,падам
894,brennen::V,şewitîn,горя
895,rauchen::V,kişandin,димя
896,regnen::V,bahran tê,вали дъжд
897,gefrieren::V,qefilandin,замръзна
898,tauen::V,helandin,топя се
899,schmelzen::V,helandin,разтопя се
900,trocknen::V,zuwabûn,съхна
901,sieden::V,kelîn,вря
902,sieden::V,kelîn,кипя
903,faulen::V,xerabûn,гния
904,verfaulen::V,xerabûn,изгния
905,reißen::V,jêkirin,напукам се
906,versinken::V,xerq bûn,потъна
907,vergehen::V,derbas bûn,минавам
908,erscheinen::V,peyda bûn,явя се
909,verschwinden::V,wendabûn,изчезна
910,sinken::V,noq bûn,падна
911,abnehmen::V,kêm bûn,отслабна
912,zunehmen::V,qelew bûn,нарасна
913,steigen::V,hildan,увелича се
914,steigen::V,hildan,покачвам се
915,wachsen::V,mezin bûn,раста
916,glänzen::V,biriqîn,лъщя
917,glänzen::V,biriqîn,блестя
918,funkeln::V,çikisîn,искря
919,lärmen::V,guşîn,шумя
920,läuten::V,lê de,звъня
921,klingeln::V,sîl dan,звъня
922,klingeln::V,ringerin,звъня
923,klirren::V,zingzing hat,звънтя
924,klirren::V,zingzing hat,дрънкам
925,brausen::V,guşîn,буча
926,rauschen::V,guşîn,шумя
927,klingen::V,deng pe ketin,звуча
928,bellen::V,kewtîn,лая
929,heulen::V,ûrîn,вия
930,heulen::V,ûrîn,рева
931,blasen::V,puf kirin,духна
932,pfeifen::V,fîkandin,свиря
933,schreien::V,qîrîn,крещя
934,stöhnen::V,nalîn,стена
935,stöhnen::V,nalîn,пъшкам
936,zittern::V,hejîn,треперя
937,leben::V,jihîn,живея
938,geboren werden::V,hatin dinyê,родя се
939,geboren werden::V,bûn,родя се
940,atmen::V,hilmijîn,дишам
941,trinken::V,vexwarin,пия
942,essen::V,xwarin,ям
943,schlucken::V,daqulbandin,гълтам
944,müde werden::V,betilîln,уморя се
945,müde werden::V,qerimîn,уморя се
946,einschlafen::V,razan,заспя
947,schlafen::V,razan,спя
948,schlafen::V,razandin,спя
949,aufwachen::V,şiyarbûn,събудя се
950,aufstehen::V,rabûn,стана
951,sich erholen::V,baş bûn,отдъхвам си
952,krank werden::V,nexweş kêt,заболея
953,krank sein::V,nexweş bû,боледувам
954,schmerzen::V,êşandin,боля
955,husten::V,kuxin,кашлям
956,genesen::V,baş bûn,оздравея
957,sterben::V,mirin,умра
958,umkommen::V,mirin,загина
959,sich bewegen::V,leqîn,движа се
960,sich bewegen::V,leqîn,мърдам се
961,sich rühren::V,leqîn,движа се
962,sich erheben::V,rabûn,стана
963,sich setzen::V,runiştin,седна
964,hinfallen::V,kêtin,падна
965,laufen::V,meşîn,ходя
966,schreiten::V,meşkirin,крача
967,spazierengehen::V,gerandin,разхождам се
968,eilen::V,lezandin,бързам
969,sich beeilen::V,zûkirin,побързам
970,sausen::V,fîzîn,тичам
971,rennen::V,baz dan,бягам
972,springen::V,hilpekîn,скачам
973,klettern::V,hilperikîn,катеря се
974,schaukeln::V,lorandin,люлея се
975,kriechen::V,xuşandin,лазя
976,kriechen::V,xuşandin,пълзя
977,schwimmen::V,avjenîn,плувам
978,tauchen::V,qutxuyardin,гмуркам се
979,tauchen::V,noqîn,гмуркам се
980,rudern::V,qaîq ajotin,греба
981,fahren::V,ajotin,пътувам
982,fliegen::V,firîn,летя
983,fliegen::V,firîn,хвърча
984,gehen::V,çûn,ида
985,gehen::V,çûn,вървя
986,weggehen::V,çûn,отида си
987,abfahren::V,çûyin,отпътувам
988,anhalten::V,rawestîn,спра се
989,hineingehen::V,ketin hundir,влизам
990,eintreten::V,têketin,вляза
991,kommen::V,hatin,ида
992,kommen::V,hatin,дойда
993,ankommen::V,gihan,пристигна
994,ankommen::V,gihîştin,пристигна
995,zurückkommen::V,vegerandin,върна се
996,bleiben::V,sekinîn,остана
997,warten::V,payîn,чакам
998,erwarten::V,payîn,очаквам
999,suchen::V,lêgerîn,търся
1000,finden::V,peyda kirin,намеря
1001,versuchen::V,çeribandin,опитам
1002,vorbereiten::V,amade kirin,подготвя
1003,lieben::V,hez kirin,любя
1004,mögen::V,dil kirin,обичам
1005,lachen::V,kenîn,смея се
1006,rühren::V,hêjan,трогна
1007,weinen::V,girîn,плача
1008,schimpfen::V,pevçûn,ругая
1009,schimpfen::V,pevçûn,псувам
1010,sich ärgern::V,enirîn,ядосам се
1011,sich fürchten::V,tirsîn,боя се
1012,sich fürchten::V,tirsîn,страхувам се
1013,fürchten::V,tirsin,боя се от
1014,fürchten::V,tirsin,страхувам се от
1015,fliehen::V,bazdan,бягам
1016,flüchten::V,revîn,бягам
1017,flüchten::V,revîn,избягам
1018,sehen::V,dîtin,видя
1019,anschauen::V,sêr kirin,гледам
1020,ansehen::V,hesibandin,поглеждам
1021,hören::V,guhdar jirin,чувам
1022,zuhören::V,guhdarî kirin,слушам
1023,probieren::V,tehm kirin,опитам
1024,riechen::V,bihn kirin,подуша
1025,fühlen::V,hîs kirin,усещам
1026,fühlen::V,hîs kirin,чувствувам
1027,scheinen::V,xoyer kir,изглеждам
1028,zu sehen sein::V,diyar bûn,виждам се
1029,vernehmen::V,bihîstin,доловя
1030,frieren::V,qerişîn,мръзна
1031,tun::V,kirin,правя
1032,können::V,karin,мога
1033,wollen::V,xwestîn,ща
1034,wollen::V,xwestîn,искам
1035,anfangen::V,dest pêkirin,започна
1036,beenden::V,xelas kirin,свърша
1037,beenden::V,xelas kirin,завърша
1038,aufhören::V,xelas kirin,престана
1039,gelingen::V,çe bûn,успея
1040,gelingen::V,çe bûn,сполуча
1041,geraten::V,qewîmîn,удам се
1042,öffnen::V,vekirin,отворя
1043,schließen::V,girtin,затворя
1044,stellen::V,danîn,поставя
1045,setzen::V,rûniştin,туря
1046,legen::V,danîn,сложа
1047,legen::V,danîn,слагам
1048,legen::V,razandin,сложа
1049,legen::V,razandin,слагам
1050,berühren::V,lêketin,докосна
1051,verbinden::V,anîn pê,свържа
1052,bedecken::V,sergirtin,покрия
1053,aufhängen::V,aliqandin,закача
1054,anzünden::V,pêxistin,запаля
1055,aufheben::V,hildan,вдигна
1056,aufheben::V,hildan,повдигна
1057,zurücklassen::V,hiştin,оставя
1058,zurücklassen::V,vehiştin,оставя
1059,verlieren::V,wendakirin,загубя
1060,fallen lassen::V,xistin bixe,изпусна
1061,fallen lassen::V,xistin,изпусна
1062,machen::V,kirin,направя
1063,machen::V,çêkirin,направя
1064,herstellen::V,çê kirin,произведа
1065,herstellen::V,peyda kirin,произведа
1066,bauen::V,lêkirin,строя
1067,reparieren::V,veherînerîn,поправя
1068,verbessern::V,sererastkirin,подобря
1069,ändern::V,degiş kirin,променя
1070,graben::V,kolandin,копая
1071,beugen::V,tewîn,прегъна
1072,beugen::V,xwar kirin,прегъна
1073,biegen::V,tewandin,прегъна
1074,biegen::V,xwarkirin,прегъна
1075,drehen::V,fitilandin,въртя
1076,wenden::V,zivîrin,обърна
1077,umdrehen::V,vegerandin,обърна
1078,heben::V,hildan,вдигам
1079,hochheben::V,hildan,издигна
1080,ergreifen::V,dest avêtin,хвана
1081,ergreifen::V,dest avêtin,обхвана
1082,halten::V,hîştin,държа
1083,halten::V,sekinîn,държа
1084,drücken::V,pêl kirin,натискам
1085,drücken::V,pêl kirin,притискам
1086,schieben::V,damdan,тикам
1087,kratzen::V,xurandin,одраскам
1088,lecken::V,alastin,лижа
1089,lecken::V,alastin,ближа
1090,beißen::V,gez kirin,хапя
1091,beißen::V,gez kirin,ухапя
1092,abreißen::V,hilşandin,откъсна
1093,abschneiden::V,jêkirin,отрежа
1094,binden::V,girêdan,вържа
1095,stecken::V,têxistin,пъхна
1096,brechen::V,şikandin,троша
1097,klopfen::V,kutandin,чукам
1098,hauen::V,li dan,бия
1099,kleben::V,zeliqîn,лепя
1100,kleben::V,zeliqîn,залепя
1101,kleben::V,şirêz kirin,лепя
1102,kleben::V,şirêz kirin,залепя
1103,reiben::V,firikandin,трия
1104,reiben::V,firikandin,търкам
1105,streichen::V,bax dan,намажа
1106,schleifen::V,çarkirin,остря
1107,schneiden::V,jêkirin,режа
1108,rütteln::V,hejandin,разтърсвам
1109,schütteln::V,daweşîn,клатя
1110,schütteln::V,daweşîn,друсам
1111,schwenken::V,têwdan,размахам
1112,schütten::V,rijandin,сипя
1113,füllen::V,dagirtin,напълня
1114,einwickeln::V,pêçandin,увия
1115,einwickeln::V,pêçandin,завия
1116,tragen::V,kişandin,нося
1117,tragen::V,rajtin,нося
1118,schleppen::V,kişandin,влача
1119,ziehen::V,kişandin,тегля
1120,ziehen::V,kişandin,дръпна
1121,aufbewahren::V,hilandin,съхраня
1122,werfen::V,avêtin,хвърля
1123,fangen::V,sem kirin,ловя
1124,fangen::V,sem kirin,уловя
1125,fangen::V,girtin,ловя
1126,fangen::V,girtin,уловя
1127,packen::V,pê girtin,хвана
1128,verstecken::V,hîlanin,крия
1129,verstecken::V,hîlanin,скрия
1130,teilen::V,parvekirin,разделя
1131,schicken::V,şandin,изпращам
1132,bringen::V,anîn,донеса
1133,bringen::V,birin,донеса
1134,hinzufügen::V,dan ser,прибавя
1135,hinzufügen::V,li tiştekî zêde kirin,прибавя
1136,bekommen::V,standin,сдобия се
1137,erhalten::V,standin,получа
1138,nehmen::V,girtin,взема
1139,wählen::V,ray dan,избирам
1140,auswählen::V,bijartin,избера
1141,bewahren::V,rê li ber girtin,пазя
1142,bewahren::V,lê xwedî derketin,пазя
1143,behindern::V,bara wi,преча
1144,behindern::V,bara wi,спъвам
1145,verderben::V,heram bûn,разваля
1146,beschädigen::V,xerab kirin,повредя
1147,zerbrechen::V,şikênandin,счупя
1148,zerbrechen::V,perçe kirin,счупя
1149,zerreißen::V,qelişandin,скъсам
1150,zerstören::V,hilşandin,разруша
1151,verbrennen::V,şewitandin,изгоря
1152,geben::V,dan,дам
1153,geben::V,dayin,дам
1154,reichen::V,besbûn,подам
1155,reichen::V,têrkirin,подам
1156,schenken::V,diyarî kirin,подаря
1157,versprechen::V,soz dan,обещая
1158,wünschen::V,dil kirin,желая
1159,loben::V,pesinandin,хваля
1160,küssen::V,maçkirin,целувам
1161,wiegen::V,lorandin,люлея
1162,wiegen::V,wezinandin,люлея
1163,zudecken::V,nixumandin,покрия
1164,wecken::V,bixwe hesandin,събудя
1165,zeigen::V,şanîdan,покажа
1166,führen::V,raber kirin,водя
1167,führen::V,raber kirin,заведа
1168,lehren::V,hîn kirin,уча
1169,unterrichten::V,ders dan,преподавам
1170,aufziehen::V,mesinkirin,отгледам
1171,leiten::V,rêberî kirin,ръководя
1172,leiten::V,rêberî kirin,управлявам
1173,antreiben::V,bezandin,подкарвам
1174,lassen::V,berdan,накарам
1175,lassen::V,hiştin,накарам
1176,einladen::V,dawet kirin,поканя
1177,vereinigen::V,bi yek kirin,съединя
1178,besuchen::V,mêvan bûn,посетя
1179,treffen::V,rast hatin,срещна
1180,sich versammeln::V,li hev çivîn,събера се
1181,spielen::V,listin,играя
1182,singen::V,stran,пея
1183,tanzen::V,reqisîn,танцувам
1184,sich trennen::V,hew berdan,разделя се
1185,verlassen::V,tanê hişt,напусна
1186,verlassen::V,bêkes,напусна
1187,retten::V,rihakirin,спася
1188,bewachen::V,raçavkirin,охранявам
1189,schützen::V,hemet kirin,запазя
1190,verteidigen::V,paraztin,защитя
1191,sich schlagen::V,li hev bezîn,бия се
1192,schießen::V,agir kirin,стрелям
1193,siegen::V,biser ketin,победя
1194,ärgern::V,xeyirandin,ядосам
1195,schlagen::V,lêdan,бия
1196,schlagen::V,lêdan,ударя
1197,schlagen::V,lêxistin,бия
1198,schlagen::V,lêxistin,ударя
1199,treten::V,têlekirin,ритам
1200,stechen::V,têrekirin,бодна
1201,stoßen::V,lêketin,бутна
1202,stoßen::V,lêketin,блъсна
1203,stehlen::V,dizîn,
1204,stehlen::V,dizî birin,
1205,stören::V,aciz kirin,смутя
1206,belästigen::V,li tela yeki ketin,отегча
1207,belästigen::V,li tela yeki ketin,безпокоя
1208,verbergen::V,veşartin,скрия
1209,verbergen::V,kemîndanîn,скрия
1210,täuschen::V,xapandin,измамя
1211,täuschen::V,lê zexeli kirin,измамя
1212,betrügen::V,xapandin,измамя
1213,töten::V,kûştin,убия
1214,töten::V,kûştin,умъртвя
1215,wohnen::V,rûniştin,живея
1216,arbeiten::V,kar kirin,работя
1217,arbeiten::V,şêxulin,работя
1218,sammeln::V,komkirin,събера
1219,pflücken::V,çinîn,бера
1220,pflücken::V,çinîn,откъсна
1221,jagen::V,nêçîr kirin,ловувам
1222,fischen::V,masî girtin,ловя риба
1223,fassen::V,pê girtin,хвана
1224,fassen::V,sêm kirin,хвана
1225,hüten::V,hei jê man,пазя
1226,treiben::V,bêherandin,карам
1227,anbinden::V,tewilandin,завържа
1228,füttern::V,xwarine dan lê,храня
1229,melken::V,dotin,доя
1230,hacken::V,kolandin,сека
1231,gießen::V,av dan,полея
1232,reifen::V,kemilîn,узрея
1233,zubereiten::V,çe kirin,приготвя
1234,kochen::V,xwarin çe kirin,варя
1235,kochen::V,kelandin,варя
1236,backen::V,pijandin,пека
1237,braten::V,qelandin,пържа
1238,braten::V,sor kirin,пържа
1239,umrühren::V,têvdan,разбъркам
1240,stricken::V,hûnan,плета
1241,nähen::V,kêl kirin,шия
1242,färben::V,boyax kirin,боядисам
1243,reinigen::V,paqijkirin,почистя
1244,waschen::V,şuştin,мия
1245,waschen::V,şuştin,пера
1246,abwischen::V,pakîj kirin,избърша
1247,spülen::V,şuştin,плакна
1248,fegen::V,maliştin,измета
1249,kehren::V,maliştin,мета
1250,baden::V,serîşûştin,къпя се
1251,sich waschen::V,serîşûştin,мия се
1252,ausziehen::V,jê kirin,съблека
1253,anziehen::V,pê kirin,облека
1254,sich anziehen::V,xwe kirin,облека се
1255,kämmen::V,şeh kirin,реша
1256,kämmen::V,şeh kirin,вчеша
1257,schmücken::V,xemilandin,накича
1258,sagen::V,gotin,кажа
1259,sagen::V,peyivîn,кажа
1260,sprechen::V,peyivîn,говоря
1261,reden::V,axaftin,говоря
1262,sich unterhalten::V,hev biştaxilin,разговарям
1263,fragen::V,pirsîn,запитам
1264,fragen::V,pirs kirin,запитам
1265,bitten::V,tika kirin,моля
1266,erzählen::V,behs kirin,разкажа
1267,mitteilen::V,vegotin,съобщя
1268,nennen::V,bi nav kirin,нарека
1269,rufen::V,bakirin,викам
1270,rufen::V,bakirin,повикам
1271,prahlen::V,pesnê xwe dan,хваля се
1272,übersetzen::V,qulibandin,преведа
1273,übersetzen::V,derbas kirin,преведа
1274,denken::V,fikirîn,мисля
1275,glauben::V,bawer bûn,вярвам
1276,bemerken::V,bala xwe dan,забележа
1277,bemerken::V,çac lê ketin,забележа
1278,erkennen::V,pêhesîn,позная
1279,begreifen::V,fêmkirin,схвана
1280,verstehen::V,fêmkirin,разбера
1281,lernen::V,halmandin,уча се
1282,lernen::V,fêrbun,уча се
1283,wissen::V,zanîn,зная
1284,sich erinnern an::V,bir bûn,спомня си за
1285,vergessen::V,ji bir kirin,забравя
1286,messen::V,pê kanîn,меря
1287,zählen::V,hejmardin,броя
1288,rechnen::V,hesibandin,сметна
1289,lesen::V,xwendin,чета
1290,malen::V,rengandin,рисувам
1291,malen::V,boyax kirin,рисувам
1292,zeichnen::V,işaret kirin,рисувам
1293,schreiben::V,nivîsandin,пиша
1294,besitzen::V,hebûn,имам
1295,besitzen::V,hebûn,притежавам
1296,kaufen::V,kirîn,купя
1297,kaufen::V,kirîn,купувам
1298,verkaufen::V,firotin,продам
1299,bezahlen::V,pere dan,заплатя
1300,zahlen::V,pere dan,платя
1301,zahlen::V,dayin,платя
1302,beherrschen::V,zebt kirin,владея
1303,beherrschen::V,hukim kirin,владея
1304,ertragen::V,bihêzkirin,понеса
