,Concept_ID,it,da
853,acht::NUM,otto,otte
854,neun::NUM,nove,ni
855,zehn::NUM,dieci,ti
856,elf::NUM,ùndici,elleve
857,zwölf::NUM,dodici,tolv
858,zwanzig::NUM,venti,tyve
859,dreißig::NUM,trenta,tredive
860,vierzig::NUM,quaranta,fyrre
861,vierzig::NUM,quaranta,fyrretyve
862,fünfzig::NUM,cinquanta,halvtreds
863,sechzig::NUM,sessanta,tres
864,siebzig::NUM,settanta,halvfjerds
865,achtzig::NUM,ottanta,firs
866,neunzig::NUM,novanta,halvfems
867,hundert::NUM,cento,hundrede
868,tausend::NUM,mille,tusind
869,und::CNJ,e,og
870,oder::CNJ,o,eller
871,stehen::V,stare in piedi,stå
872,sitzen::V,sedere,sidde
873,sitzen::V,stare seduto,sidde
874,liegen::V,giacere,ligge
875,hängen::V,pèndere,hænge
876,hängen::V,èssere appeso,hænge
877,werden::V,farsi,blive
878,werden::V,diventare,blive
879,passieren::V,succèdere,ske
880,passieren::V,succèdere,hænde
881,beginnen::V,cominciare,begynde
882,enden::V,finire,ende
883,enden::V,terminare,ende
884,wechseln::V,variare,veksle
885,wechseln::V,cambiare,veksle
886,aufgehen[Sonne]::V,sòrgere,gå op
887,aufgehen[Sonne]::V,sòrgere,stå op
888,aufgehen[Sonne]::V,spuntare,gå op
889,aufgehen[Sonne]::V,spuntare,stå op
890,untergehen[Sonne]::V,tramontare,gå ned
891,scheinen[Sonne]::V,splèndere,skinne
892,donnern::V,tonare,tordne
893,wehen::V,soffiare,blæse
894,strömen::V,fluire,strømme
895,fließen::V,fluire,flyde
896,fließen::V,scorrere,flyde
897,sich drehen::V,girarsi,dreje sig
898,schwanken::V,oscillare,vakle
899,schwanken::V,barcollare,vakle
900,schwingen::V,vibrare,svinge
901,schwingen::V,oscillare,svinge
902,fallen::V,cadere,falde
903,brennen::V,àrdere,brænde
904,brennen::V,bruciare,brænde
905,rauchen::V,fumare,ryge
906,regnen::V,piòvere,regne
907,gefrieren::V,gelarsi,fryse
908,gefrieren::V,congelarsi,fryse
909,tauen::V,sciògliersi,tø
910,schmelzen::V,fòndere,smelte
911,schmelzen::V,sciògliersi,smelte
912,trocknen::V,asciugarsi,tørre
913,sieden::V,bollire,koge
914,faulen::V,marcire,rådne
915,verfaulen::V,imputridire,rådne
916,reißen::V,strapparsi,briste
917,versinken::V,affondare,synke
918,versinken::V,affondare,synke ned
919,vergehen::V,passare,forløbe
920,erscheinen::V,apparire,vise sig
921,erscheinen::V,comparire,vise sig
922,verschwinden::V,sparire,forsvinde
923,verschwinden::V,scomparire,forsvinde
924,sinken::V,calare,synke
925,sinken::V,scendere,synke
926,abnehmen::V,diminuire,aftage
927,zunehmen::V,aumentare,tiltage
928,steigen::V,salire,stige
929,steigen::V,montare,stige
930,wachsen::V,crescere,gro
931,wachsen::V,crescere,vokse
932,glänzen::V,splèndere,glinse
933,funkeln::V,brillare,tindre
934,funkeln::V,scintillare,tindre
935,lärmen::V,strepitare,larme
936,lärmen::V,fare chiasso,larme
937,läuten::V,suonare,ringe
938,klingeln::V,suonare,ringe
939,klirren::V,tintinnare,klirre
940,brausen::V,rombare,bruse
941,brausen::V,rumoreggiare,bruse
942,rauschen::V,frusciare,suse
943,klingen::V,suonare,lyde
944,klingen::V,suonare,klinge
945,bellen::V,latrare,gø
946,bellen::V,abbaiare,gø
947,heulen::V,urlare,hyle
948,heulen::V,ululare,hyle
949,blasen::V,soffiare,blæse
950,pfeifen::V,fischiare,fløjte
951,schreien::V,gridare,skrige
952,stöhnen::V,gèmere,stønne
953,zittern::V,tremare,dirre
954,zittern::V,tremare,skælve
955,leben::V,vìvere,leve
956,geboren werden::V,nàscere,fødes
957,atmen::V,respirare,ånde
958,trinken::V,bere,drikke
959,essen::V,mangiare,spise
960,schlucken::V,inghiottire,synke
961,müde werden::V,stancarsi,blive træt
962,einschlafen::V,addormentarsi,falde i søvn
963,schlafen::V,dormire,sove
964,aufwachen::V,svegliarsi,vågne
965,aufstehen::V,levarsi,stå op
966,sich erholen::V,riposarsi,komme sig
967,krank werden::V,ammalarsi,blive syg
968,krank sein::V,èssere malato,være syg
969,schmerzen::V,dolere,smerte
970,husten::V,tossire,hoste
971,genesen::V,guarire,komme sig
972,sterben::V,morire,dø
973,umkommen::V,perire,omkomme
974,sich bewegen::V,agitarsi,bevæge sig
975,sich rühren::V,muòversi,røre på sig
976,sich erheben::V,alzarsi,rejse sig
977,sich setzen::V,sedersi,sætte sig
978,hinfallen::V,cadere,
979,laufen::V,camminare,løbe
980,laufen::V,andare a piedi,løbe
981,schreiten::V,andare,skride
982,schreiten::V,procedere,skride
983,spazierengehen::V,passeggiare,gå en tur
984,spazierengehen::V,andare a passeggio,gå en tur
985,eilen::V,andare in fretta,ile
986,sich beeilen::V,affrettarsi,skynde sig
987,sausen::V,volare,suse
988,sausen::V,correre,suse
989,rennen::V,correre,løbe
990,rennen::V,correre,rende
991,springen::V,saltare,hoppe
992,springen::V,saltare,springe
993,klettern::V,arrampicarsi,klatre
994,schaukeln::V,fare l'altalena,gynge
995,kriechen::V,strisciare,krybe
996,schwimmen::V,nuotare,svømme
997,tauchen::V,tuffarsi,dykke
998,tauchen::V,immèrgersi,dykke
999,rudern::V,remare,ro
1000,fahren::V,andare,køre
1001,fahren::V,viaggiare,køre
1002,fliegen::V,volare,flyve
1003,gehen::V,andare,gå
1004,weggehen::V,andàrsene,gå bort
1005,weggehen::V,andare via,gå bort
1006,abfahren::V,partire,køre bort
1007,anhalten::V,fermarsi,standse
1008,hineingehen::V,entrare,gå ind
1009,eintreten::V,entrare,træde ind
1010,kommen::V,venire,komme
1011,ankommen::V,arrivare,ankomme
1012,zurückkommen::V,ritornare,komme tilbage
1013,bleiben::V,restare,blive
1014,bleiben::V,restare,forblive
1015,bleiben::V,rimanere,blive
1016,bleiben::V,rimanere,forblive
1017,warten::V,aspettare,vente
1018,erwarten::V,attèndere,vente
1019,erwarten::V,attèndere,afvente
1020,suchen::V,cercare,søge
1021,finden::V,trovare,finde
1022,versuchen::V,tentare,forsøge
1023,vorbereiten::V,preparare,forberede
1024,lieben::V,amare,elske
1025,mögen::V,piacere a,holde af
1026,mögen::V,piacere a,kunne lide
1027,mögen::V,volere bene a,holde af
1028,mögen::V,volere bene a,kunne lide
1029,lachen::V,rìdere,le
1030,rühren::V,commuòvere,røre
1031,weinen::V,piàngere,græde
1032,schimpfen::V,imprecare,skænde
1033,sich ärgern::V,stizzirsi,ærgre sig
1034,sich ärgern::V,arrabbiarsi,ærgre sig
1035,sich fürchten::V,avere paura,være bange
1036,fürchten::V,temere,være bange for
1037,fliehen::V,fuggire,flygte
1038,flüchten::V,sfuggire,flygte
1039,sehen::V,vedere,se
1040,anschauen::V,guardare,se på
1041,anschauen::V,guardare,betragte
1042,ansehen::V,guardare,anse
1043,hören::V,udire,høre
1044,hören::V,sentire,høre
1045,zuhören::V,ascoltare,høre til
1046,probieren::V,degustare,smage
1047,probieren::V,degustare,smage på
1048,probieren::V,assaggiare,smage
1049,probieren::V,assaggiare,smage på
1050,riechen::V,sentire,lugte
1051,fühlen::V,sentire,føle
1052,scheinen::V,parere,synes
1053,scheinen::V,sembrare,synes
1054,zu sehen sein::V,vedersi,synes
1055,vernehmen::V,sentire,erfare
1056,vernehmen::V,percepire,erfare
1057,frieren::V,aver freddo,fryse
1058,tun::V,fare,gøre
1059,können::V,sapere,kunne
1060,wollen::V,volere,ville
1061,anfangen::V,iniziare,begynde
1062,anfangen::V,cominciare,begynde
1063,beenden::V,finire,afslutte
1064,beenden::V,terminare,afslutte
1065,aufhören::V,finire,ophøre
1066,aufhören::V,finire,holde op
1067,aufhören::V,cessare,ophøre
1068,aufhören::V,cessare,holde op
1069,gelingen::V,riuscire,lykkes
1070,geraten::V,stare,blive
1071,öffnen::V,aprire,åbne
1072,schließen::V,chiùdere,lukke
1073,stellen::V,porre,stille
1074,stellen::V,mettere,stille
1075,setzen::V,porre,sætte
1076,setzen::V,mettere,sætte
1077,legen::V,posare,lægge
1078,legen::V,mettere,lægge
1079,berühren::V,toccare,berøre
1080,verbinden::V,unire,forbinde
1081,verbinden::V,congiùngere,forbinde
1082,bedecken::V,coprire,dække
1083,bedecken::V,coprire,bedække
1084,bedecken::V,ricoprire,dække
1085,bedecken::V,ricoprire,bedække
1086,aufhängen::V,attaccare,hænge
1087,aufhängen::V,attaccare,hænge op
1088,anzünden::V,accèndere,tænde
1089,anzünden::V,accèndere,antænde
1090,anzünden::V,incendiare,tænde
1091,anzünden::V,incendiare,antænde
1092,aufheben::V,raccògliere,løfte
1093,aufheben::V,raccògliere,tage op
1094,zurücklassen::V,lasciare,lade tilbage
1095,zurücklassen::V,lasciare indietro,lade tilbage
1096,verlieren::V,pèrdere,miste
1097,fallen lassen::V,lasciare cadere,tabe
1098,fallen lassen::V,lasciare cadere,droppe
1099,machen::V,fare,gøre
1100,herstellen::V,produrre,fremstille
1101,herstellen::V,fabbricare,fremstille
1102,bauen::V,costruire,bygge
1103,reparieren::V,riparare,reparere
1104,verbessern::V,migliorare,rette
1105,verbessern::V,migliorare,forbedre
1106,ändern::V,mutare,ændre
1107,ändern::V,cambiare,ændre
1108,graben::V,scavare,grave
1109,beugen::V,chinare,bøje
1110,beugen::V,flettere,bøje
1111,biegen::V,tòrcere,bøje
1112,drehen::V,girare,dreje
1113,wenden::V,girare,vende
1114,wenden::V,voltare,vende
1115,umdrehen::V,rivoltare,dreje om
1116,heben::V,levare,hæve
1117,hochheben::V,levare,løfte
1118,hochheben::V,sollevare,løfte
1119,ergreifen::V,afferrare,gribe fat i
1120,halten::V,tenere,holde
1121,drücken::V,premere,trykke
1122,schieben::V,spìngere,skyde
1123,schieben::V,spìngere,skubbe
1124,kratzen::V,grattare,klø
1125,kratzen::V,grattare,kradse
1126,kratzen::V,graffiare,klø
1127,kratzen::V,graffiare,kradse
1128,lecken::V,leccare,slikke
1129,beißen::V,mòrdere,bide
1130,abreißen::V,staccarsi,rive af
1131,abreißen::V,strapparsi,rive af
1132,abschneiden::V,tagliare,skære af
1133,binden::V,legare,binde
1134,binden::V,bendare,binde
1135,stecken::V,ficcare,stikke
1136,brechen::V,rompere,brække
1137,klopfen::V,bàttere,banke
1138,hauen::V,picchiare,hugge
1139,kleben::V,incollare,klistre
1140,reiben::V,fregare,gnide
1141,streichen::V,spalmare,smøre
1142,schleifen::V,arrotare,slibe
1143,schneiden::V,tagliare,skære
1144,schneiden::V,tagliare,klippe
1145,rütteln::V,scuòtere,ruske
1146,schütteln::V,agitare,ryste
1147,schütteln::V,scuòtere,ryste
1148,schwenken::V,agitare,svinge
1149,schwenken::V,sventolare,svinge
1150,schütten::V,versare,hælde
1151,füllen::V,riempire,fylde
1152,einwickeln::V,involtare,pakke ind
1153,tragen::V,portare,bære
1154,schleppen::V,trainare,slæbe
1155,schleppen::V,trascinare,slæbe
1156,ziehen::V,tirare,trække
1157,aufbewahren::V,custodire,opbevare
1158,aufbewahren::V,conservare,opbevare
1159,werfen::V,gettare,kaste
1160,werfen::V,lanciare,kaste
1161,fangen::V,prèndere,fange
1162,fangen::V,acchiappare,fange
1163,packen::V,pigliare,gribe
1164,packen::V,afferrare,gribe
1165,verstecken::V,nascondere,gemme
1166,teilen::V,divìdere,dele
1167,schicken::V,inviare,sende
1168,bringen::V,portare,bringe
1169,bringen::V,apportare,bringe
1170,hinzufügen::V,aggiùngere,tilføje
1171,bekommen::V,ricevere,få
1172,erhalten::V,ricevere,få
1173,nehmen::V,prèndere,tage
1174,wählen::V,elèggere,vælge
1175,wählen::V,scegliere,vælge
1176,auswählen::V,scegliere,udvælge
1177,bewahren::V,conservare,bevare
1178,behindern::V,impedire,hindre
1179,behindern::V,impedire,forhindre
1180,verderben::V,guastare,ødelægge
1181,beschädigen::V,danneggiare,beskadige
1182,zerbrechen::V,rompere,brække itu
1183,zerbrechen::V,spezzare,brække itu
1184,zerreißen::V,stracciare,rive itu
1185,zerstören::V,distrùggere,ødelægge
1186,verbrennen::V,bruciare,brænde
1187,geben::V,dare,give
1188,reichen::V,pòrgere,række
1189,schenken::V,regalare,forære
1190,versprechen::V,promettere,love
1191,wünschen::V,augurare,ønske
1192,loben::V,lodare,rose
1193,küssen::V,baciare,kysse
1194,wiegen::V,cullare,vugge
1195,wiegen::V,dondolare,vugge
1196,zudecken::V,coprire,dække til
1197,wecken::V,svegliare,vække
1198,zeigen::V,indicare,vise
1199,führen::V,guidare,føre
1200,führen::V,condurre,føre
1201,lehren::V,insegnare,lære
1202,unterrichten::V,istruire,undervise
1203,unterrichten::V,insegnare,undervise
1204,aufziehen::V,allevare,opdrage
1205,leiten::V,avviare,lede
1206,leiten::V,dirìgere,lede
1207,antreiben::V,incitare,skynde på
1208,lassen::V,fare,få til at
1209,einladen::V,invitare,indbyde
1210,einladen::V,invitare,invitere
1211,vereinigen::V,unire,forene
1212,besuchen::V,visitare,besøge
1213,besuchen::V,far vìsita a,besøge
1214,treffen::V,incontrare,møde
1215,sich versammeln::V,rinunirsi,forsamles
1216,spielen::V,giocare,lege
1217,spielen::V,giocare,spille
1218,singen::V,cantare,synge
1219,tanzen::V,danzare,danse
1220,sich trennen::V,separarsi,skilles
1221,verlassen::V,lasciare,forlade
1222,verlassen::V,abbandonare,forlade
1223,retten::V,salvare,redde
1224,bewachen::V,custodire,bevogte
1225,schützen::V,protèggere,skærme
1226,schützen::V,protèggere,beskytte
1227,verteidigen::V,difèndere,forsvare
1228,sich schlagen::V,bàttersi,slås
1229,schießen::V,sparare,skyde
1230,siegen::V,vìncere,sejre
1231,ärgern::V,stizzire,ærgre
1232,schlagen::V,bàttere,slå
1233,treten::V,calciare,sparke
1234,stechen::V,pùngere,stikke
1235,stoßen::V,urtare,støde
1236,stoßen::V,spìngere,støde
1237,stehlen::V,rubare,stjæle
1238,stören::V,disturbare,forstyrre
1239,belästigen::V,molestare,genere
1240,belästigen::V,molestare,ulejlige
1241,belästigen::V,importunare,genere
1242,belästigen::V,importunare,ulejlige
1243,verbergen::V,celare,skjule
1244,verbergen::V,nascondere,skjule
1245,täuschen::V,ingannare,villede
1246,betrügen::V,frodare,bedrage
1247,betrügen::V,truffare,bedrage
1248,töten::V,uccìdere,dræbe
1249,wohnen::V,abitare,bo
1250,arbeiten::V,lavorare,arbejde
1251,sammeln::V,raccògliere,samle
1252,sammeln::V,collezionare,samle
1253,pflücken::V,cògliere,plukke
1254,jagen::V,cacciare,jage
1255,fischen::V,pescare,fiske
1256,fassen::V,catturare,fange
1257,fassen::V,acchiappare,fange
1258,hüten::V,pascolare,vogte
1259,treiben::V,spìngere,drive
1260,anbinden::V,legare,binde fast
1261,anbinden::V,attaccare,binde fast
1262,füttern::V,dar da mangiare a,fodre
1263,melken::V,mùngere,malke
1264,hacken::V,tritare,hakke
1265,hacken::V,spaccare,hakke
1266,gießen::V,annaffiare,hælde
1267,reifen::V,maturare,modne
1268,zubereiten::V,preparare,tilberede
1269,kochen::V,cuòcere,koge
1270,backen::V,cuòcere,bage
1271,backen::V,cuòcere al forno,bage
1272,braten::V,frìggere,stege
1273,braten::V,arrostire,stege
1274,umrühren::V,mescolare,røre om
1275,stricken::V,llavorare a maglia,strikke
1276,nähen::V,cucire,sy
1277,färben::V,tìngere,farve
1278,reinigen::V,pulire,rense
1279,reinigen::V,pulire,gøre ren
1280,reinigen::V,nettare,rense
1281,reinigen::V,nettare,gøre ren
1282,waschen::V,lavare,vaske
1283,abwischen::V,asciugare,tørre af
1284,spülen::V,lavare,skylle
1285,spülen::V,sciacquare,skylle
1286,fegen::V,spazzare,feje
1287,kehren::V,spazzare,feje
1288,baden::V,bagnarsi,bade
1289,baden::V,fare il bagno,bade
1290,sich waschen::V,lavarsi,vaske sig
1291,ausziehen::V,tògliersi,tage af
1292,anziehen::V,mettersi,tage på
1293,anziehen::V,indossare,tage på
1294,sich anziehen::V,vestirsi,klæde sig på
1295,kämmen::V,pettinare,rede
1296,kämmen::V,pettinare,frisere
1297,schmücken::V,ornare,pynte
1298,schmücken::V,ornare,smykke
1299,schmücken::V,decorare,pynte
1300,schmücken::V,decorare,smykke
1301,sagen::V,dire,sige
1302,sprechen::V,parlare,snakke
1303,reden::V,parlare,tale
1304,reden::V,parlare,snakke
1305,sich unterhalten::V,conversare,snakke sammen
1306,fragen::V,chièdere,spørge
1307,fragen::V,domandare,spørge
1308,bitten::V,pregare,bede
1309,erzählen::V,narrare,berette
1310,erzählen::V,narrare,fortælle
1311,erzählen::V,raccontare,berette
1312,erzählen::V,raccontare,fortælle
1313,mitteilen::V,comunicare,meddele
1314,nennen::V,nominare,nævne
1315,rufen::V,chiamare,råbe
1316,prahlen::V,vantarsi,prale
1317,übersetzen::V,tradurre,oversætte
1318,denken::V,pensare,tænke
1319,glauben::V,credere,tro
1320,bemerken::V,notare,bemærke
1321,bemerken::V,notare,lægge mærke til
1322,bemerken::V,osservare,bemærke
1323,bemerken::V,osservare,lægge mærke til
1324,erkennen::V,riconoscere,genkende
1325,begreifen::V,capire,begribe
1326,begreifen::V,comprèndere,begribe
1327,verstehen::V,intèndere,forstå
1328,verstehen::V,comprèndere,forstå
1329,lernen::V,imparare,lære
1330,lernen::V,apprèndere,lære
1331,wissen::V,sapere,vide
1332,sich erinnern an::V,ricordare,mindes
1333,sich erinnern an::V,ricordare,huske på
1334,sich erinnern an::V,ricordarsi di,mindes
1335,sich erinnern an::V,ricordarsi di,huske på
1336,vergessen::V,dimenticare,glemme
1337,messen::V,misurare,måle
1338,zählen::V,contare,tælle
1339,rechnen::V,contare,regne
1340,rechnen::V,calcolare,regne
1341,lesen::V,lèggere,læse
1342,malen::V,dipìngere,male
1343,zeichnen::V,disegnare,tegne
1344,schreiben::V,scrìvere,skrive
1345,besitzen::V,possedere,eje
1346,besitzen::V,possedere,besidde
1347,kaufen::V,comprare,købe
1348,kaufen::V,acquistare,købe
1349,verkaufen::V,vendere,sælge
1350,bezahlen::V,pagare,betale
1351,zahlen::V,pagare,betale
1352,beherrschen::V,dominare,beherske
1353,ertragen::V,sopportare,tåle
1354,ertragen::V,sopportare,udholde
