,Concept_ID,sq,bn
704,einst::ADV,dikur,একবার মাত্র
705,damals::ADV,atëherë,তখন
706,danach::ADV,mandej,পরে
707,vorher::ADV,më parë,আগে
708,zuerst::ADV,së pari,আগে
709,einmal::ADV,njëherë,একবার
710,manchmal::ADV,nganjëherë,কখনও কখনও
711,oft::ADV,shpesh,ঘনঘন
712,immer::ADV,përherë,সর্বদা
713,immer::ADV,gjithnjë,সর্বদা
714,niemals::ADV,kurrë,কখলও নহে
715,niemals::ADV,asnjëherë,কখলও নহে
716,hier::ADV,këtu,এখানে
717,hierhin::ADV,knej,এখানে
718,von hier::ADV,që këtej,ত্রই স্তান হইতে
719,von hier::ADV,prej këtej,ত্রই স্তান হইতে
720,dort::ADV,aty,ওখানে
721,dort::ADV,atje,ওখানে
722,dorthin::ADV,anej,ওখানে
723,geradeaus::ADV,drejt,অগ্রগামী
724,vorwärts::ADV,mbroth,সন্মুখিকে
725,vorwärts::ADV,përpara,সন্মুখিকে
726,rückwärts::ADV,mbrapsht,খিরিয়া
727,zurück::ADV,prapa,পিঠ
728,zurück::ADV,mbrapsht,পিঠ
729,unten::ADV,poshtë,নীচে
730,hinab::ADV,përposh,নিম্নগামী
731,oben::ADV,lart,উপরে
732,oben::ADV,sipër,উপরে
733,hinauf::ADV,lart,উচ্চতর অংশে
734,hinauf::ADV,përpjetë,উচ্চতর অংশে
735,überall::ADV,kudo,সর্বত্র
736,nicht::ADV,s',না
737,nicht::ADV,nuk,না
738,ein wenig::ADV,një tis,অল্প
739,kaum::ADV,mezi,কষ্টসহকাবে
740,sehr::ADV,fort,খুব
741,sehr::ADV,shumë,খুব
742,so::ADV,ashtu,তত
743,so::ADV,kështu,তত
744,noch::ADV,ende,এখন পর্যস্ত
745,noch::ADV,akoma,এখন পর্যস্ত
746,nur::ADV,vetëm,শুধু
747,schon::ADV,tashmë,ইতঃপুর্বে
748,wieder::ADV,përsëri,আবার
749,vergebens::ADV,kot,বিফলে
750,vor::PRP,para,সম্মুখে
751,hinter::PRP,prapa,পশ্চাতে
752,hinter::PRP,mbrapa,পশ্চাতে
753,unter::PRP,nën,নীচে
754,durch::PRP,nëpër,দ্বারা
755,neben::PRP,pranë,কাছে
756,neben::PRP,përbri,কাছে
757,zwischen::PRP,midis,মধ্যে
758,zwischen::PRP,ndërmjet,মধ্যে
759,wegen::PRP,për,জন্য
760,dies::PRN,ky,এটা
761,das::PRN,ky,ওটা
762,alles::PRN,gjithçka,সব
763,ich::PRN,unë,আমি
764,du::PRN,ti,তুমি
765,er::PRN,ai,উনি
766,wir::PRN,ne,আমরা
767,ihr::PRN,ju,তোমরা
768,sie::PRN,ata,তারা
769,was::FPRN,ç',কি
770,was::FPRN,çfarë,কি
771,wer::FPRN,kush,কে
772,wo::FADV,ku,কোথায়
773,wohin::FADV,për ku,কোথায়
774,wie::FADV,si,কেমন
775,warum::FADV,pse,কেন
776,warum::FADV,përse,কেন
777,wieviel::FNUM,sa,কত
778,eins::NUM,një,অক
779,zwei::NUM,dy,দুই
780,drei::NUM,tre,তিন
781,vier::NUM,katër,চার
782,fünf::NUM,pesë,পাঁচ
783,sechs::NUM,gjashtë,ছয়
784,sieben::NUM,shtatë,সাত
785,acht::NUM,tetë,আট
786,neun::NUM,nëntë,নয়
787,zehn::NUM,dhjetë,দশ
788,elf::NUM,njëmbëdhjetë,এগারো
789,zwölf::NUM,dymbëdhjetë,দ্বাদশ
790,zwanzig::NUM,njëzet,বিশ
791,dreißig::NUM,tridhjetë,ত্রিশ
792,vierzig::NUM,dyzet,চল্লিশ
793,fünfzig::NUM,pesëdhjetë,পঞ্চাশ
794,sechzig::NUM,gjashtëdhjetë,ষাট
795,siebzig::NUM,shtatëdhjetë,সত্তর
796,achtzig::NUM,tetëdhjetë,আশি
797,neunzig::NUM,nëntëdhjetë,নব্বুই
798,hundert::NUM,qind,শত
799,tausend::NUM,mijë,হাজার
800,und::CNJ,e,আর
801,und::CNJ,e,এবং
802,und::CNJ,dhe,আর
803,und::CNJ,dhe,এবং
804,oder::CNJ,a,বা
805,oder::CNJ,apo,বা
806,stehen::V,rri,দাঁড়ানো
807,sitzen::V,rri,বসা
808,liegen::V,rri shtrirë,শোয়া
809,hängen::V,varem,ঝোলা
810,werden::V,bëhem,হইয়া উঠা
811,passieren::V,ndodh,ঘটা
812,beginnen::V,filloj,আরম্ভ হওয়া
813,enden::V,përfundoj,শেষ হওয়া
814,wechseln::V,ndërroj,রূপাস্তর করা
815,aufgehen[Sonne]::V,hapem,উদিত হওয়া
816,untergehen[Sonne]::V,hyj,অস্ত যাওয়া
817,untergehen[Sonne]::V,perëndoj,অস্ত যাওয়া
818,scheinen[Sonne]::V,ndriçoj,আলো দেওয়া
819,donnern::V,gjëmoj,বজ্রধ্বনি করা
820,donnern::V,bubulloj,বজ্রধ্বনি করা
821,wehen::V,fryj,প্রবাহিত হওয়া
822,strömen::V,derdh,প্রবাহিত হওয়া
823,fließen::V,rrjedh,ছুটা
824,sich drehen::V,rrotullohem,পাক খাওয়া
825,schwanken::V,dyzoj,দোলা
826,schwingen::V,dridhem,দোলা
827,fallen::V,bie,পড়া
828,brennen::V,digjem,সেঁকা
829,rauchen::V,nxjerr tym,ধোঁয়া ছড়ান
830,regnen::V,bie shi,বর্ষণ_করা
831,gefrieren::V,ngrij,হিমায়িত হওয়া
832,tauen::V,shkrij,গলা
833,schmelzen::V,shkrij,গলা
834,trocknen::V,thaj,শুষ্ক করা
835,sieden::V,ziej,ফোঁড়া
836,faulen::V,kalbem,ক্ষয় হওয়া
837,faulen::V,prishem,ক্ষয় হওয়া
838,verfaulen::V,kalbem,ক্ষয় হওয়া 
839,reißen::V,grisem,ছিঁড়া
840,reißen::V,shqyhem,ছিঁড়া
841,versinken::V,humboj,ডুবা
842,vergehen::V,kaloj,যাওয়া
843,erscheinen::V,dukem,আসা
844,verschwinden::V,zhdukem,অদৃশ্য হওয়া
845,sinken::V,ulem,হ্রাস হওয়া
846,abnehmen::V,pakësohem,হ্রাস হওয়া
847,abnehmen::V,zvogëlohem,হ্রাস হওয়া
848,zunehmen::V,shtohem,বৃদ্ধি পাওয়া
849,steigen::V,rritem,ওঠা
850,wachsen::V,rritem,বড় হওয়া
851,glänzen::V,vezulloj,জ্বলা
852,funkeln::V,xixoj,জ্বল্জ্বল করা
853,funkeln::V,xixëlloj,জ্বল্জ্বল করা
854,lärmen::V,oshtij,
855,lärmen::V,zhurmoj,
856,läuten::V,bie,রুসুঝুসু করা
857,klingeln::V,i bie ziles,বাজা
858,klirren::V,kërcëlloj,টুংটাং-শব্দ করা
859,brausen::V,gjëmoj,গর্জন করা
860,rauschen::V,fëshfërij,মর্মরধ্বনি করা
861,klingen::V,tingëlloj,শব্দ করা
862,bellen::V,leh,ঘেউ ঘেউ করা
863,heulen::V,ulërij,গর্জন করা
864,blasen::V,fryj,ফুঁ দেওয়া
865,pfeifen::V,fishkëllej,শিস্ দেওয়া
866,schreien::V,bërtas,চিৎকার করা
867,stöhnen::V,rënkoj,গোঁ-গো করা
868,zittern::V,trembem,কাঁপা
869,leben::V,rroj,বাঁচা
870,leben::V,jetoj,বাঁচা
871,geboren werden::V,lind,জন্মানো
872,atmen::V,marr frymë,শ্বাস ফেলা
873,trinken::V,pi,পান করা
874,essen::V,ha,ভক্ষণ করা
875,schlucken::V,gëlltis,গেলা
876,schlucken::V,kapërdij,গেলা
877,müde werden::V,lodhem,পরিশ্রান্ত হওয়া
878,einschlafen::V,bie të fle,নিদ্রামগ্ন হওয়া
879,schlafen::V,fle,নিদ্রা যাওয়া
880,aufwachen::V,zgjohem,জাগা
881,aufstehen::V,çohem,জাগা
882,aufstehen::V,ngrihem,জাগা
883,sich erholen::V,qetësohem,আরাম করা
884,sich erholen::V,shtendosem,আরাম করা
885,krank werden::V,bie i sëmurë,অসুস্থ হত্তয়া
886,krank sein::V,jam i sëmurë,রূগ্ণ হত্তয়া
887,schmerzen::V,dhemb,কন্কন করা
888,husten::V,kollitem,কাশা
889,genesen::V,shërohem,আরোগ্য হওয়া
890,sterben::V,vdes,মারা যাওয়া
891,umkommen::V,vdes,মারা যাওয়া
892,umkommen::V,mbaroj,মারা যাওয়া
893,sich bewegen::V,shkundem,চলা
894,sich rühren::V,lëviz,নড়া
895,sich erheben::V,ngrihem,উদিত হওয়া
896,sich setzen::V,ulem,বসা
897,hinfallen::V,gremisem,পড়া
898,laufen::V,eci,হাঁটা
899,schreiten::V,çapem,হাঁটা
900,spazierengehen::V,shëtis,পায়চারি করা
901,eilen::V,ngas,ত্বরাম্বিত করা
902,sich beeilen::V,nxitoj,ত্বরাম্বিত করা
903,sausen::V,eci shpejt,ধেয়ে যাওয়া
904,rennen::V,vrapoj,চলা
905,springen::V,kërcej,লাফানো
906,klettern::V,hipi,আরোহণ করা
907,schaukeln::V,kolovitem,দোলা
908,kriechen::V,zvarritem,হামাগুড়ি দেওয়া
909,schwimmen::V,notoj,সাঁতার কাটা
910,tauchen::V,zhytem,ডোবা
911,rudern::V,vozis,দাঁড় টানা
912,fahren::V,shkoj,চালান
913,fliegen::V,fluturoj,ওড়া
914,gehen::V,eci,যাওয়া
915,gehen::V,shkoj,যাওয়া
916,weggehen::V,vete,প্রস্থান করা
917,abfahren::V,nisem,প্রস্থান করা
918,anhalten::V,ndalem,থামা
919,hineingehen::V,futem,ঢোকা
920,eintreten::V,hyj,ঢোকা
921,kommen::V,vij,আসা
922,ankommen::V,arrij,আসা
923,ankommen::V,mbërrij,আসা
924,zurückkommen::V,kthehem,ফিরা
925,bleiben::V,mbetem,থাকা
926,bleiben::V,qëndroj,থাকা
927,warten::V,pres,অপেক্ষা করা
928,erwarten::V,pres,অপেক্ষা করা
929,suchen::V,kërkoj,খোঁজ করা
930,finden::V,gjej,পাওয়া
931,versuchen::V,mundohem,পরখ করা
932,vorbereiten::V,përgatis,প্রস্তুত করা
933,lieben::V,dashuroj,ভালবাসা
934,mögen::V,dua,পছন্দ করা
935,lachen::V,qesh,হাসা
936,rühren::V,mallëngjej,হৃদয়ম্পর্শ করা
937,weinen::V,qaj,কাঁদা
938,schimpfen::V,shaj,নালিশ করা
939,sich ärgern::V,bëhem verem,রাগ হত্তয়া
940,sich fürchten::V,kam frikë,ভয় করা
941,sich fürchten::V,frikësohem,ভয় করা
942,fürchten::V,kam frikë nga,ডরা
943,fliehen::V,arratisem,পালানো
944,flüchten::V,iki,পালানো
945,sehen::V,shoh,দেখা
946,anschauen::V,shikoj,দেখা
947,ansehen::V,shikoj,দেখা
948,hören::V,dëgjoj,শোনা
949,zuhören::V,veshtoj,শোনা
950,probieren::V,provoj,পরখ করা
951,riechen::V,nuhas,শুঁকা
952,fühlen::V,ndiej,অনুভব করা
953,scheinen::V,ndriçoj,মনে হত্তয়া
954,zu sehen sein::V,dukem,দেখা দেত্তয়া
955,vernehmen::V,dëgjoj,শোনা
956,frieren::V,mërdhij,শীত লাগা
957,tun::V,bëj,করা
958,können::V,mund,পারা
959,wollen::V,dua,ইচ্ছা করা
960,wollen::V,dëshiroj,ইচ্ছা করা
961,anfangen::V,filloj,আরম্ভ করা
962,beenden::V,kryej,শেষ করা
963,beenden::V,mbaroj,শেষ করা
964,aufhören::V,pushoj,থামা
965,gelingen::V,më shkon mbarë,সিদ্ধিলাভ করা
966,geraten::V,del,পরিণত হত্তয়া
967,öffnen::V,hap,খোলা
968,schließen::V,mbyll,বন্ধ করা
969,stellen::V,vë,স্থাপন করা
970,setzen::V,vë,স্থাপন করা
971,legen::V,vë,স্থাপন করা
972,berühren::V,rrok,স্পর্শ করা
973,verbinden::V,bashkoj,সংযুক্ত করা
974,bedecken::V,mbuloj,ঢাকা
975,aufhängen::V,var,ঝুলানো
976,anzünden::V,ndez,জ্বালান
977,aufheben::V,ngre,কুড়াইয়া তোলা
978,zurücklassen::V,lë pas,পরিত্যাগ করা
979,verlieren::V,humb,হারান
980,fallen lassen::V,lëshoj,ফেলা
981,machen::V,bëj,গঠন করা
982,herstellen::V,prodhoj,সৃষ্টি করা
983,bauen::V,ndërtoj,নির্মাণ করা
984,reparieren::V,ndreq,মেরামত করা
985,reparieren::V,meremetoj,মেরামত করা
986,verbessern::V,përmirësoj,উন্নতিলাভ করা
987,ändern::V,ndërroj,পরিবর্তিত করা
988,graben::V,gërmoj,খনন করা
989,beugen::V,kërrus,নোয়া
990,biegen::V,përkul,নোয়া
991,drehen::V,dredh,ঘোরান
992,drehen::V,rrotulloj,ঘোরান
993,wenden::V,kthej,উলটাইয়া দেত্তয়া
994,umdrehen::V,kthej,উলটানো
995,heben::V,ngre,উত্তোলন করা
996,hochheben::V,ngre,উঁচু করা
997,ergreifen::V,rrëmbej,দখল করা
998,halten::V,mbaj,ধরা
999,drücken::V,shtyp,টেপা
1000,schieben::V,shtyj,ঠেলা
1001,kratzen::V,kruaj,চাঁচা
1002,kratzen::V,gërvisht,চাঁচা
1003,lecken::V,lëpij,চাটা
1004,beißen::V,kafshoj,দংশন করা
1005,abreißen::V,shkëpus,বিচ্ছিন্ন করা
1006,abschneiden::V,cungoj,বিচ্ছিন্ন করা
1007,binden::V,lidh,বন্ধন করা
1008,stecken::V,fus,বিদ্ধ করা
1009,stecken::V,ngul,বিদ্ধ করা
1010,brechen::V,thyej,ভাঙা
1011,klopfen::V,trokas,আঘাত করা
1012,hauen::V,godas,আঘাত করা
1013,kleben::V,ngjis,সাঁটা
1014,reiben::V,fërkoj,ঘষা
1015,streichen::V,lyej,ছড়াইয়া
1016,schleifen::V,mpreh,ধার দেওয়া
1017,schneiden::V,pres,কাটা
1018,rütteln::V,shkund,নাড়ান
1019,schütteln::V,lëkund,নড়া
1020,schwenken::V,valëvit,দোলা
1021,schütten::V,mbush,বর্ষণ করা
1022,füllen::V,mbush,পরিপূর্ণ করা
1023,einwickeln::V,mbështjell,মুড়া
1024,tragen::V,mbaj,বহন করা
1025,tragen::V,mbart,বহন করা
1026,schleppen::V,heq,টানা
1027,schleppen::V,zhgërryej,টানা
1028,ziehen::V,tërheq,টানা
1029,aufbewahren::V,ruaj,রাখা
1030,werfen::V,hedh,ছুড়া
1031,fangen::V,kap,লোফা
1032,packen::V,rrëmbej,ধরা
1033,verstecken::V,fsheh,গোপন করা
1034,teilen::V,ndaj,বিভক্ত করা
1035,schicken::V,dërgoj,প্রেরণ করা
1036,bringen::V,sjell,আনা
1037,hinzufügen::V,shtoj,একত্র করা
1038,bekommen::V,kap,পাওয়া
1039,erhalten::V,marr,পাওয়া
1040,nehmen::V,marr,নেওয়া
1041,wählen::V,zgjedh,বাছা
1042,auswählen::V,përzgjedh,বাছা
1043,bewahren::V,ruaj,বাঁচাইয়া রাখা
1044,behindern::V,pengoj,বাধা দেওয়া
1045,verderben::V,prish,নষ্ট করা
1046,beschädigen::V,dëmtoj,ক্ষতি করা
1047,zerbrechen::V,thyej,ভাঙ্গিয়া যাওয়া
1048,zerreißen::V,çjerr,ছিঁড়া
1049,zerreißen::V,zheloj,ছিঁড়া
1050,zerstören::V,prish,বিনাশ করা
1051,zerstören::V,shkatërroj,বিনাশ করা
1052,verbrennen::V,djeg,দহন করা
1053,geben::V,jap,দেওয়া
1054,reichen::V,jap,দেওয়া
1055,schenken::V,fal,উপহার দেত্তয়া
1056,schenken::V,dhuroj,উপহার দেত্তয়া
1057,versprechen::V,premtoj,প্রতিশ্রুতি দেওয়া
1058,wünschen::V,uroj,আকাঙ্ক্ষা করা
1059,loben::V,lëvdoj,প্রশংসা করা
1060,loben::V,lavdëroj,প্রশংসা করা
1061,küssen::V,puth,চুম্বন করা
1062,wiegen::V,tund,দুলানো
1063,zudecken::V,mbuloj,ঢাকা
1064,wecken::V,zgjoj,জাগানো
1065,zeigen::V,dëftej,দেখানো
1066,führen::V,çoj,পথ দেখানো
1067,lehren::V,arsej,শেখানো
1068,unterrichten::V,arsimoj,শিক্ষা দেওয়া
1069,aufziehen::V,rris,পালন করা
1070,leiten::V,udhëheq,পরিচালনা করা
1071,antreiben::V,nxis,চালনা করা
1072,lassen::V,detyroj,অনুমতি দেওয়া
1073,einladen::V,ftoj,নিমন্ত্রণ করা
1074,vereinigen::V,bashkoj,এক করা
1075,besuchen::V,vizitoj,দেখিতে যাওয়া
1076,treffen::V,ndesh,সন্মুখীন হওয়া
1077,sich versammeln::V,tubohem,জড়ো হওয়া
1078,spielen::V,loz,খেলা
1079,spielen::V,luaj,খেলা
1080,singen::V,këndoj,গাওয়া
1081,tanzen::V,kërcej,নাচা
1082,tanzen::V,vallëzoj,নাচা
1083,sich trennen::V,ndahem,পৃথক করা
1084,verlassen::V,braktis,পরিত্যাগ করা
1085,retten::V,shpëtoj,উদ্ধার করা
1086,bewachen::V,ruaj,পাহারা দেওয়া
1087,schützen::V,ruaj,রক্ষা করা
1088,schützen::V,mbroj,রক্ষা করা
1089,verteidigen::V,mbroj,রক্ষা করা
1090,sich schlagen::V,zihem,লড়াই করা
1091,schießen::V,shtie,তীরবেগে ছোটা
1092,siegen::V,fitoj,জেতা
1093,siegen::V,ngadhënjej,জেতা
1094,ärgern::V,zemëroj,বিরক্ত করা
1095,schlagen::V,rrah,আঘাত করা
1096,schlagen::V,godas,আঘাত করা
1097,treten::V,shtyj,লাথি মারা
1098,treten::V,shtyj më këmbë,লাথি মারা
1099,stechen::V,ther,দংশন করা
1100,stechen::V,shpoj,দংশন করা
1101,stoßen::V,shtyj,ঠেলা
1102,stehlen::V,vjedh,অপহরণ করা
1103,stören::V,pengoj,ঘাঁটান
1104,belästigen::V,bezdis,বিরক্ত করা
1105,verbergen::V,fsheh,গোপন করা
1106,täuschen::V,mashtroj,প্রবঞ্চনা করা
1107,betrügen::V,kobis,প্রতারণা করা
1108,töten::V,vras,হত্যা করা
1109,wohnen::V,banoj,বাস করা
1110,arbeiten::V,punoj,কাজ করা
1111,arbeiten::V,vardoj,কাজ করা
1112,sammeln::V,mbledh,সংগ্রহ করা
1113,sammeln::V,grumbulloj,সংগ্রহ করা
1114,pflücken::V,vjel,চয়ন করা
1115,pflücken::V,mbledh,চয়ন করা
1116,jagen::V,gjuaj,শিকার করা
1117,fischen::V,peshkoj,মাছ ধরা
1118,fischen::V,gjuaj peshk,মাছ ধরা
1119,fassen::V,zë,ধরা
1120,hüten::V,kullos,যুথভুক্ত করা
1121,treiben::V,vë përpara,চালনা করা
1122,anbinden::V,lidh,বন্ধন করা
1123,füttern::V,grazhdoj,ভোজন করানো
1124,melken::V,mjel,দুগ্ধ দোহন করা
1125,hacken::V,grij,কাটা
1126,gießen::V,ujis,বর্ষণ করা
1127,reifen::V,piqem,পাকা
1128,zubereiten::V,gatuaj,রন্ধন করা
1129,kochen::V,ziej,রন্ধন করা
1130,backen::V,pjek,সেকা
1131,backen::V,furroj,সেকা
1132,braten::V,fërgoj,ভাজা
1133,braten::V,tiganis,ভাজা
1134,umrühren::V,trazoj,নড়ানো
1135,stricken::V,thur,বোনা
1136,nähen::V,qep,সেলাই করা
1137,färben::V,ngjyej,রঞ্জিত করা
1138,färben::V,bojatis,রঞ্জিত করা
1139,reinigen::V,qëroj,পরিষ্কার করা
1140,reinigen::V,pastroj,পরিষ্কার করা
1141,waschen::V,laj,পরিষ্কার করা
1142,waschen::V,finjos,পরিষ্কার করা
1143,abwischen::V,fshij,মুছা
1144,spülen::V,kulloj,পরিষ্কার করা
1145,fegen::V,fshij,ঝাঁট দেওয়া
1146,kehren::V,fshij,ঝাঁট দেওয়া
1147,baden::V,lahem,অবগাহন করা
1148,sich waschen::V,lahem,ধোয়া
1149,ausziehen::V,heq,খুলা
1150,ausziehen::V,zbath,খুলা
1151,anziehen::V,vesh,গায়ে দেত্তয়া
1152,anziehen::V,mbath,গায়ে দেত্তয়া
1153,sich anziehen::V,vishem,পোশাক পরা
1154,kämmen::V,kreh,আঁচড়ানো
1155,schmücken::V,hijeshoj,সাজান করা
1156,sagen::V,them,উচ্চারণ করা
1157,sprechen::V,flas,বলা
1158,reden::V,fjalos,আলাপ করা
1159,reden::V,fjalëtoj,আলাপ করা
1160,sich unterhalten::V,bisedoj,আড্ডা দেওয়া
1161,fragen::V,pyes,জিজ্ঞাসা করা
1162,bitten::V,lus,প্রার্থনা করা
1163,bitten::V,lutem,প্রার্থনা করা
1164,erzählen::V,rrëfej,বর্ণনা করা
1165,mitteilen::V,kumtoj,বলা
1166,nennen::V,quaj,নাম দেওয়া
1167,rufen::V,thërras,আমন্ত্রণ করা
1168,prahlen::V,mburrem,বড়াই করা
1169,prahlen::V,kapardisem,বড়াই করা
1170,übersetzen::V,përkthej,ভাষাস্তরিত করা
1171,denken::V,mendoj,ভাবা
1172,glauben::V,besoj,বিশ্বাস করা
1173,bemerken::V,vërej,লক্ষ্য করা
1174,erkennen::V,njoh,চিনিতে পারা
1175,erkennen::V,shquaj,চিনিতে পারা
1176,begreifen::V,marr vesh,উপলব্ধি করা
1177,verstehen::V,marr vesh,উপলব্ধি করা
1178,lernen::V,mësoj,শেখা
1179,wissen::V,di,জানা
1180,sich erinnern an::V,kujtoj,মনে করা
1181,vergessen::V,harroj,বিস্মৃত হওয়া
1182,messen::V,mas,মাপা
1183,zählen::V,njeh,গণনা করা
1184,rechnen::V,llogaris,হিসাব করা
1185,lesen::V,lexoj,পাঠ করা
1186,lesen::V,këndoj,পাঠ করা
1187,malen::V,lyej,আঁকা
1188,zeichnen::V,vizatoj,ছকা
1189,schreiben::V,shkruaj,লেখা
1190,besitzen::V,kam,অধিকার করা
1191,kaufen::V,blej,ক্রয় করা
1192,verkaufen::V,shes,বেচা
1193,bezahlen::V,paguaj,প্রদান করা
1194,zahlen::V,paguaj,প্রদান করা
1195,beherrschen::V,zotëroj,শাসন করা
1196,ertragen::V,duroj,বহন করা
