,Concept_ID,en,hr
888,hängen::V,hang,visiti
889,werden::V,become,postati
890,werden::V,become,činiti se
891,passieren::V,happen,desiti se
892,passieren::V,happen,dogoditi se
893,beginnen::V,begin,početi
894,enden::V,end,prestati
895,enden::V,end,svršiti se
896,wechseln::V,change,mijenjati se
897,aufgehen[Sonne]::V,rise,izići
898,untergehen[Sonne]::V,set,zaći
899,scheinen[Sonne]::V,shine,sijati
900,donnern::V,thunder,grmjeti
901,wehen::V,blow,duhati
902,strömen::V,stream,strujati
903,fließen::V,flow,teći
904,sich drehen::V,revolve,obrtati se
905,sich drehen::V,revolve,vrtjeti se
906,schwanken::V,sway,teturati
907,schwanken::V,sway,kolebati se
908,schwingen::V,swing,njihati
909,schwingen::V,swing,titrati
910,fallen::V,fall,padati
911,brennen::V,burn,gorjeti
912,rauchen::V,smoke,dimiti se
913,regnen::V,rain,kišiti
914,regnen::V,rain,daždjeti
915,gefrieren::V,freeze,smrznuti se
916,tauen::V,thaw,kopnjeti
917,tauen::V,thaw,kraviti se
918,schmelzen::V,melt,topiti se
919,trocknen::V,dry,sušiti se
920,sieden::V,boil,kipjeti
921,sieden::V,boil,ključati
922,faulen::V,rot,gnjiti
923,verfaulen::V,decay,sagnjiti
924,reißen::V,snap,otrgnuti se
925,versinken::V,sink,tonuti
926,versinken::V,sink,propasti
927,vergehen::V,pass,prolaziti
928,erscheinen::V,appear,pojaviti se
929,verschwinden::V,disappear,nestati
930,verschwinden::V,disappear,izgubiti se
931,sinken::V,drop,trgnuti
932,sinken::V,drop,spustiti se
933,abnehmen::V,decrease,opasti
934,zunehmen::V,increase,povećati se
935,steigen::V,rise,uzići
936,steigen::V,rise,nadoći
937,wachsen::V,grow,rasti
938,glänzen::V,shine,blistati
939,glänzen::V,shine,sjati se
940,funkeln::V,sparkle,svjetlucati
941,lärmen::V,be noisy,bučati
942,lärmen::V,be noisy,galamiti
943,läuten::V,chime,zvoniti
944,klingeln::V,ring,zvoniti
945,klirren::V,tinkle,zvečati
946,brausen::V,roar,hujati
947,rauschen::V,rustle,šumiti
948,rauschen::V,rustle,šuškati
949,klingen::V,sound,zvučati
950,bellen::V,bark,lajati
951,heulen::V,howl,zavijati
952,blasen::V,blow,puhati
953,pfeifen::V,whistle,fućkati
954,schreien::V,shout,vikati
955,schreien::V,shout,kričati
956,stöhnen::V,groan,stenjati
957,zittern::V,tremble,drhtati
958,zittern::V,tremble,trepetati
959,leben::V,be alive,živjeti
960,geboren werden::V,be born,roditi se
961,atmen::V,breathe,disati
962,trinken::V,drink,piti
963,essen::V,eat,jesti
964,schlucken::V,swallow,gutati
965,müde werden::V,get tired,umoriti se
966,einschlafen::V,fall asleep,usnuti
967,einschlafen::V,fall asleep,zaspati
968,schlafen::V,sleep,spati
969,aufwachen::V,wake up,probuditi se
970,aufstehen::V,get up,ustati
971,sich erholen::V,relax,odmoriti se
972,krank werden::V,fall ill,oboljeti se
973,krank werden::V,fall ill,razboljeti se
974,krank sein::V,be ill,bolovati
975,schmerzen::V,ache,boljeti
976,husten::V,cough,kašljati
977,genesen::V,recover,ozdraviti
978,genesen::V,recover,oporaviti se
979,sterben::V,die,umrijeti
980,umkommen::V,perish,skapati
981,sich bewegen::V,move,gibati se
982,sich bewegen::V,move,kretati se
983,sich rühren::V,budge,maknuti se
984,sich erheben::V,stand up,dići se
985,sich setzen::V,sit down,sjesti
986,hinfallen::V,tumble,pasti
987,laufen::V,walk,hodati
988,schreiten::V,pace,stupati
989,spazierengehen::V,go for a walk,šetati se
990,eilen::V,rush,hitati
991,sich beeilen::V,hurry,požuriti se
992,sausen::V,dash,juriti
993,rennen::V,run,trčati
994,springen::V,jump,skakati
995,klettern::V,climb,popeti se
996,klettern::V,climb,penjati se
997,schaukeln::V,seesaw,ljuljati se
998,kriechen::V,creep,puzati
999,kriechen::V,creep,gmizati
1000,schwimmen::V,swim,plivati
1001,tauchen::V,dive,roniti
1002,tauchen::V,dive,gnjuriti
1003,rudern::V,row,veslati
1004,fahren::V,drive,voziti se
1005,fliegen::V,fly,letjeti
1006,fliegen::V,fly,lijetati
1007,gehen::V,go,ići
1008,weggehen::V,go away,otići
1009,abfahren::V,depart,krenuti
1010,abfahren::V,depart,otputovati
1011,anhalten::V,stop,stati
1012,anhalten::V,stop,zaustaviti
1013,hineingehen::V,go in,ulaziti
1014,eintreten::V,enter,ući
1015,kommen::V,come,doći
1016,ankommen::V,arrive,stići
1017,zurückkommen::V,come back,vratiti se
1018,zurückkommen::V,come back,povratiti se
1019,bleiben::V,stay,ostati
1020,warten::V,wait,čekati
1021,erwarten::V,wait for,očekivati
1022,suchen::V,seek,tražiti
1023,suchen::V,look for,tražiti
1024,finden::V,find,naći
1025,versuchen::V,try,pokušati
1026,vorbereiten::V,prepare,spremiti
1027,vorbereiten::V,prepare,pripremiti
1028,lieben::V,love,voljeti
1029,mögen::V,like,voljeti
1030,lachen::V,laugh,smijati se
1031,rühren::V,move,taknuti
1032,weinen::V,weep,plakati
1033,schimpfen::V,grumble,psovati
1034,sich ärgern::V,be annoyed,ljutiti se
1035,sich fürchten::V,be afraid,bojati se
1036,fürchten::V,be afraid of,bojati se
1037,fliehen::V,flee,pobjeći
1038,flüchten::V,escape,utjeći
1039,sehen::V,see,vidjeti
1040,anschauen::V,look at,ogledati
1041,ansehen::V,watch,gledati
1042,hören::V,hear,čuti
1043,zuhören::V,listen,slušati
1044,probieren::V,taste,probati
1045,riechen::V,smell,osjećati miris
1046,fühlen::V,feel,osjećati
1047,scheinen::V,seem,činiti se
1048,zu sehen sein::V,show,biti vidljiv
1049,vernehmen::V,hear,saznati
1050,frieren::V,be cold,zima je
1051,tun::V,do,raditi
1052,können::V,can,moći
1053,wollen::V,want,htjeti
1054,anfangen::V,start,početi
1055,beenden::V,finish,svršiti
1056,beenden::V,finish,dovršiti
1057,aufhören::V,stop,prestati
1058,gelingen::V,succeed,uspjeti
1059,geraten::V,turn out,desiti se
1060,öffnen::V,open,otvoriti
1061,schließen::V,close,zatvoriti
1062,stellen::V,put,metnuti
1063,stellen::V,put,postaviti
1064,setzen::V,place,posaditi
1065,legen::V,lay,polagati
1066,berühren::V,touch,doticati
1067,berühren::V,touch,dodirivati
1068,verbinden::V,connect,spojiti
1069,verbinden::V,connect,zavezati
1070,bedecken::V,cover,pokriti
1071,aufhängen::V,hang up,objesiti
1072,anzünden::V,light,upaliti
1073,anzünden::V,light,zapaliti
1074,aufheben::V,pick up,podići
1075,aufheben::V,pick up,podignuti
1076,zurücklassen::V,leave,ostaviti
1077,zurücklassen::V,leave,pustiti natrag
1078,verlieren::V,lose,izgubiti
1079,fallen lassen::V,drop,ispustiti
1080,machen::V,make,uraditi
1081,machen::V,make,načiniti
1082,machen::V,make,napraviti
1083,herstellen::V,produce,proizvesti
1084,bauen::V,build,graditi
1085,reparieren::V,mend,popraviti
1086,verbessern::V,improve,poboljšati
1087,ändern::V,alter,promijeniti
1088,graben::V,dig,kopati
1089,graben::V,dig,kopkati
1090,beugen::V,bow,saviti
1091,biegen::V,bend,saviti
1092,biegen::V,bend,sagnuti
1093,drehen::V,spin,vrtjeti
1094,wenden::V,turn,obrnuti
1095,umdrehen::V,turn around,okrenuti
1096,umdrehen::V,turn around,prevŕnuti
1097,heben::V,raise,dizati
1098,hochheben::V,lift,dignuti
1099,ergreifen::V,seize,uhvatiti
1100,ergreifen::V,seize,prihvatiti
1101,halten::V,hold,držati
1102,drücken::V,press,pritiskivati
1103,schieben::V,push,gurati
1104,kratzen::V,scrape,česati
1105,kratzen::V,scrape,grepsti
1106,lecken::V,lick,lizati
1107,beißen::V,bite,ujesti
1108,beißen::V,bite,gristi
1109,abreißen::V,tear off,otkinuti
1110,abschneiden::V,cut off,odrezati
1111,binden::V,tie,vezati
1112,stecken::V,stick,turiti
1113,brechen::V,break,slomiti
1114,klopfen::V,knock,lupati
1115,klopfen::V,knock,kucati
1116,hauen::V,hit,tući
1117,hauen::V,hit,udarati
1118,kleben::V,glue,lijepiti
1119,reiben::V,rub,trti
1120,streichen::V,spread,namazati
1121,schleifen::V,grind,brusiti
1122,schneiden::V,cut,rezati
1123,rütteln::V,jolt,drmati
1124,schütteln::V,shake,tresti
1125,schwenken::V,swing,mahati
1126,schütten::V,pour,sipati
1127,schütten::V,pour,lijevati
1128,füllen::V,fill,napuniti
1129,einwickeln::V,wrap,umotati
1130,einwickeln::V,wrap,zamotati
1131,tragen::V,carry,nositi
1132,schleppen::V,drag,tegliti
1133,ziehen::V,pull,vući
1134,aufbewahren::V,keep,čuvati
1135,werfen::V,throw,bacati
1136,fangen::V,catch,loviti
1137,fangen::V,catch,hvatati
1138,packen::V,grab,ščepati
1139,packen::V,grab,zgrabiti
1140,verstecken::V,hide,sakriti
1141,teilen::V,divide,podijeliti
1142,schicken::V,send,slati
1143,bringen::V,bring,donijeti
1144,hinzufügen::V,add,dodati
1145,hinzufügen::V,add,pridati
1146,bekommen::V,get,dobiti
1147,erhalten::V,receive,primiti
1148,nehmen::V,take,uzeti
1149,wählen::V,choose,izabrati
1150,auswählen::V,select,odabrati
1151,bewahren::V,preserve,sačuvati
1152,behindern::V,hinder,smetati
1153,verderben::V,spoil,pokvariti
1154,beschädigen::V,damage,oštetiti
1155,zerbrechen::V,break,razbiti
1156,zerbrechen::V,break,prelomiti
1157,zerreißen::V,tear,poderati
1158,zerreißen::V,tear,rastrgnuti
1159,zerstören::V,destroy,razoriti
1160,zerstören::V,destroy,razrušiti
1161,verbrennen::V,burn,spaliti
1162,verbrennen::V,burn,sagorjeti
1163,geben::V,give,dati
1164,reichen::V,hand,pružiti
1165,schenken::V,give,darivati
1166,versprechen::V,promise,obećati
1167,wünschen::V,wish,željeti
1168,loben::V,praise,hvaliti
1169,küssen::V,kiss,ljubiti
1170,wiegen::V,rock,njihati
1171,wiegen::V,rock,ljuljati
1172,zudecken::V,cover,pokriti
1173,wecken::V,wake,probuditi
1174,zeigen::V,show,pokazati
1175,führen::V,guide,voditi
1176,lehren::V,teach,učiti
1177,unterrichten::V,instruct,poučiti
1178,aufziehen::V,bring up,uzgajati
1179,leiten::V,lead,upravljati
1180,antreiben::V,urge,natjeravati
1181,lassen::V,let,dati
1182,einladen::V,invite,pozvati
1183,vereinigen::V,unite,ujediniti
1184,besuchen::V,visit,posjetiti
1185,treffen::V,meet,sresti
1186,sich versammeln::V,assemble,okupiti se
1187,spielen::V,play,igrati se
1188,singen::V,sing,pjevati
1189,tanzen::V,dance,plesati
1190,sich trennen::V,separate,razići se
1191,verlassen::V,leave,ostaviti
1192,verlassen::V,leave,napustiti
1193,retten::V,rescue,spasiti
1194,bewachen::V,guard,čuvati
1195,bewachen::V,guard,stražariti
1196,schützen::V,protect,čuvati
1197,verteidigen::V,defend,obraniti
1198,sich schlagen::V,brawl,biti se
1199,sich schlagen::V,brawl,udariti se
1200,schießen::V,shoot,pucati
1201,schießen::V,shoot,strijeljati
1202,siegen::V,win,pobijediti
1203,ärgern::V,annoy,ljutiti
1204,schlagen::V,beat,biti
1205,schlagen::V,beat,udariti
1206,treten::V,kick,šutnuti
1207,stechen::V,sting,ubosti
1208,stoßen::V,shove,gurnuti
1209,stehlen::V,steal,ukrasti
1210,stören::V,disturb,smetati
1211,belästigen::V,bother,smetati
1212,belästigen::V,bother,dosaditi
1213,verbergen::V,conceal,skriti
1214,täuschen::V,deceive,obmanuti
1215,betrügen::V,cheat,prevarati
1216,töten::V,kill,ubiti
1217,wohnen::V,dwell,stanovati
1218,arbeiten::V,work,raditi
1219,sammeln::V,gather,sabrati
1220,pflücken::V,pick,ubrati
1221,jagen::V,hunt,loviti
1222,fischen::V,fish,ribati
1223,fischen::V,fish,loviti ribu
1224,fassen::V,catch,uloviti
1225,hüten::V,herd,pasti
1226,treiben::V,drive,goniti
1227,anbinden::V,tie up,privezati
1228,füttern::V,feed,hraniti
1229,melken::V,milk,musti
1230,hacken::V,chop,sjeckati
1231,gießen::V,water,politi
1232,reifen::V,ripen,sazreti
1233,zubereiten::V,cook,prigotoviti
1234,kochen::V,boil,kuhati
1235,backen::V,bake,peći
1236,braten::V,fry,peći
1237,braten::V,fry,pržiti
1238,umrühren::V,stir,promiješati
1239,stricken::V,knit,plesti
1240,nähen::V,sew,šiti
1241,färben::V,dye,obojiti
1242,reinigen::V,clean,očistiti
1243,reinigen::V,clean,počistiti
1244,waschen::V,wash,prati
1245,abwischen::V,wipe,otrti
1246,spülen::V,rinse,isprati
1247,spülen::V,rinse,oplakati
1248,fegen::V,sweep,mesti
1249,fegen::V,sweep,pomesti
1250,kehren::V,sweep,mesti
1251,baden::V,bath,kupati se
1252,sich waschen::V,wash,umiti se
1253,sich waschen::V,wash,prati se
1254,ausziehen::V,take off,svući
1255,anziehen::V,put on,obući
1256,sich anziehen::V,get dressed,obući se
1257,kämmen::V,comb,češljati
1258,schmücken::V,decorate,uresiti
1259,schmücken::V,decorate,nakititi
1260,sagen::V,say,reći
1261,sagen::V,say,kazati
1262,sprechen::V,speak,govoriti
1263,reden::V,talk,govoriti
1264,reden::V,talk,besjediti
1265,sich unterhalten::V,chat,razgovarati se
1266,fragen::V,ask,pitati
1267,bitten::V,request,moliti
1268,erzählen::V,tell,ispričati
1269,erzählen::V,tell,pripovjediti
1270,mitteilen::V,convey,saopćiti
1271,nennen::V,name,nazvati
1272,rufen::V,call,zvati
1273,rufen::V,call,dozvati
1274,prahlen::V,brag,hvalisati se
1275,übersetzen::V,translate,prevesti
1276,denken::V,think,misliti
1277,glauben::V,believe,vjerovati
1278,bemerken::V,notice,zapaziti
1279,bemerken::V,notice,primijetiti
1280,erkennen::V,recognize,prepoznati
1281,begreifen::V,grasp,pojmiti
1282,begreifen::V,grasp,shvatiti
1283,verstehen::V,understand,razabrati
1284,lernen::V,learn,učiti se
1285,wissen::V,know,znati
1286,sich erinnern an::V,remember,sjetiti se
1287,vergessen::V,forget,zaboraviti
1288,messen::V,measure,mjeriti
1289,zählen::V,count,brojiti
1290,rechnen::V,calculate,računati
1291,lesen::V,read,čitati
1292,malen::V,paint,slikati
1293,zeichnen::V,draw,crtati
1294,schreiben::V,write,pisati
1295,besitzen::V,own,imati
1296,besitzen::V,own,posjedovati
1297,kaufen::V,buy,kupiti
1298,verkaufen::V,sell,prodati
1299,verkaufen::V,sell,raspačati
1300,bezahlen::V,pay for,platiti
1301,zahlen::V,pay,plaćati
1302,beherrschen::V,rule,vladati
1303,beherrschen::V,rule,gospodariti
1304,ertragen::V,endure,trpjeti
1305,ertragen::V,endure,podnijeti
