,Concept_ID,da,fr
867,achtzig::NUM,firs,quatre-vingt
868,neunzig::NUM,halvfems,quatre-vingt-dix
869,hundert::NUM,hundrede,cent
870,tausend::NUM,tusind,mille
871,und::CNJ,og,et
872,oder::CNJ,eller,ou
873,stehen::V,stå,être debout
874,sitzen::V,sidde,être assis
875,liegen::V,ligge,être couché
876,hängen::V,hænge,pendre
877,werden::V,blive,devenir
878,passieren::V,ske,se passer
879,passieren::V,hænde,se passer
880,beginnen::V,begynde,commencer
881,enden::V,ende,finir
882,enden::V,ende,se terminer
883,wechseln::V,veksle,changer
884,wechseln::V,veksle,alterner
885,aufgehen[Sonne]::V,gå op,se lever
886,aufgehen[Sonne]::V,stå op,se lever
887,untergehen[Sonne]::V,gå ned,se coucher
888,scheinen[Sonne]::V,skinne,briller
889,donnern::V,tordne,tonner
890,wehen::V,blæse,souffler
891,strömen::V,strømme,affluer
892,fließen::V,flyde,couler
893,sich drehen::V,dreje sig,tourner
894,schwanken::V,vakle,osciller
895,schwanken::V,vakle,chanceler
896,schwingen::V,svinge,vibrer
897,schwingen::V,svinge,osciller
898,fallen::V,falde,tomber
899,brennen::V,brænde,brûler
900,brennen::V,brænde,flamber
901,rauchen::V,ryge,fumer
902,regnen::V,regne,pleuvoir
903,gefrieren::V,fryse,geler
904,tauen::V,tø,dégeler
905,schmelzen::V,smelte,fondre
906,trocknen::V,tørre,sécher
907,sieden::V,koge,bouillir
908,faulen::V,rådne,pourrir
909,faulen::V,rådne,se putréfier
910,verfaulen::V,rådne,pourrir
911,reißen::V,briste,rompre
912,reißen::V,briste,se déchirer
913,versinken::V,synke,s'enfoncer
914,versinken::V,synke ned,s'enfoncer
915,vergehen::V,forløbe,passer
916,erscheinen::V,vise sig,apparaître
917,verschwinden::V,forsvinde,disparaître
918,sinken::V,synke,descendre
919,sinken::V,synke,s'abaisser
920,abnehmen::V,aftage,diminuer
921,zunehmen::V,tiltage,augmenter
922,steigen::V,stige,monter
923,wachsen::V,gro,croître
924,wachsen::V,vokse,croître
925,glänzen::V,glinse,briller
926,funkeln::V,tindre,étinceler
927,lärmen::V,larme,faire du bruit
928,läuten::V,ringe,sonner
929,klingeln::V,ringe,sonner
930,klirren::V,klirre,cliqueter
931,brausen::V,bruse,mugir
932,rauschen::V,suse,bruire
933,klingen::V,lyde,sonner
934,klingen::V,klinge,sonner
935,bellen::V,gø,aboyer
936,heulen::V,hyle,hurler
937,blasen::V,blæse,souffler
938,pfeifen::V,fløjte,siffler
939,schreien::V,skrige,crier
940,stöhnen::V,stønne,gémir
941,zittern::V,dirre,trembler
942,zittern::V,skælve,trembler
943,leben::V,leve,vivre
944,geboren werden::V,fødes,naître
945,atmen::V,ånde,respirer
946,trinken::V,drikke,boire
947,essen::V,spise,manger
948,schlucken::V,synke,avaler
949,müde werden::V,blive træt,se lasser
950,müde werden::V,blive træt,se fatiguer
951,einschlafen::V,falde i søvn,s'endormir
952,schlafen::V,sove,dormir
953,aufwachen::V,vågne,se réveiller
954,aufstehen::V,stå op,se lever
955,sich erholen::V,komme sig,se reposer
956,sich erholen::V,komme sig,se détendre
957,krank werden::V,blive syg,tomber malade
958,krank sein::V,være syg,être malade
959,schmerzen::V,smerte,faire mal
960,husten::V,hoste,tousser
961,genesen::V,komme sig,guérir
962,genesen::V,komme sig,se remettre
963,sterben::V,dø,mourir
964,umkommen::V,omkomme,périr
965,sich bewegen::V,bevæge sig,bouger
966,sich rühren::V,røre på sig,broncher
967,sich erheben::V,rejse sig,se lever
968,sich setzen::V,sætte sig,s'asseoir
969,laufen::V,løbe,marcher
970,laufen::V,løbe,aller à pied
971,schreiten::V,skride,marcher
972,spazierengehen::V,gå en tur,se promener
973,eilen::V,ile,courir
974,sich beeilen::V,skynde sig,se hâter
975,sich beeilen::V,skynde sig,se dépêcher
976,sausen::V,suse,filer
977,rennen::V,løbe,courir
978,rennen::V,rende,courir
979,springen::V,hoppe,sauter
980,springen::V,springe,sauter
981,klettern::V,klatre,grimper
982,schaukeln::V,gynge,se balancer
983,kriechen::V,krybe,ramper
984,schwimmen::V,svømme,nager
985,tauchen::V,dykke,plonger
986,rudern::V,ro,ramer
987,fahren::V,køre,aller
988,fahren::V,køre,rouler
989,fliegen::V,flyve,voler
990,gehen::V,gå,aller
991,weggehen::V,gå bort,s'en aller
992,abfahren::V,køre bort,partir
993,anhalten::V,standse,s'arrêter
994,hineingehen::V,gå ind,entrer
995,eintreten::V,træde ind,entrer
996,kommen::V,komme,venir
997,ankommen::V,ankomme,arriver
998,zurückkommen::V,komme tilbage,revenir
999,bleiben::V,blive,rester
1000,bleiben::V,blive,demeurer
1001,bleiben::V,forblive,rester
1002,bleiben::V,forblive,demeurer
1003,warten::V,vente,attendre
1004,erwarten::V,vente,attendre
1005,erwarten::V,afvente,attendre
1006,suchen::V,søge,chercher
1007,finden::V,finde,trouver
1008,versuchen::V,forsøge,essayer
1009,vorbereiten::V,forberede,préparer
1010,lieben::V,elske,aimer
1011,mögen::V,holde af,aimer
1012,mögen::V,holde af,vouloir
1013,mögen::V,kunne lide,aimer
1014,mögen::V,kunne lide,vouloir
1015,lachen::V,le,rire
1016,rühren::V,røre,toucher
1017,rühren::V,røre,attendrir
1018,weinen::V,græde,pleurer
1019,schimpfen::V,skænde,gronder
1020,sich ärgern::V,ærgre sig,se fâcher
1021,sich fürchten::V,være bange,avoir peur
1022,fürchten::V,være bange for,craindre
1023,fürchten::V,være bange for,avoir peur de
1024,fliehen::V,flygte,fuir
1025,flüchten::V,flygte,s'enfuir
1026,sehen::V,se,voir
1027,anschauen::V,se på,regarder
1028,anschauen::V,betragte,regarder
1029,ansehen::V,anse,regarder
1030,hören::V,høre,entendre
1031,zuhören::V,høre til,écouter
1032,probieren::V,smage,goûter
1033,probieren::V,smage på,goûter
1034,riechen::V,lugte,sentir
1035,fühlen::V,føle,sentir
1036,scheinen::V,synes,sembler
1037,scheinen::V,synes,paraître
1038,zu sehen sein::V,synes,se voir
1039,zu sehen sein::V,synes,être visible
1040,vernehmen::V,erfare,entendre
1041,vernehmen::V,erfare,percevoir
1042,frieren::V,fryse,avoir froid
1043,tun::V,gøre,faire
1044,können::V,kunne,savoir
1045,können::V,kunne,pouvoir
1046,wollen::V,ville,vouloir
1047,anfangen::V,begynde,commencer
1048,beenden::V,afslutte,finir
1049,beenden::V,afslutte,terminer
1050,aufhören::V,ophøre,cesser
1051,aufhören::V,ophøre,arrêter
1052,aufhören::V,holde op,cesser
1053,aufhören::V,holde op,arrêter
1054,gelingen::V,lykkes,réussir
1055,geraten::V,blive,réussir
1056,öffnen::V,åbne,ouvrir
1057,schließen::V,lukke,fermer
1058,stellen::V,stille,poser
1059,stellen::V,stille,mettre
1060,setzen::V,sætte,placer
1061,legen::V,lægge,placer
1062,berühren::V,berøre,toucher
1063,verbinden::V,forbinde,lier
1064,bedecken::V,dække,couvrir
1065,bedecken::V,bedække,couvrir
1066,aufhängen::V,hænge,accrocher
1067,aufhängen::V,hænge op,accrocher
1068,anzünden::V,tænde,allumer
1069,anzünden::V,antænde,allumer
1070,aufheben::V,løfte,ramasser
1071,aufheben::V,tage op,ramasser
1072,zurücklassen::V,lade tilbage,laisser
1073,verlieren::V,miste,perdre
1074,fallen lassen::V,tabe,lâcher
1075,fallen lassen::V,tabe,laisser tomber
1076,fallen lassen::V,droppe,lâcher
1077,fallen lassen::V,droppe,laisser tomber
1078,machen::V,gøre,faire
1079,herstellen::V,fremstille,produire
1080,herstellen::V,fremstille,fabriquer
1081,bauen::V,bygge,bâtir
1082,bauen::V,bygge,construire
1083,reparieren::V,reparere,réparer
1084,verbessern::V,rette,améliorer
1085,verbessern::V,forbedre,améliorer
1086,ändern::V,ændre,changer
1087,ändern::V,ændre,modifier
1088,graben::V,grave,creuser
1089,beugen::V,bøje,plier
1090,beugen::V,bøje,ployer
1091,biegen::V,bøje,courber
1092,drehen::V,dreje,tordre
1093,drehen::V,dreje,tourner
1094,wenden::V,vende,retourner
1095,umdrehen::V,dreje om,tourner
1096,heben::V,hæve,soulever
1097,hochheben::V,løfte,lever
1098,ergreifen::V,gribe fat i,saisir
1099,ergreifen::V,gribe fat i,prendre
1100,halten::V,holde,tenir
1101,drücken::V,trykke,presser
1102,schieben::V,skyde,pousser
1103,schieben::V,skubbe,pousser
1104,kratzen::V,klø,gratter
1105,kratzen::V,klø,égratigner
1106,kratzen::V,kradse,gratter
1107,kratzen::V,kradse,égratigner
1108,lecken::V,slikke,lécher
1109,beißen::V,bide,mordre
1110,abreißen::V,rive af,arracher
1111,abschneiden::V,skære af,couper
1112,binden::V,binde,lier
1113,binden::V,binde,attacher
1114,stecken::V,stikke,enfoncer
1115,brechen::V,brække,rompre
1116,klopfen::V,banke,frapper
1117,hauen::V,hugge,frapper
1118,kleben::V,klistre,coller
1119,reiben::V,gnide,frotter
1120,streichen::V,smøre,empâter
1121,schleifen::V,slibe,affiler
1122,schleifen::V,slibe,aiguiser
1123,schneiden::V,skære,couper
1124,schneiden::V,skære,trancher
1125,schneiden::V,klippe,couper
1126,schneiden::V,klippe,trancher
1127,rütteln::V,ruske,cahoter
1128,schütteln::V,ryste,secouer
1129,schwenken::V,svinge,agiter
1130,schütten::V,hælde,verser
1131,füllen::V,fylde,remplir
1132,einwickeln::V,pakke ind,envelopper
1133,tragen::V,bære,porter
1134,schleppen::V,slæbe,traîner
1135,ziehen::V,trække,tirer
1136,aufbewahren::V,opbevare,garder
1137,aufbewahren::V,opbevare,conserver
1138,werfen::V,kaste,jeter
1139,werfen::V,kaste,lancer
1140,fangen::V,fange,attraper
1141,packen::V,gribe,agripper
1142,verstecken::V,gemme,cacher
1143,teilen::V,dele,diviser
1144,schicken::V,sende,envoyer
1145,bringen::V,bringe,apporter
1146,hinzufügen::V,tilføje,ajouter
1147,bekommen::V,få,obtenir
1148,erhalten::V,få,recevoir
1149,nehmen::V,tage,prendre
1150,wählen::V,vælge,choisir
1151,auswählen::V,udvælge,choisir
1152,auswählen::V,udvælge,sélectionner
1153,bewahren::V,bevare,préserver
1154,behindern::V,hindre,gêner
1155,behindern::V,forhindre,gêner
1156,verderben::V,ødelægge,gâter
1157,verderben::V,ødelægge,corrompre
1158,beschädigen::V,beskadige,endommager
1159,zerbrechen::V,brække itu,casser
1160,zerreißen::V,rive itu,déchirer
1161,zerstören::V,ødelægge,détruire
1162,verbrennen::V,brænde,brûler
1163,geben::V,give,donner
1164,reichen::V,række,tendre
1165,schenken::V,forære,offrir
1166,versprechen::V,love,promettre
1167,wünschen::V,ønske,souhaiter
1168,loben::V,rose,louer
1169,küssen::V,kysse,embrasser
1170,wiegen::V,vugge,bercer
1171,zudecken::V,dække til,couvrir
1172,wecken::V,vække,éveiller
1173,wecken::V,vække,réveiller
1174,zeigen::V,vise,montrer
1175,zeigen::V,vise,faire voir
1176,führen::V,føre,guider
1177,lehren::V,lære,apprendre
1178,unterrichten::V,undervise,instruire
1179,aufziehen::V,opdrage,élever
1180,leiten::V,lede,diriger
1181,leiten::V,lede,conduire
1182,antreiben::V,skynde på,pousser
1183,lassen::V,få til at,faire
1184,einladen::V,indbyde,inviter
1185,einladen::V,invitere,inviter
1186,vereinigen::V,forene,unir
1187,vereinigen::V,forene,réunir
1188,besuchen::V,besøge,visiter
1189,besuchen::V,besøge,aller voir
1190,treffen::V,møde,rencontrer
1191,sich versammeln::V,forsamles,s'assembler
1192,spielen::V,lege,jouer
1193,spielen::V,spille,jouer
1194,singen::V,synge,chanter
1195,tanzen::V,danse,danser
1196,sich trennen::V,skilles,se séparer
1197,verlassen::V,forlade,quitter
1198,retten::V,redde,sauver
1199,bewachen::V,bevogte,garder
1200,schützen::V,skærme,protéger
1201,schützen::V,beskytte,protéger
1202,verteidigen::V,forsvare,défendre
1203,sich schlagen::V,slås,se taper
1204,schießen::V,skyde,tirer
1205,siegen::V,sejre,vaincre
1206,ärgern::V,ærgre,agacer
1207,schlagen::V,slå,battre
1208,schlagen::V,slå,frapper
1209,treten::V,sparke,botter
1210,treten::V,sparke,donner un coup de pied à
1211,stechen::V,stikke,piquer
1212,stoßen::V,støde,heurter
1213,stehlen::V,stjæle,voler
1214,stören::V,forstyrre,gêner
1215,stören::V,forstyrre,déranger
1216,belästigen::V,genere,molester
1217,belästigen::V,genere,importuner
1218,belästigen::V,ulejlige,molester
1219,belästigen::V,ulejlige,importuner
1220,verbergen::V,skjule,cacher
1221,verbergen::V,skjule,dissimuler
1222,täuschen::V,villede,abuser
1223,täuschen::V,villede,tromper
1224,betrügen::V,bedrage,duper
1225,betrügen::V,bedrage,frauder
1226,töten::V,dræbe,tuer
1227,wohnen::V,bo,habiter
1228,wohnen::V,bo,demeurer
1229,arbeiten::V,arbejde,travailler
1230,sammeln::V,samle,collectionner
1231,pflücken::V,plukke,cueillir
1232,jagen::V,jage,chasser
1233,fischen::V,fiske,pêcher
1234,fassen::V,fange,capturer
1235,hüten::V,vogte,garder
1236,treiben::V,drive,mener
1237,anbinden::V,binde fast,attacher
1238,füttern::V,fodre,faire manger
1239,melken::V,malke,traire
1240,hacken::V,hakke,fendre
1241,gießen::V,hælde,arroser
1242,reifen::V,modne,mûrir
1243,zubereiten::V,tilberede,préparer
1244,kochen::V,koge,cuire
1245,backen::V,bage,cuire
1246,braten::V,stege,rôtir
1247,umrühren::V,røre om,remuer
1248,stricken::V,strikke,tricoter
1249,nähen::V,sy,coudre
1250,färben::V,farve,teindre
1251,reinigen::V,rense,nettoyer
1252,reinigen::V,gøre ren,nettoyer
1253,waschen::V,vaske,laver
1254,abwischen::V,tørre af,essuyer
1255,spülen::V,skylle,rincer
1256,fegen::V,feje,balayer
1257,kehren::V,feje,balayer
1258,baden::V,bade,se baigner
1259,sich waschen::V,vaske sig,se laver
1260,ausziehen::V,tage af,ôter
1261,ausziehen::V,tage af,enlever
1262,anziehen::V,tage på,mettre
1263,sich anziehen::V,klæde sig på,s'habiller
1264,kämmen::V,rede,peigner
1265,kämmen::V,frisere,peigner
1266,schmücken::V,pynte,orner
1267,schmücken::V,pynte,décorer
1268,schmücken::V,smykke,orner
1269,schmücken::V,smykke,décorer
1270,sagen::V,sige,dire
1271,sprechen::V,snakke,parler
1272,reden::V,tale,parler
1273,reden::V,snakke,parler
1274,sich unterhalten::V,snakke sammen,bavarder
1275,sich unterhalten::V,snakke sammen,s'entretenir
1276,fragen::V,spørge,demander
1277,bitten::V,bede,prier
1278,erzählen::V,berette,raconter
1279,erzählen::V,fortælle,raconter
1280,mitteilen::V,meddele,communiquer
1281,nennen::V,nævne,nommer
1282,nennen::V,nævne,appeler
1283,rufen::V,råbe,appeler
1284,prahlen::V,prale,se vanter
1285,übersetzen::V,oversætte,traduire
1286,denken::V,tænke,penser
1287,glauben::V,tro,croire
1288,bemerken::V,bemærke,remarquer
1289,bemerken::V,bemærke,apercevoir
1290,bemerken::V,lægge mærke til,remarquer
1291,bemerken::V,lægge mærke til,apercevoir
1292,erkennen::V,genkende,reconnaître
1293,begreifen::V,begribe,concevoir
1294,verstehen::V,forstå,entendre
1295,verstehen::V,forstå,comprendre
1296,lernen::V,lære,apprendre
1297,wissen::V,vide,savoir
1298,sich erinnern an::V,mindes,se souvenir de
1299,sich erinnern an::V,huske på,se souvenir de
1300,vergessen::V,glemme,oublier
1301,messen::V,måle,mesurer
1302,zählen::V,tælle,compter
1303,rechnen::V,regne,calculer
1304,lesen::V,læse,lire
1305,malen::V,male,peindre
1306,zeichnen::V,tegne,dessiner
1307,schreiben::V,skrive,écrire
1308,besitzen::V,eje,posséder
1309,besitzen::V,besidde,posséder
1310,kaufen::V,købe,acheter
1311,verkaufen::V,sælge,vendre
1312,bezahlen::V,betale,payer
1313,zahlen::V,betale,payer
1314,beherrschen::V,beherske,dominer
1315,beherrschen::V,beherske,maîtriser
1316,ertragen::V,tåle,tolérer
1317,ertragen::V,tåle,supporter
1318,ertragen::V,udholde,tolérer
1319,ertragen::V,udholde,supporter
1320,hinfallen::V,,tomber
