,Concept_ID,az,xal
351,Lagerfeuer::N,düşərgə tonqalı,костёр
352,Last::N,yük,күнд
353,Gang::N,yeriş,йовлһн
354,Schritt::N,addım,ишкм
355,Norden::N,şimal,ар үзг
356,Süden::N,cənub,өмн
357,Süden::N,cənub,өмн үзг
358,Westen::N,qərb,барун
359,Westen::N,qərb,барун үзг
360,Osten::N,şərq,зүн
361,Osten::N,şərq,зүн үзг
362,Holz::N,ağac,модн
363,Holz::N,taxta,модн
364,Brett::N,taxta,харһа
365,Platte::N,lövhə,хавтха чолун
366,Stütze::N,dayaq,тулг
367,Stütze::N,dəstək,тулг
368,Stange::N,şüvül,уньн
369,Stock::N,dəyənək,модн
370,Stab::N,əsa,шуург
371,Stab::N,şüvül,шуург
372,Rohr::N,boru,турва
373,Rohr::N,truba,турва
374,Haus::N,ev,гер
375,Heim::N,ev,гер-бул
376,Ofen::N,peç,беш
377,Ofen::N,soba,беш
378,Fußboden::N,döşəmə,девскр
379,Tisch::N,masa,ширә
380,Stuhl::N,stul,стул
381,Wiege::N,beşik,өлгә
382,Wiege::N,beşik,дүүҗң
383,Bett::N,yataq,орн
384,Bett::N,yataq,орндг
385,Regal::N,rəf,таг
386,Regal::N,rəf,тәвц
387,Kiste::N,yeşik,яршг
388,Kiste::N,sandıq,яршг
389,Fenster::N,pəncərə,терз
390,Tür::N,qapı,үүдн
391,Tor::N,darvaza,үүдн
392,Tor::N,darvaza,өргн үүдн
393,Tor::N,darvaza,хашан үүдн
394,Zaun::N,çəpər,хаша
395,Dach::N,dam,деевр
396,Leiter::N,nərdivan,шат
397,Leiter::N,nərdivan,давшур
398,Besen::N,süpürgə,сәвүр
399,Spaten::N,kürək,күрз
400,Schaufel::N,kürək,совг
401,Gabel::N,çəngəl,серә
402,Löffel::N,qaşıq,ухр
403,Messer::N,bıçaq,утх
404,Nagel::N,mıx,хадасн
405,Netz::N,tor,гөлм
406,Haken::N,çəngəl,дегә
407,Griff::N,qulp,иш
408,Griff::N,qulp,бәрүл
409,Griff::N,tutacaq,иш
410,Griff::N,tutacaq,бәрүл
411,Schloss::N,qıfıl,оньс
412,Bild::N,rəsm,зург
413,Figur::N,şəkil,фигур
414,Figur::N,heykəl,фигур
415,Puppe::N,kukla,наадһа
416,Puppe::N,gəlincik,наадһа
417,Beutel::N,kisə,мишг
418,Beutel::N,torba,мишг
419,Bündel::N,bağlama,багла
420,Bündel::N,bağlama,боодһа
421,Tasche::N,çanta,сумк
422,Eimer::N,vedrə,суулһ
423,Eimer::N,çəllək,суулһ
424,Deckel::N,qapaq,бүркәсн
425,Geschirr::N,qab-qazan,сав
426,Geschirr::N,qab-qazan,сав-сарх
427,Sack::N,çuval,мишг
428,Tasse::N,fincan,ааһ
429,Topf::N,qazan,кастрюль
430,Kessel::N,qazan,хәәсн
431,Essen::N,yemək,зоогллһн
432,Nahrung::N,qida,теҗәл
433,Speise::N,xörək,хот
434,Fleisch::N,ət,махн
435,Getreide::N,taxıl,хот болҗ эдлгддг цецгүдтә урһмл
436,Brei::N,aş,хаш
437,Brei::N,sıyıq,хаш
438,Brot::N,çörək,өдмг
439,Scheibe::N,dilim,зүсм
440,Fett::N,yağ,өөкн
441,Butter::N,kərə yağı,тосн
442,Öl::N,yağ,тосн
443,Salz::N,duz,давсн
444,Suppe::N,şorba,шөлн
445,Honig::N,bal,бал
446,Milch::N,süd,үсн
447,Tee::N,çay,цә
448,Leder::N,dəri,арсн
449,Wolle::N,yun,утцн
450,Wolle::N,yun,эд
451,Stoff::N,qumaş,эд
452,Nadel::N,iynə,зүн
453,Faden::N,sap,утцн
454,Knopf::N,düymə,товч
455,Knoten::N,düyün,зәңгдә
456,Farbe::N,boya,будг
457,Kleidung::N,geyim,хувцн
458,Kleidung::N,geyim,хувц-хунр
459,Hemd::N,köynək,киилг
460,Kragen::N,yaxa,зах
461,Ärmel::N,qol,ханцн
462,Hose::N,şalvar,шалвур
463,Gürtel::N,kəmər,бүс
464,Mütze::N,şapka,махла
465,Schuh::N,tufli,башмгуд
466,Schuh::N,ayaqqabı,башмгуд
467,Stiefel::N,çəkmə,һосн
468,Ring::N,üzük,билцг
469,Band::N,lent,лент
470,Kamm::N,daraq,сам
471,Spiegel::N,güzgü,толь
472,Riemen::N,qayış,бүс
473,Schnur::N,ip,деесн
474,Leine::N,kəmsik,бурнтг
475,Leine::N,kəmsik,нохан көтлвр
476,Decke::N,ədyal,көнҗл
477,Decke::N,yorğan,көнҗл
478,Kissen::N,yastıq,дер
479,Tuch::N,şarf,альчур
480,Tuch::N,kaşne,альчур
481,Handtuch::N,dəsmal,полотенц
482,Handtuch::N,dəsmal,һар-нүүрин альчур
483,Kraft::N,güc,күчн
484,Stärke::N,qüvvət,чидл
485,Gesundheit::N,sağlamlıq,эрүл-менд
486,Krankheit::N,xəstəlik,өвчн
487,Schmerz::N,ağrı,өвдлһн
488,Schmerz::N,sancı,өвдлһн
489,Wunde::N,yara,шав
490,Fieber::N,isitmə,безг
491,Fieber::N,qızdırma,безг
492,Arznei::N,ilaç,эм
493,Arznei::N,dərman,эм
494,Brücke::N,körpü,тагт
495,Brunnen::N,quyu,худг
496,Weide::N,otlaq,малын идг
497,Pfad::N,cığır,цувг
498,Weg::N,yol,хаалһ
499,Straße::N,küçə,зам
500,Dorf::N,kənd,хотн
501,Stadt::N,şəhər,балһсн
502,Brief::N,məktub,бичг
503,Buch::N,kitab,дегтр
504,Buchstabe::N,hərf,үзг
505,Zeitung::N,qəzet,газет
506,Leben::N,həyat,җирһл
507,Tod::N,ölüm,үкл
508,Tod::N,ölüm,өңгрлһн
509,Grab::N,qəbir,оршалһна нүкн
510,Kirche::N,kilsə,чонҗ
511,Sünde::N,günah,нүл
512,Sünde::N,günah,килнц
513,Gott::N,tanrı,бурхн
514,Arbeiter::N,işçi,көдлмшч
515,Chef::N,şef,толһач
516,Chef::N,rəis,толһач
517,Meister::N,usta,урн
518,Arzt::N,həkim,эмч
519,Arzt::N,doktor,эмч
520,Lehrer::N,müəllim,багш
521,Geld::N,pul,мөңгн
522,Geschäft::N,ticarət,көдлмш
523,Laden::N,dükan,лавк
524,Preis::N,qiymət,үн
525,Ware::N,mal,эд-тавр
526,Nutzen::N,fayda,олз
527,Reichtum::N,zənginlik,зөөр
528,Welt::N,aləm,орчлң
529,Welt::N,aləm,делкә
530,Welt::N,dünya,орчлң
531,Welt::N,dünya,делкә
532,Land::N,ölkə,орн-нутг
533,Staat::N,dövlət,государств
534,König::N,kral,хан
535,König::N,məlik,хан
536,Macht::N,qüdrət,йосн
537,Grenze::N,hüdud,меҗә
538,Grenze::N,sərhət,меҗә
539,Krieg::N,hərb,дән
540,Krieg::N,müharibə,дән
541,Feind::N,düşmən,дәәсн
542,Gewalt::N,cəbr,күч һарһлһн
543,Kampf::N,savaş,ноолдан
544,Kampf::N,savaş,бәрлдлһн
545,Bogen[Waffe]::N,yay,саадг
546,Pfeil::N,ox,сумн
547,Gewehr::N,tüfəng,бу
548,Fehler::N,xəta,алдг
549,Lüge::N,yalan,худл
550,Schaden::N,ziyan,хорлт
551,Unglück::N,bəla,гүрм
552,Schuld::N,təqsir,гем
553,Schuld::N,təqsir,буру
554,Alter::N,yaş,насн
555,Schluss::N,son,чилгч
556,Zeit::N,vaxt,цаг
557,Zeit::N,zaman,цаг
558,Tag::N,gün,өдр
559,Morgen::N,sabah,өрүн
560,Mittag::N,günorta,үд
561,Abend::N,axşam,асхн
562,Nacht::N,gecə,сө
563,Woche::N,həftə,долан хонг
564,Monat::N,ay,сар
565,Jahr::N,il,җил
566,Frühling::N,yaz,хавр
567,Frühling::N,bahar,хавр
568,Sommer::N,yay,зун
569,Herbst::N,payız,намр
570,Winter::N,qış,үвл
571,Januar::N,Janvar,январь
572,Februar::N,Fevral,февраль
573,März::N,Mart,март
574,März::N,Mart,моһа сар
575,April::N,Aprel,апрель
576,Mai::N,May,май
577,Juni::N,İyun,июнь
578,Juni::N,İyun,мөчн сар
579,Juli::N,İyul,июль
580,August::N,Avqust,август
581,September::N,Sentyabr,һаха сар
582,Oktober::N,Oktyabr,октябрь
583,November::N,Noyabr,ноябрь
584,November::N,Noyabr,үкр сар
585,Dezember::N,Dekabr,бар сар
586,Montag::N,bazar ertəsi,понедельник
587,Dienstag::N,çərşənbə axşamı,вторник
588,Mittwoch::N,çərşənbə,среда
589,Mittwoch::N,çərşənbə,үлмҗ өдр
590,Donnerstag::N,cüme axşamı,четверг
591,Donnerstag::N,cüme axşamı,пүрвә өдр
592,Freitag::N,cüme,пятниц
593,Samstag::N,şənbə,суббот
594,Sonntag::N,bazar,нарн өдр
595,Sonntag::N,bazar,воскресень
596,groß::A,böyük,ик
597,klein::A,kiçik,бичкн
598,lang::A,uzun,ут
599,kurz::A,qısa,оһтр
600,breit::A,enli,өргн
601,breit::A,geniş,өргн
602,schmal::A,dar,уутьхн
603,dicht::A,sıx,нигт
604,dick[Gegenstand]::A,qalın,зузан
605,dünn::A,nazik,нимгн
606,fein::A,incə,нәрхн
607,fest::A,bərk,бат
608,fest::A,möhkəm,бат
609,flach::A,düz,хавтха
610,glatt::A,hamar,тегш
611,glatt::A,hamar,тиньгр
612,hart::A,sərt,хату
613,weich::A,yumşaq,җөөлн
614,weich::A,yumşaq,җөөлкн
615,rund::A,yuvarlaq,төгрг
616,spitz::A,uclu,шовһр
617,spitz::A,sivri,шовһр
618,scharf::A,kəskin,хурц
619,stumpf::A,küt,мука
620,schwer::A,ağır,күнд
621,schön::A,gözəl,сәәхн
622,schön::A,gəşəng,сәәхн
623,heiß::A,isti,халун
624,warm::A,ilıq,дулан
625,kalt::A,soyuq,киитн
626,kühl::A,sərin,серүн
627,frisch::A,təzə,серүн
628,feucht::A,nəm,чиигтә
629,nass::A,yaş,чиигтә
630,trocken::A,quru,хагсу
631,voll::A,dolu,дүүрң
632,leer::A,boş,сул
633,leer::A,boş,хоосн
634,offen::A,açıq,секәтә
635,geschlossen::A,qapalı,хаалһата
636,sauber::A,təmiz,цевр
637,schmutzig::A,kirli,киртә
638,roh::A,çiy,түүкә
639,reif::A,yetişmiş,болсн
640,lecker::A,dadlı,әмтәхн
641,lecker::A,ləzzətli,әмтәхн
642,süß::A,şirin,әмтәхн
643,bitter::A,acı,һашун
644,bitter::A,acı,һашута
645,sauer::A,turş,ишклң
646,hell::A,aydın,герлтә
647,dunkel::A,qaranlıq,харңһу
648,schwarz::A,qara,хар
649,weiß::A,ağ,цаһан
650,rot::A,qırmızı,улан
651,gelb::A,sarı,шар
652,blau::A,göy,көк
653,blau::A,mavi,көк
654,grün::A,yaşıl,көк
655,grau::A,boz,бор
656,bunt::A,əlvan,алг
657,bunt::A,əlvan,эрәтә
658,bunt::A,rəngli,алг
659,bunt::A,rəngli,эрәтә
660,billig::A,ucuz,кимд
661,teuer::A,bahalı,үнтә
662,wertvoll::A,qiymətli,үнтә
663,wertvoll::A,qiymətli,эрднь
664,blind::A,kor,сохр
665,taub::A,kar,дүлә
666,kräftig::A,güclü,күчтә
667,stark::A,qüvvətli,чаңһ
668,schwach::A,zəif,күчн тату
669,schwach::A,gücsüz,күчн тату
670,fett::A,şişman,тарһн
671,schlank::A,zərif,эццн
672,hübsch::A,göyçək,көркхн
673,böse::A,fəna,уурта
674,dumm::A,axmaq,тенг
675,faul::A,tənbəl,залху
676,fleißig::A,çalışqan,кинән
677,fleißig::A,çalışqan,кинмһә
678,geizig::A,xəsis,ховдг
679,klug::A,ağıllı,ухата
680,geschickt::A,bacarıqlı,чадмг
681,lieb::A,əziz,эңкр
682,lieb::A,sevimli,эңкр
683,lustig::A,məzəli,сергмҗтә
684,lustig::A,məzəli,җирһлтә
685,lustig::A,gülməli,сергмҗтә
686,lustig::A,gülməli,җирһлтә
687,sanft::A,mülayim,номһн
688,hungrig::A,ac,өлн
689,hungrig::A,ac,харһнсн
690,krank::A,xəstə,өвчтә
691,krank::A,xəstə,шалтгта
692,nackt::A,çılpaq,нүцкн
693,traurig::A,qəmgin,һундлта
694,traurig::A,kədərli,һундлта
695,lebendig::A,canlı,әмд
696,gut::A,yaxşı,сән
697,schlecht::A,pis,му
698,richtig::A,doğru,зөвтә
699,schlimm::A,fəna,җигшүртә
700,wahr::A,gərçək,үнн
701,wahr::A,gərçək,мөн
702,alt::A,əski,хуучн
703,alt::A,köhnə,хуучн
704,neu::A,yeni,шин
705,ehemalig::A,əvvəlki,хуучн
706,alt[Lebewesen]::A,qoca,көгшн
707,jung::A,gənc,баһ
708,arm::A,kasıb,угатя
709,arm::A,yoxsul,угатя
710,reich::A,zəngin,байн
711,bekannt::A,tanış,таньл
712,bekannt::A,tanış,таньдг
713,berühmt::A,məşhur,туурсн
714,fremd::A,yad,күүнә
715,verschieden::A,dürlü,әдл биш
716,verschieden::A,dürlü,йилһәтә
717,nah::A,yaxın,өөрхн
718,fern::A,uzaq,хол
719,linker::A,sol,зүн
720,rechter::A,sağ,барун
721,anderer::A,başqa,талдан
722,erster::A,birinci,негдгч
723,zweiter::A,ikinci,хойрдгч
724,dritter::A,üçüncü,һурвдгч
725,letzter::A,sonuncu,отхн
726,letzter::A,axırıncı,отхн
727,allein::ADV,tək,һанцарн
728,allein::ADV,yalqız,һанцарн
729,auf einmal::ADV,birdən,нег дәкҗ
730,zusammen::ADV,birlikdə,хамдан
731,lange::ADV,uzun,удан
732,plötzlich::ADV,qəfildən,генткн
733,sofort::ADV,həmən,дарунь
734,sofort::ADV,dərhal,дарунь
735,später::ADV,sonra,сүүлд
736,jetzt::ADV,indi,ода
737,heute::ADV,bugün,эндр
738,morgen::ADV,sabah,маңһдур
739,bald::ADV,yaxında,дарунь
740,bald::ADV,tezliklə,дарунь
741,dann::ADV,onda,дәкәд
742,gestern::ADV,dünən,өцклдүр
743,einst::ADV,əvvəllər,нег саамд
744,damals::ADV,o vaxt,тиигхд
745,danach::ADV,sonra,тегәд
746,vorher::ADV,qabaqcadan,урд
747,zuerst::ADV,əvvəl,түрүләд
748,einmal::ADV,bir dəfə,нег дәкҗ
749,manchmal::ADV,hərdənbir,зәрмдән
750,oft::ADV,tez-tez,хара биш
751,oft::ADV,tez-tez,хатяр биш
752,oft::ADV,tez-tez,дару-дарунь
753,oft::ADV,çox vaxt,хара биш
754,oft::ADV,çox vaxt,хатяр биш
755,oft::ADV,çox vaxt,дару-дарунь
756,immer::ADV,daimi,оньдинд
757,immer::ADV,həmişə,оньдинд
758,niemals::ADV,əsla,кезә чмгн биш
759,niemals::ADV,heç bir zaman,кезә чмгн биш
760,hier::ADV,bura,энд
761,hier::ADV,bura,энүнд
762,hier::ADV,burada,энд
763,hier::ADV,burada,энүнд
764,hierhin::ADV,buraya,нааран
765,von hier::ADV,buradan,эндәс
766,dort::ADV,ora,тенд
767,dort::ADV,orada,тенд
768,dorthin::ADV,oraya,тиигән
769,geradeaus::ADV,düz,шуд
770,vorwärts::ADV,irəli,уралан
771,rückwärts::ADV,geri,гедргән
772,zurück::ADV,geriyə,хәрү
773,unten::ADV,aşağıda,дор
774,hinab::ADV,aşağı,дор
775,hinab::ADV,aşağı,доракшан
776,oben::ADV,yuxarıda,деер
777,hinauf::ADV,yuxarı,өөдән
778,hinauf::ADV,yuxarı,деер
