,Concept_ID,sah,ce
748,zwanzig::NUM,сүүрбэ,ткъа
749,dreißig::NUM,отут,ткъе итт
750,vierzig::NUM,түөрт уон,шовзткъа
751,fünfzig::NUM,биэс уон,шовзткъе итт
752,sechzig::NUM,алта уон,кхузткъа
753,siebzig::NUM,сэттэ уон,кхузткъе итт
754,achtzig::NUM,аҕыс уон,дезткъа
755,neunzig::NUM,тоҕус уонус,дезткъе итт
756,hundert::NUM,сүүс,бӏе
757,tausend::NUM,тыһыынча,эзар
758,und::CNJ,да,a
759,und::CNJ,уонна,a
760,und::CNJ,итиэннэ,a
761,oder::CNJ,эбэтэр,я
762,stehen::V,тур,латта
763,sitzen::V,олор,хиъна ӏан
764,liegen::V,сыт,ӏилла
765,hängen::V,санньылый,кхаза
766,werden::V,буол,хила
767,passieren::V,буол,хила
768,beginnen::V,саҕалан,доло
769,enden::V,бүт,дӏадерза
770,wechseln::V,уларый,хийца
771,aufgehen[Sonne]::V,ой,кхета
772,untergehen[Sonne]::V,киир,чубуза
773,scheinen[Sonne]::V,сырдат,серло яла
774,donnern::V,эт,къекъа
775,wehen::V,үр,хьекха
776,strömen::V,кутулун,эха
777,fließen::V,сүүр,охьаэха
778,sich drehen::V,эргий,хьийза
779,schwanken::V,биэтэҥнээ,леста
780,schwingen::V,эйэҥнээ,лесто
781,fallen::V,оҕут,охьакхета
782,brennen::V,умай,дага
783,rauchen::V,буруолаа,оза
784,regnen::V,самыырдаа,догlа догlу
785,gefrieren::V,тоҥ,гӏоро
786,tauen::V,ир,даша
787,schmelzen::V,уулун,лала
788,trocknen::V,куур,дакъо
789,sieden::V,оргуй,кхехка
790,faulen::V,сытый,дахкадала
791,verfaulen::V,сытыйан_хаал,дахкадала
792,reißen::V,хайыт,хеда
793,reißen::V,быһытталан,хеда
794,versinken::V,тимир,хичудаха
795,versinken::V,батылын,хичудаха
796,vergehen::V,дьай,дlаэха
797,erscheinen::V,көһүн,схьадала
798,erscheinen::V,көһүн,ӏоттадала
799,verschwinden::V,сүт,къайладала
800,sinken::V,намтаа,лахдала
801,abnehmen::V,аччаа,
802,zunehmen::V,элбээ,лакхадала
803,steigen::V,үрдээ,хьаладала
804,wachsen::V,үүн,кхиа
805,glänzen::V,кылбай,лепа
806,funkeln::V,күлүмнээ,къега
807,funkeln::V,күлүмүрдээ,къега
808,lärmen::V,тыаһаа,гӏовгӏаян
809,läuten::V,собуоннаа,детта
810,klingeln::V,линкинээ,дека
811,klirren::V,айгырат,дека
812,brausen::V,сирилээ,хьаьдда даха
813,rauschen::V,суугунаа,леста
814,klingen::V,доргуй,дека
815,bellen::V,үр,лета
816,heulen::V,улуй,угӏа
817,blasen::V,үр,хӏуп баха
818,pfeifen::V,иһиир,шок етта
819,schreien::V,кылан,мохь бетта
820,schreien::V,хаһыытаа,мохь бетта
821,stöhnen::V,ынчыктаа,узарш дан
822,zittern::V,титирээ,дега
823,zittern::V,дьигиһий,дега
824,leben::V,олор,даха
825,geboren werden::V,төрөө,хила
826,atmen::V,тыын,садеӏа
827,trinken::V,ис,мала
828,essen::V,аһаа,кхалла
829,schlucken::V,ыйыһын,къурдбан
830,müde werden::V,сылай,кӏаддала
831,einschlafen::V,утуйан хаал,наб кхета
832,schlafen::V,утуй,вижа
833,schlafen::V,утуй,наб ян
834,schlafen::V,утуй,дижина хила
835,schlafen::V,утуйа сыт,вижа
836,schlafen::V,утуйа сыт,наб ян
837,schlafen::V,утуйа сыт,дижина хила
838,aufwachen::V,уһугун,самадала
839,aufstehen::V,тур,гӏатта
840,sich erholen::V,сынньан,садаӏа
841,krank werden::V,ыарый,цомгуш хила
842,krank sein::V,ыарый,цомгуш хила
843,krank sein::V,ыарыт,цомгуш хила
844,schmerzen::V,ыарыт,лаза
845,schmerzen::V,ыарыт,ӏийжа
846,husten::V,сөтөлүн,йовхарш етта
847,genesen::V,көн,тадала
848,sterben::V,өл,дала
849,umkommen::V,өл,хӏаллакхила
850,umkommen::V,оҕут,хӏаллакхила
851,sich bewegen::V,хамсаа,лела
852,sich rühren::V,хамсаа,меттахъхьен
853,sich erheben::V,тур,хьалагlатта
854,sich setzen::V,олор,хаа
855,hinfallen::V,оҕут,дожа
856,hinfallen::V,оҕут,охьакхета
857,laufen::V,хаам,вада
858,laufen::V,хаам,хьада
859,schreiten::V,атыллаа,болар дан
860,schreiten::V,атыллаа,ког баккха
861,spazierengehen::V,дьаарбай,доладала
862,eilen::V,тиэтэй,сихдала
863,sich beeilen::V,ыксаа,сихдала
864,sausen::V,элээр,
865,rennen::V,сүүрэкэлээ,дада
866,springen::V,ой,ирхкхийсадала
867,springen::V,ыстан,ирхкхийсадала
868,klettern::V,ытын,тӏедийла
869,schaukeln::V,эйэҥнээ,техко
870,schaukeln::V,биэрэҥнээ,техко
871,kriechen::V,сыыл,такха
872,schwimmen::V,уһун,некадан
873,schwimmen::V,харбаа,некадан
874,tauchen::V,умус,чулелха
875,rudern::V,эрт,дига лело
876,rudern::V,эрт,кема лело
877,fahren::V,айаннаа,хахка
878,fliegen::V,көт,тӏемадала
879,gehen::V,бар,лeла
880,weggehen::V,бар,дӏадаха
881,abfahren::V,бар,дӏадаха
882,anhalten::V,тохтоо,саца
883,hineingehen::V,киир,чудала
884,eintreten::V,киир,чудала
885,kommen::V,кэл,кхача
886,kommen::V,кэл,дӏакхача
887,kommen::V,кэл,схьакхача
888,ankommen::V,кэл,кхача
889,ankommen::V,кэл,схьакхача
890,ankommen::V,тиий,кхача
891,ankommen::V,тиий,схьакхача
892,zurückkommen::V,төнүн,юхада
893,bleiben::V,хаал,диса
894,warten::V,көһүт,хьежа
895,warten::V,көһүт,cобар дан
896,erwarten::V,күүт,хьоьжуш ӏан
897,erwarten::V,көһүт,хьоьжуш ӏан
898,suchen::V,ирдээ,леха
899,suchen::V,көрдөө,леха
900,finden::V,бул,каро
901,versuchen::V,сорун,дан хьажа
902,vorbereiten::V,бэлэмнээ,кечъян
903,lieben::V,таптаа,деза
904,mögen::V,сөбүл,безамхила
905,lachen::V,күл,дела
906,rühren::V,долгут,хьедан
907,weinen::V,ытаа,делха
908,schimpfen::V,үөҕүс,чехо
909,sich ärgern::V,кыыһыр,оьгӏазъэха
910,sich ärgern::V,кыйахан,оьгӏазъэха
911,sich fürchten::V,куттан,кхера
912,sich fürchten::V,дьиксин,кхера
913,fürchten::V,дьиксин,кхера
914,fürchten::V,куттан,кхера
915,fliehen::V,күрээ,дӏадада
916,flüchten::V,күрээ,дӏадада
917,sehen::V,көр,ган
918,anschauen::V,көр,хьажа
919,anschauen::V,көр,хьежа
920,ansehen::V,көр,хьовса
921,hören::V,бил,хаза
922,hören::V,иһит,хаза
923,zuhören::V,иһит,ладогӏа
924,probieren::V,боруобалаан көр,хьажа
925,probieren::V,амсайан көр,хьажа
926,riechen::V,сытырҕаа,хьожа яха
927,fühlen::V,бил,хаадала
928,scheinen::V,көһүн,мотта
929,zu sehen sein::V,көһүн,гуш хила
930,vernehmen::V,иһит,бартхатта
931,frieren::V,тоҥ,гӏоро
932,frieren::V,үлүй,гӏоро
933,tun::V,гын,дан
934,können::V,кыай,дадала
935,wollen::V,баҕар,тӏергӏа
936,anfangen::V,саҕалаа,доло
937,beenden::V,бүтэр,довла
938,aufhören::V,уурай,саца
939,gelingen::V,сатан,кадала
940,geraten::V,баар буолан биэр,хила
941,geraten::V,баар буола тус,хила
942,geraten::V,буолан таҕыс,хила
943,öffnen::V,ас,дӏаделла
944,öffnen::V,ас,схьаделла
945,schließen::V,сап,къовла
946,schließen::V,сап,дӏачӏагӏа
947,schließen::V,хатаа,къовла
948,schließen::V,хатаа,дӏачӏагӏа
949,stellen::V,уур,хlотто
950,stellen::V,туруор,хlотто
951,setzen::V,туруор,дийгӏа
952,setzen::V,уур,дийгӏа
953,legen::V,уур,охьадилла
954,berühren::V,тыыт,хьедан
955,berühren::V,таарый,хьедан
956,verbinden::V,кэлгий,вовшахтаса
957,bedecken::V,бүрүй,тилла
958,bedecken::V,бүрүй,тӏетаса
959,aufhängen::V,ыйаа,хьалаолла
960,anzünden::V,умат,лато
961,aufheben::V,өрө тарт,айа
962,zurücklassen::V,бырах,дита
963,verlieren::V,сүтэр,дайа
964,fallen lassen::V,түһэр,охьадожо
965,fallen lassen::V,мүлчү тут,охьадожо
966,machen::V,оҥор,дан
967,machen::V,оҥоһун,дан
968,herstellen::V,оҥор,дан
969,bauen::V,тут,гӏишлоян
970,reparieren::V,абырахтаа,тадан
971,verbessern::V,тупсар,нисдан
972,ändern::V,уларыт,хийца
973,graben::V,хас,ахка
974,beugen::V,бокут,сатто
975,beugen::V,токурут,сатто
976,beugen::V,бүк баттаа,сатто
977,biegen::V,иэх,сатто
978,biegen::V,өҕүлүннэр,сатто
979,drehen::V,эргит,хьовзо
980,drehen::V,эргичит,хьовзо
981,wenden::V,эргилин,
982,umdrehen::V,түҥнэр,хьовзo
983,heben::V,көтөх,айа
984,heben::V,көтөх,хьалаайа
985,hochheben::V,таһаар,хьалаайа
986,ergreifen::V,тут,дӏалаца
987,halten::V,тут,латто
988,drücken::V,ык,тӏетаӏо
989,schieben::V,ас,татта
990,kratzen::V,кыһыы,мӏараш тийса
991,lecken::V,салаа,мотт хьекха
992,beißen::V,ытыр,катoха
993,abreißen::V,быһа тарт,схьадаккха
994,abreißen::V,туура тарт,схьадаккха
995,abschneiden::V,быс,кхада
996,abschneiden::V,быһан ыл,кхада
997,abschneiden::V,быһа баттаа,кхада
998,binden::V,кэлгий,дӏадехка
999,binden::V,кэлгий,вовшахтаса
1000,stecken::V,батары ас,чудахийта
1001,brechen::V,тоһут,кагдан
1002,klopfen::V,тоҥсуй,детта
1003,hauen::V,оҕус,етта
1004,kleben::V,силимнээ,тӏелато
1005,reiben::V,аал,хьекхо
1006,streichen::V,сыбаа,тlехьакха
1007,schleifen::V,чочуй,ирдан
1008,schneiden::V,быс,ларга
1009,rütteln::V,иэҕэҥнэт,лесто
1010,schütteln::V,сахсый,лесто
1011,schwenken::V,дайбаа,лесто
1012,schütten::V,кут,дотта
1013,füllen::V,толор,дуза
1014,einwickeln::V,суулаа,хьарчо
1015,tragen::V,ит,дахьа
1016,schleppen::V,сос,ийзо
1017,ziehen::V,тарт,озо
1018,aufbewahren::V,уур,ӏалашдан
1019,aufbewahren::V,харай,ӏалашдан
1020,werfen::V,бырах,кхосса
1021,fangen::V,хап,леца
1022,packen::V,тут,леца
1023,verstecken::V,саһыар,къайладаккха
1024,teilen::V,үллэр,декъа
1025,schicken::V,ыыт,дӏадахьийта
1026,bringen::V,аҕал,дан
1027,hinzufügen::V,эп,тӏетоха
1028,bekommen::V,ыл,даккха
1029,bekommen::V,булун,даккха
1030,erhalten::V,ыл,даккха
1031,nehmen::V,ыл,схьаэца
1032,wählen::V,быыбардаа,харжа
1033,auswählen::V,тал,харжа
1034,bewahren::V,харай,lалашдан
1035,behindern::V,мэһэйдээ,новкъарло ян
1036,verderben::V,буорту гын,талхо
1037,beschädigen::V,алдьат,дохо
1038,zerbrechen::V,үлтүрүт,дохо
1039,zerbrechen::V,үлтүрүт,кагдан
1040,zerreißen::V,хайыта тарт,хадо
1041,zerstören::V,алдьат,дохо
1042,zerstören::V,алдьат,кагдан
1043,verbrennen::V,уоттаа,даго
1044,geben::V,биэр,яла
1045,reichen::V,аҕал,дӏадала
1046,reichen::V,аҕал,дӏакховдо
1047,schenken::V,бэлэхтээ,совгӏат дан
1048,versprechen::V,эрэннэр,ваӏда дан
1049,wünschen::V,баҕар,лаа
1050,loben::V,хайҕаа,хасто
1051,küssen::V,уураа,оба яккха
1052,wiegen::V,бигээ,тахка
1053,zudecken::V,сап,тӏетаса
1054,zudecken::V,бүрүй,тӏетаса
1055,wecken::V,уһугуннар,самадаккха
1056,zeigen::V,көрдөр,гайта
1057,führen::V,салай,дига
1058,lehren::V,үөрэт,ӏамо
1059,unterrichten::V,үөрэт,хьеха
1060,aufziehen::V,иит,кхио
1061,leiten::V,салай,урхалла дан
1062,antreiben::V,кыһай,сихдан
1063,lassen::V,күһэй,-йта
1064,einladen::V,ыҥыр,кхайкха
1065,vereinigen::V,холбоо,цхьаьнатоха
1066,vereinigen::V,түм,цхьаьнатоха
1067,besuchen::V,сырыт,хьажахIотта
1068,besuchen::V,билсэ сырыт,хьажахIотта
1069,treffen::V,көрүс,дуьхьалкхета
1070,sich versammeln::V,мүһүн,гулдан
1071,sich versammeln::V,түмүс,гулдан
1072,spielen::V,оонньоо,ловза
1073,singen::V,ыллаа,лакха
1074,tanzen::V,үҥкүүлээ,хелхадала
1075,sich trennen::V,араҕыс,къаста
1076,verlassen::V,хааллар,дита
1077,retten::V,өрүһүй,кӏелхьардаккха
1078,bewachen::V,араҥаччылаа,ха дан
1079,schützen::V,көмүскээ,лардан
1080,verteidigen::V,көмүскээ,лардан
1081,sich schlagen::V,охсус,етта
1082,schießen::V,ытыалаа,детта
1083,siegen::V,хот,тола
1084,siegen::V,кыай,тола
1085,ärgern::V,кыыһырт,оьгӏаздахийта
1086,schlagen::V,оҕус,тоха
1087,treten::V,тэп,мийра тоха
1088,stechen::V,кэй,ӏотта
1089,stechen::V,кэй,къовзо
1090,stoßen::V,кэп,татта
1091,stoßen::V,үтүрүй,татта
1092,stehlen::V,уор,лачкъо
1093,stören::V,мэһэйдээ,новкъарло ян
1094,belästigen::V,батар,сагатдан
1095,verbergen::V,кистээ,къайладаккха
1096,täuschen::V,албыннаа,ӏexo
1097,betrügen::V,албыннаа,ледан
1098,töten::V,өлөр,ден
1099,wohnen::V,олор,даха
1100,arbeiten::V,үлэлээ,къахьега
1101,sammeln::V,мус,гулдан
1102,sammeln::V,хомуй,гулдан
1103,pflücken::V,үргээ,даха
1104,jagen::V,бултаа,талла
1105,fischen::V,балыктаа,чӏерий леца
1106,fassen::V,тут,лаца
1107,fassen::V,тут,схьалаца
1108,hüten::V,манаа,лардан
1109,treiben::V,үүр,лахка
1110,anbinden::V,баай,дӏадехка
1111,füttern::V,аһат,хӏума яла
1112,melken::V,ыа,оза
1113,hacken::V,кэрт,
1114,gießen::V,сиигирт,хи тоха
1115,reifen::V,бус,хьекъа
1116,zubereiten::V,бэлэмнээ,кечъян
1117,zubereiten::V,бэлэмнээ,кхача бан
1118,kochen::V,буһар,кхача бан
1119,backen::V,буһар,датта
1120,braten::V,хооруй,кхарза
1121,braten::V,ыһаарылаа,кхарза
1122,braten::V,соркуойдаа,кхарза
1123,umrühren::V,былаа,кего
1124,stricken::V,өр,
1125,nähen::V,иистэн,тега
1126,färben::V,кырааскалаа,басардан
1127,reinigen::V,ыраастаа,цӏандан
1128,waschen::V,сууй,йила
1129,waschen::V,сууй,йитта
1130,waschen::V,сууй,дӏадайа
1131,abwischen::V,сот,дӏадайа
1132,spülen::V,сайҕаа,хи кхарза
1133,fegen::V,сиппий,нуй хьакха
1134,kehren::V,харбаа,нуй хьакха
1135,baden::V,сөтүөлээ,лийча
1136,sich waschen::V,суун,юьхь йила
1137,ausziehen::V,уһул,духар дӏадаккха
1138,anziehen::V,кэтэрт,
1139,sich anziehen::V,таҥын,духа
1140,kämmen::V,тараа,ехк хьакха
1141,schmücken::V,симээ,хаздан
1142,sagen::V,диэ,ала
1143,sprechen::V,эт,баха
1144,sprechen::V,эт,мотт бийца
1145,sprechen::V,саҥар,баха
1146,sprechen::V,саҥар,мотт бийца
1147,reden::V,кэпсэт,къамел дан
1148,sich unterhalten::V,кэпсэт,къамел дан
1149,fragen::V,ыйыт,хатта
1150,bitten::V,көрдөс,деха
1151,erzählen::V,кэпсээ,дийца
1152,erzählen::V,сэһэргээ,дийца
1153,mitteilen::V,биллэр,хаам бан
1154,nennen::V,ааттаа,цӏе яккха
1155,rufen::V,ыҥыр,кхайкха
1156,prahlen::V,чабылан,куралла ян
1157,prahlen::V,чабылан,дозалла дан
1158,prahlen::V,киһиргээ,куралла ян
1159,prahlen::V,киһиргээ,дозалла дан
1160,übersetzen::V,тылбаастаа,гоч дан
1161,denken::V,санаа,ойла ян
1162,denken::V,толкуйдаа,ойла ян
1163,glauben::V,итэҕэй,теша
1164,bemerken::V,бэлиэтээ,ган
1165,erkennen::V,бил,довза
1166,begreifen::V,өйдөө,кхета
1167,verstehen::V,өйдөө,кхета
1168,lernen::V,үөрэн,деша
1169,wissen::V,бил,хаа
1170,sich erinnern an::V,аҕын,дагадан
1171,vergessen::V,умун,дицдала
1172,messen::V,кэмнээ,дуста
1173,messen::V,кээмэйдээ,дуста
1174,zählen::V,аах,дагардан
1175,rechnen::V,аах,лара
1176,lesen::V,аах,еша
1177,malen::V,уруһуйдаа,сурт дилла
1178,zeichnen::V,уруһуйдаа,сурт дилла
1179,schreiben::V,суруй,яздан
1180,besitzen::V,баһылаа,доладан
1181,kaufen::V,атыылас,эца
1182,verkaufen::V,атыылаа,дохка
1183,bezahlen::V,төлөө,мах бала
1184,zahlen::V,төлөө,мах бала
1185,beherrschen::V,баһылаа,собаре хила
1186,ertragen::V,тулуй,лан
1187,ertragen::V,тулуй,сатоха
1188,ertragen::V,тулуй,садетта
