,Concept_ID,lv,ce
145,Stein::N,из,тӏулг
146,Stein::N,akmens,тӏулг
147,Boden::N,му,цӏенкъа
148,Boden::N,augsne,цӏенкъа
149,Erde::N,му,латта
150,Erde::N,му-ва,латта
151,Erde::N,zeme,латта
152,Staub::N,бус,чан
153,Staub::N,putekļi,чан
154,Rauch::N,тшын,кӏур
155,Rauch::N,dūmi,кӏур
156,Funke::N,кинь,суй
157,Funke::N,би кинь,суй
158,Funke::N,dzirkstele,суй
159,Feuer::N,би,цӏе
160,Feuer::N,uguns,цӏе
161,Licht::N,югӧр,серло
162,Licht::N,gaisma,серло
163,Schatten::N,вуджӧр,ӏиндагӏ
164,Schatten::N,ēna,ӏиндагӏ
165,Wetter::N,поводдя,хенан хӏоттам
166,Wetter::N,laiks,хенан хӏоттам
167,Nebel::N,ру,дохк
168,Nebel::N,онь,дохк
169,Nebel::N,migla,дохк
170,Wolke::N,кымӧр,марха
171,Wolke::N,mākonis,марха
172,Regen::N,зэр,догӏа
173,Regen::N,lietus,догӏа
174,Schnee::N,лым,ло
175,Schnee::N,sniegs,ло
176,Eis::N,йи,ша
177,Eis::N,ledus,ша
178,Frost::N,кӧдзыд,шело
179,Frost::N,sals,шело
180,Kälte::N,кӧдзыд,шело
181,Kälte::N,saltums,шело
182,Kälte::N,aukstums,шело
183,Hitze::N,пӧсь,йовхо
184,Hitze::N,гожӧд,йовхо
185,Hitze::N,karstums,йовхо
186,Raureif::N,пуж,йис
187,Raureif::N,гыӧр,йис
188,Raureif::N,sarma,йис
189,Regenbogen::N,ӧшкамӧшка,стелаӏад
190,Regenbogen::N,varavīksne,стелаӏад
191,Donner::N,гым,ткъес
192,Donner::N,pērkons,ткъес
193,Strömung::N,ва ныр,дӏаэхар
194,Strömung::N,ва ныр,дӏасалелар
195,Strömung::N,визувтӧм,дӏаэхар
196,Strömung::N,визувтӧм,дӏасалелар
197,Strömung::N,straume,дӏаэхар
198,Strömung::N,straume,дӏасалелар
199,Strömung::N,strāvojums,дӏаэхар
200,Strömung::N,strāvojums,дӏасалелар
201,Tropfen::N,войт,тӏадам
202,Tropfen::N,lāse,тӏадам
203,Schaum::N,быг,чопа
204,Schaum::N,быгзьӧм,чопа
205,Schaum::N,putas,чопа
206,Schmutz::N,няйт,хатт
207,Schmutz::N,dubļi,хатт
208,See::N,ты,ӏам
209,See::N,ezers,ӏам
210,Sumpf::N,гыбад,уьшал
211,Sumpf::N,кад,уьшал
212,Sumpf::N,dumbrājs,уьшал
213,Sumpf::N,staignājs,уьшал
214,Moor::N,нюр,уьшал
215,Moor::N,purvs,уьшал
216,Moor::N,muklājs,уьшал
217,Wiese::N,видз,бай
218,Wiese::N,pļava,бай
219,Wald::N,вӧр,хьун
220,Wald::N,mežs,хьун
221,Hügel::N,дзиб,гу
222,Hügel::N,дзиб,шу
223,Hügel::N,дзиб,барз
224,Hügel::N,мыльк,гу
225,Hügel::N,мыльк,шу
226,Hügel::N,мыльк,барз
227,Hügel::N,нӧрыс,гу
228,Hügel::N,нӧрыс,шу
229,Hügel::N,нӧрыс,барз
230,Hügel::N,paugurs,гу
231,Hügel::N,paugurs,шу
232,Hügel::N,paugurs,барз
233,Anhöhe::N,мыльк,акъари
234,Anhöhe::N,нӧрыс,акъари
235,Anhöhe::N,paugurs,акъари
236,Berg::N,чой,лам
237,Berg::N,керӧс,лам
238,Berg::N,kalns,лам
239,Gipfel::N,чук,бохь
240,Gipfel::N,virsotne,бохь
241,Höhle::N,рудӧг,хьех
242,Höhle::N,ala,хьех
243,Abhang::N,ньывк,басе
244,Abhang::N,бокша,басе
245,Abhang::N,nogāze,басе
246,Quelle::N,ӧшмӧс,шовда
247,Quelle::N,avots,шовда
248,Bach::N,шор,татол
249,Bach::N,urga,татол
250,Bach::N,strauts,татол
251,Fluss::N,ю,хи
252,Fluss::N,upe,хи
253,Ufer::N,вадор,хийист
254,Ufer::N,krasts,хийист
255,Küste::N,вадор,йист
256,Küste::N,piekraste,йист
257,Festland::N,му,латта
258,Festland::N,sauszeme,латта
259,Meer::N,саридз,xӏорд
260,Meer::N,jūra,xӏорд
261,Bucht::N,куръя,чож
262,Bucht::N,līcis,чож
263,Insel::N,ді,гӏайре
264,Insel::N,sala,гӏайре
265,Blume::N,дзоридз,зезаг
266,Blume::N,puķe,зезаг
267,Blume::N,zieds,зезаг
268,Gras::N,турун,буц
269,Gras::N,zāle,буц
270,Wurzel::N,вуж,орам
271,Wurzel::N,sakne,орам
272,Baum::N,пу,дитт
273,Baum::N,koks,дитт
274,Stamm::N,пучер,гӏад
275,Stamm::N,пучер,тайпа
276,Stamm::N,stumbrs,гӏад
277,Stamm::N,stumbrs,тайпа
278,Rinde::N,кырсь,кевстиг
279,Rinde::N,miza,кевстиг
280,Ast::N,ув,га
281,Ast::N,zars,га
282,Zweig::N,вож,га
283,Zweig::N,nozare,га
284,Blatt::N,кор,гӏа
285,Blatt::N,lapa,гӏа
286,Birke::N,кыдз,дакх
287,Birke::N,bērzs,дакх
288,Kiefer[Baum]::N,пожӧм,бага
289,Kiefer[Baum]::N,priede,бага
290,Weide[Baum]::N,бадь,дак
291,Weide[Baum]::N,kārkls,дак
292,Tanne::N,коз,база
293,Tanne::N,egle,база
294,Horn::N,сюр,маӏа
295,Horn::N,rags,маӏа
296,Feder::N,гӧн,пелаг
297,Feder::N,тывборд,пелаг
298,Feder::N,spalva,пелаг
299,Fell::N,ку,цӏока
300,Fell::N,āda,цӏока
301,Flügel::N,борд,тӏам
302,Flügel::N,spārns,тӏам
303,Klaue::N,гыж,мӏара
304,Klaue::N,nags,мӏара
305,Kralle::N,гыж,тlод
306,Kralle::N,nags,тlод
307,Schwanz::N,бӧж,цӏога
308,Schwanz::N,ļipa,цӏога
309,Ei::N,кольк,xӏoa
310,Ei::N,ola,xӏoa
311,Nest::N,поз,бен
312,Nest::N,ligzda,бен
313,Bau::N,горс,lуьрг
314,Bau::N,пырмӧс,lуьрг
315,Bau::N,гу,lуьрг
316,Bau::N,ala,lуьрг
317,Tier::N,пемӧс,дийнат
318,Tier::N,dzīvnieks,дийнат
319,Herde::N,стада,жа
320,Herde::N,кельӧб,жа
321,Herde::N,ganāmpulks,жа
322,Kuh::N,мӧс,етт
323,Kuh::N,govs,етт
324,Bulle::N,ӧш,сту
325,Bulle::N,bullis,сту
326,Pferd::N,вӧв,говр
327,Pferd::N,zirgs,говр
328,Schaf::N,ыж,жий
329,Schaf::N,ыж,уьстагӏ
330,Schaf::N,aita,жий
331,Schaf::N,aita,уьстагӏ
332,Schwein::N,порсь,хьакха
333,Schwein::N,cūka,хьакха
334,Hund::N,пон,жӏаьла
335,Hund::N,suns,жӏаьла
336,Katze::N,кань,цициг
337,Katze::N,kaķis,цициг
338,Bär::N,ош,ча
339,Bär::N,lācis,ча
340,Eichhörnchen::N,ур,тарсал
341,Eichhörnchen::N,vāvere,тарсал
342,Elch::N,йӧра,сай
343,Elch::N,alnis,сай
344,Fuchs::N,руч,цхьогал
345,Fuchs::N,lapsa,цхьогал
346,Hase::N,кӧч,пхьагал
347,Hase::N,zaķis,пхьагал
348,Maus::N,шыр,дахка
349,Maus::N,pele,дахка
350,Wolf::N,кӧин,борз
351,Wolf::N,vilks,борз
352,Vogel::N,кай,олхазар
353,Vogel::N,лэбач,олхазар
354,Vogel::N,putns,олхазар
355,Schwarm::N,чукӧр,
356,Schwarm::N,spiets,
357,Huhn::N,курӧг,котам
358,Huhn::N,vista,котам
359,Hahn::N,петук,нӏаьна
360,Hahn::N,петук,боргӏал
361,Hahn::N,gailis,нӏаьна
362,Hahn::N,gailis,боргӏал
363,Gans::N,дзодзӧг,гӏаз
364,Gans::N,zoss,гӏаз
365,Adler::N,кутш,aьрзу
366,Adler::N,ērglis,aьрзу
367,Ente::N,утка,бад
368,Ente::N,pīle,бад
369,Eule::N,сюзь,бухӏа
370,Eule::N,pūce,бухӏа
371,Kranich::N,тури,гӏаргӏули
372,Kranich::N,dzērve,гӏаргӏули
373,Krähe::N,рака,къиг
374,Krähe::N,vārna,къиг
375,Kuckuck::N,кӧк,aттйокх
376,Kuckuck::N,dzeguze,aттйокх
377,Schwan::N,юсь,гӏургӏаз
378,Schwan::N,gulbis,гӏургӏаз
379,Fisch::N,чери,чӏара
380,Fisch::N,zivs,чӏара
381,Barsch::N,ёкыш,окунь
382,Barsch::N,asaris,окунь
383,Hecht::N,сир,гӏазкхийн чӏара
384,Hecht::N,līdaka,гӏазкхийн чӏара
385,Schlange[Tier]::N,кый,лаьхьа
386,Schlange[Tier]::N,čūska,лаьхьа
387,Wurm::N,номыр,нӏаьна
388,Wurm::N,tārps,нӏаьна
389,Spinne::N,черань,гезг
390,Spinne::N,zirneklis,гезг
391,Ameise::N,кодзувкот,зингат
392,Ameise::N,skudra,зингат
393,Laus::N,той,меза
394,Laus::N,той,гӏениг
395,Laus::N,uts,меза
396,Laus::N,uts,гӏениг
397,Mücke::N,ном,чуьрк
398,Mücke::N,ods,чуьрк
399,Fliege::N,гут,моза
400,Fliege::N,muša,моза
401,Schmetterling::N,бобув,полла
402,Schmetterling::N,tauriņš,полла
403,Beere::N,тусь,цӏазам
404,Beere::N,вотӧс,цӏазам
405,Beere::N,oga,цӏазам
406,Apfel::N,яблӧг,ӏаж
407,Apfel::N,ābols,ӏаж
408,Pilz::N,тшак,жӏаьлин нускал
409,Pilz::N,sēne,жӏаьлин нускал
410,Zwiebel::N,луккок,xох
411,Zwiebel::N,йӧнгыль,xох
412,Zwiebel::N,sīpols,xох
413,Saat::N,тусь,чlу
414,Saat::N,кӧйдыс,чlу
415,Saat::N,sēkla,чlу
416,Korn::N,тусь,буьртиг
417,Korn::N,grauds,буьртиг
418,Heu::N,турун,йол
419,Heu::N,siens,йол
420,Schale::N,кор,пардо
421,Schale::N,čaula,пардо
422,Schale::N,čaumala,пардо
423,Grube::N,гу,ор
424,Grube::N,bedre,ор
425,Falle::N,лэч,кӏело
426,Falle::N,slazds,кӏело
427,Falle::N,lamatas,кӏело
428,Schlinge::N,лэч,
429,Schlinge::N,cilpa,
430,Spur::N,туй,лар
431,Spur::N,pēda,лар
432,Asche::N,пӧм,чим
433,Asche::N,pelni,чим
434,Dreck::N,няйт,мода
435,Dreck::N,dubļi,мода
436,Eisen::N,кӧрт,эчиг
437,Eisen::N,dzelzs,эчиг
438,Gold::N,зарни,деши
439,Gold::N,zelts,деши
440,Silber::N,эзысь,дети
441,Silber::N,sudrabs,дети
442,Kohle::N,шом,кӏора
443,Kohle::N,ogle,кӏора
444,Glas::N,стеклӧ,aнгали
445,Glas::N,stikls,aнгали
446,Lehm::N,сёй,поппар
447,Lehm::N,māls,поппар
448,Sand::N,лыа,гӏум
449,Sand::N,smiltis,гӏум
450,Mensch::N,морт,адам
451,Mensch::N,cilvēks,адам
452,Mann::N,аймӧрт,майра
453,Mann::N,мужичӧй,майра
454,Mann::N,vīrietis,майра
455,Frau::N,ань,зуда
456,Frau::N,нывбаба,зуда
457,Frau::N,sieviete,зуда
458,Kind::N,кага,бер
459,Kind::N,bērns,бер
460,Junge::N,пи,жимха
461,Junge::N,zēns,жимха
462,Junge::N,puika,жимха
463,Junge::N,puisis,жимха
464,Mädchen::N,ныв,жима йоӏ
465,Mädchen::N,meiča,жима йоӏ
466,Mädchen::N,skuķis,жима йоӏ
467,Mädchen::N,meitene,жима йоӏ
468,Familie::N,семья,доьзал
469,Familie::N,ģimene,доьзал
470,Großvater::N,пӧль,ненада
471,Großvater::N,vecaistēvs,ненада
472,Großmutter::N,баб,денана
473,Großmutter::N,vecāmāte,денана
474,Eltern::N,ай-мам,да-нана
475,Eltern::N,бать-мам,да-нана
476,Eltern::N,vecāki,да-нана
477,Vater::N,бать,да
478,Vater::N,ай,да
479,Vater::N,tēvs,да
480,Mutter::N,мам,нана
481,Mutter::N,māte,нана
482,Sohn::N,пи,кӏант
483,Sohn::N,dēls,кӏант
484,Tochter::N,ныв,йоӏ
485,Tochter::N,meita,йоӏ
486,Bruder::N,вок,ваша
487,Bruder::N,brālis,ваша
488,Schwester::N,чой,йиша
489,Schwester::N,māsa,йиша
490,Onkel::N,дядь,деваша
491,Onkel::N,tēvocis,деваша
492,Tante::N,тьӧт,дейиша
493,Tante::N,tante,дейиша
494,Ehemann::N,верӧс,майра
495,Ehemann::N,vīrs,майра
496,Ehefrau::N,гӧтыр,зуда
497,Ehefrau::N,sieva,зуда
498,Freude::N,радлун,самукъа
499,Freude::N,радлун,хазахетар
500,Freude::N,prieks,самукъа
501,Freude::N,prieks,хазахетар
502,Gelächter::N,серам,белам
503,Gelächter::N,smiekli,белам
504,Glück::N,шуд,ирс
505,Glück::N,laime,ирс
506,Kummer::N,шог,бала
507,Kummer::N,bēdas,бала
508,Kummer::N,raizes,бала
509,Wunsch::N,кӧсйӧм,лаам
510,Wunsch::N,vēlme,лаам
511,Wunsch::N,vēlējums,лаам
512,Lust::N,кыскӧм,лаам
513,Lust::N,радейтӧм,лаам
514,Lust::N,kāre,лаам
515,Geist::N,лов,са
516,Geist::N,gars,са
517,Gedanke::N,мӧвп,ойла
518,Gedanke::N,doma,ойла
519,Gedächtnis::N,паметь,диццадалар
520,Gedächtnis::N,atmiņa,диццадалар
521,Verstand::N,вежӧр,хьекъал
522,Verstand::N,prāts,хьекъал
523,Sinn::N,мог,маьӏна
524,Sinn::N,вежӧртас,маьӏна
525,Sinn::N,nozīme,маьӏна
526,Grund::N,помка,бахьана
527,Grund::N,pamats,бахьана
528,Grund::N,iemesls,бахьана
529,Wahrheit::N,збыль,бакъдерг
530,Wahrheit::N,збыльтор,бакъдерг
531,Wahrheit::N,taisnība,бакъдерг
532,Wahrheit::N,patiesība,бакъдерг
533,Gespräch::N,сёрни,къамел
534,Gespräch::N,saruna,къамел
535,Märchen::N,мойд,туьйра
536,Märchen::N,pasaka,туьйра
537,Erzählung::N,висьт,дийцар
538,Erzählung::N,stāsts,дийцар
539,Erzählung::N,nostāsts,дийцар
540,Nachricht::N,юӧртӧм,хаам
541,Nachricht::N,ziņa,хаам
542,Neuigkeit::N,выльтор,керланиг
543,Neuigkeit::N,jaunums,керланиг
544,Name::N,ним,цӏе
545,Name::N,vārds,цӏе
546,Rätsel::N,нӧдкыв,хӏетал-метал
547,Rätsel::N,mīkla,хӏетал-метал
548,Rede::N,сёрни,къамел
549,Rede::N,runa,къамел
550,Sprache::N,кыв,мотт
551,Sprache::N,valoda,мотт
552,Stimme::N,гӧлӧс,aз
553,Stimme::N,вом шы,aз
554,Stimme::N,balss,aз
555,Wort::N,кыв,дош
556,Wort::N,vārds,дош
557,Zeichen::N,пас,билгало
558,Zeichen::N,zīme,билгало
559,Ruf::N,чукӧстчӧм,кхайкхар
560,Ruf::N,корӧм,кхайкхар
561,Ruf::N,sauciens,кхайкхар
562,Lärm::N,шы,гӏовгӏа
563,Lärm::N,зык,гӏовгӏа
564,Lärm::N,зычитӧм,гӏовгӏа
565,Lärm::N,troksnis,гӏовгӏа
566,Laut::N,шы,аз
567,Laut::N,skaņa,аз
568,Ton::N,шы,aз
569,Ton::N,tonis,aз
570,Lied::N,сьылан,илли
571,Lied::N,сьыланкыв,илли
572,Lied::N,dziesma,илли
573,Ruhe::N,чӧв,тийналла
574,Ruhe::N,miers,тийналла
575,Leute::N,йӧз,нах
576,Leute::N,войтыр,нах
577,Leute::N,ļaudis,нах
578,Leute::N,cilvēki,нах
579,Volk::N,йӧз,халкъ
580,Volk::N,войтыр,халкъ
581,Volk::N,tauta,халкъ
582,Arbeit::N,удж,болх
583,Arbeit::N,darbs,болх
584,Gast::N,гӧсть,хьаша
585,Gast::N,viešņa,хьаша
586,Gast::N,ciemiņš,хьаша
587,Geschenk::N,козин,совгӏат
588,Geschenk::N,dāvana,совгӏат
589,Spiel::N,ворсан,ловзар
590,Spiel::N,rotaļa,ловзар
591,Gesellschaft::N,котыр,юкъаралла
592,Gesellschaft::N,biedrība,юкъаралла
593,Gesellschaft::N,kompānija,юкъаралла
594,Hilfe::N,отсӧг,гӏо
595,Hilfe::N,palīdzība,гӏо
596,Freund::N,ёрт,доттагl
597,Freund::N,draugs,доттагl
598,Kamerad::N,ёрт,накъост
599,Kamerad::N,biedrs,накъост
600,Angelegenheit::N,мог,гӏуллакх
601,Angelegenheit::N,делӧ,гӏуллакх
602,Angelegenheit::N,darīšana,гӏуллакх
603,Anzahl::N,лыд,терахь
604,Anzahl::N,тшӧт,терахь
605,Anzahl::N,skaits,терахь
606,Anzahl::N,daudzums,терахь
607,Art::N,сикас,
608,Art::N,suga,
609,Art::N,šķira,
610,Stück::N,тор,юьхк
611,Stück::N,gabals,юьхк
612,Teil::N,юкӧн,дакъа
613,Teil::N,daļa,дакъа
614,Hälfte::N,пӧв,ах
615,Hälfte::N,джын,ах
616,Hälfte::N,puse,ах
617,Kreis::N,кытш,го
618,Kreis::N,aplis,го
619,Kreis::N,riņķis,го
620,Kreuz::N,перна,жӏара
621,Kreuz::N,крест,жӏара
622,Kreuz::N,krusts,жӏара
623,Linie::N,визь,сиз
624,Linie::N,līnija,сиз
625,Strich::N,визь,сиз
626,Strich::N,svītra,сиз
627,Abstand::N,кост,юкъ
628,Abstand::N,коласт,юкъ
629,Abstand::N,atstarpe,юкъ
630,Entfernung::N,ылна,
631,Entfernung::N,attālums,
632,Entfernung::N,atstatums,
633,Gegend::N,му-ва,мeттиг
634,Gegend::N,apvidus,мeттиг
635,Gegend::N,apgabals,мeттиг
636,Platz::N,ылдӧс,майда
637,Platz::N,йир,майда
638,Platz::N,гӧгӧртас,майда
639,Platz::N,vieta,майда
640,Ort::N,ин,меттиг
641,Ort::N,места,меттиг
642,Ort::N,vieta,меттиг
643,Seite::N,бок,aгӏo
644,Seite::N,ӧтарладор,aгӏo
645,Seite::N,sāns,aгӏo
646,Mitte::N,шӧр,юкъ
647,Mitte::N,vidus,юкъ
648,Gegenstand::N,кӧлуй,хӏума
649,Gegenstand::N,priekšmets,хӏума
650,Sache::N,добра,хӏума
651,Sache::N,lieta,хӏума
652,Rand::N,дор,йист
653,Rand::N,mala,йист
654,Rand::N,apmale,йист
655,Kante::N,дор,йист
656,Kante::N,šķautne,йист
657,Ecke::N,пельӧс,са
658,Ecke::N,kakts,са
659,Ecke::N,stūris,са
660,Spitze::N,йыв,ралла
661,Spitze::N,smaile,ралла
662,Spitze::N,galotne,ралла
663,Ende::N,пом,юьхьиг
664,Ende::N,gals,юьхьиг
665,Ende::N,uzgalis,юьхьиг
666,Loch::N,розь,ӏуьрг
667,Loch::N,caurums,ӏуьрг
668,Winkel::N,пельӧс,са
669,Winkel::N,leņķis,са
670,Muster::N,сер,дагар
671,Muster::N,сер,тӏамар
672,Muster::N,piemērs,дагар
673,Muster::N,piemērs,тӏамар
674,Größe::N,ыджда,барам
675,Größe::N,lielums,барам
676,Länge::N,кузьта,йохалла
677,Länge::N,garums,йохалла
678,Höhe::N,джуджда,локхалла
679,Höhe::N,augstums,локхалла
680,Gewicht::N,сьӧкта,йозалла
681,Gewicht::N,сьӧкталун,йозалла
682,Gewicht::N,svars,йозалла
683,Gewicht::N,smagums,йозалла
684,Menge::N,лун,дукхалла
685,Menge::N,числӧ,дукхалла
686,Menge::N,masa,дукхалла
687,Menge::N,daudzums,дукхалла
688,Haufen::N,чукӧр,сал
689,Haufen::N,чукӧр,оьла
690,Haufen::N,čupa,сал
691,Haufen::N,čupa,оьла
692,Haufen::N,grēda,сал
693,Haufen::N,grēda,оьла
694,Haufen::N,kaudze,сал
695,Haufen::N,kaudze,оьла
696,Reihe::N,рад,рагӏ
697,Reihe::N,рад,могӏа
698,Reihe::N,rinda,рагӏ
699,Reihe::N,rinda,могӏа
700,Reihe::N,virkne,рагӏ
701,Reihe::N,virkne,могӏа
702,Boot::N,пыж,кема
703,Boot::N,laiva,кема
704,Ruder::N,пелыс,пийсиг
705,Ruder::N,ӧпаснӧй,пийсиг
706,Ruder::N,airis,пийсиг
707,Ruder::N,irklis,пийсиг
708,Schlitten::N,дадь,салаз
709,Schlitten::N,ragavas,салаз
710,Ski::N,лызь,когсалаз
711,Ski::N,slēpe,когсалаз
712,Lagerfeuer::N,бипур,цӏе
713,Lagerfeuer::N,ugunskurs,цӏе
714,Last::N,сьӧкыдтор,дукъ
715,Last::N,krava,дукъ
716,Gang::N,мунӧм,лелар
717,Gang::N,ветлӧм,лелар
718,Gang::N,eja,лелар
719,Gang::N,gājums,лелар
720,Schritt::N,воськов,гӏулч
721,Schritt::N,воськовтӧм,гӏулч
722,Schritt::N,solis,гӏулч
723,Norden::N,войвыв,къилбаседе
724,Norden::N,ziemeļi,къилбаседе
725,Süden::N,лунвыв,къилбе
726,Süden::N,dienvidi,къилбе
727,Westen::N,рытыв,малхбузе
728,Westen::N,rietumi,малхбузе
729,Osten::N,асыв,малхбале
730,Osten::N,austrumi,малхбале
731,Holz::N,пу,дечиг
732,Holz::N,koks,дечиг
733,Holz::N,koksne,дечиг
734,Brett::N,пӧв,у
735,Brett::N,dēlis,у
736,Platte::N,плита,у
737,Platte::N,plate,у
738,Platte::N,plāksne,у
739,Stütze::N,пыкӧд,гӏopтоp
740,Stütze::N,мыджӧд,гӏopтоp
741,Stütze::N,balsts,гӏopтоp
742,Stütze::N,atspaids,гӏopтоp
743,Stange::N,потш,гӏуркх
744,Stange::N,maikste,гӏуркх
745,Stock::N,бедь,ӏаса
746,Stock::N,boze,ӏаса
747,Stock::N,spieķis,ӏаса
748,Stab::N,зир,гӏаж
749,Stab::N,zizlis,гӏаж
750,Rohr::N,труба,биргӏа
751,Rohr::N,caurule,биргӏа
752,Haus::N,керка,цӏа
753,Haus::N,māja,цӏа
754,Heim::N,горт,кхерч
755,Heim::N,mājas,кхерч
756,Ofen::N,пач,кхерч
757,Ofen::N,krāsns,кхерч
758,Fußboden::N,джодж,цӏенкъа
759,Fußboden::N,grīda,цӏенкъа
760,Tisch::N,пызан,шун
761,Tisch::N,galds,шун
762,Stuhl::N,улӧс,гӏант
763,Stuhl::N,krēsls,гӏант
764,Wiege::N,зыбка,ага
765,Wiege::N,šūpulis,ага
766,Bett::N,вольпась,маьнга
767,Bett::N,gulta,маьнга
768,Regal::N,джадж,терхи
769,Regal::N,plaukts,терхи
770,Kiste::N,куд,яьшка
771,Kiste::N,ящик,яьшка
772,Kiste::N,kaste,яьшка
773,Kiste::N,šķirsts,яьшка
774,Fenster::N,ӧшинь,кор
775,Fenster::N,logs,кор
