,Concept_ID,ab,ja
746,alles::PRN,зегьы,全部
747,ich::PRN,са,私
748,ich::PRN,сара,私
749,du::PRN,бара,あなた
750,er::PRN,иара,彼
751,wir::PRN,ҳара,私達
752,ihr::PRN,шәара,あなた達
753,sie::PRN,дара,彼ら
754,wer::FPRN,дарбан,誰
755,wer::FPRN,дарбан,どなた
756,wo::FADV,иабыкуу,どこ
757,wo::FADV,иабыкуу,どこに
758,wo::FADV,аба-,どこ
759,wo::FADV,аба-,どこに
760,wo::FADV,ахь-,どこ
761,wo::FADV,ахь-,どこに
762,wohin::FADV,иабыкуу,どこへ
763,wohin::FADV,аба-,どこへ
764,wohin::FADV,ахь-,どこへ
765,wie::FADV,-шҕа,どう
766,warum::FADV,избан,何故
767,warum::FADV,избан,どうして
768,wieviel::FNUM,заҟа,どのくらい
769,eins::NUM,акы,一
770,eins::NUM,аӡәы,一
771,zwei::NUM,ҩба,二
772,zwei::NUM,ҩба,二つ
773,drei::NUM,хҕа,三
774,drei::NUM,хҕа,三つ
775,vier::NUM,ҕшьба,四
776,vier::NUM,ҕшьба,四つ
777,fünf::NUM,хəба,五
778,fünf::NUM,хəба,五つ
779,sechs::NUM,фба,六
780,sechs::NUM,фба,六つ
781,sieben::NUM,Бжьба,七
782,sieben::NUM,Бжьба,七つ
783,acht::NUM,ааба,八
784,acht::NUM,ааба,八つ
785,neun::NUM,жәба,九
786,neun::NUM,жәба,九つ
787,zehn::NUM,жәаба,十
788,elf::NUM,жәеизатәи,十一
789,zwölf::NUM,жәаҩа,十二
790,zwanzig::NUM,ҩажәа,二十
791,dreißig::NUM,ҩажәижәабатәи,三十
792,vierzig::NUM,ҩынҩажәа,四十
793,fünfzig::NUM,ҩынҩажәеижәаба,五十
794,sechzig::NUM,хынҩажәа,六十
795,siebzig::NUM,хынҩажәижәаба,七十
796,achtzig::NUM,ҕшьынҩажәа,八十
797,neunzig::NUM,ҕшьынҩажәижәаба,九十
798,hundert::NUM,шәкы,百
799,tausend::NUM,зқьы,千
800,und::CNJ,-и,-と
801,und::CNJ,-и,そして
802,oder::CNJ,ма,或いは
803,stehen::V,агылазаара,立っている
804,sitzen::V,атəара,座っている
805,sitzen::V,атəа(заа)ра,座っている
806,liegen::V,аиара,横になっている
807,hängen::V,акнаҳара,掛かっている
808,werden::V,аҟалара,なる
809,passieren::V,аҟалара,起こる
810,beginnen::V,алагара,始まる
811,enden::V,алгара,終わる
812,wechseln::V,аҽыҧсахра,変わる
813,aufgehen[Sonne]::V,агылара,出る
814,aufgehen[Sonne]::V,ахашлара,出る
815,aufgehen[Sonne]::V,аҩаҵхахара,出る
816,untergehen[Sonne]::V,аҭашəара,沈む
817,scheinen[Sonne]::V,акаҧхара,輝く
818,donnern::V,адыдра,雷が鳴る
819,wehen::V,асра,吹く
820,strömen::V,акаҭəара,流れる
821,fließen::V,ацара,流れる
822,sich drehen::V,ахагьежьра,回転する
823,schwanken::V,аҵысра,揺れる
824,schwingen::V,ахызазара,振動する
825,schwingen::V,акьаандара,振動する
826,fallen::V,акаҳара,落ちる
827,brennen::V,абылра,燃える
828,rauchen::V,ахылҵра,煙を出す
829,regnen::V,аура,雨が降る
830,gefrieren::V,аҵаара,凍る
831,tauen::V,аӡҭра,溶ける
832,schmelzen::V,ақəӡыҭра,溶ける
833,schmelzen::V,аҭəара,溶ける
834,trocknen::V,абара,乾く
835,sieden::V,ашра,沸く
836,faulen::V,абаара,腐る
837,verfaulen::V,абаара,朽ちる
838,verfaulen::V,аилашра,朽ちる
839,reißen::V,аҧжəара,切れる
840,versinken::V,аӡааҟəрылара,沈む
841,vergehen::V,ацара,経つ
842,erscheinen::V,ацəырҵра,現れる
843,verschwinden::V,аҵашəкəара,消える
844,sinken::V,атəара,下がる
845,sinken::V,алаҟəра,下がる
846,abnehmen::V,ацӡаара,減る
847,abnehmen::V,аиҵалара,減る
848,zunehmen::V,аҽырҭбаара,増える
849,zunehmen::V,аиҵыҵра,増える
850,zunehmen::V,арацəахара,増える
851,steigen::V,азҳара,上がる
852,steigen::V,ашьҭыҵра,上がる
853,steigen::V,адухара,上がる
854,steigen::V,ацлара,上がる
855,wachsen::V,азҳара,伸びる
856,glänzen::V,ацыр-цырра,輝く
857,glänzen::V,ацыҩ-цыҩра,輝く
858,glänzen::V,аказказра,輝く
859,funkeln::V,ашап-шапра,ぴかぴか光る
860,funkeln::V,ацым-цымра,ぴかぴか光る
861,lärmen::V,ашьҭыбжьгара,騒ぐ
862,lärmen::V,аҕьҕьаҳәа аилалара,騒ぐ
863,läuten::V,аҵəҵəасра,鳴る
864,klingeln::V,аҵəҵəасра,鳴る
865,klirren::V,ахьархьарра,がらんがらんと鳴る
866,klirren::V,архьархьарра,がらんがらんと鳴る
867,brausen::V,аилаҽҽара,逆巻く
868,brausen::V,еилашуера,逆巻く
869,klingen::V,агара,鳴る
870,klingen::V,ашьҭыбжь гара,鳴る
871,bellen::V,ашра,吠える
872,heulen::V,ауура,きゃんきゃん鳴く
873,blasen::V,аҭəҳəара,吹く
874,pfeifen::V,ашəшəра,口笛を吹く
875,schreien::V,аҳəҳəара,叫ぶ
876,schreien::V,ахəаара,叫ぶ
877,schreien::V,аҟаара,叫ぶ
878,stöhnen::V,ақьра,うめく
879,zittern::V,аҵыс-ҵысра,震える
880,leben::V,аҟазаара,生きている
881,geboren werden::V,Аира,生まれる
882,atmen::V,аҕсыҕ лагаҩагара,呼吸する
883,trinken::V,ажəра,飲む
884,essen::V,акрыфара,食べる
885,schlucken::V,албаадара,飲み込む
886,müde werden::V,ааҕсара,眠くなる
887,einschlafen::V,ацəара,寝付く
888,schlafen::V,ацəазаара,眠る
889,aufwachen::V,аҿыхара,目が覚める
890,aufstehen::V,Агəылҵра,起きる
891,sich erholen::V,аҧсшьара,休養する
892,krank werden::V,ачмазаҩхара,病気になる
893,krank sein::V,аҳəарҧсарра,病気である
894,schmerzen::V,ахьра,痛む
895,husten::V,аимҳәара,咳をする
896,genesen::V,абзиахара,元気になる
897,genesen::V,аӷəӷəахара,元気になる
898,sterben::V,аҧсра,死ぬ
899,sterben::V,аҧсра,亡くなる
900,umkommen::V,аҭахара,死亡する
901,sich bewegen::V,аиҭаҵра,移動する
902,sich rühren::V,ақəацара,動く
903,sich erheben::V,аҩагылара,立ち上がる
904,sich setzen::V,атəара,座る
905,hinfallen::V,акаҳара,転ぶ
906,laufen::V,аныҟəара,歩く
907,schreiten::V,ашьаҿа еихгара,跨ぐ
908,spazierengehen::V,анеи-ааира,散歩する
909,eilen::V,аццакра,急ぐ
910,sich beeilen::V,аццакра,焦る
911,sausen::V,аҧырра,疾駆する
912,sausen::V,иҭрысны,疾駆する
913,sausen::V,ишьҭҟьаны ацара,疾駆する
914,rennen::V,аҩра,走る
915,springen::V,аҧара,跳ぶ
916,klettern::V,ақəлара,よじ登る
917,schaukeln::V,аҟəараҟəанҽара,ぶらんこに乗る
918,kriechen::V,аҳəазара,這う
919,schwimmen::V,аӡсара,泳ぐ
920,tauchen::V,ахəӡааҵəира,潜る
921,rudern::V,аҵшьра,漕ぐ
922,fahren::V,акала,行く
923,fahren::V,акала,乗車する
924,fliegen::V,аҧырра,飛ぶ
925,gehen::V,аиҭаҵра,行く
926,weggehen::V,ацара,立ち去る
927,abfahren::V,адəықəлара,出発する
928,abfahren::V,ацара,出発する
929,anhalten::V,ааныргылара,止まる
930,hineingehen::V,аҭалара,入る
931,eintreten::V,аҩналара,中に入る
932,kommen::V,аара,来る
933,kommen::V,ааира,来る
934,ankommen::V,ааира,着く
935,ankommen::V,ааира,到着する
936,ankommen::V,аара,着く
937,ankommen::V,аара,到着する
938,ankommen::V,анеира,着く
939,ankommen::V,анеира,到着する
940,zurückkommen::V,азыхынҳəра,帰る
941,bleiben::V,аанхара,留まる
942,bleiben::V,анхара,留まる
943,bleiben::V,аангылара,留まる
944,warten::V,азҧшзаара,待つ
945,erwarten::V,азҧшра,期待する
946,suchen::V,ашьҭазаара,探る
947,finden::V,аҧшаара,見つける
948,versuchen::V,аҽазкра,試す
949,vorbereiten::V,армазеира,準備する
950,lieben::V,абзиабара,愛する
951,mögen::V,агəаҧхара,好きである
952,lachen::V,аччара,笑う
953,rühren::V,арҵəуара,感情を動かす
954,weinen::V,аҵəуара,泣く
955,schimpfen::V,ацəҳара,叱る
956,sich ärgern::V,агəаара,怒る
957,sich ärgern::V,агəаара,腹を立てる
958,sich fürchten::V,аӡыӡара,怖がる
959,fürchten::V,ацəшəара,恐れる
960,fliehen::V,абналара,逃げる
961,fliehen::V,ацəцара,逃げる
962,flüchten::V,абналара,逃亡する
963,flüchten::V,ацəцара,逃亡する
964,sehen::V,абара,見る
965,anschauen::V,ахəаҧшра,眺める
966,ansehen::V,ахəаҧшра,見る
967,hören::V,аҳара,聞く
968,zuhören::V,азыӡырҩра,聴く
969,probieren::V,аҧышəара,食べてみる
970,riechen::V,афыҩра,気取る
971,fühlen::V,анырра,感じる
972,fühlen::V,ацәакырра,感じる
973,scheinen::V,шәа,ように見える
974,scheinen::V,аацәырҵа,ように見える
975,vernehmen::V,аҳара,承る
976,frieren::V,ашəра,寒気がする
977,frieren::V,аҵаара,寒気がする
978,tun::V,аҟаҵара,する
979,können::V,алшара,出来る
980,wollen::V,аҭахра,-たい
981,anfangen::V,алагара,始める
982,beenden::V,алгара,終える
983,aufhören::V,аҟəыҵра,止める
984,gelingen::V,аура,成功する
985,gelingen::V,аманшəалахара,成功する
986,gelingen::V,алҵра,成功する
987,geraten::V,нзаарын,当たる
988,öffnen::V,аартра,開く
989,öffnen::V,аартра,開ける
990,schließen::V,аркра,閉める
991,stellen::V,аргылара,置く
992,stellen::V,аргылара,据える
993,setzen::V,артəара,座らせる
994,legen::V,ақəҵара,置く
995,berühren::V,акьысра,触る
996,berühren::V,акьысра,触れる
997,berühren::V,алакьысра,触る
998,berühren::V,алакьысра,触れる
999,verbinden::V,аҿаҳəара,結びつける
1000,bedecken::V,ақəршəра,覆う
1001,aufhängen::V,акнаҳара,掛ける
1002,anzünden::V,аркра,燃やす
1003,anzünden::V,аркра,火をつける
1004,aufheben::V,ашьҭыхра,拾う
1005,zurücklassen::V,аныжьра,残す
1006,verlieren::V,ацəыӡра,無くす
1007,fallen lassen::V,ацəкаҳара,落とす
1008,machen::V,ачаҧара,作る
1009,herstellen::V,аиҵдара,製造する
1010,bauen::V,аргылара,建設する
1011,reparieren::V,арҽеира,直す
1012,reparieren::V,арҽеира,修理する
1013,verbessern::V,аиҕьтəра,改良する
1014,ändern::V,аҧсахра,変える
1015,graben::V,ажра,掘る
1016,beugen::V,арҟəра,折る
1017,beugen::V,архəара,折る
1018,biegen::V,арҟəра,曲げる
1019,biegen::V,архəара,曲げる
1020,drehen::V,аргьежьра,回す
1021,umdrehen::V,аарҳәра,裏返す
1022,heben::V,аҩахара,挙げる
1023,heben::V,араҳара,挙げる
1024,hochheben::V,ахагалара,持ち上げる
1025,hochheben::V,ашьҭҳəара,持ち上げる
1026,halten::V,акра,持つ
1027,drücken::V,ақəрӷəӷəара,押す
1028,schieben::V,аҵгəара,ずらす
1029,schieben::V,агəара,ずらす
1030,kratzen::V,ацəҟьара,引っ掻く
1031,lecken::V,арбзара,なめる
1032,beißen::V,ацҳара,噛む
1033,abreißen::V,амжəара,剝ぎ取る
1034,abschneiden::V,ахҵəара,切り取る
1035,abschneiden::V,аҿахҵəара,切り取る
1036,binden::V,аҿаҳəара,縛る
1037,stecken::V,алаҵара,差し込む
1038,brechen::V,аҧҵəара,破る
1039,klopfen::V,асра,とんとん叩く
1040,hauen::V,ақəкшара,叩く
1041,kleben::V,аҷабра,貼る
1042,kleben::V,аҷабра,くっ付ける
1043,reiben::V,арҟəыҷра,擦る
1044,streichen::V,ахьшьра,塗る
1045,schleifen::V,ахра,研ぐ
1046,schneiden::V,аҧҟара,切る
1047,rütteln::V,арҵысра,揺さぶる
1048,schütteln::V,аршəшəара,振る
1049,schütteln::V,аршəшəара,揺さぶる
1050,schwenken::V,аҟьара,振る
1051,schütten::V,аҭаҭəара,注ぐ
1052,füllen::V,арҭəра,いっぱいにする
1053,einwickeln::V,алаҳəара,包む
1054,tragen::V,аҩагара,運ぶ
1055,schleppen::V,арҳəазара,引きずる
1056,ziehen::V,ахара,引く
1057,aufbewahren::V,аҵəахра,預かる
1058,werfen::V,аршəра,投げる
1059,fangen::V,акра,受ける
1060,packen::V,анкра,掴む
1061,packen::V,аҵкаара,掴む
1062,verstecken::V,аҵəахра,隠す
1063,teilen::V,ашара,分ける
1064,schicken::V,ашьҭра,送る
1065,bringen::V,аагара,持って行く
1066,hinzufügen::V,ацҵара,加える
1067,bekommen::V,аҧшаара,得る
1068,bekommen::V,архиара,得る
1069,bekommen::V,аура,得る
1070,erhalten::V,аиура,受ける
1071,nehmen::V,агара,取る
1072,wählen::V,алҧшаара,選ぶ
1073,auswählen::V,алхра,選ぶ
1074,behindern::V,аҧырхагахара,妨害する
1075,verderben::V,алгара,台無しにする
1076,verderben::V,абжьыхра,台無しにする
1077,verderben::V,аҧхасҭатəра,台無しにする
1078,beschädigen::V,аҧхасҭатəра,損傷する
1079,zerbrechen::V,аҧҽра,割る
1080,zerreißen::V,аҧжəара,引き裂く
1081,zerstören::V,аилаҧыххаара,破壊する
1082,verbrennen::V,абылра,焼く
1083,geben::V,аҭара,上げる
1084,reichen::V,аҭара,渡す
1085,schenken::V,аҩгара,贈る
1086,versprechen::V,ақəргəыӷра,約束する
1087,loben::V,арҽхəара,褒める
1088,küssen::V,агəӡра,キスする
1089,zudecken::V,аҵахҩара,覆う
1090,zudecken::V,ақəршəра,覆う
1091,wecken::V,арҿыхара,起こす
1092,zeigen::V,арбара,見せる
1093,führen::V,аныҟəгара,案内する
1094,lehren::V,арҵара,教える
1095,unterrichten::V,арҧхьара,通知する
1096,aufziehen::V,ааӡара,育てる
1097,leiten::V,ахагылазаара,導く
1098,antreiben::V,арццакра,励ます
1099,lassen::V,арҟаҵара,～させる
1100,einladen::V,ааҕхьара,誘う
1101,einladen::V,ааҕхьара,招待する
1102,einladen::V,анаҧхьара,誘う
1103,einladen::V,анаҧхьара,招待する
1104,vereinigen::V,аилаҵара,一つにする
1105,besuchen::V,абара,訪ねる
1106,treffen::V,аҧылара,出会う
1107,sich versammeln::V,аизара,集まる
1108,spielen::V,ахəмарра,遊ぶ
1109,singen::V,ашəаҳəара,歌う
1110,tanzen::V,акəашара,踊る
1111,sich trennen::V,аилыҵра,別れる
1112,verlassen::V,акажьра,別れる
1113,retten::V,Аиқəрхара,救う
1114,retten::V,Аиқəрхара,助ける
1115,bewachen::V,ахьчара,見張る
1116,bewachen::V,ахьчара,軽微する
1117,schützen::V,ацəыхьчара,保護する
1118,verteidigen::V,ахьчара,守る
1119,sich schlagen::V,аисра,殴る
1120,schießen::V,ахысра,撃つ
1121,siegen::V,аиааира,勝つ
1122,ärgern::V,аргəаара,怒らせる
1123,schlagen::V,асра,殴る
1124,schlagen::V,аҭасра,殴る
1125,stechen::V,алакшара,突く
1126,stoßen::V,агəҭасра,突く
1127,stehlen::V,аӡара,盗る
1128,stören::V,аҧырхагахара,構う
1129,belästigen::V,аргəамҵра,邪魔する
1130,verbergen::V,аӡара,隠す
1131,täuschen::V,ажьара,だます
1132,betrügen::V,ажьара,だます
1133,töten::V,ашьра,殺す
1134,wohnen::V,анхара,住む
1135,arbeiten::V,аусура,働く
1136,sammeln::V,аҟəшəара,集める
1137,sammeln::V,аҟəшəара,収集する
1138,pflücken::V,аҿыршəара,摘む
1139,pflücken::V,аҿыхра,摘む
1140,jagen::V,ашəарыцара,狩りをする
1141,fischen::V,аҧсыӡ икуеит,釣る
1142,fassen::V,акра,捕る
1143,hüten::V,арҳəра,放牧する
1144,hüten::V,ахьчара,放牧する
1145,treiben::V,акацара,追う
1146,anbinden::V,адҳəалара,繋ぐ
1147,füttern::V,акырҿаҵара,餌をやる
1148,melken::V,ахьара,搾乳する
1149,hacken::V,аҟəаҟəара,刻む
1150,gießen::V,аҵаҭəара,水をやる
1151,reifen::V,ашəра,熟す
1152,reifen::V,аҟалара,熟す
1153,zubereiten::V,ацура,調理する
1154,kochen::V,ажəра,煮る
1155,backen::V,аӡра,焼く
1156,braten::V,аӡра,焼く
1157,braten::V,аӡра,炒める
1158,umrühren::V,аилрыхра,混ぜる
1159,stricken::V,аҧара,編む
1160,nähen::V,аӡахра,縫う
1161,färben::V,ашəра,染める
1162,reinigen::V,арыцқьара,掃除する
1163,waschen::V,аӡәӡәара,洗う
1164,waschen::V,аӡәӡәара,洗濯する
1165,abwischen::V,арбара,拭く
1166,spülen::V,аҭыршара,洗う
1167,spülen::V,аҭыршара,すすぐ
1168,fegen::V,аҧссара,掃除する
1169,baden::V,аҽыкəабара,入浴する
1170,sich waschen::V,аҽыӡəӡəара,洗う
1171,ausziehen::V,ашəыхра,脱ぐ
1172,anziehen::V,ашəҵара,着る
1173,sich anziehen::V,аҽеилаҳəара,着る
1174,kämmen::V,аҳəара,梳く
1175,schmücken::V,арҧшӡара,飾る
1176,sagen::V,аҳəара,言う
1177,sprechen::V,ацəажəара,話す
1178,reden::V,ацəажəара,話す
1179,reden::V,аицәажәара,話す
1180,sich unterhalten::V,аицәажәара,話をする
1181,fragen::V,азҵаара,聞く
1182,bitten::V,аҳəара,頼む
1183,bitten::V,аҳəара,お願いする
1184,erzählen::V,аҳəара,物語る
1185,mitteilen::V,азыцҳара,伝える
1186,nennen::V,ахьӡҵара,名づける
1187,rufen::V,азҿыҭра,呼ぶ
1188,prahlen::V,аҽхəара,自慢する
1189,übersetzen::V,аиҭагара,訳す
1190,denken::V,азхəыцра,考える
1191,glauben::V,ахаҵара,信じる
1192,bemerken::V,агəаҭара,気が付く
1193,erkennen::V,адырра,認識する
1194,begreifen::V,аилкаара,分かる
1195,verstehen::V,аҳара,聞き取る
1196,lernen::V,аҵара,学ぶ
1197,lernen::V,аҵара,勉強する
1198,wissen::V,адырра,知っている
1199,sich erinnern an::V,агəаларшəара,思い出す
1200,vergessen::V,ахашҭра,忘れる
1201,messen::V,ашəара,計る
1202,messen::V,ашəара,測定する
1203,zählen::V,аҧхьаӡара,数える
1204,rechnen::V,аҳасабра,計算する
1205,lesen::V,аҧхьара,読む
1206,besitzen::V,амазаара,所持する
1207,kaufen::V,Аахəара,買う
1208,verkaufen::V,аҭира,売る
1209,bezahlen::V,ахҭынҵара,払う
1210,bezahlen::V,ашəара,払う
1211,zahlen::V,ашəара,支払う
1212,ertragen::V,ачҳара,耐える
1213,Moor::N,,湿原
1214,Kralle::N,,爪
1215,Schwarm::N,,群れ
1216,Sache::N,,物
1217,Menge::N,,量
1218,Essen::N,,食事
1219,Geschäft::N,,取り引き
1220,Monat::N,,月
1221,Jahr::N,,年
1222,dünn::A,,薄い
1223,roh::A,,生の
1224,durch::PRP,,通して
1225,was::FPRN,,何
1226,rauschen::V,,戦ぐ
1227,zu sehen sein::V,,見える
1228,wenden::V,,裏返す
1229,ergreifen::V,,取り上げる
1230,bewahren::V,,保存する
1231,wünschen::V,,望む
1232,wiegen::V,,揺する
1233,treten::V,,蹴る
1234,kehren::V,,掃く
1235,malen::V,,描く
1236,zeichnen::V,,写生する
1237,schreiben::V,,書く
1238,beherrschen::V,,支配する
