,Concept_ID,ps,ady
144,Fell::N,پوستکی,шъо
145,Flügel::N,وزر,тамэ́
146,Klaue::N,پنجه,лъэбжъа́н
147,Klaue::N,منګول,лъэбжъа́н
148,Kralle::N,پنجه,лъакъо
149,Kralle::N,منګول,лъакъо
150,Schwanz::N,لکۍ,кӏэ
151,Ei::N,وۍ,кӏэнкӏэ́
152,Ei::N,هګۍ,кӏэнкӏэ́
153,Nest::N,جاله,набгъо́
154,Bau::N,کاز,гъу
155,Bau::N,کاز,бы
156,Tier::N,ژوی,псэу́шъхь
157,Tier::N,حیوان,псэу́шъхь
158,Herde::N,رمه,ӏэхъогъу
159,Herde::N,غېله,ӏэхъогъу
160,Kuh::N,غوا,чэмы́
161,Bulle::N,غوئی,цу
162,Pferd::N,آس,шы
163,Schaf::N,پسه,мэлы́
164,Schwein::N,سرکوزی,къо
165,Hund::N,سپی,бьэ
166,Katze::N,پشه,чэты́у
167,Bär::N,خرس,мышъэ́
168,Eichhörnchen::N,خړ لمی,цызэ́
169,Elch::N,ګوزن,лось
170,Fuchs::N,سپلم,баджэ́
171,Hase::N,سوی,тхьакӏумкӏы́хь
172,Maus::N,مږک,цыгъо́
173,Wolf::N,لېوه,тыгъу́жъ
174,Vogel::N,مرغه,бзы́у
175,Schwarm::N,سېل,отэр
176,Huhn::N,چرګه,чэты́
177,Hahn::N,چرګ,атакъэ́
178,Gans::N,بته,къа́з
179,Adler::N,عقاب,
180,Ente::N,ایلۍ,псычэ́т
181,Eule::N,ګونګی,тыгъурыгъу
182,Kranich::N,کلنګ,къэрэ́у
183,Krähe::N,کارغه,къолэ́жъ
184,Kuckuck::N,فاخته,куку́у
185,Schwan::N,قو,
186,Fisch::N,کب,пцэжъы́й
187,Fisch::N,ماهی,пцэжъы́й
188,Schlange[Tier]::N,مار,блэ́
189,Wurm::N,چینجی,хьамлыу
190,Spinne::N,غڼه,бэдж
191,Spinne::N,تارکښ,бэдж
192,Ameise::N,مېږی,къамзэ́гу
193,Laus::N,سپږه,цӏэ
194,Mücke::N,ماشی,аргъо́й
195,Fliege::N,مچ,бадзэ́
196,Schmetterling::N,پتنګ,хьампӏыра́шъу
197,Beere::N,مېوۍ,маткӏо
198,Apfel::N,مڼه,мыӏэры́с
199,Pilz::N,خرېړی,хьаӏу
200,Zwiebel::N,پیاز,бжьыны́
201,Saat::N,تخم,чылапхъ
202,Korn::N,تخم,цэ
203,Korn::N,دانه,цэ
204,Heu::N,بوس,мэкъу
205,Heu::N,پروړه,мэкъу
206,Schale::N,پوستکی,кӏы́шъу
207,Grube::N,کنده,машэ́
208,Falle::N,دام,зэраубытырэ́ ӏэмэпсы́м
209,Falle::N,لومه,зэраубытырэ́ ӏэмэпсы́м
210,Schlinge::N,کړۍ,бзыуубыт
211,Spur::N,نښه,ужы
212,Spur::N,نښه,лъэуж
213,Asche::N,آس,яжьэ́
214,Asche::N,ایره,яжьэ́
215,Dreck::N,ناپاکي,псынжъы
216,Eisen::N,اوسپنه,гыучӏы́
217,Eisen::N,اوسپنه,къэнджа́л
218,Gold::N,سره زر,дышъэ́
219,Silber::N,نقره,тыжьы́н
220,Silber::N,سپین زر,тыжьы́н
221,Kohle::N,سکور,шӏомыкӏ
222,Kohle::N,سکاره,шӏомыкӏ
223,Glas::N,ښيښه,апч
224,Lehm::N,خټه,етӏагъо́
225,Sand::N,شګه,пшахъо
226,Mensch::N,انسان,цӏыфы́
227,Mann::N,سړی,хъулъфы́гъ
228,Mann::N,نارینه,хъулъфы́гъ
229,Frau::N,ښځه,бӏылъфыгъэ́
230,Kind::N,بچی,кӏэлэцӏы́кӏу
231,Kind::N,ماشوم,кӏэлэцӏы́кӏу
232,Junge::N,هلک,кӏэлэцӏы́кӏу
233,Mädchen::N,نجلۍ,пшъэшъэжъый
234,Familie::N,کورنۍ,быны́
235,Familie::N,کورنۍ,уна́гъу
236,Großvater::N,بابا,тэтэ́жъ
237,Großmutter::N,انا,нэнэ́жъ
238,Eltern::N,مور او پلار,ны-тыхэ́р
239,Vater::N,پلار,ты
240,Mutter::N,مور,ны
241,Sohn::N,زوی,къо
242,Tochter::N,لور,пхъу
243,Bruder::N,ورور,шы
244,Schwester::N,خور,шы́пхъу
245,Onkel::N,تره,янэ́ш
246,Onkel::N,ماما,янэ́ш
247,Tante::N,خاله,атэшыпхъу
248,Ehemann::N,مېړه,лӏы
249,Ehefrau::N,مېرمن,шъу́з
250,Freude::N,خوشحالي,гушӏуа́гъу
251,Gelächter::N,خندا,щхыныр
252,Glück::N,بخت,насы́п
253,Kummer::N,غم,тхьамыкӏагъу
254,Wunsch::N,هيله,шӏонгъоны́гъ
255,Wunsch::N,غوښتنه,шӏонгъоны́гъ
256,Lust::N,شوق,шӏонгъоны́гъ
257,Lust::N,مینه,шӏонгъоны́гъ
258,Geist::N,روح,гу
259,Gedanke::N,فکر,гупшыс
260,Gedächtnis::N,یاد,память
261,Gedächtnis::N,حافظه,память
262,Verstand::N,عقل,акъы́л
263,Verstand::N,شعور,акъы́л
264,Sinn::N,معنی,мэхьанэ
265,Grund::N,علت,ушъхьагъу
266,Grund::N,اساس,ушъхьагъу
267,Wahrheit::N,حقیقت,шъыпкъэ́
268,Gespräch::N,مرکه,гущыӏ
269,Gespräch::N,خبرې اترې,гущыӏ
270,Märchen::N,افسانه,пшысэ
271,Erzählung::N,قصه,къэба́р
272,Erzählung::N,کیسه,къэба́р
273,Nachricht::N,خبر,къэба́р
274,Neuigkeit::N,نوی خبر,къэбарыкӏ
275,Name::N,نوم,цӏэ
276,Rätsel::N,کیسۍ,коджэхь-къоджэшх
277,Rätsel::N,چیستان,коджэхь-къоджэшх
278,Rede::N,وینا,гущыӏ
279,Sprache::N,ژبه,бзэ
280,Stimme::N,غږ,макъэ́
281,Stimme::N,اواز,макъэ́
282,Wort::N,لغت,гущыӏ
283,Wort::N,کلمه,гущыӏ
284,Zeichen::N,نښه,тамы́гъ
285,Zeichen::N,اشاره,тамы́гъ
286,Ruf::N,ږغ,джэ макъ
287,Ruf::N,بلنه,джэ макъ
288,Lärm::N,غالمغال,макъэ
289,Laut::N,ږغ,макъэ
290,Ton::N,اواز,
291,Lied::N,غزله,орэ́д
292,Lied::N,سندره,орэ́д
293,Ruhe::N,ارامي,самбырыныгъ
294,Leute::N,خلک,цӏыфхэ́р
295,Volk::N,ولس,цӏыф лъэпкъ
296,Arbeit::N,کار,ӏофшӏакӏэ́н
297,Gast::N,مېلمه,хьакӏэ́
298,Geschenk::N,تحفه,шӏухьафтын
299,Geschenk::N,سوغات,шӏухьафтын
300,Spiel::N,لوبه,еоны́р
301,Spiel::N,لوبه,джэгуны́р
302,Spiel::N,لوبه,къегъэӏоны́р
303,Gesellschaft::N,ډله,обществ
304,Hilfe::N,کومک,ӏэпыӏэгъу
305,Hilfe::N,مرسته,ӏэпыӏэгъу
306,Freund::N,ملګری,ныбджэгъу
307,Kamerad::N,انډيوال,ныбджэгъу
308,Angelegenheit::N,موضوع,ӏофы́
309,Anzahl::N,شمېر,пчъагъэ́
310,Anzahl::N,تعداد,пчъагъэ́
311,Art::N,ډول,изэрэщы́т
312,Art::N,ډول,лъэпкъ
313,Stück::N,ټوټه,такъы́р
314,Teil::N,برخه,щыщ
315,Teil::N,برخه,ӏахь
316,Hälfte::N,نیم,ныкъо́
317,Kreis::N,دایره,хъура́й
318,Kreuz::N,صلیب,къащ
319,Linie::N,خط,хъахъ
320,Linie::N,خط,итхъа́гъ
321,Linie::N,لیکه,хъахъ
322,Linie::N,لیکه,итхъа́гъ
323,Strich::N,کرښه,хъахъ
324,Strich::N,کرښه,итхъагъ
325,Abstand::N,فاصله,азыфагу
326,Entfernung::N,واټن,чӏыгууанэ
327,Gegend::N,سیمه,чӏыпӏэ́
328,Gegend::N,منطقه,чӏыпӏэ́
329,Platz::N,ځای,азыфагу
330,Ort::N,ځای,чӏыпӏэ́
331,Seite::N,مخ,лъэны́къу
332,Seite::N,اړخ,лъэны́къу
333,Mitte::N,وسط,гузэ́гу
334,Mitte::N,مینځ,гузэ́гу
335,Gegenstand::N,شی,пкъыгъо
336,Sache::N,شی,
337,Sache::N,څيز,
338,Rand::N,څنډه,цакӏэ́
339,Rand::N,کناره,цакӏэ́
340,Kante::N,اړخ,цэгэналъ
341,Ecke::N,ګوټ,къогъу
342,Spitze::N,څوکه,пакӏэ
343,Ende::N,څوکه,кӏэ
344,Loch::N,سوری,гъуа́н
345,Winkel::N,کنج,къогъу
346,Winkel::N,کوتی,къогъу
347,Muster::N,نمونه,тхыпхъэ
348,Größe::N,قد,иина́гъ
349,Größe::N,لويوالی,иина́гъ
350,Länge::N,طول,икӏыхьа́гъ
351,Länge::N,اوږد والی,икӏыхьа́гъ
352,Höhe::N,جګوالی,лъэгагъ
353,Gewicht::N,وزن,онтэгъугъэ́
354,Menge::N,اندازه,пчъагъэ́
355,Haufen::N,کوټه,ӏат
356,Reihe::N,صف,саты́р
357,Reihe::N,کتار,саты́р
358,Boot::N,قايق,къуашъо́
359,Ruder::N,چپه,къошъобэ́щ
360,Schlitten::N,ښویېدونی,
361,Ski::N,سکي,лыжэхэр
362,Lagerfeuer::N,اور,пхъэмашӏу
363,Last::N,بار,
364,Last::N,پېټی,
365,Gang::N,تګ,кӏоныр
366,Schritt::N,ګام,лъэубэ́къу
367,Norden::N,شمال,темы́р
368,Süden::N,سوېل,къыблэ́
369,Westen::N,لوېدېځ,тыгъэкъохьа́пӏ
370,Osten::N,شرق,тыгьэкъокӏы́пӏ
371,Osten::N,ختیځ,тыгьэкъокӏы́пӏ
372,Holz::N,لرګی,чъыгы́
373,Brett::N,تخته,пхъэ́мбгъу
374,Platte::N,تخته,упсыхьагъ
375,Stütze::N,تکیوان,кӏэгъэкъон
376,Stange::N,ډاګه,къорэ́гъ
377,Stock::N,لرګی,бэщ
378,Stab::N,چيخله,бэщ кӏы́хь
379,Rohr::N,نل,онджэкъ
380,Haus::N,کور,унэ́
381,Heim::N,کور,унэ́
382,Ofen::N,تودنۍ,гъэжъэн
383,Fußboden::N,غولی,джэхашъу
384,Tisch::N,مېز,стол
385,Stuhl::N,چوکۍ,пхъэнтӏэ́кӏу
386,Wiege::N,زانګو,кушъэ́
387,Bett::N,کټ,пӏэкӏо́р
388,Bett::N,چپرکټ,пӏэкӏо́р
389,Regal::N,تاخچۍ,мэкӏай
390,Kiste::N,صندوق,ящык
391,Fenster::N,کړکۍ,шъхьаныгъу́пчъ
392,Tür::N,دروازه,пчъэ
393,Tor::N,دروازه,къэла́пчъ
394,Zaun::N,کټاره,шӏыхьагъэ́
395,Dach::N,بام,шъхьэ́
396,Leiter::N,زينه,лъэо́й
397,Leiter::N,زينه,дэкӏояпӏэ́
398,Besen::N,جارو,пхъэнкӏы́пхъ
399,Spaten::N,یوم,къазгъы́р
400,Schaufel::N,بېلچه,хэӏалъ
401,Gabel::N,پنجه,цацэ
402,Löffel::N,کاشوغه,джэмы́шх
403,Messer::N,چاقو,шъэжъы́й
404,Nagel::N,ميخ,гъучӏыӏу́н
405,Netz::N,جال,хъытыу
406,Haken::N,څنګک,хьажтӏаркъу
407,Griff::N,لاستی,къопс
408,Schloss::N,کلپ,ӏункӏы́бз
409,Bild::N,رسم,сурэ́т
410,Figur::N,قدوقامت,
411,Puppe::N,ګوډۍ,нысхъа́п
412,Beutel::N,کڅوړه,дзыо́
413,Bündel::N,دسته,
414,Tasche::N,بکس,ӏэлъмэ́къ
415,Tasche::N,توبره,ӏэлъмэ́къ
416,Eimer::N,سطل,щалъ
417,Deckel::N,سرپوښ,шъхьэ
418,Geschirr::N,لوښی,хьакъу-шыкъу
419,Sack::N,جوال,дзыо́
420,Tasse::N,پیاله,чашк
421,Topf::N,دېګی,кастрюль
422,Kessel::N,دېګ,шыуа́н
423,Essen::N,خوراک,шхэн
424,Nahrung::N,خوراک,шхэн
425,Speise::N,خواړه,шхыныгъу
426,Fleisch::N,غوښه,лы
427,Getreide::N,غله,лэжьыгъацэ́
428,Brei::N,اوګره,пӏастэ́
429,Brot::N,ډوډۍ,хьалыгъу
430,Scheibe::N,مړۍ,такъы́р
431,Fett::N,غوړي,дагъэ́
432,Butter::N,کوچ,тхъу
433,Öl::N,تېل,тхъу
434,Salz::N,مالګه,щыгъу
435,Suppe::N,شوربا,хьантхъупс
436,Honig::N,شات,шъоу́
437,Milch::N,شوده,щэ
438,Tee::N,چای,щай
439,Leder::N,څرمن,кӏы́шъу
440,Wolle::N,پشم,цы
441,Stoff::N,ټوټه,шэкӏы
442,Nadel::N,ستن,бгъэ́хаӏу
443,Faden::N,تار,ӏуда́н
444,Knopf::N,تڼۍ,занкӏэу
445,Knopf::N,تکمه,занкӏэу
446,Knoten::N,غوټه,зэкъодзапӏэ
447,Farbe::N,رنګ,краск
448,Kleidung::N,کالي,щыгъы́ны
449,Hemd::N,کميس,джан
450,Kragen::N,غاړه,пшъапӏ
451,Ärmel::N,لستوڼی,гъуап
452,Hose::N,پطلون,гъончэ́дж
453,Gürtel::N,کمربند,бгыры́пх
454,Mütze::N,خولۍ,паӏо́
455,Schuh::N,بوټ,
456,Stiefel::N,موزه,щазым
457,Ring::N,ګوته,ӏэлъы́н
458,Band::N,فيته,лент
459,Kamm::N,ګمنځ,мажь
460,Spiegel::N,ایینه,гъундж
461,Spiegel::N,هنداره,гъундж
462,Riemen::N,تسمه,бгыры́пх
463,Schnur::N,مزی,кӏапсэ́
464,Leine::N,رسۍ,шъокӏапс
465,Decke::N,بړستن,чыхӏэн
466,Kissen::N,بالښت,шъхьант
467,Tuch::N,ټیکری,шъхьэтехъу
468,Handtuch::N,دسمال,ӏаплъэкӏ
469,Kraft::N,زور,къары́у
470,Kraft::N,زور,кӏуачӏэ́
471,Kraft::N,توان,къары́у
472,Kraft::N,توان,кӏуачӏэ́
473,Stärke::N,قوت,кӏуачӏэ́
474,Gesundheit::N,صحت,псауныгъ
475,Gesundheit::N,روغتیا,псауныгъ
476,Krankheit::N,مرض,узы
477,Krankheit::N,ناروغي,узы
478,Schmerz::N,درد,узы
479,Wunde::N,ټپ,уӏагъэ́
480,Wunde::N,زخم,уӏагъэ́
481,Fieber::N,تبه,техьа́гъу
482,Fieber::N,تبه,жъоку
483,Arznei::N,دوا,ӏэзэ́гъу
484,Arznei::N,دارو,ӏэзэ́гъу
485,Brücke::N,پول,лъэмы́д ж
486,Brunnen::N,څاه,псынэ́
487,Brunnen::N,کوهی,псынэ́
488,Weide::N,وله,хъупӏэ́
489,Pfad::N,تړه,лъагъу
490,Weg::N,لیار,гъо́гу
491,Straße::N,سړک,гъо́гу
492,Dorf::N,کلی,къуа́дж
493,Stadt::N,ښار,къалэ́
494,Brief::N,لیک,тхэн
495,Brief::N,لیک,письмэ
496,Brief::N,مکتوب,тхэн
497,Brief::N,مکتوب,письмэ
498,Buch::N,کتاب,тхы́лъ
499,Buchstabe::N,حرف,хьары́ф
500,Buchstabe::N,توری,хьары́ф
501,Zeitung::N,اخبار,газет
502,Leben::N,ژوند,гъашӏэ́
503,Tod::N,مرګ,аджал
504,Tod::N,مړینه,аджал
505,Grab::N,قبر,бэны́
506,Grab::N,ډورۍ,бэны́
507,Kirche::N,کلیسا,чылы́с
508,Sünde::N,ګناه,гунахь
509,Gott::N,خدای,тхьэ
510,Arbeiter::N,کاریګر,рабоч
511,Chef::N,آمر,гъэр
512,Meister::N,استاد,ӏэпыӏа́с
513,Arzt::N,طبیب,
514,Arzt::N,ډاکټر,
515,Lehrer::N,معلم,кӏэлэегъа́дж
516,Lehrer::N,ښوونکی,кӏэлэегъа́дж
517,Geld::N,پیسې,ахъщ
518,Geschäft::N,سوداګري,ӏофшӏэн
519,Laden::N,دکان,туча́н
520,Laden::N,مغازه,туча́н
521,Preis::N,بیه,уасэ́
522,Ware::N,مال,хьап-щып
523,Nutzen::N,ګټه,чар
524,Nutzen::N,ګټه,федэ́
525,Reichtum::N,شتمني,байныгъ
526,Welt::N,نړۍ,дуна́й
527,Welt::N,دنیا,дуна́й
528,Land::N,هېواد,хэгъэ́́гу
529,Staat::N,دولت,къэралыгъу
530,König::N,باچا,пачъы́хь
531,König::N,پادشاه,пачъы́хь
532,Macht::N,قدرت,шынэгъакзэ́
533,Grenze::N,حد,гъуна́пкъ
534,Grenze::N,سرحد,гъуна́пкъ
535,Krieg::N,جګړه,зао́
536,Feind::N,دښمن,пы́и
537,Gewalt::N,زور,егъэзыгъэныгъ
538,Gewalt::N,تشدد,егъэзыгъэныгъ
539,Kampf::N,جنګ,бэнэныгъ
540,Kampf::N,مبارزه,бэнэныгъ
541,Bogen[Waffe]::N,لیندۍ,щабз
542,Pfeil::N,غشی,щэбза́щ
543,Gewehr::N,ټوپک,шхонч
544,Fehler::N,خطا,хэукъоныгъ
545,Fehler::N,غلطي,хэукъоныгъ
546,Lüge::N,دروغ,пцӏы
547,Schaden::N,زیان,зэра́р
548,Schaden::N,تاوان,зэра́р
549,Unglück::N,بدبختي,тхьамыкӏагъу
550,Schuld::N,ګناه,мысагъэ́
551,Alter::N,منګ,ныбжь
552,Schluss::N,اخر,кӏэ
553,Zeit::N,وخت,уахътэ́
554,Tag::N,ورځ,мафэ́
555,Morgen::N,سبا,пчэды́жь
556,Morgen::N,سهار,пчэды́жь
557,Mittag::N,غرمه,щэджагьу́
558,Abend::N,ماښام,пчыхьэ́
559,Nacht::N,شپه,чэщы́
560,Woche::N,اونۍ,тхьамафэ́
561,Monat::N,مياشت,мазэ́
562,Jahr::N,کال,илъэ́с
563,Frühling::N,پسرلی,гъатхэ́
564,Sommer::N,دوبی,гъэмафэ́
565,Herbst::N,منی,бжыхьэ́
566,Herbst::N,خزان,бжыхьэ́
567,Winter::N,ژمی,кӏыма́ф
568,Januar::N,جنوري,январь
569,Februar::N,فبروري,февраль
570,März::N,مارچ,март
571,April::N,اپریل,апрель
572,Mai::N,مې,май
573,Juni::N,جون,июнь
574,Juli::N,جولای,июль
575,August::N,اګست,август
576,September::N,سپټامبر,сентябрь
577,Oktober::N,اکتوبر,октябрь
578,November::N,نومبر,ноябрь
579,Dezember::N,دسمبر,декабрь
580,Montag::N,دوشنبه,блыпэ́
581,Dienstag::N,سه شنبه,гъубдж
582,Mittwoch::N,چارشنبه,бэрэскэжъый
583,Donnerstag::N,پنجشنبه,мэфэ́ку
584,Freitag::N,جمعه,бэрэскэшху
585,Samstag::N,خالي,шэмбэ́т
586,Sonntag::N,یکشنبه,тхьаума́ф
587,groß::A,لوی,ины́
588,klein::A,وړوکی,цӏы́кӏу
589,lang::A,اوړد,кӏыхьэ́
590,kurz::A,لنډ,кӏэкӏы́
591,breit::A,پراخه,шъуамбгъо́
592,schmal::A,تنګ,бгъузэ́
593,dicht::A,ګڼ,ӏужъу́
594,dick[Gegenstand]::A,پنډ,ӏужъу́
595,dünn::A,نری,пӏуакӏэ́
596,fein::A,نازک,пӏуакӏэ́
597,fest::A,کلک,пытэ́
598,fest::A,ټینګ,пытэ́
599,flach::A,هوار,тешъо́
600,glatt::A,ښوی,зэны́бжь
601,hart::A,کلک,пытэ́
602,weich::A,نرم,шъабэ́
603,weich::A,پوست,шъабэ́
604,rund::A,ګرد,хъура́й
605,spitz::A,تېره,папцӏэ́
606,scharf::A,تېز,чан
607,scharf::A,تېره,чан
608,stumpf::A,پڅ,цако́
609,schwer::A,دروند,онтэ́гъу
610,schön::A,ښکلی,дахэ́
611,heiß::A,تود,жъо́ркъ
612,warm::A,تود,фабэ́у
613,kalt::A,ېخ,чъыӏэ́
614,kalt::A,سوړ,чъыӏэ́
615,kühl::A,ېخ,чъыӏэтагъ
616,kühl::A,سوړ,чъыӏэтагъ
617,frisch::A,تازه,чъыӏэтагъ
618,feucht::A,مرطوب,шынагъэ зиӏэ
619,feucht::A,مرطوب,шынэгъакӏэ зиӏэ
620,nass::A,لوند,цӏынэ́
621,trocken::A,وچ,гъушъ
622,trocken::A,وچ,чъэпхъыгъ
623,voll::A,ډک,из
624,voll::A,ډک,изыбз
625,leer::A,خالی,нэкӏы́
626,offen::A,خلاص,зэдэхыгъэ
627,offen::A,پرانیستی,зэдэхыгъэ
628,geschlossen::A,تړلی,зэфэшӏыгъ
629,sauber::A,پاک,къабзэ́
630,schmutzig::A,چټل,шӏо́и
631,roh::A,خام,мыжъо́
632,reif::A,پوخ,чъэпхъыгъ
633,reif::A,رسېدلی,чъэпхъыгъ
634,lecker::A,خوندور,го́хьы
635,lecker::A,مزه دار,го́хьы
636,süß::A,خوږ,ӏэшӏу
637,süß::A,شیرین,ӏэшӏу
638,bitter::A,تریخ,дыджы́
639,sauer::A,ټاک,хафэ́
640,sauer::A,تريو,хафэ́
641,hell::A,روڼ,нэфын
642,hell::A,روښان,нэфын
643,dunkel::A,تیاره,мэзэхэ
644,schwarz::A,تور,шӏуцӏэ
645,weiß::A,سپين,фыжьы́
646,rot::A,سور,плъыжьы́
647,gelb::A,زېړ,гъожьы́
648,blau::A,شین,шхъуантӏэ
649,blau::A,اسماني رنګه,шхъуантӏэ
650,grün::A,زرغون,шхъуантӏэ
651,grau::A,خړ,шхъо
652,bunt::A,رنګارنګ,къолэны
653,billig::A,ارزان,пыут
654,teuer::A,ګران,сикӏа́с
655,teuer::A,ګران,силъа́пӏ
656,wertvoll::A,قیمتي,пкӏэ зиӏ
657,wertvoll::A,قیمتي,уасэ́ зыфа́шӏ
658,blind::A,ړوند,нэшъу́
659,taub::A,کوڼ,дэгу
660,kräftig::A,قوی,лъэ́ш
661,stark::A,قوی,лъэ́ш
662,stark::A,تکړه,лъэ́ш
663,schwach::A,ضعیف,хъыбэй
664,schwach::A,کمزوری,хъыбэй
665,fett::A,چاغ,пщэры́
666,schlank::A,خوش اندام,ищыгъэ
667,hübsch::A,ښکلی,дахэ́
