,Concept_ID,ml,pt
653,stark::A,ബലമുള്ള,robusto
654,schwach::A,ക്ഷീണിച്ച,débil
655,fett::A,കൊഴുപ്പുള്ള,gordo
656,schlank::A,മെലിഞ്ഞ,esbelto
657,hübsch::A,മനോഹരമായ,giro
658,hübsch::A,മനോഹരമായ,bonito
659,böse::A,പാപിയായ,mau
660,dumm::A,വിവരംകെട്ട,parvo
661,dumm::A,വിവരംകെട്ട,estúpido
662,faul::A,അലസനായ,preguiçoso
663,fleißig::A,അദ്ധ്വാനശീലമുള്ള,aplicado
664,fleißig::A,അദ്ധ്വാനശീലമുള്ള,diligente
665,geizig::A,പിശുക്കനായ,avarento
666,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,prudente
667,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,inteligente
668,geschickt::A,പ്രതിഭാശാലി,hábil
669,lieb::A,പ്രിയപ്പെട്ട,caro
670,lieb::A,പ്രിയപ്പെട്ട,querido
671,lustig::A,ആനന്ദകരമായ,alegre
672,sanft::A,സൌമ്യമായ,suave
673,sanft::A,സൌമ്യമായ,brando
674,hungrig::A,വിശപ്പുള്ള,faminto
675,krank::A,അസുഖമുള്ള,doente
676,krank::A,അസുഖമുള്ള,enfermo
677,nackt::A,നഡമായ,nu
678,nackt::A,നഡമായ,despido
679,traurig::A,വിഷമമുള്ള,triste
680,lebendig::A,ഉപജീവനം,vivo
681,gut::A,നല്ല,bom
682,schlecht::A,മോശമായ,mau
683,schlecht::A,മോശമായ,ruim
684,richtig::A,ശരിയായ,justo
685,richtig::A,ശരിയായ,correcto
686,schlimm::A,വൃത്തികെട്ട,mau
687,schlimm::A,വൃത്തികെട്ട,grave
688,wahr::A,ശരിയായ,verdadeiro
689,alt::A,പഴയ,velho
690,alt::A,പഴയ,antigo
691,neu::A,പുതിയ,novo
692,ehemalig::A,മുൻ,antigo
693,alt[Lebewesen]::A,വയസ്സുള്ള,velho
694,jung::A,കൌമാരമായ,jovem
695,arm::A,പാവപ്പെട്ട,pobre
696,reich::A,സമ്പന്നമായ,rico
697,bekannt::A,പരിചിതമായ,conhecido
698,berühmt::A,പ്രശസ്തനായ,famoso
699,berühmt::A,പ്രശസ്തനായ,célebre
700,fremd::A,വൈദേശികമായ,alheio
701,fremd::A,വൈദേശികമായ,estranho
702,verschieden::A,വ്യത്യസ്തമായ,diverso
703,verschieden::A,വ്യത്യസ്തമായ,diferente
704,nah::A,അരികത്തുള്ള,próximo
705,fern::A,അകലെയുള്ള,remoto
706,fern::A,അകലെയുള്ള,distante
707,linker::A,അവശേഷിച്ച,esquerdo
708,rechter::A,വലത്തേ,direito
709,anderer::A,മറ്റുള്ള,outro
710,erster::A,ആദ്യത്തെ,primeiro
711,zweiter::A,രണ്ടാം,segundo
712,dritter::A,മൂന്നാമത്,terceiro
713,letzter::A,അവസാനത്തെ,final
714,letzter::A,അവസാനത്തെ,último
715,allein::ADV,തനിച്ചുള്ള,só
716,auf einmal::ADV,ഉടന്,de vez
717,zusammen::ADV,ഒരുമിച്ച,juntos
718,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,muito tempo
719,plötzlich::ADV,പെട്ടെന്ന്,de repente
720,sofort::ADV,തത്ക്ഷണം,imediatamente
721,später::ADV,പിന്നീട്,mais tarde
722,jetzt::ADV,ഇപ്പോൾ,agora
723,heute::ADV,ഇന്ന്,hoje
724,morgen::ADV,നാളെ,amanhã
725,bald::ADV,ഉടനെ,logo
726,bald::ADV,ഉടനെ,breve
727,dann::ADV,അപ്പോൾ,então
728,dann::ADV,അപ്പോൾ,depois
729,gestern::ADV,ഇന്നലെ,ontem
730,einst::ADV,പണ്ടൊരിക്കല്,antigamente
731,damals::ADV,അപ്പോൾ,então
732,danach::ADV,പിന്നീട്,logo
733,danach::ADV,പിന്നീട്,depois
734,vorher::ADV,മുൻപ്,antes
735,zuerst::ADV,ആദ്യം,primeiro
736,einmal::ADV,ഒരിക്കൽ,uma vez
737,manchmal::ADV,ചിലപ്പോൾ,às vezes
738,oft::ADV,പലപ്പോഴും,muitas vezes
739,immer::ADV,എപ്പോഴും,sempre
740,niemals::ADV,ഒരിക്കലും,nunca
741,hier::ADV,ഇവിടെ,cá
742,hier::ADV,ഇവിടെ,aqui
743,hierhin::ADV,ഇവിടേക്ക്,para cá
744,von hier::ADV,ഇവിടെനിന്ന്,daqui
745,dort::ADV,അവിടെ,lá
746,dort::ADV,അവിടെ,ali
747,dorthin::ADV,അവിടേക്ക്,lá
748,dorthin::ADV,അവിടേക്ക്,para lá
749,geradeaus::ADV,മുമ്പിൽ,em frente
750,geradeaus::ADV,മുമന്നോട്ട്,em frente
751,vorwärts::ADV,മുന്നോട്ട്,avante
752,rückwärts::ADV,തലതിരിച്ച്,para trás
753,zurück::ADV,പുറകിലേക്ക്,atrás
754,unten::ADV,താഴെ,debaixo
755,unten::ADV,താഴെ,em baixo
756,hinab::ADV,താഴേക്ക്,para baixo
757,oben::ADV,മുകളിൽ,em cima
758,hinauf::ADV,മുകളിൽ,para cima
759,überall::ADV,എല്ലായിടത്തും,em toda parte
760,nicht::ADV,ഇല്ല,não
761,ein wenig::ADV,കുറച്ച്,um pouco
762,ein wenig::ADV,കുറച്ച്,um bocado
763,kaum::ADV,കഷ്ടിച്ച്,apenas
764,sehr::ADV,വളരെ,muito
765,so::ADV,അങ്ങനെ,tão
766,so::ADV,അങ്ങനെ,assim
767,noch::ADV,ഇപ്പോഴും,ainda
768,nur::ADV,മാത്രം,só
769,nur::ADV,മാത്രം,apenas
770,nur::ADV,മാത്രം,somente
771,schon::ADV,നേരത്തേ തന്നെ,já
772,wieder::ADV,വീണ്ടും,outra vez
773,vergebens::ADV,വിഫല,em vão
774,vor::PRP,മുമ്പിൽ,diante de
775,hinter::PRP,പുറകിൽ,atrás de
776,unter::PRP,കീഴിൽ,sob
777,unter::PRP,കീഴിൽ,debaixo de
778,durch::PRP,ഉള്ളിലൂടെ,por
779,durch::PRP,ഉള്ളിലൂടെ,através de
780,neben::PRP,അടുത്ത്,junto de
781,neben::PRP,അടുത്ത്,ao lado de
782,zwischen::PRP,ഇടയ്ക്ക്,entre
783,wegen::PRP,നിമിത്തം,por
784,wegen::PRP,നിമിത്തം,por causa de
785,dies::PRN,ഇത്,isto
786,das::PRN,അത്,isso
787,das::PRN,അത്,aquilo
788,alles::PRN,എല്ലാം,todo
789,ich::PRN,ഞാൻ,eu
790,du::PRN,നിങ്ങൾ,tu
791,er::PRN,അദ്ദേഹം,ele
792,er::PRN,അയാൾ,ele
793,er::PRN,അവൻ,ele
794,er::PRN,അവർ,ele
795,er::PRN,അവൾ,ele
796,wir::PRN,നമ്മൾ,nós
797,ihr::PRN,നിങ്ങൾ,vós
798,ihr::PRN,നിങ്ങൾ,vocês
799,sie::PRN,അവർ,eles
800,was::FPRN,എന്ത്,quê
801,wer::FPRN,ആര്,quem
802,wo::FADV,എവിടെ,onde
803,wohin::FADV,എവിടേക്ക്,aonde
804,wohin::FADV,എവിടേക്ക്,para onde
805,wie::FADV,എങ്ങനെ,como
806,warum::FADV,എന്തുകൊണ്ട്,porquê
807,warum::FADV,എന്തുകൊണ്ട്,por que
808,wieviel::FNUM,എത്ര,quanto
809,eins::NUM,ഒന്ന്,um
810,zwei::NUM,രണ്ട്,dois
811,drei::NUM,മൂന്ന്,três
812,vier::NUM,നാല്,quatro
813,fünf::NUM,അഞ്ച്,cinco
814,sechs::NUM,ആറ്,seis
815,sieben::NUM,ഏഴ്,sete
816,acht::NUM,എട്ട്,oito
817,neun::NUM,ഒമ്പത്,nove
818,zehn::NUM,പത്ത്,dez
819,elf::NUM,പതിനൊന്ന്,onze
820,zwölf::NUM,പന്ത്രണ്ട്,doze
821,zwanzig::NUM,ഇരുപത്,vinte
822,dreißig::NUM,മുപ്പത്,trinta
823,vierzig::NUM,നാൽപ്പത്,quarenta
824,fünfzig::NUM,അൻപത്,cinquenta
825,sechzig::NUM,അറുപത്,sessenta
826,siebzig::NUM,എഴുപത്,setenta
827,achtzig::NUM,എൺപത്,oitenta
828,neunzig::NUM,തൊണ്ണൂറ്,noventa
829,hundert::NUM,നൂറ്,cem
830,hundert::NUM,നൂറ്,cento
831,tausend::NUM,ആയിരം,mil
832,und::CNJ,ഉം,e
833,oder::CNJ,അഥവാ,ou
834,stehen::V,നിൽക്കുക,estar em pé
835,sitzen::V,ഇരിക്കുക,estar sentado
836,liegen::V,കിടക്കുക,jazer
837,liegen::V,കിടക്കുക,estar deitado
838,hängen::V,തൂങ്ങുക,pender
839,hängen::V,തൂങ്ങുക,estar pendurado
840,werden::V,ആയിത്തീരുക,tornar-se
841,passieren::V,സംഭവിക്കുക,acontecer
842,beginnen::V,ആരംഭിക്കുക,começar
843,enden::V,അവസാനിപ്പിക്കുക,acabar
844,enden::V,അവസാനിപ്പിക്കുക,terminar
845,wechseln::V,മാറ്റുക,variar
846,wechseln::V,മാറ്റുക,alternar
847,aufgehen[Sonne]::V,ഉയരുക,nascer
848,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,pôr-se
849,scheinen[Sonne]::V,പ്രകാശിക്കുക,brilhar
850,donnern::V,ഇടിവെട്ടുക,trovejar
851,wehen::V,വീശുക,soprar
852,strömen::V,ഒഴുകുക,correr
853,fließen::V,ഒഴുകുക,fluir
854,sich drehen::V,ചുറ്റുക,girar
855,sich drehen::V,കറക്കുക,girar
856,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,oscilar
857,schwingen::V,ആടുക,vibrar
858,fallen::V,വീഴുക,cair
859,brennen::V,കത്തുക,arder
860,rauchen::V,പുകയുക,fumegar
861,regnen::V,മഴ_പെയ്യുക,chover
862,gefrieren::V,തണത്ത്_മരവിക്കുക,gelar
863,gefrieren::V,തണത്ത്_മരവിക്കുക,congelar
864,tauen::V,അലിയുക,derreter
865,tauen::V,അലിയുക,descongelar
866,schmelzen::V,ഉരുകുക,fundir-se
867,trocknen::V,വരളുക,secar
868,sieden::V,തിളപ്പിക്കുക,ferver
869,faulen::V,ചീയുക,estragar-se
870,verfaulen::V,അഴുകുക,apodrecer
871,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,romper-se
872,versinken::V,മുക്കുക,afundar-se
873,vergehen::V,കടന്നുപോകുക,passar
874,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,aparecer
875,verschwinden::V,അദൃശ്യമാകുക,desaparecer
876,sinken::V,താഴുക,descer
877,abnehmen::V,കുറിയുക,diminuir
878,abnehmen::V,കുറിയുക,decrescer
879,zunehmen::V,വർദ്ധിക്കുക,crescer
880,zunehmen::V,വർദ്ധിക്കുക,aumentar
881,steigen::V,ഉയരുക,subir
882,wachsen::V,വളരുക,crescer
883,glänzen::V,മിന്നുക,brilhar
884,funkeln::V,തിളങ്ങുക,cintilar
885,lärmen::V,ശബ്ദമുണ്ടാക്കുക,fazer barulho
886,läuten::V,മണിമുഴങ്ങുക,chocalhar
887,klingeln::V,ചിലമ്പുക,tocar
888,klirren::V,കിലുക്കുക,tinir
889,brausen::V,മുഴങ്ങുക,bramar
890,rauschen::V,അനങ്ങുക,murmurar
891,rauschen::V,അനങ്ങുക,rumorejar
892,klingen::V,മുഴക്കുക,soar
893,bellen::V,കുരയ്ക്കുക,ladrar
894,heulen::V,ഓരിയിടുക,uivar
895,blasen::V,ഊതുക,soprar
896,pfeifen::V,വിസിലടിക്കുക,assobiar
897,schreien::V,ആക്രോശിക്കുക,gritar
898,stöhnen::V,അരക്കം,gemer
899,stöhnen::V,ആർത്തനാദം,gemer
900,zittern::V,വിറയ്ക്കുക,tremer
901,leben::V,താമസിക്കുക,viver
902,geboren werden::V,ജനിക്കുക,nascer
903,atmen::V,ശ്വസിക്കുക,respirar
904,trinken::V,കുടിക്കുക,beber
905,essen::V,കഴിക്കുക,comer
906,schlucken::V,വിഴുങ്ങുക,engolir
907,müde werden::V,ക്ഷീണിക്കുക,cansar-se
908,einschlafen::V,നിദ്രിക്കുക,adormecer
909,schlafen::V,ഉറങ്ങുക,dormir
910,aufwachen::V,ഉണരുക,acordar
911,aufstehen::V,എഴുന്നേൽക്കുക,levantar-se
912,sich erholen::V,വിശ്രമിക്കുക,descansar
913,krank werden::V,ദീനംപിടിക്കുക,adoecer
914,krank werden::V,ദീനംപിടിക്കുക,ficar doente
915,krank sein::V,രോഗികളാകുക,estar doente
916,schmerzen::V,വേദനിക്കുക,doer
917,husten::V,ചുമയ്ക്കുക,tossir
918,genesen::V,സുഖപ്പെടുക,convalescer
919,sterben::V,മരിക്കുക,morrer
920,umkommen::V,മരിക്കുക,perecer
921,sich bewegen::V,സ്ഥലം_മാറുക,mover-se
922,sich rühren::V,ചലിക്കുക,mexer-se
923,sich erheben::V,നിൽക്കുക,levantar-se
924,sich setzen::V,ഇരിക്കുക,sentar-se
925,hinfallen::V,വീഴുക,cair
926,laufen::V,നടക്കുക,andar
927,laufen::V,നടക്കുക,caminhar
928,schreiten::V,നടക്കുക,andar
929,schreiten::V,നടക്കുക,caminhar
930,spazierengehen::V,ഉലാത്തുക,passear
931,eilen::V,പാഞ്ഞെത്തുക,apressar-se
932,sich beeilen::V,തിരിക്കുകൂട്ടുക,apressar-se
933,sich beeilen::V,തിരിക്കുകൂട്ടുക,despachar-se
934,sich beeilen::V,തിടുക്കം_കാട്ടുക,apressar-se
935,sich beeilen::V,തിടുക്കം_കാട്ടുക,despachar-se
936,sausen::V,കുതിക്കുക,correr
937,rennen::V,ഓടുക,correr
938,springen::V,ചാടുക,saltar
939,klettern::V,കയറുക,trepar
940,schaukeln::V,ഇളകുക,baloiçar
941,kriechen::V,പതുങ്ങികയറുക,rastejar
942,kriechen::V,പതുങ്ങികയറുക,arrastar-se
943,schwimmen::V,നീന്തുക,nadar
944,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,mergulhar
945,rudern::V,തുഴയുക,remar
946,fahren::V,വാഹനം ഓടിക്കുക,ir
947,fliegen::V,പറക്കുക,voar
948,gehen::V,പോകുക,ir
949,gehen::V,പോകുക,andar
950,weggehen::V,വിടുക,partir
951,weggehen::V,വിടുക,ir-se embora
952,abfahren::V,പുറപ്പെടുക,sair
953,abfahren::V,പുറപ്പെടുക,partir
954,anhalten::V,നിർത്തുക,parar
955,hineingehen::V,പ്രവേശിക്കുക,entrar
956,eintreten::V,പ്രവേശിക്കുക,entrar
957,kommen::V,വരുക,vir
958,ankommen::V,എത്തിച്ചേരുക,chegar
959,zurückkommen::V,തിരിച്ചു വരുക,voltar
960,zurückkommen::V,തിരിച്ചു വരുക,regressar
961,bleiben::V,തുടരുക,ficar
962,bleiben::V,തുടരുക,permanecer
963,warten::V,കാത്തിരിക്കുക,esperar
964,erwarten::V,പ്രതീക്ഷിക്കുക,esperar
965,erwarten::V,പ്രതീക്ഷിക്കുക,aguardar
966,suchen::V,തിരയുക,buscar
967,suchen::V,തിരയുക,procurar
968,finden::V,കണ്ടെത്തുക,achar
969,finden::V,കണ്ടെത്തുക,encontrar
970,versuchen::V,ശ്രമിക്കുക,tentar
971,vorbereiten::V,തയ്യാറെടുക്കുക,preparar
972,lieben::V,സ്നേഹിക്കുക,amar
973,lieben::V,സ്നേഹിക്കുക,querer
974,mögen::V,ഇഷ്ടപ്പെടുക,gostar de
975,lachen::V,ചിരിക്കുക,rir
976,lachen::V,ചിരിക്കുക,rir-se
977,rühren::V,ഹൃദയം സ്പർശിക്കുക,comover
978,weinen::V,തേങ്ങുക,chorar
979,schimpfen::V,പിറുപിറുക്കുക,ralhar
980,sich ärgern::V,കോപിക്കുക,zangar-se
981,sich fürchten::V,പേടിക്കുക,ter medo de
982,sich fürchten::V,പേടിക്കുക,ter receio de
983,fürchten::V,പേടിക്കുക,temer
984,fürchten::V,പേടിക്കുക,recear
985,fliehen::V,രക്ഷപ്പെടുക,fugir
986,flüchten::V,രക്ഷപ്പെടുക,refugiar-se
987,sehen::V,കാണുക,ver
988,anschauen::V,നോക്കുക,olhar
989,ansehen::V,നോക്കുക,mirar
990,hören::V,കേൾക്കുക,ouvir
991,zuhören::V,ശ്രദ്ധിക്കുക,escutar
992,probieren::V,രുചിയുള്ളതായി_തോന്നുക,provar
993,probieren::V,രുചിയുള്ളതായി_തോന്നുക,saborear
994,riechen::V,മണത്തു_നോക്കുക,cheirar
995,fühlen::V,സ്പർശിച്ചറിയുക,sentir
996,scheinen::V,കാണപ്പെടുക,parecer
997,zu sehen sein::V,വെളിച്ചപ്പെടുക,estar à vista
998,vernehmen::V,കേൾക്കുക,ouvir
999,frieren::V,വിറയ്ക്കുക,ter frio
1000,tun::V,ചെയ്യുക,fazer
1001,können::V,കഴിയുക,saber
1002,wollen::V,വേണുക,querer
1003,anfangen::V,തുടങ്ങുക,iniciar
1004,beenden::V,പൂർത്തിയാക്കുക,acabar
1005,beenden::V,പൂർത്തിയാക്കുക,terminar
1006,aufhören::V,നിർത്തുക,cessar
1007,aufhören::V,നിർത്തുക,desistir
1008,gelingen::V,വിജയിക്കുക,sair bem
1009,gelingen::V,വിജയിക്കുക,dar bom resultado
1010,geraten::V,പരിണമിക്കുക,sair
1011,geraten::V,പരിണമിക്കുക,dar resultado
1012,öffnen::V,തുറക്കുക,abrir
1013,schließen::V,അടയ്ക്കുക,fechar
1014,stellen::V,വയ്ക്കുക,pôr
1015,stellen::V,വയ്ക്കുക,colocar
1016,setzen::V,വയ്ക്കുക,pôr
1017,setzen::V,വയ്ക്കുക,meter
1018,legen::V,ഇടുക,pôr
1019,legen::V,ഇടുക,meter
1020,berühren::V,തൊടുക,tocar
1021,verbinden::V,ഘടിപ്പിക്കുക,unir
1022,verbinden::V,ഘടിപ്പിക്കുക,ligar
1023,bedecken::V,മുടുക,cobrir
1024,aufhängen::V,കെട്ടിതൂക്കുക,pendurar
1025,anzünden::V,കത്തിക്കുക,acender
1026,aufheben::V,പെറുക്കിയെടുക്കുക,apanhar
1027,aufheben::V,പെറുക്കിയെടുക്കുക,levantar
1028,zurücklassen::V,വച്ചുപോരുക,deixar
1029,verlieren::V,നഷ്ടപ്പെടുക,perder
1030,fallen lassen::V,വീഴ്ത്തുക,deixar cair
1031,machen::V,ഉണ്ടാക്കുക,fazer
1032,herstellen::V,ഉൽപാദിപ്പിക്കുക,produzir
1033,bauen::V,നിർമ്മിക്കുക,edificar
1034,bauen::V,നിർമ്മിക്കുക,construir
1035,reparieren::V,നന്നാക്കുക,reparar
1036,reparieren::V,നന്നാക്കുക,consertar
1037,verbessern::V,മെച്ചപ്പെടുക,melhorar
1038,ändern::V,മാറ്റംവരുത്തുക,mudar
1039,ändern::V,മാറ്റംവരുത്തുക,alterar
1040,graben::V,കുഴിക്കുക,cavar
1041,beugen::V,വണങ്ങുക,curvar
1042,biegen::V,കുനിയുക,vergar
1043,drehen::V,തിരിക്കുക,girar
1044,wenden::V,തിരിയുക,virar
1045,wenden::V,തിരിയുക,voltar
1046,umdrehen::V,തിരിയുക,virar
1047,umdrehen::V,തിരിയുക,revolver
1048,heben::V,ഉയർത്തുക,levantar
1049,hochheben::V,ഉയർത്തുക,erguer
1050,hochheben::V,ഉയർത്തുക,levantar
1051,ergreifen::V,ബലമായി_പിടിക്കുക,apanhar
1052,halten::V,പിടിക്കുക,segurar
1053,drücken::V,അമർത്തുക,apertar
1054,schieben::V,തള്ളുക,empurrar
1055,kratzen::V,ചുരണ്ടുക,raspar
1056,lecken::V,നക്കുക,lamber
1057,beißen::V,കടിക്കുക,morder
1058,abreißen::V,കീറിക്കളയുക,arrancar
1059,abschneiden::V,മുറിച്ചുമാറ്റുക,talhar
1060,binden::V,കെട്ടുക,ligar
1061,stecken::V,തുളയ്ക്കുക,meter
1062,stecken::V,തുളയ്ക്കുക,enfiar
1063,brechen::V,ഉടയുക,romper
1064,brechen::V,ഉടയുക,quebrar
1065,klopfen::V,തട്ടുക,bater
1066,hauen::V,അടിക്കുക,bater
1067,kleben::V,ഒട്ടിക്കുക,colar
1068,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,esfregar
1069,streichen::V,പടർത്തുക,barrar
1070,schleifen::V,പൊടിക്കുക,afiar
1071,schneiden::V,മുറിക്കുക,cortar
1072,rütteln::V,മുട്ടുക,sacudir
1073,schütteln::V,കുലുക്കുക,abanar
1074,schütteln::V,കുലുക്കുക,sacudir
1075,schwenken::V,ആടുക,agitar
1076,schütten::V,ഒഴിക്കുക,deitar
1077,füllen::V,നിറയ്ക്കുക,encher
1078,einwickeln::V,പൊതിയുക,envolver
1079,einwickeln::V,പൊതിയുക,embrulhar
1080,tragen::V,വഹിക്കുക,levar
1081,tragen::V,വഹിക്കുക,trazer
1082,schleppen::V,വലിച്ചിഴയ്ക്കുക,arrastar
1083,ziehen::V,വലിക്കുക,puxar
1084,aufbewahren::V,വയ്ക്കുക,guardar
1085,aufbewahren::V,വയ്ക്കുക,conservar
1086,werfen::V,എറിയുക,lançar
1087,fangen::V,പിടിക്കുക,apanhar
1088,packen::V,തട്ടിപ്പറിക്കുക,agarrar
1089,verstecken::V,മറയ്ക്കുക,esconder
1090,teilen::V,വിഭജിക്കുക,partir
1091,teilen::V,വിഭജിക്കുക,dividir
1092,schicken::V,അയയ്ക്കുക,enviar
1093,bringen::V,കൊണ്ടുവരുക,trazer
1094,hinzufügen::V,കൂട്ടുക,acrescentar
1095,bekommen::V,കിട്ടുക,obter
1096,erhalten::V,സ്വീകരിക്കുക,receber
1097,nehmen::V,എടുക്കുക,tomar
1098,wählen::V,തിരഞ്ഞെടുക്കുക,eleger
1099,wählen::V,തിരഞ്ഞെടുക്കുക,escolher
1100,auswählen::V,തിരഞ്ഞെടുക്കുക,escolher
1101,auswählen::V,തിരഞ്ഞെടുക്കുക,seleccionar
1102,bewahren::V,പുലർത്തുക,guardar
1103,bewahren::V,പുലർത്തുക,conservar
1104,behindern::V,തടയിടുക,impedir
1105,verderben::V,നശിപ്പിക്കുക,estragar
1106,verderben::V,നശിപ്പിക്കുക,corromper
1107,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,danificar
1108,zerbrechen::V,ഉടയുക,romper
1109,zerbrechen::V,ഉടയുക,quebrar
1110,zerreißen::V,കീറുക,rasgar
1111,zerstören::V,നശിപ്പിക്കുക,destruir
1112,verbrennen::V,കത്തിനശിക്കുക,queimar
1113,verbrennen::V,കത്തിച്ചുകളയുക,queimar
1114,geben::V,കൊടുക്കുക,dar
1115,geben::V,തരുക,dar
1116,reichen::V,കൈമാറുക,passar
1117,schenken::V,സമ്മാനം കൊടുക്കുക,oferecer
1118,versprechen::V,വാഗ്ദാനം_നൽകുക,prometer
1119,wünschen::V,ആഗ്രഹിക്കുക,desejar
1120,loben::V,പുകഴ്ത്തുക,louvar
1121,küssen::V,ഉമ്മവയ്ക്കുക,beijar
1122,wiegen::V,ഇളകുക,embalar
1123,zudecken::V,മുടുക,tapar
1124,zudecken::V,മുടുക,cobrir
1125,wecken::V,ഉണർത്തുക,acordar
1126,wecken::V,ഉണർത്തുക,despertar
1127,zeigen::V,കാണിക്കുക,mostrar
1128,führen::V,നടത്തുക,guiar
1129,führen::V,നടത്തുക,conduzir
1130,lehren::V,പഠിപ്പിക്കുക,ensinar
1131,unterrichten::V,പരിശീലിപ്പിക്കുക,instruir
1132,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,criar
1133,leiten::V,നയിക്കുക,dirigir
1134,leiten::V,നയിക്കുക,conduzir
1135,antreiben::V,പ്രേരിപ്പിക്കുക,impelir
1136,lassen::V,അനുവദിക്കുക,fazer
1137,einladen::V,ക്ഷണിക്കുക,convidar
1138,vereinigen::V,കൂടിച്ചേരുക,unir
1139,vereinigen::V,കൂടിച്ചേരുക,reunir
1140,besuchen::V,സന്ദർശിക്കുക,ir ver
1141,besuchen::V,സന്ദർശിക്കുക,visitar
1142,treffen::V,തമ്മിൽ കാണുക,encontrar
1143,sich versammeln::V,സംയോജിപ്പിക്കുക,reunir-se
1144,spielen::V,കളിക്കുക,jogar
1145,spielen::V,കളിക്കുക,brincar
1146,singen::V,പാടുക,cantar
1147,tanzen::V,നൃത്തം ചെയ്യുക,bailar
1148,sich trennen::V,നേർപെടുത്തുക,apartar-se
1149,verlassen::V,പിൻവാങ്ങുക,deixar
1150,verlassen::V,പിൻവാങ്ങുക,abandonar
1151,retten::V,രക്ഷിക്കുക,salvar
1152,bewachen::V,കാവൽനിൽക്കുക,vigiar
1153,bewachen::V,കാവൽനിൽക്കുക,guardar
1154,schützen::V,പരിരക്ഷിക്കുക,proteger
1155,verteidigen::V,പ്രതിരോധിക്കുക,defender
1156,sich schlagen::V,കലഹിക്കുക,brigar
1157,sich schlagen::V,കലഹിക്കുക,bater-se
1158,schießen::V,വെടിവെക്കുക,disparar
1159,siegen::V,വിജയിക്കുക,vencer
1160,ärgern::V,വിഷമിപ്പിക്കുക,irritar
1161,ärgern::V,വിഷമിപ്പിക്കുക,aborrecer
1162,schlagen::V,അടിക്കുക,bater
1163,treten::V,തൊഴിക്കുക,pisar
1164,stechen::V,കുത്തുക,picar
1165,stoßen::V,തള്ളുക,empurrar
1166,stehlen::V,മോഷ്ടിക്കുക,furtar
1167,stören::V,ശല്യപ്പെടുത്തുക,perturbar
1168,belästigen::V,മെനക്കെടുക,incomodar
1169,belästigen::V,മെനക്കെടുക,importunar
1170,verbergen::V,മറയ്ക്കുക,ocultar
1171,verbergen::V,മറയ്ക്കുക,esconder
1172,verbergen::V,ഒളിക്കുക,ocultar
1173,verbergen::V,ഒളിക്കുക,esconder
1174,täuschen::V,കബളിപ്പിക്കുക,iludir
1175,täuschen::V,കബളിപ്പിക്കുക,enganar
1176,betrügen::V,ചതിക്കുക,burlar
1177,betrügen::V,ചതിക്കുക,enganar
1178,töten::V,കൊല്ലുക,matar
1179,wohnen::V,താമസിക്കുക,morar
1180,arbeiten::V,ജോലിചെയ്യുക,trabalhar
1181,sammeln::V,സഞ്ചയിക്കുക,recolher
1182,sammeln::V,സഞ്ചയിക്കുക,coleccionar
1183,pflücken::V,പറിച്ചെടുക്കുക,colher
1184,jagen::V,വേട്ടയാടുക,caçar
1185,fischen::V,മീൻ പിടിക്കുക,pescar
1186,fassen::V,പിടിക്കുക,apanhar
1187,hüten::V,ചേർക്കുക,guardar
1188,treiben::V,വാഹനം_ഓടിക്കുക,conduzir
1189,anbinden::V,കെട്ടിയിടുക,atar
1190,füttern::V,തീറ്റുക,dar de comer a
1191,melken::V,പാലുകറക്കുക,ordenhar
1192,hacken::V,വെട്ടിമുറിക്കുക,rachar
1193,gießen::V,നനയ്ക്കുക,regar
1194,reifen::V,പാകമാകുക,amadurecer
1195,zubereiten::V,പാചകം_ചെയ്യുക,preparar
1196,kochen::V,വേവിക്കുക,cozer
1197,backen::V,ബേക്ക് ചെയ്യുക,cozer
1198,braten::V,പോരിക്കുക,assar
1199,braten::V,പോരിക്കുക,fritar
1200,umrühren::V,ഇളക്കുക,remexer
1201,stricken::V,മെടയുക,tricotar
1202,stricken::V,മെടയുക,fazer malha
1203,nähen::V,തുന്നുക,coser
1204,nähen::V,തുന്നുക,costurar
1205,färben::V,ചായം പൂശുക,tingir
1206,färben::V,ചായം പൂശുക,colorir
1207,reinigen::V,വൃത്തിയാക്കുക,limpar
1208,reinigen::V,വൃത്തിയാക്കുക,purificar
1209,waschen::V,കഴുകുക,lavar
1210,abwischen::V,തുടയ്ക്കുക,limpar
1211,abwischen::V,തുടയ്ക്കുക,esfregar
1212,spülen::V,കഴുകുക,lavar
1213,spülen::V,കഴുകുക,enxaguar
1214,fegen::V,അടിച്ചുവാരുക,varrer
1215,kehren::V,അടിച്ചുവാരുക,varrer
1216,baden::V,നീന്തിത്തുടിക്കുക,banhar
1217,baden::V,നീന്തിത്തുടിക്കുക,tomar banho
