,Concept_ID,,es
84,Hitze::N,,calor
85,Raureif::N,,escarcha
86,Regenbogen::N,,arco iris
87,Donner::N,,trueno
88,Strömung::N,,corriente
89,Tropfen::N,,gota
90,Schaum::N,,espuma
91,Schmutz::N,,suciedad
92,See::N,,lago
93,Sumpf::N,,pantano
94,Moor::N,,turbera
95,Wiese::N,,prado
96,Wiese::N,,pradera
97,Wald::N,,bosque
98,Hügel::N,,colina
99,Anhöhe::N,,cerro
100,Berg::N,,monte
101,Berg::N,,montaña
102,Gipfel::N,,cima
103,Gipfel::N,,cumbre
104,Höhle::N,,cueva
105,Höhle::N,,caverna
106,Abhang::N,,cuesta
107,Abhang::N,,declive
108,Quelle::N,,fuente
109,Quelle::N,,manantial
110,Bach::N,,arroyo
111,Fluss::N,,río
112,Ufer::N,,orilla
113,Küste::N,,costa
114,Festland::N,,tierra firme
115,Meer::N,,mar
116,Bucht::N,,cala
117,Bucht::N,,bahía
118,Insel::N,,isla
119,Blume::N,,flor
120,Gras::N,,hierba
121,Wurzel::N,,raíz
122,Baum::N,,árbol
123,Stamm::N,,tronco
124,Rinde::N,,corteza
125,Ast::N,,rama
126,Zweig::N,,ramo
127,Blatt::N,,hoja
128,Birke::N,,abedul
129,Kiefer[Baum]::N,,pino
130,Weide[Baum]::N,,sauce
131,Tanne::N,,abeto
132,Horn::N,,asta
133,Horn::N,,cuerno
134,Feder::N,,pluma
135,Fell::N,,piel
136,Flügel::N,,ala
137,Klaue::N,,garra
138,Kralle::N,,uña
139,Kralle::N,,garra
140,Schwanz::N,,cola
141,Ei::N,,huevo
142,Nest::N,,nido
143,Bau::N,,madriguera
144,Tier::N,,animal
145,Herde::N,,rebaño
146,Kuh::N,,vaca
147,Bulle::N,,toro
148,Pferd::N,,caballo
149,Schaf::N,,oveja
150,Schwein::N,,cerdo
151,Hund::N,,perro
152,Katze::N,,gato
153,Bär::N,,oso
154,Eichhörnchen::N,,ardilla
155,Elch::N,,alce
156,Fuchs::N,,zorro
157,Hase::N,,liebre
158,Maus::N,,ratón
159,Wolf::N,,lobo
160,Vogel::N,,ave
161,Vogel::N,,pájaro
162,Schwarm::N,,bandada
163,Huhn::N,,gallina
164,Hahn::N,,gallo
165,Gans::N,,oca
166,Gans::N,,ganso
167,Adler::N,,águila
168,Ente::N,,pato
169,Eule::N,,lechuza
170,Kranich::N,,grulla
171,Krähe::N,,corneja
172,Kuckuck::N,,cuco
173,Schwan::N,,cisne
174,Fisch::N,,pez
175,Barsch::N,,perca
176,Hecht::N,,lucio
177,Schlange[Tier]::N,,serpiente
178,Wurm::N,,gusano
179,Spinne::N,,araña
180,Ameise::N,,hormiga
181,Laus::N,,piojo
182,Mücke::N,,mosquito
183,Fliege::N,,mosca
184,Schmetterling::N,,mariposa
185,Beere::N,,baya
186,Apfel::N,,manzana
187,Pilz::N,,seta
188,Pilz::N,,hongo
189,Zwiebel::N,,cebolla
190,Saat::N,,siembra
191,Korn::N,,grano
192,Heu::N,,heno
193,Schale::N,,cáscara
194,Grube::N,,foso
195,Falle::N,,trampa
196,Schlinge::N,,lazo
197,Spur::N,,huella
198,Asche::N,,ceniza
199,Dreck::N,,suciedad
200,Eisen::N,,hierro
201,Gold::N,,oro
202,Silber::N,,plata
203,Kohle::N,,carbón
204,Glas::N,,vidrio
205,Glas::N,,cristal
206,Lehm::N,,barro
207,Sand::N,,arena
208,Mensch::N,,hombre
209,Mensch::N,,ser humano
210,Mann::N,,hombre
211,Frau::N,,mujer
212,Kind::N,,niño
213,Junge::N,,chico
214,Junge::N,,muchacho
215,Mädchen::N,,chica
216,Mädchen::N,,muchacha
217,Familie::N,,familia
218,Großvater::N,,abuelo
219,Großmutter::N,,abuela
220,Eltern::N,,padres
221,Vater::N,,padre
222,Mutter::N,,madre
223,Sohn::N,,hijo
224,Tochter::N,,hija
225,Bruder::N,,hermano
226,Schwester::N,,hermana
227,Onkel::N,,tío
228,Tante::N,,tía
229,Ehemann::N,,esposo
230,Ehefrau::N,,esposa
231,Freude::N,,placer
232,Freude::N,,alegría
233,Gelächter::N,,risa
234,Gelächter::N,,carcajada
235,Glück::N,,felicidad
236,Kummer::N,,pena
237,Wunsch::N,,deseo
238,Lust::N,,ganas
239,Geist::N,,mente
240,Geist::N,,espíritu
241,Gedanke::N,,idea
242,Gedanke::N,,pensamiento
243,Gedächtnis::N,,memoria
244,Verstand::N,,razón
245,Verstand::N,,entendimiento
246,Sinn::N,,sentido
247,Sinn::N,,significado
248,Grund::N,,causa
249,Wahrheit::N,,verdad
250,Gespräch::N,,conversación
251,Märchen::N,,cuento
252,Erzählung::N,,cuento
253,Erzählung::N,,narración
254,Nachricht::N,,mensaje
255,Neuigkeit::N,,noticia
256,Name::N,,nombre
257,Rätsel::N,,acertijo
258,Rätsel::N,,adivinanza
259,Rede::N,,discurso
260,Sprache::N,,lengua
261,Stimme::N,,voz
262,Wort::N,,palabra
263,Zeichen::N,,señal
264,Ruf::N,,llamada
265,Lärm::N,,ruido
266,Lärm::N,,barullo
267,Laut::N,,sonido
268,Ton::N,,tono
269,Lied::N,,canción
270,Ruhe::N,,calma
271,Ruhe::N,,silencio
272,Leute::N,,gente
273,Volk::N,,pueblo
274,Arbeit::N,,trabajo
275,Gast::N,,huésped
276,Gast::N,,invitado
277,Geschenk::N,,regalo
278,Spiel::N,,juego
279,Gesellschaft::N,,compañía
280,Hilfe::N,,ayuda
281,Hilfe::N,,socorro
282,Freund::N,,amigo
283,Kamerad::N,,camarada
284,Kamerad::N,,compañero
285,Angelegenheit::N,,asunto
286,Anzahl::N,,cantidad
287,Art::N,,tipo
288,Art::N,,clase
289,Stück::N,,pieza
290,Teil::N,,parte
291,Hälfte::N,,mitad
292,Kreis::N,,círculo
293,Kreuz::N,,cruz
294,Linie::N,,línea
295,Strich::N,,raya
296,Strich::N,,trazo
297,Abstand::N,,distancia
298,Entfernung::N,,distancia
299,Gegend::N,,región
300,Gegend::N,,comarca
301,Platz::N,,espacio
302,Ort::N,,sitio
303,Seite::N,,lado
304,Seite::N,,costado
305,Mitte::N,,medio
306,Mitte::N,,centro
307,Gegenstand::N,,objeto
308,Sache::N,,cosa
309,Rand::N,,borde
310,Kante::N,,borde
311,Ecke::N,,esquina
312,Spitze::N,,punta
313,Ende::N,,cabo
314,Ende::N,,extremo
315,Loch::N,,agujero
316,Loch::N,,abertura
317,Winkel::N,,ángulo
318,Muster::N,,dibujo
319,Größe::N,,tamaño
320,Länge::N,,longitud
321,Höhe::N,,altura
322,Höhe::N,,altitud
323,Gewicht::N,,peso
324,Menge::N,,cantidad
325,Haufen::N,,montón
326,Reihe::N,,fila
327,Boot::N,,bote
328,Boot::N,,barca
329,Ruder::N,,remo
330,Schlitten::N,,trineo
331,Ski::N,,esquí
332,Lagerfeuer::N,,hoguera
333,Last::N,,carga
334,Gang::N,,marcha
335,Schritt::N,,paso
336,Norden::N,,norte
337,Süden::N,,sur
338,Westen::N,,oeste
339,Osten::N,,este
340,Holz::N,,madera
341,Brett::N,,tabla
342,Platte::N,,placa
343,Platte::N,,plancha
344,Stütze::N,,sostén
345,Stütze::N,,soporte
346,Stange::N,,vara
347,Stange::N,,percha
348,Stock::N,,palo
349,Stock::N,,bastón
350,Stab::N,,vara
351,Stab::N,,bastón
352,Rohr::N,,tubo
353,Haus::N,,casa
354,Heim::N,,hogar
355,Ofen::N,,estufa
356,Fußboden::N,,suelo
357,Tisch::N,,mesa
358,Stuhl::N,,silla
359,Wiege::N,,cuna
360,Bett::N,,cama
361,Regal::N,,estantería
362,Kiste::N,,caja
363,Fenster::N,,ventana
364,Tür::N,,puerta
365,Tor::N,,puerta
366,Zaun::N,,valla
367,Zaun::N,,cercado
368,Dach::N,,techo
369,Dach::N,,tejado
370,Leiter::N,,escalera
371,Besen::N,,escoba
372,Spaten::N,,pala
373,Schaufel::N,,pala
374,Schaufel::N,,paleta
375,Gabel::N,,tenedor
376,Löffel::N,,cuchara
377,Messer::N,,cuchillo
378,Nagel::N,,clavo
379,Netz::N,,red
380,Haken::N,,gancho
381,Haken::N,,corchete
382,Griff::N,,asa
383,Griff::N,,mango
384,Schloss::N,,cerradura
385,Bild::N,,imagen
386,Figur::N,,figura
387,Puppe::N,,muñeca
388,Beutel::N,,bolsa
389,Bündel::N,,haz
390,Tasche::N,,bolso
391,Eimer::N,,cubo
392,Deckel::N,,tapa
393,Deckel::N,,tapadera
394,Geschirr::N,,vajilla
395,Sack::N,,saco
396,Tasse::N,,taza
397,Topf::N,,olla
398,Topf::N,,marmita
399,Kessel::N,,caldera
400,Essen::N,,comida
401,Nahrung::N,,alimento
402,Speise::N,,plato
403,Fleisch::N,,carne
404,Getreide::N,,cereales
405,Brei::N,,puré
406,Brei::N,,papilla
407,Brot::N,,pan
408,Scheibe::N,,lonja
409,Scheibe::N,,rebanada
410,Fett::N,,grasa
411,Butter::N,,mantequilla
412,Öl::N,,aceite
413,Salz::N,,sal
414,Suppe::N,,sopa
415,Honig::N,,miel
416,Milch::N,,leche
417,Tee::N,,té
418,Leder::N,,cuero
419,Wolle::N,,lana
420,Stoff::N,,tela
421,Stoff::N,,tejido
422,Nadel::N,,aguja
423,Faden::N,,hilo
424,Knopf::N,,botón
425,Knoten::N,,nudo
426,Farbe::N,,pintura
427,Kleidung::N,,ropa
428,Kleidung::N,,vestidos
429,Hemd::N,,camisa
430,Kragen::N,,cuello
431,Ärmel::N,,manga
432,Hose::N,,pantalón
433,Gürtel::N,,cinturón
434,Mütze::N,,gorro
435,Schuh::N,,zapato
436,Stiefel::N,,bota
437,Ring::N,,anillo
438,Band::N,,cinta
439,Kamm::N,,peine
440,Spiegel::N,,espejo
441,Riemen::N,,correa
442,Schnur::N,,cuerda
443,Leine::N,,correa
444,Decke::N,,manta
445,Kissen::N,,almohada
446,Tuch::N,,pañuelo
447,Handtuch::N,,toalla
448,Kraft::N,,fuerza
449,Stärke::N,,fuerza
450,Gesundheit::N,,salud
451,Krankheit::N,,enfermedad
452,Schmerz::N,,dolor
453,Wunde::N,,llaga
454,Wunde::N,,herida
455,Fieber::N,,fiebre
456,Arznei::N,,medicina
457,Arznei::N,,medicamento
458,Brücke::N,,puente
459,Brunnen::N,,pozo
460,Weide::N,,pasto
461,Pfad::N,,sendero
462,Weg::N,,camino
463,Straße::N,,vía
464,Straße::N,,carretera
465,Dorf::N,,aldea
466,Dorf::N,,pueblo
467,Stadt::N,,ciudad
468,Brief::N,,carta
469,Buch::N,,libro
470,Buchstabe::N,,letra
471,Buchstabe::N,,carácter
472,Zeitung::N,,diario
473,Zeitung::N,,periódico
474,Leben::N,,vida
475,Tod::N,,muerte
476,Grab::N,,tumba
477,Grab::N,,sepulcro
478,Kirche::N,,iglesia
479,Sünde::N,,pecado
480,Gott::N,,dios
481,Arbeiter::N,,obrero
482,Arbeiter::N,,trabajador
483,Chef::N,,jefe
484,Meister::N,,maestro
485,Arzt::N,,médico
486,Lehrer::N,,profesor
487,Geld::N,,dinero
488,Geschäft::N,,negocio
489,Laden::N,,tienda
490,Preis::N,,precio
491,Ware::N,,mercancía
492,Nutzen::N,,provecho
493,Reichtum::N,,riqueza
494,Welt::N,,mundo
495,Land::N,,país
496,Staat::N,,Estado
497,König::N,,rey
498,Macht::N,,poder
499,Macht::N,,potencia
500,Grenze::N,,frontera
501,Krieg::N,,guerra
502,Feind::N,,enemigo
503,Gewalt::N,,violencia
504,Kampf::N,,lucha
505,Kampf::N,,combate
506,Bogen[Waffe]::N,,arco
507,Pfeil::N,,flecha
508,Gewehr::N,,fusil
509,Gewehr::N,,escopeta
510,Fehler::N,,error
511,Lüge::N,,mentira
512,Schaden::N,,daño
513,Unglück::N,,desgracia
514,Schuld::N,,culpa
515,Alter::N,,edad
516,Schluss::N,,fin
517,Schluss::N,,final
518,Zeit::N,,tiempo
519,Tag::N,,día
520,Morgen::N,,mañana
521,Mittag::N,,mediodía
522,Abend::N,,noche
523,Nacht::N,,noche
524,Woche::N,,semana
525,Monat::N,,mes
526,Jahr::N,,año
527,Frühling::N,,primavera
528,Sommer::N,,verano
529,Herbst::N,,otoño
530,Winter::N,,invierno
531,Januar::N,,enero
532,Februar::N,,febrero
533,März::N,,marzo
534,April::N,,abril
535,Mai::N,,mayo
536,Juni::N,,junio
537,Juli::N,,julio
538,August::N,,agosto
539,September::N,,septiembre
540,Oktober::N,,octubre
541,November::N,,noviembre
542,Dezember::N,,diciembre
543,Montag::N,,lunes
544,Dienstag::N,,martes
545,Mittwoch::N,,miércoles
546,Donnerstag::N,,jueves
547,Freitag::N,,viernes
548,Samstag::N,,sábado
549,Sonntag::N,,domingo
550,groß::A,,grande
551,klein::A,,pequeño
552,lang::A,,largo
553,kurz::A,,corto
554,breit::A,,ancho
555,schmal::A,,estrecho
556,dicht::A,,denso
557,dick[Gegenstand]::A,,grueso
558,dünn::A,,fino
559,dünn::A,,delgado
560,fein::A,,fino
561,fein::A,,delicado
562,fest::A,,firme
563,fest::A,,sólido
564,flach::A,,plano
565,glatt::A,,liso
566,hart::A,,duro
567,weich::A,,muelle
568,rund::A,,redondo
569,spitz::A,,agudo
570,spitz::A,,apuntado
571,scharf::A,,agudo
572,scharf::A,,afilado
573,stumpf::A,,sin filo
574,schwer::A,,pesado
575,schön::A,,bello
576,schön::A,,hermoso
577,heiß::A,,caluroso
578,warm::A,,cálido
579,warm::A,,caliente
580,kalt::A,,frío
581,kühl::A,,fresco
582,frisch::A,,fresco
583,feucht::A,,húmedo
584,nass::A,,mojado
585,trocken::A,,seco
586,voll::A,,lleno
587,leer::A,,vacío
588,offen::A,,abierto
589,geschlossen::A,,cerrado
590,sauber::A,,limpio
591,schmutzig::A,,sucio
592,roh::A,,crudo
593,reif::A,,maduro
594,lecker::A,,rico
595,lecker::A,,sabroso
596,süß::A,,dulce
597,bitter::A,,amargo
598,sauer::A,,agrio
599,hell::A,,claro
600,dunkel::A,,oscuro
601,schwarz::A,,negro
602,weiß::A,,blanco
603,rot::A,,rojo
604,gelb::A,,amarillo
605,blau::A,,azul
606,grün::A,,verde
607,grau::A,,gris
608,bunt::A,,multicolor
609,billig::A,,barato
610,teuer::A,,caro
611,wertvoll::A,,valioso
612,wertvoll::A,,precioso
613,blind::A,,ciego
614,taub::A,,sordo
615,kräftig::A,,fuerte
616,stark::A,,fuerte
617,stark::A,,vigoroso
618,schwach::A,,débil
619,fett::A,,obeso
620,schlank::A,,esbelto
621,hübsch::A,,mono
622,hübsch::A,,guapo
623,böse::A,,malo
624,dumm::A,,tonto
625,dumm::A,,estúpido
626,faul::A,,vago
627,faul::A,,perezoso
628,fleißig::A,,aplicado
629,fleißig::A,,diligente
630,geizig::A,,avaro
631,klug::A,,sensato
632,klug::A,,inteligente
633,geschickt::A,,hábil
634,lieb::A,,querido
635,lustig::A,,alegre
636,sanft::A,,suave
637,hungrig::A,,hambriento
638,krank::A,,enfermo
639,nackt::A,,desnudo
640,traurig::A,,triste
641,lebendig::A,,vivo
642,lebendig::A,,viviente
643,gut::A,,bueno
644,schlecht::A,,malo
645,richtig::A,,justo
646,richtig::A,,correcto
647,schlimm::A,,malo
648,schlimm::A,,grave
649,wahr::A,,verídico
650,wahr::A,,verdadero
651,alt::A,,viejo
652,neu::A,,nuevo
653,ehemalig::A,,antiguo
654,alt[Lebewesen]::A,,viejo
655,jung::A,,joven
656,arm::A,,pobre
657,reich::A,,rico
658,bekannt::A,,conocido
659,berühmt::A,,famoso
660,berühmt::A,,célebre
661,fremd::A,,extraño
662,verschieden::A,,diverso
663,verschieden::A,,distinto
664,verschieden::A,,diferente
665,nah::A,,cercano
666,fern::A,,lejano
667,linker::A,,izquierdo
668,rechter::A,,derecho
669,anderer::A,,otro
670,erster::A,,primero
671,zweiter::A,,segundo
672,dritter::A,,tercero
673,letzter::A,,último
674,allein::ADV,,a solo
675,auf einmal::ADV,,de una vez
676,zusammen::ADV,,juntos
677,lange::ADV,,mucho tiempo
678,plötzlich::ADV,,de repente
679,sofort::ADV,,en seguida
680,später::ADV,,más tarde
681,jetzt::ADV,,ahora
682,heute::ADV,,hoy
683,morgen::ADV,,mañana
684,bald::ADV,,pronto
685,bald::ADV,,en breve
686,dann::ADV,,luego
687,dann::ADV,,entonces
688,gestern::ADV,,ayer
689,einst::ADV,,antaño
690,damals::ADV,,entonces
691,danach::ADV,,después
692,vorher::ADV,,antes
693,zuerst::ADV,,primero
694,einmal::ADV,,una vez
695,manchmal::ADV,,a veces
696,oft::ADV,,a menudo
697,oft::ADV,,con frecuencia
698,immer::ADV,,siempre
699,niemals::ADV,,jamás
700,hier::ADV,,aquí
701,hierhin::ADV,,acá
702,von hier::ADV,,desde aquí
703,dort::ADV,,ahí
704,dort::ADV,,allí
705,dorthin::ADV,,allí
706,dorthin::ADV,,hacia allí
707,geradeaus::ADV,,todo derecho
708,vorwärts::ADV,,adelante
709,rückwärts::ADV,,hacia atrás
710,zurück::ADV,,atrás
711,unten::ADV,,abajo
712,hinab::ADV,,hacia abajo
713,oben::ADV,,arriba
714,hinauf::ADV,,hacia arriba
715,überall::ADV,,por todas partes
716,nicht::ADV,,no
717,ein wenig::ADV,,un poco
718,kaum::ADV,,apenas
719,sehr::ADV,,muy
720,sehr::ADV,,mucho
721,so::ADV,,tan
722,noch::ADV,,aún
723,noch::ADV,,todavía
724,nur::ADV,,solamente
725,schon::ADV,,ya
726,wieder::ADV,,de nuevo
727,vergebens::ADV,,en vano
728,vor::PRP,,antes de
729,vor::PRP,,delante de
730,hinter::PRP,,tras
731,hinter::PRP,,detrás de
732,unter::PRP,,bajo
733,unter::PRP,,debajo de
734,durch::PRP,,por
735,durch::PRP,,a través de
736,neben::PRP,,al lado de
737,zwischen::PRP,,entre
738,wegen::PRP,,por
739,wegen::PRP,,a causa de
740,dies::PRN,,esto
741,das::PRN,,eso
742,das::PRN,,esto
743,alles::PRN,,todo
744,ich::PRN,,yo
745,du::PRN,,tú
746,er::PRN,,él
747,wir::PRN,,nosotros
748,ihr::PRN,,vosotros
749,sie::PRN,,ellos
750,was::FPRN,,qué
751,wer::FPRN,,quién
752,wo::FADV,,dónde
753,wohin::FADV,,adónde
754,wohin::FADV,,hacia dónde
755,wie::FADV,,cómo
756,warum::FADV,,por qué
757,wieviel::FNUM,,cuánto
758,eins::NUM,,uno
759,zwei::NUM,,dos
760,drei::NUM,,tres
761,vier::NUM,,cuatro
762,fünf::NUM,,cinco
763,sechs::NUM,,seis
764,sieben::NUM,,siete
765,acht::NUM,,ocho
766,neun::NUM,,nueve
767,zehn::NUM,,diez
768,elf::NUM,,once
769,zwölf::NUM,,doce
770,zwanzig::NUM,,veinte
771,dreißig::NUM,,treinta
772,vierzig::NUM,,cuarenta
773,fünfzig::NUM,,cincuenta
774,sechzig::NUM,,sesenta
775,siebzig::NUM,,setenta
776,achtzig::NUM,,ochenta
777,neunzig::NUM,,noventa
778,hundert::NUM,,cien
779,hundert::NUM,,ciento
780,tausend::NUM,,mil
781,und::CNJ,,y
782,oder::CNJ,,o
783,stehen::V,,estar de pie
784,sitzen::V,,estar sentado
785,liegen::V,,yacer
786,liegen::V,,estar acostado
787,hängen::V,,pender
788,werden::V,,hacerse
789,passieren::V,,suceder
790,beginnen::V,,iniciarse
791,beginnen::V,,principiar
792,enden::V,,acabar
793,enden::V,,terminar
794,wechseln::V,,variar
795,wechseln::V,,alternar
796,aufgehen[Sonne]::V,,salir
797,untergehen[Sonne]::V,,ponerse
798,untergehen[Sonne]::V,,descender
799,scheinen[Sonne]::V,,brillar
800,donnern::V,,tronar
801,wehen::V,,soplar
802,strömen::V,,afluir
803,fließen::V,,fluir
804,fließen::V,,correr
805,sich drehen::V,,girar
806,schwanken::V,,vacilar
807,schwingen::V,,oscilar
808,fallen::V,,caer
809,brennen::V,,arder
810,brennen::V,,quemar
811,rauchen::V,,humear
812,rauchen::V,,echar humo
813,regnen::V,,llover
814,gefrieren::V,,helarse
815,tauen::V,,deshelarse
816,schmelzen::V,,fundirse
817,schmelzen::V,,derretirse
818,trocknen::V,,secarse
819,sieden::V,,hervir
820,faulen::V,,pudrirse
821,verfaulen::V,,pudrirse
822,reißen::V,,romperse
823,versinken::V,,hundirse
824,vergehen::V,,pasar
825,erscheinen::V,,aparecer
826,verschwinden::V,,desaparecer
827,sinken::V,,bajar
828,abnehmen::V,,decrecer
829,abnehmen::V,,disminuir
830,zunehmen::V,,crecer
831,zunehmen::V,,aumentar
832,steigen::V,,subir
833,steigen::V,,ascender
834,wachsen::V,,crecer
835,glänzen::V,,brillar
836,glänzen::V,,resplandecer
837,funkeln::V,,chispear
838,lärmen::V,,hacer ruido
839,läuten::V,,sonar
840,läuten::V,,repicar
841,klingeln::V,,tocar el timbre
842,klirren::V,,tintinear
843,brausen::V,,zumbar
844,rauschen::V,,murmurar
845,klingen::V,,sonar
846,bellen::V,,ladrar
847,heulen::V,,ulular
848,blasen::V,,soplar
849,pfeifen::V,,silbar
850,schreien::V,,gritar
851,stöhnen::V,,gemir
852,zittern::V,,temblar
853,leben::V,,vivir
854,geboren werden::V,,nacer
855,atmen::V,,respirar
856,trinken::V,,beber
857,essen::V,,comer
858,schlucken::V,,tragar
859,müde werden::V,,cansarse
860,müde werden::V,,fatigarse
861,einschlafen::V,,dormirse
862,schlafen::V,,dormir
863,aufwachen::V,,despertarse
864,aufstehen::V,,levantarse
865,sich erholen::V,,reposar
866,sich erholen::V,,descansar
867,krank werden::V,,caer enfermo
868,krank sein::V,,estar enfermo
869,schmerzen::V,,doler
870,husten::V,,toser
871,genesen::V,,convalecer
872,genesen::V,,restablecerse
873,sterben::V,,morir
874,umkommen::V,,perecer
875,sich bewegen::V,,moverse
876,sich rühren::V,,rebullir
877,sich erheben::V,,levantarse
878,sich setzen::V,,sentarse
879,hinfallen::V,,caerse
880,laufen::V,,andar
881,schreiten::V,,proceder
882,spazierengehen::V,,pasear
883,spazierengehen::V,,pasearse
884,eilen::V,,correr prisa
885,sich beeilen::V,,darse prisa
886,sausen::V,,correr
887,rennen::V,,correr
888,springen::V,,saltar
889,klettern::V,,trepar
890,klettern::V,,escalar
891,schaukeln::V,,bambolearse
892,kriechen::V,,reptar
893,kriechen::V,,arrastrarse
894,schwimmen::V,,nadar
895,tauchen::V,,bucear
896,tauchen::V,,sumergirse
897,rudern::V,,remar
898,fahren::V,,ir
899,fliegen::V,,volar
900,gehen::V,,ir
901,gehen::V,,andar
902,weggehen::V,,irse
903,weggehen::V,,marcharse
904,abfahren::V,,salir
905,abfahren::V,,partir
906,anhalten::V,,parar
907,anhalten::V,,pararse
908,hineingehen::V,,entrar
909,eintreten::V,,entrar
910,kommen::V,,venir
911,ankommen::V,,llegar
912,zurückkommen::V,,volver
913,zurückkommen::V,,regresar
914,bleiben::V,,quedarse
915,warten::V,,esperar
916,erwarten::V,,esperar
917,suchen::V,,buscar
918,finden::V,,hallar
919,finden::V,,encontrar
920,versuchen::V,,intentar
921,vorbereiten::V,,preparar
922,lieben::V,,amar
923,lieben::V,,querer
924,mögen::V,,querer
925,lachen::V,,reír
926,rühren::V,,conmover
927,weinen::V,,llorar
928,schimpfen::V,,regañar
929,sich ärgern::V,,enfadarse
930,sich fürchten::V,,tener miedo
931,fürchten::V,,temer
932,fürchten::V,,tener miedo a
933,fliehen::V,,huir
934,flüchten::V,,escaparse
935,sehen::V,,ver
936,anschauen::V,,mirar
937,ansehen::V,,mirar
938,hören::V,,oír
939,zuhören::V,,escuchar
940,probieren::V,,probar
941,probieren::V,,degustar
942,riechen::V,,oler
943,fühlen::V,,sentir
944,scheinen::V,,parecer
945,zu sehen sein::V,,poder verse
946,vernehmen::V,,oír
947,vernehmen::V,,percibir
948,frieren::V,,tener frío
949,tun::V,,hacer
950,können::V,,poder
951,wollen::V,,querer
952,anfangen::V,,iniciar
953,beenden::V,,acabar
954,beenden::V,,terminar
955,aufhören::V,,cesar
956,gelingen::V,,salir bien
957,geraten::V,,salir
958,geraten::V,,dar resultado
959,öffnen::V,,abrir
960,schließen::V,,cerrar
961,stellen::V,,poner
962,stellen::V,,colocar
963,setzen::V,,poner
964,setzen::V,,colocar
965,legen::V,,poner
966,berühren::V,,tocar
967,verbinden::V,,unir
968,verbinden::V,,juntar
969,bedecken::V,,tapar
970,bedecken::V,,cubrir
971,aufhängen::V,,colgar
972,anzünden::V,,encender
973,aufheben::V,,recoger
974,zurücklassen::V,,dejar
975,verlieren::V,,perder
976,fallen lassen::V,,dejar caer
977,machen::V,,hacer
978,herstellen::V,,fabricar
979,bauen::V,,construir
980,reparieren::V,,reparar
981,verbessern::V,,mejorar
982,ändern::V,,mudar
983,ändern::V,,modificar
984,graben::V,,cavar
985,beugen::V,,doblar
986,beugen::V,,inclinar
987,biegen::V,,doblar
988,drehen::V,,volver
989,drehen::V,,hacer girar
990,wenden::V,,volver
991,umdrehen::V,,revolver
992,heben::V,,levantar
993,hochheben::V,,alzar
994,ergreifen::V,,coger
995,halten::V,,tener
996,drücken::V,,apretar
997,schieben::V,,empujar
998,kratzen::V,,rascar
999,lecken::V,,lamer
1000,beißen::V,,morder
1001,abreißen::V,,arrancar
1002,abschneiden::V,,cortar
1003,binden::V,,atar
1004,stecken::V,,meter
1005,brechen::V,,romper
1006,brechen::V,,quebrar
1007,klopfen::V,,golpear
1008,hauen::V,,pegar
1009,kleben::V,,pegar
1010,kleben::V,,encolar
1011,reiben::V,,frotar
1012,streichen::V,,untar
1013,streichen::V,,recubrir
