,Concept_ID,sq,fi
804,bald::ADV,së shpejti,pian
805,dann::ADV,pastaj,sitten
806,gestern::ADV,dje,eilen
807,einst::ADV,dikur,aikanaan
808,damals::ADV,atëherë,silloin
809,damals::ADV,atëherë,siihen aikaan
810,danach::ADV,mandej,sen jälkeen
811,vorher::ADV,më parë,ennen
812,zuerst::ADV,së pari,ensin
813,zuerst::ADV,së pari,ensiksi
814,einmal::ADV,njëherë,kerran
815,manchmal::ADV,nganjëherë,joskus
816,oft::ADV,shpesh,usein
817,immer::ADV,përherë,aina
818,immer::ADV,gjithnjë,aina
819,niemals::ADV,kurrë,ei koskaan
820,niemals::ADV,asnjëherë,ei koskaan
821,hier::ADV,këtu,tässä
822,hier::ADV,këtu,täällä
823,hierhin::ADV,knej,tähän
824,von hier::ADV,që këtej,tästä
825,von hier::ADV,që këtej,täältä
826,von hier::ADV,prej këtej,tästä
827,von hier::ADV,prej këtej,täältä
828,dort::ADV,aty,siinä
829,dort::ADV,aty,siellä
830,dort::ADV,atje,siinä
831,dort::ADV,atje,siellä
832,dorthin::ADV,anej,sinne
833,dorthin::ADV,anej,tuonne
834,geradeaus::ADV,drejt,suoraan
835,vorwärts::ADV,mbroth,eteenpäin
836,vorwärts::ADV,përpara,eteenpäin
837,rückwärts::ADV,mbrapsht,taaksepäin
838,zurück::ADV,prapa,takaisin
839,zurück::ADV,mbrapsht,takaisin
840,unten::ADV,poshtë,alhaalla
841,hinab::ADV,përposh,alas
842,oben::ADV,lart,ylhäällä
843,oben::ADV,sipër,ylhäällä
844,hinauf::ADV,lart,ylös
845,hinauf::ADV,përpjetë,ylös
846,überall::ADV,kudo,kaikkialla
847,nicht::ADV,s',ei
848,nicht::ADV,nuk,ei
849,ein wenig::ADV,një tis,vähän
850,kaum::ADV,mezi,tuskin
851,sehr::ADV,fort,kovin
852,sehr::ADV,fort,oikein
853,sehr::ADV,shumë,kovin
854,sehr::ADV,shumë,oikein
855,so::ADV,ashtu,näin
856,so::ADV,kështu,näin
857,noch::ADV,ende,vielä
858,noch::ADV,akoma,vielä
859,nur::ADV,vetëm,vain
860,nur::ADV,vetëm,ainoastaan
861,schon::ADV,tashmë,jo
862,wieder::ADV,përsëri,taas
863,wieder::ADV,përsëri,jälleen
864,vergebens::ADV,kot,turhaan
865,vor::PRP,para,edessä
866,hinter::PRP,prapa,takana
867,hinter::PRP,mbrapa,takana
868,unter::PRP,nën,alla
869,durch::PRP,nëpër,läpi
870,durch::PRP,nëpër,kautta
871,neben::PRP,pranë,vieressä
872,neben::PRP,përbri,vieressä
873,zwischen::PRP,midis,välillä
874,zwischen::PRP,ndërmjet,välillä
875,wegen::PRP,për,takia
876,wegen::PRP,për,vuoksi
877,dies::PRN,ky,tämä
878,das::PRN,ky,se
879,alles::PRN,gjithçka,kaikki
880,ich::PRN,unë,minä
881,du::PRN,ti,sinä
882,er::PRN,ai,hän
883,wir::PRN,ne,me
884,ihr::PRN,ju,te
885,sie::PRN,ata,he
886,was::FPRN,ç',mikä
887,was::FPRN,çfarë,mikä
888,wer::FPRN,kush,ken
889,wer::FPRN,kush,kuka
890,wo::FADV,ku,missä
891,wohin::FADV,për ku,mihin
892,wie::FADV,si,miten
893,wie::FADV,si,kuinka
894,warum::FADV,pse,miksi
895,warum::FADV,përse,miksi
896,wieviel::FNUM,sa,paljonko
897,wieviel::FNUM,sa,kuinka paljon
898,eins::NUM,një,yksi
899,zwei::NUM,dy,kaksi
900,drei::NUM,tre,kolme
901,vier::NUM,katër,neljä
902,fünf::NUM,pesë,viisi
903,sechs::NUM,gjashtë,kuusi
904,sieben::NUM,shtatë,seitsemän
905,acht::NUM,tetë,kahdeksan
906,neun::NUM,nëntë,yhdeksän
907,zehn::NUM,dhjetë,kymmenen
908,elf::NUM,njëmbëdhjetë,yksitoista
909,zwölf::NUM,dymbëdhjetë,kaksitoista
910,zwanzig::NUM,njëzet,kaksikymmentä
911,dreißig::NUM,tridhjetë,kolmekymmentä
912,vierzig::NUM,dyzet,neljäkymmentä
913,fünfzig::NUM,pesëdhjetë,viisikymmentä
914,sechzig::NUM,gjashtëdhjetë,kuusikymmentä
915,siebzig::NUM,shtatëdhjetë,seitsemänkymmentä
916,achtzig::NUM,tetëdhjetë,kahdeksankymmentä
917,neunzig::NUM,nëntëdhjetë,yhdeksänkymmentä
918,hundert::NUM,qind,sata
919,tausend::NUM,mijë,tuhat
920,und::CNJ,e,ja
921,und::CNJ,dhe,ja
922,oder::CNJ,a,tai
923,oder::CNJ,apo,tai
924,stehen::V,rri,seisoa
925,sitzen::V,rri,istua
926,liegen::V,rri shtrirë,maata
927,hängen::V,varem,riippua
928,werden::V,bëhem,tulla
929,werden::V,bëhem,joutua
930,passieren::V,ndodh,sattua
931,passieren::V,ndodh,tapahtua
932,beginnen::V,filloj,alkaa
933,enden::V,përfundoj,loppua
934,enden::V,përfundoj,päättyä
935,wechseln::V,ndërroj,vaihtua
936,wechseln::V,ndërroj,vaihdella
937,aufgehen[Sonne]::V,hapem,nousta
938,untergehen[Sonne]::V,hyj,laskea
939,untergehen[Sonne]::V,perëndoj,laskea
940,scheinen[Sonne]::V,ndriçoj,paistaa
941,donnern::V,gjëmoj,jyristä
942,donnern::V,bubulloj,jyristä
943,wehen::V,fryj,tuulla
944,wehen::V,fryj,puhaltaa
945,strömen::V,derdh,virrata
946,fließen::V,rrjedh,valua
947,fließen::V,rrjedh,juosta
948,sich drehen::V,rrotullohem,pyöriä
949,schwanken::V,dyzoj,horjua
950,schwingen::V,dridhem,heilua
951,schwingen::V,dridhem,värähdellä
952,fallen::V,bie,pudota
953,fallen::V,bie,langeta
954,brennen::V,digjem,palaa
955,rauchen::V,nxjerr tym,savuta
956,regnen::V,bie shi,sataa
957,gefrieren::V,ngrij,jäätyä
958,tauen::V,shkrij,sulaa
959,schmelzen::V,shkrij,sulaa
960,trocknen::V,thaj,kuivua
961,sieden::V,ziej,kiehua
962,faulen::V,kalbem,mädätä
963,faulen::V,prishem,mädätä
964,verfaulen::V,kalbem,mädätä
965,verfaulen::V,kalbem,mädäntyä
966,reißen::V,grisem,revetä
967,reißen::V,shqyhem,revetä
968,versinken::V,humboj,upota
969,versinken::V,humboj,vajota
970,vergehen::V,kaloj,kulua
971,erscheinen::V,dukem,ilmestyä
972,verschwinden::V,zhdukem,kadota
973,sinken::V,ulem,vajota
974,abnehmen::V,pakësohem,vähetä
975,abnehmen::V,zvogëlohem,vähetä
976,zunehmen::V,shtohem,kasvaa
977,zunehmen::V,shtohem,lisääntyä
978,steigen::V,rritem,nousta
979,wachsen::V,rritem,kasvaa
980,glänzen::V,vezulloj,kiiltää
981,funkeln::V,xixoj,kipinöidä
982,funkeln::V,xixëlloj,kipinöidä
983,lärmen::V,oshtij,meluta
984,lärmen::V,zhurmoj,meluta
985,läuten::V,bie,soida
986,klingeln::V,i bie ziles,soida
987,klirren::V,kërcëlloj,kalista
988,brausen::V,gjëmoj,kohista
989,rauschen::V,fëshfërij,kohista
990,klingen::V,tingëlloj,soida
991,bellen::V,leh,haukkua
992,heulen::V,ulërij,ulvoa
993,blasen::V,fryj,puhaltaa
994,pfeifen::V,fishkëllej,viheltää
995,schreien::V,bërtas,kirkua
996,stöhnen::V,rënkoj,voihkia
997,zittern::V,trembem,vapista
998,leben::V,rroj,elää
999,leben::V,jetoj,elää
1000,geboren werden::V,lind,syntyä
1001,atmen::V,marr frymë,hengittää
1002,trinken::V,pi,juoda
1003,essen::V,ha,syödä
1004,schlucken::V,gëlltis,niellä
1005,schlucken::V,kapërdij,niellä
1006,müde werden::V,lodhem,uupua
1007,einschlafen::V,bie të fle,uinahtaa
1008,schlafen::V,fle,maata
1009,schlafen::V,fle,nukkua
1010,aufwachen::V,zgjohem,herätä
1011,aufstehen::V,çohem,nousta
1012,aufstehen::V,çohem,nousta ylös
1013,aufstehen::V,ngrihem,nousta
1014,aufstehen::V,ngrihem,nousta ylös
1015,sich erholen::V,qetësohem,levätä
1016,sich erholen::V,shtendosem,levätä
1017,krank werden::V,bie i sëmurë,sairastua
1018,krank sein::V,jam i sëmurë,potea
1019,krank sein::V,jam i sëmurë,sairastaa
1020,schmerzen::V,dhemb,särkeä
1021,schmerzen::V,dhemb,kivistää
1022,husten::V,kollitem,yskiä
1023,genesen::V,shërohem,toipua
1024,sterben::V,vdes,kuolla
1025,umkommen::V,vdes,saada surmansa
1026,umkommen::V,vdes,kuolla
1027,umkommen::V,mbaroj,saada surmansa
1028,umkommen::V,mbaroj,kuolla
1029,sich bewegen::V,shkundem,liikkua
1030,sich rühren::V,lëviz,liikahtaa
1031,sich erheben::V,ngrihem,nousta
1032,sich setzen::V,ulem,istuutua
1033,hinfallen::V,gremisem,kaatua
1034,laufen::V,eci,kävellä
1035,schreiten::V,çapem,astua
1036,schreiten::V,çapem,astella
1037,spazierengehen::V,shëtis,kävellä
1038,eilen::V,ngas,kiirehtiä
1039,sich beeilen::V,nxitoj,kiirehtiä
1040,sich beeilen::V,nxitoj,olla kiireissään
1041,sausen::V,eci shpejt,rynnätä
1042,sausen::V,eci shpejt,viilettää
1043,rennen::V,vrapoj,juosta
1044,springen::V,kërcej,hypätä
1045,klettern::V,hipi,kiivetä
1046,schaukeln::V,kolovitem,kiikkua
1047,kriechen::V,zvarritem,ryömiä
1048,schwimmen::V,notoj,uida
1049,tauchen::V,zhytem,sukeltaa
1050,rudern::V,vozis,soutaa
1051,fahren::V,shkoj,ajaa
1052,fahren::V,shkoj,kulkea
1053,fliegen::V,fluturoj,lentää
1054,gehen::V,eci,käydä
1055,gehen::V,shkoj,käydä
1056,weggehen::V,vete,lähteä
1057,weggehen::V,vete,poistua
1058,abfahren::V,nisem,lähteä
1059,anhalten::V,ndalem,pysähtyä
1060,anhalten::V,ndalem,seisahtua
1061,hineingehen::V,futem,mennä sisään
1062,eintreten::V,hyj,astua sisään
1063,kommen::V,vij,tulla
1064,ankommen::V,arrij,saapua
1065,ankommen::V,mbërrij,saapua
1066,zurückkommen::V,kthehem,palata
1067,bleiben::V,mbetem,jäädä
1068,bleiben::V,mbetem,viipyä
1069,bleiben::V,qëndroj,jäädä
1070,bleiben::V,qëndroj,viipyä
1071,warten::V,pres,odottaa
1072,erwarten::V,pres,odottaa
1073,suchen::V,kërkoj,etsiä
1074,finden::V,gjej,löytää
1075,versuchen::V,mundohem,yrittää
1076,vorbereiten::V,përgatis,valmistaa
1077,lieben::V,dashuroj,pitää
1078,lieben::V,dashuroj,rakastaa
1079,mögen::V,dua,pitää
1080,mögen::V,dua,tykätä
1081,lachen::V,qesh,nauraa
1082,rühren::V,mallëngjej,liikuttaa
1083,weinen::V,qaj,itkeä
1084,schimpfen::V,shaj,haukkua
1085,sich ärgern::V,bëhem verem,suuttua
1086,sich fürchten::V,kam frikë,pelätä
1087,sich fürchten::V,frikësohem,pelätä
1088,fürchten::V,kam frikë nga,pelätä
1089,fliehen::V,arratisem,paeta
1090,flüchten::V,iki,paeta
1091,sehen::V,shoh,nähdä
1092,anschauen::V,shikoj,katsoa
1093,ansehen::V,shikoj,katsoa
1094,hören::V,dëgjoj,kuulla
1095,zuhören::V,veshtoj,kuunnella
1096,probieren::V,provoj,maistaa
1097,riechen::V,nuhas,haistaa
1098,fühlen::V,ndiej,tuntea
1099,scheinen::V,ndriçoj,tuntua
1100,zu sehen sein::V,dukem,näkyä
1101,vernehmen::V,dëgjoj,kuulla
1102,frieren::V,mërdhij,palella
1103,tun::V,bëj,tehdä
1104,können::V,mund,osata
1105,wollen::V,dua,tahtoa
1106,wollen::V,dëshiroj,tahtoa
1107,anfangen::V,filloj,ruveta
1108,anfangen::V,filloj,aloittaa
1109,beenden::V,kryej,lopettaa
1110,beenden::V,mbaroj,lopettaa
1111,aufhören::V,pushoj,loppua
1112,gelingen::V,më shkon mbarë,onnistua
1113,geraten::V,del,sujua
1114,geraten::V,del,joutua
1115,öffnen::V,hap,avata
1116,öffnen::V,hap,aukaista
1117,schließen::V,mbyll,sulkea
1118,stellen::V,vë,panna
1119,stellen::V,vë,asettaa
1120,setzen::V,vë,panna
1121,setzen::V,vë,istuttaa
1122,legen::V,vë,panna
1123,legen::V,vë,asettaa
1124,berühren::V,rrok,koskea
1125,berühren::V,rrok,koskettaa
1126,verbinden::V,bashkoj,liittää
1127,verbinden::V,bashkoj,yhdistää
1128,bedecken::V,mbuloj,kattaa
1129,bedecken::V,mbuloj,peittää
1130,aufhängen::V,var,ripustaa
1131,anzünden::V,ndez,sytyttää
1132,aufheben::V,ngre,ylös nostaa
1133,aufheben::V,ngre,nostaa
1134,zurücklassen::V,lë pas,jättää
1135,verlieren::V,humb,kadottaa
1136,fallen lassen::V,lëshoj,pudottaa
1137,machen::V,bëj,tehdä
1138,herstellen::V,prodhoj,tuottaa
1139,herstellen::V,prodhoj,valmistaa
1140,bauen::V,ndërtoj,rakentaa
1141,reparieren::V,ndreq,korjata
1142,reparieren::V,meremetoj,korjata
1143,verbessern::V,përmirësoj,parantaa
1144,ändern::V,ndërroj,muuttaa
1145,graben::V,gërmoj,kaivaa
1146,beugen::V,kërrus,taivuttaa
1147,biegen::V,përkul,taivuttaa
1148,drehen::V,dredh,kääntää
1149,drehen::V,rrotulloj,kääntää
1150,wenden::V,kthej,kääntää
1151,umdrehen::V,kthej,kääntää
1152,heben::V,ngre,nostaa
1153,heben::V,ngre,kohottaa
1154,hochheben::V,ngre,nostaa
1155,ergreifen::V,rrëmbej,tarttua
1156,halten::V,mbaj,pitää
1157,drücken::V,shtyp,painaa
1158,drücken::V,shtyp,puristaa
1159,schieben::V,shtyj,työntää
1160,kratzen::V,kruaj,raapia
1161,kratzen::V,gërvisht,raapia
1162,lecken::V,lëpij,nuolla
1163,beißen::V,kafshoj,purra
1164,abreißen::V,shkëpus,repiä
1165,abschneiden::V,cungoj,leikata poikki
1166,abschneiden::V,cungoj,leikata
1167,binden::V,lidh,sitoa
1168,stecken::V,fus,pistää
1169,stecken::V,ngul,pistää
1170,brechen::V,thyej,murtaa
1171,klopfen::V,trokas,koputtaa
1172,klopfen::V,trokas,kolkuttaa
1173,hauen::V,godas,lyödä
1174,kleben::V,ngjis,liimata
1175,reiben::V,fërkoj,hieroa
1176,reiben::V,fërkoj,hangata
1177,streichen::V,lyej,sivellä
1178,schleifen::V,mpreh,hioa
1179,schneiden::V,pres,leikata
1180,rütteln::V,shkund,ravistaa
1181,schütteln::V,lëkund,pudistaa
1182,schwenken::V,valëvit,heiluttaa
1183,schütten::V,mbush,kaataa
1184,füllen::V,mbush,täyttää
1185,einwickeln::V,mbështjell,kääriä
1186,tragen::V,mbaj,kantaa
1187,tragen::V,mbart,kantaa
1188,schleppen::V,heq,raahata
1189,schleppen::V,zhgërryej,raahata
1190,ziehen::V,tërheq,vetää
1191,aufbewahren::V,ruaj,säilyttää
1192,werfen::V,hedh,viskata
1193,fangen::V,kap,napata
1194,fangen::V,kap,ottaa kiinni
1195,packen::V,rrëmbej,tarttua
1196,verstecken::V,fsheh,kätkeä
1197,verstecken::V,fsheh,piilottaa
1198,teilen::V,ndaj,jakaa
1199,schicken::V,dërgoj,lähettää
1200,bringen::V,sjell,viedä
1201,hinzufügen::V,shtoj,lisätä
1202,bekommen::V,kap,saada
1203,erhalten::V,marr,saada
1204,nehmen::V,marr,ottaa
1205,wählen::V,zgjedh,valita
1206,auswählen::V,përzgjedh,valikoida
1207,bewahren::V,ruaj,säilyttää
1208,behindern::V,pengoj,estää
1209,verderben::V,prish,pilata
1210,verderben::V,prish,turmella
1211,beschädigen::V,dëmtoj,vioittaa
1212,beschädigen::V,dëmtoj,vahingoittaa
1213,zerbrechen::V,thyej,rikkoa
1214,zerreißen::V,çjerr,repiä rikki
1215,zerreißen::V,çjerr,repiä palasiksi
1216,zerreißen::V,zheloj,repiä rikki
1217,zerreißen::V,zheloj,repiä palasiksi
1218,zerstören::V,prish,hävittää
1219,zerstören::V,shkatërroj,hävittää
1220,verbrennen::V,djeg,polttaa
1221,geben::V,jap,antaa
1222,reichen::V,jap,ojentaa
1223,schenken::V,fal,lahjoittaa
1224,schenken::V,dhuroj,lahjoittaa
1225,versprechen::V,premtoj,luvata
1226,wünschen::V,uroj,toivottaa
1227,loben::V,lëvdoj,ylistää
1228,loben::V,lavdëroj,ylistää
1229,küssen::V,puth,suudella
1230,wiegen::V,tund,tuudittaa
1231,wiegen::V,tund,keinuttaa
1232,zudecken::V,mbuloj,peittää
1233,wecken::V,zgjoj,herättää
1234,zeigen::V,dëftej,näyttää
1235,zeigen::V,dëftej,osoittaa
1236,führen::V,çoj,johdattaa
1237,lehren::V,arsej,opettaa
1238,unterrichten::V,arsimoj,opettaa
1239,aufziehen::V,rris,kasvattaa
1240,leiten::V,udhëheq,johtaa
1241,antreiben::V,nxis,hoputtaa
1242,lassen::V,detyroj,antaa
1243,einladen::V,ftoj,kutsua
1244,vereinigen::V,bashkoj,yhdistää
1245,besuchen::V,vizitoj,vierailla
1246,treffen::V,ndesh,tavata
1247,sich versammeln::V,tubohem,kokoontua
1248,spielen::V,loz,pelata
1249,spielen::V,loz,leikkiä
1250,spielen::V,luaj,pelata
1251,spielen::V,luaj,leikkiä
1252,singen::V,këndoj,laulaa
1253,tanzen::V,kërcej,tanssia
1254,tanzen::V,vallëzoj,tanssia
1255,sich trennen::V,ndahem,erota
1256,verlassen::V,braktis,jättää
1257,retten::V,shpëtoj,pelastaa
1258,bewachen::V,ruaj,vartioida
1259,schützen::V,ruaj,suojella
1260,schützen::V,mbroj,suojella
1261,verteidigen::V,mbroj,puolustaa
1262,sich schlagen::V,zihem,tapella
1263,schießen::V,shtie,ampua
1264,siegen::V,fitoj,voittaa
1265,siegen::V,ngadhënjej,voittaa
1266,ärgern::V,zemëroj,ärsyttää
1267,schlagen::V,rrah,lyödä
1268,schlagen::V,godas,lyödä
1269,treten::V,shtyj,potkaista
1270,treten::V,shtyj më këmbë,potkaista
1271,stechen::V,ther,pistää
1272,stechen::V,shpoj,pistää
1273,stoßen::V,shtyj,sysätä
1274,stoßen::V,shtyj,työntää
1275,stehlen::V,vjedh,varastaa
1276,stören::V,pengoj,häiritä
1277,belästigen::V,bezdis,häiritä
1278,verbergen::V,fsheh,kätkeä
1279,täuschen::V,mashtroj,harhauttaa
1280,betrügen::V,kobis,pettää
1281,betrügen::V,kobis,petkuttaa
1282,töten::V,vras,tappaa
1283,wohnen::V,banoj,asua
1284,arbeiten::V,punoj,tehdä työtä
1285,arbeiten::V,punoj,työskennellä
1286,arbeiten::V,vardoj,tehdä työtä
1287,arbeiten::V,vardoj,työskennellä
1288,sammeln::V,mbledh,koota
1289,sammeln::V,mbledh,kerätä
1290,sammeln::V,grumbulloj,koota
1291,sammeln::V,grumbulloj,kerätä
1292,pflücken::V,vjel,poimia
1293,pflücken::V,mbledh,poimia
1294,jagen::V,gjuaj,metsästää
1295,fischen::V,peshkoj,kalastaa
1296,fischen::V,gjuaj peshk,kalastaa
1297,fassen::V,zë,pyydystää
1298,fassen::V,zë,saalistaa
1299,hüten::V,kullos,paimentaa
1300,treiben::V,vë përpara,ajaa
1301,anbinden::V,lidh,kytkeä
1302,füttern::V,grazhdoj,ruokkia
1303,melken::V,mjel,lypsää
1304,hacken::V,grij,hakata
1305,gießen::V,ujis,kastella
1306,reifen::V,piqem,kypsyä
1307,zubereiten::V,gatuaj,valmistaa
1308,kochen::V,ziej,keittää
1309,backen::V,pjek,leipoa
1310,backen::V,furroj,leipoa
1311,braten::V,fërgoj,paistaa
1312,braten::V,tiganis,paistaa
1313,umrühren::V,trazoj,hämmentää
1314,stricken::V,thur,kutoa
1315,stricken::V,thur,neuloa
1316,nähen::V,qep,ommella
1317,färben::V,ngjyej,värjätä
1318,färben::V,ngjyej,värittää
1319,färben::V,bojatis,värjätä
1320,färben::V,bojatis,värittää
1321,reinigen::V,qëroj,puhdistaa
1322,reinigen::V,pastroj,puhdistaa
1323,waschen::V,laj,pestä
1324,waschen::V,finjos,pestä
1325,abwischen::V,fshij,pyyhkiä
1326,spülen::V,kulloj,huuhtoa
1327,fegen::V,fshij,pyyhkäistä
1328,kehren::V,fshij,lakaista
1329,baden::V,lahem,kylpeä
1330,sich waschen::V,lahem,peseytyä
1331,ausziehen::V,heq,riisua
1332,ausziehen::V,zbath,riisua
1333,anziehen::V,vesh,pukea ylleen
1334,anziehen::V,mbath,pukea ylleen
1335,sich anziehen::V,vishem,pukeutua
1336,kämmen::V,kreh,kammata
1337,schmücken::V,hijeshoj,koristaa
1338,schmücken::V,hijeshoj,kaunistaa
1339,sagen::V,them,sanoa
1340,sprechen::V,flas,puhua
1341,reden::V,fjalos,keskustella
1342,reden::V,fjalëtoj,keskustella
1343,sich unterhalten::V,bisedoj,jutella
1344,fragen::V,pyes,kysyä
1345,bitten::V,lus,pyytää
1346,bitten::V,lutem,pyytää
1347,erzählen::V,rrëfej,kertoa
1348,mitteilen::V,kumtoj,ilmoittaa
1349,nennen::V,quaj,kutsua
1350,nennen::V,quaj,nimittää
1351,rufen::V,thërras,kutsua
1352,prahlen::V,mburrem,kerskailla
1353,prahlen::V,kapardisem,kerskailla
1354,übersetzen::V,përkthej,kääntää
1355,denken::V,mendoj,miettiä
1356,denken::V,mendoj,ajatella
1357,glauben::V,besoj,uskoa
1358,bemerken::V,vërej,huomata
1359,erkennen::V,njoh,tunnistaa
1360,erkennen::V,shquaj,tunnistaa
1361,begreifen::V,marr vesh,ymmärtää
1362,verstehen::V,marr vesh,ymmärtää
1363,lernen::V,mësoj,oppia
1364,wissen::V,di,tietää
1365,sich erinnern an::V,kujtoj,muistaa
1366,vergessen::V,harroj,unohtaa
1367,messen::V,mas,mitata
1368,zählen::V,njeh,laskea
1369,rechnen::V,llogaris,laskea
1370,lesen::V,lexoj,lukea
1371,lesen::V,këndoj,lukea
1372,malen::V,lyej,maalata
1373,zeichnen::V,vizatoj,piirtää
1374,zeichnen::V,vizatoj,piirustaa
1375,schreiben::V,shkruaj,kirjoittaa
1376,besitzen::V,kam,omistaa
1377,kaufen::V,blej,ostaa
1378,verkaufen::V,shes,myydä
1379,bezahlen::V,paguaj,maksaa
1380,zahlen::V,paguaj,maksaa
1381,beherrschen::V,zotëroj,hallita
1382,ertragen::V,duroj,kestää
