,Concept_ID,lez,kk
60,Geschmack::N,тӏям,татым
61,Geschmack::N,тӏям,талғам
62,Geruch::N,ни,иіс
63,Schlaf::N,ахвар,ұйқы
64,Schlaf::N,ахвар,ұйықтау
65,Traum::N,ахвар,түс
66,Himmel::N,цав,аспан
67,Himmel::N,цав,көқ
68,Himmel::N,цав,таңдай
69,Sonne::N,рагъ,күн
70,Mond::N,варз,ай
71,Stern::N,гъед,жұлдыз
72,Luft::N,гьава,әуе
73,Wind::N,гар,жел
74,Welle::N,лепе,толқын
75,Wasser::N,яд,су
76,Stein::N,къван,тас
77,Boden::N,накьв,қыртыс
78,Erde::N,ччил,топырақ
79,Staub::N,руг,шаң
80,Rauch::N,гум,түтін
81,Funke::N,цӏелхем,ұшқын
82,Feuer::N,цӏай,алау
83,Licht::N,экв,шұғыла
84,Schatten::N,серин,көлеңке
85,Wetter::N,гьава,ауа райы
86,Nebel::N,ччилин циф,тұман
87,Wolke::N,циф,бұлт
88,Regen::N,марф,жаңбыр
89,Schnee::N,жив,қар
90,Eis::N,мурк,мұз
91,Frost::N,аяз,суық
92,Kälte::N,мекь,ызғар
93,Kälte::N,мекь,суықтық
94,Kälte::N,мекьивал,ызғар
95,Kälte::N,мекьивал,суықтық
96,Hitze::N,зегьем,аптап
97,Raureif::N,къирав,қырау
98,Regenbogen::N,яргъируш,кемпірқосақ
99,Donner::N,цавун ван,күн күркіреу
100,Tropfen::N,стӏал,тамшы
101,Schaum::N,каф,көбік
102,Schmutz::N,чирк,кір
103,Schmutz::N,кьуруш,кір
104,See::N,вир,көл
105,Sumpf::N,уьлен,саз
106,Wiese::N,векь,шалғын
107,Wald::N,там,орман
108,Hügel::N,кӏунтӏ,төбе
109,Hügel::N,кӏунтӏ,белес
110,Hügel::N,кӏунтӏ,белес-белес
111,Anhöhe::N,тепе,дөң
112,Anhöhe::N,тепе,адыр
113,Anhöhe::N,тепе,қырат
114,Anhöhe::N,гьуьндуьрвал,дөң
115,Anhöhe::N,гьуьндуьрвал,адыр
116,Anhöhe::N,гьуьндуьрвал,қырат
117,Berg::N,дагъ,тау
118,Gipfel::N,кӏукӏ,төбе
119,Höhle::N,кьветӏ,үңгір
120,Abhang::N,гуьне,бауыр
121,Quelle::N,чешме,қайнар
122,Bach::N,булах,жылға
123,Fluss::N,вацӏ,өзен
124,Ufer::N,къерех,жиек
125,Küste::N,къерех,жиегі
126,Küste::N,къерех,жағалау
127,Festland::N,кьурамат,құрылық
128,Meer::N,гьуьл,теңіз
129,Bucht::N,бухта,шығанақ
130,Insel::N,остров,арал
131,Blume::N,цуьк,гүл
132,Gras::N,хъач,от
133,Wurzel::N,дувул,түбір
134,Baum::N,ттар,ағаш
135,Baum::N,ттар,дарақ
136,Stamm::N,тан,сояу
137,Stamm::N,тан,оқпан
138,Rinde::N,чкал,қабық
139,Ast::N,тӏур,бұтақ
140,Zweig::N,хел,шыбық
141,Blatt::N,пеш,жапырақ
142,Birke::N,верх,қайың
143,Kiefer[Baum]::N,шамагъаж,қарағай
144,Weide[Baum]::N,цӏвелин ттар,тал
145,Tanne::N,ель,шырша
146,Horn::N,карч,мүйіз
147,Feder::N,цӏакул,қаламұш
148,Fell::N,хам,тері
149,Flügel::N,лув,қанат
150,Klaue::N,къармах,тырнақ
151,Kralle::N,пац,аяқ
152,Kralle::N,тапас,аяқ
153,Schwanz::N,ттум,құйрық
154,Ei::N,кака,жұмыртқа
155,Nest::N,муг,ұя
156,Bau::N,тӏеквен,жатақ
157,Tier::N,гьайван,айуан
158,Tier::N,гьайван,жануар
159,Herde::N,суьруь,пада
160,Kuh::N,ккал,сиыр
161,Bulle::N,яц,өгіз
162,Bulle::N,бугъа,өгіз
163,Pferd::N,балкӏан,жылқы
164,Schaf::N,хеб,қой
165,Schwein::N,вак,шошқа
166,Hund::N,кицӏ,ит
167,Katze::N,кац,мысық
168,Bär::N,сев,аю
169,Eichhörnchen::N,белка,тиін
170,Elch::N,лось,бұғы
171,Fuchs::N,сикӏ,түлкі
172,Hase::N,къуьр,қоян
173,Maus::N,кьиф,қаптесер
174,Wolf::N,жанавур,бөрі
175,Wolf::N,жанавур,қасқыр
176,Vogel::N,луван ничхир,құс
177,Schwarm::N,луж,топ
178,Schwarm::N,луж,үйір
179,Huhn::N,верч,тауық
180,Huhn::N,верч,мекиен
181,Hahn::N,кӏек,әтеш
182,Hahn::N,кӏек,қораз
183,Gans::N,къаз,қаз
184,Adler::N,лекь,бүркіт
185,Ente::N,пӏатӏ,үйрек
186,Eule::N,тӏиб,жапалақ
187,Kranich::N,дурна,тырна
188,Krähe::N,къаргъа,қарға
189,Kuckuck::N,кукупӏ,көкек
190,Schwan::N,къугь,аққу
191,Fisch::N,гъед,балық
192,Barsch::N,окунь,алабұға
193,Hecht::N,щука,шортан
194,Schlange[Tier]::N,илан,жылан
195,Schlange[Tier]::N,гъуьлягъ,жылан
196,Wurm::N,квак,шұбалшаң
197,Spinne::N,хуьшрекан,өрмекші
198,Ameise::N,цегв,қүмырска
199,Laus::N,нет,бит
200,Mücke::N,ветӏ,маса
201,Fliege::N,тӏветӏ,шыбын
202,Schmetterling::N,чепелукь,көбелек
203,Beere::N,куьлуь емиш,жидек
204,Apfel::N,ич,алма
205,Pilz::N,къарникъуз,қозықұйрық
206,Pilz::N,къарникъуз,саңыраукулақ
207,Zwiebel::N,чичӏек,жуа
208,Saat::N,тумар,тұқым
209,Korn::N,твар,дән
210,Heu::N,векь,шөп
211,Heu::N,векьер,шөп
212,Schale::N,пириш,қабық
213,Schale::N,пириш,қабығы
214,Schale::N,хъуьруьш,қабық
215,Schale::N,хъуьруьш,қабығы
216,Grube::N,фур,ор
217,Falle::N,ракьар,дұзақ
218,Falle::N,ракьар,қақпан
219,Schlinge::N,гьалкъа,ілмек
220,Spur::N,гел,із
221,Asche::N,руьхъ,күл
222,Dreck::N,чирк,былғаныш
223,Dreck::N,кьуруш,былғаныш
224,Eisen::N,ракь,темір
225,Gold::N,алтун,алтын
226,Silber::N,гимиш,күміс
227,Kohle::N,цӏивин,көмір
228,Glas::N,шуьше,шыны
229,Lehm::N,ччеб,балшық
230,Sand::N,къум,құм
231,Mensch::N,инсан,адам
232,Mann::N,итим,еркек
233,Mann::N,итим,ер адам
234,Frau::N,паб,бике
235,Frau::N,паб,қатын
236,Frau::N,дишегьли,бике
237,Frau::N,дишегьли,қатын
238,Kind::N,аял,бала
239,Kind::N,аял,перзент
240,Junge::N,гада,бала
241,Junge::N,гада,ер бала
242,Mädchen::N,руш,қыз
243,Familie::N,хзан,жанұя
244,Familie::N,килфет,жанұя
245,Großvater::N,чӏехи буба,ата
246,Großmutter::N,чӏехи диде,әже
247,Großmutter::N,чӏехи диде,әжей
248,Eltern::N,диде-буба,ата-аналар
249,Vater::N,буба,әке
250,Mutter::N,диде,ана
251,Sohn::N,хва,ұл
252,Tochter::N,руш,қызым
253,Bruder::N,стха,бауырым
254,Schwester::N,вах,әпке
255,Onkel::N,ими,көке
256,Onkel::N,халу,көке
257,Tante::N,эме,тәте
258,Tante::N,хала,тәте
259,Ehemann::N,гъуьл,ер
260,Ehefrau::N,паб,зайып
261,Freude::N,шадвал,қуаныш
262,Freude::N,шадвал,сүйініш
263,Freude::N,шадвал,шат-думан
264,Freude::N,шадвал,қуаныштылық
265,Gelächter::N,хъвер,күлу
266,Glück::N,бахт,бақыт
267,Glück::N,бахт,бақыттылық
268,Kummer::N,дерт,аза
269,Kummer::N,дерт,қайғы
270,Kummer::N,дерт,қасырет
271,Kummer::N,хажалат,аза
272,Kummer::N,хажалат,қайғы
273,Kummer::N,хажалат,қасырет
274,Wunsch::N,мурад,мүдде
275,Lust::N,гьевес,тәбет
276,Lust::N,гьевес,ынтызар
277,Lust::N,гьевес,құштарлық
278,Geist::N,руьгь,рух
279,Gedanke::N,фикир,ой
280,Verstand::N,акьул,ақыл
281,Verstand::N,акьул,парасат
282,Sinn::N,мана,мән
283,Sinn::N,мана,маныз
284,Sinn::N,мана,мағына
285,Sinn::N,мана,мән-мағына
286,Grund::N,себеб,себеп
287,Wahrheit::N,керчек,рас
288,Wahrheit::N,гьакъикъат,рас
289,Gespräch::N,ихтилат,әңгіме
290,Märchen::N,мах,ертеп
291,Märchen::N,мах,ертек
292,Erzählung::N,кьиса,әңгіме
293,Nachricht::N,хабар,хабар
294,Neuigkeit::N,цӏийи хабар,жаңалық
295,Name::N,тӏвар,ат
296,Name::N,тӏвар,атау
297,Rätsel::N,мискӏал,жұмбақ
298,Rede::N,рахун,сөз
299,Sprache::N,чӏал,тіл
300,Stimme::N,ван,үн
301,Stimme::N,ван,әуен
302,Stimme::N,ван,дауыс
303,Wort::N,гаф,сөз
304,Zeichen::N,ишара,ишара
305,Ruf::N,эвер,айғай
306,Lärm::N,ван-сес,айғай-шу
307,Lärm::N,ван-сес,айғай-ұйғай
308,Laut::N,ван,дыбыс
309,Laut::N,ван,дауыс
310,Laut::N,сес,дыбыс
311,Laut::N,сес,дауыс
312,Ton::N,ван-сес,әуен
313,Lied::N,мани,ән
314,Lied::N,мани,жыр
315,Lied::N,мани,ән-жыр
316,Ruhe::N,ласвал,тыныштық
317,Ruhe::N,фаракъат,тыныштық
318,Ruhe::N,асайиш,тыныштық
319,Leute::N,инсанар,кісілер
320,Volk::N,халкь,халық
321,Arbeit::N,кӏвалах,еңбек
322,Gast::N,мугьман,қонақ
323,Gast::N,мугьман,мейман
324,Geschenk::N,савкьат,қадия
325,Spiel::N,къугъун,ойын
326,Gesellschaft::N,жемят,қауым
327,Gesellschaft::N,жемят,жұртшылық
328,Gesellschaft::N,общество,қауым
329,Gesellschaft::N,общество,жұртшылық
330,Hilfe::N,куьмек,жэрдем
331,Freund::N,дуст,дос
332,Kamerad::N,яр-дуст,дос-жар
333,Angelegenheit::N,кар,жұмыс
334,Anzahl::N,сан,сан
335,Anzahl::N,сан,саны
336,Anzahl::N,кьадар,сан
337,Anzahl::N,кьадар,саны
338,Art::N,жуьре,түр
339,Stück::N,кӏус,тілім
340,Teil::N,пай,үлес
341,Teil::N,пай,бөлшек
342,Hälfte::N,зур,жарты
343,Hälfte::N,зур пай,жарты
344,Kreis::N,круг,шеңбер
345,Kreis::N,чкаяр,шеңбер
346,Kreis::N,элкъвей цӏар,шеңбер
347,Kreuz::N,хаш,крест
348,Linie::N,цӏар,сызық
349,Strich::N,цӏар,сызық
350,Abstand::N,ара,ара
351,Abstand::N,ара,аралық
352,Entfernung::N,мензил,аралық
353,Gegend::N,чка,өңір
354,Platz::N,ара,орны
355,Ort::N,чка,орын
356,Seite::N,пад,жақ
357,Seite::N,пад,бүйір
358,Mitte::N,юкь,ортасы
359,Gegenstand::N,затӏ,зат
360,Gegenstand::N,затӏ,нәрсе
361,Sache::N,шей,бұйым
362,Sache::N,затӏ,бұйым
363,Rand::N,къерех,шет
364,Rand::N,къерех,шеті
365,Kante::N,син,қыр
366,Kante::N,син,қыры
367,Ecke::N,пӏипӏ,қыры
368,Ecke::N,пӏипӏ,бұрыш
369,Spitze::N,кӏвенкӏв,ұшы
370,Ende::N,кьил,аяқ
371,Ende::N,кьил,соңы
372,Loch::N,тӏеквен,тесік
373,Winkel::N,пӏипӏ,мүйіс
374,Muster::N,гишир,мәнер
375,Größe::N,кьадар,ауқым
376,Größe::N,кьадар,көлемдік
377,Länge::N,яргъивал,бой
378,Länge::N,яргъивал,ұзындық
379,Höhe::N,кьакьанвал,жоғарылық
380,Höhe::N,кьакьанвал,биіктік
381,Gewicht::N,заланвал,салмақ
382,Menge::N,кьадар,мөлшер
383,Haufen::N,хара,үйме
384,Haufen::N,хара,үйінді
385,Reihe::N,жерге,сап
386,Boot::N,луьткве,қайық
387,Ruder::N,кьусу,ескек
388,Schlitten::N,гъелерар,шана
389,Lagerfeuer::N,цӏай,алау
390,Last::N,заланвал,ауырлық
391,Last::N,заланвал,ауыр зат
392,Gang::N,ериш,жүріс
393,Schritt::N,къадам,адым
394,Norden::N,кефер,солтүстік
395,Norden::N,кефер,терістік
396,Norden::N,кефер пад,солтүстік
397,Norden::N,кефер пад,терістік
398,Süden::N,кьибле,оңтүстік
399,Westen::N,рагъакӏидай пад,батыс
400,Osten::N,рагъэкъечӏдай пад,күншығыс
401,Holz::N,кӏарас,ағаш
402,Holz::N,кӏарас,сүрек
403,Brett::N,кьул,тақта
404,Brett::N,тахта,тақта
405,Stütze::N,даях,тіреу
406,Stange::N,юрк,қада
407,Stock::N,лаш,сойыл
408,Stab::N,юрк,сырық
409,Rohr::N,турба,құбыр
410,Haus::N,ужагъ,үй
411,Heim::N,кӏвал,үйлі
412,Heim::N,кӏвал,шаңырақ
413,Ofen::N,пич,ошақ
414,Ofen::N,пич,пеш
415,Fußboden::N,кӏвалин ччил,еден
416,Tisch::N,стол,үстел
417,Stuhl::N,стул,орындық
418,Wiege::N,кьеб,бесік
419,Bett::N,тахт,кереует
420,Regal::N,кьацӏ,сөре
421,Kiste::N,ящик,жәшік
422,Fenster::N,дакӏар,терезе
423,Tür::N,рак,есік
424,Tor::N,варар,дарбаза
425,Zaun::N,пару,дуал
426,Dach::N,къав,шатыр
427,Leiter::N,гурар,саты
428,Leiter::N,гурар,басқыш
429,Besen::N,таран кул,сыпырғыш
430,Spaten::N,ппер,күрек
431,Schaufel::N,хекендаз,қалақ
432,Gabel::N,шиш,аша
433,Gabel::N,шиш,шанышқы
434,Löffel::N,тӏур,қасық
435,Messer::N,чукӏул,пышақ
436,Nagel::N,мих,мық
437,Nagel::N,мих,шеге
438,Netz::N,чил,керегекөз
439,Haken::N,къармах,ілмек
440,Griff::N,ттум,сап
441,Griff::N,ттум,тұтқа
442,Schloss::N,куьлег,құлып
443,Schloss::N,куьлег,бекіткіш
444,Bild::N,шикил,сурет
445,Bild::N,суьрет,сурет
446,Figur::N,фигура,тұлға
447,Puppe::N,нини,қуыршақ
448,Beutel::N,тагъар,қапшық
449,Bündel::N,галгам,байлам
450,Tasche::N,чанта,дорба
451,Eimer::N,ведре,шелек
452,Deckel::N,кьил,жапқыш
453,Deckel::N,къалпагъ,жапқыш
454,Geschirr::N,къаб-къажах,ыдыс
455,Sack::N,чувал,қап
456,Tasse::N,сукӏра,шыныаяқ
457,Topf::N,къажгъан,кәстрөл
458,Kessel::N,къажгъан,қазан
459,Essen::N,тӏуьн,ас
460,Nahrung::N,тӏуьн,ас
461,Nahrung::N,тӏуьн,тамақ
462,Speise::N,хуьрек,тағам
463,Fleisch::N,як,ет
464,Getreide::N,техил,дәнді
465,Brei::N,хапӏа,ботқа
466,Brei::N,хешил,ботқа
467,Brot::N,фу,күлше
468,Scheibe::N,чӏук,тілім
469,Fett::N,ягълу,май
470,Butter::N,гъери,май
471,Öl::N,ягълу,май
472,Salz::N,кьел,тұз
473,Suppe::N,суп,көже
474,Suppe::N,шурпа,көже
475,Honig::N,вирт,бал
476,Milch::N,нек,сүт
477,Tee::N,чай,шай
478,Leder::N,тумаж,көн
479,Wolle::N,йис,жүн
480,Stoff::N,парча,мата
481,Stoff::N,парча,кездеме
482,Nadel::N,раб,ине
483,Faden::N,гъал,жіп
484,Knopf::N,дуьгме,түйме
485,Knoten::N,тӏвал,түйін
486,Farbe::N,ранг,рең
487,Kleidung::N,партал,киім
488,Hemd::N,перем,жейде
489,Kragen::N,хев,жаға
490,Ärmel::N,хел,жең
491,Hose::N,шалвар,шалбар
492,Gürtel::N,чӏул,белбеу
493,Mütze::N,бармак,қалпақ
494,Mütze::N,бапӏах,қалпақ
495,Schuh::N,ботинка,кебіс
496,Stiefel::N,чекме,етік
497,Ring::N,тупӏал,жүзік
498,Band::N,тасма,таспа
499,Kamm::N,регъ,тарақ
500,Spiegel::N,гуьзгуь,айна
501,Riemen::N,къайиш,қайыс
502,Schnur::N,еб,жіп
503,Decke::N,яргъан,көрпе
504,Kissen::N,хъуьцуьган,жастық
505,Tuch::N,шал,орамал
506,Handtuch::N,дасмал,сүлгі
507,Kraft::N,гуж,қуат
508,Kraft::N,гуж,қарқын
509,Kraft::N,гуж,әл-шама
510,Kraft::N,гуж,әл-дәрмен
511,Stärke::N,къуват,әл
512,Stärke::N,къуват,күш
513,Gesundheit::N,сагъвал,денсаулык
514,Krankheit::N,тӏал,ауру
515,Schmerz::N,тӏал,ауру
516,Schmerz::N,тӏарвал,ауру
517,Wunde::N,хер,зақым
518,Wunde::N,хер,жарақат
519,Fieber::N,ифин,безгек
520,Fieber::N,ифин,қалтырау
521,Fieber::N,ифин,қызу көтерілуі
522,Arznei::N,дарман,дәрі
523,Arznei::N,дарман,дәрі-дәрмек
524,Brücke::N,муьгъ,көпір
525,Brunnen::N,къуй,құдық
526,Weide::N,уьруьш,өріс
527,Weide::N,уьруьш,жайылым
528,Pfad::N,рехъ,жол
529,Weg::N,рехъ,жол
530,Straße::N,рехъ,жол
531,Dorf::N,хуьр,ауыл
532,Stadt::N,шегьер,қала
533,Stadt::N,шегьер,шаһар
534,Brief::N,кагъаз,хат
535,Brief::N,кагъаз,жазу
536,Buch::N,улуб,кітап
537,Buchstabe::N,гьарф,әріп
538,Buchstabe::N,гьарф,қаріп
539,Zeitung::N,газета,газет
540,Leben::N,уьмуьр,өмір
541,Leben::N,уьмуьр,тіршілік
542,Tod::N,кьиникь,опат
543,Grab::N,сур,мола
544,Grab::N,сур,мазар
545,Kirche::N,килиса,шіркеу
546,Sünde::N,гунагь,күнә
547,Gott::N,аллагь,алла
548,Gott::N,аллагь,құдай
549,Gott::N,аллагь,тәңірі
550,Gott::N,аллагь,пәруардігер
551,Gott::N,аллагь,жаратқан тәңірі
552,Arbeiter::N,фяле,жүмысшы
553,Chef::N,гьаким,басшы
554,Chef::N,гьаким,жұмыс басқарушысы
555,Meister::N,устӏар,шебер
556,Meister::N,устӏар,өнерпаз
557,Arzt::N,доктор,дәрігер
558,Lehrer::N,муаллим,мұғалім
559,Geld::N,пул,пұл
560,Laden::N,магазин,дүкен
561,Preis::N,къимет,ақы
562,Preis::N,къимет,құны
563,Preis::N,къимет,нарық
564,Ware::N,мал,тауар
565,Ware::N,товар,тауар
566,Nutzen::N,хийир,пайда
567,Nutzen::N,менфят,пайда
568,Reichtum::N,девлет,бақ-дәулет
569,Welt::N,дуьнья,әлем
570,Welt::N,дуьнья,жиһан
571,Land::N,уьлкве,аймақ
572,Staat::N,пачагьлугъ,мемлекет
573,Staat::N,государство,мемлекет
574,König::N,пачагь,патша
575,Macht::N,власть,өкімет
576,Macht::N,власть,қожалық
577,Grenze::N,сергьят,шек
578,Krieg::N,дяве,соғыс
579,Feind::N,душман,жау
580,Feind::N,душман,дұшпан
581,Gewalt::N,гуж,зорлык
582,Gewalt::N,гуж,зорлық-зомбылык
583,Kampf::N,женг,күрес
584,Kampf::N,женг,алыспақ
585,Bogen[Waffe]::N,чӏемерук,саржа
586,Pfeil::N,хьел,жебе
587,Gewehr::N,тфенг,қару
588,Fehler::N,гъалатӏ,әбес
589,Fehler::N,гъалатӏ,қаталық
590,Lüge::N,ттаб,өтірік
591,Schaden::N,зиян,зиян
592,Schaden::N,зиян,зарар
593,Schaden::N,зарар,зиян
594,Schaden::N,зарар,зарар
595,Unglück::N,бала,пәле
596,Unglück::N,бала,қасырет
597,Unglück::N,бала,ауыртпалық
598,Unglück::N,бедбахтвал,пәле
599,Unglück::N,бедбахтвал,қасырет
600,Unglück::N,бедбахтвал,ауыртпалық
601,Schuld::N,тахсир,айыптылық
602,Alter::N,яш,жас
603,Alter::N,яш,жас шамасы
604,Schluss::N,эхир,ада
605,Schluss::N,эхир,бітуі
606,Zeit::N,вяде,уақыт
607,Tag::N,югъ,күн
608,Morgen::N,пакама,таң
609,Morgen::N,пакама,таңертең
610,Mittag::N,нисин,талтүс
611,Abend::N,няни,кеш
612,Nacht::N,йиф,түн
613,Woche::N,гьафте,апта
614,Monat::N,варз,ай
615,Jahr::N,йис,жыл
616,Frühling::N,гатфар,көктем
617,Sommer::N,гад,жаз
618,Herbst::N,зул,күз
619,Winter::N,кьуьд,қыс
620,Januar::N,январь,каңтар
621,Februar::N,февраль,ақпан
622,März::N,март,наурыз
623,April::N,апрель,сәуір
624,Mai::N,май,мамыр
625,Juni::N,июнь,маусым
626,Juli::N,июль,шілде
627,August::N,август,сүмбіле
628,August::N,август,тамыз
629,September::N,сентябрь,қыркүйек
630,Oktober::N,октябрь,ақырап
631,November::N,ноябрь,қараша
632,Dezember::N,декабрь,желтоқсан
633,Montag::N,ислен,дүйсенбі
634,Dienstag::N,саласа,сейсенбі
635,Mittwoch::N,арбе,сәрсенбі
636,Donnerstag::N,хемис югъ,бейсенбі
637,Freitag::N,жуьмя,жұма
638,Freitag::N,жуьмя югъ,жұма
639,Samstag::N,киш,сенбі
640,Sonntag::N,гьяд,жексембі
641,groß::A,еке,алпамсадай
642,groß::A,чӏехи,алпамсадай
643,klein::A,гъвечӏи,кішкене
644,klein::A,гъвечӏи,қарғадай
645,lang::A,яргъи,сопақ
646,lang::A,яргъи,сорайған
647,kurz::A,куьруь,кеспелтек
648,breit::A,гьяркьуь,айдынды
649,schmal::A,гуьтӏуь,қысық
650,dicht::A,къалин,жиі
651,dünn::A,кьелечӏ,жұқа
652,dünn::A,кьелечӏ,жіңішке
653,fein::A,шуькӏуь,қаңылтақ
654,fest::A,кӏеви,берік
655,fest::A,кӏеви,мызғымас
656,flach::A,кьулу,жалпак
657,glatt::A,цӏалцӏам,типыл
658,hart::A,кӏеви,қатты
659,weich::A,хъуьтуьл,жұмсақ
660,rund::A,элкъвей,домалақ
661,spitz::A,хци,үшкір
662,scharf::A,хци,сүйрік
663,stumpf::A,къуьруь,доғал
664,stumpf::A,къуьруь,өтпейтін
665,schwer::A,залан,салмақты
666,schön::A,иер,сұлу
667,heiß::A,кудай,ыссы
668,warm::A,чими,жылы
669,kalt::A,мекьи,аязды
670,kühl::A,къайи,салқын
671,frisch::A,таза,таза
672,frisch::A,таза,жаңа
673,frisch::A,михьи,таза
674,frisch::A,михьи,жаңа
675,feucht::A,ламу,нам
676,feucht::A,ламу,дымқылды
677,nass::A,кьежей,сулы
678,trocken::A,кьуру,құрғақ
679,voll::A,ацӏай,толы
680,leer::A,буш,бос
681,leer::A,ичӏи,бос
682,offen::A,ахъа,ашып қойылған
683,geschlossen::A,кӏеви,жабулы
684,sauber::A,михьи,дақсыз
685,sauber::A,михьи,мұнтаздай
686,schmutzig::A,чиркин,айғыз
687,schmutzig::A,чиркин,сатпақ
688,schmutzig::A,чиркин,сатал-сатал
689,schmutzig::A,кьацӏай,айғыз
690,schmutzig::A,кьацӏай,сатпақ
691,schmutzig::A,кьацӏай,сатал-сатал
692,roh::A,чиг,шикі
693,roh::A,ицӏи,шикі
694,reif::A,дигмиш хьайи,піскен
695,lecker::A,дадлу,дәмді
696,süß::A,ширин,тәтті
697,bitter::A,туькьуьл,ащы
698,sauer::A,цуру,қышқыл
699,hell::A,экуь,жарық
700,hell::A,экуь,жарқын
701,dunkel::A,мичӏи,қараңғы
702,schwarz::A,чӏулав,қара
703,weiß::A,лацу,ақ
704,rot::A,яру,қызыл
705,gelb::A,хъипи,сары
706,blau::A,вили,көк
707,grün::A,къацу,жасыл
708,grau::A,рехи,бозамық
709,bunt::A,цӏару,алабажак
710,bunt::A,яру-цӏару,алабажак
711,billig::A,ужуз,арзан
712,teuer::A,багьа,бағалы
713,wertvoll::A,масан,құнды
714,wertvoll::A,масан,қымбат
715,blind::A,буьркьуь,көзсіз
716,blind::A,буьркьуь,көр
717,blind::A,буьркьуь,көр_соқыр
718,taub::A,биши,керең
719,taub::A,биши,саңырау
720,kräftig::A,гужлу,қуатты
721,kräftig::A,гужлу,қарымды
722,stark::A,къуватлу,білекті
723,schwach::A,такьатсуз,әлсіз
724,schwach::A,такьатсуз,күшсіз
725,schwach::A,такьатсуз,қайратсыз
726,fett::A,куьк,семіз
727,schlank::A,шумал,ашаң
728,hübsch::A,гуьрчег,ажарлы
729,hübsch::A,гуьрчег,шырайлы
730,böse::A,пис,өш
731,böse::A,пис,сұм
732,böse::A,пис,жауыз
733,dumm::A,ахмакь,көкми
734,dumm::A,ахмакь,ақымақ
735,dumm::A,ахмакь,миы жоқ
736,faul::A,тенпел,жалқау
737,faul::A,тенпел,еріншек
738,fleißig::A,сяй ийидай,ұқыпты
739,fleißig::A,сяйи ийидай,ұқыпты
740,geizig::A,мискьи,сараң
741,klug::A,акьуллу,жетік
742,klug::A,акьуллу,ақылды
743,geschickt::A,магьир,шебер
744,lieb::A,играми,абзал
745,lieb::A,играми,айналайын
746,lustig::A,шад,көңілді
747,sanft::A,назик,жуас
748,sanft::A,милайим,жуас
749,hungrig::A,гишин,аш
750,krank::A,кефсуз,кеселді
751,nackt::A,кьецӏил,жалаңаш
752,traurig::A,пашман,қапа
753,lebendig::A,ччан алай,тірі
754,lebendig::A,ччан алай,жанды
755,gut::A,хъсан,жақсы
756,gut::A,вижевай,жақсы
757,schlecht::A,пис,жаман
758,richtig::A,дуьз,дұрыс
759,schlimm::A,нифретлу,жаман
760,wahr::A,гьакъикъи,нағыз
761,alt::A,эски,ескі
762,alt::A,куьгьне,ескі
763,neu::A,цӏийи,жаңа
764,ehemalig::A,виликан,өткен
765,ehemalig::A,виликан,бұрынғы
766,alt[Lebewesen]::A,кьуьзуь,кексе
767,jung::A,жегьил,науша
768,arm::A,кесиб,кедей
769,arm::A,кесиб,дәулетсіз
770,reich::A,девлетлу,малды
771,bekannt::A,чидай,таныс
772,bekannt::A,чидай,көзтаныс
773,berühmt::A,машгьур,атақты
774,fremd::A,ччара,бөтен
775,verschieden::A,жуьреба-жуьре,түрлі
