,Concept_ID,eu,fa
203,Wolf::N,otso,گرگ
204,Vogel::N,txori,پرنده
205,Vogel::N,hegazti,پرنده
206,Schwarm::N,aldra,دسته
207,Huhn::N,oilo,مرغ
208,Hahn::N,oilar,خروس
209,Gans::N,antzara,غاز
210,Adler::N,arrano,عقاب
211,Ente::N,ahate,اردک
212,Ente::N,ahate,مرغابی
213,Eule::N,hontza,جغد
214,Kranich::N,kurrilo,درنا
215,Krähe::N,bele,زاغ
216,Krähe::N,bele,کلاغ
217,Kuckuck::N,kuku,فاخته
218,Schwan::N,beltxarga,قو
219,Fisch::N,arrain,ماهی
220,Barsch::N,perka,ماهی خاردار
221,Hecht::N,lutxo,اردک ماهی
222,Schlange[Tier]::N,suge,مار
223,Wurm::N,har,کرم
224,Spinne::N,armiarma,عنکبوت
225,Ameise::N,inurri,مورچه
226,Laus::N,zorri,شپش
227,Mücke::N,eltxo,پشه
228,Fliege::N,euli,مگس
229,Schmetterling::N,pinpirin,پروانه
230,Schmetterling::N,tximeleta,پروانه
231,Beere::N,baia,گیله
232,Apfel::N,sagar,سیب
233,Pilz::N,onddo,قارچ
234,Pilz::N,perretxiko,قارچ
235,Zwiebel::N,tipula,پیاز
236,Saat::N,haziak,بذر
237,Korn::N,ale,تخم
238,Korn::N,ale,دانه
239,Korn::N,pikor,تخم
240,Korn::N,pikor,دانه
241,Heu::N,belar ondu,علف خشک
242,Schale::N,azal,پوست
243,Grube::N,hobi,گودال
244,Falle::N,harrapagailu,دام
245,Schlinge::N,bilur,حلقه
246,Schlinge::N,xedera,حلقه
247,Spur::N,lorratz,رد
248,Asche::N,errauts,خاکستر
249,Dreck::N,satsukeria,کثافت
250,Eisen::N,burdina,آهن
251,Gold::N,urre,زر
252,Gold::N,urre,طلا
253,Gold::N,urregorri,زر
254,Gold::N,urregorri,طلا
255,Silber::N,zilar,نقره
256,Silber::N,urrezuri,نقره
257,Kohle::N,ikatz,زغال
258,Glas::N,beira,شیشه
259,Lehm::N,buztin,گل
260,Sand::N,harea,شن
261,Sand::N,harea,ماسه
262,Sand::N,hondar,شن
263,Sand::N,hondar,ماسه
264,Mensch::N,gizaki,آدم
265,Mensch::N,gizaki,انسان
266,Mann::N,gizon,مرد
267,Frau::N,andere,زن
268,Frau::N,emakume,زن
269,Kind::N,haur,بچه
270,Kind::N,haur,کودک
271,Junge::N,mutil,پسر
272,Mädchen::N,neska,دختر
273,Familie::N,sendi,فامیل
274,Familie::N,sendi,خانواده
275,Familie::N,familia,فامیل
276,Familie::N,familia,خانواده
277,Großvater::N,aitona,پدربزرگ
278,Großvater::N,aitatxi,پدربزرگ
279,Großmutter::N,amona,مادر‌بزرگ
280,Großmutter::N,amatxi,مادر‌بزرگ
281,Eltern::N,gurasoak,والدین
282,Eltern::N,gurasoak,پدر‌و‌مادر
283,Vater::N,aita,پدر
284,Mutter::N,ama,مادر
285,Sohn::N,seme,پسر
286,Tochter::N,alaba,دختر
287,Bruder::N,neba,برادر
288,Bruder::N,anaia,برادر
289,Schwester::N,ahizpa,خواهر
290,Onkel::N,osaba,عمو
291,Onkel::N,osaba,دایی
292,Tante::N,izeba,عمه
293,Tante::N,izeba,خاله
294,Ehemann::N,senar,همسر
295,Ehefrau::N,emazte,همسر
296,Freude::N,poz,شادی
297,Freude::N,pozkari,شادی
298,Gelächter::N,barre,خنده
299,Gelächter::N,barre,قاه‌قاه
300,Gelächter::N,karkara,خنده
301,Gelächter::N,karkara,قاه‌قاه
302,Glück::N,zori,اقبال
303,Kummer::N,xangrin,غم
304,Kummer::N,xangrin,غصه
305,Kummer::N,atsekabe,غم
306,Kummer::N,atsekabe,غصه
307,Wunsch::N,nahi,آرزو
308,Wunsch::N,nahikunde,آرزو
309,Lust::N,gogo,هوس
310,Geist::N,gogo,روح
311,Gedanke::N,gogoeta,فکر
312,Gedächtnis::N,oroimen,حافظه
313,Gedächtnis::N,gogoramen,حافظه
314,Verstand::N,adimen,هوش
315,Verstand::N,ulermen,هوش
316,Sinn::N,zentzu,معنا
317,Sinn::N,zentzu,مفهوم
318,Grund::N,zergati,سبب
319,Grund::N,zergati,دلیل
320,Wahrheit::N,egia,حقیقت
321,Gespräch::N,hizketa,صحبت
322,Gespräch::N,hizketa,گفتگو
323,Gespräch::N,elkarrizketa,صحبت
324,Gespräch::N,elkarrizketa,گفتگو
325,Märchen::N,ipuin,قصه
326,Märchen::N,ipuin,افسانه
327,Erzählung::N,edesti,داستان
328,Erzählung::N,kontakizun,داستان
329,Nachricht::N,albiste,خبر
330,Neuigkeit::N,berri,خبر تازه
331,Name::N,izen,اسم
332,Rätsel::N,asmakizun,معما
333,Rede::N,hitzaldi,سخن
334,Rede::N,mintzaldi,سخن
335,Sprache::N,hizkuntza,زبان
336,Stimme::N,ahots,صدا
337,Wort::N,hitz,کلمه
338,Zeichen::N,agerbide,نشان
339,Zeichen::N,agerbide,علامت
340,Zeichen::N,agergarri,نشان
341,Zeichen::N,agergarri,علامت
342,Ruf::N,dei,صدا
343,Lärm::N,zarata,هیاهو
344,Lärm::N,harrabots,هیاهو
345,Laut::N,hots,صدا
346,Ton::N,tonu,آهنگ
347,Ton::N,soinu,آهنگ
348,Lied::N,abesti,آواز
349,Lied::N,abesti,ترانه
350,Ruhe::N,nasaitasun,آرامش
351,Leute::N,jende,مردم
352,Volk::N,herri,خلق
353,Volk::N,populu,خلق
354,Arbeit::N,lan,کار
355,Gast::N,arrotz,مهمان
356,Gast::N,apopilo,مهمان
357,Geschenk::N,opari,هدیه
358,Spiel::N,jolas,بازی
359,Gesellschaft::N,gizarte,جمعیت
360,Hilfe::N,helpide,کمک
361,Hilfe::N,laguntza,کمک
362,Freund::N,lagun,دوست
363,Kamerad::N,adiskide,رفیق
364,Kamerad::N,lagunkide,رفیق
365,Angelegenheit::N,afera,امر
366,Angelegenheit::N,afera,قضیه
367,Anzahl::N,kopuru,عده
368,Anzahl::N,kopuru,شمار
369,Art::N,mota,نوع
370,Stück::N,puska,تکه
371,Stück::N,puska,قطعه
372,Teil::N,atal,بخش
373,Teil::N,atal,قسمت
374,Hälfte::N,erdi,نیم
375,Kreis::N,biribilki,حلقه
376,Kreis::N,biribilki,دایره
377,Kreuz::N,gurutze,صلیب
378,Linie::N,linea,خط
379,Linie::N,linea,سطر
380,Strich::N,marra,خط
381,Abstand::N,tarte,فاصله
382,Entfernung::N,urrunera,مسافت
383,Gegend::N,alderdi,منطقه
384,Gegend::N,eskualde,منطقه
385,Platz::N,leku,گنجایش
386,Ort::N,toki,جا
387,Ort::N,toki,محل
388,Ort::N,toki,مکان
389,Seite::N,albo,طرف
390,Mitte::N,erdi,وسط
391,Mitte::N,erdi,میان
392,Gegenstand::N,gauzaki,چیز
393,Sache::N,gauza,چیز
394,Rand::N,ertz,کنار
395,Rand::N,ertz,حاشیه
396,Kante::N,ertz,لبه
397,Ecke::N,kantoi,گوشه
398,Spitze::N,punta,سر
399,Spitze::N,punta,نوک
400,Ende::N,buru,ته
401,Ende::N,buru,آخر
402,Ende::N,mutur,ته
403,Ende::N,mutur,آخر
404,Loch::N,zulo,سوراخ
405,Winkel::N,zoko,کنج
406,Winkel::N,bazter,کنج
407,Muster::N,eredu,نقش
408,Muster::N,marrazki,نقش
409,Größe::N,kaizu,قد
410,Größe::N,kaizu,بزرگی
411,Größe::N,tamaina,قد
412,Größe::N,tamaina,بزرگی
413,Länge::N,luzera,طول
414,Höhe::N,goiera,بلندی
415,Höhe::N,garaiera,بلندی
416,Gewicht::N,hazta,وزن
417,Menge::N,kopuru,مقدار
418,Menge::N,kopuru,اندازه
419,Haufen::N,pila,توده
420,Haufen::N,mendoi,توده
421,Reihe::N,ilara,ردیف
422,Reihe::N,errenkada,ردیف
423,Boot::N,potin,قایق
424,Boot::N,txalupa,قایق
425,Ruder::N,arraun,پارو
426,Schlitten::N,lera,سورتمه
427,Schlitten::N,narra,سورتمه
428,Ski::N,eski,اسکی
429,Lagerfeuer::N,su,آتش
430,Last::N,zama,بار
431,Last::N,zama,سنگینی
432,Last::N,karga,بار
433,Last::N,karga,سنگینی
434,Gang::N,ibilera,راه رفتن
435,Schritt::N,pauso,قدم
436,Schritt::N,urrats,قدم
437,Norden::N,ipar,شمال
438,Norden::N,iparralde,شمال
439,Süden::N,hego,جنوب
440,Süden::N,hegoalde,جنوب
441,Westen::N,sartalde,غرب
442,Westen::N,mendebalde,غرب
443,Osten::N,ekialde,شرق
444,Osten::N,sortalde,شرق
445,Holz::N,zur,چوب
446,Brett::N,ohol,تخته
447,Platte::N,lauza,صفحه
448,Stütze::N,irozgarri,تکیه
449,Stütze::N,bermagailu,تکیه
450,Stange::N,haga,میله
451,Stock::N,makila,چوب
452,Stab::N,makila,عصا
453,Rohr::N,hodi,لوله
454,Haus::N,etxe,منزل
455,Heim::N,etxe,خانه
456,Heim::N,etxe,کاشانه
457,Heim::N,etxaleku,خانه
458,Heim::N,etxaleku,کاشانه
459,Ofen::N,berogailu,بخاری
460,Fußboden::N,zoru,کف اتاق
461,Tisch::N,mahai,میز
462,Stuhl::N,aulki,صندلی
463,Wiege::N,kuma,گهواره
464,Wiege::N,sehaska,گهواره
465,Bett::N,ohe,تختخواب
466,Bett::N,ohatze,تختخواب
467,Regal::N,apalategi,قفسه
468,Kiste::N,kutxa,صندوق
469,Fenster::N,leiho,پنجره
470,Tür::N,ate,در
471,Tür::N,ate,درب
472,Tor::N,atari,دروازه
473,Zaun::N,hesi,حصار
474,Dach::N,teilatu,بام
475,Leiter::N,zurubi,نردبان
476,Besen::N,erratz,جارو
477,Spaten::N,burdinpala,بیل
478,Schaufel::N,pala,بیل
479,Schaufel::N,pala,پارو
480,Gabel::N,sardexka,چنگال
481,Löffel::N,koilara,قاشق
482,Messer::N,aizto,کارد
483,Nagel::N,iltze,میخ
484,Netz::N,sare,تور
485,Netz::N,sare,شبکه
486,Haken::N,mako,قلاب
487,Griff::N,eskutoki,دسته
488,Schloss::N,sarraila,قفل
489,Bild::N,irudi,عکس
490,Bild::N,irudi,تصویر
491,Figur::N,figura,تندیس
492,Puppe::N,panpina,عروسک
493,Puppe::N,andrakila,عروسک
494,Beutel::N,zorro,کیسه
495,Bündel::N,azao,بسته
496,Bündel::N,espal,بسته
497,Tasche::N,poltsa,کیف
498,Eimer::N,treska,سطل
499,Deckel::N,tapa,در
500,Deckel::N,estalki,در
501,Geschirr::N,baxera,ظرف
502,Geschirr::N,ontziteria,ظرف
503,Sack::N,zaku,گونی
504,Tasse::N,kikara,فنجان
505,Topf::N,ontzi,دیگ
506,Topf::N,ontzi,قابلمه
507,Topf::N,lapiko,دیگ
508,Topf::N,lapiko,قابلمه
509,Kessel::N,pazia,دیگ
510,Essen::N,janaldi,خوراک
511,Nahrung::N,jan,غذا
512,Speise::N,jaki,خوراک
513,Fleisch::N,okela,گوشت
514,Fleisch::N,haragi,گوشت
515,Getreide::N,labore,غله
516,Brei::N,ahi,فرنی
517,Brei::N,ahi,حریره
518,Brei::N,pure,فرنی
519,Brei::N,pure,حریره
520,Brot::N,ogi,نان
521,Scheibe::N,xerra,قاچ
522,Scheibe::N,xerra,لزگه
523,Scheibe::N,pirripita,قاچ
524,Scheibe::N,pirripita,لزگه
525,Fett::N,urin,چربی
526,Fett::N,koipe,چربی
527,Butter::N,gurin,کره
528,Öl::N,olio,روغن
529,Salz::N,gatz,نمک
530,Suppe::N,zopa,آش
531,Suppe::N,zopa,سوپ
532,Suppe::N,salda,آش
533,Suppe::N,salda,سوپ
534,Honig::N,ezti,عسل
535,Milch::N,esne,شیر
536,Tee::N,te,چای
537,Leder::N,larru,چرم
538,Wolle::N,artile,پشم
539,Stoff::N,ehun,پارچه
540,Nadel::N,orratz,سوزن
541,Nadel::N,jostorratz,سوزن
542,Faden::N,hari,نخ
543,Knopf::N,botoi,دکمه
544,Knoten::N,korapilo,گره
545,Farbe::N,pintura,رنگ
546,Kleidung::N,arropa,لباس
547,Kleidung::N,arropa,پوشاک
548,Kleidung::N,jantziak,لباس
549,Kleidung::N,jantziak,پوشاک
550,Hemd::N,atorra,پیراهن
551,Hemd::N,alkandora,پیراهن
552,Kragen::N,idun,یقه
553,Ärmel::N,mahuka,آستین
554,Hose::N,prakak,شلوار
555,Hose::N,galtzak,شلوار
556,Gürtel::N,gerriko,کمر‌بند
557,Mütze::N,txano,کلاه
558,Mütze::N,txapel,کلاه
559,Schuh::N,oski,کفش
560,Schuh::N,oinetako,کفش
561,Stiefel::N,bota,چکمه
562,Ring::N,uztai,حلقه
563,Ring::N,uztai,انگشتر
564,Band::N,zinta,نوار
565,Band::N,zinta,روبان
566,Band::N,xingola,نوار
567,Band::N,xingola,روبان
568,Kamm::N,orrazi,شانه
569,Spiegel::N,mirail,آینه
570,Riemen::N,uhal,تسمه
571,Schnur::N,lokailu,ریسمان
572,Leine::N,lotura,قلاده
573,Decke::N,burusi,پتو
574,Kissen::N,kuxin,بالش
575,Tuch::N,zapi,شال
576,Tuch::N,oihal,شال
577,Handtuch::N,eskuzapi,حوله
578,Handtuch::N,eskuoihal,حوله
579,Kraft::N,indar,نیرو
580,Stärke::N,indar,زور
581,Gesundheit::N,osasun,سلامتی
582,Gesundheit::N,osasun,تندرستی
583,Krankheit::N,eritasun,بیماری
584,Krankheit::N,gaixotasun,بیماری
585,Schmerz::N,min,درد
586,Wunde::N,zauri,زخم
587,Fieber::N,sukar,تب
588,Arznei::N,osagai,دارو
589,Arznei::N,sendagai,دارو
590,Brücke::N,zubi,پل
591,Brunnen::N,putzu,چاه
592,Weide::N,alha,چراگاه
593,Weide::N,bazkaleku,چراگاه
594,Pfad::N,zidor,راه
595,Pfad::N,bidexka,راه
596,Weg::N,bide,راه
597,Weg::N,bide,طریق
598,Straße::N,errepide,راه
599,Straße::N,errepide,جاده
600,Dorf::N,herri,ده
601,Dorf::N,herri,روستا
602,Stadt::N,hiri,شهر
603,Brief::N,gutun,نامه
604,Brief::N,eskutitz,نامه
605,Buch::N,liburu,کتاب
606,Buchstabe::N,hizki,حرف
607,Zeitung::N,egunkari,روزنامه
608,Leben::N,bizi,عمر
609,Leben::N,bizi,زندگی
610,Leben::N,bizitza,عمر
611,Leben::N,bizitza,زندگی
612,Tod::N,herio,مرگ
613,Tod::N,heriotza,مرگ
614,Grab::N,hobi,گور
615,Grab::N,hobi,مزار
616,Grab::N,hilobi,گور
617,Grab::N,hilobi,مزار
618,Kirche::N,eliza,کلیسا
619,Sünde::N,hoben,بزه
620,Sünde::N,hoben,گناه
621,Sünde::N,bekatu,بزه
622,Sünde::N,bekatu,گناه
623,Gott::N,jainko,خدا
624,Arbeiter::N,langile,کارگر
625,Arbeiter::N,behargin,کارگر
626,Chef::N,nagusi,رئیس
627,Meister::N,maisu,استاد
628,Arzt::N,osagile,پزشک
629,Arzt::N,sendagile,پزشک
630,Lehrer::N,irakasle,معلم
631,Lehrer::N,irakasle,آموزگار
632,Geld::N,diru,پول
633,Geschäft::N,negozio,کار
634,Geschäft::N,negozio,بیزنس
635,Laden::N,denda,دکان
636,Laden::N,denda,مغازه
637,Laden::N,saltegi,دکان
638,Laden::N,saltegi,مغازه
639,Preis::N,prezio,بها
640,Preis::N,prezio,قیمت
641,Preis::N,salneurri,بها
642,Preis::N,salneurri,قیمت
643,Ware::N,salgai,جنس
644,Ware::N,salgai,کالا
645,Nutzen::N,onura,مزیت
646,Nutzen::N,onura,امتیاز
647,Nutzen::N,probetxu,مزیت
648,Nutzen::N,probetxu,امتیاز
649,Reichtum::N,aberastasun,مال
650,Reichtum::N,aberastasun,ثروت
651,Welt::N,ludi,دنیا
652,Welt::N,mundu,دنیا
653,Land::N,herrialde,کشور
654,Land::N,herrialde,مملکت
655,Staat::N,estatu,دولت
656,König::N,errege,شاه
657,König::N,errege,پادشاه
658,Macht::N,botere,قدرت
659,Macht::N,botere,اختیار
660,Grenze::N,muga,مرز
661,Krieg::N,guda,جنگ
662,Feind::N,etsai,دشمن
663,Feind::N,arerio,دشمن
664,Gewalt::N,bortxa,زور
665,Gewalt::N,bortxa,خشونت
666,Gewalt::N,bortizkeria,زور
667,Gewalt::N,bortizkeria,خشونت
668,Kampf::N,gudu,نبرد
669,Kampf::N,gudu,مبارزه
670,Kampf::N,auska,نبرد
671,Kampf::N,auska,مبارزه
672,Bogen[Waffe]::N,arku,کمان
673,Pfeil::N,gezi,تیر
674,Gewehr::N,fusil,تفنگ
675,Fehler::N,huts,غلط
676,Fehler::N,huts,اشتباه
677,Fehler::N,hutsegin,غلط
678,Fehler::N,hutsegin,اشتباه
679,Lüge::N,gezur,دروغ
680,Schaden::N,kalte,آسیب
681,Schaden::N,kalte,خسارت
682,Unglück::N,zoritxar,بلا
683,Unglück::N,zorigaitz,بلا
684,Schuld::N,erru,گناه
685,Schuld::N,erru,تقصیر
686,Alter::N,adin,سن
687,Alter::N,adin,عمر
688,Schluss::N,bukaera,انتها
689,Zeit::N,aldi,وقت
690,Zeit::N,aldi,زمان
691,Zeit::N,denbora,وقت
692,Zeit::N,denbora,زمان
693,Tag::N,egun,روز
694,Morgen::N,goiz,صبح
695,Mittag::N,eguerdi,ظهر
696,Abend::N,arrats,شب
697,Abend::N,arrats,عصر
698,Nacht::N,gau,شب
699,Woche::N,aste,هفته
700,Monat::N,hil,ماه
701,Jahr::N,urte,سال
702,Frühling::N,udalehen,بهار
703,Sommer::N,uda,تابستان
704,Herbst::N,udazken,پاییز
705,Herbst::N,neguantz,پاییز
706,Winter::N,negu,زمستان
707,Januar::N,urtarril,ژانویه
708,Februar::N,otsail,فوریه
709,März::N,martxo,مارس
710,April::N,apiril,آوریل
711,Mai::N,maiatz,مه
712,Juni::N,ekain,ژوئن
713,Juli::N,uztail,ژویه
714,August::N,abuztu,اوت
715,September::N,irail,سپتامبر
716,Oktober::N,urri,اکتبر
717,November::N,azaro,نوامبر
718,Dezember::N,abendu,دسامبر
719,Montag::N,astelehen,دو‌شنبه
720,Dienstag::N,astearte,سه‌شنبه
721,Mittwoch::N,asteazken,چهار‌شنبه
722,Donnerstag::N,ostegun,پنج شنبه
723,Freitag::N,ostiral,جمعه
724,Samstag::N,larunbat,شنبه
725,Sonntag::N,igande,یکشنبه
726,groß::A,handi,بزرگ
727,klein::A,txiki,کوچک
728,lang::A,luze,بلند
729,kurz::A,labur,کوتاه
730,breit::A,zabal,پهن
731,schmal::A,mehar,تنگ
732,schmal::A,mehar,نازک
733,dicht::A,sarri,چگال
734,dicht::A,sarri,انبوه
735,dicht::A,trinko,چگال
736,dicht::A,trinko,انبوه
737,dick[Gegenstand]::A,lodi,ضخیم
738,dünn::A,mehe,نازک
739,fein::A,fin,ریز
740,fein::A,fin,باریک
741,fest::A,tinko,محکم
742,flach::A,lau,صاف
743,flach::A,lau,مسطح
744,flach::A,ordoki,صاف
745,flach::A,ordoki,مسطح
746,glatt::A,leun,لیز
747,hart::A,gogor,سفت
748,weich::A,bigun,نرم
749,weich::A,bigun,ملایم
750,weich::A,beratz,نرم
751,weich::A,beratz,ملایم
752,rund::A,biribil,گرد
753,spitz::A,puntadun,تیز
754,spitz::A,puntadun,نوک‌تیز
755,scharf::A,zorrotz,تیز
756,scharf::A,zorrotz,برنده
757,stumpf::A,kamuts,کند
758,schwer::A,astun,سنگین
759,schwer::A,pisutsu,سنگین
760,schön::A,eder,زیبا
761,heiß::A,bero,داغ
762,heiß::A,oso bero,داغ
763,warm::A,bero,گرم
764,kalt::A,hotz,سرد
765,kühl::A,hotzil,خنک
766,frisch::A,fresko,تازه
767,frisch::A,hozkirri,تازه
768,feucht::A,heze,مرطوب
769,nass::A,busti,تر
770,nass::A,busti,خیش
771,trocken::A,siku,خشک
772,trocken::A,lehor,خشک
773,voll::A,bete,پر
774,leer::A,huts,خالی
775,offen::A,ireki,باز
776,geschlossen::A,itxita,بسته
777,sauber::A,xahu,پاک
778,sauber::A,xahu,تمیز
779,sauber::A,garbi,پاک
780,sauber::A,garbi,تمیز
781,schmutzig::A,lohi,کثیف
782,schmutzig::A,lohi,آلوده
783,schmutzig::A,zikin,کثیف
784,schmutzig::A,zikin,آلوده
785,roh::A,gordin,خام
786,reif::A,umo,رسیده
787,reif::A,heldu,رسیده
788,lecker::A,goxo,لذیذ
789,lecker::A,goxo,خوشمزه
790,süß::A,goxo,شیرین
791,bitter::A,karmin,تلخ
792,bitter::A,garratz,تلخ
793,sauer::A,mingots,ترش
794,hell::A,argi,روشن
795,dunkel::A,ilun,تاریک
796,schwarz::A,beltz,سیاه
797,weiß::A,zuri,سفید
798,rot::A,gorri,سرخ
799,rot::A,gorri,قرمز
800,gelb::A,hori,زرد
801,blau::A,urdin,آبی
802,grün::A,berde,سبز
803,grün::A,musker,سبز
804,grau::A,urdin,طوسی
805,grau::A,urdin,خاکستری
