,Concept_ID,az,mhr
732,fern::A,uzaq,тора́
733,fern::A,uzaq,мӱ́ндыр
734,linker::A,sol,шола́
735,rechter::A,sağ,пурла́
736,anderer::A,başqa,вес
737,anderer::A,başqa,мо́ло
738,erster::A,birinci,и́кымше
739,zweiter::A,ikinci,ко́кымшо
740,dritter::A,üçüncü,ку́мшо
741,letzter::A,sonuncu,пыта́ртыш
742,letzter::A,axırıncı,пыта́ртыш
743,allein::ADV,tək,шкет
744,allein::ADV,yalqız,шкет
745,auf einmal::ADV,birdən,икана́ште
746,zusammen::ADV,birlikdə,пырля́
747,lange::ADV,uzun,кужу́н
748,plötzlich::ADV,qəfildən,кенета́
749,sofort::ADV,həmən,кызыта́к
750,sofort::ADV,dərhal,кызыта́к
751,später::ADV,sonra,варара́к
752,jetzt::ADV,indi,ы́нде
753,jetzt::ADV,indi,кы́зыт
754,heute::ADV,bugün,та́че
755,morgen::ADV,sabah,эрла́
756,bald::ADV,yaxında,вашке́
757,bald::ADV,tezliklə,вашке́
758,dann::ADV,onda,вара́
759,gestern::ADV,dünən,теҥге́че
760,einst::ADV,əvvəllər,икана́
761,damals::ADV,o vaxt,туна́м
762,danach::ADV,sonra,вара́
763,vorher::ADV,qabaqcadan,о́нчыч
764,zuerst::ADV,əvvəl,онда́к
765,einmal::ADV,bir dəfə,икана́
766,manchmal::ADV,hərdənbir,ка́шын
767,manchmal::ADV,hərdənbir,кокла́н
768,oft::ADV,tez-tez,чӱ́чкыдын
769,oft::ADV,çox vaxt,чӱ́чкыдын
770,immer::ADV,daimi,эре́
771,immer::ADV,daimi,ту́тыш
772,immer::ADV,həmişə,эре́
773,immer::ADV,həmişə,ту́тыш
774,niemals::ADV,əsla,ок нигуна́м
775,niemals::ADV,heç bir zaman,ок нигуна́м
776,hier::ADV,bura,ты́ште
777,hier::ADV,burada,ты́ште
778,hierhin::ADV,buraya,ты́шке
779,hierhin::ADV,buraya,тыш
780,von hier::ADV,buradan,тыше́ч
781,von hier::ADV,buradan,тыве́ч
782,dort::ADV,ora,ту́што
783,dort::ADV,orada,ту́што
784,dorthin::ADV,oraya,туш
785,dorthin::ADV,oraya,ту́шко
786,geradeaus::ADV,düz,вик
787,vorwärts::ADV,irəli,о́нчыко
788,rückwärts::ADV,geri,шеҥге́к
789,zurück::ADV,geriyə,мӧҥге́ш
790,unten::ADV,aşağıda,ӱ́лнӧ
791,unten::ADV,aşağıda,йыма́лне
792,hinab::ADV,aşağı,йыма́к
793,oben::ADV,yuxarıda,кӱ́шнӧ
794,oben::ADV,yuxarıda,ӱмба́лне
795,hinauf::ADV,yuxarı,кӱ́ш
796,hinauf::ADV,yuxarı,кӱ́шкӧ
797,überall::ADV,hər yerdə,чыла́ вере́
798,nicht::ADV,-ma-,ок
799,nicht::ADV,-ma-,о́геш
800,ein wenig::ADV,bir az,изи́ш
801,kaum::ADV,güclə,пыкше́
802,sehr::ADV,çox,чот
803,so::ADV,belə,тыге́
804,noch::ADV,hələ,а́ле
805,nur::ADV,yalnız,гына́
806,schon::ADV,artıq,ы́нде
807,wieder::ADV,yenə,ада́к
808,vergebens::ADV,boş yerə,ара́м
809,vor::PRP,önündə,о́нчыч
810,hinter::PRP,arxasında,шеҥге́лне
811,unter::PRP,altında,йыма́лне
812,durch::PRP,içindən,вошт
813,neben::PRP,yanında,вокте́н
814,zwischen::PRP,arasında,кокла́ште
815,wegen::PRP,üçün,верч
816,wegen::PRP,ötəri,верч
817,dies::PRN,bu,ти́де
818,das::PRN,o,са́де
819,alles::PRN,hər şey,чыла́
820,ich::PRN,mən,мый
821,du::PRN,sən,тый
822,er::PRN,o,ту́до
823,wir::PRN,biz,ме
824,ihr::PRN,siz,те
825,sie::PRN,onlar,ну́но
826,was::FPRN,nə,мо
827,wer::FPRN,kim,кӧ
828,wo::FADV,harada,куша́н
829,wohin::FADV,haraya,куш
830,wohin::FADV,haraya,ку́шко
831,wie::FADV,necə,кузе́
832,warum::FADV,niyə,мо
833,warum::FADV,niyə,мола́н
834,warum::FADV,nə üçün,мо
835,warum::FADV,nə üçün,мола́н
836,wieviel::FNUM,neçə,куна́р
837,wieviel::FNUM,nə qədər,куна́р
838,eins::NUM,bir,ик
839,zwei::NUM,iki,ко́кыт
840,drei::NUM,üç,кум
841,vier::NUM,dörd,ныл
842,fünf::NUM,beş,вич
843,sechs::NUM,altı,куд
844,sieben::NUM,yeddi,шым
845,acht::NUM,səkkiz,канда́ш
846,neun::NUM,doqquz,инде́ш
847,zehn::NUM,on,лу
848,elf::NUM,on bir,лати́к
849,zwölf::NUM,on iki,латко́к
850,zwanzig::NUM,iyirmi,ко́ло
851,dreißig::NUM,otuz,ку́мло
852,vierzig::NUM,qırx,ны́лле
853,fünfzig::NUM,əlli,ви́тле
854,sechzig::NUM,altmış,ку́дло
855,siebzig::NUM,yetmiş,шы́мле
856,achtzig::NUM,səksən,канда́шле
857,neunzig::NUM,doxsan,инде́шле
858,hundert::NUM,yüz,шӱ́дӧ
859,tausend::NUM,min,тӱже́м
860,und::CNJ,və,да
861,und::CNJ,və,ден
862,oder::CNJ,ya,я
863,oder::CNJ,ya,а́ле
864,stehen::V,durmaq,шога́ш
865,sitzen::V,oturmaq,шинча́ш
866,liegen::V,uzanmaq,кия́ш
867,hängen::V,asılmaq,кеча́ш
868,werden::V,olmaq,лия́ш
869,passieren::V,olmaq,лия́ш
870,passieren::V,baş vermək,лия́ш
871,beginnen::V,başlamaq,тӱҥгала́ш
872,enden::V,bitmək,пыта́ш
873,wechseln::V,dəyişmək,вашталта́ш
874,aufgehen[Sonne]::V,doğmaq,лекта́ш
875,untergehen[Sonne]::V,batmaq,шинча́ш
876,scheinen[Sonne]::V,parlamaq,волгалта́ш
877,donnern::V,guruldamaq,кӱдырта́ш
878,donnern::V,guruldamaq,сургалта́ш
879,wehen::V,əsmək,пуа́ш
880,strömen::V,axmaq,шийалтара́ш
881,fließen::V,axmaq,йога́ш
882,sich drehen::V,dönmək,пӧрда́ш
883,schwanken::V,yellənmək,лӱҥга́ш
884,schwanken::V,yellənmək,тайныла́ш
885,schwingen::V,yellənmək,рӱпшалта́ш
886,fallen::V,düşmek,воза́ш
887,fallen::V,düşmek,йӧрла́ш
888,brennen::V,yanmaq,йӱла́ш
889,rauchen::V,tüstüləmək,шикша́ш
890,regnen::V,yağmaq,йӱра́ш
891,gefrieren::V,donmaq,кылма́ш
892,gefrieren::V,donmaq,ияҥа́ш
893,tauen::V,ərimək,шула́ш
894,schmelzen::V,ərimək,лева́ш
895,trocknen::V,qurumaq,кошка́ш
896,sieden::V,qaynamaq,шола́ш
897,faulen::V,çürümək,шӱя́ш
898,verfaulen::V,çürümək,шӱйы́н шуа́ш
899,reißen::V,yırtılmaq,кӱрла́ш
900,versinken::V,batmaq,пуре́н кая́ш
901,vergehen::V,ötmək,эрте́н кая́ш
902,erscheinen::V,görünmək,толы́н лекта́ш
903,verschwinden::V,yox olmaq,йома́ш
904,sinken::V,enmək,пуча́ш
905,abnehmen::V,azalmaq,пуча́ш
906,zunehmen::V,artmaq,шукема́ш
907,steigen::V,yüksəlmək,нӧлталта́ш
908,wachsen::V,böyümək,кушка́ш
909,glänzen::V,parlamaq,йылгыжа́ш
910,funkeln::V,parıldamaq,чолга́ш
911,lärmen::V,səs-küy etmək,рӱшка́ш
912,läuten::V,çalmaq,мура́ш
913,klingeln::V,zəng etmək,йыҥгырта́ш
914,klirren::V,cingildəmək,чылдыртата́ш
915,brausen::V,gurlamaq,лӱшка́ш
916,rauschen::V,xışıldamaq,лыжга́ш
917,klingen::V,səslənmək,йоҥга́ш
918,bellen::V,hürmək,опта́ш
919,heulen::V,ulamaq,урмыжа́ш
920,blasen::V,üfləmək,пуала́ш
921,pfeifen::V,fit vermek,шӱ́шкаш
922,schreien::V,bağırmaq,кычкыра́ш
923,schreien::V,qışqırmaq,кычкыра́ш
924,stöhnen::V,inləmək,йыҥыса́ш
925,zittern::V,titrəmək,чытыра́ш
926,leben::V,yaşamaq,ила́ш
927,geboren werden::V,doğmaq,шоча́ш
928,atmen::V,nəfəs almaq,шӱла́ш
929,trinken::V,içmek,йӱа́ш
930,essen::V,yemək,кочка́ш
931,schlucken::V,udmaq,нела́ш
932,müde werden::V,yorulmaq,ноя́ш
933,einschlafen::V,yuxuya getmək,мале́н колта́ш
934,schlafen::V,uyumaq,мала́ш
935,aufwachen::V,oyanmaq,помыжалта́ш
936,aufstehen::V,yuxudan durmaq,кынела́ш
937,sich erholen::V,dincəlmək,кана́ш
938,krank werden::V,xəstə olmaq,черлане́н воза́ш
939,krank sein::V,azarlanmaq,черлане́н кия́ш
940,krank sein::V,xəstələnmək,черлане́н кия́ш
941,schmerzen::V,ağrimaq,коршта́ш
942,husten::V,öksürmək,кокыра́ш
943,genesen::V,sağalmaq,тӱрла́ш
944,genesen::V,sağalmaq,тазаҥа́ш
945,sterben::V,ölmək,кола́ш
946,sterben::V,vəfat etmək,кола́ш
947,umkommen::V,həlak olmaq,вуй йома́ш
948,sich bewegen::V,hərəkət etmək,кошта́ш
949,sich rühren::V,tərpənmək,тарвана́ш
950,sich erheben::V,qalxmaq,кынела́ш
951,sich setzen::V,oturmaq,шинча́ш
952,hinfallen::V,yıxılmaq,йӧрла́ш
953,laufen::V,yerimək,кошта́ш
954,schreiten::V,addım atmaq,ошкыла́ш
955,spazierengehen::V,gəzmək,гуля́яш
956,eilen::V,atılmaq,вашка́ш
957,sich beeilen::V,tələsmək,вашкешта́ш
958,sausen::V,çırpmaq,юлтка́ш
959,rennen::V,qaçmaq,куржтала́ш
960,springen::V,sıçramaq,тӧршта́ш
961,klettern::V,dırmanmaq,кӱза́ш
962,schaukeln::V,sallanmaq,лӱҥгалта́ш
963,kriechen::V,sürünmək,нушка́ш
964,schwimmen::V,üzmek,ия́ш
965,tauchen::V,dalmaq,шуҥгалта́ш
966,rudern::V,avarlamaq,удыра́ш
967,fahren::V,sürmək,кудала́ш
968,fliegen::V,uçmaq,чоҥешта́ш
969,gehen::V,getmək,кая́ш
970,weggehen::V,getmək,кораҥа́ш
971,abfahren::V,yola düşmək,лекта́ш
972,anhalten::V,saxlamaq,чарна́ш
973,hineingehen::V,girmək,пура́ш
974,eintreten::V,girmək,пура́ш
975,eintreten::V,daxil olmaq,пура́ш
976,kommen::V,gəlmək,тола́ш
977,ankommen::V,gəlib çatmaq,шуа́ш
978,zurückkommen::V,qayıtmaq,пӧртыла́ш
979,bleiben::V,qalmaq,кода́ш
980,warten::V,gözləmək,вуча́ш
981,erwarten::V,bəkləmək,вуча́ш
982,suchen::V,aramaq,кычала́ш
983,suchen::V,axtarmaq,кычала́ш
984,finden::V,tapmaq,муа́ш
985,versuchen::V,çalışmaq,толаша́ш
986,vorbereiten::V,hazırlamaq,ямдыла́ш
987,lieben::V,sevmək,йӧрата́ш
988,mögen::V,xoşlamaq,йӧрата́ш
989,lachen::V,gülmək,воштыла́ш
990,rühren::V,həyəcanlandırmaq,ку́мыл тарвата́ш
991,weinen::V,ağlamaq,шорта́ш
992,schimpfen::V,küfr etmək,каргаша́ш
993,sich ärgern::V,acıqlanmaq,сыра́ш
994,sich fürchten::V,qorxmaq,лӱда́ш
995,fürchten::V,qorxmaq,лӱда́ш
996,fliehen::V,qaçmaq,куржа́ш
997,flüchten::V,qaçmaq,куржа́ш
998,sehen::V,görmək,ужа́ш
999,anschauen::V,baxmaq,онча́ш
1000,ansehen::V,baxmaq,эскера́ш
1001,hören::V,duymaq,кола́ш
1002,hören::V,eşitmək,кола́ш
1003,zuhören::V,dinləmək,колышта́ш
1004,probieren::V,dadına baxmaq,тамла́ш
1005,riechen::V,qoxlamaq,ӱпшынча́ш
1006,fühlen::V,duymaq,шижа́ш
1007,scheinen::V,görünmək,чуча́ш
1008,zu sehen sein::V,görünmək,коя́ш
1009,vernehmen::V,eşitmək,кола́ш
1010,frieren::V,üşümək,кылма́ш
1011,tun::V,etmək,ышта́ш
1012,können::V,bilmək,мошта́ш
1013,können::V,bacarmaq,мошта́ш
1014,wollen::V,istəmək,тӱна́ш
1015,anfangen::V,başlamaq,тӱҥала́ш
1016,beenden::V,bitirmək,пытара́ш
1017,aufhören::V,bitmək,чарна́ш
1018,aufhören::V,qurtarmaq,чарна́ш
1019,gelingen::V,müvəffəq olmaq,сай лекта́ш
1020,geraten::V,düşmək,лекта́ш
1021,öffnen::V,açmaq,поча́ш
1022,schließen::V,qapamaq,петыра́ш
1023,stellen::V,qoymaq,шында́ш
1024,setzen::V,oturtmaq,шында́ш
1025,legen::V,qoymaq,опта́ш
1026,legen::V,qoymaq,пышта́ш
1027,berühren::V,toxunmaq,тӱка́ш
1028,verbinden::V,bağlamaq,пида́ш
1029,bedecken::V,örtmək,леведа́ш
1030,aufhängen::V,asmaq,сака́ш
1031,anzünden::V,yandırmaq,чӱкта́ш
1032,aufheben::V,qaldırmaq,нӧлтала́ш
1033,zurücklassen::V,buraxmaq,кода́ш
1034,verlieren::V,itirmək,йомдара́ш
1035,fallen lassen::V,düşürmək,воза́ш
1036,machen::V,etmək,ышта́ш
1037,herstellen::V,istehsal etmək,ямдыла́ш
1038,bauen::V,tikmək,чоҥа́ш
1039,reparieren::V,təmir etmək,ачала́ш
1040,verbessern::V,düzəltmək,саемда́ш
1041,ändern::V,dəyişdirmək,весемда́ш
1042,graben::V,qazımaq,кӱнча́ш
1043,beugen::V,əymək,пӱгырта́ш
1044,biegen::V,bükmək,лывырта́ш
1045,drehen::V,döndərmək,пӱтыра́ш
1046,wenden::V,çevirmək,ирала́ш
1047,umdrehen::V,çevirmək,савырала́ш
1048,heben::V,qaldırmaq,нӧлта́ш
1049,hochheben::V,qaldırmaq,нӧлта́ш
1050,ergreifen::V,tutmaq,руалта́ш
1051,halten::V,saxlamaq,куча́ш
1052,drücken::V,sıxmaq,иша́ш
1053,drücken::V,sıxmaq,темда́ш
1054,schieben::V,sürmək,шӱкала́ш
1055,kratzen::V,qaşımaq,удыра́ш
1056,lecken::V,yalamaq,нула́ш
1057,beißen::V,dişləmək,пура́ш
1058,abreißen::V,qoparmaq,кӱрла́ш
1059,abschneiden::V,ayırmaq,пӱчка́ш
1060,binden::V,bağlamaq,кылда́ш
1061,stecken::V,soxmaq,шуралта́ш
1062,brechen::V,qırmaq,тодышта́ш
1063,klopfen::V,sındırmaq,кыра́ш
1064,hauen::V,vurmaq,тӱя́ш
1065,kleben::V,apışdırmaq,клеитла́ш
1066,reiben::V,ovmaq,йыга́ш
1067,reiben::V,ovmaq,туржала́ш
1068,streichen::V,sürtmək,шӱра́ш
1069,schleifen::V,bülövləmək,шума́ш
1070,schleifen::V,bülövləmək,яна́ш
1071,schneiden::V,kəsmək,пӱчка́ш
1072,rütteln::V,sirkələmək,рӱза́ш
1073,schütteln::V,çalxalamaq,почка́ш
1074,schwenken::V,yelləmək,рӱза́ш
1075,schütten::V,tökmək,опта́ш
1076,füllen::V,doldurmaq,тема́ш
1077,einwickeln::V,sarımaq,вӱдыла́ш
1078,tragen::V,daşımaq,нумала́ш
1079,schleppen::V,sürükləmək,шӱдыра́ш
1080,ziehen::V,çəkmək,шупша́ш
1081,aufbewahren::V,gizlətmək,арала́ш
1082,werfen::V,atmaq,шуа́ш
1083,werfen::V,atmaq,кышка́ш
1084,fangen::V,tutmaq,куча́ш
1085,packen::V,yaxalamaq,руалта́ш
1086,verstecken::V,gizlətmək,тоя́ш
1087,teilen::V,bölmək,пӧла́ш
1088,schicken::V,yollamaq,колта́ш
1089,schicken::V,göndərmək,колта́ш
1090,bringen::V,gətirmək,конда́ш
1091,hinzufügen::V,əlavə etmək,ешара́ш
1092,bekommen::V,almaq,нала́ш
1093,bekommen::V,əldə etmək,нала́ш
1094,erhalten::V,almaq,нала́ш
1095,nehmen::V,almaq,нала́ш
1096,wählen::V,seçmək,сайла́ш
1097,auswählen::V,arımaq,таҥгла́ш
1098,bewahren::V,qorumaq,сакла́ш
1099,behindern::V,mane olmaq,чаракла́ш
1100,verderben::V,pozmaq,пужа́ш
1101,beschädigen::V,zədələmək,пужа́ш
1102,zerbrechen::V,qırmaq,пудырта́ш
1103,zerbrechen::V,sındırmaq,пудырта́ш
1104,zerreißen::V,yırtmaq,кӱрла́ш
1105,zerstören::V,dağıtmaq,шалата́ш
1106,verbrennen::V,yandırmaq,йӱлата́ш
1107,geben::V,vermək,пуа́ш
1108,reichen::V,uzatmaq,пуа́ш
1109,schenken::V,vermək,пӧлекла́ш
1110,versprechen::V,vəd vermək,сӧра́ш
1111,wünschen::V,arzulamaq,тылана́ш
1112,loben::V,tərifləmək,мокта́ш
1113,küssen::V,öpmək,шупшала́ш
1114,wiegen::V,tərpətmək,рӱпша́ш
1115,zudecken::V,örtmək,леведа́ш
1116,wecken::V,oyatmaq,помыжалтара́ш
1117,zeigen::V,göstərmək,ончыкта́ш
1118,führen::V,rəhbərlik etmək,вӱда́ш
1119,lehren::V,öyrətmək,туныкта́ш
1120,unterrichten::V,öyrətmək,туныкта́ш
1121,unterrichten::V,dərs vermək,туныкта́ш
1122,aufziehen::V,tərbiyə etmək,орышта́ш
1123,leiten::V,idarə etmək,вӱда́ш
1124,leiten::V,idarə etmək,вуйлата́ш
1125,antreiben::V,bizləmək,поктыла́ш
1126,lassen::V,-tırmaq,-та́ш
1127,einladen::V,dəvət etmək,ӱжа́ш
1128,vereinigen::V,birləşdirmək,иктешла́ш
1129,besuchen::V,baş çəkmək,то́лын кая́ш
1130,besuchen::V,ziyarət etmək,то́лын кая́ш
1131,treffen::V,rastlaşmaq,вашлия́ш
1132,treffen::V,rast gəlmək,вашлия́ш
1133,sich versammeln::V,toplanmaq,погына́ш
1134,sich versammeln::V,toplanmaq,чумырга́ш
1135,spielen::V,oynamaq,мода́ш
1136,singen::V,oxumaq,мура́ш
1137,tanzen::V,oynamaq,кушта́ш
1138,tanzen::V,rəqs etmək,кушта́ш
1139,sich trennen::V,ayrılmaq,ойырла́ш
1140,verlassen::V,tərk etmək,кудалта́ш
1141,retten::V,xilas etmək,утара́ш
1142,bewachen::V,gözətmək,орола́ш
1143,schützen::V,qorumaq,арала́ш
1144,verteidigen::V,qorumaq,арала́ш
1145,sich schlagen::V,döyüşmək,кредала́ш
1146,schießen::V,atmaq,лӱя́ш
1147,schießen::V,atəş açmaq,лӱя́ш
1148,siegen::V,yenmək,сеҥа́ш
1149,ärgern::V,acışdırmaq,сырыкта́ш
1150,schlagen::V,döymək,пера́ш
1151,treten::V,təpmək,тошка́ш
1152,stechen::V,soxmaq,кера́ш
1153,stoßen::V,itələmək,шӱкала́ш
1154,stehlen::V,çalmaq,шолышта́ш
1155,stehlen::V,oğurlamaq,шолышта́ш
1156,stören::V,pozmaq,мешая́ш
1157,belästigen::V,narahat etmək,толаштара́ш
1158,verbergen::V,gizləmək,шылта́ш
1159,täuschen::V,aldatmaq,ондала́ш
1160,betrügen::V,aldatmaq,ондала́ш
1161,töten::V,öldürmək,пушта́ш
1162,wohnen::V,yaşamaq,ила́ш
1163,arbeiten::V,işləmək,пашалана́ш
1164,arbeiten::V,işləmək,паша́м ышта́ш
1165,arbeiten::V,çalışmaq,пашалана́ш
1166,arbeiten::V,çalışmaq,паша́м ышта́ш
1167,sammeln::V,yığmaq,пога́ш
1168,sammeln::V,toplamaq,пога́ш
1169,pflücken::V,qoparmaq,кӱра́ш
1170,jagen::V,ovlamaq,сонарла́ш
1171,fischen::V,balıq tutmaq,кол куча́ш
1172,fassen::V,tutmaq,куча́ш
1173,hüten::V,güdmək,кӱта́ш
1174,treiben::V,haylamaq,покта́ш
1175,anbinden::V,bağlamaq,йолышта́ш
1176,füttern::V,bəsləmək,пукша́ш
1177,melken::V,sağmaq,лӱшта́ш
1178,hacken::V,yarmaq,руа́ш
1179,gießen::V,sulamaq,шава́ш
1180,reifen::V,dəymək,кӱа́ш
1181,zubereiten::V,bişirmək,ямдыла́ш
1182,kochen::V,qaynatmaq,шолта́ш
1183,backen::V,bişirmək,кӱкташ
1184,braten::V,qızartmaq,пуштыла́ш
1185,braten::V,qızartmaq,жаритла́ш
1186,umrühren::V,qarışdırmaq,луга́ш
1187,stricken::V,hörmək,пида́ш
1188,nähen::V,tikmək,урга́ш
1189,färben::V,boyamaq,чиялта́ш
1190,reinigen::V,təmizləmək,эрыкта́ш
1191,waschen::V,yumaq,мушка́ш
1192,abwischen::V,silmək,ӱшта́ш
1193,spülen::V,çalxamaq,шӱалта́ш
1194,fegen::V,süpürmək,ӱшта́ш
1195,kehren::V,süpürmək,ӱшта́ш
1196,baden::V,çimmək,йӱштыла́ш
1197,sich waschen::V,yuyunmaq,мушкылта́ш
1198,ausziehen::V,soyunmaq,кудаша́ш
1199,anziehen::V,geymək,чия́ш
1200,sich anziehen::V,geyinmək,чия́ш
1201,kämmen::V,daramaq,шера́ш
1202,schmücken::V,bəzəmək,тӱзата́ш
1203,schmücken::V,bəzəmək,чеверта́ш
1204,sagen::V,demək,ойла́ш
1205,sagen::V,demək,каласа́ш
1206,sagen::V,söymek,ойла́ш
1207,sagen::V,söymek,каласа́ш
1208,sprechen::V,danışmaq,кутыра́ш
1209,reden::V,danışmaq,мутлана́ш
1210,sich unterhalten::V,söhbət etmək,кутыра́ш
1211,fragen::V,soruşmaq,йода́ш
1212,bitten::V,diləmək,йода́ш
1213,bitten::V,xahiş etmək,йода́ш
1214,erzählen::V,bəhs etmək,ойла́ш
1215,mitteilen::V,bildirmək,увертара́ш
1216,nennen::V,adlandırmaq,лӱмда́ш
1217,rufen::V,çağırmaq,ӱжа́ш
1218,prahlen::V,öyünmək,моктана́ш
1219,übersetzen::V,tərcümə etmək,кусара́ш
1220,denken::V,düşünmək,шона́ш
1221,denken::V,fikirləşmək,шона́ш
1222,glauben::V,inanmaq,ӱшана́ш
1223,bemerken::V,qeyd etmək,шижа́ш
1224,erkennen::V,tanımaq,пала́ш
1225,begreifen::V,anlamaq,ыҥла́ш
1226,verstehen::V,duymaq,умыла́ш
1227,lernen::V,öyrənmək,тунема́ш
1228,wissen::V,bilmək,шинча́ш
1229,sich erinnern an::V,xatırlamaq,шарна́ш
1230,vergessen::V,unutmaq,монда́ш
1231,messen::V,ölçmək,виса́ш
1232,zählen::V,saymaq,шотла́ш
1233,rechnen::V,hesablamaq,шотла́ш
1234,lesen::V,oxumaq,луда́ш
1235,malen::V,şəkil çəkmək,сӱретла́ш
1236,zeichnen::V,cızmaq,сӱретла́ш
1237,schreiben::V,yazmaq,воза́ш
1238,besitzen::V,yiyələnmək,лия́ш
1239,besitzen::V,malik olmaq,лия́ш
1240,kaufen::V,satın almaq,нала́ш
1241,verkaufen::V,satmaq,ужала́ш
1242,bezahlen::V,ödəmək,тӱла́ш
1243,zahlen::V,ödəmək,тӱла́ш
1244,beherrschen::V,idarə etmək,куча́ш
1245,ertragen::V,dözmək,турка́ш
