,Concept_ID,de,ba
751,scheinen[Sonne]::V,scheinen,яҡтыртып тороу
752,donnern::V,donnern,күкрәү
753,wehen::V,wehen,иҫеү
754,strömen::V,strömen,ташыу
755,fließen::V,fließen,ағыу
756,sich drehen::V,sich drehen,әйләнеү
757,schwanken::V,schwanken,тирбәлеү
758,schwingen::V,schwingen,бәүетеү
759,fallen::V,fallen,йығылыу
760,brennen::V,brennen,яныу
761,rauchen::V,rauchen,төтәү
762,regnen::V,regnen,ямғыр яуа
763,gefrieren::V,gefrieren,туңыү
764,tauen::V,tauen,иреү
765,schmelzen::V,schmelzen,иреү
766,trocknen::V,trocknen,кибеү
767,sieden::V,sieden,ҡайнау
768,faulen::V,faulen,сереу
769,verfaulen::V,verfaulen,сереу
770,reißen::V,reißen,өҙөү
771,reißen::V,reißen,йыртылыу
772,versinken::V,versinken,батыу
773,vergehen::V,vergehen,үтеү
774,erscheinen::V,erscheinen,килеп сығыу
775,verschwinden::V,verschwinden,юғалыу
776,sinken::V,sinken,түбәнәйеү
777,abnehmen::V,abnehmen,кәметеү
778,zunehmen::V,zunehmen,артыу
779,steigen::V,steigen,күтәрелеү
780,wachsen::V,wachsen,үҫеү
781,glänzen::V,glänzen,ялтырау
782,funkeln::V,funkeln,баҙлау
783,lärmen::V,lärmen,шаулау
784,läuten::V,läuten,ҡағыу
785,klingeln::V,klingeln,ҡағыу
786,klingeln::V,klingeln,шылтыратыу
787,klirren::V,klirren,шылтыратыу
788,brausen::V,brausen,ҡотороноу
789,rauschen::V,rauschen,шыптырлау
790,klingen::V,klingen,яңғырау
791,bellen::V,bellen,өрөү
792,heulen::V,heulen,олоу
793,blasen::V,blasen,өрөү
794,pfeifen::V,pfeifen,һызғырып ебәреү
795,schreien::V,schreien,ҡысҡырыу
796,stöhnen::V,stöhnen,уңғырашыу
797,zittern::V,zittern,ҡалтырау
798,leben::V,leben,йәшәү
799,geboren werden::V,geboren werden,тыуыу
800,atmen::V,atmen,тын алыү
801,trinken::V,trinken,эсеү
802,essen::V,essen,ашау
803,schlucken::V,schlucken,йотоу
804,müde werden::V,müde werden,арыу
805,einschlafen::V,einschlafen,йоҡлап китеү
806,schlafen::V,schlafen,йоҡлау
807,aufwachen::V,aufwachen,уяныу
808,aufstehen::V,aufstehen,тороу
809,sich erholen::V,sich erholen,ял итеү
810,krank werden::V,krank werden,сирләү
811,krank sein::V,krank sein,сирләү
812,schmerzen::V,schmerzen,ауыртыу
813,husten::V,husten,йүтәлләү
814,genesen::V,genesen,һауығыу
815,sterben::V,sterben,үлеү
816,umkommen::V,umkommen,һәләк булыу
817,sich bewegen::V,sich bewegen,хәрәкәт итеү
818,sich rühren::V,sich rühren,ҡуҙғалыу
819,sich erheben::V,sich erheben,тороу
820,sich setzen::V,sich setzen,ултырыу
821,hinfallen::V,hinfallen,ҡолау
822,laufen::V,laufen,йөрөү
823,schreiten::V,schreiten,атлау
824,spazierengehen::V,spazierengehen,ял итеп йороү
825,eilen::V,eilen,ашығыу
826,eilen::V,eilen,ҡабаланыу
827,sich beeilen::V,sich beeilen,ашығыу
828,sich beeilen::V,sich beeilen,ҡабаланыу
829,sausen::V,sausen,елеү
830,rennen::V,rennen,йүгеп йөрөү
831,springen::V,springen,һикереү
832,klettern::V,klettern,үрмәләү
833,klettern::V,klettern,үрмәләп менеү
834,schaukeln::V,schaukeln,сайҡалыу
835,kriechen::V,kriechen,шыуышыу
836,schwimmen::V,schwimmen,йоҙөү
837,tauchen::V,tauchen,сумыу
838,rudern::V,rudern,ишеү
839,fahren::V,fahren,йөрөү
840,fliegen::V,fliegen,осоу
841,gehen::V,gehen,барыу
842,weggehen::V,weggehen,китеү
843,abfahren::V,abfahren,сығыу
844,anhalten::V,anhalten,тукталыу
845,hineingehen::V,hineingehen,инеү
846,eintreten::V,eintreten,инеү
847,kommen::V,kommen,килеү
848,ankommen::V,ankommen,килеү
849,zurückkommen::V,zurückkommen,ҡайтыу
850,bleiben::V,bleiben,ҡалыу
851,warten::V,warten,көтөп тороу
852,erwarten::V,erwarten,көтөү
853,suchen::V,suchen,эҙләү
854,finden::V,finden,табыу
855,versuchen::V,versuchen,тырышып ҡарау
856,vorbereiten::V,vorbereiten,әҙерләү
857,lieben::V,lieben,яратыу
858,mögen::V,mögen,һөйөү
859,mögen::V,mögen,яратыу
860,lachen::V,lachen,көлөү
861,rühren::V,rühren,ҡағылыу
862,weinen::V,weinen,илау
863,schimpfen::V,schimpfen,һүгенеү
864,schimpfen::V,schimpfen,тиргәнеү
865,schimpfen::V,schimpfen,һуҡраныу
866,sich ärgern::V,sich ärgern,асыуланыу
867,sich fürchten::V,sich fürchten,ҡурҡыу
868,fürchten::V,fürchten,ҡурҡыу
869,fliehen::V,fliehen,ҡасыу
870,flüchten::V,flüchten,ҡасыу
871,sehen::V,sehen,күреү
872,anschauen::V,anschauen,ҡарау
873,ansehen::V,ansehen,ҡарау
874,ansehen::V,ansehen,тикшереү
875,hören::V,hören,ишетеү
876,zuhören::V,zuhören,тыңлау
877,probieren::V,probieren,татыу
878,riechen::V,riechen,еҫкәү
879,fühlen::V,fühlen,тойоу
880,scheinen::V,scheinen,кеүек күренеү
881,scheinen::V,scheinen,тойолоу
882,zu sehen sein::V,zu sehen sein,күренеү
883,vernehmen::V,vernehmen,ишетеү
884,frieren::V,frieren,туңыү
885,tun::V,tun,яһау
886,tun::V,tun,әшләү
887,können::V,können,алыу
888,können::V,können,мөмкин булыу
889,wollen::V,wollen,теләү
890,anfangen::V,anfangen,башлау
891,beenden::V,beenden,бөтөрөү
892,beenden::V,beenden,тамамлау
893,aufhören::V,aufhören,туктау
894,gelingen::V,gelingen,уңышлы булыу
895,geraten::V,geraten,булып сығыу
896,öffnen::V,öffnen,асыу
897,schließen::V,schließen,йомоу
898,stellen::V,stellen,ҡуйыу
899,setzen::V,setzen,урынлаштырыу
900,legen::V,legen,һалыу
901,berühren::V,berühren,тейеү
902,berühren::V,berühren,ҡағылыу
903,verbinden::V,verbinden,ҡушыу
904,verbinden::V,verbinden,бәйләү
905,bedecken::V,bedecken,ҡаплау
906,aufhängen::V,aufhängen,элеү
907,anzünden::V,anzünden,тоҡандырыу
908,aufheben::V,aufheben,мендереү
909,zurücklassen::V,zurücklassen,ҡалдырыу
910,verlieren::V,verlieren,юғалтыу
911,fallen lassen::V,fallen lassen,төшөрөп ебәреү
912,machen::V,machen,яһау
913,machen::V,machen,эшләү
914,herstellen::V,herstellen,эшләп сығарыу
915,bauen::V,bauen,төҙөү
916,reparieren::V,reparieren,төҙәтеү
917,verbessern::V,verbessern,яҡшыртыу
918,ändern::V,ändern,үҙгәртеү
919,graben::V,graben,ҡаҙыу
920,beugen::V,beugen,бөгөү
921,biegen::V,biegen,бөгөү
922,drehen::V,drehen,өйрөлтөү
923,drehen::V,drehen,әйләндереү
924,wenden::V,wenden,әйләндереү
925,umdrehen::V,umdrehen,түңкәреү
926,heben::V,heben,күтәреү
927,heben::V,heben,мендереү
928,hochheben::V,hochheben,күтәреү
929,ergreifen::V,ergreifen,тотоп алыу
930,halten::V,halten,тотоу
931,drücken::V,drücken,ҡыҫыу
932,schieben::V,schieben,этеү
933,schieben::V,schieben,төртөү
934,kratzen::V,kratzen,ҡырыу
935,lecken::V,lecken,ялау
936,beißen::V,beißen,тешләү
937,abreißen::V,abreißen,өҙөү
938,abschneiden::V,abschneiden,ҡырҡыу
939,binden::V,binden,бәйләү
940,stecken::V,stecken,ҡаҙау
941,brechen::V,brechen,боҙоу
942,klopfen::V,klopfen,шаҡылдау
943,hauen::V,hauen,туҡмау
944,kleben::V,kleben,йәбештереү
945,reiben::V,reiben,ыуыу
946,reiben::V,reiben,ышҡыу
947,streichen::V,streichen,яғыу
948,schleifen::V,schleifen,үткерләү
949,schneiden::V,schneiden,ҡырҡыу
950,rütteln::V,rütteln,һелкетеү
951,schütteln::V,schütteln,һелкетеү
952,schwenken::V,schwenken,болғау
953,schütten::V,schütten,ҡойоу
954,füllen::V,füllen,тултырыу
955,einwickeln::V,einwickeln,төрөү
956,tragen::V,tragen,алып барыу
957,schleppen::V,schleppen,һөйрәү
958,ziehen::V,ziehen,тартыу
959,aufbewahren::V,aufbewahren,һаҡлау
960,werfen::V,werfen,ырғытыу
961,fangen::V,fangen,тотоу
962,packen::V,packen,етеү
963,packen::V,packen,тотоп алыу
964,verstecken::V,verstecken,йәшереү
965,teilen::V,teilen,бүлеү
966,schicken::V,schicken,ебәреү
967,bringen::V,bringen,килтереү
968,hinzufügen::V,hinzufügen,өтәү
969,bekommen::V,bekommen,алыу
970,erhalten::V,erhalten,алыу
971,nehmen::V,nehmen,алыу
972,wählen::V,wählen,һайлаү
973,auswählen::V,auswählen,һайлап алыу
974,bewahren::V,bewahren,һаҡлау
975,behindern::V,behindern,тотҡарлыҡ яһау
976,verderben::V,verderben,боҙоу
977,beschädigen::V,beschädigen,боҙоу
978,zerbrechen::V,zerbrechen,ҡыйратыу
979,zerreißen::V,zerreißen,йыртыу
980,zerstören::V,zerstören,емереү
981,verbrennen::V,verbrennen,үртәү
982,geben::V,geben,биреү
983,reichen::V,reichen,биреү
984,schenken::V,schenken,бүләк итеү
985,versprechen::V,versprechen,вәғәҙә биреү
986,wünschen::V,wünschen,теләу
987,loben::V,loben,маҡтау
988,küssen::V,küssen,үбеү
989,wiegen::V,wiegen,бәүетеү
990,wiegen::V,wiegen,тирбәтеү
991,zudecken::V,zudecken,ҡаплау
992,wecken::V,wecken,уятыу
993,zeigen::V,zeigen,күрһәтеү
994,führen::V,führen,етәкләү
995,lehren::V,lehren,уҡытыу
996,lehren::V,lehren,өйрәтеү
997,unterrichten::V,unterrichten,уҡытыу
998,aufziehen::V,aufziehen,тәрбиәле
999,leiten::V,leiten,етәкләү
1000,leiten::V,leiten,етәкселек итеү
1001,antreiben::V,antreiben,ашыҡтырыу
1002,lassen::V,lassen,мәжбүр итеү
1003,einladen::V,einladen,саҡырыу
1004,vereinigen::V,vereinigen,берләштереү
1005,besuchen::V,besuchen,килеп сығыу
1006,treffen::V,treffen,тойоү
1007,treffen::V,treffen,осратыу
1008,treffen::V,treffen,ҡаршылау
1009,sich versammeln::V,sich versammeln,йыйылыу
1010,spielen::V,spielen,тартыу
1011,singen::V,singen,йырлау
1012,tanzen::V,tanzen,бейеү
1013,sich trennen::V,sich trennen,айырылышыу
1014,verlassen::V,verlassen,ташлау
1015,verlassen::V,verlassen,ташлап китеү
1016,retten::V,retten,ҡотҡарыу
1017,bewachen::V,bewachen,һаҡлау
1018,schützen::V,schützen,һаҡлау
1019,verteidigen::V,verteidigen,яҡлау
1020,sich schlagen::V,sich schlagen,һуғышыу
1021,schießen::V,schießen,атыу
1022,siegen::V,siegen,еңеү
1023,ärgern::V,ärgern,асыуландырыу
1024,schlagen::V,schlagen,бәреү
1025,schlagen::V,schlagen,туҡмау
1026,treten::V,treten,тибеү
1027,treten::V,treten,типкеләү
1028,stechen::V,stechen,сәнсеү
1029,stoßen::V,stoßen,этеү
1030,stoßen::V,stoßen,төртөү
1031,stehlen::V,stehlen,урлау
1032,stören::V,stören,ҡамасаулау
1033,belästigen::V,belästigen,бимазалау
1034,belästigen::V,belästigen,ҡамасаулау
1035,verbergen::V,verbergen,йәшереү
1036,täuschen::V,täuschen,ултыртыу
1037,betrügen::V,betrügen,алдау
1038,töten::V,töten,үлтереү
1039,wohnen::V,wohnen,йәшәү
1040,arbeiten::V,arbeiten,эшләү
1041,sammeln::V,sammeln,йыйыу
1042,pflücken::V,pflücken,өҙөү
1043,jagen::V,jagen,аулау
1044,fischen::V,fischen,аулау
1045,fassen::V,fassen,тотоу
1046,hüten::V,hüten,көтөү
1047,treiben::V,treiben,ҡыуыу
1048,anbinden::V,anbinden,бәйләү
1049,füttern::V,füttern,ашатыу
1050,melken::V,melken,һауыү
1051,hacken::V,hacken,турау
1052,hacken::V,hacken,тапау
1053,gießen::V,gießen,ҡойоу
1054,reifen::V,reifen,өлғөрөү
1055,zubereiten::V,zubereiten,бешереү
1056,kochen::V,kochen,бешереү
1057,backen::V,backen,бешереү
1058,braten::V,braten,ҡурыу
1059,umrühren::V,umrühren,ҡатнаштырыу
1060,stricken::V,stricken,бәйләү
1061,nähen::V,nähen,тегеү
1062,färben::V,färben,буяу
1063,reinigen::V,reinigen,таҙартыу
1064,waschen::V,waschen,йыуыу
1065,abwischen::V,abwischen,һөртөү
1066,spülen::V,spülen,сайҡау
1067,fegen::V,fegen,һепереү
1068,kehren::V,kehren,һепереү
1069,baden::V,baden,һыу инеү
1070,sich waschen::V,sich waschen,йыуыныу
1071,ausziehen::V,ausziehen,сисеү
1072,anziehen::V,anziehen,кейеү
1073,sich anziehen::V,sich anziehen,кейенеү
1074,kämmen::V,kämmen,тарау
1075,schmücken::V,schmücken,биҙәү
1076,sagen::V,sagen,әйтеү
1077,sprechen::V,sprechen,әйтеү
1078,sprechen::V,sprechen,һөйләшеү
1079,reden::V,reden,һөйләшеү
1080,sich unterhalten::V,sich unterhalten,әңгәмәләшеү
1081,fragen::V,fragen,һорау
1082,bitten::V,bitten,үтенеү
1083,erzählen::V,erzählen,һөйләү
1084,mitteilen::V,mitteilen,әйтеү
1085,nennen::V,nennen,атау
1086,nennen::V,nennen,исемләү
1087,rufen::V,rufen,саҡырыу
1088,prahlen::V,prahlen,маҡтаныу
1089,prahlen::V,prahlen,шапырыныу
1090,übersetzen::V,übersetzen,тәржемә итеү
1091,denken::V,denken,уйлау
1092,glauben::V,glauben,ышаныу
1093,bemerken::V,bemerken,күреү
1094,erkennen::V,erkennen,таныу
1095,begreifen::V,begreifen,аңлау
1096,verstehen::V,verstehen,аңлау
1097,lernen::V,lernen,өйрәнеү
1098,wissen::V,wissen,белеү
1099,sich erinnern an::V,sich erinnern an,хәтергә алыу
1100,vergessen::V,vergessen,онотоу
1101,messen::V,messen,үлсәү
1102,zählen::V,zählen,һанау
1103,rechnen::V,rechnen,һанау
1104,lesen::V,lesen,уҡыу
1105,malen::V,malen,һүрәт яһау
1106,malen::V,malen,рәсем төшөрөү
1107,zeichnen::V,zeichnen,һүрәт яһау
1108,zeichnen::V,zeichnen,рәсем төшөрөү
1109,schreiben::V,schreiben,яҙыу
1110,besitzen::V,besitzen,биләү
1111,kaufen::V,kaufen,һатып алыу
1112,verkaufen::V,verkaufen,һатыу
1113,bezahlen::V,bezahlen,түләү
1114,zahlen::V,zahlen,түләү
1115,beherrschen::V,beherrschen,биләү
1116,ertragen::V,ertragen,түҙеү
