,Concept_ID,ta,fi
105,Wald::N,காடு,metsä
106,Hügel::N,குன்று,mäki
107,Hügel::N,குன்று,kumpu
108,Hügel::N,குன்று,kukkula
109,Anhöhe::N,பதுக்கை,mäki
110,Anhöhe::N,பதுக்கை,kumpare
111,Berg::N,மலை,mäki
112,Berg::N,மலை,vuori
113,Gipfel::N,உச்சி மாநாடு,laki
114,Gipfel::N,உச்சி மாநாடு,huippu
115,Höhle::N,குகை,luola
116,Abhang::N,சரிவு,rinne
117,Quelle::N,மூலம்,lähde
118,Bach::N,ஓடை,puro
119,Fluss::N,ஆறு,joki
120,Ufer::N,நீர்க்கரை,ranta
121,Küste::N,கடற்கரை,rannikko
122,Festland::N,நிலம்,manner
123,Meer::N,கடல்,meri
124,Bucht::N,சிறுகுடா,lahti
125,Insel::N,தீவு,saari
126,Blume::N,பூ,kukka
127,Gras::N,புல்தரை,ruoho
128,Wurzel::N,வேர்,juuri
129,Baum::N,மரம்,puu
130,Stamm::N,அடிமரம்,runko
131,Rinde::N,பட்டை,kuori
132,Rinde::N,பட்டை,parkki
133,Rinde::N,மரப்பட்டை,kuori
134,Rinde::N,மரப்பட்டை,parkki
135,Ast::N,கினை,oksa
136,Zweig::N,குச்சி,haara
137,Blatt::N,இலை,lehti
138,Birke::N,பிர்ச் மரம்,koivu
139,Kiefer[Baum]::N,தேவதாரு மரம்,mänty
140,Kiefer[Baum]::N,தேவதாரு மரம்,petäjä
141,Weide[Baum]::N,மர வகைகளுள் ஒன்று,paju
142,Tanne::N,சாதிக்கய்,kuusi
143,Horn::N,கொம்பு,sarvi
144,Feder::N,இறகு,sulka
145,Feder::N,இறகு,höyhen
146,Fell::N,மென்முடி,talja
147,Flügel::N,இறக்கை,siipi
148,Klaue::N,நகம்,kynsi
149,Kralle::N,நகம்,kynsi
150,Schwanz::N,வால்,häntä
151,Schwanz::N,வால்,pyrstö
152,Ei::N,முட்டை,muna
153,Nest::N,கூடு,pesä
154,Bau::N,குகை,pesä
155,Tier::N,விலங்கு,eläin
156,Herde::N,கூட்டம்,lauma
157,Kuh::N,பசு,lehmä
158,Bulle::N,காளை,sonni
159,Pferd::N,குதிரை,hevonen
160,Schaf::N,செம்மறிஆடு,lammas
161,Schwein::N,பன்றி,sika
162,Hund::N,நாய்,koira
163,Katze::N,பூனை,kissa
164,Bär::N,கரடி,karhu
165,Eichhörnchen::N,அணில்,orava
166,Elch::N,கடம்பை,hirvi
167,Fuchs::N,நரி,kettu
168,Hase::N,முயல்,jänis
169,Maus::N,எலி,hiiri
170,Wolf::N,ஓநாய்,susi
171,Vogel::N,பறவை,lintu
172,Schwarm::N,தொகுதி,parvi
173,Huhn::N,கோழிக்குஞசு,kana
174,Hahn::N,சேவல்,kukko
175,Gans::N,பெண் வாத்து,hanhi
176,Adler::N,பருநது,kotka
177,Ente::N,வாத்து,ankka
178,Eule::N,ஆந்தை,pöllö
179,Kranich::N,நாரை,kurki
180,Krähe::N,காகம்,varis
181,Kuckuck::N,குயில்,käki
182,Schwan::N,அன்னம்,joutsen
183,Fisch::N,மீன்,kala
184,Barsch::N,பேர்ச்,ahven
185,Hecht::N,கோலாச்சி மீன்,hauki
186,Schlange[Tier]::N,பாம்பு,käärme
187,Wurm::N,புழு,mato
188,Spinne::N,சிலந்தி,hämähäkki
189,Ameise::N,எறும்பு,muurahainen
190,Laus::N,பேன்,täi
191,Mücke::N,கொசுவினப்பூச்சி,sääski
192,Mücke::N,கொசுவினப்பூச்சி,hyttynen
193,Fliege::N,ஈ,kärpänen
194,Schmetterling::N,வண்ணத்துப்பூச்சி,perhonen
195,Beere::N,சதைப்பழம்,marja
196,Apfel::N,ஆப்பிள பழம்,omena
197,Pilz::N,காளான்,sieni
198,Zwiebel::N,வெங்காயம்,sipuli
199,Saat::N,விதை,siemenet
200,Korn::N,தானியம்,jyvä
201,Korn::N,தானியம்,vilja
202,Heu::N,வைக்கோல்,heinä
203,Schale::N,தோல்,kuori
204,Grube::N,குழி,kuoppa
205,Falle::N,பொறி,loukku
206,Schlinge::N,கண்ணி,ansa
207,Spur::N,சுவடு,jälki
208,Asche::N,சாம்பல்,tuhka
209,Dreck::N,அழுக்கு,lika
210,Eisen::N,இரும்பு,rauta
211,Gold::N,தங்கம்,kulta
212,Silber::N,வெள்ளி,hopea
213,Kohle::N,நிலக்கரி,hiili
214,Glas::N,கண்ணாடி,lasi
215,Lehm::N,களிமண்,savi
216,Sand::N,மணல்,hiekka
217,Mensch::N,மனிதர்கள்,ihminen
218,Mann::N,மனிதன்,mies
219,Frau::N,பெண்,nainen
220,Kind::N,குழந்தை,lapsi
221,Junge::N,பையன்,poika
222,Mädchen::N,சிறுமி,tyttö
223,Familie::N,குடும்பம்,perhe
224,Großvater::N,தாத்தா,isoisä
225,Großmutter::N,பாட்டி,isoäiti
226,Eltern::N,பெற்றோர்,vanhemmat
227,Vater::N,தந்தை,isä
228,Mutter::N,தாய்,äiti
229,Sohn::N,மகன்,poika
230,Tochter::N,மகள்,tytär
231,Bruder::N,சகோதரன்,veli
232,Schwester::N,அக்கா,sisko
233,Onkel::N,தாய் மாமன்,eno
234,Onkel::N,தாய் மாமன்,setä
235,Tante::N,அத்தை,täti
236,Ehemann::N,கணவன்,mies
237,Ehemann::N,கணவன்,aviomies
238,Ehefrau::N,மனைவி,vaimo
239,Ehefrau::N,மனைவி,aviovaimo
240,Freude::N,கொண்டாட்டம்,ilo
241,Freude::N,கொண்டாட்டம்,riemu
242,Gelächter::N,சிரிப்பு,nauru
243,Glück::N,மகிழ்ச்சி,onni
244,Kummer::N,துயரம்,suru
245,Kummer::N,துயரம்,murhe
246,Wunsch::N,விருப்பம்,toive
247,Wunsch::N,விருப்பம்,toivomus
248,Lust::N,விருப்பம்,himo
249,Geist::N,ஆன்மா,henki
250,Gedanke::N,எண்ணம்,aate
251,Gedanke::N,எண்ணம்,ajatus
252,Gedächtnis::N,ஞாபகம்,muisti
253,Verstand::N,மனம்,äly
254,Verstand::N,மனம்,järki
255,Verstand::N,மனம்,ymmärrys
256,Sinn::N,அர்த்தம்,merkitys
257,Grund::N,காரணம்,syy
258,Grund::N,காரணம்,peruste
259,Wahrheit::N,உண்நை,tosi
260,Wahrheit::N,உண்நை,totuus
261,Gespräch::N,பெசு,puhelu
262,Gespräch::N,பெசு,keskustelu
263,Märchen::N,நம்பத்தகாத கதை,satu
264,Erzählung::N,கதை,tarina
265,Erzählung::N,கதை,kertomus
266,Nachricht::N,செய்தி,tieto
267,Nachricht::N,செய்தி,ilmoitus
268,Neuigkeit::N,செய்தி,uutinen
269,Name::N,பெயர்,nimi
270,Rätsel::N,புதிர்,arvoitus
271,Rede::N,பேச்சு,puhe
272,Sprache::N,மொழி,kieli
273,Stimme::N,குரல்,ääni
274,Wort::N,வார்த்தை,sana
275,Zeichen::N,குறி,merkki
276,Ruf::N,அழைப்பு,kutsu
277,Lärm::N,சத்தம்,melu
278,Lärm::N,சத்தம்,hälinä
279,Laut::N,ஒலி,ääni
280,Ton::N,குரல்,sävel
281,Lied::N,பாட்டு,laulu
282,Ruhe::N,அமைதி,lepo
283,Ruhe::N,அமைதி,rauha
284,Leute::N,மக்கள்,väki
285,Leute::N,மக்கள்,ihmiset
286,Volk::N,மக்கள்,kansa
287,Arbeit::N,வேலை,työ
288,Gast::N,விருந்தாளி,vieras
289,Geschenk::N,பரிசுப் பொருள்,lahja
290,Spiel::N,விளையாட்டு,peli
291,Spiel::N,விளையாட்டு,leikki
292,Gesellschaft::N,சமுதாயம்,seura
293,Hilfe::N,உதவி,apu
294,Freund::N,நண்பன்,ystävä
295,Kamerad::N,உடனிருப்பவன்,toveri
296,Angelegenheit::N,செய்தி,asia
297,Anzahl::N,எண்ணிக்கை,lukumäärä
298,Art::N,வகை,laji
299,Stück::N,துண்டம்,pala
300,Stück::N,துண்டம்,kappale
301,Teil::N,பகுதி,osa
302,Hälfte::N,பாதி,puoli
303,Kreis::N,வட்டம்,ympyrä
304,Kreuz::N,சிலுவை,risti
305,Linie::N,கோடு,viiva
306,Strich::N,வாத நோய்,piirto
307,Abstand::N,இடைவெளி,väli
308,Abstand::N,இடைவெளி,väljyys
309,Entfernung::N,தூரம்,etäisyys
310,Gegend::N,வட்டாரம்,seutu
311,Platz::N,வெற்றிடம்,tila
312,Ort::N,இடம்,kohta
313,Ort::N,இடம்,paikka
314,Seite::N,பக்கம்,sivu
315,Seite::N,பக்கம்,kylki
316,Mitte::N,இடைப்பகுதி,keskus
317,Mitte::N,இடைப்பகுதி,puoliväli
318,Gegenstand::N,உருப்படி,kalu
319,Gegenstand::N,உருப்படி,esine
320,Sache::N,பொருள்,asia
321,Rand::N,தொங்கு,ääri
322,Rand::N,தொங்கு,syrjä
323,Kante::N,விளிம்பு,särmä
324,Ecke::N,மூலை,nurkka
325,Spitze::N,முனை,terä
326,Spitze::N,முனை,kärki
327,Ende::N,முடிவு,pää
328,Ende::N,முடிவு,perä
329,Loch::N,துளை,kolo
330,Loch::N,துளை,reikä
331,Winkel::N,கோணம்,kulma
332,Muster::N,பாங்கு,kuvio
333,Größe::N,அளவு,koko
334,Größe::N,அளவு,suuruus
335,Länge::N,நீளம்,pituus
336,Höhe::N,உயரம்,korkeus
337,Gewicht::N,எடை,paino
338,Menge::N,தொகை,määrä
339,Haufen::N,குவியல்,kasa
340,Reihe::N,வரிசை,rivi
341,Boot::N,படகு,vene
342,Ruder::N,துடுப்பு,airo
343,Schlitten::N,சகடையிலா வண்டி,reki
344,Schlitten::N,சகடையிலா வண்டி,kelkka
345,Ski::N,பனிச் சறுக்கல்,suksi
346,Lagerfeuer::N,மூட்டம்,nuotio
347,Last::N,பாரம்,kuorma
348,Gang::N,நடை,kulku
349,Gang::N,நடை,käynti
350,Schritt::N,காலடி,askel
351,Norden::N,வடக்கு,pohjoinen
352,Süden::N,தெற்கு,etelä
353,Westen::N,மேற்கு திசை,länsi
354,Osten::N,கிழக்கு,itä
355,Holz::N,மரக்கட்டை,puu
356,Brett::N,பலகை,lauta
357,Platte::N,பலகம்,levy
358,Stütze::N,அடைப்புகன்,noja
359,Stange::N,கம்பம்,tanko
360,Stock::N,குச்சி,keppi
361,Stab::N,கம்பு,sauva
362,Stab::N,கம்பு,seiväs
363,Rohr::N,குழாய்,putki
364,Haus::N,வீடு,talo
365,Heim::N,வீடு,koti
366,Ofen::N,அடுப்பு,uuni
367,Fußboden::N,தரை,lattia
368,Tisch::N,மேசை,pöytä
369,Stuhl::N,நாற்காலி,tuoli
370,Wiege::N,தொட்டில்,kehto
371,Bett::N,படுக்கை,sänky
372,Regal::N,அலமாரி,hylly
373,Kiste::N,பெட்டி,arkku
374,Kiste::N,பெட்டி,kirstu
375,Kiste::N,பெட்டி,laatikko
376,Fenster::N,சாளரம்,ikkuna
377,Tür::N,கதவு,ovi
378,Tor::N,வாசற்கதவு,portti
379,Zaun::N,வேலி,aita
380,Dach::N,கூரை,katto
381,Leiter::N,ஏணி,tikkaat
382,Leiter::N,ஏணி,tikapuut
383,Besen::N,விளக்குமாறு,luuta
384,Spaten::N,மண்வெட்டி,lapio
385,Schaufel::N,அடிதண்டா,lapio
386,Gabel::N,முட்கரண்டி,haarukka
387,Löffel::N,கரண்டி,lusikka
388,Messer::N,கத்தி,veitsi
389,Nagel::N,ஆணி,naula
390,Netz::N,வலை,verkko
391,Haken::N,கொக்கி,haka
392,Haken::N,கொக்கி,koukku
393,Griff::N,கைப்பிடி,ripa
394,Griff::N,கைப்பிடி,kahva
395,Schloss::N,பூட்டு,lukko
396,Bild::N,படம்,kuva
397,Figur::N,எண்ணிக்கை,kuvio
398,Puppe::N,பொம்மை,nukke
399,Beutel::N,பை,pussi
400,Bündel::N,பொதி,nippu
401,Bündel::N,பொதி,kimppu
402,Tasche::N,பை,laukku
403,Eimer::N,வாளி,sanko
404,Eimer::N,வாளி,ämpäri
405,Deckel::N,உறை,kansi
406,Geschirr::N,பாத்திரம்,astia
407,Sack::N,பை,säkki
408,Tasse::N,கிண்ணம்,kuppi
409,Topf::N,பானை,pata
410,Kessel::N,கெண்டி,kattila
411,Essen::N,உணவருந்துதல்,syönti
412,Nahrung::N,உணவு,ruoka
413,Nahrung::N,உணவு,ravinto
414,Speise::N,உணவு வகை,ruoka
415,Fleisch::N,இறைச்சி,liha
416,Getreide::N,மக்காச்சோளம்,vilja
417,Brei::N,கஞ்சி,puuro
418,Brot::N,ரொட்டி,leipä
419,Scheibe::N,துண்டு,viipale
420,Fett::N,கொழுப்பு,rasva
421,Butter::N,வெண்ணெய்,voi
422,Öl::N,எண்ணெய்,öljy
423,Salz::N,உப்பு,suola
424,Suppe::N,ரசம்,keitto
425,Honig::N,தேன்,hunaja
426,Milch::N,பால்,maito
427,Tee::N,தெனீர்,tee
428,Leder::N,பதம் செய்யப்பட்ட தோல்,nahka
429,Wolle::N,கம்பளி,villa
430,Stoff::N,துணி,kangas
431,Nadel::N,ஊசி,neula
432,Faden::N,நூல்,lanka
433,Knopf::N,பொத்தான்,nappi
434,Knoten::N,முடிச்சு,solmu
435,Farbe::N,வண்ணக் குழம்பு,maali
436,Kleidung::N,ஆடைகள்,vaatteet
437,Hemd::N,சட்டை,paita
438,Kragen::N,கழுத்துப் பட்டை,kaulus
439,Ärmel::N,சட்டைக்கை,hiha
440,Hose::N,கால்சட்டை,housut
441,Gürtel::N,பெல்ட்,vyö
442,Mütze::N,தொப்பி,lakki
443,Schuh::N,காலணி,kenkä
444,Stiefel::N,காலணி,saapas
445,Ring::N,மோதிரம்,sormus
446,Band::N,நாடா,nauha
447,Kamm::N,கீப்பு,kampa
448,Spiegel::N,ஆடி,peili
449,Spiegel::N,கண்ணாடி,peili
450,Riemen::N,வார்,hihna
451,Schnur::N,கயிறு,naru
452,Schnur::N,கயிறு,nuora
453,Leine::N,தோல்வார்,talutushihna
454,Decke::N,போர்வை,peite
455,Kissen::N,தலையணை,tyyny
456,Kissen::N,தலையணை,pielus
457,Tuch::N,துணி,huivi
458,Handtuch::N,தண்டு,pyyheliina
459,Kraft::N,நிர்பந்தம்,väki
460,Kraft::N,நிர்பந்தம்,voima
461,Stärke::N,பலம்,vahvuus
462,Gesundheit::N,ஆரோக்கியம்,terveys
463,Krankheit::N,நோய்,tauti
464,Krankheit::N,நோய்,sairaus
465,Schmerz::N,வலி,kipu
466,Schmerz::N,வலி,särky
467,Wunde::N,காயம்,haava
468,Fieber::N,காய்ச்சல்,kuume
469,Arznei::N,மருந்து,lääke
470,Brücke::N,பாலம்,silta
471,Brunnen::N,கேணி,kaivo
472,Weide::N,மேய்ச்சல் நிலம்,laidun
473,Pfad::N,நடை வழி,polku
474,Weg::N,வழி,tie
475,Straße::N,சாலை,katu
476,Dorf::N,கிராமம்,kylä
477,Stadt::N,நகரம்,kaupunki
478,Brief::N,கடிதம்,kirje
479,Buch::N,புத்தகம்,kirja
480,Buchstabe::N,எழத்து,kirjain
481,Zeitung::N,செய்தித்தாள்,lehti
482,Zeitung::N,செய்தித்தாள்,sanomalehti
483,Leben::N,வாழ்க்கை,elo
484,Leben::N,வாழ்க்கை,elämä
485,Tod::N,மரணம்,kuolema
486,Grab::N,சமாதி,hauta
487,Kirche::N,தேவாலயம்,kirkko
488,Sünde::N,பாவம்,synti
489,Gott::N,கடவுள்,jumala
490,Arbeiter::N,தொழிலாளி,työläinen
491,Chef::N,மேலாளர்,päällikkö
492,Meister::N,தலைவன்,mestari
493,Arzt::N,மருத்துவர்,lääkäri
494,Lehrer::N,ஆசிரியர்,opettaja
495,Geld::N,பணம்,raha
496,Geschäft::N,வாணிபம்,liike
497,Laden::N,கடை,puoti
498,Laden::N,கடை,kauppa
499,Preis::N,விலை,hinta
500,Ware::N,சாமன்கள்,tavara
501,Nutzen::N,இலாபம்,hyöty
502,Reichtum::N,சொத்து,rikkaus
503,Welt::N,உலகம்,maailma
504,Land::N,நாடு,maa
505,Staat::N,நாடு,valtio
506,König::N,அரசன்,kuningas
507,Macht::N,அதிகாரம்,mahti
508,Grenze::N,எல்லை,raja
509,Krieg::N,போர்,sota
510,Feind::N,எதிரி,vihollinen
511,Gewalt::N,வன்முறை,väkivalta
512,Kampf::N,போராட்டம்,taistelu
513,Bogen[Waffe]::N,வில்,jousi
514,Pfeil::N,அம்பு,nuoli
515,Gewehr::N,துப்பாக்கி,kivääri
516,Fehler::N,தவறு,vika
517,Fehler::N,தவறு,virhe
518,Lüge::N,பொய்,valhe
519,Schaden::N,சேதாரம்,vaurio
520,Schaden::N,சேதாரம்,vahinko
521,Unglück::N,இடையூறு,vahinko
522,Unglück::N,இடையூறு,onnettomuus
523,Schuld::N,குற்றம்,syy
524,Alter::N,வயது,ikä
525,Schluss::N,முடிவு,loppu
526,Zeit::N,காலம்,aika
527,Tag::N,நாள்,päivä
528,Morgen::N,காலை நேரம்,aamu
529,Morgen::N,காலை நேரம்,huomen
530,Mittag::N,மதியம்,keskipäivä
531,Abend::N,மாலைப் பொழுது,ilta
532,Nacht::N,இரவு,yö
533,Woche::N,வாரம்,viikko
534,Monat::N,மாதம்,kuukausi
535,Jahr::N,வருடம்,vuosi
536,Frühling::N,வசந்தம்,kevät
537,Sommer::N,கோடை,kesä
538,Herbst::N,இலையுதிர் காலம்,syksy
539,Winter::N,குளிர்காலம்,talvi
540,Januar::N,ஜனவரி,tammikuu
541,Februar::N,பிபரவரி மாதம்,helmikuu
542,März::N,மார்ச் மாதம்,maaliskuu
543,April::N,ஏப்ரல் மாதம்,huhtikuu
544,Mai::N,மே மாதம்,toukokuu
545,Juni::N,ஜூன் மாதம்,kesäkuu
546,Juli::N,ஜூலை மாதம்,heinäkuu
547,August::N,ஆகஸ்ட் மாதம்,elokuu
548,September::N,செப்டம்பர் மாதம்,syyskuu
549,Oktober::N,அக்டோபர் மாதம்,lokakuu
550,November::N,நவம்பர் மாதம்,marraskuu
551,Dezember::N,டிசம்பர்,joulukuu
552,Montag::N,திங்கட் கிழமை,maanantai
553,Dienstag::N,செவ்வாய்க்கிழமை,tiistai
554,Mittwoch::N,புதன் கிழமை,keskiviikko
555,Donnerstag::N,வியாழக் கிழமை,torstai
556,Freitag::N,வெள்ளிக்கிழமை,perjantai
557,Samstag::N,சனிக்கிழமை,lauantai
558,Sonntag::N,ஞாயிறுக் கிழமை,sunnuntai
559,groß::A,பெரிய,iso
560,groß::A,பெரிய,suuri
561,klein::A,சிறிய,pieni
562,lang::A,நீண்ட,pitkä
563,kurz::A,குட்டையான,lyhyt
564,breit::A,அகலமான,leveä
565,schmal::A,குறுகலான,kapea
566,dicht::A,அடர்த்தியான,taaja
567,dick[Gegenstand]::A,தடித்த,paksu
568,dünn::A,சன்னமான,ohut
569,fein::A,மெல்லிய,hieno
570,fest::A,உறுதியாள,luja
571,flach::A,தட்டையான,litteä
572,flach::A,தட்டையான,tasainen
573,glatt::A,வழுவழுப்பான,sileä
574,glatt::A,வழுவழுப்பான,siloinen
575,hart::A,கடினமான,kova
576,weich::A,மென்மையான,pehmeä
577,rund::A,உருண்டையான,pyöreä
578,spitz::A,திகந்தமாக,terävä
579,scharf::A,கூரான,terävä
580,stumpf::A,உளம் திறந்த,tylsä
581,schwer::A,கனமான,raskas
582,schwer::A,கனமான,painava
583,schön::A,அழகான,kaunis
584,heiß::A,சூடான,kuuma
585,warm::A,இதமான,lämmin
586,kalt::A,குளிர்ச்சியான,kylmä
587,kalt::A,குளிர்ச்சியான,viluinen
588,kühl::A,குளிர்ச்சியான,viileä
589,frisch::A,சுத்தமான,tuore
590,feucht::A,ஈரமான,kostea
591,nass::A,ஈரமான,märkä
592,trocken::A,உலர்ந்த,kuiva
593,voll::A,நிரம்பிய,täysi
594,leer::A,காலியான,tyhjä
595,offen::A,திறந்த,avonainen
596,geschlossen::A,மூடப்பட்ட,suljettu
597,sauber::A,சுத்தமான,puhdas
598,schmutzig::A,அழக்கான,likainen
599,roh::A,கச்சா,raaka
600,reif::A,பழுத்த,kypsä
601,lecker::A,சுவைமிக்க,herkullinen
602,süß::A,இனிப்பான,makea
603,bitter::A,கசப்பான,karvas
604,bitter::A,கசப்பான,kitkerä
605,sauer::A,புளிப்பாக,hapan
606,hell::A,பளபளப்பான,kirkas
607,hell::A,பளபளப்பான,valoisa
608,dunkel::A,கருமையான,pimeä
609,schwarz::A,கருப்பு வண்ண,musta
610,weiß::A,வெண்மையன,valkea
611,rot::A,சிவப்பு,punainen
612,gelb::A,மஞ்சள் வண்ணம்,keltainen
613,blau::A,நீல வண்ண,sininen
614,grün::A,பச்சை வண்ண,vihreä
615,grau::A,சாம்பல் நிற,harmaa
616,bunt::A,வண்ண மயமான,kirjava
617,billig::A,மலிவான,halpa
618,billig::A,மலிவான,huokea
619,teuer::A,விலை அதிகமான,kallis
620,wertvoll::A,மதிப்புள்ள,arvokas
621,blind::A,பார்வையற்ற,sokea
622,taub::A,செவிடான,kuuro
623,kräftig::A,வலிமையான,väkevä
624,kräftig::A,வலிமையான,voimakas
625,stark::A,பலமான,vahva
626,schwach::A,பலவீனமான,heikko
627,fett::A,பருமனாக,lihava
628,schlank::A,ஒல்லியான,hoikka
629,schlank::A,ஒல்லியான,solakka
630,hübsch::A,அழகிய,soma
631,hübsch::A,அழகிய,sievä
632,böse::A,கேடு விளைவிக்கும்,paha
633,böse::A,கேடு விளைவிக்கும்,häijy
634,dumm::A,முட்டாள்தனமான,tyhmä
635,dumm::A,முட்டாள்தனமான,typerä
636,faul::A,சோம்பலான,laiska
637,fleißig::A,ஊக்கந்தளராத,ahkera
638,geizig::A,கஞேசத்தனமான,saita
639,klug::A,சாதுரியமான,älykäs
640,geschickt::A,திறமையள்ள,taitava
641,lieb::A,அன்புக்குரிய,rakas
642,lustig::A,களிப்புமிக்க,hauska
643,lustig::A,களிப்புமிக்க,iloinen
644,sanft::A,சாதுவான,lauha
645,sanft::A,சாதுவான,lempeä
646,hungrig::A,பசியுடன்,nälkäinen
647,krank::A,நோயுற்று,sairas
648,nackt::A,ஆடையற்ற,alaston
649,traurig::A,சோகமான,surullinen
650,traurig::A,சோகமான,murheellinen
651,lebendig::A,பிழைப்பு,elävä
652,gut::A,நல்ல,hyvä
653,schlecht::A,கெட்ட,paha
654,schlecht::A,கெட்ட,huono
655,richtig::A,சரியான,oikea
656,schlimm::A,அருவருப்பான,paha
657,wahr::A,உண்மையான,tosi
658,alt::A,பழைய,vanha
659,neu::A,புதிய,uusi
660,ehemalig::A,முன்நாள்,entinen
661,ehemalig::A,முன்நாள்,muinainen
662,alt[Lebewesen]::A,வயதான,vanha
663,jung::A,இளமையான,nuori
664,arm::A,ஏழ்மையான,köyhä
665,reich::A,செல்வம் படைத்த,rikas
666,bekannt::A,பழக்கப்பட்ட,tuttu
667,bekannt::A,பழக்கப்பட்ட,tunnettu
668,berühmt::A,புகழ்பெற்ற,kuuluisa
669,fremd::A,அயல் நாட்டு,vieras
670,verschieden::A,வித்தியாசமான,eri
671,verschieden::A,வித்தியாசமான,erilainen
672,nah::A,பக்கத்தில் உள்ள,läheinen
673,fern::A,தொலை தூரத்தில்,etäinen
674,linker::A,மீந்திருக்கும்,vasen
675,rechter::A,வலதுபக்கம்,oikea
676,anderer::A,மற்ற,muu
677,anderer::A,மற்ற,toinen
678,erster::A,முதனமையான,ensimmäinen
679,zweiter::A,இரண்டாவது,toinen
680,dritter::A,மூன்றாவது,kolmas
681,letzter::A,கடைசி,viimeinen
682,allein::ADV,தனியாக,yksin
683,auf einmal::ADV,தடீரென்று,yhdellä kertaa
684,zusammen::ADV,சேர்ந்து,yhdessä
685,lange::ADV,அதிக நோம்,kauan
686,lange::ADV,அதிக நோம்,pitkään
