,Concept_ID,pl,se
0,Auge::N,oko,tjelmie
1,Auge::N,oko,tjalmme
2,Auge::N,oko,čalbmi
3,Auge::N,oko,čalme
4,Auge::N,oko,čâ´lmm
5,Auge::N,oko,ча̄лльм
6,Ohr::N,ucho,bieljie
7,Ohr::N,ucho,biellje
8,Ohr::N,ucho,beallji
9,Ohr::N,ucho,pelji
10,Ohr::N,ucho,pe´llj
11,Ohr::N,ucho,пе̄лльй
12,Nase::N,nos,njuenie
13,Nase::N,nos,njunnje
14,Nase::N,nos,njunni
15,Nase::N,nos,njuṇe
16,Nase::N,nos,njuu´nn
17,Nase::N,nos,нюннҍ
18,Mund::N,usta,njaelmie
19,Mund::N,usta,njálmme
20,Mund::N,usta,njálbmi
21,Mund::N,usta,njälmi
22,Mund::N,usta,njä´lmm
23,Mund::N,usta,ня̄лльм
24,Zahn::N,ząb,baenie
25,Zahn::N,ząb,bádne
26,Zahn::N,ząb,bátni
27,Zahn::N,ząb,pääṇi
28,Zahn::N,ząb,pää´nn
29,Zahn::N,ząb,па̄ннҍ
30,Zunge::N,język,njoektjeme
31,Zunge::N,język,njuovtjav
32,Zunge::N,język,njuovčča
33,Zunge::N,język,njuovčâ
34,Zunge::N,język,njuhččâm
35,Zunge::N,język,нюхчем
36,Lippe::N,warga,bangseme
37,Lippe::N,warga,njálmmerabdda
38,Lippe::N,warga,bavssa
39,Lippe::N,warga,poovsâ
40,Lippe::N,warga,põõus
41,Lippe::N,warga,пэ̄кс
42,Wange::N,policzek,skiehrie
43,Wange::N,policzek,nierra
44,Wange::N,policzek,muohtu
45,Wange::N,policzek,nieṛâ
46,Wange::N,policzek,njiõrr
47,Wange::N,policzek,нӣрр
48,Gesicht::N,twarz,ååredæjja
49,Gesicht::N,twarz,muohto
50,Gesicht::N,twarz,muođut
51,Gesicht::N,twarz,ámadadju
52,Gesicht::N,twarz,muáđuh
53,Gesicht::N,twarz,muâđ
54,Gesicht::N,twarz,ка̄ссв
55,Stirn::N,czoło,gaalloe
56,Stirn::N,czoło,gállo
57,Stirn::N,czoło,gállu
58,Stirn::N,czoło,kállu
59,Stirn::N,czoło,käll
60,Stirn::N,czoło,вуэххьц
61,Haar::N,włos,voepte
62,Haar::N,włos,vuoppta
63,Haar::N,włos,vuokta
64,Haar::N,włos,vuop'tâ
65,Haar::N,włos,vuõpt
66,Haar::N,włos,вӯппт
67,Haar::N,włosy,voepte
68,Haar::N,włosy,vuoppta
69,Haar::N,włosy,vuokta
70,Haar::N,włosy,vuop'tâ
71,Haar::N,włosy,vuõpt
72,Haar::N,włosy,вӯппт
73,Schnurrbart::N,wąsy,bijjie-skaavtjoe
74,Schnurrbart::N,wąsy,njunjevuolskávttjá
75,Schnurrbart::N,wąsy,seamu
76,Schnurrbart::N,wąsy,siämu
77,Schnurrbart::N,wąsy,ää´bben
78,Schnurrbart::N,wąsy,о̄а̄бпан
79,Bart::N,broda,skaavtja
80,Bart::N,broda,skaavtjoe
81,Bart::N,broda,skávttjá
82,Bart::N,broda,seamu
83,Bart::N,broda,siämu
84,Bart::N,broda,seäm
85,Bart::N,broda,ся̄м
86,Kinn::N,podbródek,gaejpie
87,Kinn::N,podbródek,gájbbe
88,Kinn::N,podbródek,gáibi
89,Kinn::N,podbródek,käibi
90,Kinn::N,podbródek,käi´bb
91,Kinn::N,podbródek,ка̄ййп
92,Kiefer[Anatomie]::N,czeluść,gaejpie
93,Kiefer[Anatomie]::N,czeluść,oalol
94,Kiefer[Anatomie]::N,czeluść,oaloldákte
95,Kiefer[Anatomie]::N,czeluść,gáibi
96,Kiefer[Anatomie]::N,czeluść,uá'lultähti
97,Kiefer[Anatomie]::N,czeluść,vuâl'lõš
98,Kiefer[Anatomie]::N,czeluść,вуаллнешш
99,Kehle::N,gardło,gealoe
100,Kehle::N,gardło,tjåttå
101,Kehle::N,gardło,njiello
102,Kehle::N,gardło,čotta
103,Kehle::N,gardło,čuudâ
104,Kehle::N,gardło,čoodd
105,Kehle::N,gardło,чонт
106,Kehle::N,gardło,кэ̄ҏс
107,Hals::N,szyja,tjeapohke
108,Hals::N,szyja,tjiebet
109,Hals::N,szyja,čeabet
110,Hals::N,szyja,čiäppát
111,Hals::N,szyja,čeäppat
112,Hals::N,szyja,ча̄пэх
113,Genick::N,kark,tjovrese
114,Genick::N,kark,nisske
115,Genick::N,kark,niehkki
116,Genick::N,kark,niski
117,Genick::N,kark,niek'ki
118,Genick::N,kark,nji´šǩǩmaadd
119,Genick::N,kark,нышшькмоант
120,Kopf::N,głowa,åejjie
121,Kopf::N,głowa,oajvve
122,Kopf::N,głowa,oaivi
123,Kopf::N,głowa,uái'vi
124,Kopf::N,głowa,vuei´vv
125,Kopf::N,głowa,вуэййв
126,Rücken::N,plecy,rudtje
127,Rücken::N,plecy,hárddo
128,Rücken::N,plecy,tjavelk
129,Rücken::N,plecy,sealgi
130,Rücken::N,plecy,selgi
131,Rücken::N,plecy,čielgi
132,Rücken::N,plecy,seä´lǧǧ
133,Rücken::N,plecy,се̄лльк
134,Rücken::N,grzbiet,rudtje
135,Rücken::N,grzbiet,hárddo
136,Rücken::N,grzbiet,tjavelk
137,Rücken::N,grzbiet,sealgi
138,Rücken::N,grzbiet,selgi
139,Rücken::N,grzbiet,čielgi
140,Rücken::N,grzbiet,seä´lǧǧ
141,Rücken::N,grzbiet,се̄лльк
142,Bauch::N,brzuch,tjåejjie
143,Bauch::N,brzuch,tjoajvve
144,Bauch::N,brzuch,čoavji
145,Bauch::N,brzuch,čuáv'ji
146,Bauch::N,brzuch,čåu´jj
147,Bauch::N,brzuch,чо̄ввьй
148,Nabel::N,pępek,naepie
149,Nabel::N,pępek,náhpe
150,Nabel::N,pępek,náhpi
151,Nabel::N,pępek,nääpi
152,Nabel::N,pępek,nää´pp
153,Nabel::N,pępek,на̄бпь
154,Busen::N,biust,boenge
155,Busen::N,biust,bållå
156,Busen::N,biust,čižži
157,Busen::N,biust,njamma
158,Busen::N,biust,njižže
159,Busen::N,biust,nje´ǯǯ
160,Busen::N,biust,раннҍт
161,Brust::N,pierś,mïelke
162,Brust::N,pierś,radde
163,Brust::N,pierś,mielgga
164,Brust::N,pierś,raddi
165,Brust::N,pierś,radde
166,Brust::N,pierś,râ´dd
167,Brust::N,pierś,раннҍт
168,Schulter::N,bark,åelkie
169,Schulter::N,bark,oalgge
170,Schulter::N,bark,hárdu
171,Schulter::N,bark,ärdee
172,Schulter::N,bark,uál'gi
173,Schulter::N,bark,a´rddi
174,Schulter::N,bark,vuä´lǧǧ
175,Schulter::N,bark,вуэллык
176,Schulter::N,ramię,åelkie
177,Schulter::N,ramię,oalgge
178,Schulter::N,ramię,hárdu
179,Schulter::N,ramię,ärdee
180,Schulter::N,ramię,uál'gi
181,Schulter::N,ramię,a´rddi
182,Schulter::N,ramię,vuä´lǧǧ
183,Schulter::N,ramię,вуэллык
184,Arm::N,ręka,gïete
185,Arm::N,ręka,giehta
186,Arm::N,ręka,giehta
187,Arm::N,ręka,kietâ
188,Arm::N,ręka,kie'tâkaaṿâ
189,Arm::N,ręka,ǩiõtt
190,Arm::N,ręka,кӣдт
191,Arm::N,ramię,gïete
192,Arm::N,ramię,giehta
193,Arm::N,ramię,giehta
194,Arm::N,ramię,kietâ
195,Arm::N,ramię,kie'tâkaaṿâ
196,Arm::N,ramię,ǩiõtt
197,Arm::N,ramię,кӣдт
198,Ellenbogen::N,łokieć,gernjere
199,Ellenbogen::N,łokieć,garŋŋel
200,Ellenbogen::N,łokieć,gargŋil
201,Ellenbogen::N,łokieć,käŋŋir
202,Ellenbogen::N,łokieć,kõõnjâr
203,Ellenbogen::N,łokieć,карьнэль
204,Hand::N,dłoń,gïete
205,Hand::N,dłoń,giehta
206,Hand::N,dłoń,giehta
207,Hand::N,dłoń,kietâ
208,Hand::N,dłoń,ǩiõtt
209,Hand::N,dłoń,кӣдт
210,Handfläche::N,dłoń,gïeten-låapoe
211,Handfläche::N,dłoń,giehtavuodo
212,Handfläche::N,dłoń,tjårmmåvuodo
213,Handfläche::N,dłoń,giehtaloahpu
214,Handfläche::N,dłoń,kiämád
215,Handfläche::N,dłoń,kuámmir
216,Handfläche::N,dłoń,kuä´m'mer
217,Handfläche::N,dłoń,ǩiõttǩeä´m'men
218,Handfläche::N,dłoń,ко̄а̄ллдэгк
