,Concept_ID,tr,he
809,hinauf::ADV,yukarıya,למעלה
810,überall::ADV,her yerde,בכל מקום
811,nicht::ADV,-mi-,לא
812,nicht::ADV,değil,לא
813,ein wenig::ADV,biraz,קצת
814,kaum::ADV,dar,בקשי
815,kaum::ADV,hemen hemen değil,בקשי
816,sehr::ADV,pek,מאוד
817,sehr::ADV,gayet,מאוד
818,so::ADV,öyle,כך
819,so::ADV,öyle,ככה
820,so::ADV,böyle,כך
821,so::ADV,böyle,ככה
822,noch::ADV,hâlâ,עוד
823,noch::ADV,hâlâ,עדין
824,noch::ADV,henüz,עוד
825,noch::ADV,henüz,עדין
826,nur::ADV,ancak,רק
827,nur::ADV,yalnız,רק
828,schon::ADV,çoktan,כבר
829,wieder::ADV,tekrar,שוב
830,wieder::ADV,yeniden,שוב
831,vergebens::ADV,boşuna,לריק
832,vergebens::ADV,boşuna,לשוא
833,vor::PRP,önünde,מול
834,hinter::PRP,arkasında,מאחורי
835,unter::PRP,altında,מתחת
836,durch::PRP,sayesinde,דרך
837,durch::PRP,ortasından,דרך
838,neben::PRP,yanında,ליד
839,neben::PRP,yanında,על-יד
840,zwischen::PRP,arasında,בין
841,wegen::PRP,dolayı,בשל
842,wegen::PRP,dolayı,בגלל
843,dies::PRN,bu,זה
844,das::PRN,o,זה
845,das::PRN,şu,זה
846,alles::PRN,hepsi,הכל
847,alles::PRN,her şey,הכל
848,ich::PRN,ben,אני
849,du::PRN,sen,את
850,du::PRN,sen,אתה
851,er::PRN,o,הוא
852,wir::PRN,biz,אנחנו
853,ihr::PRN,siz,לה
854,sie::PRN,onlar,הם
855,was::FPRN,ne,מה
856,wer::FPRN,kim,מי
857,wo::FADV,nerede,איפה
858,wohin::FADV,nereye,לאן
859,wie::FADV,nasıl,איך
860,warum::FADV,neden,למה
861,wieviel::FNUM,kaç,כמה
862,wieviel::FNUM,ne kadar,כמה
863,eins::NUM,bir,אחד
864,zwei::NUM,iki,שתים
865,drei::NUM,üç,שלושה
866,vier::NUM,dört,ארבעה
867,fünf::NUM,beş,חמשה
868,sechs::NUM,altı,ששה
869,sieben::NUM,yedi,שבעה
870,acht::NUM,sekiz,שמונה
871,neun::NUM,dokuz,תשעה
872,zehn::NUM,on,עשרה
873,elf::NUM,on bir,אחת עשרה
874,zwölf::NUM,on iki,שתים עשרה
875,zwanzig::NUM,yirmi,עשרים
876,dreißig::NUM,otuz,שלושים
877,vierzig::NUM,kırk,ארבעים
878,fünfzig::NUM,elli,חמשים
879,sechzig::NUM,altmış,ששים
880,siebzig::NUM,yetmiş,שבעים
881,achtzig::NUM,seksen,שמונים
882,neunzig::NUM,doksan,תשעים
883,hundert::NUM,yüz,מאה
884,tausend::NUM,bin,אלף
885,und::CNJ,ve,ו
886,und::CNJ,ile,ו
887,oder::CNJ,ya,או
888,oder::CNJ,yahut,או
889,stehen::V,durmak,עמד
890,sitzen::V,oturmak,ישב
891,liegen::V,yatmak,שכב
892,hängen::V,asılı olmak,היה תלוי
893,werden::V,olmak,הפך ל
894,werden::V,olunmak,הפך ל
895,passieren::V,olmak,קרה
896,beginnen::V,başlamak,התחיל
897,enden::V,bitmek,הסתים
898,enden::V,sona ermek,הסתים
899,wechseln::V,değişmek,השתנה
900,aufgehen[Sonne]::V,doğmak,זרח
901,untergehen[Sonne]::V,batmak,שקע
902,scheinen[Sonne]::V,parlamak,בהק
903,donnern::V,gök gürlemek,רעם
904,wehen::V,esmek,נשב
905,strömen::V,akmak,זרם
906,fließen::V,akmak,זרם
907,sich drehen::V,dönmek,הסתובב
908,schwanken::V,sallanmak,התנודד
909,schwingen::V,titremek,התנענע
910,fallen::V,düşmek,נפל
911,brennen::V,yanmak,בער
912,rauchen::V,tütmek,עשן
913,regnen::V,yağmak,ירד גשם
914,gefrieren::V,donmak,קפא
915,tauen::V,erimek,נמס
916,schmelzen::V,erimek,התיך
917,trocknen::V,kurumak,התיבש
918,sieden::V,kaynamak,רתח
919,faulen::V,çürümek,רקב
920,verfaulen::V,çürümek,רקב
921,reißen::V,yırtılmak,נקרע
922,versinken::V,batmak,טבע
923,vergehen::V,geçmek,עבר
924,erscheinen::V,görünmek,נגלה
925,erscheinen::V,görünmek,הופיע
926,verschwinden::V,kaybolmak,נעלם
927,sinken::V,inmek,ירד
928,abnehmen::V,azalmak,הפחית
929,zunehmen::V,artmak,רבה
930,zunehmen::V,çoğalmak,רבה
931,steigen::V,artmak,עלה
932,steigen::V,yükselmek,עלה
933,wachsen::V,büyümek,גדל
934,wachsen::V,gelişmek,גדל
935,glänzen::V,parlamak,נצץ
936,glänzen::V,parlamak,בהק
937,funkeln::V,parıldamak,נצנץ
938,lärmen::V,gürültü yapmak,רעש
939,läuten::V,çalmak,צלצל
940,klingeln::V,zil çalmak,צלצל
941,klirren::V,şakırdamak,קרקש
942,klirren::V,zangırdamak,קרקש
943,brausen::V,köpürmek,געש
944,brausen::V,kükremek,געש
945,rauschen::V,fışırdamak,רשרש
946,klingen::V,tınlamak,נשמע
947,bellen::V,havlamak,נבח
948,heulen::V,ulumak,ילל
949,blasen::V,üflemek,נשף
950,pfeifen::V,düdük çalmak,שרק
951,schreien::V,bağırmak,צעק
952,schreien::V,haykırmak,צעק
953,stöhnen::V,inlemek,נאנק
954,zittern::V,titremek,רעד
955,leben::V,yaşamak,חי
956,leben::V,hayatta olmak,חי
957,geboren werden::V,doğmak,נולד
958,atmen::V,solunmak,נשם
959,atmen::V,nefes almak,נשם
960,trinken::V,içmek,שתה
961,essen::V,yemek,אכל
962,schlucken::V,yutmak,בלע
963,müde werden::V,yorulmak,התעיף
964,einschlafen::V,uykuya dalmak,נרדם
965,schlafen::V,uyumak,ישן
966,aufwachen::V,uyanmak,התעורר
967,aufstehen::V,kalkmak,קם
968,aufstehen::V,yataktan kalkmak,קם
969,sich erholen::V,dinlenmek,נפש
970,krank werden::V,hastalanmak,חלה
971,krank sein::V,hasta olmak,היה חולה
972,schmerzen::V,ağrımak,כאב
973,husten::V,öksürmek,השתעל
974,genesen::V,şifa bulmak,הבריא
975,sterben::V,ölmek,מת
976,sterben::V,vefat etmek,מת
977,umkommen::V,ölmek,נספה
978,sich bewegen::V,hareket etmek,נע
979,sich rühren::V,kımıldanmak,זז
980,sich erheben::V,kalkmak,קם
981,sich erheben::V,ayağa kalkmak,קם
982,sich setzen::V,oturmak,התישב
983,hinfallen::V,yere düşmek,נפל
984,laufen::V,yürümek,הלך ברגל
985,schreiten::V,yürümek,פסע
986,schreiten::V,adım atmak,פסע
987,spazierengehen::V,gezmek,טיל
988,spazierengehen::V,dolaşmak,טיל
989,eilen::V,seğirtmek,אץ
990,eilen::V,seğirtmek,מהר
991,sich beeilen::V,acele etmek,מהר
992,sausen::V,hızla gitmek,אץ
993,rennen::V,koşmak,רץ
994,springen::V,atlamak,קפץ
995,springen::V,sıçramak,קפץ
996,klettern::V,tırmanmak,טפס
997,schaukeln::V,sallanmak,התנדנד
998,kriechen::V,sürünmek,זחל
999,schwimmen::V,yüzmek,שחה
1000,tauchen::V,dalmak,צלל
1001,rudern::V,kürek çekmek,חתר
1002,fahren::V,gitmek,נסע
1003,fliegen::V,uçmak,עף
1004,gehen::V,gitmek,הלך
1005,weggehen::V,gitmek,עזב
1006,abfahren::V,kalkmak,יצא
1007,anhalten::V,durmak,עצר
1008,hineingehen::V,içeri girmek,נכנס
1009,eintreten::V,girmek,נכנס
1010,kommen::V,gelmek,בא
1011,ankommen::V,varmak,הגיע
1012,zurückkommen::V,dönmek,שב
1013,zurückkommen::V,dönmek,חזר
1014,bleiben::V,kalmak,נשאר
1015,warten::V,beklemek,חכה
1016,warten::V,beklemek,המתין
1017,erwarten::V,beklemek,צפה
1018,suchen::V,aramak,חפש
1019,finden::V,bulmak,מצא
1020,versuchen::V,denemek,נסה
1021,vorbereiten::V,hazırlamak,הכין
1022,lieben::V,sevmek,אהב
1023,mögen::V,beğenmek,אהב
1024,lachen::V,gülmek,צחק
1025,rühren::V,dokunmak,נגע ללב
1026,rühren::V,duygulandırmak,נגע ללב
1027,weinen::V,ağlamak,בכה
1028,schimpfen::V,küfretmek,גער
1029,sich ärgern::V,kızmak,זעם
1030,sich ärgern::V,kızmak,כעס
1031,sich fürchten::V,korkmak,פחד
1032,sich fürchten::V,korkmak,חשש
1033,fürchten::V,korkmak,פחד מ
1034,fürchten::V,korkmak,חשש מ
1035,fliehen::V,kaçmak,ברח
1036,flüchten::V,kaçmak,נמלט
1037,sehen::V,görmek,ראה
1038,anschauen::V,seyretmek,הביט
1039,ansehen::V,bakmak,התבונן
1040,hören::V,duymak,שמע
1041,hören::V,işitmek,שמע
1042,zuhören::V,dinlemek,הקשיב
1043,probieren::V,denemek,נסה
1044,probieren::V,tadına bakmak,נסה
1045,riechen::V,kokusunu almak,הריח
1046,fühlen::V,duymak,חש
1047,fühlen::V,hissetmek,חש
1048,scheinen::V,görünmek,נדמה
1049,zu sehen sein::V,görünmek,נראה
1050,vernehmen::V,haber almak,נודע ל
1051,frieren::V,üşümek,קר ל
1052,tun::V,etmek,פעל
1053,tun::V,yapmak,פעל
1054,können::V,bilmek,יכל
1055,wollen::V,istemek,רצה
1056,anfangen::V,başlamak,התחיל
1057,beenden::V,bitirmek,גמר
1058,aufhören::V,bitmek,סים
1059,gelingen::V,başarmak,הצליח
1060,geraten::V,düşmek,עלה
1061,öffnen::V,açmak,פתח
1062,schließen::V,kapamak,סגר
1063,stellen::V,koymak,העמיד
1064,setzen::V,koymak,הושיב
1065,setzen::V,oturtmak,הושיב
1066,legen::V,koymak,שם
1067,legen::V,yatırmak,שם
1068,berühren::V,dokunmak,נגע
1069,verbinden::V,bağlamak,קשר
1070,verbinden::V,birleştirmek,קשר
1071,bedecken::V,örtmek,כסה
1072,bedecken::V,kaplamak,כסה
1073,aufhängen::V,asmak,תלה
1074,anzünden::V,yakmak,הצית
1075,anzünden::V,ateşlemek,הצית
1076,aufheben::V,kaldırmak,אסף
1077,zurücklassen::V,geride bırakmak,השאיר
1078,verlieren::V,yitirmek,אבד
1079,verlieren::V,kaybetmek,אבד
1080,fallen lassen::V,düşürmek,שמט
1081,fallen lassen::V,düşürmek,הפיל
1082,machen::V,yapmak,עשה
1083,herstellen::V,yapmak,יצר
1084,herstellen::V,imal etmek,יצר
1085,bauen::V,kurmak,בנה
1086,bauen::V,inşa etmek,בנה
1087,reparieren::V,onarmak,תקן
1088,reparieren::V,tamir etmek,תקן
1089,verbessern::V,düzeltmek,שפר
1090,ändern::V,değiştirmek,שנה
1091,graben::V,kazmak,חפר
1092,beugen::V,eğmek,כפף
1093,biegen::V,bükmek,כופף
1094,drehen::V,çevirmek,סובב
1095,drehen::V,döndürmek,סובב
1096,wenden::V,çevirmek,הפך
1097,umdrehen::V,çevirmek,סובב
1098,heben::V,kaldırmak,הרים
1099,hochheben::V,yukarı kaldırmak,הרים
1100,ergreifen::V,tutmak,אחז
1101,ergreifen::V,yakalamak,אחז
1102,halten::V,tutmak,החזיק
1103,drücken::V,sıkmak,לחץ
1104,schieben::V,itmek,הזיז
1105,schieben::V,sürmek,הזיז
1106,kratzen::V,kaşımak,שרט
1107,kratzen::V,kaşımak,שפשף
1108,lecken::V,yalamak,לקק
1109,beißen::V,ısırmak,נשך
1110,abreißen::V,koparmak,קרע
1111,abschneiden::V,keserek ayırmak,חתך
1112,binden::V,bağlamak,קשר
1113,stecken::V,sokmak,תקע
1114,brechen::V,kırmak,שבר
1115,klopfen::V,çalmak,נקש
1116,hauen::V,vurmak,הכה
1117,kleben::V,yapıştırmak,הדביק
1118,reiben::V,ovmak,שפשף
1119,reiben::V,sürtmek,שפשף
1120,streichen::V,sürmek,מרח
1121,schleifen::V,bilemek,השחיז
1122,schneiden::V,kesmek,גזר
1123,rütteln::V,sallamak,נענע
1124,schütteln::V,sarsmak,נער
1125,schütteln::V,çalkamak,נער
1126,schwenken::V,sallamak,נופף
1127,schwenken::V,sallamak,טלטל
1128,schütten::V,dökmek,שפך
1129,schütten::V,akıtmak,שפך
1130,füllen::V,doldurmak,מלא
1131,einwickeln::V,sarmak,עטף
1132,tragen::V,taşımak,נשא
1133,schleppen::V,sürüklemek,סחב
1134,ziehen::V,çekmek,משך
1135,aufbewahren::V,saklamak,שמר
1136,werfen::V,atmak,זרק
1137,fangen::V,tutmak,תפס
1138,fangen::V,yakalamak,תפס
1139,packen::V,tutmak,אחז
1140,packen::V,yakalamak,אחז
1141,verstecken::V,saklamak,החביא
1142,teilen::V,bölmek,חלק
1143,teilen::V,ayırmak,חלק
1144,schicken::V,yollamak,שלח
1145,schicken::V,göndermek,שלח
1146,bringen::V,getirmek,הביא
1147,hinzufügen::V,katmak,הוסיף
1148,hinzufügen::V,eklemek,הוסיף
1149,bekommen::V,almak,תפס
1150,bekommen::V,eline geçmek,תפס
1151,erhalten::V,almak,קבל
1152,nehmen::V,almak,אחז
1153,wählen::V,seçmek,בחר
1154,auswählen::V,seçmek,בחר ב
1155,auswählen::V,ayırmak,בחר ב
1156,bewahren::V,korumak,קים
1157,behindern::V,engellemek,מנע
1158,verderben::V,bozmak,מנע
1159,beschädigen::V,zedelemek,הזיק
1160,beschädigen::V,ziyan vermek,הזיק
1161,zerbrechen::V,kırmak,נשבר
1162,zerreißen::V,yırtmak,קרע
1163,zerstören::V,yıkmak,הרס
1164,zerstören::V,yıkmak,השמיד
1165,zerstören::V,tahrip etmek,הרס
1166,zerstören::V,tahrip etmek,השמיד
1167,verbrennen::V,yakmak,שרף
1168,geben::V,vermek,נתן
1169,reichen::V,uzatmak,העביר
1170,schenken::V,hediye etmek,נתן במתנה
1171,versprechen::V,vaat etmek,הבטיח
1172,wünschen::V,kutlamak,אחל
1173,loben::V,övmek,שבח
1174,küssen::V,öpmek,נשק
1175,wiegen::V,sallamak,נדנד
1176,zudecken::V,örtmek,כסה
1177,wecken::V,uyandırmak,עורר
1178,zeigen::V,göstermek,הראה
1179,führen::V,gezdirmek,הביא
1180,führen::V,gezdirmek,הוביל
1181,führen::V,yol göstermek,הביא
1182,führen::V,yol göstermek,הוביל
1183,lehren::V,okutmak,למד
1184,lehren::V,öğretmek,למד
1185,unterrichten::V,öğretmek,למד
1186,aufziehen::V,yetiştirmek,רומם
1187,leiten::V,yönetmek,נהל
1188,leiten::V,idare etmek,נהל
1189,antreiben::V,teşvik etmek,המרץ
1190,lassen::V,-tırmak,נתן
1191,einladen::V,davet etmek,הזמין
1192,vereinigen::V,birleştirmek,אחד
1193,vereinigen::V,birleştirmek,לכד
1194,besuchen::V,uğramak,בקר
1195,besuchen::V,ziyaret etmek,בקר
1196,besuchen::V,görmeye gitmek,בקר
1197,treffen::V,rastlamak,פגש
1198,treffen::V,isabet etmek,פגש
1199,sich versammeln::V,toplanmak,התאסף
1200,spielen::V,oynamak,שחק
1201,singen::V,söylemek,שר
1202,singen::V,şarkı söylemek,שר
1203,tanzen::V,oynamak,רקד
1204,tanzen::V,dans etmek,רקד
1205,sich trennen::V,ayrılmak,נפרד
1206,verlassen::V,bırakmak,עזב
1207,verlassen::V,terk etmek,עזב
1208,retten::V,kurtarmak,הציל
1209,bewachen::V,gözetmek,שמר
1210,schützen::V,korumak,אבטח
1211,verteidigen::V,savunmak,הגן
1212,sich schlagen::V,dövüşmek,התכתש
1213,schießen::V,ateş etmek,ירה
1214,siegen::V,yenmek,גבר
1215,siegen::V,yenmek,נצח
1216,ärgern::V,kızdırmak,עצבן
1217,schlagen::V,dövmek,הכה
1218,schlagen::V,dövmek,הלקה
1219,treten::V,tepmek,בעט
1220,stechen::V,sokmak,דקר
1221,stechen::V,batırmak,דקר
1222,stoßen::V,itmek,דחק
1223,stehlen::V,çalmak,גנב
1224,stören::V,bozmak,קטע
1225,stören::V,bozmak,הפריע
1226,stören::V,etkilemek,קטע
1227,stören::V,etkilemek,הפריע
1228,belästigen::V,rahatsız etmek,הציק
1229,belästigen::V,rahatsız etmek,הטריד
1230,verbergen::V,saklamak,הצניע
1231,täuschen::V,aldatmak,שגע
1232,betrügen::V,aldatmak,הונה
1233,betrügen::V,dolandırmak,הונה
1234,töten::V,öldürmek,הרג
1235,wohnen::V,oturmak,גר
1236,arbeiten::V,çalışmak,עבד
1237,sammeln::V,toplamak,אסף
1238,pflücken::V,koparmak,קטף
1239,jagen::V,avlanmak,צד
1240,fischen::V,balık tutmak,דג
1241,fassen::V,tutmak,תפס
1242,fassen::V,yakalamak,תפס
1243,hüten::V,otlatmak,רעה
1244,treiben::V,gütmek,הוציא
1245,anbinden::V,bağlamak,קשר
1246,füttern::V,beslemek,הלעיט
1247,melken::V,sağmak,חלב
1248,hacken::V,yarmak,קצץ
1249,gießen::V,sulamak,השקה
1250,reifen::V,olgunlaşmak,בשל
1251,zubereiten::V,hazırlamak,הכין
1252,kochen::V,pişirmek,בשל
1253,kochen::V,kaynatmak,בשל
1254,backen::V,pişirmek,אפה
1255,backen::V,fırında pişirmek,אפה
1256,braten::V,kızartmak,צלה
1257,braten::V,kızartmak,טגן
1258,umrühren::V,karıştırmak,ערבב
1259,stricken::V,örmek,סרג
1260,nähen::V,dikmek,תפר
1261,färben::V,boyamak,צבע
1262,reinigen::V,temizlemek,נקה
1263,waschen::V,yıkamak,רחץ
1264,waschen::V,yıkamak,כבס
1265,abwischen::V,silmek,נגב
1266,spülen::V,çalkamak,שטף
1267,fegen::V,süpürmek,טאטא
1268,kehren::V,süpürmek,טאטא
1269,baden::V,yıkanmak,טבל
1270,baden::V,yıkanmak,שחה
1271,baden::V,banyo yapmak,טבל
1272,baden::V,banyo yapmak,שחה
1273,sich waschen::V,yıkanmak,התרחץ
1274,ausziehen::V,çıkarmak,הוריד
1275,anziehen::V,giymek,לבש
1276,sich anziehen::V,giyinmek,התלבש
1277,kämmen::V,taramak,סרק
1278,schmücken::V,süslemek,קשט
1279,sagen::V,demek,אמר
1280,sagen::V,söylemek,אמר
1281,sprechen::V,konuşmak,דבר
1282,reden::V,konuşmak,דבר
1283,sich unterhalten::V,sohbet etmek,שוחח
1284,fragen::V,sormak,שאל
1285,bitten::V,dilemek,בקש
1286,bitten::V,rica etmek,בקש
1287,erzählen::V,bahsetmek,ספר
1288,erzählen::V,hikâye etmek,ספר
1289,mitteilen::V,bildirmek,מסר
1290,mitteilen::V,bildirmek,הודיע
1291,nennen::V,adlandırmak,קרא בשם
1292,rufen::V,çağırmak,גיס
1293,rufen::V,çağırmak,הזמין לבוא
1294,prahlen::V,övünmek,התרברב
1295,übersetzen::V,çevirmek,תרגם
1296,übersetzen::V,tercüme etmek,תרגם
1297,denken::V,düşünmek,חשב
1298,glauben::V,inanmak,האמין
1299,glauben::V,zannetmek,האמין
1300,bemerken::V,farkına varmak,הבחין
1301,erkennen::V,tanımak,זהה
1302,begreifen::V,anlamak,קלט
1303,begreifen::V,anlamak,הבין
1304,begreifen::V,kavramak,קלט
1305,begreifen::V,kavramak,הבין
1306,verstehen::V,duymak,הבין
1307,verstehen::V,anlamak,הבין
1308,lernen::V,öğrenmek,למד
1309,wissen::V,bilmek,ידע
1310,sich erinnern an::V,hatırlamak,זכר
1311,vergessen::V,unutmak,שכח
1312,messen::V,ölçmek,מדד
1313,zählen::V,saymak,ספר
1314,rechnen::V,hesap etmek,חשב
1315,lesen::V,okumak,קרא
1316,malen::V,resmini yapmak,ציר
1317,zeichnen::V,çizmek,שרטט
1318,schreiben::V,yazmak,כתב
1319,besitzen::V,haiz olmak,היה בעל של
1320,besitzen::V,sahip olmak,היה בעל של
1321,kaufen::V,almak,קנה
1322,kaufen::V,almak,רכש
1323,verkaufen::V,satmak,מכר
1324,bezahlen::V,ödemek,שלם
1325,zahlen::V,ödemek,שלם
1326,beherrschen::V,hâkim olmak,שלט
1327,ertragen::V,dayanmak,סבל
1328,ertragen::V,katlanmak,סבל
