,Concept_ID,sk,mdf
195,Spinne::N,pavúk,унжа́
196,Ameise::N,mravec,панжам
197,Laus::N,voš,си
198,Mücke::N,komár,ся́ське
199,Fliege::N,mucha,кару
200,Schmetterling::N,motýľ,ме́лав
201,Beere::N,bobuľa,и́мож
202,Apfel::N,jablko,марь
203,Pilz::N,hríb,панга
204,Zwiebel::N,cibuľa,шурьхкя́
205,Saat::N,osivo,видьмот
206,Korn::N,zrno,сёра
207,Heu::N,seno,тише
208,Schale::N,šupa,кедь
209,Schale::N,škrupina,кедь
210,Grube::N,jama,лотка
211,Falle::N,pasca,туфкс
212,Falle::N,pasca,кунда́ма
213,Falle::N,klepec,туфкс
214,Falle::N,klepec,кунда́ма
215,Schlinge::N,slučka,килькш
216,Spur::N,stopa,пильгоки́
217,Asche::N,popol,кулу
218,Dreck::N,kal,ърда́з
219,Dreck::N,blato,ърда́з
220,Eisen::N,železo,кшни
221,Gold::N,zlato,ока
222,Gold::N,zlato,золота
223,Silber::N,striebro,сия́
224,Kohle::N,uhlie,седь
225,Kohle::N,uhlie,седьвальмя
226,Glas::N,sklo,кля́нцек
227,Lehm::N,íl,сёвонь
228,Lehm::N,hlina,сёвонь
229,Sand::N,piesok,шува́р
230,Mensch::N,človek,ломань
231,Mann::N,muž,аля
232,Mann::N,muž,цёраломань
233,Mann::N,chlap,аля
234,Mann::N,chlap,цёраломань
235,Frau::N,žena,ава
236,Kind::N,dieťa,идь
237,Kind::N,dieťa,шаба
238,Junge::N,chlapec,цёраня
239,Mädchen::N,dievka,стирня́
240,Familie::N,rodina,тнал
241,Familie::N,rodina,семья
242,Großvater::N,dedo,атя
243,Großvater::N,dedo,щя́тя
244,Großvater::N,starý otec,атя
245,Großvater::N,starý otec,щя́тя
246,Großmutter::N,babička,баба
247,Großmutter::N,stará mať,баба
248,Eltern::N,rodičia,тя́дят-а́лят
249,Vater::N,otec,аля
250,Mutter::N,mať,ава
251,Mutter::N,mať,тядя
252,Mutter::N,matka,ава
253,Mutter::N,matka,тядя
254,Sohn::N,syn,цёра
255,Tochter::N,dcéra,стирь
256,Bruder::N,brat,дуган
257,Bruder::N,brat,пяльне
258,Schwester::N,sestra,ака
259,Schwester::N,sestra,сазор
260,Onkel::N,ujo,оця
261,Onkel::N,ujo,патя
262,Onkel::N,ujo,щеня́
263,Onkel::N,strýko,оця
264,Onkel::N,strýko,патя
265,Onkel::N,strýko,щеня́
266,Tante::N,teta,ака
267,Tante::N,teta,щака
268,Tante::N,tetka,ака
269,Tante::N,tetka,щака
270,Ehemann::N,muž,мирде
271,Ehemann::N,manžel,мирде
272,Ehefrau::N,žena,ърьвя́
273,Ehefrau::N,manželka,ърьвя́
274,Freude::N,radosť,ке́нярдема
275,Gelächter::N,smiech,рахсема
276,Glück::N,šťastie,паваз
277,Kummer::N,žiaľ,ризф
278,Kummer::N,žiaľ,пичефкс
279,Kummer::N,zármutok,ризф
280,Kummer::N,zármutok,пичефкс
281,Wunsch::N,prianie,мяль
282,Wunsch::N,prianie,таколдома
283,Lust::N,chuť,таколдома
284,Geist::N,duch,вайме
285,Gedanke::N,myšlienka,мяль
286,Gedächtnis::N,pamäť,прявий
287,Verstand::N,rozum,прявий
288,Sinn::N,zmysel,ён
289,Grund::N,dôvod,туфта́л
290,Grund::N,príčina,туфта́л
291,Wahrheit::N,pravda,ви́де
292,Wahrheit::N,pravda,видеши́
293,Gespräch::N,reč,корхтама
294,Gespräch::N,rozhovor,корхтама
295,Märchen::N,rozprávka,ёфкс
296,Erzählung::N,poviedka,азкс
297,Nachricht::N,správa,куля́
298,Neuigkeit::N,novinka,куля́
299,Name::N,meno,лем
300,Rätsel::N,záhada,со́дама ёфкс
301,Rätsel::N,hádanka,со́дама ёфкс
302,Rede::N,reč,вал
303,Rede::N,reč,корхтама
304,Sprache::N,reč,кяль
305,Sprache::N,jazyk,кяль
306,Stimme::N,hlas,вайгяль
307,Wort::N,slovo,вал
308,Zeichen::N,znak,тя́ште
309,Zeichen::N,znak,тя́штькс
310,Ruf::N,volanie,тердема
311,Ruf::N,zavolanie,тердема
312,Lärm::N,hluk,гайф
313,Lärm::N,hluk,жалакодома
314,Lärm::N,hurhaj,гайф
315,Lärm::N,hurhaj,жалакодома
316,Laut::N,zvuk,вайгяль
317,Ton::N,tón,вайгяль
318,Ton::N,zvuk,вайгяль
319,Lied::N,pieseň,мора
320,Ruhe::N,pokoj,сетьме
321,Leute::N,ľudia,ломатть
322,Volk::N,ľud,наро́д
323,Volk::N,národ,наро́д
324,Arbeit::N,práca,тев
325,Arbeit::N,robota,тев
326,Gast::N,hosť,и́нжи
327,Gast::N,hosť,ко́нак
328,Geschenk::N,dar,казне
329,Spiel::N,hra,налхкома
330,Spiel::N,hra,налхксема
331,Gesellschaft::N,spoločnosť,кружок
332,Hilfe::N,pomoc,лездома
333,Freund::N,priateľ,я́лга
334,Kamerad::N,kamarát,я́лга
335,Angelegenheit::N,vec,тев
336,Angelegenheit::N,záležitosť,тев
337,Anzahl::N,počet,лувкс
338,Anzahl::N,množstvo,лувкс
339,Art::N,druh,вид
340,Stück::N,kus,пакш
341,Stück::N,kúsok,пакш
342,Teil::N,časť,часть
343,Teil::N,časť,пялькс
344,Hälfte::N,polka,пяле
345,Hälfte::N,polovica,пяле
346,Kreis::N,kruh,шаркс
347,Kreuz::N,kríž,крёз
348,Linie::N,línia,межа
349,Linie::N,línia,китькс
350,Strich::N,čiara,межа
351,Abstand::N,vzdialenosť,ётка
352,Entfernung::N,vzdialenosť,ётка
353,Gegend::N,kraj,ва́ста
354,Gegend::N,kraj,перьфпя́ль
355,Gegend::N,krajina,ва́ста
356,Gegend::N,krajina,перьфпя́ль
357,Platz::N,miesto,ва́ста
358,Ort::N,miesto,ва́ста
359,Seite::N,bok,пяле
360,Seite::N,strana,пяле
361,Mitte::N,stred,кучка́
362,Gegenstand::N,predmet,веща
363,Sache::N,vec,тев
364,Sache::N,vec,веща
365,Rand::N,kraj,пе
366,Rand::N,okraj,пе
367,Kante::N,hrana,и́рдез
368,Ecke::N,roh,ужа
369,Spitze::N,hrot,пря
370,Spitze::N,špička,пря
371,Ende::N,koniec,пе
372,Loch::N,diera,варя
373,Winkel::N,kút,ужа
374,Muster::N,vzor,сёрма
375,Muster::N,vzorka,сёрма
376,Größe::N,veľkosť,серь
377,Länge::N,dĺžka,кува́лма
378,Höhe::N,výška,серь
379,Gewicht::N,váha,сталма
380,Menge::N,množstvo,лувкс
381,Haufen::N,hŕba,мар
382,Reihe::N,rad,ряд
383,Boot::N,čln,венеж
384,Ruder::N,veslo,миле
385,Schlitten::N,sane,ну́рда
386,Ski::N,lyža,сокс
387,Lagerfeuer::N,táborák,то́лмар
388,Last::N,ťarcha,канкс
389,Last::N,ťarcha,сталма
390,Last::N,bremeno,канкс
391,Last::N,bremeno,сталма
392,Gang::N,chôdza,молема
393,Schritt::N,krok,аськолкс
394,Norden::N,sever,якшама шире
395,Süden::N,juh,ля́мбе ши́ре
396,Westen::N,západ,ши валгома шире
397,Osten::N,východ,шинь стяма шире
398,Holz::N,drevo,вирь
399,Holz::N,drevo,шуфта
400,Brett::N,doska,лавця
401,Platte::N,doska,плита́
402,Platte::N,platňa,плита́
403,Stütze::N,opora,неже
404,Stange::N,tyč,олга
405,Stock::N,palica,байдек
406,Stab::N,palica,олгоня
407,Rohr::N,rúra,турама
408,Haus::N,dom,куд
409,Heim::N,domov,куд
410,Ofen::N,pec,пянакуд
411,Ofen::N,kachle,пянакуд
412,Fußboden::N,dlážka,кия́кс
413,Fußboden::N,podlaha,кия́кс
414,Tisch::N,stôl,шра
415,Tisch::N,stôl,моркш
416,Stuhl::N,stolička,стул
417,Wiege::N,kolíska,нюря́м
418,Bett::N,lôžko,ацам
419,Bett::N,posteľ,ацам
420,Regal::N,regál,лавцяланга
421,Regal::N,polica,лавцяланга
422,Kiste::N,debna,парга
423,Fenster::N,okno,валмья
424,Fenster::N,oblok,валмья
425,Tür::N,dvere,кенкш
426,Tor::N,vráta,ортат
427,Zaun::N,plot,перяфкс
428,Zaun::N,ohrada,перяфкс
429,Dach::N,krov,кудпря
430,Dach::N,strecha,кудпря
431,Leiter::N,rebrík,куцема
432,Leiter::N,rebrina,куцема
433,Besen::N,metla,тяльме
434,Spaten::N,rýľ,ка́йме
435,Schaufel::N,lopata,ко́поня
436,Schaufel::N,lopata,ця́рдом
437,Gabel::N,vidlička,ця́нгоня
438,Löffel::N,lyžica,куцю
439,Messer::N,nôž,пеель
440,Nagel::N,klinec,эска
441,Netz::N,sieť,
442,Haken::N,hák,кя́чказ
443,Haken::N,háčik,кя́чказ
444,Griff::N,rukoväť,недь
445,Griff::N,rukoväť,кунда́мка
446,Schloss::N,zámka,замо́к
447,Bild::N,obraz,карти́на
448,Figur::N,figúra,ронга-понда
449,Puppe::N,bábka,ня́ка
450,Puppe::N,bábika,ня́ка
451,Beutel::N,vrece,кяскав
452,Beutel::N,vrecko,кяскав
453,Bündel::N,uzlík,кярьме
454,Bündel::N,zväzok,кярьме
455,Tasche::N,taška,кошяльня
456,Tasche::N,kabelka,кошяльня
457,Eimer::N,vedro,ве́дарка
458,Deckel::N,vrchnák,тавадкс
459,Deckel::N,vrchnák,вельхкс
460,Deckel::N,pokrývka,тавадкс
461,Deckel::N,pokrývka,вельхкс
462,Geschirr::N,nádoba,кядьге
463,Sack::N,mech,кяскав
464,Sack::N,vrece,кяскав
465,Tasse::N,šálka,ша́ваня
466,Topf::N,hrniec,кавозь
467,Kessel::N,kotol,сргавозь
468,Essen::N,jedlo,ярхцама
469,Nahrung::N,strava,ярхцампяль
470,Nahrung::N,potrava,ярхцампяль
471,Speise::N,jedlo,ярхцама
472,Fleisch::N,mäso,пал
473,Fleisch::N,mäso,сиволь
474,Getreide::N,obilie,сёра
475,Brei::N,kaša,ям
476,Brot::N,chlieb,кши
477,Scheibe::N,kotúč,кочам
478,Scheibe::N,krajec,кочам
479,Fett::N,tuk,куя́
480,Fett::N,masť,куя́
481,Butter::N,maslo,вай
482,Öl::N,olej,вай
483,Salz::N,soľ,сал
484,Suppe::N,polievka,шонгарям
485,Suppe::N,polievka,коршампяль
486,Honig::N,med,медь
487,Milch::N,mlieko,лофца
488,Tee::N,čaj,чай
489,Leder::N,koža,кедь
490,Wolle::N,vlna,пона
491,Stoff::N,súkno,котф
492,Nadel::N,ihla,салмокс
493,Faden::N,niť,сюре
494,Faden::N,vlákno,сюре
495,Knopf::N,gombík,пуня
496,Knoten::N,uzol,сюлма
497,Farbe::N,farba,архтомбяль
498,Kleidung::N,šaty,щам
499,Kleidung::N,šatstvo,щам
500,Hemd::N,košeľa,па́нар
501,Kragen::N,golier,сиве
502,Ärmel::N,rukáv,ожа
503,Hose::N,nohavice,понкст
504,Gürtel::N,pás,каркс
505,Gürtel::N,opasok,каркс
506,Mütze::N,čiapka,вазь
507,Schuh::N,obuv,башма́к
508,Schuh::N,topánka,башма́к
509,Stiefel::N,čižma,кя́ме
510,Ring::N,prsteň,суркс
511,Band::N,stuha,керькс
512,Band::N,stuha,лента
513,Kamm::N,hrebeň,сюрьхцем
514,Spiegel::N,zrkadlo,ванома
515,Riemen::N,remeň,шнань каркс
516,Schnur::N,šnúra,пикс
517,Schnur::N,šnúra,карькскя
518,Leine::N,vodidlo,вядьме
519,Decke::N,deka,вельхкс
520,Decke::N,prikrývka,вельхкс
521,Kissen::N,poduška,тоду
522,Tuch::N,šatka,руця́
523,Handtuch::N,uterák,на́рдама
524,Kraft::N,moc,вий
525,Stärke::N,sila,вииши
526,Gesundheit::N,zdravie,шумбраши́
527,Krankheit::N,nemoc,урма́
528,Krankheit::N,nemoc,сярядема
529,Krankheit::N,choroba,урма́
530,Krankheit::N,choroba,сярядема
531,Schmerz::N,bolesť,маряма
532,Wunde::N,rana,керф
533,Fieber::N,horúčka,маштыкс
534,Arznei::N,liek,надо́бья
535,Arznei::N,liek,пъчка́фтома
536,Brücke::N,most,седь
537,Brunnen::N,studňa,эши
538,Weide::N,pastva,ванома васта
539,Pfad::N,chodník,ян
540,Pfad::N,chodník,киня́
541,Weg::N,cesta,ки
542,Straße::N,hradská,ки
543,Dorf::N,dedina,веле
544,Stadt::N,mesto,ош
545,Brief::N,list,сёрма
546,Buch::N,kniha,книга
547,Buchstabe::N,litera,бу́ква
548,Buchstabe::N,písmeno,бу́ква
549,Zeitung::N,noviny,газе́та
550,Leben::N,život,эряф
551,Leben::N,život,эряма
552,Tod::N,smrť,кулома́
553,Grab::N,hrob,калма
554,Kirche::N,kostol,це́рькав
555,Sünde::N,hriech,пежеть
556,Sünde::N,hriech,муворкс
557,Gott::N,boh,шкай
558,Arbeiter::N,robotník,трудендай
559,Arbeiter::N,robotník,работник
560,Arbeiter::N,pracnovík,трудендай
561,Arbeiter::N,pracnovík,работник
562,Chef::N,šéf,азор
563,Chef::N,šéf,оцюня
564,Chef::N,riaditeľ,азор
565,Chef::N,riaditeľ,оцюня
566,Meister::N,majster,мастяр
567,Arzt::N,lekár,врач
568,Arzt::N,lekár,доктор
569,Lehrer::N,učiteľ,учи́тель
570,Geld::N,peniaze,ярмакт
571,Geschäft::N,obchod,ладяфкс
572,Geschäft::N,obchod,ладяф тев
573,Laden::N,obchod,ла́вка
574,Preis::N,cena,питне
575,Ware::N,tovar,миф
576,Ware::N,tovar,ра́маф
577,Nutzen::N,osoh,пара
578,Nutzen::N,osoh,лезкс
579,Nutzen::N,úžitok,пара
580,Nutzen::N,úžitok,лезкс
581,Reichtum::N,bohatstvo,ко́зяши
582,Welt::N,svet,свет
583,Land::N,územie,мастор
584,Land::N,krajina,мастор
585,Staat::N,štát,государства
586,König::N,kráľ,король
587,Macht::N,moc,азорондама
588,Macht::N,moc,азорксши
589,Macht::N,mocnosť,азорондама
590,Macht::N,mocnosť,азорксши
591,Grenze::N,hranica,ёткаян
592,Krieg::N,vojna,война́
593,Feind::N,nepriateľ,душман
594,Feind::N,nepriateľ,каршек тюри
595,Gewalt::N,násilie,наругама
596,Kampf::N,boj,тюрема́
597,Bogen[Waffe]::N,luk,нал
598,Pfeil::N,šíp,нал
599,Pfeil::N,strela,нал
600,Gewehr::N,puška,винто́вка
601,Fehler::N,omyl,эльбядькс
602,Fehler::N,chyba,эльбядькс
603,Lüge::N,lož,васькафнема
604,Schaden::N,ujma,зия́н
605,Schaden::N,škoda,зия́н
606,Unglück::N,nešťastie,зия́н
607,Schuld::N,vina,муворши
608,Schuld::N,previnenie,муворши
609,Alter::N,vek,эряф кизот
610,Alter::N,vek,эряфонь пинге
611,Schluss::N,záver,пе
612,Schluss::N,koniec,пе
613,Zeit::N,čas,пинге
614,Tag::N,deň,ши
615,Morgen::N,ráno,шобдава
616,Mittag::N,poludnie,шикучка
617,Abend::N,večer,иля́дь
618,Nacht::N,noc,ве
619,Woche::N,týždeň,недя́ля
620,Monat::N,mesiac,ков
621,Jahr::N,rok,киза
622,Frühling::N,jar,тунда́
623,Sommer::N,leto,киза
624,Herbst::N,jeseň,сёксе
625,Winter::N,zima,тяла
626,Januar::N,január,кельмеков
627,Februar::N,február,уфайков
628,März::N,marec,марайков
629,April::N,apríl,шудиков
630,Mai::N,máj,панжиков
631,Juni::N,jún,лямбеков
632,Juli::N,júl,псиков
633,August::N,august,сёроньков
634,September::N,september,тюжягов
635,Oktober::N,október,кельмазаков
636,November::N,november,эйндамков
637,Dezember::N,december,кучкаков
638,Montag::N,pondelok,одговши
639,Dienstag::N,utorok,ша́вши
640,Mittwoch::N,streda,вержи
641,Donnerstag::N,štvrtok,шува́ланя
642,Freitag::N,piatok,пя́денця
643,Samstag::N,sobota,ёткши
644,Sonntag::N,nedeľa,таргоши
645,groß::A,veľký,оцю
646,klein::A,malý,ёмла
647,lang::A,dlhý,кува́ка
648,kurz::A,krátky,нюрьхкя́ня
649,breit::A,široký,кели
650,schmal::A,úzky,тяйня
651,dicht::A,hustý,сиде
652,dicht::A,hustý,туста
653,dick[Gegenstand]::A,tlstý,эчке
654,dünn::A,tenký,шува́ня
655,fein::A,jemný,шува́ня
656,fest::A,pevný,кеме
657,flach::A,rovný,лапш
658,flach::A,plochý,лапш
659,glatt::A,hladký,вадяв
660,glatt::A,hladký,такор
661,hart::A,tvrdý,калгода
662,weich::A,mäkký,ляпе
663,rund::A,guľatý,кру́глай
664,rund::A,okrúhly,кру́глай
665,spitz::A,končitý,ботаз
666,spitz::A,končitý,оржа
667,scharf::A,ostrý,оржа
668,stumpf::A,tupý,ношка
669,schwer::A,ťažký,стака
670,schön::A,pekný,мазы
671,schön::A,krásny,мазы
672,heiß::A,horúci,пси
673,warm::A,teplý,лямбе
674,kalt::A,studený,кельме
675,kühl::A,chladný,эше
676,frisch::A,svieži,свежай
677,feucht::A,vlhký,летьке
678,feucht::A,zvlhnutý,летьке
679,nass::A,mokrý,начка
680,trocken::A,suchý,коське
681,voll::A,plný,пяшксе
682,leer::A,prázdny,шава
683,offen::A,otvorený,панжада
684,offen::A,otvorený,виде
685,geschlossen::A,zavretý,пякстаф
686,geschlossen::A,zavretý,сёлгф
687,sauber::A,čistý,ару
688,schmutzig::A,špinavý,рда́зу
689,schmutzig::A,špinavý,пя́ндра
690,roh::A,surový,верок
691,reif::A,zrelý,ке́нерьф
692,lecker::A,chutný,танцти
693,süß::A,sladký,ламбама
694,bitter::A,horký,сяпи
695,sauer::A,kyslý,шапама
696,hell::A,jasný,валда
697,hell::A,svetlý,валда
698,dunkel::A,temný,шобда
699,schwarz::A,čierny,равжа
700,weiß::A,biely,акша
701,rot::A,červený,якстерь
702,gelb::A,žltý,тюжя́
703,blau::A,modrý,сенем
704,blau::A,belasý,сенем
705,grün::A,zelený,пиже
706,grün::A,zelený,сянгяря
707,grau::A,šedý,уле
708,bunt::A,pestrý,сёрмав
709,billig::A,lacný,у́цез
710,billig::A,lacný,аф пи́тни
711,teuer::A,drahý,пи́тни
712,wertvoll::A,cenný,питни
713,blind::A,slepý,сокор
714,taub::A,hluchý,пярав
715,kräftig::A,silný,пяк вии
716,stark::A,silný,вии
717,schwach::A,slabý,лафча
718,schwach::A,bezvládny,лафча
719,fett::A,tučný,куя́
720,schlank::A,štíhly,виде ронга
721,hübsch::A,šumný,мазы
722,hübsch::A,švárny,мазы
723,böse::A,zlý,кяжи
724,dumm::A,hlúpy,аф ёню
725,dumm::A,hlúpy,шава пря
726,faul::A,lenivý,нола
727,fleißig::A,snaživý,ку́лхцонды
728,fleißig::A,usilovný,ку́лхцонды
729,geizig::A,skupý,кирьжя
730,geizig::A,skupý,жаднай
731,geizig::A,lakomý,кирьжя
732,geizig::A,lakomý,жаднай
733,klug::A,múdry,ёню
734,klug::A,múdry,пря́ви
735,klug::A,bystrý,ёню
736,klug::A,bystrý,пря́ви
737,geschickt::A,zručný,маштозь тиф
738,geschickt::A,šikovný,маштозь тиф
739,lieb::A,milý,цебярь
740,lustig::A,veselý,ра́хси
741,sanft::A,nežný,сетьме
742,hungrig::A,lačný,вача
743,hungrig::A,lačný,вачеда
744,hungrig::A,hladný,вача
745,hungrig::A,hladný,вачеда
746,krank::A,chorý,сяряди
747,krank::A,nemocný,сяряди
748,nackt::A,nahý,штада
749,nackt::A,nahý,кърхтапа
750,traurig::A,smutný,ла́жнай
751,lebendig::A,živý,эряй
752,gut::A,dobrý,пара
753,gut::A,dobrý,цебярь
754,schlecht::A,zlý,кальдяв
755,richtig::A,správny,виде
756,schlimm::A,zlý,кальдяв
757,schlimm::A,nepríjemný,кальдяв
758,wahr::A,pravý,афкуксонь
759,wahr::A,pravdivý,афкуксонь
760,alt::A,starý,ташта
761,neu::A,nový,од
762,ehemalig::A,bývalý,и́нгольдень
763,alt[Lebewesen]::A,starý,сире
764,jung::A,mladý,од
765,arm::A,chudobný,а́шу
766,reich::A,bohatý,козя
767,bekannt::A,známy,содаф
768,berühmt::A,slávny,содавикс
769,berühmt::A,povestný,содавикс
770,fremd::A,cudzí,лия
771,fremd::A,cudzí,аф содаф
772,verschieden::A,rôzny,аф фкя ла́цонь
773,verschieden::A,rozličný,аф фкя ла́цонь
774,nah::A,blízky,мала
775,nah::A,blízky,аф ичкоздень
776,fern::A,ďaleký,и́чкоздень
777,fern::A,ďaleký,куна́рдонь
778,linker::A,ľavý,кержи
779,rechter::A,pravý,види
780,anderer::A,iný,лия
781,anderer::A,druhý,лия
782,erster::A,prvý,васенце
783,zweiter::A,druhý,омбоце
784,dritter::A,tretí,колмоце
785,letzter::A,ostatný,ме́кольце
786,letzter::A,posledný,ме́кольце
787,allein::ADV,sám,ськамонза
788,auf einmal::ADV,zároveň,вихцок
789,zusammen::ADV,spolu,марс
790,zusammen::ADV,spolu,ма́рса
791,zusammen::ADV,spoločne,марс
792,zusammen::ADV,spoločne,ма́рса
793,lange::ADV,dlho,кува́тьс
794,plötzlich::ADV,náhle,а́пак учт
795,sofort::ADV,hneď,тяникиге
796,sofort::ADV,ihneď,тяникиге
797,später::ADV,neskoršie,ме́ле
798,jetzt::ADV,teraz,тяни
799,heute::ADV,dnes,тячи
