,Concept_ID,is,te
193,Saat::N,fræ,విత్తనము
194,Saat::N,útsæði,విత్తనము
195,Korn::N,korn,గింజ
196,Heu::N,hey,ఎండుగడ్డి
197,Schale::N,hýði,పొట్టు
198,Grube::N,gryfja,గొయ్యి
199,Falle::N,gildra,బోను
200,Schlinge::N,snara,ఉరి
201,Spur::N,spor,జాడ
202,Asche::N,aska,బూడిద
203,Dreck::N,óþverri,ముఱికి
204,Eisen::N,járn,ఇనుము
205,Gold::N,gull,బంగారము
206,Silber::N,silfur,వెండి
207,Kohle::N,kol,నేలబొగ్గు
208,Glas::N,gler,గాజు
209,Lehm::N,leir,బంకమన్ను
210,Sand::N,sandur,ఇసుక
211,Mensch::N,maður,నరుడు
212,Mensch::N,manneskja,నరుడు
213,Mann::N,maður,పురుమడు
214,Mann::N,karlmaður,పురుమడు
215,Frau::N,kona,ఆడుది
216,Kind::N,barn,బిడ్డ
217,Kind::N,krakki,బిడ్డ
218,Junge::N,drengur,బాలుడు
219,Mädchen::N,stelpa,బాలిక
220,Familie::N,fjölskylda,కుటుంబము
221,Großvater::N,afi,తాత
222,Großmutter::N,amma,అయ్యమ్మ
223,Eltern::N,foreldrar,తల్లితండ్రులు
224,Vater::N,faðir,తండ్రి
225,Mutter::N,móðir,తల్లి
226,Sohn::N,sonur,కొడుకు
227,Tochter::N,dóttir,కూతురు
228,Bruder::N,bróðir,పోదరుడు
229,Schwester::N,systir,సోదరి
230,Onkel::N,föðurbróðir,మేనమామ
231,Tante::N,frænka,మేనత్త
232,Tante::N,frænka,పినతల్లి
233,Tante::N,móðursystir,మేనత్త
234,Tante::N,móðursystir,పినతల్లి
235,Ehemann::N,eiginmaður,భర్త
236,Ehefrau::N,eiginkona,భార్య
237,Freude::N,gleði,సంతోషము
238,Gelächter::N,hlátur,నవ్వు
239,Glück::N,gæfa,సంతోషము
240,Kummer::N,sorg,దుఃఖము
241,Wunsch::N,ósk,కోరిక
242,Lust::N,fýsn,కోరిక
243,Lust::N,löngun,కోరిక
244,Geist::N,andi,ఆత్మ
245,Gedanke::N,hugsun,ఆలోచన
246,Gedächtnis::N,minni,జ్ఞాపకము
247,Verstand::N,vit,మనస్సు
248,Sinn::N,merking,అర్థము
249,Grund::N,ástæða,కారణము
250,Wahrheit::N,sannleikur,సత్యము
251,Gespräch::N,samtal,పంభాషణ
252,Märchen::N,ævintýri,అద్భుతకథ
253,Erzählung::N,saga,కథ
254,Nachricht::N,frétt,వార్త
255,Neuigkeit::N,frétt,వార్త
256,Name::N,nafn,పేరు
257,Rätsel::N,gáta,చిక్కు
258,Rede::N,ræða,ఉపన్యాసము
259,Sprache::N,mál,భాష
260,Sprache::N,tungumál,భాష
261,Stimme::N,rödd,కంరథ్సని
262,Wort::N,orð,మాట
263,Zeichen::N,tákn,గుర్తు
264,Zeichen::N,merki,గుర్తు
265,Ruf::N,kall,పిలువు
266,Lärm::N,hávaði,సందడి
267,Laut::N,hljóð,ధ్వని
268,Ton::N,tónn,స్వరము
269,Lied::N,ljóð,పాట
270,Lied::N,söngur,పాట
271,Ruhe::N,ró,గాలిలేమి
272,Ruhe::N,kyrrð,గాలిలేమి
273,Leute::N,fólk,జనులు
274,Volk::N,þjóð,జాతి
275,Arbeit::N,vinna,పని
276,Gast::N,gestur,అతిధి
277,Geschenk::N,gjöf,దానము
278,Spiel::N,leikur,ఆట
279,Gesellschaft::N,selskapur,జట్టు
280,Hilfe::N,hjálp,సాహాయ్యము
281,Freund::N,vinur,స్నేహితుడు
282,Kamerad::N,félagi,చెలికాడు
283,Angelegenheit::N,mál,విషయము
284,Angelegenheit::N,málefni,విషయము
285,Anzahl::N,tala,లెక్క
286,Anzahl::N,fjöldi,లెక్క
287,Art::N,tegund,జాతి
288,Stück::N,biti,తునుక
289,Stück::N,stykki,తునుక
290,Teil::N,hluti,భాగము
291,Teil::N,partur,భాగము
292,Hälfte::N,helmingur,సగము
293,Kreis::N,hringur,వృత్తము
294,Kreuz::N,kross,సిలువ
295,Kreuz::N,krossmark,సిలువ
296,Linie::N,lína,గీత
297,Strich::N,strik,గీత
298,Abstand::N,millibil,సందు
299,Entfernung::N,fjarlægð,దూరము
300,Gegend::N,hérað,విస్తీర్ణము
301,Platz::N,pláss,ఎడము
302,Ort::N,staður,స్థలము
303,Seite::N,hlið,ప్రక్క
304,Mitte::N,miðja,నడిమి
305,Gegenstand::N,hlutur,పద్దు
306,Sache::N,mál,వస్తువు
307,Rand::N,brún,అంచు
308,Kante::N,rönd,అంచు
309,Ecke::N,horn,మూల
310,Spitze::N,oddur,మొన
311,Ende::N,endi,కొన
312,Loch::N,gat,రంధ్రము
313,Loch::N,hola,రంధ్రము
314,Winkel::N,skot,కోణము
315,Winkel::N,krókur,కోణము
316,Muster::N,munstur,మాదిరి
317,Größe::N,stærð,పరిమాణము
318,Länge::N,lengd,పొడుగు
319,Höhe::N,hæð,పొడుగు
320,Gewicht::N,vigt,భారము
321,Gewicht::N,þyngd,భారము
322,Menge::N,magn,మొత్తము
323,Haufen::N,hrúga,రాశి
324,Haufen::N,haugur,రాశి
325,Reihe::N,röð,వరుస
326,Boot::N,bátur,పడవ
327,Ruder::N,ár,అడక
328,Schlitten::N,sleði,సరవండ్లు
329,Ski::N,skíði,స్కీ
330,Lagerfeuer::N,varðeldur,నెగడు
331,Last::N,byrði,బరువు
332,Last::N,farmur,బరువు
333,Gang::N,ganga,నడక
334,Schritt::N,skref,అడుగు
335,Norden::N,norður,ఉత్తరదిక్కు
336,Süden::N,suður,దక్షిణము
337,Westen::N,vestur,పడమర
338,Osten::N,austur,తూర్పు
339,Holz::N,viður,కొయ్య
340,Brett::N,fjöl,పలక
341,Platte::N,flötur,పలక
342,Stütze::N,stoð,వాల్సేడ్లు
343,Stange::N,stöng,స్తంభము
344,Stock::N,prik,కఱ్ఱ
345,Stock::N,stafur,కఱ్ఱ
346,Stab::N,prik,కఱ్ఱ
347,Stab::N,stafur,కఱ్ఱ
348,Rohr::N,rör,గొట్టము
349,Rohr::N,pípa,గొట్టము
350,Haus::N,hús,ఇల్లు
351,Heim::N,heimili,స్వగృహము
352,Ofen::N,ofn,పొయ్యి
353,Fußboden::N,gólf,నేల
354,Tisch::N,borð,మేజా
355,Stuhl::N,stóll,కుర్చీ
356,Wiege::N,vagga,ఉయ్యాల
357,Bett::N,rúm,పడక
358,Bett::N,rúm,మంచం
359,Bett::N,hvíla,పడక
360,Bett::N,hvíla,మంచం
361,Regal::N,hilla,అటక
362,Kiste::N,kassi,వెట్టె
363,Fenster::N,gluggi,కిటికి
364,Tür::N,dyr,ద్వారము
365,Tür::N,hurð,ద్వారము
366,Tor::N,hlið,ద్వారము
367,Zaun::N,girðing,కంచె
368,Zaun::N,limgarður,కంచె
369,Dach::N,þak,ఇంటివైకప్పు
370,Leiter::N,stigi,నిచ్చెన
371,Besen::N,sópur,చీపురుకట్ట
372,Spaten::N,spaði,పాఱ
373,Schaufel::N,skófla,పాఱ
374,Gabel::N,gaffall,ముండ్లగరిటె
375,Löffel::N,skeið,గరిటె
376,Messer::N,hnífur,కత్తి
377,Nagel::N,nögl,మేకు
378,Netz::N,net,వల
379,Haken::N,krókur,కొక్కెము
380,Griff::N,tak,పిడి
381,Schloss::N,lás,తాళము
382,Bild::N,mynd,చిత్రము
383,Figur::N,stytta,రూపము
384,Puppe::N,brúða,బొమ్మ
385,Beutel::N,poki,సంచి
386,Beutel::N,baggi,సంచి
387,Bündel::N,böggull,మూట
388,Tasche::N,veski,సంచి
389,Eimer::N,fata,చేద
390,Deckel::N,lok,మూత
391,Geschirr::N,leirtau,వంటకాలు
392,Sack::N,sekkur,గోనెసంచి
393,Tasse::N,bolli,గిన్నె
394,Topf::N,pottur,కుండ
395,Kessel::N,ketill,నీరుకాచుపాత్ర
396,Essen::N,matur,ఆహారము
397,Nahrung::N,fæða,ఆహారము
398,Speise::N,réttur,ఆహారము
399,Speise::N,matarréttur,ఆహారము
400,Fleisch::N,kjöt,మాంసము
401,Getreide::N,korn,ధాన్యము
402,Brei::N,grautur,గుజ్జు
403,Brot::N,brauð,రొట్టె
404,Scheibe::N,sneið,బద్ద
405,Fett::N,fita,క్రొవ్వు
406,Butter::N,smjör,వెన్న
407,Öl::N,olía,నూనె
408,Salz::N,salt,ఉప్పు
409,Suppe::N,súpa,చారు
410,Honig::N,hunang,తెనె
411,Milch::N,mjólk,పాలు
412,Tee::N,te,తేనీరు
413,Leder::N,skinn,బాగుచేసివతోలు
414,Wolle::N,ull,ఉన్ని
415,Stoff::N,dúkur,బట్ట
416,Nadel::N,nál,సూది
417,Faden::N,þráður,దారము
418,Knopf::N,tala,బొత్తాము
419,Knopf::N,hnappur,బొత్తాము
420,Knoten::N,hnútur,ముడి
421,Farbe::N,málning,రంగు
422,Kleidung::N,búningur,బట్టలు
423,Kleidung::N,klæðnaður,బట్టలు
424,Hemd::N,skyrta,చొక్కాయ
425,Kragen::N,kragi,మాల
426,Kragen::N,flibbi,మాల
427,Ärmel::N,ermi,చొక్కాయచెయ్యి
428,Hose::N,buxur,ఇజారు
429,Gürtel::N,belti,పటకా
430,Mütze::N,húfa,టోపి
431,Schuh::N,skór,పాదరక్ష
432,Stiefel::N,stígvél,బూటు
433,Ring::N,hringur,ఉంగరము
434,Band::N,band,నాడా
435,Kamm::N,greiða,దువ్వెన
436,Spiegel::N,spegill,అద్దము
437,Riemen::N,ól,వాడా
438,Riemen::N,reim,వాడా
439,Schnur::N,snúra,దారము
440,Leine::N,band,వారు
441,Decke::N,teppi,కంబళి
442,Kissen::N,koddi,తలగడ
443,Tuch::N,klútur,బట్ట
444,Handtuch::N,þurrka,తువాలు
445,Handtuch::N,handklæði,తువాలు
446,Kraft::N,afl,బలము
447,Kraft::N,kraftur,బలము
448,Stärke::N,styrkur,శక్తి
449,Gesundheit::N,heilsa,ఆరోగ్యము
450,Gesundheit::N,heilbrigði,ఆరోగ్యము
451,Krankheit::N,sjúkdómur,రోగము
452,Schmerz::N,sársauki,నొప్పి
453,Wunde::N,sár,గాయము
454,Fieber::N,hitasótt,జ్వరము
455,Arznei::N,lyf,మందు
456,Brücke::N,brú,వంతెన
457,Brunnen::N,brunnur,బావి
458,Brunnen::N,brunnur,కూపము
459,Brunnen::N,brunnur,నుయ్యి
460,Weide::N,hagi,పచ్చికబయలు
461,Pfad::N,stígur,కాలిత్రోవ
462,Weg::N,vegur,మార్గము
463,Straße::N,gata,బాట
464,Straße::N,stræti,బాట
465,Dorf::N,þorp,గ్రామము
466,Stadt::N,borg,పట్టణము
467,Brief::N,bréf,జాబు
468,Buch::N,bók,పుస్తకము
469,Buchstabe::N,bókstafur,అక్షరము
470,Zeitung::N,dagblað,వార్తాపత్రిక
471,Leben::N,líf,ప్రాణము
472,Tod::N,dauði,మరణము
473,Grab::N,gröf,సమాధి
474,Kirche::N,kirkja,క్రెస్తవులగుడి
475,Sünde::N,synd,పాపము
476,Gott::N,guð,దేవుడు
477,Arbeiter::N,verkamaður,పనిపాటుచేశేవాడు
478,Chef::N,yfirmaður,యజమానుడు
479,Meister::N,meistari,కళాకారుడు
480,Arzt::N,læknir,వైద్యుడు
481,Lehrer::N,kennari,ఉపాధ్యాయుడు
482,Geld::N,peningar,ద్రవ్యము
483,Geschäft::N,viðskipti,వ్యాపారము
484,Laden::N,búð,అంగడి
485,Laden::N,verslun,అంగడి
486,Preis::N,verð,వెల
487,Ware::N,vara,సరకులు
488,Nutzen::N,gagn,ప్రయోజనము
489,Reichtum::N,auður,ధనము
490,Welt::N,veröld,ప్రపంచము
491,Land::N,land,దేశము
492,Staat::N,ríki,రాజ్యము
493,König::N,konungur,రాజు
494,Macht::N,vald,అధికారము
495,Grenze::N,landamæri,సరిహద్దు
496,Krieg::N,stríð,యుద్ధము
497,Feind::N,fjandmaður,శత్రువు
498,Gewalt::N,ofbeldi,దౌర్జన్యము
499,Kampf::N,bardagi,పోట్లాట
500,Bogen[Waffe]::N,bogi,విల్లు
501,Pfeil::N,ör,బాణము
502,Gewehr::N,byssa,తుపాకి
503,Fehler::N,villa,తప్ప
504,Lüge::N,lygi,అసత్యము
505,Schaden::N,skemmd,నష్టము
506,Unglück::N,óhamingja,దురదృష్టము
507,Schuld::N,sök,తప్పు
508,Alter::N,aldur,వయస్సు
509,Schluss::N,lok,ముగింపు
510,Schluss::N,endir,ముగింపు
511,Zeit::N,tími,కాలము
512,Tag::N,dagur,దినము
513,Morgen::N,morgunn,ఉదయము
514,Mittag::N,hádegi,మధ్యాహ్నము
515,Abend::N,kvöld,సాయంకాలము
516,Nacht::N,nótt,రత్రి
517,Woche::N,vika,వారము
518,Monat::N,mánuður,నెల
519,Jahr::N,ár,సంవత్సరము
520,Frühling::N,vor,వసంతకాలము
521,Sommer::N,sumar,వేసవికాము
522,Herbst::N,haust,ఆకురాలుకాలము
523,Winter::N,vetur,శీతకాలము
524,Januar::N,janúar,జనవరి
525,Februar::N,február,ఫిబ్రవరి
526,März::N,mars,మార్చి
527,April::N,apríl,ఏప్రిలు
528,Mai::N,maí,మే
529,Juni::N,júní,జూన్
530,Juli::N,júlí,జూలై
531,August::N,ágúst,ఆగస్టు
532,September::N,september,సెప్ఠెంబరు
533,Oktober::N,október,అక్టోబరు
534,November::N,nóvember,నవంబరు
535,Dezember::N,desember,డిసెంబర్
536,Montag::N,mánudagur,సోమవారము
537,Dienstag::N,þriðjudagur,మంగళవారము
538,Mittwoch::N,miðvikudagur,బుధవారము
539,Donnerstag::N,fimmtudagur,గురువారము
540,Freitag::N,föstudagur,శుక్రవారము
541,Samstag::N,laugardagur,శనివారము
542,Sonntag::N,sunnudagur,ఆదివారము
543,groß::A,stór,గొప్పైన
544,klein::A,lítill,చిన్న
545,lang::A,langur,పొడుగాటి
546,kurz::A,stuttur,పొట్టి
547,breit::A,breiður,వెడల్పైన
548,schmal::A,mjór,ఇఱుకైన
549,dicht::A,þéttur,దట్టమైన
550,dick[Gegenstand]::A,þykkur,దట్టమైన
551,dünn::A,þunnur,పలుచని
552,fein::A,fíngerður,నాజాకైన
553,fest::A,fastur,దృడమైవ
554,flach::A,flatur,చదువైన
555,glatt::A,háll,నున్నని
556,glatt::A,sléttur,నున్నని
557,hart::A,harður,కఠినమైన
558,weich::A,mjúkur,మృదువైన
559,rund::A,kringlóttur,గుండ్రని
560,spitz::A,oddhvass,మొనగల
561,scharf::A,beittur,పదనైన
562,stumpf::A,bitlaus,వాడిలేని
563,schwer::A,þungur,బరువ్తెన
564,schön::A,fagur,సుందరమైన
565,schön::A,fallegur,సుందరమైన
566,heiß::A,heitur,వేడియైన
567,warm::A,hlýr,వెచ్చని
568,warm::A,heitur,వెచ్చని
569,kalt::A,kaldur,చల్లని
570,kühl::A,svalur,చల్లని
571,frisch::A,frískur,తాజాయైన
572,feucht::A,rakur,చెమ్మగానున్న
573,feucht::A,þvalur,చెమ్మగానున్న
574,nass::A,votur,తడిగామన్న
575,nass::A,blautur,తడిగామన్న
576,trocken::A,þurr,ఎండిన
577,voll::A,fullur,నిండు
578,leer::A,tómur,శూన్యమైన
579,offen::A,opinn,తెఱచియున్న
580,geschlossen::A,lokaður,మూసిన
581,sauber::A,þrifinn,పరిశుద్ధమైన
582,schmutzig::A,óhreinn,ముఱికియైన
583,schmutzig::A,sóðalegur,ముఱికియైన
584,roh::A,hrár,పచ్చి
585,reif::A,þroskaður,పండివ
586,lecker::A,ljúffengur,రుచి గల
587,süß::A,sætur,తియ్యని
588,bitter::A,beiskur,చేదైన
589,sauer::A,súr,పుల్లని
590,hell::A,bjartur,కాంతిగల
591,dunkel::A,dimmur,చీకటియైన
592,schwarz::A,svartur,నల్లని
593,weiß::A,hvítur,తెలుపు
594,rot::A,rauður,ఎఱ్ఱని
595,gelb::A,gulur,పసుపు పచ్చ
596,blau::A,blár,నీలవర్ణము
597,grün::A,grænn,ఆకుపచ్చని
598,grau::A,grár,నెరిసిన
599,bunt::A,marglitur,రంగేలీ
600,billig::A,ódýr,చౌకయైన
601,teuer::A,dýr,వెలపొడుగైన
602,wertvoll::A,verðmætur,విలుప్తెన
603,blind::A,blindur,గ్రుడ్డి
604,taub::A,heyrnarlaus,చెవిటి
605,kräftig::A,öflugur,శక్తి గల
606,stark::A,sterkur,బలమైన
607,schwach::A,veill,బలహీనమైన
608,fett::A,feitur,క్రొవ్విన
609,schlank::A,grannur,సన్నని
610,schlank::A,spengilegur,సన్నని
611,hübsch::A,snotur,సాగప్తెన
612,hübsch::A,laglegur,సాగప్తెన
613,böse::A,illur,చెడ్డ
614,böse::A,vondur,చెడ్డ
615,dumm::A,heimskur,తెలివిలేని
616,faul::A,latur,సోమరియైన
617,fleißig::A,iðinn,శ్రద్దగల
618,geizig::A,nískur,పిసినారియైన
619,klug::A,hygginn,తెలివిగల
620,geschickt::A,fimur,నిపుణతగల
621,geschickt::A,laginn,నిపుణతగల
622,lieb::A,kær,ప్రియమైన
623,lieb::A,ljúfur,ప్రియమైన
624,lustig::A,kátur,ఉల్లాసము గల
625,sanft::A,blíður,సాధువైన
626,hungrig::A,soltinn,ఆకలిగొనిన
627,hungrig::A,hungraður,ఆకలిగొనిన
628,krank::A,sjúkur,వ్యాధిగల
629,nackt::A,nakinn,దిగంబరమైన
630,traurig::A,dapur,విచారముగల
631,traurig::A,hryggur,విచారముగల
632,lebendig::A,lifandi,ప్రాణముతో నున్న
633,gut::A,góður,మంచి
634,schlecht::A,slæmur,చెడ్డ
635,schlecht::A,lélegur,చెడ్డ
636,richtig::A,réttur,సరియైన
637,schlimm::A,slæmur,అసహ్యమైన
638,wahr::A,sannur,నిజమైన
639,alt::A,gamall,ముసలి
640,neu::A,nýr,క్రొత్త
641,ehemalig::A,fyrrverandi,పూర్వపు
642,alt[Lebewesen]::A,gamall,ముసలి
643,jung::A,ungur,పసి
644,arm::A,vesall,బీద
645,arm::A,fátækur,బీద
646,reich::A,ríkur,ధనవంతుడైన
647,reich::A,auðugur,ధనవంతుడైన
648,bekannt::A,kunnugur,తెలిసిన
649,berühmt::A,frægur,ప్రపిద్దికెక్కివ
650,fremd::A,framandi,అన్యమైన
651,fremd::A,ókunnugur,అన్యమైన
652,verschieden::A,ýmis,భేదమైన
653,nah::A,nálægur,దగ్గఱనున్న
654,fern::A,fjarri,దూరమందున్న
655,fern::A,fjarlægur,దూరమందున్న
656,linker::A,vinstri,ఎడమప్రక్కగ
657,rechter::A,hægri,కుడి
658,anderer::A,annar,వేఱ్తెన
659,erster::A,fyrsti,మొదటి
660,zweiter::A,annar,రెండన
661,dritter::A,þriðji,మూడో
662,letzter::A,síðasti,కడపటి
663,allein::ADV,einn,ఒంటిగా
664,allein::ADV,aleinn,ఒంటిగా
665,auf einmal::ADV,allt í einu,హరాత్తుగ
666,zusammen::ADV,saman,కలిసి
667,lange::ADV,lengi,బహుకాలము
668,plötzlich::ADV,skyndilega,హరాత్తుగ
669,sofort::ADV,strax,తక్షణము
670,sofort::ADV,þegar í stað,తక్షణము
671,später::ADV,seinna,ఇటీవలి
672,jetzt::ADV,nú,ఇప్పుడు
673,jetzt::ADV,núna,ఇప్పుడు
674,heute::ADV,í dag,నేడు
675,morgen::ADV,á morgun,ఱేపు
676,bald::ADV,brátt,శీఘ్రముగ
677,bald::ADV,bráðum,శీఘ్రముగ
678,dann::ADV,svo,అప్పుడు
679,dann::ADV,síðan,అప్పుడు
680,gestern::ADV,í gær,నిన్నటి దినము
681,einst::ADV,forðum,పూర్వమొకప్పుడు
682,damals::ADV,þá,అప్పుడు
683,damals::ADV,á þeim tímum,అప్పుడు
684,danach::ADV,á eftir því,అప్పుడు
685,vorher::ADV,áður,ఎదుట
686,zuerst::ADV,fyrst,మొదటిలో
687,einmal::ADV,einu sinni,ఒకసారి
688,manchmal::ADV,stundum,అప్పటప్పటికి
689,oft::ADV,oft,తఱచుగా
690,immer::ADV,alltaf,ఎల్లప్పుడు
691,immer::ADV,sífellt,ఎల్లప్పుడు
692,niemals::ADV,aldrei,ఎప్పుడునులేదు
693,hier::ADV,hér,ఇక్కడ
694,hierhin::ADV,hingað,ఇక్కడకు
