,Concept_ID,fr,mn
248,Lehm::N,glaise,шавар
249,Sand::N,sable,элс
250,Mensch::N,homme,хүн
251,Mann::N,homme,эр
252,Mann::N,homme,эрэгтэй
253,Frau::N,femme,эмэгтэй
254,Frau::N,femme,хатагтай
255,Kind::N,enfant,хүүхэд
256,Junge::N,garçon,хүү
257,Mädchen::N,fille,охин
258,Mädchen::N,fille,бүсгүй
259,Mädchen::N,jeune fille,охин
260,Mädchen::N,jeune fille,бүсгүй
261,Familie::N,famille,айл
262,Großvater::N,grand-père,өвгөн аав
263,Großmutter::N,grand-mère,эмэг эх
264,Großmutter::N,grand-mère,эмгээ
265,Eltern::N,parents,эцэг эх
266,Vater::N,père,аав
267,Vater::N,père,эцэг
268,Mutter::N,mère,эх
269,Mutter::N,mère,ээж
270,Sohn::N,fils,хүү
271,Tochter::N,fille,охин
272,Bruder::N,frère,ах
273,Bruder::N,frère,дүү
274,Schwester::N,sœur,эгч
275,Schwester::N,sœur,охин дүү
276,Onkel::N,oncle,авга ах
277,Onkel::N,oncle,нагац ах
278,Tante::N,tante,авга эгч
279,Tante::N,tante,нагац эгч
280,Ehemann::N,mari,нөхөр
281,Ehemann::N,époux,нөхөр
282,Ehefrau::N,femme,эхнэр
283,Ehefrau::N,femme,гэргий
284,Ehefrau::N,épouse,эхнэр
285,Ehefrau::N,épouse,гэргий
286,Freude::N,joie,баяр
287,Freude::N,joie,баясгалан
288,Freude::N,plaisir,баяр
289,Freude::N,plaisir,баясгалан
290,Gelächter::N,rires,инээдэм
291,Glück::N,bonheur,жаргалан
292,Kummer::N,peine,гаслан
293,Kummer::N,chagrin,гаслан
294,Wunsch::N,désir,ерөөл
295,Lust::N,envie,дур
296,Lust::N,envie,хүсэл
297,Geist::N,esprit,оюун
298,Gedanke::N,idée,сэтгэл
299,Gedanke::N,pensée,сэтгэл
300,Gedächtnis::N,mémoire,ой
301,Gedächtnis::N,mémoire,цээж
302,Verstand::N,raison,ухаан
303,Sinn::N,sens,утга
304,Grund::N,cause,учир
305,Grund::N,raison,учир
306,Wahrheit::N,vérité,үнэн
307,Gespräch::N,conversation,яриа
308,Märchen::N,conte,явган үлгэр
309,Märchen::N,conte de fées,явган үлгэр
310,Erzählung::N,conte,тууж
311,Erzählung::N,narration,тууж
312,Nachricht::N,message,мэдээ
313,Neuigkeit::N,nouvelle,сонин
314,Name::N,nom,нэр
315,Rätsel::N,énigme,оньсого
316,Rätsel::N,devinette,оньсого
317,Rede::N,parole,хэлсэн үг
318,Rede::N,discours,хэлсэн үг
319,Sprache::N,langue,хэл
320,Sprache::N,langage,хэл
321,Stimme::N,voix,дуу
322,Wort::N,mot,үг
323,Zeichen::N,signe,тамга
324,Zeichen::N,signe,тэмдэг
325,Ruf::N,cri,дуудлага
326,Ruf::N,appel,дуудлага
327,Lärm::N,bruit,шуугиан
328,Lärm::N,bruit,чимээ
329,Laut::N,son,анир
330,Laut::N,son,дуу
331,Ton::N,ton,авиа
332,Ton::N,ton,аялгуу
333,Lied::N,chant,дуу
334,Lied::N,chanson,дуу
335,Ruhe::N,calme,энх
336,Ruhe::N,calme,тайван
337,Ruhe::N,tranquillité,энх
338,Ruhe::N,tranquillité,тайван
339,Leute::N,gens,хүмүүс
340,Volk::N,peuple,улс
341,Arbeit::N,travail,ажил
342,Arbeit::N,travail,хөдөлмөр
343,Gast::N,hôte,зочин
344,Gast::N,hôte,айлчин
345,Gast::N,invité,зочин
346,Gast::N,invité,айлчин
347,Geschenk::N,cadeau,бэлэг
348,Geschenk::N,présent,бэлэг
349,Spiel::N,jeu,наадам
350,Spiel::N,jeu,тоглоом
351,Gesellschaft::N,compagnie,хамт байх
352,Hilfe::N,aide,тусламж
353,Hilfe::N,secours,тусламж
354,Freund::N,ami,найз
355,Freund::N,ami,нөхөр
356,Kamerad::N,copain,хань
357,Kamerad::N,copain,нөхөр
358,Kamerad::N,camarade,хань
359,Kamerad::N,camarade,нөхөр
360,Angelegenheit::N,affaire,хэрэг
361,Anzahl::N,nombre,тоо
362,Art::N,sorte,төрөл
363,Art::N,sorte,янз
364,Art::N,espèce,төрөл
365,Art::N,espèce,янз
366,Stück::N,morceau,хэсэг
367,Teil::N,part,хувь
368,Teil::N,part,хэсэг
369,Teil::N,partie,хувь
370,Teil::N,partie,хэсэг
371,Hälfte::N,moitié,хагас
372,Kreis::N,cercle,тойрог
373,Kreis::N,cercle,хүрээ
374,Kreuz::N,croix,загалмай
375,Linie::N,ligne,шугам
376,Strich::N,trait,зураас
377,Abstand::N,écart,зай
378,Entfernung::N,distance,зай
379,Entfernung::N,distance,хол ойр
380,Gegend::N,région,хавь
381,Gegend::N,région,газар
382,Gegend::N,contrée,хавь
383,Gegend::N,contrée,газар
384,Platz::N,place,зай
385,Platz::N,place,завсар
386,Ort::N,lieu,газар
387,Ort::N,lieu,байр
388,Ort::N,endroit,газар
389,Ort::N,endroit,байр
390,Seite::N,côté,тал
391,Seite::N,côté,этгээд
392,Mitte::N,milieu,төв
393,Mitte::N,milieu,дунд
394,Gegenstand::N,objet,юм
395,Sache::N,chose,үйл
396,Sache::N,chose,хэрэг
397,Rand::N,bord,зах
398,Rand::N,bord,хөвөө
399,Kante::N,arête,ирмэг
400,Ecke::N,coin,өнцөг
401,Ecke::N,tournant,өнцөг
402,Spitze::N,cime,үзүүр
403,Spitze::N,pointe,үзүүр
404,Ende::N,bout,зах
405,Ende::N,bout,үзүүр
406,Loch::N,trou,цоорхой
407,Loch::N,trou,онгорхой
408,Winkel::N,coin,өнцөг
409,Winkel::N,réduit,өнцөг
410,Muster::N,dessin,хээ
411,Muster::N,dessin,угалз
412,Größe::N,grandeur,хэмжээ
413,Länge::N,longueur,урт
414,Höhe::N,hauteur,өндөр
415,Höhe::N,altitude,өндөр
416,Gewicht::N,poids,жин
417,Menge::N,quantité,тоо
418,Haufen::N,tas,бөөн
419,Reihe::N,file,эгнээ
420,Reihe::N,rangée,эгнээ
421,Boot::N,canot,завь
422,Boot::N,bateau,завь
423,Ruder::N,rame,сэлүүр
424,Ruder::N,aviron,сэлүүр
425,Schlitten::N,traîneau,чарга
426,Ski::N,ski,цана
427,Lagerfeuer::N,feu de camp,түүдэг
428,Last::N,charge,ачаа
429,Last::N,fardeau,ачаа
430,Gang::N,tour,явдал
431,Gang::N,marche,явдал
432,Schritt::N,pas,алхам
433,Norden::N,nord,умар
434,Süden::N,sud,урд
435,Süden::N,sud,өмнө
436,Westen::N,ouest,өрнө
437,Westen::N,ouest,баруун
438,Westen::N,occident,өрнө
439,Westen::N,occident,баруун
440,Osten::N,est,зүүн
441,Osten::N,est,дорно
442,Osten::N,orient,зүүн
443,Osten::N,orient,дорно
444,Holz::N,bois,мод
445,Brett::N,planche,банз
446,Platte::N,plaque,хавтан
447,Stütze::N,appui,тулгуур
448,Stütze::N,appui,тулга
449,Stütze::N,soutien,тулгуур
450,Stütze::N,soutien,тулга
451,Stange::N,barre,сургааг
452,Stange::N,perche,сургааг
453,Stock::N,canne,саваа
454,Stab::N,bâton,таяг
455,Rohr::N,tube,хоолой
456,Rohr::N,tuyau,хоолой
457,Haus::N,maison,гэр
458,Haus::N,maison,байшин
459,Heim::N,maison,гэр
460,Ofen::N,poêle,зуух
461,Ofen::N,poêle,пийшин
462,Fußboden::N,plancher,шал
463,Tisch::N,table,ширээ
464,Stuhl::N,chaise,сандал
465,Wiege::N,berceau,өлгий
466,Bett::N,lit,ор
467,Regal::N,étagère,тавиур
468,Kiste::N,caisse,авдар
469,Kiste::N,caisse,хайрцаг
470,Fenster::N,fenêtre,гэгээвч
471,Tür::N,porte,үүд
472,Tür::N,porte,хаалга
473,Tor::N,porte,хаалга
474,Tor::N,portail,хаалга
475,Zaun::N,clôture,хашаа
476,Dach::N,toit,дээвэр
477,Leiter::N,échelle,шат
478,Besen::N,balai,хамуур
479,Besen::N,balai,туужуу
480,Spaten::N,bêche,хүрз
481,Schaufel::N,pelle,хүрз
482,Gabel::N,fourchette,сэрээ
483,Löffel::N,cuiller,халбага
484,Messer::N,couteau,хутга
485,Nagel::N,clou,хадаас
486,Netz::N,filet,өөш
487,Netz::N,filet,тор
488,Haken::N,croc,гох
489,Haken::N,crochet,гох
490,Griff::N,prise,иш
491,Griff::N,prise,сэнж
492,Griff::N,manche,иш
493,Griff::N,manche,сэнж
494,Schloss::N,serrure,цуурга
495,Schloss::N,serrure,цоож
496,Bild::N,image,зураг
497,Bild::N,tableau,зураг
498,Figur::N,figure,баримал
499,Puppe::N,poupée,хүүхэлдэй
500,Beutel::N,sac,агсаа
501,Beutel::N,sac,уут
502,Beutel::N,petit sac,агсаа
503,Beutel::N,petit sac,уут
504,Bündel::N,paquet,боодол
505,Bündel::N,faisceau,боодол
506,Tasche::N,sac,цүнх
507,Eimer::N,seau,хөнөг
508,Eimer::N,seau,хувин
509,Deckel::N,couvercle,таг
510,Deckel::N,couvercle,хавхаг
511,Geschirr::N,vaisselle,сав суулга
512,Sack::N,sac,шуудай
513,Tasse::N,tasse,аяга
514,Topf::N,pot,тогоо
515,Topf::N,marmite,тогоо
516,Kessel::N,chaudron,тогоо
517,Essen::N,repas,идээ
518,Essen::N,manger,идээ
519,Nahrung::N,nourriture,хүнс
520,Speise::N,plat,идээ
521,Fleisch::N,viande,мах
522,Getreide::N,blé,будаа
523,Getreide::N,céréales,будаа
524,Brei::N,purée,богшмол
525,Brei::N,purée,будаа
526,Brei::N,bouillie,богшмол
527,Brei::N,bouillie,будаа
528,Brot::N,pain,талх
529,Scheibe::N,tranche,зүсэм
530,Scheibe::N,tranche,хэрчим
531,Fett::N,graisse,өөх
532,Butter::N,beurre,тос
533,Öl::N,huile,тос
534,Salz::N,sel,давс
535,Suppe::N,soupe,шөл
536,Suppe::N,potage,шөл
537,Honig::N,miel,бал
538,Milch::N,lait,сүү
539,Tee::N,thé,цай
540,Leder::N,cuir,арьс
541,Leder::N,cuir,савхи
542,Wolle::N,laine,ноос
543,Wolle::N,laine,унгас
544,Stoff::N,tissu,бөс
545,Stoff::N,étoffe,бөс
546,Nadel::N,aiguille,зүү
547,Faden::N,fil,боолт
548,Faden::N,fil,утас
549,Knopf::N,bouton,товч
550,Knoten::N,nœud,зангилаа
551,Farbe::N,peinture,будаг
552,Kleidung::N,vêtements,хувцас
553,Kleidung::N,habillement,хувцас
554,Hemd::N,chemise,цамц
555,Kragen::N,col,зах заам
556,Ärmel::N,manche,ханцуй
557,Hose::N,pantalon,өмд
558,Gürtel::N,ceinture,бүс
559,Mütze::N,bonnet,малгай
560,Mütze::N,bonnet,бүрх
561,Mütze::N,casquette,малгай
562,Mütze::N,casquette,бүрх
563,Schuh::N,soulier,туфли
564,Schuh::N,chaussure,туфли
565,Stiefel::N,botte,гутал
566,Ring::N,bague,бөгж
567,Band::N,ruban,тууз
568,Kamm::N,peigne,сам
569,Spiegel::N,glace,толь
570,Spiegel::N,miroir,толь
571,Riemen::N,lanière,тасам
572,Riemen::N,lanière,сур
573,Riemen::N,courroie,тасам
574,Riemen::N,courroie,сур
575,Schnur::N,corde,татлага
576,Schnur::N,ficelle,татлага
577,Leine::N,laisse,оосор
578,Decke::N,couverture,хөнжил
579,Decke::N,couverture,хучлага
580,Kissen::N,oreiller,дэр
581,Tuch::N,drap,алчуур
582,Tuch::N,drap,даавуу
583,Tuch::N,fichu,алчуур
584,Tuch::N,fichu,даавуу
585,Handtuch::N,serviette,алчуур
586,Handtuch::N,essuie-mains,алчуур
587,Kraft::N,force,чадал
588,Kraft::N,force,хүч
589,Stärke::N,vigueur,эрч
590,Stärke::N,vigueur,тэнхээ
591,Gesundheit::N,santé,бие
592,Gesundheit::N,santé,эрүүл мэнд
593,Krankheit::N,maladie,эмгэг
594,Schmerz::N,douleur,өвчин
595,Wunde::N,plaie,шарх
596,Wunde::N,blessure,шарх
597,Fieber::N,fièvre,халуун
598,Arznei::N,remède,эм
599,Arznei::N,médecine,эм
600,Brücke::N,pont,гүүр
601,Brunnen::N,puits,худаг
602,Weide::N,pâturage,бэлчээр
603,Pfad::N,sentier,жим
604,Pfad::N,sentier,зөрөг
605,Weg::N,voie,зам
606,Weg::N,voie,харгуй
607,Weg::N,chemin,зам
608,Weg::N,chemin,харгуй
609,Straße::N,route,зам
610,Straße::N,route,харгуй
611,Dorf::N,village,тосгон
612,Dorf::N,village,гацаа
613,Stadt::N,cité,хот
614,Stadt::N,ville,хот
615,Brief::N,lettre,захидал
616,Brief::N,lettre,захиа
617,Buch::N,livre,ном
618,Buch::N,livre,бичиг
619,Buchstabe::N,lettre,үсэг
620,Buchstabe::N,caractère,үсэг
621,Zeitung::N,journal,сонин
622,Leben::N,vie,амь
623,Leben::N,vie,амьдрал
624,Tod::N,mort,үхэл
625,Grab::N,tombe,булш
626,Kirche::N,église,сүм
627,Sünde::N,péché,нүгэл
628,Sünde::N,péché,хилэнц
629,Gott::N,dieu,бурхан
630,Arbeiter::N,ouvrier,ажилчин
631,Arbeiter::N,ouvrier,хөдөлмөрчин
632,Arbeiter::N,travailleur,ажилчин
633,Arbeiter::N,travailleur,хөдөлмөрчин
634,Chef::N,chef,дарга
635,Chef::N,patron,дарга
636,Meister::N,maître,дархан
637,Arzt::N,médecin,эмч
638,Lehrer::N,professeur,багш
639,Lehrer::N,instituteur,багш
640,Geld::N,argent,цаас
641,Geld::N,argent,мөнгө
642,Geschäft::N,affaire,наймаа
643,Geschäft::N,commerce,наймаа
644,Laden::N,magasin,дэлгүүр
645,Laden::N,boutique,дэлгүүр
646,Preis::N,prix,үнэ
647,Ware::N,marchandise,таваар
648,Ware::N,marchandise,бараа
649,Nutzen::N,profit,ашиг
650,Reichtum::N,richesse,баялаг
651,Welt::N,monde,дэлхий
652,Welt::N,monde,орчлон
653,Land::N,pays,улс
654,Land::N,pays,орон
655,Staat::N,État,төр
656,Staat::N,État,гүрэн
657,König::N,roi,ван
658,Macht::N,pouvoir,засаг
659,Macht::N,puissance,засаг
660,Grenze::N,frontière,хил
661,Krieg::N,guerre,дайн
662,Feind::N,ennemi,дайсан
663,Gewalt::N,violence,хүчирхэх
664,Kampf::N,lutte,тэмцэл
665,Kampf::N,lutte,байлдаан
666,Kampf::N,combat,тэмцэл
667,Kampf::N,combat,байлдаан
668,Bogen[Waffe]::N,arc,нум
669,Pfeil::N,flèche,годил
670,Pfeil::N,flèche,сум
671,Gewehr::N,fusil,буу
672,Fehler::N,faute,эндэл
673,Fehler::N,faute,алдаа
674,Fehler::N,erreur,эндэл
675,Fehler::N,erreur,алдаа
676,Lüge::N,mensonge,худал
677,Schaden::N,dégât,хор
678,Schaden::N,dégât,хөнөөл
679,Schaden::N,dommage,хор
680,Schaden::N,dommage,хөнөөл
681,Unglück::N,malheur,гай
682,Unglück::N,malheur,гамшиг
683,Schuld::N,faute,гэм
684,Schuld::N,faute,буруу
685,Schuld::N,culpabilité,гэм
686,Schuld::N,culpabilité,буруу
687,Alter::N,âge,нас
688,Schluss::N,fin,эцэс
689,Schluss::N,fin,төгсгөл
690,Zeit::N,temps,цаг
691,Tag::N,jour,өдөр
692,Tag::N,journée,өдөр
693,Morgen::N,matin,өглөө
694,Morgen::N,matinée,өглөө
695,Mittag::N,midi,үд
696,Abend::N,soir,үдэш
697,Abend::N,soirée,үдэш
698,Nacht::N,nuit,шөнө
699,Woche::N,semaine,долоо хоног
700,Monat::N,mois,сар
701,Jahr::N,an,жил
702,Jahr::N,année,жил
703,Frühling::N,printemps,хавар
704,Sommer::N,été,зун
705,Herbst::N,automne,намар
706,Winter::N,hiver,өвөл
707,Januar::N,janvier,нэгдүгээр сар
708,Februar::N,février,хоёрдугаар сар
709,März::N,mars,гуравдугаар сар
710,April::N,avril,дөрөвдүгээр сар
711,Mai::N,mai,тавдугаар сар
712,Juni::N,juin,зургаадугаар сар
713,Juli::N,juillet,долдугаар сар
714,August::N,août,наймдугаар сар
715,September::N,septembre,есдүгээр сар
716,Oktober::N,octobre,аравдугаар сар
717,November::N,novembre,арван нэгдүгээр сар
718,Dezember::N,décembre,арван хоёрдугаар сар
719,Montag::N,lundi,даваа
720,Dienstag::N,mardi,мягмар
721,Mittwoch::N,mercredi,лхагва
722,Donnerstag::N,jeudi,пүрэв
723,Freitag::N,vendredi,баасан
724,Samstag::N,samedi,бямба
725,Sonntag::N,dimanche,ням
726,groß::A,grand,их
727,groß::A,grand,том
728,klein::A,petit,бага
729,klein::A,petit,жаахан
730,lang::A,long,урт
731,kurz::A,court,охор
732,kurz::A,court,богино
733,breit::A,large,өргөн
734,schmal::A,étroit,уйтан
735,schmal::A,étroit,нарийн
736,dicht::A,dense,нягт
737,dicht::A,dense,чигжүү
738,dick[Gegenstand]::A,épais,зузаан
739,dünn::A,mince,нимгэн
740,fein::A,fin,нарийн
741,fein::A,menu,нарийн
742,fest::A,ferme,бөх
743,fest::A,ferme,хатуу
744,fest::A,solide,бөх
745,fest::A,solide,хатуу
746,flach::A,plat,хавтгай
747,glatt::A,poli,цагаан
748,glatt::A,lisse,цагаан
749,hart::A,dur,хатуу
750,weich::A,mou,зөөлөн
751,rund::A,rond,дугуй
752,rund::A,rond,дугариг
753,spitz::A,aigu,шовх
754,spitz::A,aigu,шовгор
755,spitz::A,pointu,шовх
756,spitz::A,pointu,шовгор
757,scharf::A,tranchant,хурц
758,scharf::A,tranchant,иртэй
759,stumpf::A,mousse,мохоо
760,stumpf::A,émoussé,мохоо
761,schwer::A,lourd,хүнд
762,schwer::A,pesant,хүнд
763,schön::A,beau,гуа
764,schön::A,beau,сайхан
765,heiß::A,chaud,халуун
766,heiß::A,très chaud,халуун
767,warm::A,chaud,дулаан
768,kalt::A,froid,хүйтэн
769,kühl::A,frais,сэрүүн
770,frisch::A,frais,эрүүл
771,frisch::A,frais,жихүүн
772,feucht::A,humide,чийгтэй
773,nass::A,mouillé,нойтон
774,trocken::A,sec,хатсан
775,voll::A,plein,дүүрэн
776,voll::A,rempli,дүүрэн
777,leer::A,vide,хоосон
778,offen::A,ouvert,онгорхой
779,geschlossen::A,clos,битүү
780,geschlossen::A,clos,хаалтай
781,geschlossen::A,fermé,битүү
782,geschlossen::A,fermé,хаалтай
783,sauber::A,net,цэвэр
784,sauber::A,net,хиргүй
785,sauber::A,propre,цэвэр
786,sauber::A,propre,хиргүй
787,schmutzig::A,sale,бохир
788,schmutzig::A,sale,хиртэй
789,schmutzig::A,crasseux,бохир
790,schmutzig::A,crasseux,хиртэй
791,roh::A,cru,түүхий
792,roh::A,brut,түүхий
793,reif::A,mûr,болсон
794,lecker::A,délicieux,амттай
795,lecker::A,appétissant,амттай
796,süß::A,doux,амттай
797,süß::A,doux,чихэрлэг
798,bitter::A,amer,гашуун
799,sauer::A,aigre,эсгэлэн
800,hell::A,clair,гэгээн
801,hell::A,clair,гэрэлтэй
802,dunkel::A,sombre,бараан
803,dunkel::A,sombre,харанхуй
804,schwarz::A,noir,хар
805,weiß::A,blanc,цагаан
806,rot::A,rouge,улаан
807,gelb::A,jaune,шар
808,blau::A,bleu,хөх
809,blau::A,bleu,цэнхэр
810,grün::A,vert,ногоон
811,grau::A,gris,орог
812,grau::A,gris,саарал
813,bunt::A,multicolore,эрээн
814,billig::A,bon marché,хямд
815,teuer::A,cher,үнэтэй
816,wertvoll::A,précieux,үнэт
817,blind::A,aveugle,сохор
818,taub::A,sourd,чих хатуу
819,kräftig::A,fort,чийрэг
