,Concept_ID,mhr,cv
0,Auge::N,шинча́,куҫ
1,Ohr::N,пы́лыш,хӑлха
2,Nase::N,нер,сӑмса
3,Mund::N,умша́,ҫӑвар
4,Zahn::N,пӱй,шӑл
5,Zunge::N,йы́лме,чӗлхе
6,Lippe::N,тӱ́рвӧ,тута
7,Wange::N,шӱ́ргӧ,пит ҫӑмарти
8,Gesicht::N,чури́й,пит
9,Gesicht::N,чури́й,пит-куҫ
10,Stirn::N,саҥга́,ҫамка
11,Haar::N,ӱп,ҫӳҫ
12,Schnurrbart::N,ӧ́рыш,усси
13,Bart::N,понда́ш,сухал
14,Kinn::N,оҥыла́ш,янах
15,Kiefer[Anatomie]::N,пӱйдӱ́ҥ,янах
16,Kiefer[Anatomie]::N,пӱйората́,янах
17,Kehle::N,лога́р,пыр
18,Kehle::N,лога́р,карланкӑ
19,Hals::N,шӱй,пыр
20,Genick::N,шӱйло́дыш,ӗнсе
21,Kopf::N,вуй,пуҫ
22,Rücken::N,туп,ҫурӑм
23,Bauch::N,мӱ́шкыр,
24,Nabel::N,кы́лымде,кӑвапа
25,Busen::N,чы́зе,кӑкӑр
26,Brust::N,оҥ,умӗ
27,Schulter::N,ва́че,хул пуҫҫи
28,Arm::N,кид,алӑ
29,Ellenbogen::N,кынерву́й,чавса
30,Hand::N,кид,алӑ сыппи
31,Hand::N,копа́,алӑ сыппи
32,Handfläche::N,со́во,ал лаппи
33,Finger::N,парня́,пӳрне
34,Fingernagel::N,кидкӱ́ч,чӗрне
35,Fingernagel::N,парнягӱ́ч,чӗрне
36,Nagel[Anatomie]::N,кӱч,чӗрне
37,Zeh::N,йолварня́,пӳрне
38,Fuß::N,йол,ура лаппи
39,Fuß::N,йолкопа́,ура лаппи
40,Ferse::N,тага́н,кӗле
41,Knie::N,пулву́й,чӗркуҫҫи
42,Oberschenkel::N,э́рде,пӗҫӗ
43,Bein::N,йол,ура
44,Körper::N,кап,ӳт
45,Körper::N,кап,ӳт-пӳ
46,Haut::N,кова́ште,тир
47,Blut::N,вӱр,юн
48,Ader::N,шӧн,вена
49,Sehne::N,шӧн,шӑнӑр
50,Sehne::N,кӱсе́н,шӑнӑр
51,Knochen::N,лу,шӑмӑ
52,Gehirn::N,вем,миме
53,Gehirn::N,вуйве́м,миме
54,Herz::N,шӱм,чӗре
55,Magen::N,пага́р,хырӑмлӑх
56,Leber::N,мокш,пӗвер
57,Atem::N,шӱ́лыш,сывлав
58,Hunger::N,шужыма́ш,выҫлӑх
59,Träne::N,шинчавӱ́д,куҫҫуль
60,Geschmack::N,там,техӗм
61,Geruch::N,пуш,шӑршӑ
62,Schlaf::N,о́мо,ыйхӑ
63,Traum::N,йӱдо́мо,тӗлӗк
64,Himmel::N,кава́,пӗлӗт
65,Sonne::N,ке́че,хӗвел
66,Mond::N,ты́лзе,уйӑх
67,Stern::N,шӱ́дыр,ҫӑлтӑр
68,Luft::N,юж,сывлӑш
69,Wind::N,марде́ж,ҫил
70,Welle::N,то́лкын,хум
71,Wasser::N,вӱд,шыв
72,Wasser::N,вӱд,шыв-шур
73,Stein::N,кӱ,чул
74,Boden::N,рок,тӑпра
75,Erde::N,мла́нде,ҫӗр
76,Staub::N,пура́к,тусан
77,Rauch::N,шикш,тӗтӗм
78,Funke::N,сеске́м,хӗм
79,Funke::N,тулйы́п,хӗм
80,Feuer::N,тул,вут
81,Feuer::N,тул,ҫулӑм
82,Licht::N,со́то,ҫутӑ
83,Schatten::N,ӱ́мыл,сулхӑн
84,Wetter::N,иге́че,ҫанталӑк
85,Nebel::N,тӱтыра́,тӗтре
86,Wolke::N,пыл,пӗлӗт
87,Regen::N,йӱр,ҫумӑр
88,Schnee::N,лум,юр
89,Eis::N,ий,пӑр
90,Frost::N,чатлама́,сивӗ
91,Kälte::N,йӱ́штӧ,сивӗ
92,Hitze::N,шо́кшо,вӗри
93,Hitze::N,шо́кшо,шӑрӑх
94,Raureif::N,пӧрш,пас
95,Raureif::N,по́кшым,пас
96,Regenbogen::N,шонанпы́л,асамат кӗперӗ
97,Donner::N,кӱ́дырчӧ,аслати
98,Strömung::N,йо́гын,юхӑ
99,Tropfen::N,чӱча́лтыш,тумлам
100,Schaum::N,шоҥ,кӑпӑк
101,Schmutz::N,лавыра́,пылчӑк
102,See::N,ер,кӳлӗ
103,Sumpf::N,лӱ́кӧ,шур
104,Sumpf::N,лӱ́кӧ,шурлӑх
105,Moor::N,куп,торфлӑ шурлӑх
106,Wiese::N,о́лык,улӑх
107,Wiese::N,о́лык,ҫаран
108,Wald::N,чодыра́,вӑрман
109,Hügel::N,арка́,сӑрт
110,Hügel::N,арка́,тӗмеске
111,Anhöhe::N,тӧва́,сӑрт
112,Anhöhe::N,кӱкшака́,сӑрт
113,Berg::N,ку́рык,ту
114,Gipfel::N,чаҥга́,тӳпе
115,Gipfel::N,курыкву́й,тӳпе
116,Höhle::N,пеще́р,ҫӗр хӑвӑлӗ
117,Höhle::N,курыкпо́мыш,ҫӗр хӑвӑлӗ
118,Abhang::N,та́йыл,тӑвайкки
119,Quelle::N,важ,ҫӑл куҫ
120,Quelle::N,вӱдшинча́,ҫӑл куҫ
121,Bach::N,изэҥе́р,пӗчӗк шыв
122,Fluss::N,эҥе́р,юхан шыв
123,Ufer::N,сер,ҫыран
124,Küste::N,вӱдтӱ́р,тинӗс ҫыранӗ
125,Festland::N,мла́нде,тип ҫӗр
126,Meer::N,те́ҥыз,тинӗс
127,Bucht::N,икса́,тинӗс кукӑрӗ
128,Insel::N,отро́,утрав
129,Blume::N,пеле́дыш,чечек
130,Gras::N,шу́до,курӑк
131,Wurzel::N,вож,тымар
132,Baum::N,пуше́ҥге,йывӑҫ
133,Stamm::N,йы́тыр,вулӑ
134,Rinde::N,шӱм,хуйӑр
135,Ast::N,укш,турат
136,Zweig::N,торма́к,турат
137,Blatt::N,лышта́ш,ҫулҫӑ
138,Birke::N,куэ́,хурӑн
139,Kiefer[Baum]::N,пӱ́нчӧ,хыр
140,Weide[Baum]::N,уа́,хӑва
141,Tanne::N,кож,чӑрӑш
142,Horn::N,шур,мӑйрака
143,Feder::N,пы́стыл,тӗк
144,Fell::N,кова́ште,ҫӑм
145,Flügel::N,шу́лдыр,ҫунат
146,Klaue::N,кӱч,чӗрне
147,Kralle::N,ла́па,ура
148,Kralle::N,копа́,ура
149,Schwanz::N,поч,хӳре
150,Ei::N,му́но,ҫӑмарта
151,Nest::N,пыжа́ш,йӑва
152,Bau::N,пыжа́ш,йӗнӗ
153,Tier::N,я́нлык,выльӑх
154,Tier::N,живо́тный,выльӑх
155,Herde::N,кӱ́тӱ,кӗтӳ
156,Herde::N,тӱшка́,кӗтӳ
157,Kuh::N,ушка́л,ӗне
158,Bulle::N,ӱ́шкыж,вӑкӑр
159,Pferd::N,и́мне,лаша
160,Schaf::N,шо́рык,сурӑх
161,Schwein::N,сӧсна́,сысна
162,Hund::N,пий,йытӑ
163,Katze::N,пы́рыс,кушак
164,Bär::N,маска́,упа
165,Eichhörnchen::N,ур,пакша
166,Elch::N,шо́рдо,пӑши
167,Fuchs::N,ры́выж,тилӗ
168,Hase::N,мера́ҥ,куян
169,Hase::N,мера́ҥ,мулкач
170,Maus::N,коля́,шӑши
171,Wolf::N,пи́ре,кашкӑр
172,Vogel::N,ка́йык,кайӑк
173,Vogel::N,ка́йык,вӗҫен кайӑк
174,Schwarm::N,каша́к,ушкӑн
175,Huhn::N,чы́ве,чӑх
176,Huhn::N,чы́ве,чӑхӑ
177,Hahn::N,агыта́н,автан
178,Gans::N,ко́мбо,хур
179,Adler::N,карагу́ш,ӑмӑрт кайӑк
180,Ente::N,лу́до,кӑвакал
181,Eule::N,тумна́,тӑмана
182,Kranich::N,турня́,тӑрна
183,Krähe::N,кора́к,ула курак
184,Kuckuck::N,куку́,куккук
185,Schwan::N,йӱ́ксӧ,акӑш
186,Fisch::N,кол,пулӑ
187,Barsch::N,ола́ҥге,уланкӑ
188,Hecht::N,нуж,ҫӑрттан
189,Hecht::N,чорта́н,ҫӑрттан
190,Schlange[Tier]::N,ки́шке,ҫӗлен
191,Wurm::N,шукш,ӑман
192,Spinne::N,эҥыре́мыш,эрешмен
193,Ameise::N,ку́тко,кӑткӑ
194,Laus::N,тий,пыйтӑ
195,Mücke::N,шыҥа́,вӑрӑм туна
196,Fliege::N,ка́рме,шӑна
197,Schmetterling::N,лы́ве,лӗпӗш
198,Beere::N,мӧр,ҫырла
199,Apfel::N,олма́,улма
200,Apfel::N,олма́,пан улми
201,Pilz::N,по́ҥго,кӑмпа
202,Zwiebel::N,шога́н,сухан
203,Saat::N,нӧ́шмӧ,вӑрӑ
204,Saat::N,туш,вӑрӑ
205,Korn::N,шу́рно,тӗшӗ
206,Korn::N,шу́рно,пӗрчӗ
207,Heu::N,шу́до,утӑ
208,Schale::N,шӱм,хупӑ
209,Grube::N,выне́м,шӑтӑк
210,Falle::N,лӧ́дӧ,тапӑ
211,Falle::N,лӧ́дӧ,капкӑн
212,Schlinge::N,о́птыш,йӑлӑ
213,Schlinge::N,шӧрга́лтыш,йӑлӑ
214,Spur::N,кыша́,йӗр
215,Asche::N,ло́мыж,кӗл
216,Dreck::N,лавыра́,пылчӑк
217,Eisen::N,кӱ́ртньӧ,тимӗр
218,Gold::N,шӧ́ртньӧ,ылтӑн
219,Silber::N,ший,кӗмӗл
220,Kohle::N,мландышӱ́й,кӑмрӑк
221,Glas::N,янда́,кӗленче
222,Lehm::N,шун,тӑм
223,Sand::N,ошма́,хӑйӑр
224,Mensch::N,еҥ,ҫын
225,Mensch::N,еҥ,этем
226,Mensch::N,айде́ме,ҫын
227,Mensch::N,айде́ме,этем
228,Mann::N,пӧръе́ҥ,ар
229,Frau::N,ӱдырама́ш,хӗрарӑм
230,Kind::N,аза́,ача
231,Junge::N,рве́зе,ача
232,Junge::N,рве́зе,ар ҫын ача
233,Mädchen::N,ӱдыра́ш,хӗр ача
234,Familie::N,еш,ҫемье
235,Familie::N,еш,кил-йыш
236,Großvater::N,коча́,кукаҫи
237,Großmutter::N,кова́,кукамай
238,Eltern::N,ача́-ава́,аҫа-ама
239,Vater::N,ача́,атте
240,Mutter::N,ава́,анне
241,Sohn::N,э́рге,ывӑл
242,Tochter::N,ӱ́дыр,хӗр
243,Bruder::N,иза́,ар тӑван
244,Bruder::N,шо́льо,ар тӑван
245,Schwester::N,ака́,аппа
246,Schwester::N,ака́,йӑмӑк
247,Onkel::N,иза́,мучи
248,Onkel::N,иза́,пичче
249,Tante::N,кока́,аппа
250,Ehemann::N,мари́й,упӑшка
251,Ehefrau::N,ва́те,арӑм
252,Freude::N,куа́н,савӑнӑҫ
253,Freude::N,куа́н,хаваслӑх
254,Freude::N,куаныма́ш,савӑнӑҫ
255,Freude::N,куаныма́ш,хаваслӑх
256,Gelächter::N,во́штылтыш,кулӑ
257,Glück::N,пиа́л,телей
258,Glück::N,пиа́л,ӑраскал
259,Kummer::N,о́йго,хурлӑх
260,Wunsch::N,ку́мыл,ӗмӗт
261,Wunsch::N,ку́мыл,кӑмӑл
262,Lust::N,ку́мыл,кӑмӑл
263,Geist::N,ӧрт,чун-чӗм
264,Geist::N,ӧрт,ыр-усал
265,Geist::N,ӧрт,чун хавалӗ
266,Geist::N,чон,чун-чӗм
267,Geist::N,чон,ыр-усал
268,Geist::N,чон,чун хавалӗ
269,Gedanke::N,ой,шухӑш
